statement_order	statement_id	record_unit_id	page	owner_sequence	visible_surface_sequence	medical_bath_expansion_de	service_maintenance_expansion_de	selected_local_role	selected_reading_de	selection_reason	connection_rule
84	B3-S022	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	qotchedy	Körper-/Badelesung: Danach den nächsten vorbereiteter Badansatz umsetzen und schließen.	Service-/Betriebslesung: Danach den nächsten Übergangsansatz umsetzen und schließen.	ZUBEREITUNG_SERVICE	Danach den nächsten Übergangsansatz umsetzen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
85	B3-S023	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	lchedy	Körper-/Badelesung: Den vorbereiteter Badansatz abführen und schließen.	Service-/Betriebslesung: Den Übergangsansatz abführen und schließen.	ZUBEREITUNG_SERVICE	Den Übergangsansatz abführen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
86	B3-S024	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	tchedy	Körper-/Badelesung: Den vorbereiteter Badansatz umsetzen und schließen.	Service-/Betriebslesung: Den Übergangsansatz umsetzen und schließen.	ZUBEREITUNG_SERVICE	Den Übergangsansatz umsetzen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
87	B3-S025	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	qokchdy	Körper-/Badelesung: Den nächsten vorbereiteter Badansatz ansetzen, umsetzen und schließen.	Service-/Betriebslesung: Den nächsten Übergangsansatz ansetzen, umsetzen und schließen.	ZUBEREITUNG_SERVICE	Den nächsten Übergangsansatz ansetzen, umsetzen und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
88	B3-S026	B3	f83r	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR|B3_MAIN_ARCH_LINKED_PAIR_WITH_INCOMING_BATCH	cheedar chldaiin chedy qokain checthy chealror solkeedy	Körper-/Badelesung: Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	Service-/Betriebslesung: Den Übergangsansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten gekoppelte Hauptstation wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	KOERPER_BAD_ANWENDUNG	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	Kein Bildkontakt; der Batch muss aus dem gelernten Werkstattexemplar kommen. | Der Ansatz wird ausdrücklich an das sichtbar gekoppelte Hauptpaar übergeben.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
89	B3-S027	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	qoteedy	Körper-/Badelesung: Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Nimm die lange Folge und schließe.	Service-/Betriebslesung: Für den Ansatz des sichtbar gekoppelten gekoppelten Hauptstation: Nimm die lange Folge und schließe.	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Nimm die lange Folge und schließe.	Das lokal gekoppelte Figurenpaar ist der stärkste Körper-/Badebesitzer.	SINGLE_LOCAL_OWNER
90	B3-S028	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	qokeey qokedy	Körper-/Badelesung: Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.	Service-/Betriebslesung: Für den Ansatz des sichtbar gekoppelten gekoppelten Hauptstation: Setze länger, dann kurz an und schließe.	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.	Das lokal gekoppelte Figurenpaar ist der stärkste Körper-/Badebesitzer.	SINGLE_LOCAL_OWNER
91	B3-S029	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	sol cheeety qokedy	Körper-/Badelesung: Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	Service-/Betriebslesung: Für den Ansatz des sichtbar gekoppelten gekoppelten Hauptstation: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	Das lokal gekoppelte Figurenpaar ist der stärkste Körper-/Badebesitzer.	SINGLE_LOCAL_OWNER
92	B3-S030	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	qoky saiin schedair otchedy	Körper-/Badelesung: Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.	Service-/Betriebslesung: Für den Ansatz des sichtbar gekoppelten gekoppelten Hauptstation: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.	Das lokal gekoppelte Figurenpaar ist der stärkste Körper-/Badebesitzer.	SINGLE_LOCAL_OWNER
93	B3-S031	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	qokeedy	Körper-/Badelesung: Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger an und schließe.	Service-/Betriebslesung: Für den Ansatz des sichtbar gekoppelten gekoppelten Hauptstation: Setze länger an und schließe.	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger an und schließe.	Das lokal gekoppelte Figurenpaar ist der stärkste Körper-/Badebesitzer.	SINGLE_LOCAL_OWNER
94	B3-S032	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	chedain chedy qotedaiin otaiin otedy	Körper-/Badelesung: Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	Service-/Betriebslesung: Für den Ansatz des sichtbar gekoppelten gekoppelten Hauptstation: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	Das lokal gekoppelte Figurenpaar ist der stärkste Körper-/Badebesitzer.	SINGLE_LOCAL_OWNER
95	B3-S033	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	ldy	Körper-/Badelesung: Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Ziehe ab und schließe.	Service-/Betriebslesung: Für den Ansatz des sichtbar gekoppelten gekoppelten Hauptstation: Ziehe ab und schließe.	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Ziehe ab und schließe.	Das lokal gekoppelte Figurenpaar ist der stärkste Körper-/Badebesitzer.	SINGLE_LOCAL_OWNER
96	B3-S034	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	soiiin checthy chety otaiin olsaly shedy	Körper-/Badelesung: Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	Service-/Betriebslesung: Für den Ansatz des sichtbar gekoppelten gekoppelten Hauptstation: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	Das lokal gekoppelte Figurenpaar ist der stärkste Körper-/Badebesitzer.	SINGLE_LOCAL_OWNER
