card_no	surfaces	graphic_component_parse	semantic_component_parse	consolidated_short_default_de	component_count	slot_signature	distinct_slots	repeated_slot	silent_fill_needed	occurrences	records	composition_status
PROC103	lcheckhedy	L+CKH+E+DY	L+CKH+E+DY	FUEHREN·DURCHLASS·KURZ·SCHLUSS	4	ACTION>SOURCE_PATH_TARGET>GRADE>CLOSE	4	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B2	COMPOSITIONAL
PROC104	qokaly	OK+AL+Y	OK+AL+Y	ANSETZEN·ZIEL·DIES	3	ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL	3	NO	NONE	1	B2	COMPOSITIONAL
PROC105	solkaiin	SOLK+AIIN	SOLK+AIIN	AUFFANGEN·MASS	2	ACTION>QUANTITY_STAGE	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC106	octheol	O+CTH+E+OL	O+CTH+E+OL	GANG·BEREIT·KURZ·FORTSETZEN	4	OBJECT_MATERIAL>STATE>GRADE>SEQUENCE	4	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	1	B2	COMPOSITIONAL
PROC107	chkeey	CHK+EE+Y	CHK+EE+Y	WAERMEN·LANG·DIES	3	ACTION>GRADE>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC108	ldy	L+DY	L+DY	FUEHREN·SCHLUSS	2	ACTION>CLOSE	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	2	B2|B3	COMPOSITIONAL
PROC109	oteey	OT+EE+Y	OT+EE+Y	DANACH·LANG·DIES	3	SEQUENCE>GRADE>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	2	B2	COMPOSITIONAL
PROC110	sheckhy	SH+E+CKH+Y	SH+E+CKH+Y	HALTEN·KURZ·DURCHLASS·DIES	4	ACTION>GRADE>SOURCE_PATH_TARGET>OBJECT_MATERIAL	4	NO	NONE	1	B2	COMPOSITIONAL
PROC111	dshedy	SH+E+DY	SH+E+DY	HALTEN·KURZ·SCHLUSS	3	ACTION>GRADE>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC112	otaiin|sotaiin	OT+AIIN	OT+AIIN	DANACH·MASS	2	SEQUENCE>QUANTITY_STAGE	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	3	B2|B3	COMPOSITIONAL
PROC113	qokar	OK+AR	OK+AR	ANSETZEN·QUELLE	2	ACTION>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B2	COMPOSITIONAL
PROC114	solshedy	OL+SH+E+DY	OL+SH+E+DY	FORTSETZEN·HALTEN·KURZ·SCHLUSS	4	SEQUENCE>ACTION>GRADE>CLOSE	4	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC115	ls	LS	OL	FORTSETZEN	1	SEQUENCE	1	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	1	B2	LEARNED_WHOLE_CARD
PROC116	lchy	L+CH+Y	L+CH+Y	FUEHREN·ABZIEHEN·DIES	3	ACTION>ACTION>OBJECT_MATERIAL	2	YES	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC117	qcthey|shcthey	CTH+E+Y	CTH+E+Y	BEREIT·KURZ·DIES	3	STATE>GRADE>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	2	B2|B3	COMPOSITIONAL
PROC118	lcheey	L+EE+Y	L+EE+Y	FUEHREN·LANG·DIES	3	ACTION>GRADE>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC119	qokeeedy	OK+EEE+DY	OK+EEE+DY	ANSETZEN·VOLL·SCHLUSS	3	ACTION>GRADE>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC120	lchedy	L+CHD+DY	L+CHD+DY	FUEHREN·UMSETZEN·SCHLUSS	3	ACTION>ACTION>CLOSE	2	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	8	B2|B3|B4	COMPOSITIONAL
PROC121	lar	L+AR	L+AR	FUEHREN·QUELLE	2	ACTION>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B2	COMPOSITIONAL
PROC122	tshey	SH+E+Y	SH+E+Y	HALTEN·KURZ·DIES	3	ACTION>GRADE>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC123	lchedar	L+CHD+AR	L+CHD+AR	FUEHREN·UMSETZEN·QUELLE	3	ACTION>ACTION>SOURCE_PATH_TARGET	2	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B2	COMPOSITIONAL
PROC124	ches	CH+E+S	CH+E+S	ABZIEHEN·KURZ·TEILEN	3	ACTION>GRADE>ACTION	2	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	PARTIAL_WITH_LEARNED_ATOM
PROC125	pchedy	P+CHD+DY	P+CHD+DY	HINEIN·UMSETZEN·SCHLUSS	3	ACTION>ACTION>CLOSE	2	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC126	rsheal	R+SH+E+AL	R+SH+E+AL	KUEHLEN·HALTEN·KURZ·ZIEL	4	ACTION>ACTION>GRADE>SOURCE_PATH_TARGET	3	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B2	COMPOSITIONAL
PROC127	daldy	AL+DY	AL+DY	ZIEL·SCHLUSS	2	SOURCE_PATH_TARGET>CLOSE	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|NONACTION_ARGUMENT_OR_STATE_CARD	1	B2	COMPOSITIONAL
PROC128	rshedy	R+SHED+DY	R+SHED+DY	KUEHLEN·ABSETZEN·SCHLUSS	3	ACTION>ACTION>CLOSE	2	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC129	qoteedy	OT+EE+DY	OT+EE+DY	DANACH·LANG·SCHLUSS	3	SEQUENCE>GRADE>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	2	B2|B3	COMPOSITIONAL
PROC130	lochedy	L+O+CHD+DY	L+O+CHD+DY	FUEHREN·GANG·UMSETZEN·SCHLUSS	4	ACTION>OBJECT_MATERIAL>ACTION>CLOSE	3	YES	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B2	COMPOSITIONAL
PROC131	otal|qotal	OT+AL	OT+AL	DANACH·ZIEL	2	SEQUENCE>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|NONACTION_ARGUMENT_OR_STATE_CARD	3	B3|B4	COMPOSITIONAL
PROC132	chkeedy	CHK+EE+DY	CHK+EE+DY	WAERMEN·LANG·SCHLUSS	3	ACTION>GRADE>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC133	chedchy	CHD+Y	CHD+Y	UMSETZEN·DIES	2	ACTION>OBJECT_MATERIAL	2	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC134	pchedal	P+CHD+AL	P+CHD+AL	HINEIN·UMSETZEN·ZIEL	3	ACTION>ACTION>SOURCE_PATH_TARGET	2	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B3	COMPOSITIONAL
PROC135	otedy	OT+E+DY	OT+E+DY	DANACH·KURZ·SCHLUSS	3	SEQUENCE>GRADE>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	2	B3	COMPOSITIONAL
PROC136	shecthedchy	SH+E+CTH+CHD+Y	SH+E+CTH+CHD+Y	HALTEN·KURZ·BEREIT·UMSETZEN·DIES	5	ACTION>GRADE>STATE>ACTION>OBJECT_MATERIAL	4	YES	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC137	chary	AR+Y	AR+Y	QUELLE·DIES	2	SOURCE_PATH_TARGET>OBJECT_MATERIAL	2	NO	NONACTION_ARGUMENT_OR_STATE_CARD	1	B3	COMPOSITIONAL
PROC138	okair	OK+AIR	OK+AIR	ANSETZEN·LAUF	2	ACTION>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B3	COMPOSITIONAL
PROC139	sheedy	SH+EE+DY	SH+EE+DY	HALTEN·LANG·SCHLUSS	3	ACTION>GRADE>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC140	lo	L+O	L+O	FUEHREN·GANG	2	ACTION>OBJECT_MATERIAL	2	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC141	qokshedy	OK+SH+E+DY	OK+SH+E+DY	ANSETZEN·HALTEN·KURZ·SCHLUSS	4	ACTION>ACTION>GRADE>CLOSE	3	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC142	shedal	SHED+AL	SHED+AL	ABSETZEN·ZIEL	2	ACTION>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	2	B3|B5	COMPOSITIONAL
PROC143	shecthy	SH+E+CTH+Y	SH+E+CTH+Y	HALTEN·KURZ·BEREIT·DIES	4	ACTION>GRADE>STATE>OBJECT_MATERIAL	4	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC144	dalchdy	AL+CHD+DY	AL+CHD+DY	ZIEL·UMSETZEN·SCHLUSS	3	SOURCE_PATH_TARGET>ACTION>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B3	COMPOSITIONAL
PROC145	otchedy|qotchedy	OT+CHD+DY	OT+CHD+DY	DANACH·UMSETZEN·SCHLUSS	3	SEQUENCE>ACTION>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	2	B3	COMPOSITIONAL
PROC146	cheedar	EE+AR	EE+AR	LANG·QUELLE	2	GRADE>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|NONACTION_ARGUMENT_OR_STATE_CARD	1	B3	COMPOSITIONAL
PROC147	chldaiin	L+AIIN	L+AIIN	FUEHREN·MASS	2	ACTION>QUANTITY_STAGE	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC148	chealror	AL+R+OR	AL+R+OR	ZIEL·KUEHLEN·ANSATZ	3	SOURCE_PATH_TARGET>ACTION>OBJECT_MATERIAL	3	NO	NONE	1	B3	COMPOSITIONAL
PROC149	cheeety	EEE+T+Y	EEE+T+Y	VOLL·EINTRAGEN·DIES	3	GRADE>ACTION>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC150	schedair	CHD+AIR	CHD+AIR	UMSETZEN·LAUF	2	ACTION>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B3	COMPOSITIONAL
PROC151	chedain	CHD+AIN	CHD+AIN	UMSETZEN·PORTION	2	ACTION>QUANTITY_STAGE	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B3	COMPOSITIONAL
PROC152	qotedaiin	OT+E+AIIN	OT+E+AIIN	DANACH·KURZ·MASS	3	SEQUENCE>GRADE>QUANTITY_STAGE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	1	B3	COMPOSITIONAL
PROC153	olsaly	OL+AL+Y	OL+AL+Y	FORTSETZEN·ZIEL·DIES	3	SEQUENCE>SOURCE_PATH_TARGET>OBJECT_MATERIAL	3	NO	NONACTION_ARGUMENT_OR_STATE_CARD	1	B3	COMPOSITIONAL
PROC154	qolchey	OL+Y	OL+Y	FORTSETZEN·DIES	2	SEQUENCE>OBJECT_MATERIAL	2	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	1	B4	COMPOSITIONAL
PROC155	qokylddy	OK+Y+LD+DY	OK+Y+LD+DY	ANSETZEN·DIES·BEFESTIGEN·SCHLUSS	4	ACTION>OBJECT_MATERIAL>ACTION>CLOSE	3	YES	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B4	PARTIAL_WITH_LEARNED_ATOM
PROC156	dain	AIN	AIN	PORTION	1	QUANTITY_STAGE	1	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	2	B4|B6	COMPOSITIONAL
PROC157	sheey	SH+EE+Y	SH+EE+Y	HALTEN·LANG·DIES	3	ACTION>GRADE>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B4	COMPOSITIONAL
PROC158	okeeol	OK+EE+OL	OK+EE+OL	ANSETZEN·LANG·FORTSETZEN	3	ACTION>GRADE>SEQUENCE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B4	COMPOSITIONAL
PROC159	lkedy	L+K+E+DY	L+K+E+DY	FUEHREN·ZUFUEHREN·KURZ·SCHLUSS	4	ACTION>ACTION>GRADE>CLOSE	3	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B4	COMPOSITIONAL
PROC160	qokol	OK+OL	OK+OL	ANSETZEN·FORTSETZEN	2	ACTION>SEQUENCE	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B4	COMPOSITIONAL
PROC161	qockhey	O+CKH+E+Y	O+CKH+E+Y	GANG·DURCHLASS·KURZ·DIES	4	OBJECT_MATERIAL>SOURCE_PATH_TARGET>GRADE>OBJECT_MATERIAL	3	YES	NONACTION_ARGUMENT_OR_STATE_CARD	1	B4	COMPOSITIONAL
PROC162	dairydy	AIR+Y+DY	AIR+Y+DY	LAUF·DIES·SCHLUSS	3	SOURCE_PATH_TARGET>OBJECT_MATERIAL>CLOSE	3	NO	NONACTION_ARGUMENT_OR_STATE_CARD	1	B4	COMPOSITIONAL
PROC163	chckhal	CH+CKH+AL	CH+CKH+AL	ABZIEHEN·DURCHLASS·ZIEL	3	ACTION>SOURCE_PATH_TARGET>SOURCE_PATH_TARGET	2	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B4	COMPOSITIONAL
PROC164	solkey	SOLK+E+Y	SOLK+E+Y	AUFFANGEN·KURZ·DIES	3	ACTION>GRADE>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B4	COMPOSITIONAL
PROC165	skar	K+AR	K+AR	ZUFUEHREN·QUELLE	2	ACTION>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B4	COMPOSITIONAL
PROC166	otchdy	OT+CHD+DY	OT+CHD+DY	DANACH·UMSETZEN·SCHLUSS	3	SEQUENCE>ACTION>CLOSE	3	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B5	COMPOSITIONAL
PROC167	lol	L+OL	L+OL	FUEHREN·FORTSETZEN	2	ACTION>SEQUENCE	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B5	COMPOSITIONAL
PROC168	chdal	CHD+AL	CHD+AL	UMSETZEN·ZIEL	2	ACTION>SOURCE_PATH_TARGET	2	NO	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM	1	B5	COMPOSITIONAL
PROC169	daiiin	DA+IIN	DA+IIN	ZWEIT·STUFE	2	QUANTITY_STAGE>QUANTITY_STAGE	1	YES	OBJECT_FROM_IMAGE_OR_ACTIVE_ITEM|ADDRESS_FROM_OWNER_OR_CURRENT_STATION|NONACTION_ARGUMENT_OR_STATE_CARD	1	B5	PARTIAL_WITH_LEARNED_ATOM
PROC170	solkeey	SOLK+EE+Y	SOLK+EE+Y	AUFFANGEN·LANG·DIES	3	ACTION>GRADE>OBJECT_MATERIAL	3	NO	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B6	COMPOSITIONAL
PROC171	qekey	E+K+E+Y	E+K+E+Y	KURZ·ZUFUEHREN·KURZ·DIES	4	GRADE>ACTION>GRADE>OBJECT_MATERIAL	3	YES	ADDRESS_FROM_OWNER_OR_CURRENT_STATION	1	B6	COMPOSITIONAL
PROC172	raly	R+AL+Y	R+AL+Y	KUEHLEN·ZIEL·DIES	3	ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL	3	NO	NONE	1	B6	COMPOSITIONAL
PROC173	ldalor	L+AL+OR	L+AL+OR	FUEHREN·ZIEL·ANSATZ	3	ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL	3	NO	NONE	1	B6	COMPOSITIONAL
