statement_id	page	record	owner_de	event_count	surface_sequence	card_slot_signatures	sequence_slots	object_slots	quantity_slots	address_slots	action_slots	grade_slots	state_slots	close_slots	concrete_case_expansion_de
B3-S014	f83r	B3	untere Randfigur im korbartigen Gefäß	2	okair sheedy	ACTION>SOURCE_PATH_TARGET | ACTION>GRADE>CLOSE	0	0	0	1	2	1	0	1	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einleiten → ruhen lassen.
B3-S015	f83r	B3	untere Randfigur im korbartigen Gefäß	1	lchedy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: abführen + überführen.
B3-S016	f83r	B3	untere Randfigur im korbartigen Gefäß	2	lo qokchedy	ACTION>OBJECT_MATERIAL | ACTION>ACTION>CLOSE	0	1	0	0	3	0	0	1	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: führen → einsetzen + überführen.
B3-S017	f83r	B3	unverbundener Zwischenbereich	1	qokeedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen.
B3-S018	f83r	B3	unverbundener Zwischenbereich	1	shedy	ACTION>CLOSE	0	0	0	0	1	0	0	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: absetzen lassen.
B3-S019	f83r	B3	unverbundener Zwischenbereich	1	qokshedy	ACTION>ACTION>GRADE>CLOSE	0	0	0	0	2	1	0	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen + ruhen lassen.
B3-S020	f83r	B3	unverbundener Zwischenbereich	2	dal lchedy	SOURCE_PATH_TARGET | ACTION>ACTION>CLOSE	0	0	0	1	2	0	0	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: hinleiten + umfüllen. Angaben: Ziel.
B3-S021	f83r	B3	unverbundener Zwischenbereich	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	ACTION>QUANTITY_STAGE | STATE>OBJECT_MATERIAL | SOURCE_PATH_TARGET | OBJECT_MATERIAL | QUANTITY_STAGE | ACTION>SOURCE_PATH_TARGET | ACTION>GRADE>STATE>OBJECT_MATERIAL | OBJECT_MATERIAL | SOURCE_PATH_TARGET | STATE>OBJECT_MATERIAL | SOURCE_PATH_TARGET>ACTION>CLOSE	0	5	2	4	4	1	3	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.
B3-S022	f83r	B3	unverbundener Zwischenbereich	1	qotchedy	SEQUENCE>ACTION>CLOSE	1	0	0	0	1	0	0	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.
B3-S023	f83r	B3	unverbundener Zwischenbereich	1	lchedy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: abführen + überführen.
B3-S024	f83r	B3	unverbundener Zwischenbereich	1	tchedy	ACTION>CLOSE	0	0	0	0	1	0	0	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.
B3-S025	f83r	B3	unverbundener Zwischenbereich	1	qokchdy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einsetzen + überführen.
B3-S026	f83r	B3	unverbundener Zwischenbereich	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	GRADE>SOURCE_PATH_TARGET | ACTION>QUANTITY_STAGE | ACTION>OBJECT_MATERIAL | ACTION>QUANTITY_STAGE | STATE>OBJECT_MATERIAL | SOURCE_PATH_TARGET>ACTION>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	3	2	2	5	2	1	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.
B3-S027	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	qoteedy	SEQUENCE>GRADE>CLOSE	1	0	0	0	0	1	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.
B3-S028	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	2	qokeey qokedy	ACTION>GRADE>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	1	0	0	2	2	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen.
B3-S029	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	3	sol cheeety qokedy	SEQUENCE | GRADE>ACTION>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	1	1	0	0	2	2	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort.
B3-S030	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	4	qoky saiin schedair otchedy	ACTION>OBJECT_MATERIAL | QUANTITY_STAGE | ACTION>SOURCE_PATH_TARGET | SEQUENCE>ACTION>CLOSE	1	1	1	1	3	0	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.
B3-S031	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	qokeedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: einwirken lassen.
B3-S032	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	5	chedain chedy qotedaiin otaiin otedy	ACTION>QUANTITY_STAGE | ACTION>OBJECT_MATERIAL | SEQUENCE>GRADE>QUANTITY_STAGE | SEQUENCE>QUANTITY_STAGE | SEQUENCE>GRADE>CLOSE	3	1	3	0	2	2	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.
B3-S033	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	ldy	ACTION>CLOSE	0	0	0	0	1	0	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abführen.
B3-S034	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	6	soiiin checthy chety otaiin olsaly shedy	OBJECT_MATERIAL>QUANTITY_STAGE | STATE>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | SEQUENCE>QUANTITY_STAGE | SEQUENCE>SOURCE_PATH_TARGET>OBJECT_MATERIAL | ACTION>CLOSE	2	4	2	1	2	0	1	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.
B4-S001	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	qokeedy	ACTION>GRADE>CLOSE	0	0	0	0	1	1	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einwirken lassen.
B4-S002	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	qolchey qokeey qokedy	SEQUENCE>OBJECT_MATERIAL | ACTION>GRADE>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	1	2	0	0	2	2	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.
B4-S003	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	7	chedy otal otchey qokeey qoky tol shedy	ACTION>OBJECT_MATERIAL | SEQUENCE>SOURCE_PATH_TARGET | SEQUENCE>OBJECT_MATERIAL | ACTION>GRADE>OBJECT_MATERIAL | ACTION>OBJECT_MATERIAL | SEQUENCE | ACTION>CLOSE	3	4	0	1	4	1	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.
B4-S004	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	qokylddy	ACTION>OBJECT_MATERIAL>ACTION>CLOSE	0	1	0	0	2	0	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einsetzen + festbinden.
B4-S005	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	dain chedy qokeedy	QUANTITY_STAGE | ACTION>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	1	1	0	2	1	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.
B4-S006	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	shckhedy	ACTION>SOURCE_PATH_TARGET>GRADE>CLOSE	0	0	0	1	1	1	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.
B4-S007	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	shckhedy	ACTION>SOURCE_PATH_TARGET>GRADE>CLOSE	0	0	0	1	1	1	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.
B4-S008	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	4	saiin cheeky sheey qokedy	QUANTITY_STAGE | ACTION>GRADE>OBJECT_MATERIAL | ACTION>GRADE>OBJECT_MATERIAL | ACTION>GRADE>CLOSE	0	2	1	0	3	3	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.
B4-S009	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	shedy	ACTION>CLOSE	0	0	0	0	1	0	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: absetzen lassen.
B4-S010	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	oldy	SEQUENCE>CLOSE	1	0	0	0	0	0	0	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: setze nur die Angaben. Angaben: fort; Schritt schließen.
B4-S011	f83r	B4	linke Hauptstation mit offenem Fransenlauf	7	saiin cheky okeeol okain chdy sol lkedy	QUANTITY_STAGE | ACTION>GRADE>OBJECT_MATERIAL | ACTION>GRADE>SEQUENCE | ACTION>QUANTITY_STAGE | ACTION>OBJECT_MATERIAL | SEQUENCE | ACTION>ACTION>GRADE>CLOSE	2	2	2	0	6	3	0	1	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.
B4-S012	f83r	B4	linke Hauptstation mit offenem Fransenlauf	1	lchedy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: abführen + überführen.
B4-S013	f83r	B4	linke Hauptstation mit offenem Fransenlauf	2	qokol shedy	ACTION>SEQUENCE | ACTION>CLOSE	1	0	0	0	2	0	0	1	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: weiter beschicken → absetzen lassen.
B4-S014	f83r	B4	linke Hauptstation mit offenem Fransenlauf	4	or chey qockhey dairydy	OBJECT_MATERIAL | OBJECT_MATERIAL | OBJECT_MATERIAL>SOURCE_PATH_TARGET>GRADE>OBJECT_MATERIAL | SOURCE_PATH_TARGET>OBJECT_MATERIAL>CLOSE	0	5	0	2	0	1	0	1	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: setze nur die Angaben. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.
B4-S015	f83r	B4	linke Hauptstation mit offenem Fransenlauf	6	qokain shey kain chckhal solkey lchedy	ACTION>QUANTITY_STAGE | ACTION>GRADE>OBJECT_MATERIAL | ACTION>QUANTITY_STAGE | ACTION>SOURCE_PATH_TARGET>SOURCE_PATH_TARGET | ACTION>GRADE>OBJECT_MATERIAL | ACTION>ACTION>CLOSE	0	2	2	2	7	2	0	1	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.
B4-S016	f83r	B4	rechte Hauptstation mit S-Lauf und Mehrarmknoten	4	qolkain dal skar shedy	SEQUENCE>ACTION>QUANTITY_STAGE | SOURCE_PATH_TARGET | ACTION>SOURCE_PATH_TARGET | ACTION>CLOSE	1	0	1	2	3	0	0	1	Bildort: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Arbeitsfolge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.
B5-S001	f83r	B5	linke Fransenstation im B5-Nachtrag	1	otchdy	SEQUENCE>ACTION>CLOSE	1	0	0	0	1	0	0	1	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: führe zur nächsten Station.
B5-S002	f83r	B5	linke Fransenstation im B5-Nachtrag	1	qokchdy	ACTION>ACTION>CLOSE	0	0	0	0	2	0	0	1	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: einsetzen + überführen.
B5-S003	f83r	B5	linke Fransenstation im B5-Nachtrag	9	shedal dal cheol lol chdal aiin sol daiiin chedy	ACTION>SOURCE_PATH_TARGET | SOURCE_PATH_TARGET | SEQUENCE | ACTION>SEQUENCE | ACTION>SOURCE_PATH_TARGET | QUANTITY_STAGE | SEQUENCE | QUANTITY_STAGE>QUANTITY_STAGE | ACTION>OBJECT_MATERIAL	3	1	3	3	4	0	0	0	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.
B6-S001	f83r	B6	rechter S-Lauf im B6-Nachtrag	9	solkeey qekey raly ol daiin ol dain chey ldalor	ACTION>GRADE>OBJECT_MATERIAL | GRADE>ACTION>GRADE>OBJECT_MATERIAL | ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL | SEQUENCE | QUANTITY_STAGE | SEQUENCE | QUANTITY_STAGE | OBJECT_MATERIAL | ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL	2	5	2	2	4	3	0	0	Bildort: rechter S-Lauf im B6-Nachtrag. Arbeitsfolge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.
