fusion_unit_order	fusion_unit_id	statement_id	record_unit_id	page	host_event_id	member_event_ids	member_surfaces	member_atomic_defaults	operation_chain_de	item_values_de	source_value_de	run_value_de	target_value_de	measure_values_de	grade_values_de	state_values_de	close	literal_workshop_clause_de	contains_resolved_forward_material
113	FU113	B2-S005	B2	f82r	E183	E183	chkeey	wärmen+länger+Posten	wärmen	Posten	NONE	NONE	NONE	NONE	länger	NONE	NO	Vorgang=wärmen; Posten=Posten; Grad=länger	NO
114	FU114	B2-S005	B2	f82r	E184	E184	ldy	abführen+Schluss	abführen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=abführen; Schluss	NO
115	FU115	B2-S006	B2	f82r	E186	E185|E186	oteey qokal	danach+länger+Posten | ansetzen+Ziel	folgen→ansetzen	Posten	NONE	NONE	Ziel	NONE	länger	NONE	NO	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Grad=länger	NO
116	FU116	B2-S006	B2	f82r	E187	E187	sheckhy	Durchlass+kurz+Posten	durchleiten	Posten	NONE	NONE	NONE	NONE	kurz	NONE	NO	Vorgang=durchleiten; Posten=Posten; Grad=kurz	NO
117	FU117	B2-S006	B2	f82r	E188	E188	qoky	ansetzen+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=ansetzen; Posten=Posten	NO
118	FU118	B2-S007	B2	f82r	E189	E189	dshedy	absetzen+kurz+Schluss	absetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=absetzen; Grad=kurz; Schluss	NO
119	FU119	B2-S008	B2	f82r	E191	E190|E191	sotaiin qokar	danach+Sollmaß | ansetzen+Quelle	folgen→ansetzen	NONE	Quelle	NONE	NONE	Sollmaß	NONE	NONE	NO	Vorgang=folgen→ansetzen; Reihenfolge=danach; Quelle=gesetzt; Wert=Sollmaß	NO
120	FU120	B2-S008	B2	f82r	E192	E192	shedy	absetzen+kurz+Schluss	absetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=absetzen; Grad=kurz; Schluss	NO
121	FU121	B2-S009	B2	f82r	E193	E193	solshedy	weiter+absetzen+Schluss	weiterführen→absetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=weiterführen→absetzen; Reihenfolge=weiter; Schluss	NO
122	FU122	B2-S010	B2	f82r	E194	E194	qokeey	ansetzen+länger+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	länger	NONE	NO	Vorgang=ansetzen; Posten=Posten; Grad=länger	NO
123	FU123	B2-S010	B2	f82r	E195	E195	qoky	ansetzen+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=ansetzen; Posten=Posten	NO
124	FU124	B2-S010	B2	f82r	E196	E196|E197	ls cheey	abführen | Ergebnis	abführen	Ergebnis	NONE	NONE	NONE	NONE	NONE	Ergebnis	NO	Vorgang=abführen; Posten=Ergebnis; Zustand=Ergebnis	NO
125	FU125	B2-S011	B2	f82r	E198	E198|E199	okain char	ansetzen+Anteil | Quelle	ansetzen	NONE	Quelle	NONE	NONE	Anteil	NONE	NONE	NO	Vorgang=ansetzen; Quelle=gesetzt; Wert=Anteil	NO
126	FU126	B2-S011	B2	f82r	E200	E200	okain	ansetzen+Anteil	ansetzen	NONE	NONE	NONE	NONE	Anteil	NONE	NONE	NO	Vorgang=ansetzen; Wert=Anteil	NO
127	FU127	B2-S011	B2	f82r	E201	E201	qokeedy	ansetzen+länger+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=ansetzen; Grad=länger; Schluss	NO
128	FU128	B2-S012	B2	f82r	E202	E202	lchy	abführen+Posten	abführen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=abführen; Posten=Posten	NO
129	FU129	B2-S012	B2	f82r	E204	E203|E204	cheey qcthey	Ergebnis | bereit+kurz+Posten	bereithalten	Ergebnis+Posten	NONE	NONE	NONE	NONE	kurz	bereit+Ergebnis	NO	Vorgang=bereithalten; Posten=Ergebnis+Posten; Grad=kurz; Zustand=bereit+Ergebnis	YES
130	FU130	B2-S012	B2	f82r	E205	E205	qokeey	ansetzen+länger+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	länger	NONE	NO	Vorgang=ansetzen; Posten=Posten; Grad=länger	NO
131	FU131	B2-S012	B2	f82r	E206	E206|E207	lcheey daiin	abführen+Ergebnis | Sollmaß	abführen	Ergebnis	NONE	NONE	NONE	Sollmaß	NONE	Ergebnis	NO	Vorgang=abführen; Posten=Ergebnis; Wert=Sollmaß; Zustand=Ergebnis	NO
132	FU132	B2-S012	B2	f82r	E209	E208|E209	chey qokeeedy	Posten | ansetzen+vollständig+Schluss	ansetzen	Posten	NONE	NONE	NONE	NONE	vollständig	NONE	YES	Vorgang=ansetzen; Posten=Posten; Grad=vollständig; Schluss	NO
133	FU133	B2-S013	B2	f82r	E210	E210	lchedy	abführen+umsetzen+Schluss	abführen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=abführen→umsetzen; Schluss	NO
134	FU134	B2-S014	B2	f82r	E211	E211	lar	abführen+Quelle	abführen	NONE	Quelle	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=abführen; Quelle=gesetzt	NO
135	FU135	B2-S015	B2	f82r	E213	E212|E213	tshey qokeedy	Ergebnis | ansetzen+länger+Schluss	ansetzen	Ergebnis	NONE	NONE	NONE	NONE	länger	Ergebnis	YES	Vorgang=ansetzen; Posten=Ergebnis; Grad=länger; Zustand=Ergebnis; Schluss	NO
136	FU136	B2-S016	B2	f82r	E215	E214|E215	cheal lchedar	Ziel | abführen+umsetzen+Quelle	abführen→umsetzen	NONE	Quelle	NONE	Ziel	NONE	NONE	NONE	NO	Vorgang=abführen→umsetzen; Quelle=gesetzt; Ziel=gesetzt	NO
137	FU137	B2-S016	B2	f82r	E216	E216|E217	ches aiin	teilen | Sollmaß	teilen	NONE	NONE	NONE	NONE	Sollmaß	NONE	NONE	NO	Vorgang=teilen; Wert=Sollmaß	NO
138	FU138	B2-S016	B2	f82r	E219	E218|E219	oteey qokaiin	danach+länger+Posten | ansetzen+Sollmaß	folgen→ansetzen	Posten	NONE	NONE	NONE	Sollmaß	länger	NONE	NO	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=länger	NO
139	FU139	B2-S016	B2	f82r	E220	E220	okey	ansetzen+kurz+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	kurz	NONE	NO	Vorgang=ansetzen; Posten=Posten; Grad=kurz	NO
140	FU140	B2-S016	B2	f82r	E221	E221	pchedy	zuführen+umsetzen+Schluss	zuführen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=zuführen→umsetzen; Schluss	NO
141	FU141	B2-S017	B2	f82r	E222	E222|E223	rsheal daldy	halten+kurz+Ziel | Ziel+Schluss	halten	NONE	NONE	NONE	Ziel	NONE	kurz	NONE	YES	Vorgang=halten; Ziel=gesetzt; Grad=kurz; Schluss	NO
142	FU142	B2-S018	B2	f82r	E224	E224	qokeedy	ansetzen+länger+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=ansetzen; Grad=länger; Schluss	NO
143	FU143	B2-S019	B2	f82r	E225	E225	rshedy	waschen+Schluss	waschen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=waschen; Schluss	NO
144	FU144	B2-S020	B2	f82r	E226	E226	qoteedy	danach+länger+Schluss	folgen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss	NO
145	FU145	B2-S021	B2	f82r	E227	E227	qokeedy	ansetzen+länger+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=ansetzen; Grad=länger; Schluss	NO
146	FU146	B2-S022	B2	f82r	E228	E228	lochedy	abführen+umsetzen+Schluss	abführen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=abführen→umsetzen; Schluss	NO
147	FU147	B3-S001	B3	f83r	E229	E229	olkeedy	sammeln+länger+Schluss	sammeln	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=sammeln; Grad=länger; Schluss	NO
148	FU148	B3-S002	B3	f83r	E231	E230|E231	qotal chkeedy	danach+Ziel | wärmen+länger+Schluss	folgen→wärmen	NONE	NONE	NONE	Ziel	NONE	länger	NONE	YES	Vorgang=folgen→wärmen; Reihenfolge=danach; Ziel=gesetzt; Grad=länger; Schluss	NO
149	FU149	B3-S003	B3	f83r	E235	E232|E233|E234|E235	chey daiin chey lchedy	Posten | Sollmaß | Posten | abführen+umsetzen+Schluss	abführen→umsetzen	Posten	NONE	NONE	NONE	Sollmaß	NONE	NONE	YES	Vorgang=abführen→umsetzen; Posten=Posten; Wert=Sollmaß; Schluss	NO
150	FU150	B3-S004	B3	f83r	E236	E236|E237|E238	qokaiin qotal dar	ansetzen+Sollmaß | danach+Ziel | Quelle	ansetzen→folgen	NONE	Quelle	NONE	Ziel	Sollmaß	NONE	NONE	NO	Vorgang=ansetzen→folgen; Reihenfolge=danach; Quelle=gesetzt; Ziel=gesetzt; Wert=Sollmaß	NO
151	FU151	B3-S005	B3	f83r	E239	E239	schedy	umsetzen+Schluss	umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=umsetzen; Schluss	NO
152	FU152	B3-S006	B3	f83r	E240	E240	chedchy	umsetzen+Posten	umsetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=umsetzen; Posten=Posten	NO
153	FU153	B3-S006	B3	f83r	E241	E241	qokal	ansetzen+Ziel	ansetzen	NONE	NONE	NONE	Ziel	NONE	NONE	NONE	NO	Vorgang=ansetzen; Ziel=gesetzt	NO
154	FU154	B3-S006	B3	f83r	E242	E242	olchedy	weiter+umsetzen+Schluss	weiterführen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss	NO
155	FU155	B3-S007	B3	f83r	E243	E243	qokaiin	ansetzen+Sollmaß	ansetzen	NONE	NONE	NONE	NONE	Sollmaß	NONE	NONE	NO	Vorgang=ansetzen; Wert=Sollmaß	NO
156	FU156	B3-S007	B3	f83r	E244	E244	chedy	umsetzen+Posten	umsetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=umsetzen; Posten=Posten	NO
157	FU157	B3-S007	B3	f83r	E245	E245	qokeedy	ansetzen+länger+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=ansetzen; Grad=länger; Schluss	NO
158	FU158	B3-S008	B3	f83r	E246	E246	lchedy	abführen+umsetzen+Schluss	abführen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=abführen→umsetzen; Schluss	NO
159	FU159	B3-S009	B3	f83r	E247	E247	qoky	ansetzen+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=ansetzen; Posten=Posten	NO
160	FU160	B3-S010	B3	f83r	E248	E248|E249	pchedal otedy	zuführen+umsetzen+Ziel | danach+kurz+Schluss	zuführen→umsetzen→folgen	NONE	NONE	NONE	Ziel	NONE	kurz	NONE	YES	Vorgang=zuführen→umsetzen→folgen; Reihenfolge=danach; Ziel=gesetzt; Grad=kurz; Schluss	NO
161	FU161	B3-S011	B3	f83r	E250	E250	shecthedchy	bereit+umsetzen+Posten	bereithalten→umsetzen	Posten	NONE	NONE	NONE	NONE	NONE	bereit	NO	Vorgang=bereithalten→umsetzen; Posten=Posten; Zustand=bereit	NO
162	FU162	B3-S011	B3	f83r	E251	E251	qoky	ansetzen+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=ansetzen; Posten=Posten	NO
163	FU163	B3-S011	B3	f83r	E252	E252|E253	chedy chary	umsetzen+Posten | Quelle+Posten	umsetzen	Posten	Quelle	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=umsetzen; Posten=Posten; Quelle=gesetzt	NO
164	FU164	B3-S012	B3	f83r	E255	E254|E255	sor shedy	Ansatz | absetzen+kurz+Schluss	absetzen	Ansatz	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=absetzen; Posten=Ansatz; Grad=kurz; Schluss	NO
165	FU165	B3-S013	B3	f83r	E256	E256|E257	qokaiin chkain	ansetzen+Sollmaß | Anteil	ansetzen	NONE	NONE	NONE	NONE	Sollmaß+Anteil	NONE	NONE	NO	Vorgang=ansetzen; Wert=Sollmaß+Anteil	NO
166	FU166	B3-S013	B3	f83r	E258	E258	shcthey	bereit+kurz+Posten	bereithalten	Posten	NONE	NONE	NONE	NONE	kurz	bereit	NO	Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit	NO
167	FU167	B3-S013	B3	f83r	E259	E259	qokedy	ansetzen+kurz+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=ansetzen; Grad=kurz; Schluss	NO
168	FU168	B3-S014	B3	f83r	E260	E260	okair	ansetzen+Lauf	ansetzen	NONE	NONE	Lauf	NONE	NONE	NONE	NONE	NO	Vorgang=ansetzen; Lauf=gesetzt	NO
169	FU169	B3-S014	B3	f83r	E261	E261	sheedy	absetzen+länger+Schluss	absetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=absetzen; Grad=länger; Schluss	NO
170	FU170	B3-S015	B3	f83r	E262	E262	lchedy	abführen+umsetzen+Schluss	abführen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=abführen→umsetzen; Schluss	NO
171	FU171	B3-S016	B3	f83r	E263	E263	lo	abführen	abführen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=abführen	NO
172	FU172	B3-S016	B3	f83r	E264	E264	qokchedy	ansetzen+umsetzen+Schluss	ansetzen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=ansetzen→umsetzen; Schluss	NO
173	FU173	B3-S017	B3	f83r	E265	E265	qokeedy	ansetzen+länger+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=ansetzen; Grad=länger; Schluss	NO
174	FU174	B3-S018	B3	f83r	E266	E266	shedy	absetzen+kurz+Schluss	absetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=absetzen; Grad=kurz; Schluss	NO
175	FU175	B3-S019	B3	f83r	E267	E267	qokshedy	ansetzen+absetzen+Schluss	ansetzen→absetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=ansetzen→absetzen; Schluss	NO
176	FU176	B3-S020	B3	f83r	E269	E268|E269	dal lchedy	Ziel | abführen+umsetzen+Schluss	abführen→umsetzen	NONE	NONE	NONE	Ziel	NONE	NONE	NONE	YES	Vorgang=abführen→umsetzen; Ziel=gesetzt; Schluss	NO
177	FU177	B3-S021	B3	f83r	E270	E270	qokaiin	ansetzen+Sollmaß	ansetzen	NONE	NONE	NONE	NONE	Sollmaß	NONE	NONE	NO	Vorgang=ansetzen; Wert=Sollmaß	NO
178	FU178	B3-S021	B3	f83r	E271	E271|E272|E273	shcthy dal sy	bereit+Posten | Ziel | Posten	bereithalten	Posten	NONE	NONE	Ziel	NONE	NONE	bereit	NO	Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit	NO
179	FU179	B3-S021	B3	f83r	E275	E274|E275	saiin shedal	Sollmaß | absetzen+Ziel	absetzen	NONE	NONE	NONE	Ziel	Sollmaß	NONE	NONE	NO	Vorgang=absetzen; Ziel=gesetzt; Wert=Sollmaß	NO
180	FU180	B3-S021	B3	f83r	E276	E276|E277	shecthy chey	bereit+kurz+Posten | Posten	bereithalten	Posten	NONE	NONE	NONE	NONE	kurz	bereit	NO	Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit	NO
181	FU181	B3-S021	B3	f83r	E279	E278|E279	tal shcthy	Ziel | bereit+Posten	bereithalten	Posten	NONE	NONE	Ziel	NONE	NONE	bereit	NO	Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit	NO
182	FU182	B3-S021	B3	f83r	E280	E280	dalchdy	Ziel+umsetzen+Schluss	umsetzen	NONE	NONE	NONE	Ziel	NONE	NONE	NONE	YES	Vorgang=umsetzen; Ziel=gesetzt; Schluss	NO
183	FU183	B3-S022	B3	f83r	E281	E281	qotchedy	danach+umsetzen+Schluss	folgen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=folgen→umsetzen; Reihenfolge=danach; Schluss	NO
184	FU184	B3-S023	B3	f83r	E282	E282	lchedy	abführen+umsetzen+Schluss	abführen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=abführen→umsetzen; Schluss	NO
185	FU185	B3-S024	B3	f83r	E283	E283	tchedy	umsetzen+Schluss	umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=umsetzen; Schluss	NO
186	FU186	B3-S025	B3	f83r	E284	E284	qokchdy	ansetzen+umsetzen+Schluss	ansetzen→umsetzen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=ansetzen→umsetzen; Schluss	NO
187	FU187	B3-S026	B3	f83r	E285	E285	cheedar	umsetzen+Quelle	umsetzen	NONE	Quelle	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=umsetzen; Quelle=gesetzt	NO
188	FU188	B3-S026	B3	f83r	E286	E286	chldaiin	absetzen+Sollmaß	absetzen	NONE	NONE	NONE	NONE	Sollmaß	NONE	NONE	NO	Vorgang=absetzen; Wert=Sollmaß	NO
189	FU189	B3-S026	B3	f83r	E287	E287	chedy	umsetzen+Posten	umsetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=umsetzen; Posten=Posten	NO
190	FU190	B3-S026	B3	f83r	E288	E288	qokain	ansetzen+Anteil	ansetzen	NONE	NONE	NONE	NONE	Anteil	NONE	NONE	NO	Vorgang=ansetzen; Wert=Anteil	NO
191	FU191	B3-S026	B3	f83r	E289	E289	checthy	bereit+Posten	bereithalten	Posten	NONE	NONE	NONE	NONE	NONE	bereit	NO	Vorgang=bereithalten; Posten=Posten; Zustand=bereit	NO
192	FU192	B3-S026	B3	f83r	E291	E290|E291	chealror solkeedy	Ziel+Ansatz | sammeln+länger+Schluss	sammeln	Ansatz	NONE	NONE	Ziel	NONE	länger	NONE	YES	Vorgang=sammeln; Posten=Ansatz; Ziel=gesetzt; Grad=länger; Schluss	YES
193	FU193	B3-S027	B3	f83r	E292	E292	qoteedy	danach+länger+Schluss	folgen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss	NO
194	FU194	B3-S028	B3	f83r	E293	E293	qokeey	ansetzen+länger+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	länger	NONE	NO	Vorgang=ansetzen; Posten=Posten; Grad=länger	NO
195	FU195	B3-S028	B3	f83r	E294	E294	qokedy	ansetzen+kurz+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=ansetzen; Grad=kurz; Schluss	NO
196	FU196	B3-S029	B3	f83r	E295	E295|E296	sol cheeety	weiter | vollständig+Teil	weiterführen	Teil	NONE	NONE	NONE	NONE	vollständig	NONE	NO	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Teil; Grad=vollständig	NO
197	FU197	B3-S029	B3	f83r	E297	E297	qokedy	ansetzen+kurz+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=ansetzen; Grad=kurz; Schluss	NO
198	FU198	B3-S030	B3	f83r	E298	E298|E299	qoky saiin	ansetzen+Posten | Sollmaß	ansetzen	Posten	NONE	NONE	NONE	Sollmaß	NONE	NONE	NO	Vorgang=ansetzen; Posten=Posten; Wert=Sollmaß	NO
199	FU199	B3-S030	B3	f83r	E301	E300|E301	schedair otchedy	Lauf | danach+umsetzen+Schluss	folgen→umsetzen	NONE	NONE	Lauf	NONE	NONE	NONE	NONE	YES	Vorgang=folgen→umsetzen; Reihenfolge=danach; Lauf=gesetzt; Schluss	NO
200	FU200	B3-S031	B3	f83r	E302	E302	qokeedy	ansetzen+länger+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=ansetzen; Grad=länger; Schluss	NO
201	FU201	B3-S032	B3	f83r	E303	E303	chedain	umsetzen+Anteil	umsetzen	NONE	NONE	NONE	NONE	Anteil	NONE	NONE	NO	Vorgang=umsetzen; Wert=Anteil	NO
202	FU202	B3-S032	B3	f83r	E304	E304|E305|E306|E307	chedy qotedaiin otaiin otedy	umsetzen+Posten | danach+kurz+Sollmaß | danach+Sollmaß | danach+kurz+Schluss	umsetzen→folgen	Posten	NONE	NONE	NONE	Sollmaß	kurz	NONE	YES	Vorgang=umsetzen→folgen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=kurz; Schluss	NO
203	FU203	B3-S033	B3	f83r	E308	E308	ldy	abführen+Schluss	abführen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=abführen; Schluss	NO
204	FU204	B3-S034	B3	f83r	E310	E309|E310	soiiin checthy	Stufe | bereit+Posten	bereithalten	Posten	NONE	NONE	NONE	Stufe	NONE	bereit	NO	Vorgang=bereithalten; Posten=Posten; Wert=Stufe; Zustand=bereit	NO
205	FU205	B3-S034	B3	f83r	E311	E311	chety	teilen+Teil	teilen	Teil	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=teilen; Posten=Teil	NO
206	FU206	B3-S034	B3	f83r	E314	E312|E313|E314	otaiin olsaly shedy	danach+Sollmaß | Ziel+Posten | absetzen+kurz+Schluss	folgen→absetzen	Posten	NONE	NONE	Ziel	Sollmaß	kurz	NONE	YES	Vorgang=folgen→absetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Wert=Sollmaß; Grad=kurz; Schluss	NO
207	FU207	B4-S001	B4	f83r	E315	E315	qokeedy	ansetzen+länger+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=ansetzen; Grad=länger; Schluss	NO
208	FU208	B4-S002	B4	f83r	E316	E316	qolchey	weiter+Posten	weiterführen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Posten	NO
209	FU209	B4-S002	B4	f83r	E317	E317	qokeey	ansetzen+länger+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	länger	NONE	NO	Vorgang=ansetzen; Posten=Posten; Grad=länger	NO
210	FU210	B4-S002	B4	f83r	E318	E318	qokedy	ansetzen+kurz+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=ansetzen; Grad=kurz; Schluss	NO
211	FU211	B4-S003	B4	f83r	E319	E319	chedy	umsetzen+Posten	umsetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=umsetzen; Posten=Posten	NO
212	FU212	B4-S003	B4	f83r	E322	E320|E321|E322	otal otchey qokeey	danach+Ziel | danach+Posten | ansetzen+länger+Posten	folgen→ansetzen	Posten	NONE	NONE	Ziel	NONE	länger	NONE	NO	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Grad=länger	NO
213	FU213	B4-S003	B4	f83r	E323	E323	qoky	ansetzen+Posten	ansetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=ansetzen; Posten=Posten	NO
214	FU214	B4-S003	B4	f83r	E324	E324	tol	weiter	weiterführen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=weiterführen; Reihenfolge=weiter	NO
215	FU215	B4-S003	B4	f83r	E325	E325	shedy	absetzen+kurz+Schluss	absetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=absetzen; Grad=kurz; Schluss	NO
216	FU216	B4-S004	B4	f83r	E326	E326	qokylddy	ansetzen+Posten+festbinden	ansetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=ansetzen; Posten=Posten	NO
217	FU217	B4-S005	B4	f83r	E328	E327|E328	dain chedy	Tuch | umsetzen+Posten	umsetzen	Tuch+Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=umsetzen; Posten=Tuch+Posten	NO
218	FU218	B4-S005	B4	f83r	E329	E329	qokeedy	ansetzen+länger+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	länger	NONE	YES	Vorgang=ansetzen; Grad=länger; Schluss	NO
219	FU219	B4-S006	B4	f83r	E330	E330	shckhedy	trennen+Schluss	trennen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=trennen; Schluss	NO
220	FU220	B4-S007	B4	f83r	E331	E331	shckhedy	trennen+Schluss	trennen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=trennen; Schluss	NO
221	FU221	B4-S008	B4	f83r	E333	E332|E333	saiin cheeky	Sollmaß | wärmen+länger+Posten	wärmen	Posten	NONE	NONE	NONE	Sollmaß	länger	NONE	NO	Vorgang=wärmen; Posten=Posten; Wert=Sollmaß; Grad=länger	NO
222	FU222	B4-S008	B4	f83r	E334	E334	sheey	halten+länger+Posten	halten	Posten	NONE	NONE	NONE	NONE	länger	NONE	NO	Vorgang=halten; Posten=Posten; Grad=länger	NO
223	FU223	B4-S008	B4	f83r	E335	E335	qokedy	ansetzen+kurz+Schluss	ansetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=ansetzen; Grad=kurz; Schluss	NO
224	FU224	B4-S009	B4	f83r	E336	E336	shedy	absetzen+kurz+Schluss	absetzen	NONE	NONE	NONE	NONE	NONE	kurz	NONE	YES	Vorgang=absetzen; Grad=kurz; Schluss	NO
225	FU225	B4-S010	B4	f83r	E337	E337	oldy	weiter+Schluss	weiterführen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	YES	Vorgang=weiterführen; Reihenfolge=weiter; Schluss	NO
226	FU226	B4-S011	B4	f83r	E339	E338|E339	saiin cheky	Sollmaß | wärmen+kurz+Posten	wärmen	Posten	NONE	NONE	NONE	Sollmaß	kurz	NONE	NO	Vorgang=wärmen; Posten=Posten; Wert=Sollmaß; Grad=kurz	NO
227	FU227	B4-S011	B4	f83r	E340	E340	okeeol	ansetzen+länger+weiter	ansetzen→weiterführen	NONE	NONE	NONE	NONE	NONE	länger	NONE	NO	Vorgang=ansetzen→weiterführen; Reihenfolge=weiter; Grad=länger	NO
228	FU228	B4-S011	B4	f83r	E341	E341	okain	ansetzen+Anteil	ansetzen	NONE	NONE	NONE	NONE	Anteil	NONE	NONE	NO	Vorgang=ansetzen; Wert=Anteil	NO
229	FU229	B4-S011	B4	f83r	E342	E342	chdy	umsetzen+Posten	umsetzen	Posten	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=umsetzen; Posten=Posten	NO
230	FU230	B4-S011	B4	f83r	E343	E343	sol	weiter	weiterführen	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NO	Vorgang=weiterführen; Reihenfolge=weiter	NO
