statement_order	statement_id	record_unit_id	page	fusion_unit_count	resolved_forward_units	generated_atomic_literal_de	current_card_near_reading_de	current_concrete_source_expansion_de	reconciliation_status
63	B3-S001	B3	f83r	1	0	Vorgang=sammeln; Grad=länger; Schluss.	Sammle länger und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Sammle länger und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
64	B3-S002	B3	f83r	1	0	Vorgang=folgen→wärmen; Reihenfolge=danach; Ziel=gesetzt; Grad=länger; Schluss.	Führe danach dorthin, wärme länger und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe danach dorthin, wärme länger und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
65	B3-S003	B3	f83r	1	0	Vorgang=abführen→umsetzen; Posten=Posten; Wert=Sollmaß; Schluss.	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
66	B3-S004	B3	f83r	1	0	Vorgang=ansetzen→folgen; Reihenfolge=danach; Quelle=gesetzt; Ziel=gesetzt; Wert=Sollmaß.	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
67	B3-S005	B3	f83r	1	0	Vorgang=umsetzen; Schluss.	Setze die entnommene Sollmaßportion um und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze die entnommene Sollmaßportion um und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
68	B3-S006	B3	f83r	3	0	Vorgang=umsetzen; Posten=Posten. Vorgang=ansetzen; Ziel=gesetzt. Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss.	Setze dorthin um, führe weiter und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
69	B3-S007	B3	f83r	3	0	Vorgang=ansetzen; Wert=Sollmaß. Vorgang=umsetzen; Posten=Posten. Vorgang=ansetzen; Grad=länger; Schluss.	Stelle das Sollmaß ein, setze um, setze länger an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
70	B3-S008	B3	f83r	1	0	Vorgang=abführen→umsetzen; Schluss.	Führe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
71	B3-S009	B3	f83r	1	0	Vorgang=ansetzen; Posten=Posten.	Setze den Posten an	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten an	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
72	B3-S010	B3	f83r	1	0	Vorgang=zuführen→umsetzen→folgen; Reihenfolge=danach; Ziel=gesetzt; Grad=kurz; Schluss.	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
73	B3-S011	B3	f83r	3	0	Vorgang=bereithalten→umsetzen; Posten=Posten; Zustand=bereit. Vorgang=ansetzen; Posten=Posten. Vorgang=umsetzen; Posten=Posten; Quelle=gesetzt.	Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
74	B3-S012	B3	f83r	1	0	Vorgang=absetzen; Posten=Ansatz; Grad=kurz; Schluss.	Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
75	B3-S013	B3	f83r	3	0	Vorgang=ansetzen; Wert=Sollmaß+Anteil. Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit. Vorgang=ansetzen; Grad=kurz; Schluss.	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
76	B3-S014	B3	f83r	2	0	Vorgang=ansetzen; Lauf=gesetzt. Vorgang=absetzen; Grad=länger; Schluss.	Lass Wasser ein, lass länger absetzen und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass Wasser ein, lass länger absetzen und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
77	B3-S015	B3	f83r	1	0	Vorgang=abführen→umsetzen; Schluss.	Führe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
78	B3-S016	B3	f83r	2	0	Vorgang=abführen. Vorgang=ansetzen→umsetzen; Schluss.	Führe ab, setze den Posten um und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab, setze den Posten um und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
79	B3-S017	B3	f83r	1	0	Vorgang=ansetzen; Grad=länger; Schluss.	Setze länger an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
80	B3-S018	B3	f83r	1	0	Vorgang=absetzen; Grad=kurz; Schluss.	Lass absetzen und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
81	B3-S019	B3	f83r	1	0	Vorgang=ansetzen→absetzen; Schluss.	Lass absetzen und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
82	B3-S020	B3	f83r	1	0	Vorgang=abführen→umsetzen; Ziel=gesetzt; Schluss.	Führe dorthin, führe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe dorthin, führe ab und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
83	B3-S021	B3	f83r	6	0	Vorgang=ansetzen; Wert=Sollmaß. Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit. Vorgang=absetzen; Ziel=gesetzt; Wert=Sollmaß. Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit. Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit. Vorgang=umsetzen; Ziel=gesetzt; Schluss.	Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
84	B3-S022	B3	f83r	1	0	Vorgang=folgen→umsetzen; Reihenfolge=danach; Schluss.	Führe die Folgeumsetzung aus und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe die Folgeumsetzung aus und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
85	B3-S023	B3	f83r	1	0	Vorgang=abführen→umsetzen; Schluss.	Führe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
86	B3-S024	B3	f83r	1	0	Vorgang=umsetzen; Schluss.	Setze um und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
87	B3-S025	B3	f83r	1	0	Vorgang=ansetzen→umsetzen; Schluss.	Setze um und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
88	B3-S026	B3	f83r	6	1	Vorgang=umsetzen; Quelle=gesetzt. Vorgang=absetzen; Wert=Sollmaß. Vorgang=umsetzen; Posten=Posten. Vorgang=ansetzen; Wert=Anteil. Vorgang=bereithalten; Posten=Posten; Zustand=bereit. Vorgang=sammeln; Posten=Ansatz; Ziel=gesetzt; Grad=länger; Schluss.	Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	FORWARD_OBJECT_NOW_EXPLICIT
89	B3-S027	B3	f83r	1	0	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss.	Nimm die lange Folge und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm die lange Folge und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
90	B3-S028	B3	f83r	2	0	Vorgang=ansetzen; Posten=Posten; Grad=länger. Vorgang=ansetzen; Grad=kurz; Schluss.	Setze länger, dann kurz an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
91	B3-S029	B3	f83r	2	0	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Teil; Grad=vollständig. Vorgang=ansetzen; Grad=kurz; Schluss.	Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
92	B3-S030	B3	f83r	2	0	Vorgang=ansetzen; Posten=Posten; Wert=Sollmaß. Vorgang=folgen→umsetzen; Reihenfolge=danach; Lauf=gesetzt; Schluss.	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
93	B3-S031	B3	f83r	1	0	Vorgang=ansetzen; Grad=länger; Schluss.	Setze länger an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
94	B3-S032	B3	f83r	2	0	Vorgang=umsetzen; Wert=Anteil. Vorgang=umsetzen→folgen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=kurz; Schluss.	Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
95	B3-S033	B3	f83r	1	0	Vorgang=abführen; Schluss.	Ziehe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Ziehe ab und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
96	B3-S034	B3	f83r	3	0	Vorgang=bereithalten; Posten=Posten; Wert=Stufe; Zustand=bereit. Vorgang=teilen; Posten=Teil. Vorgang=folgen→absetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Wert=Sollmaß; Grad=kurz; Schluss.	Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
97	B4-S001	B4	f83r	1	0	Vorgang=ansetzen; Grad=länger; Schluss.	Setze länger an und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
98	B4-S002	B4	f83r	3	0	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Posten. Vorgang=ansetzen; Posten=Posten; Grad=länger. Vorgang=ansetzen; Grad=kurz; Schluss.	Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
99	B4-S003	B4	f83r	5	0	Vorgang=umsetzen; Posten=Posten. Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Grad=länger. Vorgang=ansetzen; Posten=Posten. Vorgang=weiterführen; Reihenfolge=weiter. Vorgang=absetzen; Grad=kurz; Schluss.	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
100	B4-S004	B4	f83r	1	0	Vorgang=ansetzen; Posten=Posten.	Befestige den Posten und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
101	B4-S005	B4	f83r	2	0	Vorgang=umsetzen; Posten=Tuch+Posten. Vorgang=ansetzen; Grad=länger; Schluss.	Lege das Tuch ein, setze um, setze länger an und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
102	B4-S006	B4	f83r	1	0	Vorgang=trennen; Schluss.	Seih und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
103	B4-S007	B4	f83r	1	0	Vorgang=trennen; Schluss.	Seih und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
104	B4-S008	B4	f83r	3	0	Vorgang=wärmen; Posten=Posten; Wert=Sollmaß; Grad=länger. Vorgang=halten; Posten=Posten; Grad=länger. Vorgang=ansetzen; Grad=kurz; Schluss.	Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
105	B4-S009	B4	f83r	1	0	Vorgang=absetzen; Grad=kurz; Schluss.	Lass absetzen und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
106	B4-S010	B4	f83r	1	0	Vorgang=weiterführen; Reihenfolge=weiter; Schluss.	Führe weiter und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
107	B4-S011	B4	f83r	6	0	Vorgang=wärmen; Posten=Posten; Wert=Sollmaß; Grad=kurz. Vorgang=ansetzen→weiterführen; Reihenfolge=weiter; Grad=länger. Vorgang=ansetzen; Wert=Anteil. Vorgang=umsetzen; Posten=Posten. Vorgang=weiterführen; Reihenfolge=weiter. Vorgang=abführen; Grad=kurz; Schluss.	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
108	B4-S012	B4	f83r	1	0	Vorgang=abführen→umsetzen; Schluss.	Führe ab und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
109	B4-S013	B4	f83r	2	0	Vorgang=ansetzen→weiterführen; Reihenfolge=weiter. Vorgang=absetzen; Grad=kurz; Schluss.	Setze die Fortsetzung ein, lass absetzen und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
110	B4-S014	B4	f83r	1	0	Vorgang=ansetzen→durchleiten; Posten=Ansatz+Posten; Lauf=gesetzt; Grad=kurz; Schluss.	Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
111	B4-S015	B4	f83r	4	0	Vorgang=ansetzen; Posten=Ergebnis; Wert=Anteil; Zustand=Ergebnis. Vorgang=durchleiten; Ziel=gesetzt; Wert=Anteil. Vorgang=sammeln; Posten=Posten; Grad=kurz. Vorgang=abführen→umsetzen; Schluss.	Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
112	B4-S016	B4	f83r	3	0	Vorgang=weiterführen; Reihenfolge=weiter; Ziel=gesetzt; Wert=Anteil. Vorgang=ausgießen; Quelle=gesetzt. Vorgang=absetzen; Grad=kurz; Schluss.	Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
113	B5-S001	B5	f83r	1	0	Vorgang=folgen→umsetzen; Reihenfolge=danach; Schluss.	Führe die Folgeumsetzung aus und schließe	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
114	B5-S002	B5	f83r	1	0	Vorgang=ansetzen→umsetzen; Schluss.	Setze um und schließe	An der linken figurenlosen Dienststation: Setze um und schließe	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
115	B5-S003	B5	f83r	6	0	Vorgang=absetzen; Ziel=gesetzt. Vorgang=weiterführen; Reihenfolge=weiter. Vorgang=abführen→weiterführen; Reihenfolge=weiter. Vorgang=umsetzen; Ziel=gesetzt; Wert=Sollmaß. Vorgang=weiterführen; Reihenfolge=weiter; Wert=Stufe. Vorgang=umsetzen; Posten=Posten.	Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
116	B6-S001	B6	f83r	4	0	Vorgang=sammeln; Posten=Posten; Grad=länger. Vorgang=bearbeiten; Posten=Posten; Ziel=gesetzt; Grad=kurz. Vorgang=weiterführen; Reihenfolge=weiter; Wert=Sollmaß. Vorgang=weiterführen; Reihenfolge=weiter; Posten=Tuch+Posten; Ziel=gesetzt.	Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	ORDER_COMPATIBLE_NO_REPAIR_REQUIRED
