surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt522_rank	gdt522_top1	gdt523_rank	gdt523_top1	gdt523_top5	truth_gdt522_score	truth_null_feature	truth_gdt523_score	truth_null_trace	top1_gdt522_score	top1_null_feature	top1_gdt523_score	top1_null_trace	top1_alignment_trace	decision_change_class	working_policy
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	100	2	D_ADDR+AIR+Y+K+O+DA+S	2	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_DOMINANT_PATH_NULL	7.144267724	0.000000000	7.144267724	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dalalshedy	1	f66r	AL+AL+SH+E+DY	100	1	AL+AL+SH+E+DY	1	AL+AL+SH+E+DY	AL+AL+SH+E+DY | D_ADDR+AL+AL+SH+E+DY | AL+A_ADDR+L+SH+E+DY | D_ADDR+AL+L+SH+E+DY | AL+AL+SH+E+Y	5.689116409	0.000000000	5.689116409	NO_DOMINANT_PATH_NULL	5.689116409	0.000000000	5.689116409	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	100	2	AL+EEE+K+Y	2	AL+EEE+K+Y	AL+EEE+K+Y | AL+CH+EEE+K+Y | AL+CH+E+EE+K+Y | AL+LOCAL_C+EEE+K+Y | AL+CH+EE+E+K+Y	9.629385859	0.000000000	9.629385859	NO_DOMINANT_PATH_NULL	7.380002282	0.000000000	7.380002282	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dalky	1	f66r	AL+K+Y	10	1	AL+K+Y	1	AL+K+Y	AL+K+Y | D_ADDR+AL+K+Y | DA+L+K+Y | DA+AL+K+Y | D_ADDR+L+K+Y	3.748596593	0.000000000	3.748596593	NO_DOMINANT_PATH_NULL	3.748596593	0.000000000	3.748596593	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dalol	1	f66r	AL+OL	44	1	AL+OL	1	AL+OL	AL+OL | D_ADDR+AL+OL | D_ADDR+OL | DA+L+OL | D_ADDR+AL+O+L	3.449153165	0.000000000	3.449153165	NO_DOMINANT_PATH_NULL	3.449153165	0.000000000	3.449153165	NO_DOMINANT_PATH_NULL	dal=>dal~AL@edit0+alias0.273 | ol=>ol~OL@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dard	1	f66r	D_ADDR+AR+D_ADDR	18	1	D_ADDR+AR+D_ADDR	1	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR | DA+R+D_ADDR | DA+AR+D_ADDR | D_ADDR+R+D_ADDR | D_ADDR+AR+CHD	3.428680862	0.000000000	3.428680862	NO_DOMINANT_PATH_NULL	3.428680862	0.000000000	3.428680862	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dcheey	1	f31r	D_ADDR+CH+EE+Y	36	1	D_ADDR+CH+EE+Y	1	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y | D_ADDR+SH+EE+Y | CH+EE+Y | D_ADDR+EE+Y | D_ADDR+LOCAL_C+EE+Y	4.098299496	0.000000000	4.098299496	NO_DOMINANT_PATH_NULL	4.098299496	0.000000000	4.098299496	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dcheol	1	f66r	D_ADDR+CH+E+O+L	45	1	D_ADDR+CH+E+O+L	1	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L | D_ADDR+CH+E+OL | CH+E+OL | D_ADDR+LOCAL_C+E+OL | CH+E+O+L	4.983551242	0.000000000	4.983551242	NO_DOMINANT_PATH_NULL	4.983551242	0.000000000	4.983551242	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dkar	1	f66r	D_ADDR+K+AR	19	1	D_ADDR+K+AR	1	D_ADDR+K+AR	D_ADDR+K+AR | K+AR | D_ADDR+K+R | D_ADDR+K+A_ADDR+R | D_ADDR+K+A_ADDR+AR	3.050996085	0.000000000	3.050996085	NO_DOMINANT_PATH_NULL	3.050996085	0.000000000	3.050996085	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
doiiin	1	f20v	D_ADDR+O+IIN	100	1	D_ADDR+O+IIN	1	D_ADDR+O+IIN	D_ADDR+O+IIN | D_ADDR+O+LOCAL_CHAR_I+IIN | D_ADDR+O+IIN+IIN | D_ADDR+O+AIIN | O+D_ADDR+IIN	2.587763220	0.000000000	2.587763220	NO_DOMINANT_PATH_NULL	2.587763220	0.000000000	2.587763220	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | oi=>oi~O@edit0+alias0.256 | iin=>iin~IIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	100	1	D_ADDR+OL+AR+SH+Y	1	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y | D_ADDR+OL+AR+Y | OL+AR+SH+Y | D_ADDR+OL+AR+S+Y | D_ADDR+OL+R+SH+Y	4.819370988	0.000000000	4.819370988	NO_DOMINANT_PATH_NULL	4.819370988	0.000000000	4.819370988	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	100	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+IIN+R	8.588737521	0.000000000	8.588737521	NO_DOMINANT_PATH_NULL	8.489519376	0.000000000	8.489519376	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dyky	1	f66r	D_ADDR+Y+K+Y	8	1	D_ADDR+Y+K+Y	1	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y | Y+K+Y | DY+K+Y | D_ADDR+Y+K+Y+CH | CHD+Y+K+Y	4.456003578	0.000000000	4.456003578	NO_DOMINANT_PATH_NULL	4.456003578	0.000000000	4.456003578	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	100	1	D_ADDR+Y+T+CH+EE+Y	1	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y | D_ADDR+Y+T+SH+EE+Y | Y+T+CH+EE+Y | D_ADDR+Y+T+EE+Y | DY+T+CH+EE+Y	6.435837127	0.000000000	6.435837127	NO_DOMINANT_PATH_NULL	6.435837127	0.000000000	6.435837127	NO_DOMINANT_PATH_NULL	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
f	4	f66r	LOCAL_CHAR_F	1	1	LOCAL_CHAR_F	1	LOCAL_CHAR_F	LOCAL_CHAR_F	2.855424283	0.000000000	2.855424283	NO_DOMINANT_PATH_NULL	2.855424283	0.000000000	2.855424283	NO_DOMINANT_PATH_NULL	f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	26	1	LOCAL_CHAR_F+IIN+S	1	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S | LOCAL_CHAR_F+A_ADDR+IIN+S | LOCAL_CHAR_F+AIIN+S | LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+S | LOCAL_CHAR_F+AIN+LOCAL_CHAR_I+S	7.102879028	0.000000000	7.102879028	NO_DOMINANT_PATH_NULL	7.102879028	0.000000000	7.102879028	NO_DOMINANT_PATH_NULL	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
fary	1	f66r	LOCAL_CHAR_F+AR+Y	4	1	LOCAL_CHAR_F+AR+Y	1	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y | LOCAL_CHAR_F+A_ADDR+R+Y | LOCAL_CHAR_F+A_ADDR+AR+Y | LOCAL_CHAR_F+D_ADDR+AR+Y	2.896336237	0.000000000	2.896336237	NO_DOMINANT_PATH_NULL	2.896336237	0.000000000	2.896336237	NO_DOMINANT_PATH_NULL	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	43	1	LOCAL_CHAR_F+CHD+AR	1	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR | LOCAL_CHAR_F+CH+D_ADDR+AR | LOCAL_CHAR_F+CHD+D_ADDR+AR | LOCAL_CHAR_F+LOCAL_C+D_ADDR+AR | LOCAL_CHAR_F+CHD+R	5.130474841	0.000000000	5.130474841	NO_DOMINANT_PATH_NULL	5.130474841	0.000000000	5.130474841	NO_DOMINANT_PATH_NULL	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	72	1	LOCAL_CHAR_F+CHD+Y+R	1	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R | LOCAL_CHAR_F+CH+E+DY+R | LOCAL_CHAR_F+CHD+DY+R | LOCAL_CHAR_F+CH+DY+R | LOCAL_CHAR_F+CHD+Y+AR	6.528398691	0.000000000	6.528398691	NO_DOMINANT_PATH_NULL	6.528398691	0.000000000	6.528398691	NO_DOMINANT_PATH_NULL	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | r=>r~R@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	53	1	LOCAL_CHAR_F+OL+OL	1	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL | LOCAL_CHAR_F+OL+CH+OL | LOCAL_CHAR_F+OL+LOCAL_C+OL | LOCAL_CHAR_F+OL+LOCAL_C+SH+OL | LOCAL_CHAR_F+OL+CH+O+L	6.006248914	0.000000000	6.006248914	NO_DOMINANT_PATH_NULL	6.006248914	0.000000000	6.006248914	NO_DOMINANT_PATH_NULL	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | chol=>chol~OL@edit0+alias0.521	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	100	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | LOCAL_CHAR_F+SH+O+D_ADDR+Y | LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y | LOCAL_CHAR_F+O+D_ADDR+CH+Y | LOCAL_CHAR_F+O+D_ADDR+Y	5.536299434	0.000000000	5.536299434	NO_DOMINANT_PATH_NULL	5.536299434	0.000000000	5.536299434	NO_DOMINANT_PATH_NULL	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
kardy	1	f66r	K+AR+DY	32	1	K+AR+DY	1	K+AR+DY	K+AR+DY | K+AR+D_ADDR+Y | K+AR+Y | K+R+DY | K+A_ADDR+AR+DY	3.312325167	0.000000000	3.312325167	NO_DOMINANT_PATH_NULL	3.312325167	0.000000000	3.312325167	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
kcheeky	1	f66r	K+CH+EE+K+Y	68	1	K+CH+EE+K+Y	1	K+CH+EE+K+Y	K+CH+EE+K+Y | K+CH+K+EE+Y | K+EE+K+Y | K+K+EE+Y | K+CH+SH+EE+K+Y	5.099965741	0.000000000	5.099965741	NO_DOMINANT_PATH_NULL	5.099965741	0.000000000	5.099965741	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
kcheody	1	f66r	K+CH+E+O+Y	52	1	K+CH+E+O+Y	1	K+CH+E+O+Y	K+CH+E+O+Y | K+CH+E+O+DY | K+CH+E+O+D_ADDR+Y | K+CH+E+O+R | K+LOCAL_C+E+O+DY	5.169289301	0.000000000	5.169289301	NO_DOMINANT_PATH_NULL	5.169289301	0.000000000	5.169289301	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | cheod=>cheod~CH+E+O@edit0+alias0.264 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
kchody	1	f66r	K+CH+O+D_ADDR+Y	44	2	K+CH+O+DY	2	K+CH+O+DY	K+CH+O+DY | K+CH+O+D_ADDR+Y | K+O+DY | K+LOCAL_C+O+DY | K+CH+O+Y	5.108438978	0.000000000	5.108438978	NO_DOMINANT_PATH_NULL	4.523257086	0.000000000	4.523257086	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	46	2	K+E+CH+O+DY	2	K+E+CH+O+DY	K+E+CH+O+DY | K+E+CH+O+D_ADDR+Y | K+E+LOCAL_C+O+DY | K+E+O+DY | K+E+CH+O+Y	6.982641538	0.000000000	6.982641538	NO_DOMINANT_PATH_NULL	5.528580714	0.000000000	5.528580714	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
keedey	1	f31r	K+EE+D_ADDR+E+Y	14	1	K+EE+D_ADDR+E+Y	1	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y | K+EE+E+D_ADDR+Y | K+CH+EE+D_ADDR+E+Y | K+EE+CHD+E+Y | K+E+E+D_ADDR+E+Y	4.597111734	0.000000000	4.597111734	NO_DOMINANT_PATH_NULL	4.597111734	0.000000000	4.597111734	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
keeol	1	f31r	K+EE+O+L	14	2	K+EE+OL	2	K+EE+OL	K+EE+OL | K+EE+O+L | K+E+E+OL | OL+K+EE | K+EE+O+AL	7.713413406	0.000000000	7.713413406	NO_DOMINANT_PATH_NULL	3.519453544	0.000000000	3.519453544	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	11	2	K+E+O+DY	2	K+E+O+DY	K+E+O+DY | K+E+O+D_ADDR+Y | K+E+O+Y | OK+E+DY | O+D_ADDR+Y	5.389772097	0.000000000	5.389772097	NO_DOMINANT_PATH_NULL	3.829828431	0.000000000	3.829828431	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	100	1	K+O+D_ADDR+AL+CH+Y	1	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y | K+O+D_ADDR+AL+Y | K+O+AL+CH+Y | K+O+D_ADDR+AL+LOCAL_C+Y | K+O+AL+LOCAL_C+Y	5.487663305	0.000000000	5.487663305	NO_DOMINANT_PATH_NULL	5.487663305	0.000000000	5.487663305	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
kodary	1	f66r	K+O+D_ADDR+AR+Y	33	1	K+O+D_ADDR+AR+Y	1	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y | CH+K+O+D_ADDR+AR+Y | K+O+D_ADDR+D_ADDR+AR+Y | OK+D_ADDR+AR+Y | K+O+D_ADDR+R+Y	3.323445735	0.000000000	3.323445735	NO_DOMINANT_PATH_NULL	3.323445735	0.000000000	3.323445735	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
kody	1	f66r	K+O+DY	10	1	K+O+DY	1	K+O+DY	K+O+DY | K+O+D_ADDR+Y | K+O+Y | OK+DY | CH+K+O+D_ADDR+Y	3.122656721	0.000000000	3.122656721	NO_DOMINANT_PATH_NULL	3.122656721	0.000000000	3.122656721	NO_DOMINANT_PATH_NULL	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ld	1	f66r	L+D_ADDR	6	2	L	2	L	L | L+D_ADDR | AL | AL+D_ADDR | L+CHD	4.528318850	0.000000000	4.528318850	NO_DOMINANT_PATH_NULL	2.949934504	0.000000000	2.949934504	NO_DOMINANT_PATH_NULL	ld=>ld~L@edit0+alias0.267	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
lkeol	1	f66r	L+K+E+OL	16	1	L+K+E+OL	1	L+K+E+OL	L+K+E+OL | L+K+E+O+L | OL+K+E+L | K+E+OL+L | AL+K+E+OL	2.573603644	0.000000000	2.573603644	NO_DOMINANT_PATH_NULL	2.573603644	0.000000000	2.573603644	NO_DOMINANT_PATH_NULL	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
