visible_insert	visible_position	base_edge_atom	null_support	competing_support	conditional_total	context_null_log_odds	context_dominant_null
qo	LEFT	A_ADDR	0	1	1	-1.098612289	NO
qo	LEFT	CH	1	5	6	-1.299282984	NO
qo	LEFT	D_ADDR	0	3	3	-1.945910149	NO
qo	LEFT	E	0	2	2	-1.609437912	NO
qo	LEFT	OL	0	1	1	-1.098612289	NO
qo	LEFT	OR	0	1	1	-1.098612289	NO
qo	LEFT	P	0	1	1	-1.098612289	NO
qo	LEFT	Y	0	2	2	-1.609437912	NO
qoa	LEFT	Y	0	1	1	-1.098612289	NO
qod	LEFT	AIIN	0	1	1	-1.098612289	NO
qod	LEFT	AIN	0	1	1	-1.098612289	NO
qod	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
qod	LEFT	AR	0	1	1	-1.098612289	NO
qod	LEFT	CH	0	1	1	-1.098612289	NO
qod	LEFT	CHD	0	1	1	-1.098612289	NO
qod	LEFT	EE	0	1	1	-1.098612289	NO
qod	LEFT	O	0	1	1	-1.098612289	NO
qod	LEFT	OR	0	1	1	-1.098612289	NO
qod	LEFT	Y	0	1	1	-1.098612289	NO
qoe	LEFT	AIR	0	1	1	-1.098612289	NO
qoe	LEFT	K	0	3	3	-1.945910149	NO
qof	LEFT	AIIN	0	1	1	-1.098612289	NO
qof	LEFT	AIR	0	1	1	-1.098612289	NO
qof	LEFT	CHD	0	1	1	-1.098612289	NO
qok	LEFT	AIIN	0	1	1	-1.098612289	NO
qok	LEFT	AIN	0	1	1	-1.098612289	NO
qok	LEFT	AIR	0	1	1	-1.098612289	NO
qok	LEFT	AL	0	2	2	-1.609437912	NO
qok	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
qok	LEFT	AR	0	1	1	-1.098612289	NO
qok	LEFT	A_ADDR	0	1	1	-1.098612289	NO
qok	LEFT	CH	0	3	3	-1.945910149	NO
qok	LEFT	CHD	0	1	1	-1.098612289	NO
qok	LEFT	E	0	3	3	-1.945910149	NO
qok	LEFT	EE	0	1	1	-1.098612289	NO
qok	LEFT	EEE	0	1	1	-1.098612289	NO
qok	LEFT	O	0	4	4	-2.197224577	NO
qok	LEFT	OK	0	1	1	-1.098612289	NO
qok	LEFT	OL	0	2	2	-1.609437912	NO
qok	LEFT	OR	0	1	1	-1.098612289	NO
qok	LEFT	SH	0	2	2	-1.609437912	NO
qok	LEFT	Y	0	3	3	-1.945910149	NO
qol	LEFT	AIIN	0	1	1	-1.098612289	NO
qol	LEFT	AIN	0	1	1	-1.098612289	NO
qol	LEFT	AIR	0	1	1	-1.098612289	NO
qol	LEFT	AL	0	1	1	-1.098612289	NO
qol	LEFT	K	0	2	2	-1.609437912	NO
qol	LEFT	O	0	1	1	-1.098612289	NO
qol	LEFT	SH	0	1	1	-1.098612289	NO
qol	LEFT	Y	0	3	3	-1.945910149	NO
qop	LEFT	CHD	0	1	1	-1.098612289	NO
qop	LEFT	OL	0	1	1	-1.098612289	NO
qop	LEFT	SH	0	1	1	-1.098612289	NO
qop	LEFT	Y	0	3	3	-1.945910149	NO
qor	LEFT	AIN	0	1	1	-1.098612289	NO
qot	LEFT	AIIN	0	1	1	-1.098612289	NO
qot	LEFT	AIN	0	1	1	-1.098612289	NO
qot	LEFT	AL	0	2	2	-1.609437912	NO
qot	LEFT	AR	0	1	1	-1.098612289	NO
qot	LEFT	CH	0	2	2	-1.609437912	NO
qot	LEFT	E	0	4	4	-2.197224577	NO
qot	LEFT	EE	0	1	1	-1.098612289	NO
qot	LEFT	EEE	0	1	1	-1.098612289	NO
qot	LEFT	O	0	1	1	-1.098612289	NO
qot	LEFT	OL	0	2	2	-1.609437912	NO
qot	LEFT	OR	0	1	1	-1.098612289	NO
qot	LEFT	Y	0	3	3	-1.945910149	NO
qy	LEFT	K	0	1	1	-1.098612289	NO
qyk	LEFT	AIIN	0	1	1	-1.098612289	NO
r	LEFT	AIIN	0	1	1	-1.098612289	NO
r	LEFT	AIN	0	1	1	-1.098612289	NO
r	LEFT	AL	0	2	2	-1.609437912	NO
r	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
r	LEFT	CH	0	2	2	-1.609437912	NO
r	LEFT	CHD	0	1	1	-1.098612289	NO
r	LEFT	O	0	1	1	-1.098612289	NO
r	LEFT	OL	0	1	1	-1.098612289	NO
r	LEFT	OR	0	2	2	-1.609437912	NO
r	LEFT	SH	0	3	3	-1.945910149	NO
r	LEFT	T	0	1	1	-1.098612289	NO
r	LEFT	Y	0	2	2	-1.609437912	NO
ra	LEFT	Y	0	1	1	-1.098612289	NO
ral	LEFT	Y	0	1	1	-1.098612289	NO
ras	LEFT	Y	0	1	1	-1.098612289	NO
rch	LEFT	E	0	2	2	-1.609437912	NO
rch	LEFT	S	0	1	1	-1.098612289	NO
ro	LEFT	R	0	2	2	-1.609437912	NO
ro	LEFT	SH	0	1	1	-1.098612289	NO
rol	LEFT	OT	0	1	1	-1.098612289	NO
ror	LEFT	OL	0	1	1	-1.098612289	NO
ror	LEFT	Y	0	1	1	-1.098612289	NO
rsh	LEFT	Y	0	1	1	-1.098612289	NO
rt	LEFT	AIN	0	1	1	-1.098612289	NO
s	LEFT	AIIN	0	1	1	-1.098612289	NO
s	LEFT	AIN	0	1	1	-1.098612289	NO
s	LEFT	AIR	0	1	1	-1.098612289	NO
s	LEFT	AL	0	2	2	-1.609437912	NO
s	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
s	LEFT	AR	0	3	3	-1.945910149	NO
s	LEFT	CH	0	2	2	-1.609437912	NO
s	LEFT	K	1	1	2	0.000000000	NO
s	LEFT	L	0	1	1	-1.098612289	NO
s	LEFT	O	0	3	3	-1.945910149	NO
s	LEFT	OK	0	1	1	-1.098612289	NO
s	LEFT	OL	7	0	7	2.708050201	YES
s	LEFT	OR	0	2	2	-1.609437912	NO
s	LEFT	OT	0	2	2	-1.609437912	NO
s	LEFT	SH	0	4	4	-2.197224577	NO
s	LEFT	T	0	1	1	-1.098612289	NO
s	LEFT	Y	1	1	2	0.000000000	NO
sa	LEFT	L	0	1	1	-1.098612289	NO
sal	LEFT	AIIN	0	1	1	-1.098612289	NO
sal	LEFT	CH	0	1	1	-1.098612289	NO
sal	LEFT	CHD	0	1	1	-1.098612289	NO
sal	LEFT	S	0	2	2	-1.609437912	NO
sal	LEFT	SH	0	1	1	-1.098612289	NO
sar	LEFT	AL	0	1	1	-1.098612289	NO
sar	LEFT	OL	0	1	1	-1.098612289	NO
sch	LEFT	AR	0	1	1	-1.098612289	NO
sch	LEFT	E	0	2	2	-1.609437912	NO
see	LEFT	Y	0	1	1	-1.098612289	NO
sh	LEFT	AIIN	0	1	1	-1.098612289	NO
sh	LEFT	AL	0	1	1	-1.098612289	NO
sh	LEFT	AR	0	1	1	-1.098612289	NO
sh	LEFT	CH	0	5	5	-2.397895273	NO
sh	LEFT	E	0	5	5	-2.397895273	NO
sh	LEFT	EE	0	1	1	-1.098612289	NO
sh	LEFT	K	0	2	2	-1.609437912	NO
sh	LEFT	L	0	1	1	-1.098612289	NO
sh	LEFT	O	0	4	4	-2.197224577	NO
sh	LEFT	OK	0	4	4	-2.197224577	NO
sh	LEFT	OL	0	1	1	-1.098612289	NO
sh	LEFT	OR	0	2	2	-1.609437912	NO
sh	LEFT	OT	0	1	1	-1.098612289	NO
sh	LEFT	T	0	1	1	-1.098612289	NO
sh	LEFT	Y	1	2	3	-0.510825624	NO
shd	LEFT	Y	0	1	1	-1.098612289	NO
she	LEFT	AIIN	0	1	1	-1.098612289	NO
she	LEFT	AIN	0	1	1	-1.098612289	NO
she	LEFT	AL	0	3	3	-1.945910149	NO
she	LEFT	AR	0	1	1	-1.098612289	NO
she	LEFT	CH	0	5	5	-2.397895273	NO
she	LEFT	D_ADDR	0	2	2	-1.609437912	NO
she	LEFT	K	0	6	6	-2.564949357	NO
she	LEFT	O	0	2	2	-1.609437912	NO
she	LEFT	OK	0	2	2	-1.609437912	NO
she	LEFT	OL	0	3	3	-1.945910149	NO
she	LEFT	OR	0	1	1	-1.098612289	NO
she	LEFT	S	0	1	1	-1.098612289	NO
she	LEFT	SH	0	1	1	-1.098612289	NO
she	LEFT	T	0	2	2	-1.609437912	NO
she	LEFT	Y	0	2	2	-1.609437912	NO
shk	LEFT	Y	0	2	2	-1.609437912	NO
shl	LEFT	CH	0	1	1	-1.098612289	NO
sho	LEFT	AIIN	0	1	1	-1.098612289	NO
sho	LEFT	AIN	0	1	1	-1.098612289	NO
sho	LEFT	CH	0	2	2	-1.609437912	NO
sho	LEFT	D_ADDR	0	1	1	-1.098612289	NO
sho	LEFT	E	0	1	1	-1.098612289	NO
sho	LEFT	S	0	1	1	-1.098612289	NO
sho	LEFT	SH	0	2	2	-1.609437912	NO
sho	LEFT	Y	0	4	4	-2.197224577	NO
sht	LEFT	OL	0	1	1	-1.098612289	NO
shy	LEFT	K	0	1	1	-1.098612289	NO
sk	LEFT	AL	0	1	1	-1.098612289	NO
sk	LEFT	AR	0	1	1	-1.098612289	NO
so	LEFT	E	0	1	1	-1.098612289	NO
so	LEFT	IIN	0	1	1	-1.098612289	NO
so	LEFT	S	1	0	1	1.098612289	YES
so	LEFT	SH	0	1	1	-1.098612289	NO
so	LEFT	Y	0	1	1	-1.098612289	NO
soi	LEFT	IIN	0	1	1	-1.098612289	NO
sok	LEFT	EE	0	1	1	-1.098612289	NO
sol	LEFT	AR	0	1	1	-1.098612289	NO
sol	LEFT	CH	0	1	1	-1.098612289	NO
sol	LEFT	CHD	0	1	1	-1.098612289	NO
sol	LEFT	K	0	3	3	-1.945910149	NO
sol	LEFT	SH	0	2	2	-1.609437912	NO
sol	LEFT	Y	0	1	1	-1.098612289	NO
sor	LEFT	Y	0	2	2	-1.609437912	NO
sos	LEFT	OR	0	1	1	-1.098612289	NO
sot	LEFT	AIIN	0	1	1	-1.098612289	NO
sot	LEFT	E	0	1	1	-1.098612289	NO
sot	LEFT	Y	0	1	1	-1.098612289	NO
ssh	LEFT	E	0	2	2	-1.609437912	NO
t	LEFT	AIIN	0	1	1	-1.098612289	NO
t	LEFT	AIN	0	2	2	-1.609437912	NO
t	LEFT	AL	0	3	3	-1.945910149	NO
t	LEFT	AR	0	2	2	-1.609437912	NO
t	LEFT	CH	0	2	2	-1.609437912	NO
t	LEFT	CHD	0	1	1	-1.098612289	NO
t	LEFT	E	1	2	3	-0.510825624	NO
t	LEFT	OK	0	1	1	-1.098612289	NO
t	LEFT	OL	0	2	2	-1.609437912	NO
t	LEFT	SH	1	4	5	-1.098612289	NO
t	LEFT	Y	0	3	3	-1.945910149	NO
ta	LEFT	L	0	1	1	-1.098612289	NO
tal	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
tal	LEFT	OR	0	1	1	-1.098612289	NO
tal	LEFT	Y	0	1	1	-1.098612289	NO
tch	LEFT	AIIN	0	1	1	-1.098612289	NO
tch	LEFT	AR	0	1	1	-1.098612289	NO
tch	LEFT	E	0	1	1	-1.098612289	NO
tch	LEFT	O	0	3	3	-1.945910149	NO
tch	LEFT	OK	0	1	1	-1.098612289	NO
tch	LEFT	OL	0	1	1	-1.098612289	NO
tch	LEFT	OR	0	1	1	-1.098612289	NO
tch	LEFT	Y	0	1	1	-1.098612289	NO
td	LEFT	AIN	0	1	1	-1.098612289	NO
te	LEFT	AL	1	0	1	1.098612289	YES
te	LEFT	CHD	0	1	1	-1.098612289	NO
te	LEFT	O	0	2	2	-1.609437912	NO
te	LEFT	OL	0	1	1	-1.098612289	NO
te	LEFT	Y	0	1	1	-1.098612289	NO
tee	LEFT	O	0	1	1	-1.098612289	NO
tee	LEFT	OL	0	1	1	-1.098612289	NO
tee	LEFT	Y	0	1	1	-1.098612289	NO
to	LEFT	AIIN	0	1	1	-1.098612289	NO
to	LEFT	OL	0	1	1	-1.098612289	NO
to	LEFT	S	0	1	1	-1.098612289	NO
tod	LEFT	AIIN	0	1	1	-1.098612289	NO
tor	LEFT	SH	0	1	1	-1.098612289	NO
tor	LEFT	Y	0	1	1	-1.098612289	NO
tsh	LEFT	AL	0	1	1	-1.098612289	NO
tsh	LEFT	E	0	2	2	-1.609437912	NO
tsh	LEFT	O	0	1	1	-1.098612289	NO
tsh	LEFT	OL	0	1	1	-1.098612289	NO
tsh	LEFT	OR	0	1	1	-1.098612289	NO
tsh	LEFT	Y	0	1	1	-1.098612289	NO
y	LEFT	AIIN	0	1	1	-1.098612289	NO
y	LEFT	AIN	0	1	1	-1.098612289	NO
y	LEFT	AL	0	2	2	-1.609437912	NO
y	LEFT	AR	0	1	1	-1.098612289	NO
y	LEFT	CH	0	5	5	-2.397895273	NO
y	LEFT	CHD	0	1	1	-1.098612289	NO
y	LEFT	DA	0	1	1	-1.098612289	NO
y	LEFT	D_ADDR	0	2	2	-1.609437912	NO
y	LEFT	K	0	17	17	-3.555348061	NO
y	LEFT	O	0	1	1	-1.098612289	NO
y	LEFT	OK	0	2	2	-1.609437912	NO
y	LEFT	OL	0	1	1	-1.098612289	NO
y	LEFT	SH	0	6	6	-2.564949357	NO
y	LEFT	T	1	12	13	-2.120263536	NO
y	LEFT	Y	0	5	5	-2.397895273	NO
ych	LEFT	AIR	0	1	1	-1.098612289	NO
ych	LEFT	E	0	1	1	-1.098612289	NO
ych	LEFT	O	0	1	1	-1.098612289	NO
ych	LEFT	OL	0	1	1	-1.098612289	NO
ych	LEFT	Y	0	2	2	-1.609437912	NO
yd	LEFT	AIIN	0	1	1	-1.098612289	NO
yd	LEFT	AIN	0	1	1	-1.098612289	NO
yd	LEFT	AIR	0	1	1	-1.098612289	NO
yd	LEFT	AL	0	1	1	-1.098612289	NO
yd	LEFT	AM_ADDR	0	1	1	-1.098612289	NO
yd	LEFT	AR	0	1	1	-1.098612289	NO
yd	LEFT	CH	0	1	1	-1.098612289	NO
yd	LEFT	O	0	1	1	-1.098612289	NO
yd	LEFT	OL	0	1	1	-1.098612289	NO
yd	LEFT	Y	0	1	1	-1.098612289	NO
yf	LEFT	OL	0	1	1	-1.098612289	NO
yk	LEFT	AIIN	0	1	1	-1.098612289	NO
yk	LEFT	AIN	0	1	1	-1.098612289	NO
yk	LEFT	AIR	0	1	1	-1.098612289	NO
yk	LEFT	AL	0	2	2	-1.609437912	NO
yk	LEFT	AR	0	1	1	-1.098612289	NO
yk	LEFT	CH	0	1	1	-1.098612289	NO
yk	LEFT	CHD	0	1	1	-1.098612289	NO
yk	LEFT	E	0	1	1	-1.098612289	NO
yk	LEFT	O	0	1	1	-1.098612289	NO
yk	LEFT	OL	0	3	3	-1.945910149	NO
yk	LEFT	OR	0	1	1	-1.098612289	NO
yk	LEFT	SH	1	0	1	1.098612289	YES
yk	LEFT	Y	0	5	5	-2.397895273	NO
yka	LEFT	K	0	1	1	-1.098612289	NO
yke	LEFT	O	0	3	3	-1.945910149	NO
yke	LEFT	OL	0	1	1	-1.098612289	NO
yke	LEFT	OR	0	1	1	-1.098612289	NO
yke	LEFT	SH	0	1	1	-1.098612289	NO
yke	LEFT	Y	0	1	1	-1.098612289	NO
yko	LEFT	AIIN	0	1	1	-1.098612289	NO
yo	LEFT	AR	0	1	1	-1.098612289	NO
yo	LEFT	Y	0	1	1	-1.098612289	NO
yod	LEFT	Y	0	1	1	-1.098612289	NO
yoe	LEFT	T	0	1	1	-1.098612289	NO
yp	LEFT	AIR	0	1	1	-1.098612289	NO
yp	LEFT	CH	0	1	1	-1.098612289	NO
yp	LEFT	Y	0	2	2	-1.609437912	NO
ypo	LEFT	D_ADDR	0	1	1	-1.098612289	NO
ysh	LEFT	E	0	1	1	-1.098612289	NO
ysh	LEFT	OR	0	1	1	-1.098612289	NO
yt	LEFT	AIIN	0	1	1	-1.098612289	NO
yt	LEFT	AIN	0	1	1	-1.098612289	NO
yt	LEFT	AL	0	1	1	-1.098612289	NO
yt	LEFT	AR	0	1	1	-1.098612289	NO
yt	LEFT	CHD	0	1	1	-1.098612289	NO
yt	LEFT	E	0	1	1	-1.098612289	NO
yt	LEFT	O	0	3	3	-1.945910149	NO
yt	LEFT	OK	0	1	1	-1.098612289	NO
yt	LEFT	OL	1	1	2	0.000000000	NO
yt	LEFT	OR	0	1	1	-1.098612289	NO
yt	LEFT	SH	0	1	1	-1.098612289	NO
yt	LEFT	Y	0	6	6	-2.564949357	NO
yta	LEFT	S	0	1	1	-1.098612289	NO
yte	LEFT	O	0	1	1	-1.098612289	NO
yte	LEFT	Y	0	2	2	-1.609437912	NO
yto	LEFT	IIN	0	1	1	-1.098612289	NO
yto	LEFT	Y	0	1	1	-1.098612289	NO
