visible_action_ordinal	event_id	statement_id	physical_page	register	surface	recipe	written_action_roots	written_action_slot_count	effective_argument_roots	argument_source	rendered_action_chain_de	expanded_action_chain_de	visible_modifier_phrase_de	state_sequence_role	owner_free_microphrase_de	repeat_status	all_action_slots_retained	guard
234	G407-E1759	G407-S151	f75r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
235	G407-E1760	G407-S152	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
236	G407-E1761	G407-S153	f75r	BIOLOGICAL	qokechdy	OK+E+CHD+DY	OK|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und bearbeite den Posten	setze den Posten und bearbeite den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten und bearbeite den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
237	G407-E1763	G407-S154	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
238	G407-E1764	G407-S155	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
239	G407-E1765	G407-S156	f75r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
240	G407-E1766	G407-S157	f75r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
241	G407-E1767	G407-S158	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
242	G407-E1769	G407-S160	f75r	BIOLOGICAL	yshedy	Y+SH+E+DY	SH	1	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
243	G407-E1770	G407-S161	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
244	G407-E1771	G407-S162	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
245	G407-E1772	G407-S163	f75r	BIOLOGICAL	olkeedy	OL+K+EE+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad II	CONTINUE_THEN_CLOSE	Weiter: gib den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
246	G407-E1774	G407-S164	f75r	BIOLOGICAL	koldy	K+OL+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	NONE	CONTINUE_THEN_CLOSE	Weiter: gib den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
247	G407-E1776	G407-S165	f75r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
248	G407-E1778	G407-S166	f75r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
249	G407-E1780	G407-S167	f75r	BIOLOGICAL	keedy	K+EE+DY	K	1	AIN	INHERITED_ARGUMENT_CONTEXT	gib den Anteil	gib den Anteil	auf Grad II	CLOSE_CURRENT_OPERATION	Gib den Anteil; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
250	G407-E1781	G407-S168	f75r	BIOLOGICAL	rshedy	R+SH+E+DY	R|SH	2	AIN	INHERITED_ARGUMENT_CONTEXT	markiere den Anteil und halte den Anteil	markiere den Anteil und halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Markiere den Anteil und halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
251	G407-E1782	G407-S169	f75r	BIOLOGICAL	sokeedy	S+OK+EE+DY	S|OK	2	AIN	INHERITED_ARGUMENT_CONTEXT	wähle den Anteil und setze den Anteil	wähle den Anteil und setze den Anteil	auf Grad II	CLOSE_CURRENT_OPERATION	Wähle den Anteil und setze den Anteil; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
252	G407-E1783	G407-S170	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Anteil; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
253	G407-E1787	G407-S172	f75r	BIOLOGICAL	keedy	K+EE+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Gib den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
254	G407-E1789	G407-S173	f75r	BIOLOGICAL	dshedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
255	G407-E1790	G407-S174	f75r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
256	G407-E1791	G407-S175	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
257	G407-E1795	G407-S177	f75r	BIOLOGICAL	yshedy	Y+SH+E+DY	SH	1	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
258	G407-E1804	G407-S180	f75r	BIOLOGICAL	okedy	OK+E+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
259	G407-E1805	G407-S181	f75r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
260	G407-E1807	G407-S183	f75r	BIOLOGICAL	okoldy	OK+OL+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	NONE	CONTINUE_THEN_CLOSE	Weiter: setze den Anteil; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
261	G407-E1814	G407-S184	f75r	BIOLOGICAL	sshedy	S+SH+E+DY	S|SH	2	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten und halte den Posten	wähle den Posten und halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Wähle den Posten und halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
262	G407-E1817	G407-S185	f75r	BIOLOGICAL	okedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
263	G407-E1818	G407-S186	f75r	BIOLOGICAL	sarol	S+AR+OL	S	1	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten	wähle den Posten	vom Ausgang	CONTINUE_CURRENT_OPERATION	Weiter: wähle den Posten; vom Ausgang.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
264	G407-E1825	G407-S189	f75r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
265	G407-E1826	G407-S190	f75r	BIOLOGICAL	sheol	SH+E+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
266	G407-E1827	G407-S190	f75r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
267	G407-E1829	G407-S191	f75r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
268	G407-E1833	G407-S193	f76r	BIOLOGICAL	potchokor	P+OT+CH+OK+OR	P|CH|OK	3	OR	VISIBLE_ARGUMENT_IN_CARD	setze die Einheit ein und nimm die Einheit und setze die Einheit	setze die Einheit ein und nimm die Einheit und setze die Einheit	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: setze die Einheit ein und nimm die Einheit und setze die Einheit.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
269	G407-E1836	G407-S193	f76r	BIOLOGICAL	qolp	OL+P	P	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten ein	setze den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
270	G407-E1845	G407-S193	f76r	BIOLOGICAL	dshedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
271	G407-E1852	G407-S194	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	auf Grad I	CLOSE_CURRENT_OPERATION	Halte die Einheit; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
272	G407-E1861	G407-S195	f76r	BIOLOGICAL	okedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
273	G407-E1865	G407-S198	f76r	BIOLOGICAL	shol	SH+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
274	G407-E1870	G407-S199	f76r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	NONE	NO_ACTIVE_ARGUMENT	setze	setze	auf Grad I	CLOSE_CURRENT_OPERATION	Setze; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
275	G407-E1877	G407-S200	f76r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
276	G407-E1878	G407-S201	f76r	BIOLOGICAL	lkedy	L+K+E+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	über die Verbindung; auf Grad I	CLOSE_CURRENT_OPERATION	Gib den Posten; über die Verbindung; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
277	G407-E1880	G407-S202	f76r	BIOLOGICAL	qokchdy	OK+CHD+DY	OK|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und bearbeite den Posten	setze den Posten und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Setze den Posten und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
278	G407-E1883	G407-S203	f76r	BIOLOGICAL	solchedy	S+OL+CHD+Y	S|CHD	2	Y	VISIBLE_ARGUMENT_IN_CARD	wähle den Posten und bearbeite den Posten	wähle den Posten und bearbeite den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: wähle den Posten und bearbeite den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
279	G407-E1884	G407-S203	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
280	G407-E1887	G407-S204	f76r	BIOLOGICAL	rol	R+OL	R	1	Y	INHERITED_ARGUMENT_CONTEXT	markiere den Posten	markiere den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: markiere den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
281	G407-E1888	G407-S204	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
282	G407-E1889	G407-S205	f76r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
283	G407-E1901	G407-S207	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
284	G407-E1914	G407-S210	f76r	BIOLOGICAL	chcphedy	CH+CH+P+E+DY	CH|CH|P	3	AIN	INHERITED_ARGUMENT_CONTEXT	nimm den Anteil zweimal und setze den Anteil ein	nimm den Anteil und nimm den Anteil und setze den Anteil ein	auf Grad I	CLOSE_CURRENT_OPERATION	Nimm den Anteil zweimal und setze den Anteil ein; auf Grad I; abschließen.	DIRECT_ADJACENT_REPEAT_COMPRESSED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
285	G407-E1916	G407-S211	f76r	BIOLOGICAL	olkeey	OL+K+EE+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
286	G407-E1919	G407-S211	f76r	BIOLOGICAL	otchy	OT+CH+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
287	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	SH	1	NONE	NO_ACTIVE_ARGUMENT	halte	halte	auf Grad I; hier; auf Grad I	ADVANCE_THEN_CLOSE	Danach: halte; auf Grad I; hier; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
288	G407-E1936	G407-S214	f76r	BIOLOGICAL	solshedy	OL+SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CONTINUE_THEN_CLOSE	Weiter: halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
289	G407-E1947	G407-S215	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
290	G407-E1949	G407-S216	f76r	BIOLOGICAL	okeedy	OK+EE+DY	OK	1	OR	INHERITED_ARGUMENT_CONTEXT	setze die Einheit	setze die Einheit	auf Grad II	CLOSE_CURRENT_OPERATION	Setze die Einheit; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
291	G407-E1950	G407-S217	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	OR	INHERITED_ARGUMENT_CONTEXT	setze die Einheit	setze die Einheit	auf Grad II	CLOSE_CURRENT_OPERATION	Setze die Einheit; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
292	G407-E1956	G407-S218	f76r	BIOLOGICAL	okeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
293	G407-E1963	G407-S220	f76r	BIOLOGICAL	chorshedy	CH+OR+SH+E+DY	CH|SH	2	OR	VISIBLE_ARGUMENT_IN_CARD	nimm die Einheit und halte die Einheit	nimm die Einheit und halte die Einheit	auf Grad I	CLOSE_CURRENT_OPERATION	Nimm die Einheit und halte die Einheit; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
294	G407-E1972	G407-S221	f76r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
295	G407-E1973	G407-S222	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
296	G407-E1976	G407-S223	f76r	BIOLOGICAL	qotes	OT+E+S	S	1	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten	wähle den Posten	auf Grad I	ADVANCE_TO_NEXT_OPERATION	Danach: wähle den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
297	G407-E1983	G407-S223	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
