actionless_link_ordinal	event_id	statement_id	physical_page	register	surface	recipe	gdt562_completeness_role	effective_action_root	effective_argument_roots	gdt562_microphrase_de	gdt563_microphrase_de	microphrase_byte_identical	source_link_status
122	G407-E1181	G407-S064	f72r	CELESTIAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad I.	Danach: stelle den Posten ein; auf Grad I.	YES	EXACT_EVENT_JOIN
123	G407-E1185	G407-S064	f72r	CELESTIAL	otaiin	OT+AIIN	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert.	Danach: setze den Wert.	YES	EXACT_EVENT_JOIN
124	G407-E1187	G407-S064	f72r	CELESTIAL	otaiin	OT+AIIN	FULL_INHERITED_OPERATION	SH	AIIN	Danach: halte den Wert.	Danach: halte den Wert.	YES	EXACT_EVENT_JOIN
125	G407-E1189	G407-S064	f72r	CELESTIAL	cheolor	OL+E+OR	FULL_INHERITED_OPERATION	T	OR	Weiter: stelle die Einheit ein; auf Grad I.	Weiter: stelle die Einheit ein; auf Grad I.	YES	EXACT_EVENT_JOIN
126	G407-E1190	G407-S064	f72r	CELESTIAL	oteo	OT+E+O	FULL_INHERITED_OPERATION	T	OR	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
127	G407-E1192	G407-S065	f72r	CELESTIAL	otar	OT+AR	FULL_INHERITED_OPERATION	T	OR	Danach: stelle die Einheit ein; vom Ausgang.	Danach: stelle die Einheit ein; vom Ausgang.	YES	EXACT_EVENT_JOIN
128	G407-E1198	G407-S065	f72r	CELESTIAL	otear	OT+E+AR	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad I; vom Ausgang.	Danach: nimm den Posten; auf Grad I; vom Ausgang.	YES	EXACT_EVENT_JOIN
129	G407-E1202	G407-S065	f72r	CELESTIAL	otar	OT+AR	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
130	G407-E1207	G407-S066	f72r	CELESTIAL	aroly	AR+OL+Y	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten; vom Ausgang.	Weiter: wähle den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
131	G407-E1211	G407-S066	f72r	CELESTIAL	chol	OL	FULL_INHERITED_OPERATION	OK	OR	Weiter: setze die Einheit.	Weiter: setze die Einheit.	YES	EXACT_EVENT_JOIN
132	G407-E1213	G407-S066	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	FULL_INHERITED_OPERATION	OK	OR	Danach: setze die Einheit; auf Grad I; zur Ausführung; hier.	Danach: setze die Einheit; auf Grad I; zur Ausführung; hier.	YES	EXACT_EVENT_JOIN
133	G407-E1216	G407-S066	f72r	CELESTIAL	otaiin	OT+AIIN	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert.	Danach: nimm den Wert.	YES	EXACT_EVENT_JOIN
134	G407-E1219	G407-S067	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	FORMAL_RELATION_PROLOGUE	NONE	NONE	Danach: auf Grad I; zur Ausführung; hier.	Danach: auf Grad I; zur Ausführung; hier.	YES	EXACT_EVENT_JOIN
135	G407-E1226	G407-S067	f72r	CELESTIAL	chol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
136	G407-E1228	G407-S067	f72r	CELESTIAL	oly	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
137	G407-E1238	G407-S067	f72r	CELESTIAL	otar	OT+AR	FULL_INHERITED_OPERATION	K	AIIN	Danach: gib den Wert; vom Ausgang.	Danach: gib den Wert; vom Ausgang.	YES	EXACT_EVENT_JOIN
138	G407-E1240	G407-S067	f72r	CELESTIAL	chotaiin	OT+AIIN	FULL_INHERITED_OPERATION	K	AIIN	Danach: gib den Wert.	Danach: gib den Wert.	YES	EXACT_EVENT_JOIN
139	G407-E1241	G407-S067	f72r	CELESTIAL	otchey	OT+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten.	Danach: gib den Posten.	YES	EXACT_EVENT_JOIN
140	G407-E1246	G407-S067	f72r	CELESTIAL	otaiin	OT+AIIN	FULL_INHERITED_OPERATION	K	AIIN	Danach: gib den Wert.	Danach: gib den Wert.	YES	EXACT_EVENT_JOIN
141	G407-E1258	G407-S067	f72r	CELESTIAL	otois	OT+O	FULL_INHERITED_OPERATION	S	AIIN	Danach: wähle den Wert; zur Ausführung.	Danach: wähle den Wert; zur Ausführung.	YES	EXACT_EVENT_JOIN
142	G407-E1260	G407-S068	f72r	CELESTIAL	oteey	OT+EE+Y	ARGUMENT_REFERENCE_INITIALIZER	NONE	Y	Danach: Bezug auf den Posten; auf Grad II.	Danach: Bezug auf den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
143	G407-E1264	G407-S068	f72r	CELESTIAL	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
144	G407-E1266	G407-S068	f72r	CELESTIAL	ol	OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
145	G407-E1268	G407-S068	f72r	CELESTIAL	oteo	OT+E+O	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert; auf Grad I; zur Ausführung.	Danach: nimm den Wert; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
146	G407-E1271	G407-S068	f72r	CELESTIAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I.	Danach: setze den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
147	G407-E1272	G407-S068	f72r	CELESTIAL	otaiin	OT+AIIN	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert.	Danach: setze den Wert.	YES	EXACT_EVENT_JOIN
148	G407-E1273	G407-S068	f72r	CELESTIAL	otaly	OT+AL+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; zum Zielort.	Danach: setze den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
149	G407-E1280	G407-S069	f72r	CELESTIAL	qoteeody	OT+EE+O+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad II; zur Ausführung; abschließen.	Danach: halte den Posten; auf Grad II; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
150	G407-E1282	G407-S070	f72r	CELESTIAL	chotal	OT+AL	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; zum Zielort.	Danach: stelle den Posten ein; zum Zielort.	YES	EXACT_EVENT_JOIN
151	G407-E1284	G407-S070	f72r	CELESTIAL	otoees	OT+EE+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad II.	Danach: wähle den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
152	G407-E1286	G407-S071	f72r	CELESTIAL	otoar	OT+O+AR	FORMAL_RELATION_PROLOGUE	NONE	NONE	Danach: zur Ausführung; vom Ausgang.	Danach: zur Ausführung; vom Ausgang.	YES	EXACT_EVENT_JOIN
153	G407-E1297	G407-S071	f72r	CELESTIAL	otchey	OT+Y	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein.	Danach: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
154	G407-E1299	G407-S071	f72r	CELESTIAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
155	G407-E1303	G407-S072	f72r	CELESTIAL	oteo	OT+E+O	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I; zur Ausführung.	Danach: gib den Posten; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
156	G407-E1310	G407-S072	f72r	CELESTIAL	oteody	OT+E+O+Y	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad I; zur Ausführung.	Danach: stelle den Posten ein; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
157	G407-E1311	G407-S072	f72r	CELESTIAL	oteedy	OT+EE+DY	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad II; abschließen.	Danach: stelle den Posten ein; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
158	G407-E1313	G407-S073	f72r	CELESTIAL	oteey	OT+EE+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II.	Danach: setze den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
159	G407-E1330	G407-S073	f72r	CELESTIAL	oteedy	OT+EE+DY	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad II; abschließen.	Danach: wähle den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
160	G407-E1333	G407-S074	f72r	CELESTIAL	choly	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
161	G407-E1345	G407-S074	f72r	CELESTIAL	eol	E+OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
162	G407-E1349	G407-S076	f72r	CELESTIAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad I.	Danach: bearbeite den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
163	G407-E1353	G407-S077	f72r	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	Danach: halte den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	YES	EXACT_EVENT_JOIN
164	G407-E1357	G407-S077	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I; zur Ausführung; hier.	Danach: gib den Posten; auf Grad I; zur Ausführung; hier.	YES	EXACT_EVENT_JOIN
165	G407-E1362	G407-S077	f72r	CELESTIAL	otaiin	OT+AIIN	FULL_INHERITED_OPERATION	K	AIIN	Danach: gib den Wert.	Danach: gib den Wert.	YES	EXACT_EVENT_JOIN
166	G407-E1369	G407-S077	f72r	CELESTIAL	oteody	OT+E+O+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; zur Ausführung.	Danach: setze den Posten; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
167	G407-E1373	G407-S077	f72r	CELESTIAL	doteey	D_ADDR+OT+EE+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; hier; auf Grad II.	Danach: wähle den Posten; hier; auf Grad II.	YES	EXACT_EVENT_JOIN
168	G407-E1375	G407-S077	f72r	CELESTIAL	oteol	OT+E+OL	FULL_INHERITED_OPERATION	S	OR	Danach: wähle die Einheit; auf Grad I; weiterführen.	Danach: wähle die Einheit; auf Grad I; weiterführen.	YES	EXACT_EVENT_JOIN
169	G407-E1379	G407-S077	f72r	CELESTIAL	eol	E+OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; auf Grad I.	Weiter: setze den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
170	G407-E1389	G407-S078	f72r	CELESTIAL	oteey	OT+EE+Y	ARGUMENT_REFERENCE_INITIALIZER	NONE	Y	Danach: Bezug auf den Posten; auf Grad II.	Danach: Bezug auf den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
171	G407-E1391	G407-S078	f72r	CELESTIAL	eeer	EEE+DY	FULL_INHERITED_OPERATION	P	Y	Setze den Posten ein; auf Grad III; abschließen.	Setze den Posten ein; auf Grad III; abschließen.	YES	EXACT_EVENT_JOIN
172	G407-E1395	G407-S079	f72r	CELESTIAL	oteeor	OT+EE+OR	FULL_INHERITED_OPERATION	CH	OR	Danach: nimm die Einheit; auf Grad II.	Danach: nimm die Einheit; auf Grad II.	YES	EXACT_EVENT_JOIN
173	G407-E1399	G407-S079	f72r	CELESTIAL	oteees	OT+EEE+S_ADDR	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad III; hier.	Danach: nimm den Posten; auf Grad III; hier.	YES	EXACT_EVENT_JOIN
174	G407-E1402	G407-S079	f72r	CELESTIAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	CH	AIIN	Weiter: nimm den Wert.	Weiter: nimm den Wert.	YES	EXACT_EVENT_JOIN
175	G407-E1403	G407-S079	f72r	CELESTIAL	otedar	OT+E+D_ADDR+AR	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	YES	EXACT_EVENT_JOIN
176	G407-E1404	G407-S079	f72r	CELESTIAL	olol	OL+OL	FULL_INHERITED_OPERATION	CH	AIIN	Weiter: nimm den Wert; nochmals weiterführen.	Weiter: nimm den Wert; nochmals weiterführen.	YES	EXACT_EVENT_JOIN
177	G407-E1406	G407-S079	f72r	CELESTIAL	oteol	OT+E+OL	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad I; weiterführen.	Danach: nimm den Posten; auf Grad I; weiterführen.	YES	EXACT_EVENT_JOIN
178	G407-E1412	G407-S079	f72r	CELESTIAL	eedy	EE+DY	FULL_INHERITED_OPERATION	S	Y	Wähle den Posten; auf Grad II; abschließen.	Wähle den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
179	G407-E1418	G407-S081	f72r	CELESTIAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	S	AIIN	Weiter: wähle den Wert.	Weiter: wähle den Wert.	YES	EXACT_EVENT_JOIN
180	G407-E1422	G407-S081	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; zur Ausführung; hier.	Danach: setze den Posten; auf Grad I; zur Ausführung; hier.	YES	EXACT_EVENT_JOIN
181	G407-E1430	G407-S082	f75r	BIOLOGICAL	qotar	OT+AR	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; vom Ausgang.	Danach: bearbeite den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
182	G407-E1436	G407-S083	f75r	BIOLOGICAL	qoldy	OL+DY	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; abschließen.	Weiter: halte den Posten; abschließen.	YES	EXACT_EVENT_JOIN
183	G407-E1465	G407-S086	f75r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	R	AIN	Weiter: markiere den Anteil.	Weiter: markiere den Anteil.	YES	EXACT_EVENT_JOIN
184	G407-E1483	G407-S090	f75r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; über die Verbindung.	Weiter: setze den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
185	G407-E1504	G407-S096	f75r	BIOLOGICAL	qotar	OT+AR	FULL_INHERITED_OPERATION	SH	OR	Danach: halte die Einheit; vom Ausgang.	Danach: halte die Einheit; vom Ausgang.	YES	EXACT_EVENT_JOIN
186	G407-E1510	G407-S096	f75r	BIOLOGICAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I.	Danach: gib den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
187	G407-E1515	G407-S099	f75r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
188	G407-E1525	G407-S101	f75r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
189	G407-E1528	G407-S101	f75r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	R	Y	Weiter: markiere den Posten.	Weiter: markiere den Posten.	YES	EXACT_EVENT_JOIN
190	G407-E1551	G407-S110	f75r	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil; vom Ausgang.	Danach: setze den Anteil; vom Ausgang.	YES	EXACT_EVENT_JOIN
191	G407-E1558	G407-S110	f75r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
192	G407-E1581	G407-S116	f75r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
193	G407-E1583	G407-S117	f75r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
194	G407-E1585	G407-S118	f75r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
195	G407-E1586	G407-S118	f75r	BIOLOGICAL	otain	OT+AIN	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil.	Danach: halte den Anteil.	YES	EXACT_EVENT_JOIN
196	G407-E1589	G407-S118	f75r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten.	Weiter: wähle den Posten.	YES	EXACT_EVENT_JOIN
197	G407-E1591	G407-S119	f75r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
198	G407-E1612	G407-S119	f75r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	OR	Weiter: halte die Einheit.	Weiter: halte die Einheit.	YES	EXACT_EVENT_JOIN
199	G407-E1629	G407-S119	f75r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
200	G407-E1637	G407-S119	f75r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	T	OR	Weiter: stelle die Einheit ein.	Weiter: stelle die Einheit ein.	YES	EXACT_EVENT_JOIN
201	G407-E1647	G407-S122	f75r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	R	AIN	Weiter: markiere den Anteil.	Weiter: markiere den Anteil.	YES	EXACT_EVENT_JOIN
202	G407-E1650	G407-S122	f75r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	AIN	Weiter: halte den Anteil.	Weiter: halte den Anteil.	YES	EXACT_EVENT_JOIN
203	G407-E1651	G407-S122	f75r	BIOLOGICAL	qoly	OL+Y	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
204	G407-E1656	G407-S122	f75r	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein.	Danach: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
205	G407-E1661	G407-S124	f75r	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
206	G407-E1662	G407-S124	f75r	BIOLOGICAL	otody	OT+O+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; zur Ausführung; abschließen.	Danach: setze den Posten; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
207	G407-E1668	G407-S126	f75r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
208	G407-E1669	G407-S126	f75r	BIOLOGICAL	oldair	OL+D_ADDR+AIR	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; hier; entlang der Bahn.	Weiter: setze den Posten; hier; entlang der Bahn.	YES	EXACT_EVENT_JOIN
209	G407-E1671	G407-S126	f75r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
210	G407-E1681	G407-S129	f75r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	AIIN	Weiter: gib den Wert.	Weiter: gib den Wert.	YES	EXACT_EVENT_JOIN
211	G407-E1684	G407-S129	f75r	BIOLOGICAL	olchey	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
212	G407-E1687	G407-S130	f75r	BIOLOGICAL	qotan	OT+AN	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; als Klasse.	Danach: bearbeite den Posten; als Klasse.	YES	EXACT_EVENT_JOIN
213	G407-E1701	G407-S131	f75r	BIOLOGICAL	olom	OL+O+AM_ADDR	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; zur Ausführung; hier.	Weiter: setze den Posten; zur Ausführung; hier.	YES	EXACT_EVENT_JOIN
214	G407-E1710	G407-S134	f75r	BIOLOGICAL	daldy	AL+DY	FULL_INHERITED_OPERATION	OK	Y	Setze den Posten; zum Zielort; abschließen.	Setze den Posten; zum Zielort; abschließen.	YES	EXACT_EVENT_JOIN
215	G407-E1718	G407-S138	f75r	BIOLOGICAL	qotar	OT+AR	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil; vom Ausgang.	Danach: halte den Anteil; vom Ausgang.	YES	EXACT_EVENT_JOIN
216	G407-E1720	G407-S139	f75r	BIOLOGICAL	ldy	L+DY	FULL_INHERITED_OPERATION	SH	AIN	Halte den Anteil; über die Verbindung; abschließen.	Halte den Anteil; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
217	G407-E1735	G407-S144	f75r	BIOLOGICAL	oty	OT+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten.	Danach: setze den Posten.	YES	EXACT_EVENT_JOIN
218	G407-E1737	G407-S144	f75r	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
219	G407-E1738	G407-S144	f75r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
220	G407-E1748	G407-S146	f75r	BIOLOGICAL	oldy	OL+DY	FULL_INHERITED_OPERATION	OK	AIN	Weiter: setze den Anteil; abschließen.	Weiter: setze den Anteil; abschließen.	YES	EXACT_EVENT_JOIN
221	G407-E1749	G407-S147	f75r	BIOLOGICAL	sol	OL	FULL_INHERITED_OPERATION	OK	AIN	Weiter: setze den Anteil.	Weiter: setze den Anteil.	YES	EXACT_EVENT_JOIN
222	G407-E1754	G407-S149	f75r	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
223	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	FULL_INHERITED_OPERATION	OK	Y	Setze den Posten; hier; vom Ausgang; hier; vom Ausgang; abschließen.	Setze den Posten; hier; vom Ausgang; hier; vom Ausgang; abschließen.	YES	EXACT_EVENT_JOIN
224	G407-E1762	G407-S154	f75r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten; über die Verbindung.	Weiter: bearbeite den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
225	G407-E1768	G407-S159	f75r	BIOLOGICAL	ldy	L+DY	FULL_INHERITED_OPERATION	OK	Y	Setze den Posten; über die Verbindung; abschließen.	Setze den Posten; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
226	G407-E1773	G407-S164	f75r	BIOLOGICAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I.	Danach: gib den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
227	G407-E1784	G407-S171	f75r	BIOLOGICAL	oteedy	OT+EE+DY	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil; auf Grad II; abschließen.	Danach: setze den Anteil; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
228	G407-E1792	G407-S176	f75r	BIOLOGICAL	qoteey	OT+EE+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II.	Danach: setze den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
229	G407-E1793	G407-S176	f75r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II; abschließen.	Danach: setze den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
230	G407-E1797	G407-S178	f75r	BIOLOGICAL	oldy	OL+DY	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; abschließen.	Weiter: gib den Posten; abschließen.	YES	EXACT_EVENT_JOIN
231	G407-E1800	G407-S179	f75r	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	K	AIN	Danach: gib den Anteil; vom Ausgang.	Danach: gib den Anteil; vom Ausgang.	YES	EXACT_EVENT_JOIN
232	G407-E1801	G407-S179	f75r	BIOLOGICAL	oldy	OL+DY	FULL_INHERITED_OPERATION	K	AIN	Weiter: gib den Anteil; abschließen.	Weiter: gib den Anteil; abschließen.	YES	EXACT_EVENT_JOIN
233	G407-E1806	G407-S182	f75r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil; auf Grad I; abschließen.	Danach: setze den Anteil; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
234	G407-E1808	G407-S184	f75r	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil; vom Ausgang.	Danach: setze den Anteil; vom Ausgang.	YES	EXACT_EVENT_JOIN
235	G407-E1809	G407-S184	f75r	BIOLOGICAL	otam	OT+AM_ADDR	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil; hier.	Danach: setze den Anteil; hier.	YES	EXACT_EVENT_JOIN
236	G407-E1810	G407-S184	f75r	BIOLOGICAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
237	G407-E1819	G407-S186	f75r	BIOLOGICAL	oty	OT+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten.	Danach: wähle den Posten.	YES	EXACT_EVENT_JOIN
238	G407-E1820	G407-S186	f75r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad I; abschließen.	Danach: wähle den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
