recipe_profile_ordinal	recipe	event_count	physical_page_count	surface_count	distinct_microphrase_count	distinct_effective_action_signature_count	distinct_effective_argument_signature_count	resolution_mode_count	resolution_modes	context_variability_band	written_recipe_determines_microphrase	written_all_atom_default_de	most_common_microphrase_de	example_microphrases_de	example_event_ids	scope
42	SH+EE+OL	7	5	3	3	1	3	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	halten; auf Grad II; weiter	Weiter: halte den Posten; auf Grad II.	Weiter: halte den Posten; auf Grad II. | Weiter: halte den Anteil; auf Grad II. | Weiter: halte den Wert; auf Grad II.	G407-E2253|G407-E2441|G407-E2562|G407-E2647|G407-E3874|G407-E3996|G515-E0564	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
43	SH+O+DY	7	4	2	5	1	5	2	VISIBLE_ACTION_FULL_OPERATION|VISIBLE_ACTION_OBJECTLESS_OPERATION	TWO_TO_FIVE	NO	halten; zur Ausführung; abschließen	Halte den Posten; zur Ausführung; abschließen.	Halte den Posten; zur Ausführung; abschließen. | Halte den Wert; zur Ausführung; abschließen. | Halte den Anteil; zur Ausführung; abschließen. | Halte die Einheit; zur Ausführung; abschließen. | Halte; zur Ausführung; abschließen.	G407-E0056|G407-E0068|G407-E0200|G407-E2649|G407-E4071|G407-E4299|G407-E4401	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
44	OL+K+E+DY	6	4	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; geben; auf Grad I; abschließen	Weiter: gib den Posten; auf Grad I; abschließen.	Weiter: gib den Anteil; auf Grad I; abschließen. | Weiter: gib den Posten; auf Grad I; abschließen.	G407-E1732|G407-E2331|G407-E2400|G407-E2782|G407-E2886|G407-E2919	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
45	OL+K+EE+DY	6	4	2	4	1	4	2	VISIBLE_ACTION_FULL_OPERATION|VISIBLE_ACTION_OBJECTLESS_OPERATION	TWO_TO_FIVE	NO	weiter; geben; auf Grad II; abschließen	Weiter: gib den Posten; auf Grad II; abschließen.	Weiter: gib den Posten; auf Grad II; abschließen. | Weiter: gib den Wert; auf Grad II; abschließen. | Weiter: gib die Einheit; auf Grad II; abschließen. | Weiter: gib; auf Grad II; abschließen.	G407-E1772|G407-E2949|G407-E3168|G407-E3172|G407-E3473|G407-E4190	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
46	OL+OR	6	5	3	5	5	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; die Einheit	Weiter: setze die Einheit.	Weiter: nimm die Einheit. | Weiter: bearbeite die Einheit. | Weiter: setze die Einheit ein. | Weiter: setze die Einheit. | Weiter: stelle die Einheit ein.	G407-E0281|G407-E1832|G407-E2053|G407-E2986|G407-E3009|G407-E4413	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
47	OL+SH+E+DY	6	4	2	3	1	3	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; halten; auf Grad I; abschließen	Weiter: halte den Posten; auf Grad I; abschließen.	Weiter: halte den Posten; auf Grad I; abschließen. | Weiter: halte den Anteil; auf Grad I; abschließen. | Weiter: halte den Wert; auf Grad I; abschließen.	G407-E1532|G407-E1541|G407-E1547|G407-E1936|G407-E2524|G407-E3228	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
48	OT+E+OL	6	5	2	4	4	2	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; auf Grad I; weiter	Danach: nimm den Posten; auf Grad I; weiterführen.	Danach: halte den Posten; auf Grad I; weiterführen. | Danach: wähle die Einheit; auf Grad I; weiterführen. | Danach: nimm den Posten; auf Grad I; weiterführen. | Danach: setze den Posten; auf Grad I; weiterführen.	G407-E0083|G407-E1375|G407-E1406|G407-E2878|G407-E4012|G407-E4233	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
49	AL+CHD+DY	5	5	4	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	zum Zielort; bearbeiten; abschließen	Bearbeite den Posten; zum Zielort; abschließen.	Bearbeite den Posten; zum Zielort; abschließen. | Bearbeite den Wert; zum Zielort; abschließen.	G407-E1276|G407-E2021|G407-E2501|G407-E3594|G407-E4121	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
50	CH+K+OL	5	4	3	3	1	3	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	nehmen; geben; weiter	Weiter: nimm den Posten und gib den Posten.	Weiter: nimm die Einheit und gib die Einheit. | Weiter: nimm den Posten und gib den Posten. | Weiter: nimm den Wert und gib den Wert.	G407-E0572|G407-E0588|G407-E1415|G407-E3967|G407-E4095	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
51	CH+OT+Y	5	5	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; danach; den Posten	Danach: nimm den Posten.	Danach: nimm den Posten.	G407-E0212|G407-E0329|G407-E0812|G407-E1405|G515-E0371	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
52	L+K+E+DY	5	3	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	über die Verbindung; geben; auf Grad I; abschließen	Gib den Posten; über die Verbindung; auf Grad I; abschließen.	Gib den Posten; über die Verbindung; auf Grad I; abschließen.	G407-E1878|G407-E2350|G407-E3340|G407-E3645|G407-E3737	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
53	O+DY	5	4	1	5	5	4	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	zur Ausführung; abschließen	Markiere die Einheit; zur Ausführung; abschließen.	Markiere die Einheit; zur Ausführung; abschließen. | Setze den Anteil; zur Ausführung; abschließen. | Gib den Posten; zur Ausführung; abschließen. | Setze den Posten ein; zur Ausführung; abschließen. | Wähle den Wert; zur Ausführung; abschließen.	G407-E0253|G407-E0720|G407-E0725|G407-E2862|G407-E4565	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
54	OK+EE+OL	5	3	2	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	setzen; auf Grad II; weiter	Weiter: setze den Posten; auf Grad II.	Weiter: setze den Wert; auf Grad II. | Weiter: setze den Posten; auf Grad II.	G407-E1306|G407-E1385|G407-E3727|G407-E4131|G407-E4251	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
55	OK+SH+E+DY	5	3	2	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	setzen; halten; auf Grad I; abschließen	Setze den Posten und halte den Posten; auf Grad I; abschließen.	Setze den Posten und halte den Posten; auf Grad I; abschließen. | Setze den Wert und halte den Wert; auf Grad I; abschließen.	G407-E1569|G407-E1590|G407-E3017|G407-E3483|G407-E3581	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
56	OL+K+AIN	5	4	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; den Anteil	Weiter: gib den Anteil.	Weiter: gib den Anteil.	G407-E2570|G407-E2942|G407-E3133|G407-E3754|G407-E4429	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
57	OL+K+E+OL	5	5	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; auf Grad I; weiter	Weiter: gib den Posten; auf Grad I; nochmals weiterführen.	Weiter: gib den Posten; auf Grad I; nochmals weiterführen.	G407-E2198|G407-E2781|G407-E3167|G515-E0223|G515-E0554	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
58	OT+CH+Y	5	5	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; den Posten	Danach: nimm den Posten.	Danach: nimm den Posten.	G407-E0450|G407-E0855|G407-E1071|G407-E1919|G515-E0105	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
59	OT+E+O+Y	5	3	1	4	4	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; auf Grad I; zur Ausführung; den Posten	Danach: stelle den Posten ein; auf Grad I; zur Ausführung.	Danach: stelle den Posten ein; auf Grad I; zur Ausführung. | Danach: setze den Posten; auf Grad I; zur Ausführung. | Danach: nimm den Posten; auf Grad I; zur Ausführung. | Danach: halte den Posten; auf Grad I; zur Ausführung.	G407-E1310|G407-E1369|G407-E3988|G407-E4008|G515-E0533	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
60	AL+DY	4	4	1	4	3	2	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	zum Zielort; abschließen	Nimm den Posten; zum Zielort; abschließen.	Nimm den Posten; zum Zielort; abschließen. | Setze den Posten; zum Zielort; abschließen. | Setze den Anteil; zum Zielort; abschließen. | Halte den Posten; zum Zielort; abschließen.	G407-E0439|G407-E1710|G407-E2985|G407-E3397	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
61	AR+OL	4	4	2	4	4	3	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	vom Ausgang; weiter	Weiter: gib die Einheit; vom Ausgang.	Weiter: gib die Einheit; vom Ausgang. | Weiter: wähle den Anteil; vom Ausgang. | Weiter: halte den Anteil; vom Ausgang. | Weiter: setze den Posten ein; vom Ausgang.	G407-E1093|G407-E2660|G407-E2801|G407-E4115	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
62	CHD+DY	4	3	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	bearbeiten; abschließen	Bearbeite den Posten; abschließen.	Bearbeite den Posten; abschließen.	G407-E2993|G407-E3147|G407-E3502|G407-E4506	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
63	E+OL	4	3	2	4	3	2	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	auf Grad I; weiter	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Posten; auf Grad I. | Weiter: setze den Posten; auf Grad I. | Weiter: wähle den Posten; auf Grad I. | Weiter: wähle den Wert; auf Grad I.	G407-E1345|G407-E1379|G407-E3146|G407-E3868	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
64	K+E+OL	4	4	1	3	1	3	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	geben; auf Grad I; weiter	Weiter: gib den Posten; auf Grad I.	Weiter: gib den Posten; auf Grad I. | Weiter: gib die Einheit; auf Grad I. | Weiter: gib den Wert; auf Grad I.	G407-E0661|G407-E0900|G407-E3806|G407-E4309	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
65	OL+CH+Y	4	4	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; nehmen; den Posten	Weiter: nimm den Posten.	Weiter: nimm den Posten.	G407-E2040|G407-E2534|G407-E3028|G407-E3274	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
66	OT+E+O	4	2	2	4	4	4	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; auf Grad I; zur Ausführung	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung. | Danach: nimm den Wert; auf Grad I; zur Ausführung. | Danach: gib den Posten; auf Grad I; zur Ausführung. | Danach: halte den Anteil; auf Grad I; zur Ausführung.	G407-E1190|G407-E1268|G407-E1303|G407-E4027	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
67	OT+O+DY	4	3	2	4	3	3	2	INHERITED_ACTION_FULL_OPERATION|INHERITED_ACTION_OBJECTLESS_OPERATION	TWO_TO_FIVE	NO	danach; zur Ausführung; abschließen	Danach: setze den Posten; zur Ausführung; abschließen.	Danach: setze den Posten; zur Ausführung; abschließen. | Danach: halte; zur Ausführung; abschließen. | Danach: nimm den Posten; zur Ausführung; abschließen. | Danach: setze den Wert; zur Ausführung; abschließen.	G407-E1662|G407-E3970|G407-E3998|G407-E4575	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
68	R+OL	4	3	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	markieren; weiter	Weiter: markiere den Posten.	Weiter: markiere den Posten. | Weiter: markiere den Anteil.	G407-E1664|G407-E1887|G407-E2945|G407-E3137	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
69	SH+OL+D_ADDR+Y	4	4	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; weiter; hier; den Posten	Weiter: halte den Posten; hier.	Weiter: halte den Posten; hier.	G407-E0010|G407-E0568|G407-E4300|G515-E0388	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
70	T+E+DY	4	4	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	einstellen; auf Grad I; abschließen	Stelle den Posten ein; auf Grad I; abschließen.	Stelle den Posten ein; auf Grad I; abschließen. | Stelle den Wert ein; auf Grad I; abschließen.	G407-E1511|G407-E2433|G407-E2786|G407-E3173	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
71	Y+K+OL	4	3	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	den Posten; geben; weiter	Weiter: gib den Posten.	Weiter: gib den Posten.	G407-E0524|G407-E0549|G407-E2995|G515-E0375	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
72	Y+T+E+DY	4	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	den Posten; einstellen; auf Grad I; abschließen	Stelle den Posten ein; auf Grad I; abschließen.	Stelle den Posten ein; auf Grad I; abschließen.	G407-E3036|G407-E3039|G407-E3042|G407-E3043	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
73	CARRIER_Q+O+CH+K+OL	3	3	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	am Beginn; zur Ausführung; nehmen; geben; weiter	Weiter: nimm den Posten und gib den Posten; am Beginn; zur Ausführung.	Weiter: nimm den Posten und gib den Posten; am Beginn; zur Ausführung. | Weiter: nimm den Wert und gib den Wert; am Beginn; zur Ausführung.	G407-E3559|G407-E3855|G407-E3989	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
74	CARRIER_Q+O+DY	3	3	1	3	3	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	am Beginn; zur Ausführung; abschließen	Stelle den Posten ein; am Beginn; zur Ausführung; abschließen.	Stelle den Posten ein; am Beginn; zur Ausführung; abschließen. | Halte den Posten; am Beginn; zur Ausführung; abschließen. | Nimm den Posten; am Beginn; zur Ausführung; abschließen.	G407-E0486|G407-E3699|G407-E4224	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
75	L+OL+Y	3	2	1	3	3	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	über die Verbindung; weiter; den Posten	Weiter: gib den Posten; über die Verbindung.	Weiter: gib den Posten; über die Verbindung. | Weiter: halte den Posten; über die Verbindung. | Weiter: setze den Posten; über die Verbindung.	G407-E2401|G407-E2683|G407-E2790	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
76	O+P+CHD+DY	3	3	1	2	1	2	2	VISIBLE_ACTION_FULL_OPERATION|VISIBLE_ACTION_OBJECTLESS_OPERATION	TWO_TO_FIVE	NO	zur Ausführung; einsetzen; bearbeiten; abschließen	Setze ein und bearbeite; zur Ausführung; abschließen.	Setze ein und bearbeite; zur Ausführung; abschließen. | Setze den Posten ein und bearbeite den Posten; zur Ausführung; abschließen.	G407-E2203|G407-E2717|G515-E0302	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
77	OL+AL	3	2	2	3	3	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; zum Zielort	Weiter: gib den Posten; zum Zielort.	Weiter: gib den Posten; zum Zielort. | Weiter: halte den Posten; zum Zielort. | Weiter: setze den Posten; zum Zielort.	G407-E2067|G407-E2158|G407-E2437	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
78	OL+CH+E+O+DY	3	3	3	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; nehmen; auf Grad I; zur Ausführung; abschließen	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen.	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen. | Weiter: nimm den Wert; auf Grad I; zur Ausführung; abschließen.	G407-E1141|G407-E3949|G407-E4261	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
79	OL+D_ADDR+AIIN	3	2	1	3	3	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; hier; den Wert	Weiter: gib den Wert; hier.	Weiter: gib den Wert; hier. | Weiter: nimm den Wert; hier. | Weiter: halte den Wert; hier.	G407-E3972|G407-E4234|G407-E4238	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
80	OL+K+AIIN	3	3	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; den Wert	Weiter: gib den Wert.	Weiter: gib den Wert.	G407-E2903|G407-E3196|G407-E4442	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
81	OL+K+AR	3	3	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; geben; vom Ausgang	Weiter: gib den Anteil; vom Ausgang.	Weiter: gib den Anteil; vom Ausgang. | Weiter: gib die Einheit; vom Ausgang.	G407-E1447|G407-E2909|G407-E4517	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
82	OL+K+EE+D_ADDR+Y	3	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; auf Grad II; hier; den Posten	Weiter: gib den Posten; auf Grad II; hier.	Weiter: gib den Posten; auf Grad II; hier.	G407-E2999|G407-E3631|G407-E3640	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
83	OL+K+Y	3	3	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; den Posten	Weiter: gib den Posten.	Weiter: gib den Posten.	G407-E1470|G407-E2123|G407-E3118	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
84	OL+SH+EE+DY	3	3	3	3	1	3	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; halten; auf Grad II; abschließen	Weiter: halte den Anteil; auf Grad II; abschließen.	Weiter: halte den Anteil; auf Grad II; abschließen. | Weiter: halte den Wert; auf Grad II; abschließen. | Weiter: halte den Posten; auf Grad II; abschließen.	G407-E1466|G407-E2462|G407-E2798	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
85	OT+AL+Y	3	3	2	2	2	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; zum Zielort; den Posten	Danach: halte den Posten; zum Zielort.	Danach: halte den Posten; zum Zielort. | Danach: setze den Posten; zum Zielort.	G407-E1123|G407-E1273|G407-E2029	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
86	OT+CH+OR	3	3	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; nehmen; die Einheit	Danach: nimm die Einheit.	Danach: nimm die Einheit.	G407-E0277|G407-E0399|G407-E0841	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
87	OT+E+O+D_ADDR+AR	3	2	1	3	3	2	2	FORMAL_RELATION_PROLOGUE|INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; auf Grad I; zur Ausführung; hier; vom Ausgang	Danach: setze den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	Danach: setze den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang. | Danach: auf Grad I; zur Ausführung; hier; vom Ausgang. | Danach: halte den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	G407-E1081|G407-E1179|G407-E1353	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
88	OT+E+OR	3	3	2	3	3	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; auf Grad I; die Einheit	Danach: bearbeite die Einheit; auf Grad I.	Danach: bearbeite die Einheit; auf Grad I. | Danach: nimm die Einheit; auf Grad I. | Danach: setze die Einheit; auf Grad I.	G407-E3242|G407-E3865|G515-E0252	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
89	OT+EE+S	3	1	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; auf Grad II; wählen	Danach: wähle den Wert; auf Grad II.	Danach: wähle den Wert; auf Grad II. | Danach: wähle den Posten; auf Grad II.	G407-E1259|G407-E1290|G407-E1371	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
90	S+OL+CHD+Y	3	3	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; weiter; bearbeiten; den Posten	Weiter: wähle den Posten und bearbeite den Posten.	Weiter: wähle den Posten und bearbeite den Posten.	G407-E1883|G407-E2549|G407-E3749	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
91	S+SH+E+DY	3	3	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; halten; auf Grad I; abschließen	Wähle den Posten und halte den Posten; auf Grad I; abschließen.	Wähle den Posten und halte den Posten; auf Grad I; abschließen.	G407-E1814|G407-E2457|G515-E0502	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
92	SH+CH+K+E+DY	3	2	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; nehmen; geben; auf Grad I; abschließen	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; abschließen.	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; abschließen.	G407-E3175|G407-E3689|G407-E3690	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
93	T+CH+O+DY	3	2	1	2	1	2	2	VISIBLE_ACTION_FULL_OPERATION|VISIBLE_ACTION_OBJECTLESS_OPERATION	TWO_TO_FIVE	NO	einstellen; nehmen; zur Ausführung; abschließen	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen. | Stelle ein und nimm; zur Ausführung; abschließen.	G407-E0313|G407-E4399|G407-E4479	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
94	Y+K+OL+Y	3	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	den Posten; geben; weiter; den Posten	Weiter: gib die beiden Posten.	Weiter: gib die beiden Posten.	G407-E0437|G407-E1361|G407-E1388	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
95	AL+OL	2	2	2	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zum Zielort; weiter	Weiter: gib den Posten; zum Zielort.	Weiter: gib den Posten; zum Zielort.	G407-E2263|G515-E0569	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
96	AL+SH+E+DY	2	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zum Zielort; halten; auf Grad I; abschließen	Halte den Posten; zum Zielort; auf Grad I; abschließen.	Halte den Posten; zum Zielort; auf Grad I; abschließen.	G407-E2047|G407-E2132	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
97	CARRIER_Q+O+CH+T+OL+Y	2	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	am Beginn; zur Ausführung; nehmen; einstellen; weiter; den Posten	Weiter: nimm den Posten und stelle den Posten ein; am Beginn; zur Ausführung.	Weiter: nimm den Posten und stelle den Posten ein; am Beginn; zur Ausführung.	G407-E0262|G407-E4063	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
98	CARRIER_Q+O+E+K+OL	2	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	am Beginn; zur Ausführung; auf Grad I; geben; weiter	Weiter: gib den Wert; am Beginn; zur Ausführung; auf Grad I.	Weiter: gib den Wert; am Beginn; zur Ausführung; auf Grad I.	G407-E3853|G407-E3854	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
99	CARRIER_Q+O+OL	2	2	1	2	2	2	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	am Beginn; zur Ausführung; weiter	Weiter: setze den Anteil; am Beginn; zur Ausführung.	Weiter: setze den Anteil; am Beginn; zur Ausführung. | Weiter: halte den Posten; am Beginn; zur Ausführung.	G407-E0705|G407-E1937	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
100	CH+CH+T+E+DY	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	nehmen; nehmen; einstellen; auf Grad I; abschließen	Nimm den Anteil zweimal und stelle den Anteil ein; auf Grad I; abschließen.	Nimm den Anteil zweimal und stelle den Anteil ein; auf Grad I; abschließen. | Nimm den Posten zweimal und stelle den Posten ein; auf Grad I; abschließen.	G407-E1728|G515-E0496	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
101	CH+K+EE+DY	2	2	2	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	nehmen; geben; auf Grad II; abschließen	Nimm den Posten und gib den Posten; auf Grad II; abschließen.	Nimm den Posten und gib den Posten; auf Grad II; abschließen. | Nimm die Einheit und gib die Einheit; auf Grad II; abschließen.	G407-E1438|G407-E3475	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
