master_card_id	master_form	registered_surfaces	semantic_atoms	current_spoken_default_de	teaching_layer	drawer	event_count	records	previous_default_de	period_revision
MC140	qokeeedy	qokeeedy	OK+EEE+CLOSE	einsetzen · vollständig; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	einsetzen · vollständig; schließen	UNCHANGED
MC141	tshey	tshey	CHEEY	Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	Klarlauf	UNCHANGED
MC142	dchol	dchol|schol	DCHOL	vom vorigen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	2	H3|H5	vom vorigen Posten	SHORTENED_ACTIVE_CARD
MC143	shckhedy	shckhedy	CKHE+CLOSE	seihen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B4	seihen; schließen	SHORTENED_ACTIVE_CARD
MC144	chldaiin	chldaiin	SHED+AIIN	absetzen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	absetzen · Sollmaß	UNCHANGED
MC145	chedain	chedain	CHD+AIN	übertragen · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	übertragen · Anteil	UNCHANGED
MC146	chealror	chealror	AL+OR	Zielstelle · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	B3	Zielstelle · Ansatz	UNCHANGED
MC147	cheky	cheky	CHK+E+Y	kurz wärmen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B4	kurz wärmen	UNCHANGED
MC148	ykan	ykan	Y+AIN	Posten · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4	Posten · Anteil	UNCHANGED
MC149	solshedy	solshedy	OL+SHED+CLOSE	weiter · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	weiter · absetzen; schließen	UNCHANGED
MC150	okeeol	okeeol	OK+EE+OL	einsetzen · länger · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4	einsetzen · länger · weiter	UNCHANGED
MC151	qokshedy	qokshedy	OK+SHED+CLOSE	einsetzen · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	einsetzen · absetzen; schließen	UNCHANGED
MC152	ches	ches	PARTITION	teilen	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1	B2	teilen	UNCHANGED
MC153	cheol	cheol|chol|ol|qol|sol|tol	OL	weiter	REVISED_SHARED_17	ACTIVE_CORE	19	B1|B3|B4|B5|B6|H1|H2	weiter	UNCHANGED
MC154	al	al|chal|cheal|dal|sal|tal	AL	dorthin	REVISED_SHARED_17	ACTIVE_CORE	10	B1|B2|B3|B4|B5|H5	dorthin	UNCHANGED
MC155	lchedy	lchedy	L+CHD+CLOSE	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	8	B2|B3|B4	abführen; schließen	SHORTENED_ACTIVE_CARD
MC156	cphy	cphy	CPH+Y	nachseihen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H3	nachseihen · Posten	UNCHANGED
MC157	cholor	cholor|olor	OL+OR	damit weiter	REVISED_SHARED_17	ACTIVE_CORE	2	B1|H2	damit weiter	UNCHANGED
MC158	cthoor	cthoor	CTH+OR	bereitstellen · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1	bereitstellen · Ansatz	UNCHANGED
MC159	os	os	OS	Gefäß	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1	Gefäß	UNCHANGED
MC160	talam	talam	AL+AM	Zielstelle · verwahren	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	H4	Zielstelle · verwahren	UNCHANGED
MC161	checthy	checthy|cthy|shcthy	CTH+Y	bereit	REVISED_SHARED_17	ACTIVE_CORE	7	B3|H1|H2|H3	diesen Posten bereitstellen	SHORTENED_ACTIVE_CARD
MC162	qolchey	qolchey	OL+Y	weiter · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	B4	weiter · Posten	UNCHANGED
MC163	qotchol	qotchol	OT+OL	danach · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H1	danach · weiter	UNCHANGED
MC164	qokylddy	qokylddy	OK+Y+LDDY	einsetzen · Posten · festbinden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	B4	einsetzen · Posten · festbinden	UNCHANGED
MC165	qockhey	qockhey	OK+CKH+E+Y	einsetzen · Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B4	einsetzen · Durchgang · kurz · Posten	UNCHANGED
MC166	chkeey	chkeey	CHK+EE+Y	wärmen · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	wärmen · länger · Posten	UNCHANGED
MC167	lochedy	lochedy	L+CHD+CLOSE	abführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	abführen · übertragen; schließen	UNCHANGED
MC168	lcheckhy	lcheckhy	L+CKH+Y	abführen · Durchgang · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	abführen · Durchgang · Posten	UNCHANGED
MC169	cthaiin	cthaiin	CTH+AIIN	bereitstellen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H2	bereitstellen · Sollmaß	UNCHANGED
MC170	ykaiin	ykaiin	Y+AIIN	Posten · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4	Posten · Sollmaß	UNCHANGED
MC171	otchey	otchey	OT+Y	das nächste	REVISED_SHARED_17	ACTIVE_CORE	2	B4|H5	der nächste Posten	SHORTENED_ACTIVE_CARD
MC172	daiiin	daiiin	IIN	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	B5	Arbeitsstufe	UNCHANGED
MC173	qoteedy	qoteedy	OT+EE+CLOSE	danach · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2|B3	danach · länger; schließen	UNCHANGED
