event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	current_spoken_default_de	teaching_layer	drawer	previous_default_de
190	B2-S008	B2	f82r	sotaiin	MC060	Folgemaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	nächstes Sollmaß
191	B2-S008	B2	f82r	qokar	MC044	einsetzen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	einsetzen · Ausgang
192	B2-S008	B2	f82r	shedy	MC128	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz absetzen; schließen
193	B2-S009	B2	f82r	solshedy	MC149	weiter · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	weiter · absetzen; schließen
194	B2-S010	B2	f82r	qokeey	MC002	lange einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken
195	B2-S010	B2	f82r	qoky	MC026	einsetzen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten einsetzen
196	B2-S010	B2	f82r	ls	MC065	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	abführen
197	B2-S010	B2	f82r	cheey	MC119	Klarauszug	REVISED_SHARED_17	ACTIVE_CORE	Klarlauf
198	B2-S011	B2	f82r	okain	MC017	Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einen Anteil zugeben
199	B2-S011	B2	f82r	char	MC055	davon	REVISED_SHARED_17	ACTIVE_CORE	davon
200	B2-S011	B2	f82r	okain	MC017	Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einen Anteil zugeben
201	B2-S011	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
202	B2-S012	B2	f82r	lchy	MC008	abführen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	abführen · Posten
203	B2-S012	B2	f82r	cheey	MC119	Klarauszug	REVISED_SHARED_17	ACTIVE_CORE	Klarlauf
204	B2-S012	B2	f82r	qcthey	MC073	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	bereitstellen · kurz · Posten
205	B2-S012	B2	f82r	qokeey	MC002	lange einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken
206	B2-S012	B2	f82r	lcheey	MC066	abführen · Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	abführen · Klarlauf
207	B2-S012	B2	f82r	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	Sollmaß
208	B2-S012	B2	f82r	chey	MC123	dies	REVISED_SHARED_17	ACTIVE_CORE	dieser Posten
209	B2-S012	B2	f82r	qokeeedy	MC140	einsetzen · vollständig; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	einsetzen · vollständig; schließen
210	B2-S013	B2	f82r	lchedy	MC155	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abführen; schließen
211	B2-S014	B2	f82r	lar	MC029	abführen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	abführen · Ausgang
212	B2-S015	B2	f82r	tshey	MC141	Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	Klarlauf
213	B2-S015	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
214	B2-S016	B2	f82r	cheal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE	dorthin
215	B2-S016	B2	f82r	lchedar	MC011	abführen · übertragen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	abführen · übertragen · Ausgang
216	B2-S016	B2	f82r	ches	MC152	teilen	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	teilen
217	B2-S016	B2	f82r	aiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	Sollmaß
218	B2-S016	B2	f82r	oteey	MC063	danach · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	danach · länger · Posten
219	B2-S016	B2	f82r	qokaiin	MC120	bemessen	REVISED_SHARED_17	ACTIVE_CORE	auf Sollmaß stellen
220	B2-S016	B2	f82r	okey	MC007	kurz einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz einwirken
221	B2-S016	B2	f82r	pchedy	MC070	zuführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	zuführen · übertragen; schließen
222	B2-S017	B2	f82r	rsheal	MC102	halten · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	halten · kurz · Zielstelle
223	B2-S017	B2	f82r	daldy	MC079	Zielstelle; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	Zielstelle; schließen
224	B2-S018	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
225	B2-S019	B2	f82r	rshedy	MC084	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	waschen; schließen
226	B2-S020	B2	f82r	qoteedy	MC173	danach · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	danach · länger; schließen
227	B2-S021	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
228	B2-S022	B2	f82r	lochedy	MC167	abführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	abführen · übertragen; schließen
229	B3-S001	B3	f83r	olkeedy	MC045	lange sammeln; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger auffangen; schließen
230	B3-S002	B3	f83r	qotal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	danach dorthin
231	B3-S002	B3	f83r	chkeedy	MC110	wärmen · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	wärmen · länger; schließen
232	B3-S003	B3	f83r	chey	MC123	dies	REVISED_SHARED_17	ACTIVE_CORE	dieser Posten
233	B3-S003	B3	f83r	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	Sollmaß
234	B3-S003	B3	f83r	chey	MC123	dies	REVISED_SHARED_17	ACTIVE_CORE	dieser Posten
235	B3-S003	B3	f83r	lchedy	MC155	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abführen; schließen
236	B3-S004	B3	f83r	qokaiin	MC120	bemessen	REVISED_SHARED_17	ACTIVE_CORE	auf Sollmaß stellen
237	B3-S004	B3	f83r	qotal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	danach dorthin
238	B3-S004	B3	f83r	dar	MC055	davon	REVISED_SHARED_17	ACTIVE_CORE	davon
239	B3-S005	B3	f83r	schedy	MC025	überführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	übertragen; schließen
240	B3-S006	B3	f83r	chedchy	MC064	übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	übertragen · Posten
241	B3-S006	B3	f83r	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE	dorthin einsetzen
242	B3-S006	B3	f83r	olchedy	MC028	weiterführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	weiter übertragen; schließen
243	B3-S007	B3	f83r	qokaiin	MC120	bemessen	REVISED_SHARED_17	ACTIVE_CORE	auf Sollmaß stellen
244	B3-S007	B3	f83r	chedy	MC074	überführen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten übertragen
245	B3-S007	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
246	B3-S008	B3	f83r	lchedy	MC155	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abführen; schließen
247	B3-S009	B3	f83r	qoky	MC026	einsetzen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten einsetzen
248	B3-S010	B3	f83r	pchedal	MC126	zuführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	zuführen · übertragen · Zielstelle
249	B3-S010	B3	f83r	otedy	MC135	danach · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	danach · kurz; schließen
250	B3-S011	B3	f83r	shecthedchy	MC043	bereitstellen · übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	bereitstellen · übertragen · Posten
251	B3-S011	B3	f83r	qoky	MC026	einsetzen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten einsetzen
252	B3-S011	B3	f83r	chedy	MC074	überführen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten übertragen
253	B3-S011	B3	f83r	chary	MC009	Ausgang · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	Ausgang · Posten
254	B3-S012	B3	f83r	sor	MC080	Ansatz	REVISED_SHARED_17	ACTIVE_CORE	Arbeitsansatz
255	B3-S012	B3	f83r	shedy	MC128	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz absetzen; schließen
256	B3-S013	B3	f83r	qokaiin	MC120	bemessen	REVISED_SHARED_17	ACTIVE_CORE	auf Sollmaß stellen
257	B3-S013	B3	f83r	chkain	MC105	Anteil	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einen Anteil
258	B3-S013	B3	f83r	shcthey	MC073	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	bereitstellen · kurz · Posten
259	B3-S013	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz einwirken; schließen
260	B3-S014	B3	f83r	okair	MC081	einsetzen · Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	einsetzen · Flüssigkeitslauf
261	B3-S014	B3	f83r	sheedy	MC003	absetzen · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	absetzen · länger; schließen
262	B3-S015	B3	f83r	lchedy	MC155	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abführen; schließen
263	B3-S016	B3	f83r	lo	MC030	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	abführen
264	B3-S016	B3	f83r	qokchedy	MC005	einführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einsetzen, übertragen; schließen
265	B3-S017	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
266	B3-S018	B3	f83r	shedy	MC128	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz absetzen; schließen
267	B3-S019	B3	f83r	qokshedy	MC151	einsetzen · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	einsetzen · absetzen; schließen
268	B3-S020	B3	f83r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE	dorthin
269	B3-S020	B3	f83r	lchedy	MC155	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abführen; schließen
270	B3-S021	B3	f83r	qokaiin	MC120	bemessen	REVISED_SHARED_17	ACTIVE_CORE	auf Sollmaß stellen
271	B3-S021	B3	f83r	shcthy	MC161	bereit	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten bereitstellen
272	B3-S021	B3	f83r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE	dorthin
273	B3-S021	B3	f83r	sy	MC123	dies	REVISED_SHARED_17	ACTIVE_CORE	dieser Posten
274	B3-S021	B3	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	Sollmaß
275	B3-S021	B3	f83r	shedal	MC113	absetzen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	absetzen · Zielstelle
276	B3-S021	B3	f83r	shecthy	MC137	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	bereitstellen · kurz · Posten
277	B3-S021	B3	f83r	chey	MC123	dies	REVISED_SHARED_17	ACTIVE_CORE	dieser Posten
278	B3-S021	B3	f83r	tal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE	dorthin
279	B3-S021	B3	f83r	shcthy	MC161	bereit	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten bereitstellen
280	B3-S021	B3	f83r	dalchdy	MC031	Zielstelle · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	Zielstelle · übertragen; schließen
281	B3-S022	B3	f83r	qotchedy	MC057	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	danach · übertragen; schließen
282	B3-S023	B3	f83r	lchedy	MC155	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abführen; schließen
283	B3-S024	B3	f83r	tchedy	MC025	überführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	übertragen; schließen
284	B3-S025	B3	f83r	qokchdy	MC088	einführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einsetzen, übertragen; schließen
285	B3-S026	B3	f83r	cheedar	MC042	übertragen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	übertragen · Ausgang
286	B3-S026	B3	f83r	chldaiin	MC144	absetzen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	absetzen · Sollmaß
287	B3-S026	B3	f83r	chedy	MC074	überführen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten übertragen
288	B3-S026	B3	f83r	qokain	MC017	Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einen Anteil zugeben
289	B3-S026	B3	f83r	checthy	MC161	bereit	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten bereitstellen
290	B3-S026	B3	f83r	chealror	MC146	Zielstelle · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	Zielstelle · Ansatz
291	B3-S026	B3	f83r	solkeedy	MC045	lange sammeln; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger auffangen; schließen
292	B3-S027	B3	f83r	qoteedy	MC173	danach · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	danach · länger; schließen
293	B3-S028	B3	f83r	qokeey	MC002	lange einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken
294	B3-S028	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz einwirken; schließen
295	B3-S029	B3	f83r	sol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE	weiter
296	B3-S029	B3	f83r	cheeety	MC094	vollständig · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	vollständig · Teil
297	B3-S029	B3	f83r	qokedy	MC083	kurz einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz einwirken; schließen
298	B3-S030	B3	f83r	qoky	MC026	einsetzen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten einsetzen
299	B3-S030	B3	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	Sollmaß
300	B3-S030	B3	f83r	schedair	MC116	Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	Flüssigkeitslauf
301	B3-S030	B3	f83r	otchedy	MC057	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	danach · übertragen; schließen
302	B3-S031	B3	f83r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
303	B3-S032	B3	f83r	chedain	MC145	übertragen · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	übertragen · Anteil
304	B3-S032	B3	f83r	chedy	MC074	überführen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten übertragen
305	B3-S032	B3	f83r	qotedaiin	MC018	danach · kurz · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	danach · kurz · Sollmaß
306	B3-S032	B3	f83r	otaiin	MC060	Folgemaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	nächstes Sollmaß
307	B3-S032	B3	f83r	otedy	MC135	danach · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	danach · kurz; schließen
308	B3-S033	B3	f83r	ldy	MC004	abziehen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abziehen; schließen
309	B3-S034	B3	f83r	soiiin	MC033	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	Arbeitsstufe
310	B3-S034	B3	f83r	checthy	MC161	bereit	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten bereitstellen
311	B3-S034	B3	f83r	chety	MC086	Anteil	REVISED_SHARED_17	ACTIVE_CORE	einen Teil abtrennen
312	B3-S034	B3	f83r	otaiin	MC060	Folgemaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	nächstes Sollmaß
313	B3-S034	B3	f83r	olsaly	MC078	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	Zielstelle · Posten
314	B3-S034	B3	f83r	shedy	MC128	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz absetzen; schließen
315	B4-S001	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
316	B4-S002	B4	f83r	qolchey	MC162	weiter · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	weiter · Posten
317	B4-S002	B4	f83r	qokeey	MC002	lange einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken
318	B4-S002	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz einwirken; schließen
319	B4-S003	B4	f83r	chedy	MC074	überführen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten übertragen
320	B4-S003	B4	f83r	otal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	danach dorthin
321	B4-S003	B4	f83r	otchey	MC171	das nächste	REVISED_SHARED_17	ACTIVE_CORE	der nächste Posten
322	B4-S003	B4	f83r	qokeey	MC002	lange einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken
323	B4-S003	B4	f83r	qoky	MC026	einsetzen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten einsetzen
324	B4-S003	B4	f83r	tol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE	weiter
325	B4-S003	B4	f83r	shedy	MC128	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz absetzen; schließen
326	B4-S004	B4	f83r	qokylddy	MC164	einsetzen · Posten · festbinden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	einsetzen · Posten · festbinden
327	B4-S005	B4	f83r	dain	MC059	Tuch	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	Tuch
328	B4-S005	B4	f83r	chedy	MC074	überführen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten übertragen
329	B4-S005	B4	f83r	qokeedy	MC082	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	länger einwirken; schließen
330	B4-S006	B4	f83r	shckhedy	MC143	seihen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	seihen; schließen
331	B4-S007	B4	f83r	shckhedy	MC143	seihen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	seihen; schließen
332	B4-S008	B4	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	Sollmaß
333	B4-S008	B4	f83r	cheeky	MC032	länger bearbeiten	REVISED_SHARED_17	ACTIVE_CORE	länger bearbeiten
334	B4-S008	B4	f83r	sheey	MC095	halten · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	halten · länger · Posten
335	B4-S008	B4	f83r	qokedy	MC083	kurz einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz einwirken; schließen
336	B4-S009	B4	f83r	shedy	MC128	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz absetzen; schließen
337	B4-S010	B4	f83r	oldy	MC019	fertig	REVISED_SHARED_17	ACTIVE_CORE	fortsetzen; abschließen
338	B4-S011	B4	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	Sollmaß
339	B4-S011	B4	f83r	cheky	MC147	kurz wärmen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz wärmen
340	B4-S011	B4	f83r	okeeol	MC150	einsetzen · länger · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	einsetzen · länger · weiter
341	B4-S011	B4	f83r	okain	MC017	Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einen Anteil zugeben
342	B4-S011	B4	f83r	chdy	MC074	überführen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten übertragen
343	B4-S011	B4	f83r	sol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE	weiter
344	B4-S011	B4	f83r	lkedy	MC124	abführen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	abführen · kurz; schließen
345	B4-S012	B4	f83r	lchedy	MC155	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abführen; schließen
346	B4-S013	B4	f83r	qokol	MC024	einsetzen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	einsetzen · weiter
347	B4-S013	B4	f83r	shedy	MC128	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz absetzen; schließen
348	B4-S014	B4	f83r	or	MC080	Ansatz	REVISED_SHARED_17	ACTIVE_CORE	Arbeitsansatz
349	B4-S014	B4	f83r	chey	MC123	dies	REVISED_SHARED_17	ACTIVE_CORE	dieser Posten
350	B4-S014	B4	f83r	qockhey	MC165	einsetzen · Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	einsetzen · Durchgang · kurz · Posten
351	B4-S014	B4	f83r	dairydy	MC091	Flüssigkeitslauf · Posten; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	Flüssigkeitslauf · Posten; schließen
352	B4-S015	B4	f83r	qokain	MC017	Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einen Anteil zugeben
353	B4-S015	B4	f83r	shey	MC119	Klarauszug	REVISED_SHARED_17	ACTIVE_CORE	Klarlauf
354	B4-S015	B4	f83r	kain	MC105	Anteil	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einen Anteil
355	B4-S015	B4	f83r	chckhal	MC022	Durchgang · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	Durchgang · Zielstelle
356	B4-S015	B4	f83r	solkey	MC050	auffangen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	auffangen · kurz · Posten
357	B4-S015	B4	f83r	lchedy	MC155	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	abführen; schließen
358	B4-S016	B4	f83r	qolkain	MC097	weiter · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	weiter · Anteil
359	B4-S016	B4	f83r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE	dorthin
360	B4-S016	B4	f83r	skar	MC089	ausgießen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	ausgießen · Ausgang
361	B4-S016	B4	f83r	shedy	MC128	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	kurz absetzen; schließen
362	B5-S001	B5	f83r	otchdy	MC067	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	danach · übertragen; schließen
363	B5-S002	B5	f83r	qokchdy	MC088	einführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	einsetzen, übertragen; schließen
364	B5-S003	B5	f83r	shedal	MC113	absetzen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	absetzen · Zielstelle
365	B5-S003	B5	f83r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE	dorthin
366	B5-S003	B5	f83r	cheol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE	weiter
367	B5-S003	B5	f83r	lol	MC092	abführen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	abführen · weiter
368	B5-S003	B5	f83r	chdal	MC001	übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	übertragen · Zielstelle
369	B5-S003	B5	f83r	aiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	Sollmaß
370	B5-S003	B5	f83r	sol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE	weiter
371	B5-S003	B5	f83r	daiiin	MC172	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	Arbeitsstufe
372	B5-S003	B5	f83r	chedy	MC074	überführen	REVISED_SHARED_17	ACTIVE_CORE	diesen Posten übertragen
373	B6-S001	B6	f83r	solkeey	MC020	auffangen · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	auffangen · länger · Posten
374	B6-S001	B6	f83r	qekey	MC052	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	bearbeiten · kurz · Posten
375	B6-S001	B6	f83r	raly	MC046	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	Zielstelle · Posten
