unified_serial	dossier_id	case_phase	register	page	locus	semantic_or_operational_input_de	encoder_mode	encoder_rule_id	component_or_nomenclator_formula	selected_surface	renderer_or_address_choice	source_status
U258	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.11	kurz bereithalten	COMPOSE_FROM_COMPONENTS	NONE	CTH_READY+GRADE_1+Y_CURRENT	shcthey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U259	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.11	kurz ansetzen; Schluss	PARADIGM_RULE	P16	OK_SET+GRADE_1+DY_CLOSE	qokedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U260	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.11	Wasser einlassen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+AIR_WATER	okair	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U261	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.11	länger absetzen; Schluss	PARADIGM_RULE	P26	SHED_SETTLE+GRADE_2+DY_CLOSE	sheedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U262	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.11	abführen; Schluss	PARADIGM_RULE	P21	L_OUT+CHED_TRANSFER+TERMINAL	lchedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U263	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.11	abfuehren	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+O_RESIDUAL_BRANCH	lo	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U264	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	umsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OK+CHED_TRANSFER+CLOSE	qokchedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U265	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	länger ansetzen; Schluss	PARADIGM_RULE	P17	OK_SET+GRADE_2+DY_CLOSE	qokeedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U266	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U267	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	absetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+SHED_SETTLE+CLOSE	qokshedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U268	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	dorthin	PARADIGM_RULE	P06	AL_TO	dal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U269	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	abführen; Schluss	PARADIGM_RULE	P21	L_OUT+CHED_TRANSFER+TERMINAL	lchedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U270	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	auf Sollmaß einstellen	PARADIGM_RULE	P11	OK_SET+AIIN_TARGET_MEASURE	qokaiin	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U271	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	bereit	PARADIGM_RULE	P36	CTH_READY+Y_CURRENT	shcthy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U272	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	dorthin	PARADIGM_RULE	P06	AL_TO	dal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U273	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.14	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	sy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U274	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	saiin	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U275	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	dort absetzen	COMPOSE_FROM_COMPONENTS	NONE	SHED_SETTLE+AL_TO	shedal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U276	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	kurz bereit halten	COMPOSE_FROM_COMPONENTS	NONE	CTH_READY+E_SHORT+Y_CURRENT	shecthy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U277	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	chey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U278	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	dorthin	PARADIGM_RULE	P06	AL_TO	tal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U279	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	bereit	PARADIGM_RULE	P36	CTH_READY+Y_CURRENT	shcthy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U280	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	dorthin umsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	D+AL_TO+CHD_TRANSFER+CLOSE	dalchdy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U281	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	Folgeumsetzung; Schluss	PARADIGM_RULE	P24	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	qotchedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U282	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.15	abführen; Schluss	PARADIGM_RULE	P21	L_OUT+CHED_TRANSFER+TERMINAL	lchedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U283	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.16	umsetzen; Schluss	PARADIGM_RULE	P20	CHED_TRANSFER+TERMINAL	tchedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U284	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.16	umsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OK+CHD_TRANSFER+CLOSE	qokchdy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U285	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.16	von dort umsetzen	COMPOSE_FROM_COMPONENTS	NONE	CHED_TRANSFER+AR_FROM	cheedar	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U286	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.16	Absetzmaß	COMPOSE_FROM_COMPONENTS	NONE	CHLD_SETTLE+AIIN_MEASURE	chldaiin	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U287	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.16	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U288	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.16	eine Portion zugeben	PARADIGM_RULE	P12	OK+AIN_PORTION	qokain	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U289	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.16	bereit	PARADIGM_RULE	P36	CTH_READY+Y_CURRENT	checthy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U290	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.16	Ansatz von dort zur Zielstelle	COMPOSE_FROM_COMPONENTS	NONE	AL_TO+R_FRAME+OR_BATCH	chealror	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U291	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	länger sammeln; Schluss	PARADIGM_RULE	P35	SOLK_COLLECT+EE_LONG+TERMINAL	solkeedy	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U292	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	lange Folge; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+GRADE_2+CLOSE	qoteedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U293	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	länger ansetzen	PARADIGM_RULE	P15	OK_SET+GRADE_2+Y_OPEN	qokeey	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U294	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	kurz ansetzen; Schluss	PARADIGM_RULE	P16	OK_SET+GRADE_1+DY_CLOSE	qokedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U295	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	sol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U296	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	ganzen Teilposten	COMPOSE_FROM_COMPONENTS	NONE	EEE_FULL+TY_PART	cheeety	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U297	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	kurz ansetzen; Schluss	PARADIGM_RULE	P16	OK_SET+GRADE_1+DY_CLOSE	qokedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U298	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	Posten ansetzen	PARADIGM_RULE	P10	OK_SET+Y_OPEN	qoky	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U299	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.20	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	saiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U300	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	Wasser weiterleiten	COMPOSE_FROM_COMPONENTS	NONE	SCHED_LEAD+AIR_WATER	schedair	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U301	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	Folgeumsetzung; Schluss	PARADIGM_RULE	P24	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	otchedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U302	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	länger ansetzen; Schluss	PARADIGM_RULE	P17	OK_SET+GRADE_2+DY_CLOSE	qokeedy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U303	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	Portion umsetzen	COMPOSE_FROM_COMPONENTS	NONE	CHED_TRANSFER+AIN_PORTION	chedain	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U304	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U305	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	kurzes Folgemass	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+E_SHORT+AIIN_MEASURE	qotedaiin	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U306	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	Folgemaß	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+AIIN_MEASURE	otaiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U307	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	kurze Folge; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+GRADE_1+CLOSE	otedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U308	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.22	abziehen; Ende	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+CLOSE_EXACT	ldy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U309	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.24	Sollstufe	PARADIGM_RULE	P05	IIN_TARGET_STAGE	soiiin	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U310	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.24	bereit	PARADIGM_RULE	P36	CTH_READY+Y_CURRENT	checthy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U311	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.24	Teil abtrennen	COMPOSE_FROM_COMPONENTS	NONE	CH_PARTITION+TY_PART	chety	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U312	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.24	Folgemaß	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+AIIN_MEASURE	otaiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U313	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.24	untere Zielstelle	COMPOSE_FROM_COMPONENTS	NONE	OLS_BELOW+AL_TO+Y_ITEM	olsaly	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U314	D4_FRESH_PLANT_LEFT_WHEEL	HOW	PROSE_WORKSHOP	f83r	f83r.24	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U315	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.25	länger ansetzen; Schluss	PARADIGM_RULE	P17	OK_SET+GRADE_2+DY_CLOSE	qokeedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U316	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.25	diesen Posten weiterfuehren	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+Y_CURRENT	qolchey	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U317	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.25	länger ansetzen	PARADIGM_RULE	P15	OK_SET+GRADE_2+Y_OPEN	qokeey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U318	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.25	kurz ansetzen; Schluss	PARADIGM_RULE	P16	OK_SET+GRADE_1+DY_CLOSE	qokedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U319	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.25	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U320	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.25	danach dorthin	COMPOSE_FROM_COMPONENTS	NONE	OT_NEXT+AL_TO	otal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U321	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.26	Folgeposten	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+Y_CURRENT_ITEM	otchey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U322	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.26	länger ansetzen	PARADIGM_RULE	P15	OK_SET+GRADE_2+Y_OPEN	qokeey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U323	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.26	Posten ansetzen	PARADIGM_RULE	P10	OK_SET+Y_OPEN	qoky	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U324	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.26	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	tol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U325	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.26	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U326	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.26	befestigen	COPY_WHOLE_CARD	NONE	OK+Y_ITEM+LDDY_FASTEN_CLOSE	qokylddy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U327	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.27	Tuch	COPY_WHOLE_CARD	NONE	DAIN_CLOTH_WHOLE	dain	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U328	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.27	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U329	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.27	länger ansetzen; Schluss	PARADIGM_RULE	P17	OK_SET+GRADE_2+DY_CLOSE	qokeedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U330	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.27	seihen; Schluss	PARADIGM_RULE	P31	CKHE_STRAIN+TERMINAL	shckhedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U331	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.27	seihen; Schluss	PARADIGM_RULE	P31	CKHE_STRAIN+TERMINAL	shckhedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U332	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.28	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	saiin	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U333	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.28	länger wärmen	PARADIGM_RULE	P28	CHK_WARM+GRADE_2+Y_OPEN	cheeky	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U334	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.28	laenger ruhen	COMPOSE_FROM_COMPONENTS	NONE	SH_REST+EE_LONG+Y_CURRENT	sheey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U335	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.28	kurz ansetzen; Schluss	PARADIGM_RULE	P16	OK_SET+GRADE_1+DY_CLOSE	qokedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U336	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.28	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U337	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.28	fortsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+DY_CLOSE	oldy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U338	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.35	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	saiin	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U339	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.35	kurz wärmen	PARADIGM_RULE	P27	CHK_WARM+GRADE_1+Y_OPEN	cheky	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U340	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.35	länger fortführen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+GRADE_2+OL_CONTINUE	okeeol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U341	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.35	eine Portion zugeben	PARADIGM_RULE	P12	OK+AIN_PORTION	okain	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U342	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.35	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chdy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U343	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.37	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	sol	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U344	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.37	nachwaschen	COPY_WHOLE_CARD	NONE	LKEDY_REWASH_WHOLE+CLOSE	lkedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U345	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.37	abführen; Schluss	PARADIGM_RULE	P21	L_OUT+CHED_TRANSFER+TERMINAL	lchedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U346	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.37	Fortsetzung einsetzen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+OL_CONTINUE	qokol	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U347	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.37	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U348	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.38	Ansatz	PARADIGM_RULE	P08	OR_BATCH	or	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U349	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.38	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	chey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U350	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.38	kurzen Durchlauf ansetzen	COMPOSE_FROM_COMPONENTS	NONE	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	qockhey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U351	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.38	Wasserlauf schließen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	dairydy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U352	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.39	eine Portion zugeben	PARADIGM_RULE	P12	OK+AIN_PORTION	qokain	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U353	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.39	Klarlauf	PARADIGM_RULE	P37	SHEY_CLEAR_LIQUID_WHOLE	shey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U354	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.39	eine Portion	PARADIGM_RULE	P04	AIN_PORTION	kain	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U355	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.39	zur Zielstelle durchleiten	COMPOSE_FROM_COMPONENTS	NONE	CKH_THROUGH+AL_TO	chckhal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
