group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267
54	f67r2	f67r2.21	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	am	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_21: Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
55	f67r2	f67r2.21	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	ar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
56	f67r2	f67r2.22	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_22	F67_LEFT_WHEEL_NS	okal	MC040	dorthin einsetzen	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	reuse common card; expand it under the local diagram owner	dorthin einsetzen	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
57	f67r2	f67r2.23	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	oparchy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
58	f67r2	f67r2.23	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	salsain	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.	compose the AIN/AN value and copy only any marked local residual	Zielportion oder Ziel-Teilwert	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION
59	f67r2	f67r2.24	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	sodar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
60	f67r2	f67r2.24	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	ofar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
61	f67r2	f67r2.24	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	ar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
62	f67r2	f67r2.25	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_25	F67_LEFT_WHEEL_NS	ydam	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
63	f67r2	f67r2.26	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	yteoor	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
64	f67r2	f67r2.26	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	yto	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_26: aktueller Platz.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
65	f67r2	f67r2.26	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	ykor	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
66	f67r2	f67r2.27	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	okeo	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
67	f67r2	f67r2.27	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	r	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_27: Bezugswert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
68	f67r2	f67r2.27	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
69	f67r2	f67r2.27	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	am	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_27: Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
70	f67r2	f67r2.28	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	okain	MC017	Anteil zugeben	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	reuse a learned prose card with diagram-local object	TEILWERT_ZUGEBEN	QUANTITY_INPUT	UNCHANGED	UNCHANGED
71	f67r2	f67r2.28	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	am	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_28: Aspektwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
72	f67r2	f67r2.29	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	ytody	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
73	f67r2	f67r2.29	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	saiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
74	f67r2	f67r2.30	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	ochol	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
75	f67r2	f67r2.30	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	olol	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
76	f67r2	f67r2.31	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_31	F67_LEFT_WHEEL_NS	opcholdy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
77	f67r2	f67r2.32	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	dosar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
78	f67r2	f67r2.32	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	odas	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_32: fester Nebenwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
79	f67r2	f67r2.32	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	air	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
80	f67r2	f67r2.32	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	alaiin	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.	compose the short value; copy only the local residual core if present	Ziel-Sollwert	COMPOSED_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED
81	f67r2	f67r2.33	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	dokan	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.	compose the AIN/AN value and copy only any marked local residual	zweite oder alternative Portion einsetzen	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION
82	f67r2	f67r2.33	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	oear	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
83	f67r2	f67r2.33	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	odal	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
84	f67r2	f67r2.34	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	ofar	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
85	f67r2	f67r2.34	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	oeoldan	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_34: im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden; lokaler Namensrest oe.	compose the AIN/AN value and copy only any marked local residual	mit der zweiten Einstellung weiter	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION
86	f67r2	f67r2.35	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	chol	MC153	weiter	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.	reuse common card; expand it under the local diagram owner	weiter	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
87	f67r2	f67r2.35	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	giin	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
88	f67r2	f67r2.35	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	okol	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
89	f67r2	f67r2.36	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	ytor	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
90	f67r2	f67r2.36	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
91	f67r2	f67r2.36	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	or	MC080	Ansatz	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.	reuse common card; expand it under the local diagram owner	Ansatz	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
92	f67r2	f67r2.37	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_37	F67_LEFT_WHEEL_NS	ytoaiin	NONE	NONE	ASTRO_LOCAL_CORE_PLUS_AIIN	Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.	compose the short value; copy only the local residual core if present	Sollwert des lokalen YTO-Postens	PARTIAL_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED
93	f67r2	f67r2.38	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	otoldos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
94	f67r2	f67r2.38	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	octhole	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
95	f67r2	f67r2.39	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	sor	MC080	Ansatz	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.	reuse common card; expand it under the local diagram owner	Ansatz	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
96	f67r2	f67r2.39	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	chedaiin	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.	compose the short value; copy only the local residual core if present	Übertragungs-Sollwert	COMPOSED_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED
97	f67r2	f67r2.39	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
98	f67r2	f67r2.40	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	yteos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
99	f67r2	f67r2.40	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	oiin	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
100	f67r2	f67r2.40	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	og	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_40: Grundgrad.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
101	f67r2	f67r2.41	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	ytoeopchey	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
102	f67r2	f67r2.41	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	chekody	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
103	f67r2	f67r2.42	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	sosho	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
104	f67r2	f67r2.42	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	chos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
105	f67r2	f67r2.42	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	ockhy	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED
106	f67r2	f67r2.43	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
107	f67r2	f67r2.43	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED
