page_host	joint_tuple_id	surface_examples	v43_current_default	source_class	v43_confidence	fixed_panel_events	fixed_panel_pages	manuscript_events	manuscript_folios	coordinate_id	wrapper_classes	meaning_unit
okchy	9ad66e67803a12e745de	chokchy|okchy|qokchy	gebrauche die frisch bereitete Arznei	PREPARATION_ACTION	.52	3	f10r|f56r	35	24	fb61c4e2699f5c505886	NONE|ch|q|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
oke	7db18b2f0fb7ed0fcfd3	qokedy	spüle die bezeichnete Stelle einmal und beende den Schritt	LOCAL_RINSE_CLOSE	.50	8	f81v|f83r	114	29	b13789bf2874739e46f6	NONE|ch|q|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okee	7d25241b0e56c836372a	qokeedy	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	TEMPERED_IMMERSION_CLOSE	.52	10	f82r|f83r	123	24	b13789bf2874739e46f6	NONE|q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okeed	93f69c38fdedee1598e9	qokeedal	der eingetauchte Teil	APPLICATION_PHRASE	.16	1	f81v	2	2	9a86ad2c9bcdc4433a17	NONE|q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okeee	d25110e0d8488927278f	qokeeedy	tauche vollständig ein und beende den Schritt	COMMITTED_TECHNICAL_INSTRUCTION	.16	1	f82r	3	3	b13789bf2874739e46f6	NONE|q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okeeol	daf32e6db9e04413ce7f	okeeol	das breite Gefäß	APPLICATION_PHRASE	.16	1	f83r	4	4	fb61c4e2699f5c505886	NONE|q|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okeey	0275fbf14e07935b0a45	okeey|qokeey	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	TEMPER_LUKEWARM	.68	7	f81v|f82r|f83r	115	29	fb61c4e2699f5c505886	NONE|ch|che|q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okey	08bd5ca0c2ad137a056d	okey|qokey	warmes Wasser	APPLICATION_PHRASE	.24	2	f81v|f82r	40	22	fb61c4e2699f5c505886	NONE|ch|che|q|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okokchy	1322bc176443fc2a8a86	qokokchy	trockne es im Schatten	PREPARATION_ACTION	.39	1	f56r	1	1	fb61c4e2699f5c505886	q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okol	232195d6ff2f326322f7	qokol	lasse die Mischung einlaufen	APPLICATION_CLAUSE_HEAD	.16	1	f83r	45	31	fb61c4e2699f5c505886	NONE|q|s|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okshe	db167f8e9b53eefb58f8	qokshedy	koche sanft und beende diesen Arbeitsschritt	COMMITTED_TECHNICAL_INSTRUCTION	.16	1	f83r	5	5	b13789bf2874739e46f6	NONE|q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
oky	276a7c2d74d1143446f4	choky|oky|qoky	Die aktive Portion verwenden	APPLICATION_ACTION	.61	10	f10r|f56r|f81v|f82r|f83r	84	52	fb61c4e2699f5c505886	NONE|ch|che|d|q|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
okyld	eb2e4bc143f623ee03ac	qokylddy	binde es auf die Stelle und beende den Schritt	COMMITTED_TECHNICAL_INSTRUCTION	.16	1	f83r	1	1	b13789bf2874739e46f6	q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
ol	497cbd9c7401810ff56b	otol	eine Handvoll	MEASURE	.42	1	f10r	52	34	f217eb91add9e43ad300	NONE|ch|che|q|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olche	28ffbc88b97772a75f1e	olchedy|qolchedy	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	RESERVE_MIXED_LIQUID_CLOSE	.60	3	f81v|f82r|f83r	22	13	b13789bf2874739e46f6	NONE|ch|q|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olchey	e2eb77ca9d9e1a8ba29a	qolchey	fülle danach das Gefäß	APPLICATION_CLAUSE_HEAD	.16	1	f83r	10	7	fb61c4e2699f5c505886	NONE|ch|che|q|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olk	2d2e37ccb2dacc53ee5a	solkaiin	durch ein Tuch	APPLICATION_PHRASE	.16	1	f82r	13	10	62c544e4108c60c3227b	NONE|ch|q|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olk	94df4847b7b16c98394a	olkain|qolkain	das untere Becken	APPLICATION_PHRASE	.24	2	f81v|f83r	17	11	fa436db0093634469c20	NONE|che|q|s|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olkee	3b70942557b3a40e8030	olkeedy|solkeedy	lasse die Flüssigkeit sich setzen und beende den Schritt	SETTLE_LIQUID_CLOSE	.52	3	f81v|f83r	15	10	b13789bf2874739e46f6	NONE|ch|che|d|q|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olkeey	1bfd786e6b8b63734a59	solkeey	setze die Person an das Becken	APPLICATION_CLAUSE_HEAD	.16	1	f83r	16	12	fb61c4e2699f5c505886	NONE|ch|q|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olkey	42cdc187d5b9ffc60063	solkey	öffne danach den oberen Lauf	APPLICATION_CLAUSE_HEAD	.16	1	f83r	4	3	fb61c4e2699f5c505886	NONE|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olky	c205570c49d4d93c23d3	qolky	die betroffene Stelle	APPLICATION_PHRASE	.16	1	f81v	5	5	fb61c4e2699f5c505886	NONE|ch|q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olor	dec401773c1f0347793d	cholor|olor	Aus dem vorigen Ansatz entnehmen	PORTABLE_TECHNICAL_PHRASE	.24	2	f10r|f81v	11	9	fb61c4e2699f5c505886	NONE|ch|che|s|sh|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olsaly	7811a7daff25d476e28d	olsaly	das untere Becken	APPLICATION_PHRASE	.16	1	f83r	1	1	fb61c4e2699f5c505886	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
olshe	daa1347f456415fe8737	solshedy	halte es warm und beende den Schritt	COMMITTED_TECHNICAL_INSTRUCTION	.16	1	f82r	9	5	b13789bf2874739e46f6	NONE|d|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
oltchy	204b04837409088c48f9	oltchy	bewahre es in einem bedeckten Gefäß	STORAGE	.38	1	f55v	1	1	fb61c4e2699f5c505886	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
or	6afeb5c9ab9f6cbdea0d	orain	gebrauche die fertige Flüssigkeit frisch	CLAUSE_CLOSURE	.36	1	f55v	7	6	fa436db0093634469c20	NONE|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
or	7a4bb8136330ee4e6e56	chor|or|shor|sor	Die bereitete Arbeitsflüssigkeit	PREPARED_LIQUID	.53	7	f10r|f55v|f83r	225	72	fb61c4e2699f5c505886	NONE|ch|che|d|q|s|sh|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
os	df1098831679a8ad1b39	os	zerstoße sie zu grobem Pulver	PREPARATION_ACTION	.38	1	f10r	18	18	fb61c4e2699f5c505886	NONE|ch|che|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
ot	54d0e228ca346110af05	otaiin|sotaiin	für dieselbe Dauer wie zuvor	DURATION_REFERENCE	.50	3	f82r|f83r	76	34	62c544e4108c60c3227b	NONE|ch|q|s|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
ot	90bcf0a9ec0ef56399e6	otal|qotal	zum unteren Ablauf hin	LOWER_OUTLET_DIRECTION	.57	3	f83r	58	27	9a86ad2c9bcdc4433a17	NONE|q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
ot	b6b654722e55729cc947	otar	benutze danach den unteren Ablauf	APPLICATION_CLAUSE_END	.16	1	f81v	52	29	dda0ce94b28cdae70cfa	NONE|ch|che|q	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
otodan	61a075bc54793c1c781f	sotodan	gebrauche es frisch vermischt	CLAUSE_CLOSURE	.37	1	f56r	1	1	fb61c4e2699f5c505886	s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
otytchol	62ff059766b21c7de083	otytchol	trinke es bei Magenschmerz	INDICATION	.38	1	f10r	1	1	fb61c4e2699f5c505886	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
oykchor	27d97af8c96eb056c2e6	oykchor	wenn sich die Blüte geöffnet hat	PROCESS_CONDITION	.35	1	f10r	1	1	fb61c4e2699f5c505886	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
oyty	577c03a928d674d420d7	shoyty	behalte die Blütenkrone zurück	PLANT_PART	.31	1	f11r	1	1	fb61c4e2699f5c505886	sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
pche	65df3cd9e59060042d47	pchedy	ziehe es ab und beende den Schritt	COMMITTED_TECHNICAL_INSTRUCTION	.16	1	f82r	10	8	b13789bf2874739e46f6	NONE|che	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
pched	ba540da978ea132f6da5	pchedal	fülle danach das Gefäß	APPLICATION_CLAUSE_HEAD	.16	1	f83r	2	2	9a86ad2c9bcdc4433a17	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
r	4da0f0f7b5fc7ac20067	ral	und lasse es abkühlen	APPLICATION_CLAUSE_END	.16	1	f81v	4	4	9a86ad2c9bcdc4433a17	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
raly	3e9c7f217843b588489d	raly	die erste Öffnung	APPLICATION_PHRASE	.16	1	f83r	1	1	fb61c4e2699f5c505886	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
rol	1496a731803a9f48d2e1	rol	bevor es abkühlt	APPLICATION_PHRASE	.16	1	f81v	3	3	fb61c4e2699f5c505886	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
rshe	7f68f60279efe6b28cd7	rshedy	trinke den angegebenen Anteil und beende den Schritt	COMMITTED_TECHNICAL_INSTRUCTION	.16	1	f82r	3	3	b13789bf2874739e46f6	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
rshe	98bdc4244c84cbef3321	rsheal	gieße das erwärmte Wasser ein	APPLICATION_CLAUSE_HEAD	.16	1	f82r	1	1	9a86ad2c9bcdc4433a17	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
s	db729b598e89e11452e0	ches	zu gleichen Anteilen	APPLICATION_PHRASE	.16	1	f82r	64	42	fb61c4e2699f5c505886	NONE|ch|che|d|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
she	cbb42a4fe68068325d6b	dshedy	gib sauberes Wasser hinzu und beende den Schritt	COMMITTED_TECHNICAL_INSTRUCTION	.16	1	f82r	14	13	b13789bf2874739e46f6	d|s|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
sheol	74c76d589d44120f647b	dsheol	wende es an der markierten Stelle an	APPLICATION_CLAUSE_HEAD	.16	1	f81v	5	5	fb61c4e2699f5c505886	d	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
shey	d4a31dbcf1ed6d9e5aa9	tshey	beginne die Spülung	APPLICATION_CLAUSE_HEAD	.16	1	f82r	7	6	fb61c4e2699f5c505886	d|s|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
shkch	54e32e9c1414b20640e9	sshkchdy	halte es warm und beende den Schritt	COMMITTED_TECHNICAL_INSTRUCTION	.16	1	f81v	1	1	b13789bf2874739e46f6	s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
shol	953ad19b79517fc8a211	tshol	sammle die Wurzel im Frühjahr	GATHERING_TIME	.36	1	f11r	4	4	fb61c4e2699f5c505886	ch|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
ty	80ebbbbf238eee9f0aef	chety|chty	Gleichmäßig bearbeiten	PROCESS_CONDITION	.52	2	f10r|f83r	10	10	fb61c4e2699f5c505886	ch|che|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
y	6f7ff8287eddf4da9fdb	chdy|chedy	rühre, bis alles gleichmäßig vermischt ist	MIXING_ACTION	.62	11	f55v|f81v|f83r	186	38	3733a056ae04c4305665	ch|che|sh	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
y	b921a237be883a820352	chey|chy|dy|shy|sy|y	Diese aktive Portion	CURRENT_PORTION	.56	18	f10r|f11r|f55v|f81v|f82r|f83r	227	67	fb61c4e2699f5c505886	NONE|ch|che|d|s|sh|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
y	c10aec6d4dd877ec8bd8	choy	die auf feuchter schattiger Heide wächst	HABITAT	.36	1	f56r	7	7	c199e523e70f794422c4	NONE|ch|che|q|t	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
ycheor	7249edc4df3419c26999	ycheor	sie wächst auf feuchtem Wiesengrund	HABITAT	.31	1	f10r	3	3	fb61c4e2699f5c505886	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
yk	403c1592f918c8f23b88	ykain	koche das breite Blatt sanft	PREPARATION_ACTION	.34	1	f55v	2	2	fa436db0093634469c20	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
yk	f7dc90b2c31fd341f0a4	ykaiin	für den zweiten Arzneigebrauch	CLAUSE_HEAD	.32	1	f55v	12	11	62c544e4108c60c3227b	NONE|d|q|s	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
ykan	d929a14ec45749b2e805	ykan	in Weißwein	MEDIUM	.38	1	f55v	1	1	fb61c4e2699f5c505886	NONE	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
ytey	a7af89ab31ce5e247395	ytey	fülle danach das Gefäß	APPLICATION_CLAUSE_HEAD	.16	1	f81v	4	4	fb61c4e2699f5c505886	NONE|d	COMPLETE_JOINT_TUPLE_NOT_PAGE_HOST
