control_edge_id	control_cohort	page	physical_folio	locus	section	language	hand	register_id	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	predecessor_reader_exact	right_reader_exact	predecessor_line_position	head_id	body	registry_source	record_role	body_role_de	medial_predecessor	selection_rule	written_line_eva	score_eligible	component_export_credit
G776-C0058	H4_MEDIAL_EXACT_OUTGOING	f105v	f105	f105v.7	S	B	3	S|B|3	2	3	lkaiin	otair	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheeo lkaiin otair ol olkaiin okairody lchedr	0	0
G776-C0059	H3_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.11	S	B	3	S|B|3	6	7	raiin	chokar	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	0	0
G776-C0060	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.12	S	B	3	S|B|3	2	3	lcheedy	olkeey	1	1	MIDDLE	H4	cheedy	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okeey lcheedy olkeey qokeeo dchedy	0	0
G776-C0061	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.17	S	B	3	S|B|3	2	3	lshedy	qockhey	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yochor lshedy qockhey qokedain or aiinchodar	0	0
G776-C0062	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.24	S	B	3	S|B|3	6	7	lky	chedar	1	1	MIDDLE	H4	ky	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	podshedy qokchedy lkechor otchodar cho lky chedar otaiin chkchedaram	0	0
G776-C0063	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.25	S	B	3	S|B|3	3	4	lo	lchey	1	1	MIDDLE	H4	o	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Ansatz-/Zubereitungsrahmen	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	soraiin cheeo lo lchey qokaiin shedy okain shear qokain chees ykarain	0	0
G776-C0064	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.25	S	B	3	S|B|3	4	5	lchey	qokaiin	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	soraiin cheeo lo lchey qokaiin shedy okain shear qokain chees ykarain	0	0
G776-C0065	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.27	S	B	3	S|B|3	4	5	lky	raiin	1	1	MIDDLE	H4	ky	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tcheoky lkshedy qokaiin lky raiin chy rody chlar cheeorfor cheoly	0	0
G776-C0066	H3_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.27	S	B	3	S|B|3	5	6	raiin	chy	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tcheoky lkshedy qokaiin lky raiin chy rody chlar cheeorfor cheoly	0	0
G776-C0067	H3_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.27	S	B	3	S|B|3	7	8	rody	chlar	1	1	MIDDLE	H3	ody	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	fertig aufbereitete Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tcheoky lkshedy qokaiin lky raiin chy rody chlar cheeorfor cheoly	0	0
G776-C0068	H3_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.28	S	B	3	S|B|3	5	6	raiin	qokaiin	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl	0	0
G776-C0069	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.3	S	B	3	S|B|3	2	3	lchedy	lkchedy	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dshes lchedy lkchedy ytchdy or cheos	0	0
G776-C0070	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.30	S	B	3	S|B|3	2	3	lkaiin	cho	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheeo lkaiin cho ror sheo l kain shor sar aiiry sheo al kairam	0	0
G776-C0071	H3_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.31	S	B	3	S|B|3	4	5	ral	cheol	1	1	MIDDLE	H3	al	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Materialstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yshar chkar aiiiky ral cheol oraiin	0	0
G776-C0072	H3_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.34	S	B	3	S|B|3	4	5	ro	lpchey	1	1	MIDDLE	H3	o	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Ansatz-/Zubereitungsrahmen	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tcheorsho lkshey lpcheo ro lpchey oporaiin chpchy qopcheody qotarain	0	0
G776-C0073	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.35	S	B	3	S|B|3	3	4	lkar	chdy	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okaiin choky lkar chdy lchedy	0	0
G776-C0074	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.38	S	B	3	S|B|3	10	11	lchdy	dol	1	1	MIDDLE	H4	chdy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pshodaiin opchy sh o teeody shotchey yteey sholfaiin opchdy lchdy dol	0	0
G776-C0075	H4_MEDIAL_EXACT_OUTGOING	f106r	f106	f106r.9	S	B	3	S|B|3	5	6	lchedy	qocheo	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ychor chol qokain chocphol lchedy qocheo qokar	0	0
G776-C0076	H3_MEDIAL_EXACT_OUTGOING	f106v	f106	f106v.13	S	B	3	S|B|3	3	4	ral	ches	1	1	MIDDLE	H3	al	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Rohstoff- oder Materialstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeealkchedy qoeeey ral ches al ytar shsy lchey ykaiin shy lkam	0	0
G776-C0077	H4_MEDIAL_EXACT_OUTGOING	f106v	f106	f106v.13	S	B	3	S|B|3	8	9	lchey	ykaiin	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olkeealkchedy qoeeey ral ches al ytar shsy lchey ykaiin shy lkam	0	0
G776-C0078	H3_MEDIAL_EXACT_OUTGOING	f106v	f106	f106v.14	S	B	3	S|B|3	2	3	raiin	char	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	schedy raiin char arshey chedy aiiin alkam	0	0
G776-C0079	H3_MEDIAL_EXACT_OUTGOING	f106v	f106	f106v.38	S	B	3	S|B|3	8	9	rody	raiin	1	1	MIDDLE	H3	ody	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	fertig aufbereitete Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okcheody qokeey otchey qokeey qokeedal qotchkeey qol rody raiin oty	0	0
G776-C0080	H3_MEDIAL_EXACT_OUTGOING	f106v	f106	f106v.38	S	B	3	S|B|3	9	10	raiin	oty	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okcheody qokeey otchey qokeey qokeedal qotchkeey qol rody raiin oty	0	0
G776-C0081	H4_MEDIAL_EXACT_OUTGOING	f106v	f106	f106v.4	S	B	3	S|B|3	2	3	lsheo	aiin	1	1	MIDDLE	H4	sheo	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	feuchte oder angeweichte Zubereitung	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheoto lsheo aiin chcthy okain chdal chdam charam	0	0
G776-C0082	H3_MEDIAL_EXACT_OUTGOING	f106v	f106	f106v.46	S	B	3	S|B|3	9	10	raiin	cheoar	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ytar okain cheokaiin chedy okeeey chkaiin ol oky raiin cheoar chos	0	0
G776-C0083	H3_MEDIAL_EXACT_OUTGOING	f106v	f106	f106v.8	S	B	3	S|B|3	3	4	rol	aiin	1	1	MIDDLE	H3	ol	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Stoff- oder Materialträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oraiin cheo rol aiin otaiin	0	0
G776-C0084	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.10	S	B	3	S|B|3	4	5	lchedy	qokal	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alo m	0	0
G776-C0085	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.10	S	B	3	S|B|3	6	7	lor	sheal	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alo m	0	0
G776-C0086	H3_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.15	S	B	3	S|B|3	9	10	raiin	airal	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ychol oiin chey qockhal al otaraiin sheky okeeey raiin airal	0	0
G776-C0087	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.17	S	B	3	S|B|3	3	4	losaiin	chey	1	1	MIDDLE	H4	osaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitungsposten: Wert III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sair chey losaiin chey	0	0
G776-C0088	H3_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.18	S	B	3	S|B|3	8	9	rolchy	sheey	1	1	MIDDLE	H3	olchy	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Trockenmaterial, Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	poalosy shey tar ay f arsheey fol rolchy sheey opolkaiin ypaiinal	0	0
G776-C0089	H3_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.19	S	B	3	S|B|3	3	4	rar	sheey	1	1	MIDDLE	H3	ar	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	0	0
G776-C0090	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.21	S	B	3	S|B|3	10	11	lkaiin	aiin	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	taror olal okain okaiin qotal shaiin qokeol lkaiin okeeo lkaiin aiin	0	0
G776-C0091	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.22	S	B	3	S|B|3	6	7	lshedy	qokal	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yksheol okaiiin shoy daiin qotalal lshedy qokal r aiiin okair lldy	0	0
G776-C0092	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.24	S	B	3	S|B|3	6	7	lkain	qokeeo	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pal alchky okil cheol kair lkain qokeeo kair dar aiinpchod lkaiiin olfy	0	0
G776-C0093	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.28	S	B	3	S|B|3	9	10	lkaiin	ykaiin	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal	0	0
G776-C0094	H3_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.30	S	B	3	S|B|3	9	10	rary	ky	1	1	MIDDLE	H3	ary	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	Teil-/Fraktionsstufe I, abgeschlossen	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pair aiieedy shalkaiin kairy okaral qokaiin opaichy opal rary ky	0	0
G776-C0095	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.33	S	B	3	S|B|3	10	11	lkar	okal	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	0	0
G776-C0096	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.35	S	B	3	S|B|3	6	7	lkaiin	chedy	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin shl lkeeol lchedy qokor lkaiin chedy qotaiin al ol kaldaim	0	0
G776-C0097	H3_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.36	S	B	3	S|B|3	4	5	rkeey	chaiin	1	1	MIDDLE	H3	keey	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dar alchor kcheo rkeey chaiin al dal qokchey qokl chey lkaiin lkar	0	0
G776-C0098	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.36	S	B	3	S|B|3	11	12	lkaiin	lkar	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dar alchor kcheo rkeey chaiin al dal qokchey qokl chey lkaiin lkar	0	0
G776-C0099	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.39	S	B	3	S|B|3	9	10	lkain	al	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tair cheol cheol kchekain cheear ol oiin cho lkain al oeedy chey	0	0
G776-C0100	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.47	S	B	3	S|B|3	3	4	lol	loeey	1	1	MIDDLE	H4	ol	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Stoff- oder Materialträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okain cheey lol loeey oiinal	0	0
G776-C0101	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.48	S	B	3	S|B|3	3	4	lky	otain	1	1	MIDDLE	H4	ky	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	fairal chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om	0	0
G776-C0102	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.48	S	B	3	S|B|3	9	10	lky	otaiin	1	1	MIDDLE	H4	ky	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	fairal chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om	0	0
G776-C0103	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.49	S	B	3	S|B|3	7	8	lkaiin	okair	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	o alain ay chkain okair chtl lkaiin okair chtl raty	0	0
G776-C0104	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.50	S	B	3	S|B|3	3	4	lkeey	chol	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	chain al lkeey chol taidy qotaiin y taiin lkl lfchal pchdy pal tar	0	0
G776-C0105	H4_MEDIAL_EXACT_OUTGOING	f107r	f107	f107r.8	S	B	3	S|B|3	6	7	lkaiin	qokaiin	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	torshor sheeey oteeol qokeey qokedy lkaiin qokaiin qokar al okiroley	0	0
G776-C0106	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.1	S	B	3	S|B|3	7	8	lkal	chey	1	1	MIDDLE	H4	kal	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitztes Material, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kaisar olkeeey otalkchy lkaiin otody qokair lkal chey chody otal cheey	0	0
G776-C0107	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.12	S	B	3	S|B|3	2	3	lcheol	chol	1	1	MIDDLE	H4	cheol	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Trockenmaterial	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	0	0
G776-C0108	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.15	S	B	3	S|B|3	4	5	lkaiin	okain	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	solain qokal okeey lkaiin okain chkal otain chcthy tarairy	0	0
G776-C0109	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.16	S	B	3	S|B|3	9	10	lkar	aiiraly	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	parair okal opchol okal opaiin otedy qokeody tolkol lkar aiiraly	0	0
G776-C0110	H3_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.18	S	B	3	S|B|3	7	8	raiin	otaiin	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokain qokchey qekchdy okaiin lkl chol raiin otaiin alkaiin dal	0	0
G776-C0111	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.3	S	B	3	S|B|3	10	11	lkaiin	otal	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sain ain aiiin qokaiin shol kal qokar al ochedy lkaiin otal olkiir alody	0	0
G776-C0112	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.30	S	B	3	S|B|3	7	8	lkaiin	lkeeey	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky	0	0
G776-C0113	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.34	S	B	3	S|B|3	4	5	lchedy	raiin	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dyair chey lkchy lchedy raiin sheey	0	0
G776-C0114	H3_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.34	S	B	3	S|B|3	5	6	raiin	sheey	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dyair chey lkchy lchedy raiin sheey	0	0
G776-C0115	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.35	S	B	3	S|B|3	3	4	lkey	chcthy	1	1	MIDDLE	H4	key	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol	0	0
