paragraph	locus	index	raw	D	H	status	U	R	C	row_status
f17v|f17v.1-f17v.23	f17v.8	1	qokeey	erhitze anhaltend	erhitze anhaltend	ASSUMED	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	recorded
f17v|f17v.1-f17v.23	f17v.8	2	kchar	[ungelesen: kchar]	[ungelesen: kchar]	UNREAD	[ungelesen: kchar]	[ungelesen: kchar]	[ungelesen: kchar]	recorded
f17v|f17v.1-f17v.23	f17v.8	3	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f17v|f17v.1-f17v.23	f17v.8	4	dy	fertig	fertig	ASSUMED	fertig	fertig	fertig	recorded
f17v|f17v.1-f17v.23	f17v.8	5	choldaiin	[ungelesen: choldaiin]	[ungelesen: choldaiin]	UNREAD	[ungelesen: choldaiin]	[ungelesen: choldaiin]	[ungelesen: choldaiin]	recorded
f17v|f17v.1-f17v.23	f17v.8	6	sy	abgesetzt	abgesetzt	ASSUMED	abgesetzt	abgesetzt	abgesetzt	recorded
f17v|f17v.1-f17v.23	f17v.9	1	ycheol	danach	danach	ASSUMED	danach	danach	danach	recorded
f17v|f17v.1-f17v.23	f17v.9	2	shol	feucht	feucht	ASSUMED	feucht	feucht	feucht	recorded
f17v|f17v.1-f17v.23	f17v.9	3	kchol	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.9	4	choltaiin	[ungelesen: choltaiin]	[ungelesen: choltaiin]	UNREAD	[ungelesen: choltaiin]	[ungelesen: choltaiin]	[ungelesen: choltaiin]	recorded
f17v|f17v.1-f17v.23	f17v.9	5	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f17v|f17v.1-f17v.23	f17v.10	1	oytor	[ungelesen: oytor]	[ungelesen: oytor]	UNREAD	[ungelesen: oytor]	[ungelesen: oytor]	[ungelesen: oytor]	recorded
f17v|f17v.1-f17v.23	f17v.10	2	okeor	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	ASSUMED	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.10	3	okar	[ungelesen: okar]	[ungelesen: okar]	UNREAD	[ungelesen: okar]	[ungelesen: okar]	[ungelesen: okar]	recorded
f17v|f17v.1-f17v.23	f17v.10	4	okol	Grundansatz	Grundansatz	ASSUMED	Grundansatz	Grundansatz	Grundansatz	recorded
f17v|f17v.1-f17v.23	f17v.10	5	daiir	[ungelesen: daiir]	[ungelesen: daiir]	UNREAD	[ungelesen: daiir]	[ungelesen: daiir]	[ungelesen: daiir]	recorded
f17v|f17v.1-f17v.23	f17v.10	6	a[r:m]	[ungelesen: a[r:m]]	[ungelesen: a[r:m]]	UNREAD	[ungelesen: a[r:m]]	[ungelesen: a[r:m]]	[ungelesen: a[r:m]]	recorded
f17v|f17v.1-f17v.23	f17v.11	1	qokcheo	[ungelesen: qokcheo]	[ungelesen: qokcheo]	UNREAD	[ungelesen: qokcheo]	[ungelesen: qokcheo]	[ungelesen: qokcheo]	recorded
f17v|f17v.1-f17v.23	f17v.11	2	qokoiir	[ungelesen: qokoiir]	[ungelesen: qokoiir]	UNREAD	[ungelesen: qokoiir]	[ungelesen: qokoiir]	[ungelesen: qokoiir]	recorded
f17v|f17v.1-f17v.23	f17v.11	3	ctheol	[ungelesen: ctheol]	[ungelesen: ctheol]	UNREAD	[ungelesen: ctheol]	[ungelesen: ctheol]	[ungelesen: ctheol]	recorded
f17v|f17v.1-f17v.23	f17v.11	4	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f17v|f17v.1-f17v.23	f17v.12	1	oy	[ungelesen: oy]	[ungelesen: oy]	UNREAD	[ungelesen: oy]	[ungelesen: oy]	[ungelesen: oy]	recorded
f17v|f17v.1-f17v.23	f17v.12	2	choy	grob	grob	ASSUMED	grob	grob	grob	recorded
f17v|f17v.1-f17v.23	f17v.12	3	keaiin	[ungelesen: keaiin]	[ungelesen: keaiin]	UNREAD	[ungelesen: keaiin]	[ungelesen: keaiin]	[ungelesen: keaiin]	recorded
f17v|f17v.1-f17v.23	f17v.12	4	chckhey	[ungelesen: chckhey]	[ungelesen: chckhey]	UNREAD	[ungelesen: chckhey]	[ungelesen: chckhey]	[ungelesen: chckhey]	recorded
f17v|f17v.1-f17v.23	f17v.12	5	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f17v|f17v.1-f17v.23	f17v.12	6	chor	Blüten	Blüten	ASSUMED	Blüten	Blüten	Blüten	recorded
f17v|f17v.1-f17v.23	f17v.13	1	ykeor	[ungelesen: ykeor]	[ungelesen: ykeor]	UNREAD	[ungelesen: ykeor]	[ungelesen: ykeor]	[ungelesen: ykeor]	recorded
f17v|f17v.1-f17v.23	f17v.13	2	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f17v|f17v.1-f17v.23	f17v.13	3	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f17v|f17v.1-f17v.23	f17v.13	4	cthol	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	Krautpulver	recorded
f17v|f17v.1-f17v.23	f17v.13	5	chkor	[ungelesen: chkor]	[ungelesen: chkor]	UNREAD	[ungelesen: chkor]	[ungelesen: chkor]	[ungelesen: chkor]	recorded
f17v|f17v.1-f17v.23	f17v.13	6	sheol	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.14	1	olo	[ungelesen: olo]	[ungelesen: olo]	UNREAD	[ungelesen: olo]	[ungelesen: olo]	[ungelesen: olo]	recorded
f17v|f17v.1-f17v.23	f17v.14	2	r	darauf	darauf	ASSUMED	darauf	darauf	darauf	recorded
f17v|f17v.1-f17v.23	f17v.14	3	okeeol	[ungelesen: okeeol]	[ungelesen: okeeol]	UNREAD	[ungelesen: okeeol]	[ungelesen: okeeol]	[ungelesen: okeeol]	recorded
f17v|f17v.1-f17v.23	f17v.14	4	chodaiin	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.14	5	okeol	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.14	6	tchory	[ungelesen: tchory]	[ungelesen: tchory]	UNREAD	[ungelesen: tchory]	[ungelesen: tchory]	[ungelesen: tchory]	recorded
f17v|f17v.1-f17v.23	f17v.15	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f17v|f17v.1-f17v.23	f17v.15	2	cthy	Kraut	Kraut	ASSUMED	Kraut	Kraut	Kraut	recorded
f17v|f17v.1-f17v.23	f17v.15	3	che'eky	[ungelesen: che'eky]	[ungelesen: che'eky]	UNREAD	[ungelesen: che'eky]	[ungelesen: che'eky]	[ungelesen: che'eky]	recorded
f17v|f17v.1-f17v.23	f17v.15	4	cheo	Zubereitung	Zubereitung	ASSUMED	Zubereitung	Zubereitung	Zubereitung	recorded
f17v|f17v.1-f17v.23	f17v.15	5	otor	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.15	6	oteol	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.16	1	okcheol	[ungelesen: okcheol]	[ungelesen: okcheol]	UNREAD	[ungelesen: okcheol]	[ungelesen: okcheol]	[ungelesen: okcheol]	recorded
f17v|f17v.1-f17v.23	f17v.16	2	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f17v|f17v.1-f17v.23	f17v.16	3	okeol	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.16	4	cthol	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	Krautpulver	recorded
f17v|f17v.1-f17v.23	f17v.16	5	otcheolom	[ungelesen: otcheolom]	[ungelesen: otcheolom]	UNREAD	[ungelesen: otcheolom]	[ungelesen: otcheolom]	[ungelesen: otcheolom]	recorded
f17v|f17v.1-f17v.23	f17v.17	1	qoain	[ungelesen: qoain]	[ungelesen: qoain]	UNREAD	[ungelesen: qoain]	[ungelesen: qoain]	[ungelesen: qoain]	recorded
f17v|f17v.1-f17v.23	f17v.17	2	[s:e']ar	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	UNREAD	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	recorded
f17v|f17v.1-f17v.23	f17v.17	3	she	lasse stehen	lasse stehen	ASSUMED	lasse stehen	lasse stehen	lasse stehen	recorded
f17v|f17v.1-f17v.23	f17v.17	4	dol	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f17v|f17v.1-f17v.23	f17v.17	5	qopchaiin	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	UNREAD	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	recorded
f17v|f17v.1-f17v.23	f17v.17	6	cthor	Krautanteil	Krautanteil	ASSUMED	Krautanteil	Krautanteil	Krautanteil	recorded
f17v|f17v.1-f17v.23	f17v.18	1	otor	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.18	2	cheeor	geklärter Auszug	geklärter Auszug	ASSUMED	geklärter Auszug	geklärter Auszug	geklärter Auszug	recorded
f17v|f17v.1-f17v.23	f17v.18	3	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f17v|f17v.1-f17v.23	f17v.18	4	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f17v|f17v.1-f17v.23	f17v.18	5	dor	abgemessene Menge	abgemessene Menge	ASSUMED	abgemessene Menge	abgemessene Menge	abgemessene Menge	recorded
f17v|f17v.1-f17v.23	f17v.18	6	chr	Blütenrest	Blütenrest	ASSUMED	Blütenrest	Blütenrest	Blütenrest	recorded
f17v|f17v.1-f17v.23	f17v.18	7	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f17v|f17v.1-f17v.23	f17v.18	8	eees	[ungelesen: eees]	[ungelesen: eees]	UNREAD	[ungelesen: eees]	[ungelesen: eees]	[ungelesen: eees]	recorded
f17v|f17v.1-f17v.23	f17v.19	1	dain	Dosis P	Dosis P	ASSUMED	Dosis P	Dosis P	Dosis P	recorded
f17v|f17v.1-f17v.23	f17v.19	2	chey	prüfe	prüfe	ASSUMED	prüfe	prüfe	prüfe	recorded
f17v|f17v.1-f17v.23	f17v.19	3	qoaiin	[ungelesen: qoaiin]	[ungelesen: qoaiin]	UNREAD	[ungelesen: qoaiin]	[ungelesen: qoaiin]	[ungelesen: qoaiin]	recorded
f17v|f17v.1-f17v.23	f17v.19	4	cthor	Krautanteil	Krautanteil	ASSUMED	Krautanteil	Krautanteil	Krautanteil	recorded
f17v|f17v.1-f17v.23	f17v.19	5	cholchom	[ungelesen: cholchom]	[ungelesen: cholchom]	UNREAD	[ungelesen: cholchom]	[ungelesen: cholchom]	[ungelesen: cholchom]	recorded
f17v|f17v.1-f17v.23	f17v.20	1	ykeey	erwärme erneut	erwärme erneut	ASSUMED	erwärme erneut	erwärme erneut	erwärme erneut	recorded
f17v|f17v.1-f17v.23	f17v.20	2	okeey	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f17v|f17v.1-f17v.23	f17v.20	3	cheor	Auszug	Auszug	ASSUMED	Auszug	Auszug	Auszug	recorded
f17v|f17v.1-f17v.23	f17v.20	4	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f17v|f17v.1-f17v.23	f17v.20	5	sho	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f17v|f17v.1-f17v.23	f17v.20	6	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f17v|f17v.1-f17v.23	f17v.21	1	oal	[ungelesen: oal]	[ungelesen: oal]	UNREAD	[ungelesen: oal]	[ungelesen: oal]	[ungelesen: oal]	recorded
f17v|f17v.1-f17v.23	f17v.21	2	sheor	[ungelesen: sheor]	[ungelesen: sheor]	UNREAD	[ungelesen: sheor]	[ungelesen: sheor]	[ungelesen: sheor]	recorded
f17v|f17v.1-f17v.23	f17v.21	3	sholor	[ungelesen: sholor]	[ungelesen: sholor]	UNREAD	[ungelesen: sholor]	[ungelesen: sholor]	[ungelesen: sholor]	recorded
f17v|f17v.1-f17v.23	f17v.21	4	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f17v|f17v.1-f17v.23	f17v.21	5	shecthy	[ungelesen: shecthy]	[ungelesen: shecthy]	UNREAD	[ungelesen: shecthy]	[ungelesen: shecthy]	[ungelesen: shecthy]	recorded
f17v|f17v.1-f17v.23	f17v.21	6	cpheor	[ungelesen: cpheor]	[ungelesen: cpheor]	UNREAD	[ungelesen: cpheor]	[ungelesen: cpheor]	[ungelesen: cpheor]	recorded
f17v|f17v.1-f17v.23	f17v.21	7	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f17v|f17v.1-f17v.23	f17v.22	1	qokeee	[ungelesen: qokeee]	[ungelesen: qokeee]	UNREAD	[ungelesen: qokeee]	[ungelesen: qokeee]	[ungelesen: qokeee]	recorded
f17v|f17v.1-f17v.23	f17v.22	2	dar	Teilmenge	Teilmenge	ASSUMED	Teilmenge	Teilmenge	Teilmenge	recorded
f17v|f17v.1-f17v.23	f17v.22	3	chey	prüfe	prüfe	ASSUMED	prüfe	prüfe	prüfe	recorded
f17v|f17v.1-f17v.23	f17v.22	4	keeor	Feinauszug	Feinauszug	ASSUMED	Feinauszug	Feinauszug	Feinauszug	recorded
f17v|f17v.1-f17v.23	f17v.22	5	cheeol	[ungelesen: cheeol]	[ungelesen: cheeol]	UNREAD	[ungelesen: cheeol]	[ungelesen: cheeol]	[ungelesen: cheeol]	recorded
f17v|f17v.1-f17v.23	f17v.22	6	ctheey	Krautzubereitung	Krautzubereitung	ASSUMED	Krautzubereitung	Krautzubereitung	Krautzubereitung	recorded
f17v|f17v.1-f17v.23	f17v.22	7	cthy	Kraut	Kraut	ASSUMED	Kraut	Kraut	Kraut	recorded
f17v|f17v.1-f17v.23	f17v.23	1	chkeey	zerreibe vollständig	zerreibe vollständig	ASSUMED	zerreibe vollständig	zerreibe vollständig	zerreibe vollständig	recorded
f17v|f17v.1-f17v.23	f17v.23	2	okeor	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	ASSUMED	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.23	3	sh[a:o]r	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	UNREAD	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	recorded
f17v|f17v.1-f17v.23	f17v.23	4	okeom	[ungelesen: okeom]	[ungelesen: okeom]	UNREAD	[ungelesen: okeom]	[ungelesen: okeom]	[ungelesen: okeom]	recorded
f19v|f19v.8-f19v.14	f19v.8	1	toy	[ungelesen: toy]	[ungelesen: toy]	UNREAD	[ungelesen: toy]	[ungelesen: toy]	[ungelesen: toy]	recorded
f19v|f19v.8-f19v.14	f19v.8	2	tchey	[ungelesen: tchey]	[ungelesen: tchey]	UNREAD	[ungelesen: tchey]	[ungelesen: tchey]	[ungelesen: tchey]	recorded
f19v|f19v.8-f19v.14	f19v.8	3	qo	nimm	nimm	ASSUMED	nimm	nimm	nimm	recorded
f19v|f19v.8-f19v.14	f19v.8	4	dchol	[ungelesen: dchol]	[ungelesen: dchol]	UNREAD	[ungelesen: dchol]	[ungelesen: dchol]	[ungelesen: dchol]	recorded
f19v|f19v.8-f19v.14	f19v.8	5	qokchs	[ungelesen: qokchs]	[ungelesen: qokchs]	UNREAD	[ungelesen: qokchs]	[ungelesen: qokchs]	[ungelesen: qokchs]	recorded
f19v|f19v.8-f19v.14	f19v.8	6	dom	[ungelesen: dom]	[ungelesen: dom]	UNREAD	[ungelesen: dom]	[ungelesen: dom]	[ungelesen: dom]	recorded
f19v|f19v.8-f19v.14	f19v.9	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f19v|f19v.8-f19v.14	f19v.9	2	oky	warm	warm	ASSUMED	warm	warm	warm	recorded
f19v|f19v.8-f19v.14	f19v.9	3	chor	Blüten	Blüten	ASSUMED	Blüten	Blüten	Blüten	recorded
f19v|f19v.8-f19v.14	f19v.9	4	yt[o:a]l	[ungelesen: yt[o:a]l]	[ungelesen: yt[o:a]l]	UNREAD	[ungelesen: yt[o:a]l]	[ungelesen: yt[o:a]l]	[ungelesen: yt[o:a]l]	recorded
f19v|f19v.8-f19v.14	f19v.9	5	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f19v|f19v.8-f19v.14	f19v.9	6	oky	warm	warm	ASSUMED	warm	warm	warm	recorded
f19v|f19v.8-f19v.14	f19v.9	7	ddor	[ungelesen: ddor]	[ungelesen: ddor]	UNREAD	[ungelesen: ddor]	[ungelesen: ddor]	[ungelesen: ddor]	recorded
f19v|f19v.8-f19v.14	f19v.10	1	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f19v|f19v.8-f19v.14	f19v.10	2	chor	Blüten	Blüten	ASSUMED	Blüten	Blüten	Blüten	recorded
f19v|f19v.8-f19v.14	f19v.10	3	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f19v|f19v.8-f19v.14	f19v.10	4	qoko[r:n]	[ungelesen: qoko[r:n]]	[ungelesen: qoko[r:n]]	UNREAD	[ungelesen: qoko[r:n]]	[ungelesen: qoko[r:n]]	[ungelesen: qoko[r:n]]	recorded
f19v|f19v.8-f19v.14	f19v.10	5	y	und	und	ASSUMED	und	und	und	recorded
f19v|f19v.8-f19v.14	f19v.10	6	okchan	[ungelesen: okchan]	[ungelesen: okchan]	UNREAD	[ungelesen: okchan]	[ungelesen: okchan]	[ungelesen: okchan]	recorded
f19v|f19v.8-f19v.14	f19v.11	1	qotol	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	ASSUMED	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	recorded
f19v|f19v.8-f19v.14	f19v.11	2	d[o:a]r	[ungelesen: d[o:a]r]	[ungelesen: d[o:a]r]	UNREAD	[ungelesen: d[o:a]r]	[ungelesen: d[o:a]r]	[ungelesen: d[o:a]r]	recorded
f19v|f19v.8-f19v.14	f19v.11	3	okchor	[ungelesen: okchor]	[ungelesen: okchor]	UNREAD	[ungelesen: okchor]	[ungelesen: okchor]	[ungelesen: okchor]	recorded
f19v|f19v.8-f19v.14	f19v.11	4	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f19v|f19v.8-f19v.14	f19v.11	5	cthor	Krautanteil	Krautanteil	ASSUMED	Krautanteil	Krautanteil	Krautanteil	recorded
f19v|f19v.8-f19v.14	f19v.11	6	otam	Ansatzmasse	Ansatzmasse	ASSUMED	Ansatzmasse	Ansatzmasse	Ansatzmasse	recorded
f19v|f19v.8-f19v.14	f19v.12	1	otch	[ungelesen: otch]	[ungelesen: otch]	UNREAD	[ungelesen: otch]	[ungelesen: otch]	[ungelesen: otch]	recorded
f19v|f19v.8-f19v.14	f19v.12	2	okchodshy	[ungelesen: okchodshy]	[ungelesen: okchodshy]	UNREAD	[ungelesen: okchodshy]	[ungelesen: okchodshy]	[ungelesen: okchodshy]	recorded
f19v|f19v.8-f19v.14	f19v.12	3	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f19v|f19v.8-f19v.14	f19v.12	4	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f19v|f19v.8-f19v.14	f19v.12	5	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f19v|f19v.8-f19v.14	f19v.12	6	dai[s:r]	[ungelesen: dai[s:r]]	[ungelesen: dai[s:r]]	UNREAD	[ungelesen: dai[s:r]]	[ungelesen: dai[s:r]]	[ungelesen: dai[s:r]]	recorded
f19v|f19v.8-f19v.14	f19v.13	1	yees	[ungelesen: yees]	[ungelesen: yees]	UNREAD	[ungelesen: yees]	[ungelesen: yees]	[ungelesen: yees]	recorded
f19v|f19v.8-f19v.14	f19v.13	2	ykchol	[ungelesen: ykchol]	[ungelesen: ykchol]	UNREAD	[ungelesen: ykchol]	[ungelesen: ykchol]	[ungelesen: ykchol]	recorded
f19v|f19v.8-f19v.14	f19v.13	3	oty	kühl	kühl	ASSUMED	kühl	kühl	kühl	recorded
f19v|f19v.8-f19v.14	f19v.13	4	ytor	[ungelesen: ytor]	[ungelesen: ytor]	UNREAD	[ungelesen: ytor]	[ungelesen: ytor]	[ungelesen: ytor]	recorded
f19v|f19v.8-f19v.14	f19v.13	5	ytar	weiterer Teil	weiterer Teil	ASSUMED	weiterer Teil	weiterer Teil	weiterer Teil	recorded
f19v|f19v.8-f19v.14	f19v.13	6	ytchor	[ungelesen: ytchor]	[ungelesen: ytchor]	UNREAD	[ungelesen: ytchor]	[ungelesen: ytchor]	[ungelesen: ytchor]	recorded
f19v|f19v.8-f19v.14	f19v.13	7	ytaiin	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f19v|f19v.8-f19v.14	f19v.14	1	otchol	[ungelesen: otchol]	[ungelesen: otchol]	UNREAD	[ungelesen: otchol]	[ungelesen: otchol]	[ungelesen: otchol]	recorded
f19v|f19v.8-f19v.14	f19v.14	2	cheaiin	[ungelesen: cheaiin]	[ungelesen: cheaiin]	UNREAD	[ungelesen: cheaiin]	[ungelesen: cheaiin]	[ungelesen: cheaiin]	recorded
f19v|f19v.8-f19v.14	f19v.14	3	cthol	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	Krautpulver	recorded
f22v|f22v.6-f22v.16	f22v.6	1	fshor	[ungelesen: fshor]	[ungelesen: fshor]	UNREAD	[ungelesen: fshor]	[ungelesen: fshor]	[ungelesen: fshor]	recorded
f22v|f22v.6-f22v.16	f22v.6	2	shy	feucht	feucht	ASSUMED	feucht	feucht	feucht	recorded
f22v|f22v.6-f22v.16	f22v.6	3	tchor	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	ASSUMED	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	recorded
f22v|f22v.6-f22v.16	f22v.6	4	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f22v|f22v.6-f22v.16	f22v.7	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f22v|f22v.6-f22v.16	f22v.7	2	chor	Blüten	Blüten	ASSUMED	Blüten	Blüten	Blüten	recorded
f22v|f22v.6-f22v.16	f22v.7	3	qokchol	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f22v|f22v.6-f22v.16	f22v.7	4	chory	frische Blüten	frische Blüten	ASSUMED	frische Blüten	frische Blüten	frische Blüten	recorded
f22v|f22v.6-f22v.16	f22v.8	1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f22v|f22v.6-f22v.16	f22v.8	2	cthy	Kraut	Kraut	ASSUMED	Kraut	Kraut	Kraut	recorded
f22v|f22v.6-f22v.16	f22v.8	3	qokol	erwärmter Grundansatz	erwärmter Grundansatz	ASSUMED	erwärmter Grundansatz	erwärmter Grundansatz	erwärmter Grundansatz	recorded
