surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt523_rank	gdt523_top1	gdt524_rank	gdt524_top1	gdt524_top5	truth_gdt523_score	truth_consensus_feature	truth_gdt524_score	truth_consensus_trace	top1_gdt523_score	top1_consensus_feature	top1_gdt524_score	top1_consensus_trace	top1_alignment_trace	decision_change_class	working_policy
cthom	1	f4r	CH+T+O+M_LOCAL	14	2	CH+T+O+AM_ADDR	2	CH+T+O+AM_ADDR	CH+T+O+AM_ADDR | CH+T+O+M_LOCAL | O+CH+T+AM_ADDR | O+CH+T+M_LOCAL | LOCAL_C+T+O+AM_ADDR	5.632512435	0.000000000	5.632512435	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.396763863	0.000000000	4.396763863	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
da	1	f31r	DA	4	1	DA	1	DA	DA | D_ADDR | D_ADDR+A_ADDR | CHD+A_ADDR	3.488033908	0.000000000	3.488033908	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.488033908	0.000000000	3.488033908	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	da=>da~DA@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dairal	1	f66r	D_ADDR+AIR+AL	100	1	D_ADDR+AIR+AL	1	D_ADDR+AIR+AL	D_ADDR+AIR+AL | AIR+AL | D_ADDR+AIR+A_ADDR+L | D_ADDR+AIR+A_ADDR+AL | D_ADDR+AIR+L	3.563423188	0.000000000	3.563423188	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.563423188	0.000000000	3.563423188	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dairody	1	f66r	D_ADDR+AIR+O+DY	100	1	D_ADDR+AIR+O+DY	1	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY | D_ADDR+AIR+O+D_ADDR+Y | AIR+O+DY | D_ADDR+AIR+O+Y | AIR+O+D_ADDR+Y	4.757575947	0.635078149	4.122497798	BASE1[dair+ody=>O+DY@RIGHT/RIGHT;n=9/14;p=0.612903;r=0.818182;b=0.499461] | BASE2[dody+air=>AIR@INNER/INNER;n=1/2;p=0.500000;r=0.333333;b=0.135618]	4.757575947	0.635078149	4.122497798	BASE1[dair+ody=>O+DY@RIGHT/RIGHT;n=9/14;p=0.612903;r=0.818182;b=0.499461] | BASE2[dody+air=>AIR@INNER/INNER;n=1/2;p=0.500000;r=0.333333;b=0.135618]	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	100	2	D_ADDR+AIR+Y+K+O+DA+S	2	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	7.144267724	0.000000000	7.144267724	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dalalshedy	1	f66r	AL+AL+SH+E+DY	100	1	AL+AL+SH+E+DY	1	AL+AL+SH+E+DY	AL+AL+SH+E+DY | D_ADDR+AL+AL+SH+E+DY | AL+A_ADDR+L+SH+E+DY | D_ADDR+AL+L+SH+E+DY | AL+AL+SH+E+Y	5.689116409	0.000000000	5.689116409	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.689116409	0.000000000	5.689116409	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	100	2	AL+EEE+K+Y	2	AL+EEE+K+Y	AL+EEE+K+Y | AL+CH+EEE+K+Y | AL+CH+E+EE+K+Y | AL+LOCAL_C+EEE+K+Y | AL+CH+EE+E+K+Y	9.629385859	0.000000000	9.629385859	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	7.380002282	0.000000000	7.380002282	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dalky	1	f66r	AL+K+Y	10	1	AL+K+Y	1	AL+K+Y	AL+K+Y | D_ADDR+AL+K+Y | DA+L+K+Y | DA+AL+K+Y | D_ADDR+L+K+Y	3.748596593	0.000000000	3.748596593	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.748596593	0.000000000	3.748596593	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	dal=>dal~AL@edit0+alias0.273 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dalol	1	f66r	AL+OL	44	1	AL+OL	1	AL+OL	AL+OL | D_ADDR+AL+OL | D_ADDR+OL | DA+L+OL | D_ADDR+AL+O+L	3.449153165	0.000000000	3.449153165	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.449153165	0.000000000	3.449153165	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	dal=>dal~AL@edit0+alias0.273 | ol=>ol~OL@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dard	1	f66r	D_ADDR+AR+D_ADDR	18	1	D_ADDR+AR+D_ADDR	1	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR | DA+R+D_ADDR | DA+AR+D_ADDR | D_ADDR+R+D_ADDR | D_ADDR+AR+CHD	3.428680862	0.000000000	3.428680862	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.428680862	0.000000000	3.428680862	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dcheey	1	f31r	D_ADDR+CH+EE+Y	36	1	D_ADDR+CH+EE+Y	1	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y | D_ADDR+SH+EE+Y | CH+EE+Y | D_ADDR+EE+Y | D_ADDR+LOCAL_C+EE+Y	4.098299496	0.000000000	4.098299496	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.098299496	0.000000000	4.098299496	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dcheol	1	f66r	D_ADDR+CH+E+O+L	45	1	D_ADDR+CH+E+O+L	1	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L | D_ADDR+CH+E+OL | CH+E+OL | D_ADDR+LOCAL_C+E+OL | CH+E+O+L	4.983551242	1.582167656	3.401383586	BASE1[dcheo+l=>L@RIGHT/RIGHT;n=12/12;p=1.000000;r=0.857143;b=0.942857] | BASE2[cheol+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311]	4.983551242	1.582167656	3.401383586	BASE1[dcheo+l=>L@RIGHT/RIGHT;n=12/12;p=1.000000;r=0.857143;b=0.942857] | BASE2[cheol+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311]	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dkar	1	f66r	D_ADDR+K+AR	19	1	D_ADDR+K+AR	1	D_ADDR+K+AR	D_ADDR+K+AR | K+AR | D_ADDR+K+R | D_ADDR+K+A_ADDR+R | D_ADDR+K+A_ADDR+AR	3.050996085	1.216579901	1.834416184	BASE1[kar+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311] | BASE2[dar+k=>K@INNER/INNER;n=30/45;p=0.616162;r=0.937500;b=0.577269]	3.050996085	1.216579901	1.834416184	BASE1[kar+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311] | BASE2[dar+k=>K@INNER/INNER;n=30/45;p=0.616162;r=0.937500;b=0.577269]	d=>d~D_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
doiiin	1	f20v	D_ADDR+O+IIN	100	1	D_ADDR+O+IIN	1	D_ADDR+O+IIN	D_ADDR+O+IIN | D_ADDR+O+LOCAL_CHAR_I+IIN | D_ADDR+O+IIN+IIN | D_ADDR+O+AIIN | O+D_ADDR+IIN	2.587763220	0.898168410	1.689594809	BASE1[oiiin+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311] | BASE2[doiin+i=>NULL@INNER/NULL;n=5/10;p=0.478261;r=0.714286;b=0.258858]	2.587763220	0.898168410	1.689594809	BASE1[oiiin+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311] | BASE2[doiin+i=>NULL@INNER/NULL;n=5/10;p=0.478261;r=0.714286;b=0.258858]	d=>d~D_ADDR@edit0+alias0.000 | oi=>oi~O@edit0+alias0.256 | iin=>iin~IIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	100	1	D_ADDR+OL+AR+SH+Y	1	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y | D_ADDR+OL+AR+Y | OL+AR+SH+Y | D_ADDR+OL+AR+S+Y | D_ADDR+OL+R+SH+Y	4.819370988	0.000000000	4.819370988	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.819370988	0.000000000	4.819370988	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	100	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+IIN+R	8.588737521	0.000000000	8.588737521	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	8.489519376	0.000000000	8.489519376	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dyky	1	f66r	D_ADDR+Y+K+Y	8	1	D_ADDR+Y+K+Y	1	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y | Y+K+Y | DY+K+Y | D_ADDR+Y+K+Y+CH | CHD+Y+K+Y	4.456003578	1.179693296	3.276310281	BASE1[yky+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311] | BASE2[dky+y=>Y@INNER/INNER;n=6/8;p=0.684211;r=0.750000;b=0.540383]	4.456003578	1.179693296	3.276310281	BASE1[yky+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311] | BASE2[dky+y=>Y@INNER/INNER;n=6/8;p=0.684211;r=0.750000;b=0.540383]	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	100	1	D_ADDR+Y+T+CH+EE+Y	1	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y | D_ADDR+Y+T+SH+EE+Y | Y+T+CH+EE+Y | D_ADDR+Y+T+EE+Y | DY+T+CH+EE+Y	6.435837127	0.000000000	6.435837127	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	6.435837127	0.000000000	6.435837127	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
f	4	f66r	LOCAL_CHAR_F	1	1	LOCAL_CHAR_F	1	LOCAL_CHAR_F	LOCAL_CHAR_F	2.855424283	0.000000000	2.855424283	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.855424283	0.000000000	2.855424283	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	26	1	LOCAL_CHAR_F+IIN+S	1	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S | LOCAL_CHAR_F+A_ADDR+IIN+S | LOCAL_CHAR_F+AIIN+S | LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+S | LOCAL_CHAR_F+AIN+LOCAL_CHAR_I+S	7.102879028	0.000000000	7.102879028	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	7.102879028	0.000000000	7.102879028	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
fary	1	f66r	LOCAL_CHAR_F+AR+Y	4	1	LOCAL_CHAR_F+AR+Y	1	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y | LOCAL_CHAR_F+A_ADDR+R+Y | LOCAL_CHAR_F+A_ADDR+AR+Y | LOCAL_CHAR_F+D_ADDR+AR+Y	2.896336237	0.000000000	2.896336237	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.896336237	0.000000000	2.896336237	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	43	1	LOCAL_CHAR_F+CHD+AR	1	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR | LOCAL_CHAR_F+CH+D_ADDR+AR | LOCAL_CHAR_F+CHD+D_ADDR+AR | LOCAL_CHAR_F+LOCAL_C+D_ADDR+AR | LOCAL_CHAR_F+CHD+R	5.130474841	0.000000000	5.130474841	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.130474841	0.000000000	5.130474841	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	72	1	LOCAL_CHAR_F+CHD+Y+R	1	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R | LOCAL_CHAR_F+CH+E+DY+R | LOCAL_CHAR_F+CHD+DY+R | LOCAL_CHAR_F+CH+DY+R | LOCAL_CHAR_F+CHD+Y+AR	6.528398691	0.000000000	6.528398691	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	6.528398691	0.000000000	6.528398691	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | r=>r~R@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	53	1	LOCAL_CHAR_F+OL+OL	1	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL | LOCAL_CHAR_F+OL+CH+OL | LOCAL_CHAR_F+OL+LOCAL_C+OL | LOCAL_CHAR_F+OL+LOCAL_C+SH+OL | LOCAL_CHAR_F+OL+CH+O+L	6.006248914	0.000000000	6.006248914	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	6.006248914	0.000000000	6.006248914	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | chol=>chol~OL@edit0+alias0.521	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	100	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | LOCAL_CHAR_F+SH+O+D_ADDR+Y | LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y | LOCAL_CHAR_F+O+D_ADDR+CH+Y | LOCAL_CHAR_F+O+D_ADDR+Y	5.536299434	0.000000000	5.536299434	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.536299434	0.000000000	5.536299434	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
kardy	1	f66r	K+AR+DY	32	1	K+AR+DY	1	K+AR+DY	K+AR+DY | K+AR+D_ADDR+Y | K+AR+Y | K+R+DY | K+A_ADDR+AR+DY	3.312325167	0.000000000	3.312325167	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.312325167	0.000000000	3.312325167	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
kcheeky	1	f66r	K+CH+EE+K+Y	68	1	K+CH+EE+K+Y	1	K+CH+EE+K+Y	K+CH+EE+K+Y | K+CH+K+EE+Y | K+EE+K+Y | K+K+EE+Y | K+CH+SH+EE+K+Y	5.099965741	0.000000000	5.099965741	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.099965741	0.000000000	5.099965741	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
kcheody	1	f66r	K+CH+E+O+Y	52	1	K+CH+E+O+Y	1	K+CH+E+O+Y	K+CH+E+O+Y | K+CH+E+O+DY | K+CH+E+O+D_ADDR+Y | K+CH+E+O+R | K+LOCAL_C+E+O+DY	5.169289301	0.000000000	5.169289301	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.169289301	0.000000000	5.169289301	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | cheod=>cheod~CH+E+O@edit0+alias0.264 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
kchody	1	f66r	K+CH+O+D_ADDR+Y	44	2	K+CH+O+DY	1	K+CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y | K+CH+O+DY | K+O+DY | K+LOCAL_C+O+DY | K+CH+O+Y	5.108438978	1.973460609	3.134978369	BASE1[kchod+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265] | BASE2[chody+k=>K@LEFT/LEFT;n=32/34;p=0.915493;r=0.941176;b=0.952195]	5.108438978	1.973460609	3.134978369	BASE1[kchod+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265] | BASE2[chody+k=>K@LEFT/LEFT;n=32/34;p=0.915493;r=0.941176;b=0.952195]	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
