statement_id	page	record	owner_noun_de	clean_instruction_de	recoded_family_sequence	packed_recipe_sequence	packed_canonical_card_ids	predicted_cards	attested_packed_cards	unpacked_components	observed_recipe_sequence_after_reveal	observed_card_ids_after_reveal	observed_cards	card_count_delta	exact_recipe_sequence	exact_recipe_multiset	generation_contract
B2-S008	f82r	B2	die linke Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann absetzen lassen; den Schritt schliessen.	OT+AIIN+AR+OK+SHED+DY	OT+AIIN | OK+AR | SHED+DY	PROC112 | PROC113 | PROC078	3	3	NONE	OT+AIIN | OK+AR | SHED+DY	PROC112 | PROC113 | PROC078	3	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S009	f82r	B2	die linke Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	E+OL+SH+DY	OL+SH+E+DY	PROC114	1	1	NONE	OL+SH+E+DY	PROC114	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S010	f82r	B2	die linke Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	EE+Y+OK+OK+OL+EE+SH	OK+EE+Y | OK+EE+OL | SH	PROC092 | PROC158 | PROC058	3	3	NONE	OK+EE+Y | OK+Y | OL | SH+EE+Y	PROC092 | PROC008 | PROC115 | PROC031	4	-1	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S011	f82r	B2	die rechte unklare Mittelstation	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	AIN+OK+AR+AIN+OK+EE+OK+DY	OK+AIN | AR | OK+AIN | OK+EE+DY	PROC080 | PROC003 | PROC080 | PROC100	4	4	NONE	OK+AIN | AR | OK+AIN | OK+EE+DY	PROC080 | PROC003 | PROC080 | PROC100	4	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S012	f82r	B2	die rechte unklare Mittelstation und das untere gruene Figurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	Y+L+CH+EE+SH+E+CTH+SH+EE+OK+EE+L+AIIN+EEE+OK+DY	L+CH+Y | UNPACKED(EE) | SH | UNPACKED(E) | UNPACKED(CTH) | SH | UNPACKED(EE) | UNPACKED(OK) | UNPACKED(EE) | L+AIIN | OK+EEE+DY	PROC116 | NONE | PROC058 | NONE | NONE | PROC058 | NONE | NONE | NONE | PROC147 | PROC119	11	5	EE+E+CTH+EE+OK+EE	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	PROC116 | PROC031 | PROC117 | PROC092 | PROC118 | PROC009 | PROC019 | PROC119	8	3	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S013	f82r	B2	das untere gruene Figurenbecken	Am unteren gruenen Figurenbecken: Leiten und umsetzen; den Schritt schliessen.	L+CHD+DY	L+CHD+DY	PROC120	1	1	NONE	L+CHD+DY	PROC120	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S014	f82r	B2	das untere gruene Figurenbecken	Am unteren gruenen Figurenbecken: Aus der Quelle leiten.	AR+L	L+AR	PROC121	1	1	NONE	L+AR	PROC121	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S015	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	E+Y+SH+EE+OK+DY	SH+E+Y | OK+EE+DY	PROC122 | PROC100	2	2	NONE	SH+E+Y | OK+EE+DY	PROC122 | PROC100	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S016	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz entnehmen und teilen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, fuellen, umsetzen und schliessen.	AL+AR+L+CHD+E+CH+S+AIIN+Y+EE+AIIN+E+OK+P+CHD+DY	AL | L+CHD+AR | CH+E+S | AIIN | Y | UNPACKED(EE) | AIIN | UNPACKED(E) | UNPACKED(OK) | P+CHD+DY	PROC055 | PROC123 | PROC124 | PROC009 | PROC019 | NONE | PROC009 | NONE | NONE | PROC125	10	7	EE+E+OK	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	PROC055 | PROC123 | PROC124 | PROC009 | PROC109 | PROC038 | PROC085 | PROC125	8	2	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S017	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	AL+E+R+SH+AL+DY	R+SH+E+AL | AL+DY	PROC126 | PROC127	2	2	NONE	R+SH+E+AL | AL+DY	PROC126 | PROC127	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S018	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	EE+OK+DY	OK+EE+DY	PROC100	1	1	NONE	OK+EE+DY	PROC100	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S019	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.	R+SHED+DY	R+SHED+DY	PROC128	1	1	NONE	R+SHED+DY	PROC128	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S020	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	OT+EE+DY	OT+EE+DY	PROC129	1	1	NONE	OT+EE+DY	PROC129	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S021	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	EE+OK+DY	OK+EE+DY	PROC100	1	1	NONE	OK+EE+DY	PROC100	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B2-S022	f82r	B2	die Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Im Arbeitsgang leiten und umsetzen; den Schritt schliessen.	O+L+CHD+DY	L+O+CHD+DY	PROC130	1	1	NONE	L+O+CHD+DY	PROC130	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S001	f83r	B3	die obere offene Faecherstation	An der oberen offenen Faecherstation: Laenger an der Sammelstelle halten und den Schritt schliessen.	EE+SOLK+SH+DY	UNPACKED(EE) | UNPACKED(SOLK) | SH | UNPACKED(DY)	NONE | NONE | PROC058 | NONE	4	1	EE+SOLK+DY	SOLK+EE+DY	PROC098	1	3	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S002	f83r	B3	die obere offene Faecherstation	An der oberen offenen Faecherstation: Danach zur Zielstelle; dann laenger erwaermen; den Schritt schliessen.	OT+AL+EE+CHK+DY	OT+AL | CHK+EE+DY	PROC131 | PROC132	2	2	NONE	OT+AL | CHK+EE+DY	PROC131 | PROC132	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S003	f83r	B3	die obere offene Faecherstation	An der oberen offenen Faecherstation: Den laufenden Posten nach Sollmass beibehalten, anschliessend leiten und umsetzen, dann schliessen.	Y+AIIN+OT+L+CHD+DY	Y | OT+AIIN | L+CHD+DY	PROC019 | PROC112 | PROC120	3	3	NONE	Y | AIIN | Y | L+CHD+DY	PROC019 | PROC009 | PROC019 | PROC120	4	-1	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S004	f83r	B3	die obere offene Faecherstation	An der oberen offenen Faecherstation: Nach Sollmass ansetzen; danach zur Zielstelle wechseln und aus der Quelle weiterarbeiten.	AIIN+OK+OT+AL+AR+OL	OK+AIIN | OT+AL | AR | OL	PROC038 | PROC131 | PROC003 | PROC013	4	4	NONE	OK+AIIN | OT+AL | AR	PROC038 | PROC131 | PROC003	3	1	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S005	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	CHD+DY	CHD+DY	PROC076	1	1	NONE	CHD+DY	PROC076	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S006	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.	Y+CHD+AL+OK+OL+CHD+DY	CHD+Y | OK+AL | OL+CHD+DY	PROC042 | PROC048 | PROC079	3	3	NONE	CHD+Y | OK+AL | OL+CHD+DY	PROC133 | PROC048 | PROC079	3	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S007	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Nach Sollmass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	AIIN+OK+Y+CHD+EE+OK+DY	OK+AIIN | CHD+Y | OK+EE+DY	PROC038 | PROC042 | PROC100	3	3	NONE	OK+AIIN | CHD+Y | OK+EE+DY	PROC038 | PROC042 | PROC100	3	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S008	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Leiten und umsetzen; den Schritt schliessen.	L+CHD+DY	L+CHD+DY	PROC120	1	1	NONE	L+CHD+DY	PROC120	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S009	f83r	B3	das runde Mittelgefaess	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	Y+OK	OK+Y	PROC008	1	1	NONE	OK+Y	PROC008	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S010	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: An der Zielstelle fuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	AL+P+CHD+OT+E+DY	P+CHD+AL | OT+E+DY	PROC134 | PROC135	2	2	NONE	P+CHD+AL | OT+E+DY	PROC134 | PROC135	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S011	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	E+CTH+Y+SH+CHD+OK+CHD+AR	SH+E+CTH+CHD+Y | UNPACKED(OK) | UNPACKED(CHD) | AR	PROC136 | NONE | NONE | PROC003	4	2	OK+CHD	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	PROC136 | PROC008 | PROC042 | PROC137	4	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S012	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	OR+SHED+DY	OR | SHED+DY	PROC016 | PROC078	2	2	NONE	OR | SHED+DY	PROC016 | PROC078	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S013	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	AIIN+OK+AIN+K+E+Y+CTH+SH+E+OK+DY	OK+AIIN | K+AIN | SH+E+CTH+Y | OK+E+DY	PROC038 | PROC069 | PROC143 | PROC067	4	4	NONE	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	PROC038 | PROC069 | PROC117 | PROC067	4	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S014	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	AIR+OK+EE+SH+DY	OK+AIR | SH+EE+DY	PROC138 | PROC139	2	2	NONE	OK+AIR | SH+EE+DY	PROC138 | PROC139	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S015	f83r	B3	das untere Korbgefaess	Am unteren Korbgefaess: Leiten und umsetzen; den Schritt schliessen.	L+CHD+DY	L+CHD+DY	PROC120	1	1	NONE	L+CHD+DY	PROC120	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S016	f83r	B3	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang leiten; dann ansetzen und umsetzen; den Schritt schliessen.	O+L+OK+CHD+DY	L+O | OK+CHD+DY	PROC140 | PROC082	2	2	NONE	L+O | OK+CHD+DY	PROC140 | PROC091	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S017	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	EE+OK+DY	OK+EE+DY	PROC100	1	1	NONE	OK+EE+DY	PROC100	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S018	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	SHED+DY	SHED+DY	PROC078	1	1	NONE	SHED+DY	PROC078	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S019	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	E+OK+SH+DY	OK+SH+E+DY	PROC141	1	1	NONE	OK+SH+E+DY	PROC141	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S020	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle leiten, umsetzen und den Schritt schliessen.	AL+L+CHD+DY	AL | L+CHD+DY	PROC055 | PROC120	2	2	NONE	AL | L+CHD+DY	PROC055 | PROC120	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S021	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	AIIN+OK+Y+CTH+SH+AL+AIIN+SHED+E+CTH+SH+Y+AL+CTH+SH+CHD+DY	OK+AIIN | CTH+Y | SH | AL | AIIN | UNPACKED(SHED) | SH+E+CTH+Y | AL | UNPACKED(CTH) | SH | CHD+DY	PROC038 | PROC014 | PROC058 | PROC055 | PROC009 | NONE | PROC143 | PROC055 | NONE | PROC058 | PROC076	11	9	SHED+CTH	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	PROC038 | PROC014 | PROC055 | PROC019 | PROC009 | PROC142 | PROC143 | PROC019 | PROC055 | PROC014 | PROC144	11	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S022	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	OT+CHD+DY	OT+CHD+DY	PROC145	1	1	NONE	OT+CHD+DY	PROC145	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S023	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Leiten und umsetzen; den Schritt schliessen.	L+CHD+DY	L+CHD+DY	PROC120	1	1	NONE	L+CHD+DY	PROC120	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S024	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	CHD+DY	CHD+DY	PROC076	1	1	NONE	CHD+DY	PROC076	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S025	f83r	B3	der bildlich unverbundene Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	OK+CHD+DY	OK+CHD+DY	PROC082	1	1	NONE	OK+CHD+DY	PROC082	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S026	f83r	B3	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger an der Sammelstelle halten und schliessen.	EE+AR+AIIN+L+Y+CHD+AIN+OK+CTH+SH+OR+AL+R+EE+SOLK+SH+DY	EE+AR | L+AIIN | CHD+Y | OK+AIN | UNPACKED(CTH) | SH | AL+R+OR | UNPACKED(EE) | UNPACKED(SOLK) | SH | UNPACKED(DY)	PROC146 | PROC147 | PROC042 | PROC080 | NONE | PROC058 | PROC148 | NONE | NONE | PROC058 | NONE	11	7	CTH+EE+SOLK+DY	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	PROC146 | PROC147 | PROC042 | PROC080 | PROC014 | PROC148 | PROC098	7	4	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S027	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	OT+EE+DY	OT+EE+DY	PROC129	1	1	NONE	OT+EE+DY	PROC129	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S028	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	EE+Y+OK+E+OK+DY	OK+EE+Y | OK+E+DY	PROC092 | PROC067	2	2	NONE	OK+EE+Y | OK+E+DY	PROC092 | PROC067	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S029	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann vollstaendig den laufenden Posten anwenden; dann kurz ansetzen; den Schritt schliessen.	OL+EEE+Y+T+E+OK+DY	OL | EEE+T+Y | OK+E+DY	PROC013 | PROC149 | PROC067	3	3	NONE	OL | EEE+T+Y | OK+E+DY	PROC013 | PROC149 | PROC067	3	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S030	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	Y+AIIN+OK+AIR+CHD+OT+CHD+DY	Y | OK+AIIN | CHD+AIR | OT+CHD+DY	PROC019 | PROC038 | PROC150 | PROC145	4	4	NONE	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	PROC008 | PROC009 | PROC150 | PROC145	4	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S031	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	EE+OK+DY	OK+EE+DY	PROC100	1	1	NONE	OK+EE+DY	PROC100	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S032	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	AIN+Y+CHD+OT+E+AIIN+OT+AIIN+E+DY	AIN | CHD+Y | OT+E+AIIN | OT+E+AIIN | UNPACKED(DY)	PROC156 | PROC042 | PROC152 | PROC152 | NONE	5	4	DY	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	PROC151 | PROC042 | PROC152 | PROC112 | PROC135	5	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S033	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Leiten; den Schritt schliessen.	L+DY	L+DY	PROC108	1	1	NONE	L+DY	PROC108	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B3-S034	f83r	B3	das durch den Bogen verbundene Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Arbeitsstufe fuehren; den Posten bereitet halten und anwenden; danach nach Sollmass an der Zielstelle weiterfuehren, absetzen und schliessen.	O+IIN+Y+CTH+SH+T+OT+AIIN+AL+OL+SHED+DY	O+IIN | CTH+Y | SH | UNPACKED(T) | OT+AIIN | AL | OL | SHED+DY	PROC097 | PROC014 | PROC058 | NONE | PROC112 | PROC055 | PROC013 | PROC078	8	7	T	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	PROC097 | PROC014 | PROC004 | PROC112 | PROC153 | PROC078	6	2	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S001	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	EE+OK+DY	OK+EE+DY	PROC100	1	1	NONE	OK+EE+DY	PROC100	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S002	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten weiterarbeiten; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	Y+OL+EE+OK+E+OK+DY	Y | OK+EE+OL | OK+E+DY	PROC019 | PROC158 | PROC067	3	3	NONE	OL+Y | OK+EE+Y | OK+E+DY	PROC154 | PROC092 | PROC067	3	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S003	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zur Zielstelle und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, weiterarbeiten, absetzen und schliessen.	Y+CHD+OT+AL+Y+EE+OK+OL+OK+OL+SHED+DY	CHD+Y | OT+AL | OK+EE+Y | OK+OL | OL | SHED+DY	PROC042 | PROC131 | PROC092 | PROC037 | PROC013 | PROC078	6	6	NONE	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	PROC042 | PROC131 | PROC065 | PROC092 | PROC008 | PROC013 | PROC078	7	-1	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S004	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	Y+OK+LD+DY	OK+Y+LD+DY	PROC155	1	1	NONE	OK+Y+LD+DY	PROC155	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S005	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	AIN+Y+CHD+EE+OK+DY	AIN | CHD+Y | OK+EE+DY	PROC156 | PROC042 | PROC100	3	3	NONE	AIN | CHD+Y | OK+EE+DY	PROC156 | PROC042 | PROC100	3	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S006	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	E+CKH+SH+DY	SH+CKH+E+DY	PROC099	1	1	NONE	SH+CKH+E+DY	PROC099	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S007	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	E+CKH+SH+DY	SH+CKH+E+DY	PROC099	1	1	NONE	SH+CKH+E+DY	PROC099	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S008	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	AIIN+Y+EE+CHK+EE+SH+E+OK+DY	AIIN | CHK+EE+Y | UNPACKED(EE) | OK+SH+E+DY	PROC009 | PROC046 | NONE | PROC141	4	3	EE	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	PROC009 | PROC046 | PROC157 | PROC067	4	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S009	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.	SHED+DY	SHED+DY	PROC078	1	1	NONE	SHED+DY	PROC078	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
