family	contrast_pair	frozen_frame	left_root	left_meaning_de	left_event_count	left_page_count	left_pages	left_registers	left_surfaces	right_root	right_meaning_de	right_event_count	right_page_count	right_pages	right_registers	right_surfaces	reading_rule_de
HOLD_PROCESS	SH~CHD	K+@ACTION+Y	SH	HALTEN	2	2	f11r|f1r	HERBAL|SOURCE_SECTION_T	kshy	CHD	BEARBEITEN	2	2	f55v|f95v	HERBAL	kchdy	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	L+@ACTION	SH	HALTEN	1	1	f76r	BIOLOGICAL	lsh	CHD	BEARBEITEN	2	1	f82r	BIOLOGICAL	lched	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	OK+@ACTION	SH	HALTEN	1	1	f95v	HERBAL	qoksh	CHD	BEARBEITEN	1	1	f55v	HERBAL	okchd	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	OK+@ACTION+DY	SH	HALTEN	1	1	f75r	BIOLOGICAL	qokshdy	CHD	BEARBEITEN	9	5	f75r|f76r|f81v|f83r|f95v	BIOLOGICAL|HERBAL	okchdy|okchedy|qokchdy	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	OK+@ACTION+Y	SH	HALTEN	1	1	f95v	HERBAL	qokshy	CHD	BEARBEITEN	4	2	f81r|f83r	BIOLOGICAL	qokchedy	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
HOLD_PROCESS	SH~CHD	P+@ACTION+AR	SH	HALTEN	1	1	f75r	BIOLOGICAL	pshar	CHD	BEARBEITEN	2	2	f75r|f83r	BIOLOGICAL	pchedar	Gleicher Rahmen; SH liest HALTEN, CHD liest BEARBEITEN
CONTROL_SPLIT	T~R	@ACTION	T	EINSTELLEN	1	1	f56r	HERBAL	t	R	MARKIEREN	21	13	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	r	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+AIIN	T	EINSTELLEN	5	5	f10r|f81r|f82r|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA	taiin	R	MARKIEREN	8	4	f76r|f77r|f82r|f95v	BIOLOGICAL|HERBAL	raiin	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+AIN	T	EINSTELLEN	2	2	f77r|f89r	BIOLOGICAL|PHARMA	tain|tdain	R	MARKIEREN	3	3	f76r|f81r|f82r	BIOLOGICAL	rain	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+AL	T	EINSTELLEN	3	3	f71v|f77r|f83r	BIOLOGICAL|CELESTIAL	tal	R	MARKIEREN	2	2	f81v|f88r	BIOLOGICAL|PHARMA	ral	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+AL+Y	T	EINSTELLEN	1	1	f72r	CELESTIAL	taly	R	MARKIEREN	1	1	f83r	BIOLOGICAL	raly	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+CH+E+Y	T	EINSTELLEN	1	1	f1r	SOURCE_SECTION_T	tchey	R	MARKIEREN	1	1	f82r	BIOLOGICAL	rchey	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+CHD+Y	T	EINSTELLEN	5	3	f75r|f83r|f95v	BIOLOGICAL|HERBAL	tchedy	R	MARKIEREN	2	2	f82r|f83r	BIOLOGICAL	rchedy	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+OL	T	EINSTELLEN	7	6	f11r|f1r|f56r|f83r|f88v|f89r	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	tchol|tol	R	MARKIEREN	4	3	f75r|f76r|f81v	BIOLOGICAL	rol	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+OR+Y	T	EINSTELLEN	1	1	f13r	HERBAL	torchy	R	MARKIEREN	1	1	f76r	BIOLOGICAL	rory	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	@ACTION+Y	T	EINSTELLEN	3	3	f10r|f13r|f83r	BIOLOGICAL|HERBAL	chety|tchy|tshy	R	MARKIEREN	2	2	f75r|f82r	BIOLOGICAL	ry	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
CONTROL_SPLIT	T~R	CH+@ACTION	T	EINSTELLEN	1	1	f10r	HERBAL	cth	R	MARKIEREN	1	1	f77r	BIOLOGICAL	chr	Gleicher Rahmen; T liest EINSTELLEN, R liest MARKIEREN
