attachment_contact_id	window_id	dispatch_id	patch_id	page	locus	target_ordinal	target_surface	opaque_head_id	line_position	target_family	target_level	target_favored_axis	target_dimension	target_prior_state_mode	selected_roles	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	formal_role_direction_match	guarded_reader_exact_pair_occurrences	guarded_reader_exact_full_frame_occurrences	intervening_surface	intervening_emits_own_unit	intervening_strict_initial_head	intervening_another_gdt738_target	target_wanted_carrier_set	host_quality_set	host_carrier_set	host_scalar_class_set	host_boundary_set	host_axis_signature	middle_quality_set	middle_carrier_set	middle_scalar_class_set	middle_boundary_set	middle_axis_signature	middle_reader_exact	middle_known	middle_positive_host_eligible	middle_ineligibility_reasons	middle_barrier	axis_continuity	carrier_continuity	predicted_axis_role_retained	predicted_carrier_role_retained	gdt742_axis_role_retained	gdt742_carrier_role_retained	gdt742_renderer_role_retained	common_frame_recomputed	full_carrier_continuity_recomputed	gdt742_rule_trace	axis_changed_from_gdt741	carrier_changed_from_gdt741	role_changed_from_gdt741	dispatcher_uses_dispatch_id_or_locus	literal_plaintext_claimed	component_export_credit
G740-C0049	G739-N00649	G739-D0088	G738-P0088	f103r	f103r.5	6	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	5	qokey	1	1	1	NONE	0	0	0	PREPARATION	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0050	G739-N00679	G739-D0092	G738-P0092	f104v	f104v.18	4	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	R	1	1	5	ytaiin	0	1	1	NONE	0	0	0	NONE	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0051	G739-N00683	G739-D0093	G738-P0093	f106r	f106r.35	3	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	L	-1	1	2	choky	1	1	1	NONE	0	0	0	PREPARATION	DRY|HOT	PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0052	G739-N00689	G739-D0094	G738-P0094	f107r	f107r.33	10	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	L	-2	2	8	chky	1	1	1	lcheel	1	1	0	MATERIAL	DRY|HOT	MATERIAL	NONE	PROCESS	NONE	NONE	NONE	NONE	NONE	NONE	1	0	0	OPAQUE_INITIAL_HEAD|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	UNKNOWN	NONE	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0053	G739-N00782	G739-D0106	G738-P0106	f115r	f115r.15	11	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	12	air	0	1	1	NONE	0	0	0	MATERIAL|PART	NONE	MATERIAL|PART	AMOUNT_DOSE	NONE	AMOUNT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0054	G739-N00788	G739-D0107	G738-P0107	f115v	f115v.42	9	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	8	qokchey	1	1	1	NONE	0	0	0	NONE	DRY|HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:DRY|HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0055	G739-N00823	G739-D0112	G738-P0112	f80r	f80r.33	3	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	2	qokeey	1	1	1	NONE	0	0	0	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0056	G739-N00834	G739-D0113	G738-P0113	f86v3	f86v3.20	8	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	9	ary	0	1	1	NONE	0	0	0	MATERIAL|PART	NONE	MATERIAL|PART	AMOUNT_DOSE	CLOSE	AMOUNT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0057	G739-N00854	G739-D0116	G738-P0116	f86v6	f86v6.42	7	lkar	H4	MIDDLE	SCALAR	I	HOT_OR_PART	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	R	2	2	9	qotol	0	1	1	chdy	1	0	0	MATERIAL	COLD	MATERIAL	NONE	NONE	NONE	DRY	NONE	QUALITY_DEGREE	CLOSE	NONE	1	1	0	BELOW_W2_OR_NA	CLOSE	CONFLICT	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0058	G739-N00888	G739-D0122	G738-P0122	f106r	f106r.13	1	pcheol	H1	FIRST	STATE	NA	DRY	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE	CARRIER	R	2	2	3	otey	1	1	1	sheokaiin	1	0	0	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	UNKNOWN	NONE	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0059	G739-N00897	G739-D0123	G738-P0123	f113v	f113v.15	8	pcheol	H1	MIDDLE	STATE	NA	DRY	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE	AXIS+CARRIER	R	1	1	9	kcheor	1	1	1	NONE	0	0	0	MATERIAL	DRY|HOT	MATERIAL	AMOUNT_DOSE|QUALITY_DEGREE	NONE	STATE:DRY	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0060	G739-N00904	G739-D0124	G738-P0124	f113v	f113v.25	5	pcheol	H1	MIDDLE	STATE	NA	DRY	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE	CARRIER	L	-1	1	4	otey	0	1	1	NONE	0	0	0	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0061	G739-N00915	G739-D0126	G738-P0126	f52v	f52v.7	1	pcheol	H1	FIRST	STATE	NA	DRY	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE	CARRIER	R	2	2	3	cthor	1	1	1	sholoiin	1	0	0	MATERIAL	NONE	MATERIAL	AMOUNT_DOSE	NONE	NONE	NONE	MATERIAL|PREPARATION	NONE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	NONE	FULL_WANTED	0	1	0	1	1	1	1	STRICT_CARRIER_RELAY	0	0	0	0	0	0
G740-C0062	G739-N00926	G739-D0128	G738-P0128	f80v	f80v.6	3	pcheol	H1	MIDDLE	STATE	NA	DRY	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE	AXIS+CARRIER	L	-2	2	1	tcheol	0	1	0	kedy	1	0	0	MATERIAL	COLD|DRY	MATERIAL	NONE	NONE	STATE:DRY	HOT	NONE	QUALITY_DEGREE	CLOSE	NONE	0	1	0	READER_VARIANT	CLOSE	CONFLICT	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0063	G739-N00944	G739-D0131	G738-P0131	f103r	f103r.8	5	rain	H3	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	4	okey	1	1	1	NONE	0	0	0	PREPARATION	HOT	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0064	G739-N00964	G739-D0134	G738-P0134	f114v	f114v.30	11	rain	H3	LAST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	CARRIER	L	-2	2	9	oteeo	1	1	1	teey	1	0	0	PREPARATION	COLD	PREPARATION	PROCESS_PASS	PASS	NONE	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	1	1	1	NONE	OPEN	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0065	G739-N00965	G739-D0134	G738-P0134	f114v	f114v.30	11	rain	H3	LAST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	10	teey	1	1	1	NONE	0	0	0	PREPARATION	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0066	G739-N00971	G739-D0135	G738-P0135	f115r	f115r.11	8	rain	H3	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	CARRIER	R	1	1	9	cheo	0	1	1	NONE	0	0	0	PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0067	G739-N00972	G739-D0135	G738-P0135	f115r	f115r.11	8	rain	H3	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	R	2	2	10	chkain	0	1	1	cheo	1	0	0	PREPARATION	DRY|HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:DRY|HOT	DRY	PREPARATION	NONE	NONE	NONE	1	1	1	NONE	OPEN	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0068	G739-N00980	G739-D0136	G738-P0136	f115v	f115v.35	10	rain	H3	MIDDLE	SCALAR	II	OPEN	PROCESS_PASS	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	11	checthey	0	1	1	NONE	0	0	0	MATERIAL	DRY	MATERIAL	PROCESS_PASS	PASS|PROCESS	PROCESS_PASS	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0069	G739-N00988	G739-D0137	G738-P0137	f116r	f116r.10	7	rain	H3	MIDDLE	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	R	2	2	9	cphol	0	1	1	sheedy	1	0	0	MATERIAL	NONE	MATERIAL	NONE	NONE	NONE	MOIST	NONE	QUALITY_DEGREE	CLOSE	NONE	1	1	0	BELOW_W2_OR_NA	CLOSE	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0070	G739-N00997	G739-D0138	G738-P0138	f116r	f116r.19	9	rain	H3	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	10	otey	0	1	1	NONE	0	0	0	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:COLD	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0071	G739-N01003	G739-D0139	G738-P0139	f116r	f116r.31	4	rain	H3	MIDDLE	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	L	-1	1	3	ckhal	1	1	1	NONE	0	0	0	MATERIAL|PREPARATION	NONE	MATERIAL|PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0072	G739-N01015	G739-D0141	G738-P0141	f116r	f116r.36	2	rain	H3	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	1	qokeey	1	1	1	NONE	0	0	0	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0073	G739-N01024	G739-D0142	G738-P0142	f116r	f116r.43	7	rain	H3	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-2	2	5	teey	1	1	1	chcphy	1	0	0	NONE	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	DRY	PREPARATION	NONE	NONE	NONE	1	1	0	BELOW_W2_OR_NA|COMPOSITION_CREDIT	OPEN	CONFLICT	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0074	G739-N01034	G739-D0143	G738-P0143	f77v	f77v.33	10	rain	H3	LAST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	L	-2	2	8	qotal	1	1	1	dal	1	0	0	MATERIAL	COLD	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:COLD	NONE	MATERIAL	NONE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	NONE	FULL_WANTED	0	0	0	1	1	1	1	ROLE_SEPARATED_CARRIER_RELAY	0	1	1	0	0	0
G740-C0075	G739-N01039	G739-D0144	G738-P0144	f81r	f81r.20	6	rain	H3	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-2	2	4	qokeey	1	1	1	odaiin	1	0	0	PREPARATION	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	NONE	PREPARATION	NONE	NONE	NONE	1	1	1	NONE	OPEN	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0076	G739-N01040	G739-D0144	G738-P0144	f81r	f81r.20	6	rain	H3	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	CARRIER	L	-1	1	5	odaiin	1	1	1	NONE	0	0	0	PREPARATION	NONE	PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0077	G739-N01048	G739-D0145	G738-P0145	f77v	f77v.8	6	rsheedy	H3	MIDDLE	STATE_RESULT	II	MOIST	PROCESS_RESULT_MOIST_LOCAL	PROCESS_RESULT	AXIS+CARRIER	R	2	2	8	sheol	0	1	1	taiiin	1	0	0	MATERIAL	MOIST	MATERIAL	NONE	NONE	STATE:MOIST	COLD	NONE	QUALITY_DEGREE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	CONFLICT	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0078	G739-N01081	G739-D0151	G738-P0151	f106v	f106v.19	9	sain	H2	LAST	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	L	-2	2	7	olaiin	0	1	1	otaiin	1	0	0	MATERIAL	NONE	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	COLD	PREPARATION	QUALITY_DEGREE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0079	G739-N01102	G739-D0156	G738-P0156	f108v	f108v.37	1	sain	H2	FIRST	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	R	1	1	2	sheor	1	2	2	NONE	0	0	0	MATERIAL|PART	MOIST	MATERIAL|PART	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0080	G739-N01115	G739-D0158	G738-P0158	f10v	f10v.1	9	sain	H2	LAST	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	AXIS	L	-2	2	7	cthor	0	1	1	otydy	1	0	0	PREPARATION	NONE	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	COLD	PREPARATION	NONE	CLOSE	NONE	1	1	1	NONE	CLOSE	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0081	G739-N01116	G739-D0158	G738-P0158	f10v	f10v.1	9	sain	H2	LAST	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	CARRIER	L	-1	1	8	otydy	0	1	1	NONE	0	0	0	PREPARATION	COLD	PREPARATION	NONE	CLOSE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	0	0	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0082	G739-N01117	G739-D0159	G738-P0159	f111r	f111r.24	1	sain	H2	FIRST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	2	chckhey	1	1	1	NONE	0	0	0	PREPARATION	DRY	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:DRY	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0083	G739-N01132	G739-D0161	G738-P0161	f111v	f111v.47	1	sain	H2	FIRST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	R	2	2	3	qokeey	1	1	1	cheey	1	0	0	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	DRY	NONE	QUALITY_DEGREE	NONE	QUALITY:DRY	1	1	0	BELOW_W2_OR_NA	OPEN	CONFLICT	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0084	G739-N01136	G739-D0162	G738-P0162	f111v	f111v.51	1	sain	H2	FIRST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	2	cheal	1	1	1	NONE	0	0	0	MATERIAL	DRY	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:DRY	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0085	G739-N01141	G739-D0163	G738-P0163	f112r	f112r.35	1	sain	H2	FIRST	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	2	olaiin	1	1	1	NONE	0	0	0	MATERIAL	NONE	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0086	G739-N01147	G739-D0164	G738-P0164	f112r	f112r.36	1	sain	H2	FIRST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	2	2	3	checkhy	1	1	1	ol	1	0	0	PREPARATION	DRY	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:DRY	NONE	PREPARATION	NONE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	NONE	FULL_WANTED	0	0	0	1	1	1	1	ROLE_SEPARATED_CARRIER_RELAY	0	1	1	0	0	0
G740-C0087	G739-N01157	G739-D0166	G738-P0166	f112v	f112v.5	1	sain	H2	FIRST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	2	2	3	okey	1	1	1	aiiin	1	0	0	PREPARATION	HOT	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT	NONE	NONE	AMOUNT_DOSE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0088	G739-N01173	G739-D0169	G738-P0169	f113r	f113r.49	1	sain	H2	FIRST	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	R	2	2	3	cheo	1	1	1	cheeey	1	0	0	PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	UNKNOWN	NONE	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0089	G739-N01182	G739-D0170	G738-P0170	f114r	f114r.36	8	sain	H2	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	R	1	1	9	otchedy	1	1	1	NONE	0	0	0	PREPARATION	COLD|DRY	PREPARATION	QUALITY_DEGREE	CLOSE	QUALITY:COLD|DRY	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0090	G739-N01199	G739-D0174	G738-P0174	f75r	f75r.24	4	sain	H2	MIDDLE	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	AXIS+CARRIER	L	-1	1	3	qolkary	0	1	1	NONE	0	0	0	MATERIAL|PART	HOT	MATERIAL|PART	AMOUNT_DOSE	NONE	AMOUNT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0091	G739-N01256	G739-D0183	G738-P0183	f77r	f77r.14	2	sain	H2	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	R	2	2	4	qoteedy	1	1	1	sheeol	1	0	0	NONE	COLD	NONE	QUALITY_DEGREE	CLOSE	QUALITY:COLD	NONE	NONE	NONE	NONE	NONE	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	UNKNOWN	NONE	NONE	0	0	0	0	0	0	0	R2_HOLD	0	0	0	0	0	0
G740-C0092	G739-N01263	G739-D0184	G738-P0184	f77v	f77v.27	6	sain	H2	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	L	-2	2	4	fchedy	0	1	1	cheky	1	0	0	PART	DRY	PART	QUALITY_DEGREE	PROCESS	QUALITY:DRY	DRY|HOT	NONE	QUALITY_DEGREE	PROCESS	QUALITY:DRY|HOT	1	1	0	BELOW_W2_OR_NA	PROCESS_OR_PASS	PARTIAL	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0093	G739-N01268	G739-D0185	G738-P0185	f78r	f78r.23	1	sain	H2	FIRST	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	CARRIER	R	1	1	2	sheor	1	2	2	NONE	0	0	0	MATERIAL|PART	MOIST	MATERIAL|PART	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	1	1	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0094	G739-N01294	G739-D0189	G738-P0189	f79r	f79r.6	6	sain	H2	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	5	qokey	0	2	2	NONE	0	0	0	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0095	G739-N01314	G739-D0192	G738-P0192	f79v	f79v.25	8	sain	H2	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS+CARRIER	L	-2	2	6	olkain	0	1	1	otshey	1	0	0	MATERIAL	HOT	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:HOT	COLD|MOIST	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:COLD|MOIST	1	1	0	BELOW_W2_OR_NA	OPEN	CONFLICT	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0096	G739-N01318	G739-D0193	G738-P0193	f81r	f81r.15	1	sain	H2	FIRST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	R	2	2	3	cheedy	1	1	1	ol	1	0	0	NONE	DRY	NONE	QUALITY_DEGREE	CLOSE	QUALITY:DRY	NONE	MATERIAL|PREPARATION	NONE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	OPEN	NONE	NONE	0	0	0	0	0	1	0	R2_HOLD	0	0	0	0	0	0
G740-C0097	G739-N01328	G739-D0195	G738-P0195	f83r	f83r.19	4	sain	H2	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	CARRIER	L	-1	1	3	ockhey	0	1	1	NONE	0	0	0	PREPARATION	NONE	PREPARATION	NONE	NONE	NONE	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	0	0	0	1	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0098	G739-N01329	G739-D0195	G738-P0195	f83r	f83r.19	4	sain	H2	MIDDLE	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	R	1	1	5	ched	1	1	1	NONE	0	0	0	PREPARATION	DRY	NONE	QUALITY_DEGREE	CLOSE	QUALITY:DRY	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	0	0	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
G740-C0099	G739-N01338	G739-D0196	G738-P0196	f83r	f83r.33	6	sain	H2	LAST	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	AXIS	L	-1	1	5	qokey	0	2	2	NONE	0	0	0	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	NA	NA	NA	NA	NA	NA	0	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	1	0	1	0	0	GDT741_DIRECT_INHERITED	0	0	0	0	0	0
