expression_id	page	locus	token_index_start	token_index_end	realization_mode	base_surface	wrapper	quality_core	ending	expression_class	working_value	working_roman	surface_expression	segmentation	working_reading_de	core_quality_concrete	expression_triple_reader_stable	phrase_line_end	left_3	left_2	left_1	right_1	right_2	right_3	section	hand	surface_line
G630-E087	f44v	f44v.2	5	6	SEPARATE_D_VALUE	otchol	o	tch	OL	CORE_BEARING_OL_QUALITY	3	III	otchol daiin	otchol | d+a+III	im o-Rahmen: kalt-trocken, Grad III	1	1	0	cheol	qokchain	daly	shol	qotor	ar	H	1	yolkol cheol qokchain daly otchol daiin shol qotor ar
G630-E088	f44v	f44v.3	4	5	SEPARATE_D_VALUE	otol	o	t	OL	CORE_BEARING_OL_QUALITY	3	III	otol daiin	otol | d+a+III	im o-Rahmen: kalt, Grad III	1	1	0	tol	okchor	shcthy	cthy	cthy	<END>	H	1	tol okchor shcthy otol daiin cthy cthy
G630-E089	f45r	f45r.3	3	4	SEPARATE_D_VALUE	kchol	BARE	kch	OL	CORE_BEARING_OL_QUALITY	3	III	kchol daiin	kchol | d+a+III	heiß-trocken, Grad III	1	1	0	<START>	qo	chcthy	qoaiin	cthy	chaiin	H	1	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G630-E090	f45v	f45v.2	2	3	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	<START>	okol	cthy	okchol	chom	H	1	okol chor daiin cthy okchol chom okolor dy okchol s
G630-E091	f47r	f47r.1	4	5	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	1	0	chair	oly	sheaiin	chdy	<END>	<END>	H	1	chair oly sheaiin shol daiin chdy
G630-E092	f47r	f47r.3	6	7	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	2	II	chol dain	chol | d+a+II	trocken, Grad II	1	1	0	chy	chaiin	ckhey	okaiin	<END>	<END>	H	1	dor chol chy chaiin ckhey chol dain okaiin
G630-E093	f47r	f47r.4	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	qokcheo	cthey	chokain	kchdal	<END>	<END>	H	1	qokcheo cthey chokain chol daiin kchdal
G630-E094	f47r	f47r.9	5	6	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	kor	chaiin	okal	okcho	kchorsy	<END>	H	1	qoko kor chaiin okal chol daiin okcho kchorsy
G630-E095	f47r	f47r.10	7	8	SEPARATE_D_VALUE	tchol	BARE	tch	OL	CORE_BEARING_OL_QUALITY	2	II	tchol dain	tchol | d+a+II	kalt-trocken, Grad II	1	1	0	tor	chey	otchy	dam	<END>	<END>	H	1	shy otcho keey tor chey otchy tchol dain dam
G630-E096	f47v	f47v.9	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	2	II	chol dain	chol | d+a+II	trocken, Grad II	1	1	1	qotcheey	chety	chol	<END>	<END>	<END>	H	1	qotcheey chety chol chol dain
G630-E097	f49r	f49r.6	5	5	FUSED_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	choldaiin	chol+d+a+III	trocken, Grad III	1	0	1	or	shes	sheoty	<END>	<END>	<END>	H	1	ol or shes sheoty choldaiin
G630-E098	f49r	f49r.14	5	6	SEPARATE_D_VALUE	otol	o	t	OL	CORE_BEARING_OL_QUALITY	3	III	otol daiin	otol | d+a+III	im o-Rahmen: kalt, Grad III	1	1	1	shoqoky	shor	sheor	<END>	<END>	<END>	H	1	qo shoqoky shor sheor otol daiin
G630-E099	f49v	f49v.26	6	7	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	1	otol	kcho	s	<END>	<END>	<END>	H	1	qokeol chokeeody otol kcho s chol daiin
G630-E100	f49v	f49v.38	5	6	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	0	0	sho	cheor	cheokchet	dy	daiin	qokg	H	1	chokeo sho cheor cheokchet chor daiin dy daiin qokg
G630-E101	f4v	f4v.11	5	6	SEPARATE_D_VALUE	qotol	qo	t	OL	CORE_BEARING_OL_QUALITY	3	III	qotol daiin	qotol | d+a+III	im qo-Qualitätsrahmen: kalt, Grad III	1	0	1	kcheor	shody	shtaiin	<END>	<END>	<END>	H	1	sho kcheor shody shtaiin qotol daiin
G630-E102	f51r	f51r.9	1	2	SEPARATE_D_VALUE	tol	BARE	t	OL	CORE_BEARING_OL_QUALITY	3	III	tol daiin	tol | d+a+III	kalt, Grad III	1	1	0	<START>	<START>	<START>	daim	qchodal	dal	H	1	tol daiin daim qchodal dal qody qoetam
G630-E103	f51v	f51v.6	7	8	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	0	1	qokal	qotaiin	otykol	<END>	<END>	<END>	H	1	okor ctheody qocphy qokal qotaiin otykol chol daiin
G630-E104	f53v	f53v.4	1	2	SEPARATE_D_VALUE	qokol	qo	k	OL	CORE_BEARING_OL_QUALITY	4	IV	qokol daiiin	qokol | d+a+IV	im qo-Qualitätsrahmen: heiß, Grad IV	1	0	0	<START>	<START>	<START>	qockhor	okchor	daiio	H	1	qokol daiiin qockhor okchor daiio dain d
G630-E105	f54v	f54v.16	3	3	FUSED_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	oldaiin	ol+d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	1	1	<START>	daiin	chol	<END>	<END>	<END>	H	1	daiin chol oldaiin
G630-E106	f55v	f55v.1	4	4	FUSED_D_VALUE	otol	o	t	OL	CORE_BEARING_OL_QUALITY	3	III	otoldaiin	otol+d+a+III	im o-Rahmen: kalt, Grad III	1	0	0	kcheedchdy	oedain	chckhy	dodyd	<END>	<END>	H	2	kcheedchdy oedain chckhy otoldaiin dodyd
G630-E107	f56v	f56v.13	5	6	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	1	1	aiin	chorol	sho	<END>	<END>	<END>	H	1	ykor aiin chorol sho shol daiin
G630-E108	f56v	f56v.15	3	4	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	0	<START>	otchol	chol	chotaiin	<END>	<END>	H	1	otchol chol chol daiin chotaiin
G630-E109	f56v	f56v.16	5	6	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	1	o	kchol	chol	<END>	<END>	<END>	H	1	s o kchol chol chol daiin
G630-E110	f58v	f58v.6	4	5	SEPARATE_D_VALUE	shor	BARE	sh	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	shor daiin	shor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	0	0	qokair	ar	aly	choly	dal	ykaiin	S	3	qokair ar aly shor daiin choly dal ykaiin org fchey okaly oky
G630-E111	f5v	f5v.3	5	6	SEPARATE_D_VALUE	otchor	o	tch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	otchor daiin	otchor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	0	0	ytor	daiin	daiin	qo	darchor	do	H	1	qotcho ytor daiin daiin otchor daiin qo darchor do
G630-E112	f5v	f5v.4	5	6	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	0	0	shees	otol	ykoiin	cthor	okch	y	H	1	qotor shees otol ykoiin shol daiin cthor okch y taiin
G630-E113	f5v	f5v.5	4	5	SEPARATE_D_VALUE	otchol	o	tch	OL	CORE_BEARING_OL_QUALITY	3	III	otchol daiin	otchol | d+a+III	im o-Rahmen: kalt-trocken, Grad III	1	1	0	shokeeol	chor	cheotol	dal	chol	chotaiin	H	1	shokeeol chor cheotol otchol daiin dal chol chotaiin
G630-E114	f66r	f66r.68	2	3	SEPARATE_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	ol daiin	ol | d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	1	0	<START>	<START>	sair	daiin	dal	dol	T	5	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor
G630-E115	f6v	f6v.20	3	4	SEPARATE_D_VALUE	okol	o	k	OL	CORE_BEARING_OL_QUALITY	3	III	okol daiin	okol | d+a+III	im o-Rahmen: heiß, Grad III	1	1	1	<START>	dchor	choldar	<END>	<END>	<END>	H	1	dchor choldar okol daiin
G630-E116	f79v	f79v.35	6	7	SEPARATE_D_VALUE	otol	o	t	OL	CORE_BEARING_OL_QUALITY	2	II	otol dain	otol | d+a+II	im o-Rahmen: kalt, Grad II	1	1	0	kain	chl	ol	otain	ol	oteedy	B	2	qor cheey kain chl ol otol dain otain ol oteedy qokan
G630-E117	f7r	f7r.7	4	5	SEPARATE_D_VALUE	otchol	o	tch	OL	CORE_BEARING_OL_QUALITY	2	II	otchol dain	otchol | d+a+II	im o-Rahmen: kalt-trocken, Grad II	1	1	0	dshoy	cthol	chol	shody	shol	chotchy	H	1	dshoy cthol chol otchol dain shody shol chotchy
G630-E118	f7r	f7r.10	3	4	SEPARATE_D_VALUE	chor	BARE	ch	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	chor daiin	chor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	1	0	<START>	s	chain	chckhy	<END>	<END>	H	1	s chain chor daiin chckhy
G630-E119	f80r	f80r.24	5	6	SEPARATE_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	2	II	ol dain	ol | d+a+II	Qualitäts-/Materialträger, Wert II; Kern offen	0	1	0	chey	rchy	r	oty	qoty	otalor	B	2	lol chey rchy r ol dain oty qoty otalor sheckhy olkeey ral chedyor
G630-E120	f81r	f81r.10	1	2	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	2	II	chol dain	chol | d+a+II	trocken, Grad II	1	1	0	<START>	<START>	<START>	otedy	cheey	qotain	B	2	chol dain otedy cheey qotain ly
G630-E121	f81r	f81r.22	4	5	SEPARATE_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	ol daiin	ol | d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	1	0	qotal	chedy	qol	ol	chedar	ol	B	2	qotal chedy qol ol daiin ol chedar ol oly
G630-E122	f83r	f83r.54	2	3	SEPARATE_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	2	II	ol dain	ol | d+a+II	Qualitäts-/Materialträger, Wert II; Kern offen	0	1	0	<START>	<START>	daiin	chey	ldalor	<END>	B	2	daiin ol dain chey ldalor
G630-E123	f85r1	f85r1.26	12	13	SEPARATE_D_VALUE	or	BARE	NONE	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	or daiin	or | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	0	1	aiin	chcphdy	dar	<END>	<END>	<END>	T	2	pchdair or shshdar qopchedy opchdy qofchdy dar s aiin chcphdy dar or daiin
G630-E124	f85r2	f85r2.4	4	5	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	1	1	dair	sheo	oraiin	<END>	<END>	<END>	C	2	dair sheo oraiin chol daiin
G630-E125	f88r	f88r.8	6	7	SEPARATE_D_VALUE	qokor	qo	k	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	qokor daiin	qokor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	0	0	keol	chear	shekor	sar	s	aiin	P	1	ral sheom keol chear shekor qokor daiin sar s aiin oky sam
G630-E126	f88v	f88v.15	4	4	FUSED_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	oldaiin	ol+d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	0	0	kosholdy	qotody	opykey	qoteody	yfolaiin	oraiin	P	1	kosholdy qotody opykey oldaiin qoteody yfolaiin oraiin
G630-E127	f89r1	f89r1.6	10	10	FUSED_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	2	II	oldain	ol+d+a+II	Qualitäts-/Materialträger, Wert II; Kern offen	0	1	1	sheey	okor	sheeos	<END>	<END>	<END>	P	1	qoar shar qopcholy qokod chepy dar sheey okor sheeos oldain
G630-E128	f89v1	f89v1.5	8	8	FUSED_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	oldaiin	ol+d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	0	0	opolsy	daiin	qopol	octhody	<END>	<END>	P	1	koldal sfal cfhey ofcheol opolsy daiin qopol oldaiin octhody
G630-E129	f89v1	f89v1.10	5	6	SEPARATE_D_VALUE	qokol	qo	k	OL	CORE_BEARING_OL_QUALITY	3	III	qokol daiin	qokol | d+a+III	im qo-Qualitätsrahmen: heiß, Grad III	1	0	0	sheor	cheeor	cthey	chekal	dals	chear	P	1	tor sheor cheeor cthey qokol daiin chekal dals chear qotam
G630-E130	f8r	f8r.9	7	7	FUSED_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	sholdaiin	shol+d+a+III	feucht, Grad III	1	0	0	pchey	ofchey	dsheey	shor	<END>	<END>	H	1	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor
G630-E131	f93r	f93r.21	2	3	SEPARATE_D_VALUE	shol	BARE	sh	OL	CORE_BEARING_OL_QUALITY	3	III	shol daiin	shol | d+a+III	feucht, Grad III	1	1	0	<START>	<START>	dol	shcthy	<END>	<END>	H	1	dol shol daiin shcthy
G630-E132	f95r1	f95r1.1	5	5	FUSED_D_VALUE	ol	BARE	NONE	OL	BARE_OL_CARRIER	3	III	oldaiin	ol+d+a+III	Qualitäts-/Materialträger, Wert III; Kern offen	0	1	0	chepchdy	ofaiin	ol	opshol	qokaiin	oty	H	3	kshdor chepchdy ofaiin ol oldaiin opshol qokaiin oty odain
G630-E133	f96r	f96r.8	5	6	SEPARATE_D_VALUE	chol	BARE	ch	OL	CORE_BEARING_OL_QUALITY	3	III	chol daiin	chol | d+a+III	trocken, Grad III	1	0	1	secheeol	sheol	qokeeey	<END>	<END>	<END>	H	1	ykeor secheeol sheol qokeeey chol daiin
G630-E134	f99v	f99v.12	4	5	SEPARATE_D_VALUE	otol	o	t	OL	CORE_BEARING_OL_QUALITY	3	III	otol daiin	otol | d+a+III	im o-Rahmen: kalt, Grad III	1	1	0	qokeo	qokeol	chockhy	oty	otoey	da	P	1	qokeo qokeol chockhy otol daiin oty otoey da chor aiin
G630-E135	f9v	f9v.1	4	5	SEPARATE_D_VALUE	shor	BARE	sh	OR	OR_NOMINAL_OR_PART_CARRIER	3	III	shor daiin	shor | d+a+III	Teil-/Nominalträger, Wert III; Qualität offen	0	0	0	fochor	oporody	opy	qopchypcho	qofol	shol	H	1	fochor oporody opy shor daiin qopchypcho qofol shol cfhol daiin
