complete_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	written_carrier_count	written_carrier_roots	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt599_complete_clause_de	gdt599_new_completion
265	2107	G407-S166	1	f75r	ACTION:G407-E1777@1:OK	G407-E1777	RUNNING:G407-E1777@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1777@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	YES
266	2108	G407-S166	2	f75r	ACTION:G407-E1778@1:SH	G407-E1778	RUNNING:G407-E1778@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT593:G407-E1777:AIN	Halte im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	NO
267	2110	G407-S168	1	f75r	ACTION:G407-E1781@1:R	G407-E1781	RUNNING:G407-E1781@1	R	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	PORTION	Anwendungsportion	die Anwendungsportion	T06_RIGHT_BOUNDED_COMPLETED_OR_DEFAULT	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1781@2:SH	Kennzeichne oder prüfe	Kennzeichne oder prüfe die Anwendungsportion	YES
268	2111	G407-S168	2	f75r	ACTION:G407-E1781@2:SH	G407-E1781	RUNNING:G407-E1781@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	PORTION	Anwendungsportion	die Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	TYPE_DEFAULT:AIN	Halte im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	NO
269	2113	G407-S169	1	f75r	ACTION:G407-E1782@1:S	G407-E1782	RUNNING:G407-E1782@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	UNIT	Stationseinheit	die Stationseinheit	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Wähle die Einheit aus	Wähle die Stationseinheit aus	NO
270	2114	G407-S169	2	f75r	ACTION:G407-E1782@2:OK	G407-E1782	RUNNING:G407-E1782@2	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	UNIT	Stationseinheit	dieselbe Stationseinheit	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1782@1:S	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite dieselbe Stationseinheit auf Grad II vor	YES
271	2116	G407-S173	1	f75r	ACTION:G407-E1789@1:SH	G407-E1789	RUNNING:G407-E1789@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1789:RUNNING:G407-E1788@1	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
272	2118	G407-S177	1	f75r	ACTION:G407-E1795@2:SH	G407-E1795	RUNNING:G407-E1795@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	2	OR+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1795:RUNNING:G407-E1794@2|RUNNING:G407-E1795@1	Halte die Becken- oder Körpereinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle	Halte die Badeinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle	NO
273	2120	G407-S180	1	f75r	ACTION:G407-E1802@2:CHD	G407-E1802	RUNNING:G407-E1802@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1802@2:CHD	Behandle den Stationsansatz an der Stations-Arbeitsstelle	Behandle den Stationsansatz an der Stations-Arbeitsstelle	NO
274	2121	G407-S180	2	f75r	ACTION:G407-E1803@1:S	G407-E1803	RUNNING:G407-E1803@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1803@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
275	2122	G407-S180	3	f75r	ACTION:G407-E1804@1:OK	G407-E1804	RUNNING:G407-E1804@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1803@1:S	Beschicke oder bereite auf Grad I vor	Bereite dieselbe Anwendungsportion auf Grad I vor	YES
276	2129	G407-S184	6	f75r	ACTION:G407-E1811@1:CH	G407-E1811	RUNNING:G407-E1811@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	2	AIIN+Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1811@1:CH	Entnimm oder lass das Stations- oder Badmaß und den Stationsansatz an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken ab	Entnimm oder lass das Stations- oder Badmaß und den Stationsansatz an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken ab	YES
277	2130	G407-S184	7	f75r	ACTION:G407-E1814@1:S	G407-E1814	RUNNING:G407-E1814@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E1811@1:CH	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	NO
278	2131	G407-S184	8	f75r	ACTION:G407-E1814@2:SH	G407-E1814	RUNNING:G407-E1814@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E1813	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
279	2133	G407-S185	1	f75r	ACTION:G407-E1815@1:SH	G407-E1815	RUNNING:G407-E1815@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1815@3:K	Halte den Zustand	Halte den Stationsansatz	YES
280	2134	G407-S185	2	f75r	ACTION:G407-E1815@2:CH	G407-E1815	RUNNING:G407-E1815@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E1815@3:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
281	2135	G407-S185	3	f75r	ACTION:G407-E1815@3:K	G407-E1815	RUNNING:G407-E1815@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1815@3:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
282	2136	G407-S185	4	f75r	ACTION:G407-E1816@1:OK	G407-E1816	RUNNING:G407-E1816@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1816@1:OK	Beschicke oder bereite den Stationsansatz auf Grad I vor	Beschicke oder bereite den Stationsansatz auf Grad I vor	YES
283	2137	G407-S185	5	f75r	ACTION:G407-E1817@1:OK	G407-E1817	RUNNING:G407-E1817@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E1816@1:OK	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES
284	2139	G407-S186	1	f75r	ACTION:G407-E1818@1:S	G407-E1818	RUNNING:G407-E1818@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	FLOW	Strom	den Strom	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1818@1:S	Leite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
285	2145	G407-S190	1	f75r	ACTION:G407-E1826@1:SH	G407-E1826	RUNNING:G407-E1826@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:SH:CONDITION	Halte den Zustand	Halte die Stationsbedingung aufrecht	YES
286	2148	G407-S190	4	f75r	ACTION:G407-E1827@1:OK	G407-E1827	RUNNING:G407-E1827@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite den Stationsansatz auf Grad I vor	YES
287	2150	G407-S191	1	f75r	ACTION:G407-E1829@1:SH	G407-E1829	RUNNING:G407-E1829@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E1829:RUNNING:G407-E1828@1	Halte die Anwendungsportion im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	NO
288	2154	G407-S192	3	f75r	ACTION:G407-E1831@1:CHD	G407-E1831	RUNNING:G407-E1831@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+OR	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E1831@1:CHD	Behandle den Stationsansatz und die Becken- oder Körpereinheit	Behandle den Stationsansatz und die Stationseinheit	NO
289	2806	G407-S311	1	f77r	ACTION:G407-E2393@1:P	G407-E2393	RUNNING:G407-E2393@1	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	UNIT	Stationseinheit	die Stationseinheit	T06_RIGHT_BOUNDED_COMPLETED_OR_DEFAULT	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2393@7:S	Wende an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken an	Setze die Stationseinheit an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken ein	YES
290	2808	G407-S311	3	f77r	ACTION:G407-E2393@7:S	G407-E2393	RUNNING:G407-E2393@7	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	UNIT	Stationseinheit	die Stationseinheit	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Wähle die Einheit auf der Anwendungsstufe und an der Stations-Hauptstelle aus	Wähle die Stationseinheit auf der Anwendungsstufe und an der Stations-Hauptstelle aus	NO
291	2810	G407-S311	5	f77r	ACTION:G407-E2395@1:OK	G407-E2395	RUNNING:G407-E2395@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2395@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	YES
292	2812	G407-S311	7	f77r	ACTION:G407-E2397@3:P	G407-E2397	RUNNING:G407-E2397@3	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2395@1:OK	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	Setze denselben Stationsansatz in Anwendungsform ein; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	YES
293	2813	G407-S311	8	f77r	ACTION:G407-E2397@4:CHD	G407-E2397	RUNNING:G407-E2397@4	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2397@4:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
294	2814	G407-S311	9	f77r	ACTION:G407-E2398@3:P	G407-E2398	RUNNING:G407-E2398@3	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2397@4:CHD	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	Setze denselben Stationsansatz in Anwendungsform ein; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	YES
295	2815	G407-S311	10	f77r	ACTION:G407-E2398@4:CHD	G407-E2398	RUNNING:G407-E2398@4	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2398@4:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
296	2816	G407-S311	11	f77r	ACTION:G407-E2399@4:CH	G407-E2399	RUNNING:G407-E2399@4	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2399@4:CH	Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	YES
297	2817	G407-S311	12	f77r	ACTION:G407-E2399@6:S	G407-E2399	RUNNING:G407-E2399@6	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2399@4:CH	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	NO
298	2819	G407-S311	14	f77r	ACTION:G407-E2400@2:K	G407-E2400	RUNNING:G407-E2400@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2399@6:S	Führe zu	Führe denselben Stationsansatz zu	YES
299	2822	G407-S312	1	f77r	ACTION:G407-E2402@1:T	G407-E2402	RUNNING:G407-E2402@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2402@1:T	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	NO
300	2825	G407-S312	4	f77r	ACTION:G407-E2402@3:CHD	G407-E2402	RUNNING:G407-E2402@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2402@1:T	Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	NO
301	2826	G407-S312	5	f77r	ACTION:G407-E2404@1:SH	G407-E2404	RUNNING:G407-E2404@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	2	Y+AIIN	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2404:RUNNING:G407-E2404@3|RUNNING:G407-E2405@2	Halte den Stationsansatz und das Stations- oder Badmaß im Bad auf Grad I	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	NO
302	2831	G407-S313	1	f77r	ACTION:G407-E2407@1:OK	G407-E2407	RUNNING:G407-E2407@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite vor	Beschicke oder bereite den Stationsansatz vor	YES
303	2833	G407-S313	3	f77r	ACTION:G407-E2408@1:CHD	G407-E2408	RUNNING:G407-E2408@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2408@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
304	2834	G407-S313	4	f77r	ACTION:G407-E2409@1:OK	G407-E2409	RUNNING:G407-E2409@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2409@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	YES
305	2835	G407-S313	5	f77r	ACTION:G407-E2410@1:CH	G407-E2410	RUNNING:G407-E2410@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2410@3:T	Entnimm oder lass auf Grad I ab	Entnimm oder lass den Stationsansatz auf Grad I ab	YES
306	2836	G407-S313	6	f77r	ACTION:G407-E2410@3:T	G407-E2410	RUNNING:G407-E2410@3	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2410@3:T	Temperiere den Stationsansatz auf Grad I	Temperiere den Stationsansatz auf Grad I	NO
307	2837	G407-S313	7	f77r	ACTION:G407-E2411@1:S	G407-E2411	RUNNING:G407-E2411@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	NO
308	2841	G407-S314	1	f77r	ACTION:G407-E2413@1:OK	G407-E2413	RUNNING:G407-E2413@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2413@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge des Stationsansatzes vor	YES
309	2842	G407-S314	2	f77r	ACTION:G407-E2414@1:SH	G407-E2414	RUNNING:G407-E2414@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
310	2845	G407-S315	2	f77r	ACTION:G407-E2416@1:SH	G407-E2416	RUNNING:G407-E2416@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
311	2847	G407-S316	1	f77r	ACTION:G407-E2417@1:SH	G407-E2417	RUNNING:G407-E2417@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2417@3:T	Halte den Zustand	Halte den Stationsansatz	YES
312	2848	G407-S316	2	f77r	ACTION:G407-E2417@2:CH	G407-E2417	RUNNING:G407-E2417@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2417@3:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
313	2849	G407-S316	3	f77r	ACTION:G407-E2417@3:T	G407-E2417	RUNNING:G407-E2417@3	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2417@3:T	Temperiere den Stationsansatz auf Grad I	Temperiere den Stationsansatz auf Grad I	NO
314	2850	G407-S316	4	f77r	ACTION:G407-E2418@1:OK	G407-E2418	RUNNING:G407-E2418@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2417@3:T	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite denselben Stationsansatz auf Grad II vor	YES
315	2852	G407-S318	1	f77r	ACTION:G407-E2420@1:CH	G407-E2420	RUNNING:G407-E2420@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:CH:STATION	Entnimm oder lass an der Stations-Nebenstelle ab	Entnimm oder lass den Stationsansatz an der Stations-Nebenstelle ab	YES
316	2854	G407-S318	3	f77r	ACTION:G407-E2421@2:T	G407-E2421	RUNNING:G407-E2421@2	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere	Temperiere den Stationsansatz	NO
317	2857	G407-S321	1	f77r	ACTION:G407-E2424@1:CHD	G407-E2424	RUNNING:G407-E2424@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIIN	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2424@1:CHD	Behandle das Stations- oder Badmaß	Behandle das Stationsmaß	NO
318	2858	G407-S321	2	f77r	ACTION:G407-E2425@1:CHD	G407-E2425	RUNNING:G407-E2425@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2425@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
319	2859	G407-S321	3	f77r	ACTION:G407-E2426@1:SH	G407-E2426	RUNNING:G407-E2426@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	AIIN	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E2426:RUNNING:G407-E2425@2	Halte das Stations- oder Badmaß im Bad auf Grad I	Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	NO
