host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard	gdt599_complete_clause_de	gdt599_clause_changed_from_gdt598	gdt599_completion_status
3055	G407-S370	11	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2590@3:DY	G407-E2590	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3056	G407-S372	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2592@1:S	G407-E2592	S	RUNNING:G407-E2592@1	S_BIO_DIVERT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO	ALL_ACTIONS_OBJECT_COMPLETE
3057	G407-S372	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2592@1:S	G407-E2593	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe	NO	NON_ACTION_RETAINED
3058	G407-S372	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2594@1:CH	G407-E2594	CH	RUNNING:G407-E2594@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2594@3:T	Entnimm oder lass auf Grad II ab	Entnimm oder lass auf Grad II ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz auf Grad II ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
3059	G407-S372	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2594@3:T	G407-E2594	T	RUNNING:G407-E2594@3	T_BIO_STATION_REGULATE	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+Y	Stationsansatz|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2594@3:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Reguliere den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
3060	G407-S372	5	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2596@1:OK	G407-E2596	OK	RUNNING:G407-E2596@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2596@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Beschicke oder bereite das Stations- oder Badmaß vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
3061	G407-S372	6	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2597@1:SH	G407-E2597	SH	RUNNING:G407-E2597@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E2597:RUNNING:G407-E2594@4|RUNNING:G407-E2595@1	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte denselben Stationsansatz im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
3062	G407-S372	7	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2597@3:DY	G407-E2597	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3063	G407-S373	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2598@1:CHD	G407-E2598	CHD	RUNNING:G407-E2598@1	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2598@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
3064	G407-S373	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2599@1:OL	G407-E2599	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3065	G407-S373	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2599@2:CHD	G407-E2599	CHD	RUNNING:G407-E2599@2	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2598@1:CHD	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle denselben Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
3066	G407-S373	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2599@3:DY	G407-E2599	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3067	G407-S374	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2600@1:OK	G407-E2600	OK	RUNNING:G407-E2600@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2600@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Beschicke oder bereite das Stations- oder Badmaß vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite eine abgemessene Menge des Stationsansatzes vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
3068	G407-S374	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2601@1:OK	G407-E2601	OK	RUNNING:G407-E2601@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2601@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Beschicke oder bereite das Stations- oder Badmaß vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite eine weitere abgemessene Menge des Stationsansatzes vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
3069	G407-S374	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2602@1:CH	G407-E2602	CH	RUNNING:G407-E2602@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2602@4:K	Entnimm oder lass auf Grad I ab	Entnimm oder lass auf Grad I ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz auf Grad I ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
3070	G407-S374	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2602@3:CH	G407-E2602	CH	RUNNING:G407-E2602@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2602@4:K	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
3071	G407-S374	5	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2602@4:K	G407-E2602	K	RUNNING:G407-E2602@4	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2602@4:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
3072	G407-S374	6	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2603@1:R	G407-E2603	R	RUNNING:G407-E2603@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	Maßangabe	die Maßangabe	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2603@1:R	Kennzeichne oder prüfe das Stations- oder Badmaß	Kennzeichne oder prüfe das Stations- oder Badmaß	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Kennzeichne oder prüfe die Maßangabe	YES	ALL_ACTIONS_OBJECT_COMPLETE
3073	G407-S374	7	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2604@1:OL	G407-E2604	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3074	G407-S374	8	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2604@2:K	G407-E2604	K	RUNNING:G407-E2604@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2604@2:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz zu	NO	ALL_ACTIONS_OBJECT_COMPLETE
3075	G407-S374	9	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION_CHAIN:G407-E2604:K	G407-E2604	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad II	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	NON_ACTION_RETAINED
3076	G407-S374	10	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2605@1:OK	G407-E2605	OK	RUNNING:G407-E2605@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2605@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Beschicke oder bereite das Stations- oder Badmaß vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
3077	G407-S374	11	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2606@1:CHD	G407-E2606	CHD	RUNNING:G407-E2606@1	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2606@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
3078	G407-S374	12	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2607@1:OK	G407-E2607	OK	RUNNING:G407-E2607@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2607@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite die Anwendungsportion vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
3079	G407-S374	13	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2608@1:SH	G407-E2608	SH	RUNNING:G407-E2608@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T04_STABLE_AIN_OR_TYPE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT593:G407-E2607:AIN	Halte im Bad auf Grad II	Halte dieselbe Anwendungsportion im Bad auf Grad II	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte dieselbe Anwendungsportion im Bad auf Grad II	NO	ALL_ACTIONS_OBJECT_COMPLETE
3080	G407-S374	14	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2608@3:DY	G407-E2608	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3081	G407-S375	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2609@1:OK	G407-E2609	OK	RUNNING:G407-E2609@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	Stations- oder Badmaß	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2609@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Beschicke oder bereite das Stations- oder Badmaß vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite eine abgemessene Menge des Stationsansatzes vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
3082	G407-S375	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2610@1:CHD	G407-E2610	CHD	RUNNING:G407-E2610@1	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	2	AIIN+Y	Stations- oder Badmaß|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2610@1:CHD	Behandle das Stations- oder Badmaß und den Stationsansatz zur Zielstation oder ins Zielbecken	Behandle das Stationsmaß und den Stationsansatz zur Zielstation oder ins Zielbecken	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle das Stationsmaß und den Stationsansatz zur Zielstation oder ins Zielbecken	NO	ALL_ACTIONS_OBJECT_COMPLETE
3083	G407-S375	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2612@1:SH	G407-E2612	SH	RUNNING:G407-E2612@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E2611	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte denselben Stationsansatz im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
3084	G407-S375	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2612@3:DY	G407-E2612	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3085	G407-S376	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2613@1:P	G407-E2613	P	RUNNING:G407-E2613@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T06_RIGHT_BOUNDED_COMPLETED_OR_DEFAULT	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2613@2:CHD	Wende an	Wende an	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Setze den Stationsansatz ein	YES	ALL_ACTIONS_OBJECT_COMPLETE
3086	G407-S376	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2613@2:CHD	G407-E2613	CHD	RUNNING:G407-E2613@2	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
