review_ordinal	primary_governor_key	statement_id	physical_page	action_root	selection_route	source_pointer	object_class	object_lemma_de	review_reasons	completed_clause_de
109	ACTION:G407-E3559@3:CH	G407-S583	f83r	CH	MANUAL_PATH_FLOW_OVERRIDE	LOCAL_MODIFIER:CONTACT_OR_LINE	FLOW	Strom	CONCRETE_NONSTATION_OBJECT|Q_CIRCULAR_RIGHT_STATION_SUPPRESSED	Lass den Strom in Anwendungsform und über den Stationskontakt oder die Leitung ab; übernimm den Ablauf als neuen Bad- oder Stationsansatz
110	ACTION:G407-E3562@1:OK	G407-S583	f83r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken vor
111	ACTION:G407-E3567@1:OK	G407-S585	f83r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
112	ACTION:G407-E3568@3:CH	G407-S585	f83r	CH	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3568@1:S	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Lass denselben Strom in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab
113	ACTION:G407-E3577@3:R	G407-S589	f83r	R	ROOT_DEFAULT	DEFAULT:R:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Kennzeichne oder prüfe den Stationsansatz im zweiten Durchgang und über den Stationskontakt oder die Leitung
114	ACTION:G407-E3581@1:OK	G407-S591	f83r	OK	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3581@2:SH	BODY	Körper	WEAK_SOURCE_ROUTE|CONCRETE_NONSTATION_OBJECT	Bereite den Körper vor
115	ACTION:G407-E3615@2:P	G407-S599	f83r	P	RIGHT_SAME_EVENT_WRITTEN_PARTICIPANT	ACTION:G407-E3615@3:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Setze den Körper in Anwendungsform ein
116	ACTION:G407-E3661@1:OK	G407-S614	f83r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor
117	ACTION:G407-E3688@1:OK	G407-S621	f83r	OK	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3687@1:CHD	BODY_PART	Körperteil	CONCRETE_NONSTATION_OBJECT	Bereite dasselbe Körperteil auf Grad II vor
118	ACTION:G407-E3689@1:SH	G407-S622	f83r	SH	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3689@2:CH	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Halte den Stationsansatz
119	ACTION:G407-E3690@1:SH	G407-S623	f83r	SH	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3690@2:CH	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Halte den Stationsansatz
120	ACTION:G407-E3694@1:OK	G407-S624	f83r	OK	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3693@1:SH	BODY	Körper	CONCRETE_NONSTATION_OBJECT	Bereite denselben Körper auf Grad I vor
121	ACTION:G407-E3711@1:CH	G407-S634	f83r	CH	MANUAL_PATH_FLOW_OVERRIDE	LOCAL_MODIFIER:CONTACT_OR_LINE	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Lass den Strom in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab
122	ACTION:G407-E3723@3:SH	G407-S636	f83r	SH	ROOT_DEFAULT	DEFAULT:SH:CONDITION	CONDITION	Stationsbedingung	WEAK_SOURCE_ROUTE	Halte die Stationsbedingung an der Stations-Arbeitsstelle aufrecht
123	ACTION:G407-E3739@1:OK	G407-S639	f83r	OK	ROOT_DEFAULT	DEFAULT:OK:STATION	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz vor
124	ACTION:G407-E3767@1:K	G407-S643	f83r	K	LEFT_COMPATIBLE_AFTER_OT_DY	ACTION:G407-E3766@1:S	FLOW	Strom	CONCRETE_NONSTATION_OBJECT	Führe denselben Strom von der Ausgangsstation oder aus dem Ausgangsbecken zu
125	ACTION:G407-E3770@1:OK	G407-S645	f83r	OK	RIGHT_SAME_EVENT_COMPLETED_OR_ROOT_DEFAULT	ACTION:G407-E3770@2:CHD	STATION	Stationsansatz	WEAK_SOURCE_ROUTE	Beschicke oder bereite den Stationsansatz vor
