statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	object_complete_action_count	remaining_action_gap_count	gdt599_new_completion_count	coverage_state	object_class_profile	gdt584_reader_de	gdt599_complete_reader_de	paragraph_count	paragraph_count_preserved
92	G407-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
93	G407-S353	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	4	4	0	2	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2|MEASURE:1|STATION:1	Kennzeichne oder prüfe den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Behandle das Stations- oder Badmaß. Halte den Stationsansatz im Bad auf Grad II. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Kennzeichne oder prüfe den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Behandle das Stationsmaß. Halte den Körper im Bad auf Grad II. Bereite denselben Körper auf Grad I vor. Schließe den Arbeitsgang.	1	YES
94	G407-S354	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	6	6	0	3	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|STATION:5	Beschicke oder bereite den Stationsansatz vor. Halte im Bad auf Grad I. Beschicke oder bereite den Stationsansatz vor. Beschicke oder bereite das Stations- oder Badmaß vor. Behandle den Stationsansatz. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Halte denselben Stationsansatz im Bad auf Grad I. Beschicke oder bereite den Stationsansatz vor. Bereite eine abgemessene Menge desselben Stationsansatzes vor. Behandle den Stationsansatz. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
95	G407-S355	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	1	1	0	1	ALL_ACTIONS_OBJECT_COMPLETE	CONDITION:1	Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Halte die Stationsbedingung aufrecht. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.	1	YES
96	G407-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	14	8	8	0	6	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|STATION:6|UNIT:1	"Behandle den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken vor. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Halte die Becken- oder Körpereinheit im Bad. Entnimm oder lass ab. Wende den Stationsansatz auf Grad I an. Entnimm oder lass auf Grad I, in Feinform, zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung ab. Halte den Zustand auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Behandle den Stationsansatz. Bereite eine abgemessene Menge desselben Stationsansatzes zur Zielstation oder ins Zielbecken vor. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Halte die Badeinheit im Bad. Entnimm oder lass den Stationsansatz ab. Wende den Stationsansatz auf Grad I an. Entnimm oder lass denselben Stationsansatz auf Grad I, in Feinform, zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung ab. Halte denselben Stationsansatz auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	2	YES
97	G407-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|STATION:1	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
98	G407-S359	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	3	3	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:3	"Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle den Stationsansatz und die Becken- oder Körpereinheit an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle den Stationsansatz und die Stationseinheit an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	2	YES
99	G407-S361	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	5	5	0	3	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|STATION:4	Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Bereite eine abgemessene Menge des Stationsansatzes vor. Entnimm oder lass den Stationsansatz ab. Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
100	G407-S362	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	8	6	6	0	3	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|PORTION:2|STATION:3	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Wähle die Einheit aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite die Anwendungsportion vor. Beschicke oder bereite das Stations- oder Badmaß vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Wähle denselben Stationsansatz aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite die Anwendungsportion vor. Bereite eine abgemessene Anwendungsportion vor. Halte dieselbe Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
101	G407-S366	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	4	4	0	2	ALL_ACTIONS_OBJECT_COMPLETE	FLOW:2|MEASURE:1|STATION:1	Leite den Strom in Anwendungsform, an der Mittelstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung um. Wähle das Stations- oder Badmaß aus. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Leite den Strom in Anwendungsform, an der Mittelstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung um. Wähle das Stationsmaß aus. Halte denselben Strom aufrecht. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beschicke oder bereite den Stationsansatz auf Grad II vor. Schließe den Arbeitsgang.	1	YES
102	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	19	12	12	0	11	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|PORTION:2|STATION:9	"Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken vor. Entnimm oder lass ab. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Wähle die Einheit an der Stations-Hauptstelle aus. Verwende für den vorangehenden Arbeitsschritt auf der Anwendungsstufe. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Bereite eine abgemessene Menge des Stationsansatzes zur Zielstation oder ins Zielbecken vor. Entnimm oder lass den Stationsansatz ab. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz auf Grad I zu. Wähle denselben Stationsansatz an der Stations-Hauptstelle aus. Verwende für den vorangehenden Arbeitsschritt auf der Anwendungsstufe. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	3	YES
103	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	11	6	6	0	3	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|PORTION:1|STATION:4	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz und die Becken- oder Körpereinheit und von der Ausgangsstation oder aus dem Ausgangsbecken. Entnimm oder lass die Anwendungsportion und die Becken- oder Körpereinheit in Anwendungsform, auf Grad I, zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad II. Temperiere auf der Anwendungsstufe, auf Grad I und als neuer Bad- oder Stationsansatz. Kennzeichne oder prüfe den Stationsansatz und das Stations- oder Badmaß im zweiten Durchgang. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Führe auf Grad II zu. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz und die Becken- oder Körpereinheit und von der Ausgangsstation oder aus dem Ausgangsbecken. Entnimm oder lass die Anwendungsportion und die Becken- oder Körpereinheit in Anwendungsform, auf Grad I, zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Temperiere den Stationsansatz auf der Anwendungsstufe, auf Grad I; übernimm das Ergebnis als neuen Bad- oder Stationsansatz. Kennzeichne oder prüfe den Stationsansatz und das Stations- oder Badmaß im zweiten Durchgang. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Führe denselben Stationsansatz auf Grad II zu. Schließe den Arbeitsgang."	2	YES
104	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	5	5	0	2	ALL_ACTIONS_OBJECT_COMPLETE	FLOW:1|MEASURE:1|STATION:3	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Entnimm oder lass auf Grad II ab. Reguliere den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Entnimm oder lass den Stationsansatz auf Grad II ab. Reguliere den Stationsansatz. Bereite eine abgemessene Menge desselben Stationsansatzes vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
105	G407-S373	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	2	2	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	1	YES
106	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	14	11	11	0	9	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:4|PORTION:2|STATION:5	Beschicke oder bereite das Stations- oder Badmaß vor. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Führe den Stationsansatz zu. Kennzeichne oder prüfe das Stations- oder Badmaß. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Beschicke oder bereite das Stations- oder Badmaß vor. Behandle den Stationsansatz. Beschicke oder bereite die Anwendungsportion vor. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Bereite eine abgemessene Menge des Stationsansatzes vor. Bereite eine weitere abgemessene Menge des Stationsansatzes vor. Entnimm oder lass den Stationsansatz auf Grad I ab. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Kennzeichne oder prüfe die Maßangabe. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Bereite eine abgemessene Menge desselben Stationsansatzes vor. Behandle den Stationsansatz. Beschicke oder bereite die Anwendungsportion vor. Halte dieselbe Anwendungsportion im Bad auf Grad II. Schließe den Arbeitsgang.	1	YES
107	G407-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	3	3	0	1	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|STATION:2	Beschicke oder bereite das Stations- oder Badmaß vor. Behandle das Stations- oder Badmaß und den Stationsansatz zur Zielstation oder ins Zielbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Bereite eine abgemessene Menge des Stationsansatzes vor. Behandle das Stationsmaß und den Stationsansatz zur Zielstation oder ins Zielbecken. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
108	G407-S376	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	Setze den Stationsansatz ein. Behandle den Stationsansatz. Schließe den Arbeitsgang.	1	YES
109	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	3	3	0	2	ALL_ACTIONS_OBJECT_COMPLETE	BODY_PART:1|PORTION:2	"Beginne danach den nächsten Arbeitsgang.

Behandle die Anwendungsportion und den Stationsansatz. Entnimm oder lass an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Behandle den Körperteil. Entnimm die Probe am selben Körperteil an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Bereite dieselbe Probe auf Grad II vor. Schließe den Arbeitsgang."	2	YES
110	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	9	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	"Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Temperiere die Anwendungsportion und den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Temperiere die Anwendungsportion und den Stationsansatz. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	2	YES
111	G407-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	4	4	0	2	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2|PORTION:1|STATION:1	Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Halte den Stationsansatz im Bad auf Grad II. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Halte den Körper im Bad auf Grad II. Behandle denselben Körper über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
112	G407-S380	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|PORTION:1	Wende an. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Wende die Anwendungsportion an. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
113	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	8	6	6	0	4	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|STATION:5	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle vor. Entnimm oder lass ab. Entnimm oder lass ab. Wende den Stationsansatz auf Grad I an. Fahre im selben Arbeitsgang fort. Reguliere das Stations- oder Badmaß über den Stationskontakt oder die Leitung. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß in Anwendungsform, auf Grad II und an der Stations-Arbeitsstelle vor; übernimm das Ergebnis als neuen Bad- oder Stationsansatz. Entnimm oder lass den Stationsansatz ab. Entnimm oder lass den Stationsansatz ab. Wende den Stationsansatz auf Grad I an. Fahre im selben Arbeitsgang fort. Reguliere das Stationsmaß über den Stationskontakt oder die Leitung. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
114	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	10	7	7	0	3	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2|STATION:5	Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Halte das Stations- oder Badmaß und den Stationsansatz im Bad auf Grad II. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Führe den Stationsansatz und das Stations- oder Badmaß zu. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad bei der angegebenen Füllung auf Grad II. Halte denselben Körper im Bad auf Grad I. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz auf Grad I zu. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Führe den Stationsansatz und das Stations- oder Badmaß zu. Halte denselben Stationsansatz im Bad auf Grad II. Schließe den Arbeitsgang.	1	YES
115	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	3	3	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|MEASURE:1|STATION:1	"Beschicke oder bereite das Stations- oder Badmaß vor. Halte das Stations- oder Badmaß im Bad. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Halte im Bad in Anwendungsform. Schließe den Arbeitsgang."	"Bereite eine abgemessene Menge des Stationsansatzes vor. Halte den Körper im Bad bei der angegebenen Füllung. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Halte den Stationsansatz im Bad in Anwendungsform. Schließe den Arbeitsgang."	2	YES
116	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte das Stations- oder Badmaß und den Stationsansatz im Bad. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte den Körper im Bad bei der angegebenen Füllung. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	3	YES
117	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	4	4	0	3	ALL_ACTIONS_OBJECT_COMPLETE	FLOW:1|PORTION:3	"Beginne danach den nächsten Arbeitsgang.

Kennzeichne oder prüfe die Anwendungsportion zur Zielstation oder ins Zielbecken. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Kennzeichne oder prüfe die Anwendungsportion zur Zielstation oder ins Zielbecken. Nimm dieselbe Anwendungsportion über den Stationskontakt oder die Leitung heraus. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Bereite dieselbe Anwendungsportion auf Grad II vor. Schließe den Arbeitsgang."	2	YES
118	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	10	4	4	0	2	ALL_ACTIONS_OBJECT_COMPLETE	FLOW:1|STATION:3	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Leite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken um. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte im Bad auf Grad II. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz und das Stations- oder Badmaß auf Grad II und an der Stations-Arbeitsstelle ab. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Leite die angegebene Menge zur Zielstation oder ins Zielbecken um. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte denselben Stationsansatz im Bad auf Grad II. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz und das Stations- oder Badmaß auf Grad II und an der Stations-Arbeitsstelle ab. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	3	YES
