statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_bindings	owner_transition	concrete_station_statement	medical_statement_rival	formal_statement_rival	repair_cost_0_4	line_crossing	hardest_contradiction	direction_guard	semantic_ceiling
B2-S002	B2	f82r	F046	1	168	F046=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F046:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	Fortschreibe Buchung `B2-S002` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S002` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T002`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T002`, PREVIOUS `UNSET`.	[EXEMPLAR:A002+A004+A011+A013+A021:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S003	B2	f82r	F047	3	169|170|171	F047=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F047:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	Fortschreibe Buchung `B2-S003` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S003` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T002`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T002`, PREVIOUS `UNSET`.	[EXEMPLAR:A001+A002+A004+A005+A008+A010+A011+A015+A021:gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S004	B2	f82r	F048|F049	5	172|173|174|175|176	F048=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER > F049=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F048:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] -> INHERIT_OWNER[F049:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	Fortschreibe Buchung `B2-S004` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: setze den lokalen Zielslot `B2:T003` aus `B2-S004:TARGET_ASSIGN_01`; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S004:ACTION_TEMPER_01` ein. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T003`, PREVIOUS `B2:I002`.	[EXEMPLAR:A001+A002+A003+A006+A008+A009+A010+A011+A012+A013+A014+A021:mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f82r.2→f82r.3; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S005	B2	f82r	F050|F051	8	177|178|179|180|181|182|183|184	F050=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER > F051=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F050:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] -> INHERIT_OWNER[F051:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	Fortschreibe Buchung `B2-S005` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: trage den Masterwert `B2-S005:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B2-S005:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T006`, PREVIOUS `B2:I002`.	[EXEMPLAR:A001+A002+A003+A006+A009+A010+A011+A021:fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten; beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f82r.3→f82r.4; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S006	B2	f82r	F052	4	185|186|187|188	F052=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F052:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	Fortschreibe Buchung `B2-S006` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: setze den lokalen Zielslot `B2:T007` aus `B2-S006:TARGET_ASSIGN_01`; führe die exemplarisch bestimmte örtliche Stationshandlung `B2-S006:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T007`, PREVIOUS `B2:I002`.	[EXEMPLAR:A001+A004+A005+A007+A010+A011+A012+A013+A014+A015+A021:der vorbereitete Bade- oder Waschzusatz ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	1	NO:f82r.4	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S007	B2	f82r	F053	1	189	F053=DIRECT_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F053:DIRECT_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	Fortschreibe Buchung `B2-S007` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S007` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2-S007:TARGET_UNSET`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `UNSET`, PREVIOUS `B2:I001`.	[EXEMPLAR:A001+A011+A021:gib sauberes Wasser hinzu und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.7	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S008	B2	f82r	F054	3	190|191|192	F054=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERIT_OWNER[F054:INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	Fortschreibe Buchung `B2-S008` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S008` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T008`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T008`, PREVIOUS `B2:I001`.	[EXEMPLAR:A004+A009+A011+A012+A014+A021:für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.7	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S009	B2	f82r	F055	1	193	F055=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERIT_OWNER[F055:INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	Fortschreibe Buchung `B2-S009` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S009` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T008`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T008`, PREVIOUS `B2:I001`.	[EXEMPLAR:A008+A011+A021:halte es warm und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.7	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S010	B2	f82r	F056	4	194|195|196|197	F056=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERIT_OWNER[F056:INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	Fortschreibe Buchung `B2-S010` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S010:ACTION_TEMPER_01` ein; führe die exemplarisch bestimmte örtliche Stationshandlung `B2-S010:ACTION_APPLY_01` am aktuellen Besitzer aus; prüfe den im Master bezeichneten Freigabezustand `B2-S010:STATE_GATE_01` und markiere erst danach den Posten bereit. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	[EXEMPLAR:A001+A003+A008+A009+A010+A011+A012+A014+A021:temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	1	NO:f82r.7	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S011	B2	f82r	F057	4	198|199|200|201	F057=UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	BREAK_VISIBLE_GAP -> SET_UNRESOLVED_OWNER[F057:UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]	Fortschreibe Buchung `B2-S011` beim Besitzerposten „ungelösten mittleren f82r-Linie-/Podestposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S011` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T009`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	[EXEMPLAR:A001+A002+A004+A005+A007+A008+A010+A011+A015+A021:gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	3	NO:f82r.19	Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S012	B2	f82r	F058|F059	8	202|203|204|205|206|207|208|209	F058=UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION > F059=DIRECT_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_UNRESOLVED_OWNER[F058:UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F059:DIRECT_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	Fortschreibe Buchung `B2-S012` beim Besitzerposten „ungelösten mittleren f82r-Linie-/Podestposten“ sowie nach lokalem Reset beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: prüfe den im Master bezeichneten Freigabezustand `B2-S012:STATE_GATE_01` und markiere erst danach den Posten bereit; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S012:ACTION_TEMPER_01` ein; trage den Masterwert `B2-S012:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	[EXEMPLAR:A001+A004+A008+A010+A011+A012+A014+A021:ziehe die klare Flüssigkeit ab; Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der benetzte Körperbereich ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	4	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar. Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S013	B2	f82r	F060	1	210	F060=INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERIT_OWNER[F060:INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	Fortschreibe Buchung `B2-S013` beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: schließe den lokalen End-/Ablassposten `B2-S013:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	[EXEMPLAR:A001+A002+A003+A011+A021:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	0	NO:f82r.23	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S014	B2	f82r	F061	1	211	F061=INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERIT_OWNER[F061:INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	Fortschreibe Buchung `B2-S014` beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S014` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T010`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T010`, PREVIOUS `B2:I001`.	[EXEMPLAR:A001+A003+A011+A021:schließe den unteren Ablauf]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.23	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S015	B2	f82r	F062	2	212|213	F062=DIRECT_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F062:DIRECT_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	Fortschreibe Buchung `B2-S015` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S015` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2-S015:TARGET_UNSET`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `UNSET`, PREVIOUS `B2:I003`.	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:beginne die Spülung ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.26	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S016	B2	f82r	F063|F064	8	214|215|216|217|218|219|220|221	F063=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS > F064=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F063:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] -> INHERIT_OWNER[F064:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	Fortschreibe Buchung `B2-S016` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: setze den lokalen Zielslot `B2:T011` aus `B2-S016:TARGET_ASSIGN_01`; trage den Masterwert `B2-S016:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B2-S016:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T011`, PREVIOUS `B2:I003`.	[EXEMPLAR:A001+A004+A005+A007+A008+A010+A011+A012+A013+A014+A015+A021:An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; der vorbereitete Bade- oder Waschzusatz ; beginne den nächsten abgemessenen Posten ; warmes Wasser; ziehe es ab und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S017	B2	f82r	F065	2	222|223	F065=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F065:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	Fortschreibe Buchung `B2-S017` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S017` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	[EXEMPLAR:A001+A003+A008+A009+A011+A014+A021:gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S018	B2	f82r	F066	1	224	F066=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F066:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	Fortschreibe Buchung `B2-S018` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S018` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S019	B2	f82r	F067	1	225	F067=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F067:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	Fortschreibe Buchung `B2-S019` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S019` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	[EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S020	B2	f82r	F068	1	226	F068=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F068:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	Fortschreibe Buchung `B2-S020` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S020` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	[EXEMPLAR:A004+A006+A008+A011+A014+A021:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S021	B2	f82r	F069	1	227	F069=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F069:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	Fortschreibe Buchung `B2-S021` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S021` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
B2-S022	B2	f82r	F070	1	228	F070=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F070:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] -> RESET_AT_RECORD_END	Fortschreibe Buchung `B2-S022` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S022` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	[EXEMPLAR:A010+A011+A013+A021:mische zu gleichen Teilen und beende den Schritt]	Opake Feldfolge am sichtbaren lokalen Besitzer abschreiben und nur Commit/Reset rücklesen.	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	BREAK_AT_VISIBLE_GAP; NEVER_INFER_PAGE_WIDE_FLOW	STATION_STATEMENT_MASTER_EXEMPLAR_NOT_DECIPHERMENT
