bio_statement_row	statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_sequence	internal_owner_reset	literal_exact_card_sequence	continuous_local_statement	v72_selected_paraphrase	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	repair_cost_0_4	line_crossing	contradiction	global_flow_claim	semantic_ceiling
31	B2-S010	B2	f82r	F056	4	194|195|196|197	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NO	E194:0275fbf14e07935b0a45 > E195:276a7c2d74d1143446f4 > E196:5eff216ba51fbfb21f22 > E197:b5df9126607030b95175	An derselben lokalen Station [B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]: Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Gebrauche die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich. Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station. Prüfe den örtlich vorgeschriebenen Zustand der Charge.	Fortschreibe Buchung `B2-S010` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S010:ACTION_TEMPER_01` ein; führe die exemplarisch bestimmte örtliche Stationshandlung `B2-S010:ACTION_APPLY_01` am aktuellen Besitzer aus; prüfe den im Master bezeichneten Freigabezustand `B2-S010:STATE_GATE_01` und markiere erst danach den Posten bereit. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	örtliche Wasch-/Applikationsstation an Ring, Fächer und Inline-Knoten	kleines örtliches Verteil- oder Spülgerät	ikonographischer Strahl oder Stern an einem Schmuckband	1	NO:f82r.7	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
32	B2-S011	B2	f82r	F057	4	198|199|200|201	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	NO	E198:1645e612504fcef59ced > E199:4d4559019a961b834aa1 > E200:1645e612504fcef59ced > E201:7d25241b0e56c836372a	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] (örtliche mittlere f82r-Station, die nur das Exemplar zwischen Linie und Liegepodest entscheidet): Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. Nimm den nächsten Anteil aus demselben recordlokalen Ansatz. Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	Fortschreibe Buchung `B2-S011` beim Besitzerposten „ungelösten mittleren f82r-Linie-/Podestposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S011` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T009`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	mögliche Liege- oder Teilbadstation, deren Zuordnung das Exemplar bestimmt	möglicher Inline-Knoten oder unabhängiges Podest	bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion	3	NO:f82r.19	Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
33	B2-S012	B2	f82r	F058|F059	8	202|203|204|205|206|207|208|209	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION > B2_LOWER_GREEN_MULTI_FIGURE_POOL	YES	E202:0ab57b7166de99db3a55 > E203:b5df9126607030b95175 > E204:6b89d6dd70635bc60fe0 > E205:0275fbf14e07935b0a45 > E206:5fca8fc3dee57e1d8c1f > E207:2f1c5e56e8f0ff459065 > E208:b921a237be883a820352 > E209:d25110e0d8488927278f	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] (örtliche mittlere f82r-Station, die nur das Exemplar zwischen Linie und Liegepodest entscheidet): Ziehe die klare örtliche Flüssigkeit ab. OHNE BILDVERBINDUNG: Setze jetzt einen neuen lokalen Besitzer. Setze den lokalen Besitzer [B2_LOWER_GREEN_MULTI_FIGURE_POOL] (unteres grünes Mehrfigurenfeld auf f82r): Prüfe den örtlich vorgeschriebenen Zustand der Charge. Behalte für diesen örtlichen Schritt dieselbe Einstellung bei. Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Behandle den im Exemplar bezeichneten benetzten Körperbereich. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Verwende nun diese aktive Bade- oder Waschportion. Benetze den bezeichneten Körperbereich vollständig und beende den örtlichen Schritt.	Fortschreibe Buchung `B2-S012` beim Besitzerposten „ungelösten mittleren f82r-Linie-/Podestposten“ sowie nach lokalem Reset beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: prüfe den im Master bezeichneten Freigabezustand `B2-S012:STATE_GATE_01` und markiere erst danach den Posten bereit; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S012:ACTION_TEMPER_01` ein; trage den Masterwert `B2-S012:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	mögliche Liege- oder Teilbadstation, deren Zuordnung das Exemplar bestimmt / gemeinsames unteres Mehrpersonenbad mit lokalen Benetzungs- und Halteschritten	möglicher Inline-Knoten oder unabhängiges Podest / großes unteres Becken für Füllen, Temperieren und Ablassen	bildlich unaufgelöster Zwischenposten ohne sicher bestimmbare Funktion / mehrere allegorische Figurenplätze ohne behauptete Badfunktion	4	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar. Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
34	B2-S013	B2	f82r	F060	1	210	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	E210:de7321bface5628e35d6	An derselben lokalen Station [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Fortschreibe Buchung `B2-S013` beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: schließe den lokalen End-/Ablassposten `B2-S013:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	gemeinsames unteres Mehrpersonenbad mit lokalen Benetzungs- und Halteschritten	großes unteres Becken für Füllen, Temperieren und Ablassen	mehrere allegorische Figurenplätze ohne behauptete Badfunktion	0	NO:f82r.23	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
35	B2-S014	B2	f82r	F061	1	211	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NO	E211:29e0eb222ef2fb99523a	An derselben lokalen Station [B2_LOWER_GREEN_MULTI_FIGURE_POOL]: Schließe den bezeichneten unteren Ablauf dieser Station.	Fortschreibe Buchung `B2-S014` beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S014` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T010`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T010`, PREVIOUS `B2:I001`.	gemeinsames unteres Mehrpersonenbad mit lokalen Benetzungs- und Halteschritten	großes unteres Becken für Füllen, Temperieren und Ablassen	mehrere allegorische Figurenplätze ohne behauptete Badfunktion	2	NO:f82r.23	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
36	B2-S015	B2	f82r	F062	2	212|213	B2_LOWER_POOL_EDGE_STATIONS	NO	E212:d4a31dbcf1ed6d9e5aa9 > E213:7d25241b0e56c836372a	Setze den lokalen Besitzer [B2_LOWER_POOL_EDGE_STATIONS] (lokale Figurenplätze am Rand des unteren f82r-Feldes): Beginne die Spülung an dieser lokalen Station. Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	Fortschreibe Buchung `B2-S015` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S015` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2-S015:TARGET_UNSET`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `UNSET`, PREVIOUS `B2:I003`.	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	2	NO:f82r.26	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
37	B2-S016	B2	f82r	F063|F064	8	214|215|216|217|218|219|220|221	B2_LOWER_POOL_EDGE_STATIONS	NO	E214:dd0ecaf5e27d81befffc > E215:0f15effeca7ab10bb026 > E216:db729b598e89e11452e0 > E217:2f1c5e56e8f0ff459065 > E218:5d5e0b288cf36864ed9d > E219:b5fcea1eaed06b2f2291 > E220:08bd5ca0c2ad137a056d > E221:65df3cd9e59060042d47	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Verwende kühles Wasser für diesen örtlichen Posten. Teile oder mische den örtlichen Posten zu gleichen Anteilen. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Verwende den vorbereiteten Bade- oder Waschzusatz. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Verwende warmes Wasser für diesen örtlichen Posten. An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	Fortschreibe Buchung `B2-S016` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: setze den lokalen Zielslot `B2:T011` aus `B2-S016:TARGET_ASSIGN_01`; trage den Masterwert `B2-S016:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B2-S016:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T011`, PREVIOUS `B2:I003`.	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	2	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
38	B2-S017	B2	f82r	F065	2	222|223	B2_LOWER_POOL_EDGE_STATIONS	NO	E222:98bdc4244c84cbef3321 > E223:78b3b3140714da19090d	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Gieße das erwärmte Wasser in das örtlich bezeichnete Gefäß oder Teilbad. Wiederhole den örtlichen Gebrauch an der zweiten Öffnung und beende den Schritt.	Fortschreibe Buchung `B2-S017` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S017` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
39	B2-S018	B2	f82r	F066	1	224	B2_LOWER_POOL_EDGE_STATIONS	NO	E224:7d25241b0e56c836372a	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	Fortschreibe Buchung `B2-S018` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S018` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
40	B2-S019	B2	f82r	F067	1	225	B2_LOWER_POOL_EDGE_STATIONS	NO	E225:7f68f60279efe6b28cd7	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Verwende den Anteil als örtliche Waschung und beende den Schritt.	Fortschreibe Buchung `B2-S019` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S019` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
41	B2-S020	B2	f82r	F068	1	226	B2_LOWER_POOL_EDGE_STATIONS	NO	E226:ff178343c18e287ce3b7	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den örtlichen Schritt.	Fortschreibe Buchung `B2-S020` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S020` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
42	B2-S021	B2	f82r	F069	1	227	B2_LOWER_POOL_EDGE_STATIONS	NO	E227:7d25241b0e56c836372a	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Lasse die badende Person im temperierten Teilbad sitzen und beende den örtlichen Schritt.	Fortschreibe Buchung `B2-S021` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S021` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
43	B2-S022	B2	f82r	F070	1	228	B2_LOWER_POOL_EDGE_STATIONS	NO	E228:f2af6326898fb5b490a4	An derselben lokalen Station [B2_LOWER_POOL_EDGE_STATIONS]: Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	Fortschreibe Buchung `B2-S022` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S022` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	mehrere lokale Wasch-, Tuch- oder Teilbadplätze am Beckenrand	Randposten eines größeren Beckens für portionsweise Bedienung	das ganze grüne Feld als ein Besitzer oder bloße Figurenornamentik	2	NO:f82r.27	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
44	B3-S001	B3	f83r	F071	1	229	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	E229:3b70942557b3a40e8030	Setze den lokalen Besitzer [B3_UPPER_MARGIN_OPEN_FAN_STATION] (oberste f83r-Randstation mit offenem Punkt-/Fächerende): Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	Eröffne Buchung `B3-S001` beim Besitzerposten „obersten f83r-Randstation mit offenem Fächerende“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S001` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3-S001:TARGET_UNSET`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `UNSET`, PREVIOUS `UNSET`.	örtliche Benetzungs-/Auslassstation am offenen Fächerende	kleiner Einlass-, Auslass- oder Spülposten	rein ikonographischer Strahlenbesitzer	2	NO:f83r.3	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
45	B3-S002	B3	f83r	F072	2	230|231	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	E230:90bcf0a9ec0ef56399e6 > E231:a84fbe3ad380df345b97	An derselben lokalen Station [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Führe die Charge innerhalb dieser Station zum bezeichneten unteren Ablauf. Benetze den bezeichneten Bereich vollständig und beende den örtlichen Schritt.	Fortschreibe Buchung `B3-S002` beim Besitzerposten „obersten f83r-Randstation mit offenem Fächerende“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S002` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T001`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T001`, PREVIOUS `UNSET`.	örtliche Benetzungs-/Auslassstation am offenen Fächerende	kleiner Einlass-, Auslass- oder Spülposten	rein ikonographischer Strahlenbesitzer	2	NO:f83r.3	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
46	B3-S003	B3	f83r	F073	4	232|233|234|235	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	E232:b921a237be883a820352 > E233:2f1c5e56e8f0ff459065 > E234:b921a237be883a820352 > E235:de7321bface5628e35d6	An derselben lokalen Station [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Verwende nun diese aktive Bade- oder Waschportion. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Verwende nun diese aktive Bade- oder Waschportion. Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Fortschreibe Buchung `B3-S003` beim Besitzerposten „obersten f83r-Randstation mit offenem Fächerende“: trage den Masterwert `B3-S003:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; schließe den lokalen End-/Ablassposten `B3-S003:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T001`, PREVIOUS `UNSET`.	örtliche Benetzungs-/Auslassstation am offenen Fächerende	kleiner Einlass-, Auslass- oder Spülposten	rein ikonographischer Strahlenbesitzer	1	NO:f83r.3	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
47	B3-S004	B3	f83r	F074	3	236|237|238	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	E236:b5fcea1eaed06b2f2291 > E237:90bcf0a9ec0ef56399e6 > E238:4d4559019a961b834aa1	An derselben lokalen Station [B3_UPPER_MARGIN_OPEN_FAN_STATION]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Führe die Charge innerhalb dieser Station zum bezeichneten unteren Ablauf. Nimm den nächsten Anteil aus demselben recordlokalen Ansatz.	Fortschreibe Buchung `B3-S004` beim Besitzerposten „obersten f83r-Randstation mit offenem Fächerende“: trage den Masterwert `B3-S004:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T002`, PREVIOUS `UNSET`.	örtliche Benetzungs-/Auslassstation am offenen Fächerende	kleiner Einlass-, Auslass- oder Spülposten	rein ikonographischer Strahlenbesitzer	1	NO:f83r.3	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
48	B3-S005	B3	f83r	F075	1	239	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	E239:259b2b3b0bf859882e2c	Setze den lokalen Besitzer [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] (mittlere f83r-Randfigur in rundem Gefäß): Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	Fortschreibe Buchung `B3-S005` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S005` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T003`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T003`, PREVIOUS `UNSET`.	Einpersonen-Teilbad oder Waschstation im runden Gefäß	kleines rundes Becken für Füllen, Mischen und Ablassen	Teil eines dreifachen Randstapels ohne eigenständige Betriebsfunktion	2	NO:f83r.6	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
49	B3-S006	B3	f83r	F076	3	240|241|242	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	E240:5e8441397e7c0faf042b > E241:308e8ea2d5d190c498e8 > E242:28ffbc88b97772a75f1e	An derselben lokalen Station [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Gieße das erwärmte Wasser in das örtlich bezeichnete Gefäß oder Teilbad. Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Stelle die Mischung im bedeckten örtlichen Auffanggefäß beiseite und beende den Schritt.	Fortschreibe Buchung `B3-S006` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: setze den lokalen Zielslot `B3:T004` aus `B3-S006:TARGET_ASSIGN_01`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	Einpersonen-Teilbad oder Waschstation im runden Gefäß	kleines rundes Becken für Füllen, Mischen und Ablassen	Teil eines dreifachen Randstapels ohne eigenständige Betriebsfunktion	1	NO:f83r.6	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
50	B3-S007	B3	f83r	F077	3	243|244|245	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	E243:b5fcea1eaed06b2f2291 > E244:6f7ff8287eddf4da9fdb > E245:7d25241b0e56c836372a	An derselben lokalen Station [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den lokalen Schritt.	Fortschreibe Buchung `B3-S007` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: trage den Masterwert `B3-S007:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	Einpersonen-Teilbad oder Waschstation im runden Gefäß	kleines rundes Becken für Füllen, Mischen und Ablassen	Teil eines dreifachen Randstapels ohne eigenständige Betriebsfunktion	1	NO:f83r.6	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
