bio_event_row	event_serial	page	locus	record_unit_id	field_id	statement_id	exact_card_id	surface_display_only	literal_exact_card_layer	v71_local_owner	owner_status	owner_transition	visible_contact_basis	concrete_german_default	source_layer	parse_status	working_confidence	confidence_label	confidence_scope	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	station_medical_model	station_bathhouse_model	strongest_rival	local_direction_status	global_flow_claim	contradiction	semantic_ceiling
166	266	f83r	f83r.14	B3	F089	B3-S018	bc4f1f5c006c74a4d26d	shedy	EXACT_CARD_ID=bc4f1f5c006c74a4d26d | SURFACE_DISPLAY_ONLY=shedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: obere Rinne füllen.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
167	267	f83r	f83r.14	B3	F090	B3-S019	db167f8e9b53eefb58f8	qokshedy	EXACT_CARD_ID=db167f8e9b53eefb58f8 | SURFACE_DISPLAY_ONLY=qokshedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Erwärme den Bade- oder Waschzusatz sanft und beende den örtlichen Arbeitsschritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Erwärme den Bade- oder Waschzusatz sanft und beende den örtlichen Arbeitsschritt.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unteren Ablauf öffnen.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
168	268	f83r	f83r.14	B3	F091	B3-S020	dd0ecaf5e27d81befffc	dal	EXACT_CARD_ID=dd0ecaf5e27d81befffc | SURFACE_DISPLAY_ONLY=dal | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=ZIEL? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Zieladresse=dieser lokalen Station.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	LOCAL_EXEMPLAR_DIRECTION_ONLY	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ZIEL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
169	269	f83r	f83r.14	B3	F091	B3-S020	de7321bface5628e35d6	lchedy	EXACT_CARD_ID=de7321bface5628e35d6 | SURFACE_DISPLAY_ONLY=lchedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=ABLASSEN? | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	SAME_FIELD_OWNER	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Unterlauf von dieser lokalen Station.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	LOCAL_EXEMPLAR_DIRECTION_ONLY	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ABLASSEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
170	270	f83r	f83r.14	B3	F092	B3-S021	b5fcea1eaed06b2f2291	qokaiin	EXACT_CARD_ID=b5fcea1eaed06b2f2291 | SURFACE_DISPLAY_ONLY=qokaiin | OPAQUE_FORMULA=SET(<ARG_AIIN>) | KNOWN_CARD=NONE | KNOWN_FORMAL=STANDARDSLOT_SETZEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_FORMAL_ONLY	0.46	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Mengenbuch=B3:F092:M.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; STANDARDSLOT_SETZEN bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
171	271	f83r	f83r.14	B3	F092	B3-S021	e0b630cb1b5df5e7105b	shcthy	EXACT_CARD_ID=e0b630cb1b5df5e7105b | SURFACE_DISPLAY_ONLY=shcthy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=BEREIT? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	SAME_FIELD_OWNER	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Prüfe den örtlich vorgeschriebenen Zustand der Charge.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.46	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Prüfe den örtlich vorgeschriebenen Zustand der Charge.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Arbeitsstand der Charge an dieser lokalen Station.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; BEREIT? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
172	272	f83r	f83r.14	B3	F092	B3-S021	dd0ecaf5e27d81befffc	dal	EXACT_CARD_ID=dd0ecaf5e27d81befffc | SURFACE_DISPLAY_ONLY=dal | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=ZIEL? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	SAME_FIELD_OWNER	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Zieladresse=dieser lokalen Station.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	LOCAL_EXEMPLAR_DIRECTION_ONLY	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ZIEL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
173	273	f83r	f83r.14	B3	F092	B3-S021	b921a237be883a820352	sy	EXACT_CARD_ID=b921a237be883a820352 | SURFACE_DISPLAY_ONLY=sy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	SAME_FIELD_OWNER	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Verwende nun diese aktive Bade- oder Waschportion.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Verwende nun diese aktive Bade- oder Waschportion.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: offenen Arbeitsstand fortschreiben.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
174	274	f83r	f83r.15	B3	F093	B3-S021	2f1c5e56e8f0ff459065	saiin	EXACT_CARD_ID=2f1c5e56e8f0ff459065 | SURFACE_DISPLAY_ONLY=saiin | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=MASS? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=MNEMONIC_AND_FORMAL_CHANNELS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.46	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Mengenbuch=B3:F093:M.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
175	275	f83r	f83r.15	B3	F093	B3-S021	abb23e5e6936b4147f76	shedal	EXACT_CARD_ID=abb23e5e6936b4147f76 | SURFACE_DISPLAY_ONLY=shedal | OPAQUE_FORMULA=OPAQUE_PAYLOAD + <ARG_AL> | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	SAME_FIELD_OWNER	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Halte den örtlichen Posten für den im Exemplar bestimmten Zeitabschnitt.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Halte den örtlichen Posten für den im Exemplar bestimmten Zeitabschnitt.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Charge in den Sammellauf ablassen.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
176	276	f83r	f83r.15	B3	F093	B3-S021	cb57b696b815fdef9cb7	shecthy	EXACT_CARD_ID=cb57b696b815fdef9cb7 | SURFACE_DISPLAY_ONLY=shecthy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	SAME_FIELD_OWNER	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Verwende warmes Wasser für diesen örtlichen Posten.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Verwende warmes Wasser für diesen örtlichen Posten.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Restlauf am Auslass beobachten.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
177	277	f83r	f83r.15	B3	F093	B3-S021	b921a237be883a820352	chey	EXACT_CARD_ID=b921a237be883a820352 | SURFACE_DISPLAY_ONLY=chey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	SAME_FIELD_OWNER	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	Verwende nun diese aktive Bade- oder Waschportion.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.26	LOW_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Verwende nun diese aktive Bade- oder Waschportion.	Badehausbetrieb an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: Ablauf wieder schließen.	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
