event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	local_image_owner	local_owner_label	owner_status	owner_confidence	owner_break_before	exact_literal_card_formal_exemplar_layer	v69_source_status	concrete_german_meaning_in_context	meaning_in_context_confidence	strongest_bathhouse_technical_or_formal_rival	strongest_contradiction	unsupported_nouns	carry_policy	image_geometry_guard	terminal_status	semantic_ceiling
155	B1	f81v	f81v.24	F038	B1-S016	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: warmen Stand halten; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
156	B1	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den aktiven Posten an der örtlich bezeichneten Station führen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Posten|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
157	B1	f81v	f81v.24	F039	B1-S017	a06244ef1f2b37ca44c1	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:a06244ef1f2b37ca44c1] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Die erste Öffnung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Schieber am Abgang öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Öffnung|erste/zweite Richtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
158	B1	f81v	f81v.24	F039	B1-S017	d225b7a7b95da7aee437	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d225b7a7b95da7aee437] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Seihe es klar und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Klarzustand	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
159	B1	f81v	f81v.24	F040	B1-S018	b38d70daefd663d74625	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b38d70daefd663d74625] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Fülle danach das Gefäß.	0.34	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Gefäß	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
160	B1	f81v	f81v.27	F041	B1-S018	74c76d589d44120f647b	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:74c76d589d44120f647b] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Wende es an der markierten Stelle an.	0.34	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
161	B1	f81v	f81v.27	F041	B1-S018	2c82523794dcb7d2b343	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2c82523794dcb7d2b343] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Bis es klar ist.	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitungsöffnung ausstreichen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Klarzustand	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
162	B1	f81v	f81v.27	F041	B1-S018	3b70942557b3a40e8030	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:3b70942557b3a40e8030] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse die Flüssigkeit sich setzen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Beckenrand reinigen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Flüssigkeit	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
163	B1	f81v	f81v.27	F042	B1-S019	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
164	B1	f81v	f81v.27	F043	B1-S020	d904bf7b044dd3922781	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d904bf7b044dd3922781] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Bei sanfter Wärme.	0.34	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
165	B1	f81v	f81v.27	F043	B1-S020	d68bc8de3bcee09db23c	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d68bc8de3bcee09db23c] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Seihe es einmal durch ein Tuch und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	Tuch	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
166	B1	f81v	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	HIGH	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den aktiven Posten an der örtlich bezeichneten Station führen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Posten|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	approximately sixteen nude figures in two rows inside one common green field with local appendages	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
167	B2	f82r	f82r.2	F045	B2-S001	259b2b3b0bf859882e2c	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	DIRECT_VISIBLE	MEDIUM	RECORD_START__RESET_ALL_LOCAL_STATE	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:259b2b3b0bf859882e2c] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Gefäß|Lauf|Spülen	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
168	B2	f82r	f82r.2	F046	B2-S002	28ffbc88b97772a75f1e	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:28ffbc88b97772a75f1e] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Mischung|Gefäß|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
169	B2	f82r	f82r.2	F047	B2-S003	1645e612504fcef59ced	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Gib einen abgemessenen Anteil in das Gefäß.	0.34	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Anteil|Gefäß|Maß/Menge	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
170	B2	f82r	f82r.2	F047	B2-S003	b921a237be883a820352	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Diese aktive Portion.	0.34	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Portion	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
171	B2	f82r	f82r.2	F047	B2-S003	7d25241b0e56c836372a	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Becken|Badende|Waschung/Bad|Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
172	B2	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den aktiven Posten an der örtlich bezeichneten Station führen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Posten|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
173	B2	f82r	f82r.2	F048	B2-S004	f329f2051370174e9a38	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:f329f2051370174e9a38] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Die zweite Öffnung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Schieber am Abgang öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Öffnung|erste/zweite Richtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
174	B2	f82r	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:ba8142680851f24c9ff2] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Und gehe zum nächsten Becken weiter.	0.34	Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Becken	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
175	B2	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	EXACT_WORKING_MNEMONIC	Die Charge für den vorgesehenen Gebrauch temperieren.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Charge|Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
176	B2	f82r	f82r.3	F049	B2-S004	c1db6b0a28d5cbb5d3d2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:c1db6b0a28d5cbb5d3d2] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Seihe es klar und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge gelinde erwärmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Klarzustand	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
177	B2	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:4a7a6326ac95a8809302] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Fahre am zweiten Lauf fort.	0.34	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Lauf	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
