statement_id	record_unit_id	page	physical_loci	event_count	visible_surface_sequence	primitive_sequence	primitive_count	macro_id	macro_reading_de	full_statement_reading_de	exact_phrase_recurrence	owner_rule
B3-S026	B3	f83r	f83r.16|f83r.20	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	TRANSFER>TARGET>MEASURE>SETTLE>TRANSFER>PORTION_ADD>READY>SET>TARGET>DURATION_GRADE>CLOSE	11	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B3-S027	B3	f83r	f83r.20	1	qoteedy	DURATION_GRADE>ORDER_CONTINUE>CLOSE	3	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm die lange Folge und schließe	2	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B3-S028	B3	f83r	f83r.20	2	qokeey qokedy	DURATION_GRADE>CLOSE	2	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B3-S029	B3	f83r	f83r.20	3	sol cheeety qokedy	ORDER_CONTINUE>SET>DURATION_GRADE>CLOSE	4	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B3-S030	B3	f83r	f83r.20|f83r.22	4	qoky saiin schedair otchedy	SET>MEASURE>ORDER_CONTINUE>TRANSFER>CLOSE	5	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B3-S031	B3	f83r	f83r.22	1	qokeedy	SET>DURATION_GRADE>CLOSE	3	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	5	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B3-S032	B3	f83r	f83r.22	5	chedain chedy qotedaiin otaiin otedy	TRANSFER>PORTION_ADD>DURATION_GRADE>MEASURE>ORDER_CONTINUE>MEASURE>ORDER_CONTINUE>DURATION_GRADE>ORDER_CONTINUE>CLOSE	10	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B3-S033	B3	f83r	f83r.22	1	ldy	DRAIN>CLOSE	2	DRAIN_RECEIVE_CELL	Arbeitsflüssigkeit örtlich abführen oder auffangen	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Ziehe ab und schließe	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B3-S034	B3	f83r	f83r.24	6	soiiin checthy chety otaiin olsaly shedy	MEASURE>READY>MEASURE>ORDER_CONTINUE>TARGET>SETTLE>CLOSE	7	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S001	B4	f83r	f83r.25	1	qokeedy	SET>DURATION_GRADE>CLOSE	3	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe	5	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S002	B4	f83r	f83r.25	3	qolchey qokeey qokedy	ORDER_CONTINUE>SET>DURATION_GRADE>CLOSE	4	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S003	B4	f83r	f83r.25|f83r.26	7	chedy otal otchey qokeey qoky tol shedy	TRANSFER>TARGET>ORDER_CONTINUE>SET>DURATION_GRADE>ORDER_CONTINUE>SETTLE>CLOSE	8	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S004	B4	f83r	f83r.26	1	qokylddy	FASTEN>CLOSE	2	APPLICATION_FASTEN_CELL	örtlichen Posten befestigen und den Schritt schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S005	B4	f83r	f83r.27	3	dain chedy qokeedy	TRANSFER>SET>DURATION_GRADE>CLOSE	4	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S006	B4	f83r	f83r.27	1	shckhedy	PASS_STRAIN>CLOSE	2	FILTER_PASS_CELL	Arbeitsflüssigkeit durch den lokalen Durchlass führen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	2	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S007	B4	f83r	f83r.27	1	shckhedy	PASS_STRAIN>CLOSE	2	FILTER_PASS_CELL	Arbeitsflüssigkeit durch den lokalen Durchlass führen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	2	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S008	B4	f83r	f83r.28	4	saiin cheeky sheey qokedy	MEASURE>HEAT>DURATION_GRADE>SETTLE>SET>DURATION_GRADE>CLOSE	7	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S009	B4	f83r	f83r.28	1	shedy	SETTLE>CLOSE	2	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe	4	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S010	B4	f83r	f83r.28	1	oldy	ORDER_CONTINUE>CLOSE	2	TRANSFER_SET_CELL	Posten örtlich ansetzen, umsetzen oder weiterführen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe	2	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S011	B4	f83r	f83r.35|f83r.37	7	saiin cheky okeeol okain chdy sol lkedy	MEASURE>HEAT>DURATION_GRADE>PORTION_ADD>TRANSFER>ORDER_CONTINUE>WASH>CLOSE	8	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S012	B4	f83r	f83r.37	1	lchedy	DRAIN>CLOSE	2	DRAIN_RECEIVE_CELL	Arbeitsflüssigkeit örtlich abführen oder auffangen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe	5	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S013	B4	f83r	f83r.37	2	qokol shedy	ORDER_CONTINUE>SETTLE>CLOSE	3	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S014	B4	f83r	f83r.38	4	or chey qockhey dairydy	SET>DURATION_GRADE>PASS_STRAIN>CLOSE	4	FILTER_PASS_CELL	Arbeitsflüssigkeit durch den lokalen Durchlass führen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S015	B4	f83r	f83r.39|f83r.41	6	qokain shey kain chckhal solkey lchedy	PORTION_ADD>PASS_STRAIN>PORTION_ADD>TARGET>DURATION_GRADE>DRAIN>CLOSE	7	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B4-S016	B4	f83r	f83r.41|f83r.44	4	qolkain dal skar shedy	PORTION_ADD>TARGET>SETTLE>CLOSE	4	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B5-S001	B5	f83r	f83r.47	1	otchdy	ORDER_CONTINUE>TRANSFER>CLOSE	3	TRANSFER_SET_CELL	Posten örtlich ansetzen, umsetzen oder weiterführen	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe	2	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B5-S002	B5	f83r	f83r.47	1	qokchdy	TRANSFER>CLOSE	2	TRANSFER_SET_CELL	Posten örtlich ansetzen, umsetzen oder weiterführen	An der linken figurenlosen Dienststation: Setze um und schließe	4	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	9	shedal dal cheol lol chdal aiin sol daiiin chedy	TARGET>SETTLE>TRANSFER>ORDER_CONTINUE>TARGET>ORDER_CONTINUE>TARGET>TRANSFER>TARGET>MEASURE>TRANSFER	11	COMPOSITE_STATION_SEQUENCE	mehrteiligen Stationsgang in Kartenreihenfolge ausführen	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
B6-S001	B6	f83r	f83r.52|f83r.54	9	solkeey qekey raly ol daiin ol dain chey ldalor	DURATION_GRADE>TRANSFER>TARGET>MEASURE	4	TEMPER_HOLD_CELL	Posten auf Zustand bringen und kurz oder länger halten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	1	KEEP_LOCAL_VISIBLE_OWNER__DO_NOT_MERGE_STATIONS
