statement_id	page	record	silent_owner_de	formula_mode	event_count	meaning_line_de	spoken_component_line_de	card_identity_line	exact_surface_line	scribe_recitation_line	record_melody	all_events_bound
B2-S014	f82r	B2	unteres grünes Mehrfigurenbecken	TAUGHT_MACRO	1	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: ableiten.	führen · von dort	PROC121[L+AR]	lar	DEFAULT	d>s>Ø	YES
B2-S015	f82r	B2	kleine Randstationen des unteren Beckens	TAUGHT_MACRO	2	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: stehen lassen → einwirken lassen.	halten · kurz · dieser Posten | ansetzen · länger · Schluss	PROC122[SH+E+Y] | PROC100[OK+EE+DY]	tshey qokeedy	DEFAULT | DEFAULT	d>s>Ø	YES
B2-S016	f82r	B2	kleine Randstationen des unteren Beckens	FREE_COMPOSITION	8	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	bezeichnete Stelle | führen · umsetzen · von dort | abziehen · kurz · teilen | vorgeschriebenes Maß | danach · länger · dieser Posten | ansetzen · vorgeschriebenes Maß | ansetzen · kurz · dieser Posten | hineingeben · umsetzen · Schluss	PROC055[AL] | PROC123[L+CHD+AR] | PROC124[CH+E+S] | PROC009[AIIN] | PROC109[OT+EE+Y] | PROC038[OK+AIIN] | PROC085[OK+E+Y] | PROC125[P+CHD+DY]	cheal lchedar ches aiin oteey qokaiin okey pchedy	FC07 | DEFAULT | DEFAULT | FC07 | DEFAULT | DEFAULT | DEFAULT | DEFAULT	d>s>Ø	YES
B2-S017	f82r	B2	kleine Randstationen des unteren Beckens	TAUGHT_MACRO	2	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	abkühlen · halten · kurz · bezeichnete Stelle | bezeichnete Stelle · Schluss	PROC126[R+SH+E+AL] | PROC127[AL+DY]	rsheal daldy	DEFAULT | DEFAULT	d>s>Ø	YES
B2-S018	f82r	B2	kleine Randstationen des unteren Beckens	TAUGHT_MACRO	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	ansetzen · länger · Schluss	PROC100[OK+EE+DY]	qokeedy	DEFAULT	d>s>Ø	YES
B2-S019	f82r	B2	kleine Randstationen des unteren Beckens	TAUGHT_MACRO	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: auskühlen lassen + absetzen lassen.	abkühlen · absetzen · Schluss	PROC128[R+SHED+DY]	rshedy	DEFAULT	d>s>Ø	YES
B2-S020	f82r	B2	kleine Randstationen des unteren Beckens	TAUGHT_MACRO	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	danach · länger · Schluss	PROC129[OT+EE+DY]	qoteedy	DEFAULT	d>s>Ø	YES
B2-S021	f82r	B2	kleine Randstationen des unteren Beckens	TAUGHT_MACRO	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	ansetzen · länger · Schluss	PROC100[OK+EE+DY]	qokeedy	DEFAULT	d>s>Ø	YES
B2-S022	f82r	B2	kleine Randstationen des unteren Beckens	TAUGHT_MACRO	1	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.	führen · Arbeitsgang · umsetzen · Schluss	PROC130[L+O+CHD+DY]	lochedy	DEFAULT	d>s>Ø	YES
B3-S001	f83r	B3	obere offene Fächerstation am Rand	SIMPLE_ONE_EDIT_VARIANT	1	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen.	auffangen · länger · Schluss	PROC098[SOLK+EE+DY]	olkeedy	DEFAULT	Ø>t>s	YES
B3-S002	f83r	B3	obere offene Fächerstation am Rand	SIMPLE_ONE_EDIT_VARIANT	2	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: anwärmen. Angaben: danach · Ziel.	danach · bezeichnete Stelle | wärmen · länger · Schluss	PROC131[OT+AL] | PROC132[CHK+EE+DY]	qotal chkeedy	DEFAULT | DEFAULT	Ø>t>s	YES
B3-S003	f83r	B3	obere offene Fächerstation am Rand	SIMPLE_ONE_EDIT_VARIANT	4	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	dieser Posten | vorgeschriebenes Maß | dieser Posten | führen · umsetzen · Schluss	PROC019[Y] | PROC009[AIIN] | PROC019[Y] | PROC120[L+CHD+DY]	chey daiin chey lchedy	DEFAULT | DEFAULT | DEFAULT | DEFAULT	Ø>t>s	YES
B3-S004	f83r	B3	obere offene Fächerstation am Rand	TAUGHT_MACRO	3	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: setze nach Maß an. Angaben: danach · Ziel | davon.	ansetzen · vorgeschriebenes Maß | danach · bezeichnete Stelle | von dort	PROC038[OK+AIIN] | PROC131[OT+AL] | PROC003[AR]	qokaiin qotal dar	DEFAULT | DEFAULT | WR04	Ø>t>s	YES
B3-S005	f83r	B3	mittlere Randfigur im runden Gefäß	TAUGHT_MACRO	1	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umfüllen.	umsetzen · Schluss	PROC076[CHD+DY]	schedy	DEFAULT	Ø>t>s	YES
B3-S006	f83r	B3	mittlere Randfigur im runden Gefäß	SIMPLE_ONE_EDIT_VARIANT	3	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umschöpfen → anlegen → führe zur nächsten Station.	umsetzen · dieser Posten | ansetzen · bezeichnete Stelle | fortsetzen · umsetzen · Schluss	PROC133[CHD+Y] | PROC048[OK+AL] | PROC079[OL+CHD+DY]	chedchy qokal olchedy	DEFAULT | DEFAULT | RM07:1	Ø>t>s	YES
B3-S007	f83r	B3	mittlere Randfigur im runden Gefäß	SIMPLE_ONE_EDIT_VARIANT	3	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze nach Maß an → umschöpfen → einwirken lassen.	ansetzen · vorgeschriebenes Maß | umsetzen · dieser Posten | ansetzen · länger · Schluss	PROC038[OK+AIIN] | PROC042[CHD+Y] | PROC100[OK+EE+DY]	qokaiin chedy qokeedy	DEFAULT | DEFAULT | DEFAULT	Ø>t>s	YES
B3-S008	f83r	B3	mittlere Randfigur im runden Gefäß	TAUGHT_MACRO	1	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: abführen + überführen.	führen · umsetzen · Schluss	PROC120[L+CHD+DY]	lchedy	DEFAULT	Ø>t>s	YES
B3-S009	f83r	B3	mittlere Randfigur im runden Gefäß	TAUGHT_MACRO	1	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze dies ein.	ansetzen · dieser Posten	PROC008[OK+Y]	qoky	DEFAULT	Ø>t>s	YES
B3-S010	f83r	B3	untere Randfigur im korbartigen Gefäß	TAUGHT_MACRO	2	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	hineingeben · umsetzen · bezeichnete Stelle | danach · kurz · Schluss	PROC134[P+CHD+AL] | PROC135[OT+E+DY]	pchedal otedy	DEFAULT | DEFAULT	Ø>t>s	YES
B3-S011	f83r	B3	untere Randfigur im korbartigen Gefäß	FREE_COMPOSITION	4	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	halten · kurz · bereit · umsetzen · dieser Posten | ansetzen · dieser Posten | umsetzen · dieser Posten | von dort · dieser Posten	PROC136[SH+E+CTH+CHD+Y] | PROC008[OK+Y] | PROC042[CHD+Y] | PROC137[AR+Y]	shecthedchy qoky chedy chary	DEFAULT | DEFAULT | DEFAULT | DEFAULT	Ø>t>s	YES
B3-S012	f83r	B3	untere Randfigur im korbartigen Gefäß	TAUGHT_MACRO	2	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: absetzen lassen. Angaben: Ansatz.	Ansatz | absetzen · Schluss	PROC016[OR] | PROC078[SHED+DY]	sor shedy	FC08 | DEFAULT	Ø>t>s	YES
B3-S013	f83r	B3	untere Randfigur im korbartigen Gefäß	TAUGHT_MACRO	4	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	ansetzen · vorgeschriebenes Maß | zuführen · Portion | bereit · kurz · dieser Posten | ansetzen · kurz · Schluss	PROC038[OK+AIIN] | PROC069[K+AIN] | PROC117[CTH+E+Y] | PROC067[OK+E+DY]	qokaiin chkain shcthey qokedy	DEFAULT | FC08 | FC08 | DEFAULT	Ø>t>s	YES
B3-S014	f83r	B3	untere Randfigur im korbartigen Gefäß	TAUGHT_MACRO	2	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einleiten → ruhen lassen.	ansetzen · laufender Bestand | halten · länger · Schluss	PROC138[OK+AIR] | PROC139[SH+EE+DY]	okair sheedy	DEFAULT | DEFAULT	Ø>t>s	YES
B3-S015	f83r	B3	untere Randfigur im korbartigen Gefäß	TAUGHT_MACRO	1	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: abführen + überführen.	führen · umsetzen · Schluss	PROC120[L+CHD+DY]	lchedy	DEFAULT	Ø>t>s	YES
B3-S016	f83r	B3	untere Randfigur im korbartigen Gefäß	TAUGHT_MACRO	2	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: führen → einsetzen + überführen.	führen · Arbeitsgang | ansetzen · umsetzen · Schluss	PROC140[L+O] | PROC091[OK+CHD+DY]	lo qokchedy	DEFAULT | FC09	Ø>t>s	YES
B3-S017	f83r	B3	unverbundener Zwischenbereich	TAUGHT_MACRO	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen.	ansetzen · länger · Schluss	PROC100[OK+EE+DY]	qokeedy	DEFAULT	Ø>t>s	YES
B3-S018	f83r	B3	unverbundener Zwischenbereich	TAUGHT_MACRO	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: absetzen lassen.	absetzen · Schluss	PROC078[SHED+DY]	shedy	DEFAULT	Ø>t>s	YES
B3-S019	f83r	B3	unverbundener Zwischenbereich	TAUGHT_MACRO	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen + ruhen lassen.	ansetzen · halten · kurz · Schluss	PROC141[OK+SH+E+DY]	qokshedy	DEFAULT	Ø>t>s	YES
B3-S020	f83r	B3	unverbundener Zwischenbereich	TAUGHT_MACRO	2	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: hinleiten + umfüllen. Angaben: Ziel.	bezeichnete Stelle | führen · umsetzen · Schluss	PROC055[AL] | PROC120[L+CHD+DY]	dal lchedy	DEFAULT | DEFAULT	Ø>t>s	YES
B3-S021	f83r	B3	unverbundener Zwischenbereich	EXTENDED_TWO_EDIT_VARIANT	11	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	ansetzen · vorgeschriebenes Maß | bereit · dieser Posten | bezeichnete Stelle | dieser Posten | vorgeschriebenes Maß | absetzen · bezeichnete Stelle | halten · kurz · bereit · dieser Posten | dieser Posten | bezeichnete Stelle | bereit · dieser Posten | bezeichnete Stelle · umsetzen · Schluss	PROC038[OK+AIIN] | PROC014[CTH+Y] | PROC055[AL] | PROC019[Y] | PROC009[AIIN] | PROC142[SHED+AL] | PROC143[SH+E+CTH+Y] | PROC019[Y] | PROC055[AL] | PROC014[CTH+Y] | PROC144[AL+CHD+DY]	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	DEFAULT | FC09 | DEFAULT | FC09 | DEFAULT | DEFAULT | DEFAULT | DEFAULT | FC10 | FC10 | DEFAULT	Ø>t>s	YES
B3-S022	f83r	B3	unverbundener Zwischenbereich	TAUGHT_MACRO	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	danach · umsetzen · Schluss	PROC145[OT+CHD+DY]	qotchedy	FC10	Ø>t>s	YES
B3-S023	f83r	B3	unverbundener Zwischenbereich	TAUGHT_MACRO	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: abführen + überführen.	führen · umsetzen · Schluss	PROC120[L+CHD+DY]	lchedy	DEFAULT	Ø>t>s	YES
B3-S024	f83r	B3	unverbundener Zwischenbereich	TAUGHT_MACRO	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	umsetzen · Schluss	PROC076[CHD+DY]	tchedy	RM07:2	Ø>t>s	YES
B3-S025	f83r	B3	unverbundener Zwischenbereich	TAUGHT_MACRO	1	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einsetzen + überführen.	ansetzen · umsetzen · Schluss	PROC082[OK+CHD+DY]	qokchdy	DEFAULT	Ø>t>s	YES
B3-S026	f83r	B3	unverbundener Zwischenbereich	FREE_COMPOSITION	7	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	länger · von dort | führen · vorgeschriebenes Maß | umsetzen · dieser Posten | ansetzen · Portion | bereit · dieser Posten | bezeichnete Stelle · abkühlen · Ansatz | auffangen · länger · Schluss	PROC146[EE+AR] | PROC147[L+AIIN] | PROC042[CHD+Y] | PROC080[OK+AIN] | PROC014[CTH+Y] | PROC148[AL+R+OR] | PROC098[SOLK+EE+DY]	cheedar chldaiin chedy qokain checthy chealror solkeedy	DEFAULT | DEFAULT | DEFAULT | DEFAULT | DEFAULT | DEFAULT | RM07:3	Ø>t>s	YES
B3-S027	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TAUGHT_MACRO	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	danach · länger · Schluss	PROC129[OT+EE+DY]	qoteedy	DEFAULT	Ø>t>s	YES
B3-S028	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TAUGHT_MACRO	2	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen.	ansetzen · länger · dieser Posten | ansetzen · kurz · Schluss	PROC092[OK+EE+Y] | PROC067[OK+E+DY]	qokeey qokedy	DEFAULT | DEFAULT	Ø>t>s	YES
B3-S029	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TAUGHT_MACRO	3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort.	fortsetzen | vollständig · eintragen · dieser Posten | ansetzen · kurz · Schluss	PROC013[OL] | PROC149[EEE+T+Y] | PROC067[OK+E+DY]	sol cheeety qokedy	DEFAULT | DEFAULT | DEFAULT	Ø>t>s	YES
B3-S030	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TAUGHT_MACRO	4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	ansetzen · dieser Posten | vorgeschriebenes Maß | umsetzen · laufender Bestand | danach · umsetzen · Schluss	PROC008[OK+Y] | PROC009[AIIN] | PROC150[CHD+AIR] | PROC145[OT+CHD+DY]	qoky saiin schedair otchedy	DEFAULT | RM07:3 | DEFAULT | DEFAULT	Ø>t>s	YES
B3-S031	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TAUGHT_MACRO	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: einwirken lassen.	ansetzen · länger · Schluss	PROC100[OK+EE+DY]	qokeedy	DEFAULT	Ø>t>s	YES
B3-S032	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TAUGHT_MACRO	5	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	umsetzen · Portion | umsetzen · dieser Posten | danach · kurz · vorgeschriebenes Maß | danach · vorgeschriebenes Maß | danach · kurz · Schluss	PROC151[CHD+AIN] | PROC042[CHD+Y] | PROC152[OT+E+AIIN] | PROC112[OT+AIIN] | PROC135[OT+E+DY]	chedain chedy qotedaiin otaiin otedy	DEFAULT | DEFAULT | DEFAULT | DEFAULT | DEFAULT	Ø>t>s	YES
B3-S033	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TAUGHT_MACRO	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abführen.	führen · Schluss	PROC108[L+DY]	ldy	DEFAULT	Ø>t>s	YES
B3-S034	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TAUGHT_MACRO	6	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	Arbeitsgang · Sollstufe | bereit · dieser Posten | eintragen · dieser Posten | danach · vorgeschriebenes Maß | fortsetzen · bezeichnete Stelle · dieser Posten | absetzen · Schluss	PROC097[O+IIN] | PROC014[CTH+Y] | PROC004[T+Y] | PROC112[OT+AIIN] | PROC153[OL+AL+Y] | PROC078[SHED+DY]	soiiin checthy chety otaiin olsaly shedy	FC11 | DEFAULT | FC11 | DEFAULT | DEFAULT | DEFAULT	Ø>t>s	YES
B4-S001	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TAUGHT_MACRO	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einwirken lassen.	ansetzen · länger · Schluss	PROC100[OK+EE+DY]	qokeedy	DEFAULT	Ø>t>ch>q	YES
B4-S002	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TAUGHT_MACRO	3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.	fortsetzen · dieser Posten | ansetzen · länger · dieser Posten | ansetzen · kurz · Schluss	PROC154[OL+Y] | PROC092[OK+EE+Y] | PROC067[OK+E+DY]	qolchey qokeey qokedy	DEFAULT | DEFAULT | DEFAULT	Ø>t>ch>q	YES
B4-S003	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	EXTENDED_TWO_EDIT_VARIANT	7	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	umsetzen · dieser Posten | danach · bezeichnete Stelle | danach · dieser Posten | ansetzen · länger · dieser Posten | ansetzen · dieser Posten | fortsetzen | absetzen · Schluss	PROC042[CHD+Y] | PROC131[OT+AL] | PROC065[OT+Y] | PROC092[OK+EE+Y] | PROC008[OK+Y] | PROC013[OL] | PROC078[SHED+DY]	chedy otal otchey qokeey qoky tol shedy	DEFAULT | RM08:1 | DEFAULT | DEFAULT | DEFAULT | RM08:2 | DEFAULT	Ø>t>ch>q	YES
B4-S004	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SIMPLE_ONE_EDIT_VARIANT	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einsetzen + festbinden.	ansetzen · dieser Posten · befestigen · Schluss	PROC155[OK+Y+LD+DY]	qokylddy	DEFAULT	Ø>t>ch>q	YES
B4-S005	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TAUGHT_MACRO	3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	Portion | umsetzen · dieser Posten | ansetzen · länger · Schluss	PROC156[AIN] | PROC042[CHD+Y] | PROC100[OK+EE+DY]	dain chedy qokeedy	DEFAULT | DEFAULT | DEFAULT	Ø>t>ch>q	YES
B4-S006	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TAUGHT_MACRO	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	halten · Durchlass · kurz · Schluss	PROC099[SH+CKH+E+DY]	shckhedy	DEFAULT	Ø>t>ch>q	YES
B4-S007	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TAUGHT_MACRO	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	halten · Durchlass · kurz · Schluss	PROC099[SH+CKH+E+DY]	shckhedy	DEFAULT	Ø>t>ch>q	YES
B4-S008	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TAUGHT_MACRO	4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	vorgeschriebenes Maß | wärmen · länger · dieser Posten | halten · länger · dieser Posten | ansetzen · kurz · Schluss	PROC009[AIIN] | PROC046[CHK+EE+Y] | PROC157[SH+EE+Y] | PROC067[OK+E+DY]	saiin cheeky sheey qokedy	DEFAULT | DEFAULT | DEFAULT | DEFAULT	Ø>t>ch>q	YES
B4-S009	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TAUGHT_MACRO	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: absetzen lassen.	absetzen · Schluss	PROC078[SHED+DY]	shedy	DEFAULT	Ø>t>ch>q	YES
B4-S010	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TAUGHT_MACRO	1	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: setze nur die Angaben. Angaben: fort; Schritt schließen.	fortsetzen · Schluss	PROC047[OL+DY]	oldy	DEFAULT	Ø>t>ch>q	YES
B4-S011	f83r	B4	linke Hauptstation mit offenem Fransenlauf	EXTENDED_TWO_EDIT_VARIANT	7	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	vorgeschriebenes Maß | wärmen · kurz · dieser Posten | ansetzen · länger · fortsetzen | ansetzen · Portion | umsetzen · dieser Posten | fortsetzen | führen · zuführen · kurz · Schluss	PROC009[AIIN] | PROC083[CHK+E+Y] | PROC158[OK+EE+OL] | PROC080[OK+AIN] | PROC042[CHD+Y] | PROC013[OL] | PROC159[L+K+E+DY]	saiin cheky okeeol okain chdy sol lkedy	DEFAULT | DEFAULT | DEFAULT | WR01 | RM08:3 | DEFAULT | DEFAULT	Ø>t>ch>q	YES
B4-S012	f83r	B4	linke Hauptstation mit offenem Fransenlauf	TAUGHT_MACRO	1	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: abführen + überführen.	führen · umsetzen · Schluss	PROC120[L+CHD+DY]	lchedy	DEFAULT	Ø>t>ch>q	YES
B4-S013	f83r	B4	linke Hauptstation mit offenem Fransenlauf	TAUGHT_MACRO	2	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: weiter beschicken → absetzen lassen.	ansetzen · fortsetzen | absetzen · Schluss	PROC160[OK+OL] | PROC078[SHED+DY]	qokol shedy	DEFAULT | DEFAULT	Ø>t>ch>q	YES
B4-S014	f83r	B4	linke Hauptstation mit offenem Fransenlauf	TAUGHT_MACRO	4	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: setze nur die Angaben. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	Ansatz | dieser Posten | Arbeitsgang · Durchlass · kurz · dieser Posten | laufender Bestand · dieser Posten · Schluss	PROC016[OR] | PROC019[Y] | PROC161[O+CKH+E+Y] | PROC162[AIR+Y+DY]	or chey qockhey dairydy	WR02 | DEFAULT | DEFAULT | DEFAULT	Ø>t>ch>q	YES
B4-S015	f83r	B4	linke Hauptstation mit offenem Fransenlauf	FREE_COMPOSITION	6	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	ansetzen · Portion | halten · länger · dieser Posten | zuführen · Portion | abziehen · Durchlass · bezeichnete Stelle | auffangen · kurz · dieser Posten | führen · umsetzen · Schluss	PROC080[OK+AIN] | PROC031[SH+EE+Y] | PROC069[K+AIN] | PROC163[CH+CKH+AL] | PROC164[SOLK+E+Y] | PROC120[L+CHD+DY]	qokain shey kain chckhal solkey lchedy	DEFAULT | WR03 | DEFAULT | DEFAULT | DEFAULT | DEFAULT	Ø>t>ch>q	YES
B4-S016	f83r	B4	rechte Hauptstation mit S-Lauf und Mehrarmknoten	SIMPLE_ONE_EDIT_VARIANT	4	Bildort: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Arbeitsfolge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	fortsetzen · zuführen · Portion | bezeichnete Stelle | zuführen · von dort | absetzen · Schluss	PROC070[OL+K+AIN] | PROC055[AL] | PROC165[K+AR] | PROC078[SHED+DY]	qolkain dal skar shedy	RM08:4 | DEFAULT | DEFAULT | DEFAULT	Ø>t>ch>q	YES
B5-S001	f83r	B5	linke Fransenstation im B5-Nachtrag	TAUGHT_MACRO	1	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: führe zur nächsten Station.	danach · umsetzen · Schluss	PROC166[OT+CHD+DY]	otchdy	DEFAULT	NONE	YES
B5-S002	f83r	B5	linke Fransenstation im B5-Nachtrag	TAUGHT_MACRO	1	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: einsetzen + überführen.	ansetzen · umsetzen · Schluss	PROC082[OK+CHD+DY]	qokchdy	DEFAULT	NONE	YES
B5-S003	f83r	B5	linke Fransenstation im B5-Nachtrag	EXTENDED_TWO_EDIT_VARIANT	9	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	absetzen · bezeichnete Stelle | bezeichnete Stelle | fortsetzen | führen · fortsetzen | umsetzen · bezeichnete Stelle | vorgeschriebenes Maß | fortsetzen | zweite · Sollstufe | umsetzen · dieser Posten	PROC142[SHED+AL] | PROC055[AL] | PROC013[OL] | PROC167[L+OL] | PROC168[CHD+AL] | PROC009[AIIN] | PROC013[OL] | PROC169[DA+IIN] | PROC042[CHD+Y]	shedal dal cheol lol chdal aiin sol daiiin chedy	DEFAULT | DEFAULT | FC07 | DEFAULT | DEFAULT | FC07 | DEFAULT | DEFAULT | DEFAULT	NONE	YES
