card_no	surface	component_recipe	selected_fragments	renderer_rule_sequence	renderer_pieces	rule_families_used	exact_reconstruction	copy_instruction_de	events	pages
PROC095	ly	L+Y	l-y	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f81v
PROC096	dsheol	SH+E+OL	sh-e-ol	ENTRY_FRAME	PREFIX:d	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f81v
PROC097	oiiin	O+IIN	o-iin	IIN_STRETCH	O>IIN:i	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f81v|f83r
PROC097	soiiin	O+IIN	o-iin	ENTRY_FRAME>IIN_STRETCH	PREFIX:s|O>IIN:i	2	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f81v|f83r
PROC098	olkeedy	SOLK+EE+DY	olk-ee-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	3	f81v|f83r
PROC098	solkeedy	SOLK+EE+DY	olk-ee-dy	ENTRY_FRAME	PREFIX:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	3	f81v|f83r
PROC099	shckhedy	SH+CKH+E+DY	sh-ckh-e-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	3	f81v|f83r
PROC100	qokeedy	OK+EE+DY	ok-ee-dy	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	10	f82r|f83r
PROC101	lcheckhy	L+CKH+Y	l-ckh-y	TRANSFER_LINKER	L>CKH:che	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC102	lched	L+CHD	l-ch	TERMINAL_ECHO	CHD>END:ed	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC103	lcheckhedy	L+CKH+E+DY	l-ckh-e-dy	TRANSFER_LINKER	L>CKH:che	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC104	qokaly	OK+AL+Y	ok-al-y	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC105	solkaiin	SOLK+AIIN	olk-aiin	ENTRY_FRAME	PREFIX:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC106	octheol	O+CTH+E+OL	o-cth-e-ol	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC107	chkeey	CHK+EE+Y	chk-ee-y	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC108	ldy	L+DY	l-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f82r|f83r
PROC109	oteey	OT+EE+Y	ot-ee-y	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f82r
PROC110	sheckhy	SH+E+CKH+Y	sh-e-ckh-y	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC111	dshedy	SH+E+DY	sh-e-dy	ENTRY_FRAME	PREFIX:d	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC112	otaiin	OT+AIIN	ot-aiin	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	3	f82r|f83r
PROC112	sotaiin	OT+AIIN	ot-aiin	ENTRY_FRAME	PREFIX:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	3	f82r|f83r
PROC113	qokar	OK+AR	ok-ar	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC114	solshedy	OL+SH+E+DY	ol-sh-e-dy	ENTRY_FRAME	PREFIX:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC115	ls	OL	l	TERMINAL_ECHO	OL>END:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC116	lchy	L+CH+Y	l-ch-y	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC117	qcthey	CTH+E+Y	cth-e-y	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f82r|f83r
PROC117	shcthey	CTH+E+Y	cth-e-y	ENTRY_FRAME	PREFIX:sh	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f82r|f83r
PROC118	lcheey	L+EE+Y	l-ee-y	TRANSFER_LINKER	L>EE:ch	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC119	qokeeedy	OK+EEE+DY	ok-eee-dy	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC120	lchedy	L+CHD+DY	l-ch-dy	CHD_JOINT	CHD>DY:e	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	8	f82r|f83r
PROC121	lar	L+AR	l-ar	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC122	tshey	SH+E+Y	sh-e-y	ENTRY_FRAME	PREFIX:t	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC123	lchedar	L+CHD+AR	l-ch-ar	CHD_JOINT	CHD>AR:ed	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC124	ches	CH+E+S	ch-e-s	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC125	pchedy	P+CHD+DY	p-ch-dy	CHD_JOINT	CHD>DY:e	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC126	rsheal	R+SH+E+AL	r-sh-e-al	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC127	daldy	AL+DY	al-dy	ENTRY_FRAME	PREFIX:d	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC128	rshedy	R+SHED+DY	r-she-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC129	qoteedy	OT+EE+DY	ot-ee-dy	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f82r|f83r
PROC130	lochedy	L+O+CHD+DY	l-o-ch-dy	CHD_JOINT	CHD>DY:e	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f82r
PROC131	otal	OT+AL	ot-al	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	3	f83r
PROC131	qotal	OT+AL	ot-al	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	3	f83r
PROC132	chkeedy	CHK+EE+DY	chk-ee-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC133	chedchy	CHD+Y	ch-y	CHD_JOINT	CHD>Y:edch	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC134	pchedal	P+CHD+AL	p-ch-al	CHD_JOINT	CHD>AL:ed	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC135	otedy	OT+E+DY	ot-e-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f83r
PROC136	shecthedchy	SH+E+CTH+CHD+Y	sh-e-cth-ch-y	CHD_JOINT	CTH>CHD:ed	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC137	chary	AR+Y	ar-y	ENTRY_FRAME	PREFIX:ch	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC138	okair	OK+AIR	ok-air	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC139	sheedy	SH+EE+DY	sh-ee-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC140	lo	L+O	l-o	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC141	qokshedy	OK+SH+E+DY	ok-sh-e-dy	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC142	shedal	SHED+AL	shed-al	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f83r
PROC143	shecthy	SH+E+CTH+Y	sh-e-cth-y	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC144	dalchdy	AL+CHD+DY	al-ch-dy	ENTRY_FRAME	PREFIX:d	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC145	otchedy	OT+CHD+DY	ot-ch-dy	CHD_JOINT	CHD>DY:e	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f83r
PROC145	qotchedy	OT+CHD+DY	ot-ch-dy	ENTRY_FRAME>CHD_JOINT	PREFIX:q|CHD>DY:e	2	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f83r
PROC146	cheedar	EE+AR	ee-ar	ENTRY_FRAME>ADDRESS_HINGE	PREFIX:ch|EE>AR:d	2	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC147	chldaiin	L+AIIN	l-aiin	ENTRY_FRAME>ADDRESS_HINGE	PREFIX:ch|L>AIIN:d	2	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC148	chealror	AL+R+OR	al-r-or	ENTRY_FRAME	PREFIX:che	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC149	cheeety	EEE+T+Y	eee-t-y	ENTRY_FRAME	PREFIX:ch	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC150	schedair	CHD+AIR	ch-air	ENTRY_FRAME>CHD_JOINT	PREFIX:s|CHD>AIR:ed	2	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC151	chedain	CHD+AIN	ch-ain	CHD_JOINT	CHD>AIN:ed	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC152	qotedaiin	OT+E+AIIN	ot-e-aiin	ENTRY_FRAME>ADDRESS_HINGE	PREFIX:q|E>AIIN:d	2	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC153	olsaly	OL+AL+Y	ol-al-y	ADDRESS_HINGE	OL>AL:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC154	qolchey	OL+Y	ol-y	ENTRY_FRAME>ITEM_CONTINUATION_CARRIER	PREFIX:q|OL>Y:che	2	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC155	qokylddy	OK+Y+LD+DY	ok-y-ld-dy	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC156	dain	AIN	ain	ENTRY_FRAME	PREFIX:d	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	2	f83r
PROC157	sheey	SH+EE+Y	sh-ee-y	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC158	okeeol	OK+EE+OL	ok-ee-ol	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC159	lkedy	L+K+E+DY	l-k-e-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC160	qokol	OK+OL	ok-ol	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC161	qockhey	O+CKH+E+Y	o-ckh-e-y	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC162	dairydy	AIR+Y+DY	air-y-dy	ENTRY_FRAME	PREFIX:d	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC163	chckhal	CH+CKH+AL	ch-ckh-al	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC164	solkey	SOLK+E+Y	olk-e-y	ENTRY_FRAME	PREFIX:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC165	skar	K+AR	k-ar	ENTRY_FRAME	PREFIX:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC166	otchdy	OT+CHD+DY	ot-ch-dy	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC167	lol	L+OL	l-ol	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC168	chdal	CHD+AL	ch-al	CHD_JOINT	CHD>AL:d	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC169	daiiin	DA+IIN	da-iin	IIN_STRETCH	DA>IIN:i	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC170	solkeey	SOLK+EE+Y	olk-ee-y	ENTRY_FRAME	PREFIX:s	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC171	qekey	E+K+E+Y	e-k-e-y	ENTRY_FRAME	PREFIX:q	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC172	raly	R+AL+Y	r-al-y	DIRECT	NONE	0	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
PROC173	ldalor	L+AL+OR	l-al-or	ADDRESS_HINGE	L>AL:d	1	YES	Komponentenfragmente schreiben und die angegebenen gebundenen Rendererregeln einsetzen.	1	f83r
