surface	truth_recipe	candidate_is_truth	baseline_rank	selected_rank	candidate_recipe	structural_cost	base_rank_cost	bigram_nll	trigram_nll	selected_score
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	42	12	AIR+Y+K+O+D_ADDR+Y	4.697619262	3.737669618	2.944359044	3.168510498	8.588110619
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	16	13	D_ADDR+AIR+Y+K+O+DA+LOCAL_CHAR_I+S	5.753202336	2.772588722	3.444079313	3.721492758	8.704930360
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	18	14	D_ADDR+AIR+Y+K+O+D_ADDR+SH	5.745899154	2.890371758	3.453158699	3.743912312	8.816197687
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	72	15	AIR+Y+K+O+D_ADDR+SH	4.672512350	4.276666119	3.761455891	3.864926047	9.139838017
dalcheeeky	AL+CH+EEE+K+Y	NO	2	1	AL+EEE+K+Y	2.370726753	0.693147181	2.876814098	3.349563954	3.219533384
dalcheeeky	AL+CH+EEE+K+Y	NO	55	2	AL+LOCAL_C+EEE+K+Y	2.370726753	4.007333185	3.035451981	3.418003589	6.539396327
dalcheeeky	AL+CH+EEE+K+Y	NO	16	3	D_ADDR+AL+EEE+K+Y	3.624288374	2.772588722	2.975456283	3.391780368	6.556058012
dalcheeeky	AL+CH+EEE+K+Y	NO	3	4	AL+CH+E+EE+K+Y	5.462273975	1.098612289	3.018397115	3.448309757	6.722553935
dalcheeeky	AL+CH+EEE+K+Y	YES	56	5	AL+CH+EEE+K+Y	2.555581908	4.025351691	3.141407478	3.419548006	6.744957486
dalcheeeky	AL+CH+EEE+K+Y	NO	13	6	AL+CHD+EE+K+Y	4.044519250	2.564949357	3.064308445	3.326606925	6.769241492
dalcheeeky	AL+CH+EEE+K+Y	NO	4	7	AL+CH+EE+E+K+Y	5.550026743	1.386294361	3.103287438	3.427961970	7.099602340
dalcheeeky	AL+CH+EEE+K+Y	NO	1	8	AL+CH+E+K+EE+Y	7.203819531	0.000000000	2.517617995	3.234177173	7.347614410
dalcheeeky	AL+CH+EEE+K+Y	NO	25	9	AL+CH+EE+K+Y	4.134804488	3.218875825	2.926400156	3.394663747	7.511706911
dalcheeeky	AL+CH+EEE+K+Y	NO	11	10	AL+CHD+K+EE+Y	5.374457364	2.397895273	2.684028710	3.100664420	7.916969965
dalcheeeky	AL+CH+EEE+K+Y	NO	58	11	D_ADDR+AL+CH+EEE+K+Y	3.809143529	4.060443011	3.188158868	3.447739361	8.035483996
dalcheeeky	AL+CH+EEE+K+Y	NO	81	12	D_ADDR+AL+LOCAL_C+EEE+K+Y	3.624288374	4.394449155	3.097339871	3.446387997	8.182330725
dalcheeeky	AL+CH+EEE+K+Y	NO	20	13	D_ADDR+AL+CHD+EE+K+Y	5.298080871	2.995732274	3.122073982	3.417099054	8.457292471
dalcheeeky	AL+CH+EEE+K+Y	NO	24	14	AL+CH+K+EE+Y	5.210273363	3.178053830	2.326064356	3.102665980	8.524045452
dalcheeeky	AL+CH+EEE+K+Y	NO	6	15	D_ADDR+AL+CH+E+EE+K+Y	6.715835596	1.791759469	3.074680877	3.470172990	8.671216412
dcheey	D_ADDR+CH+EE+Y	YES	2	1	D_ADDR+CH+EE+Y	1.231723069	0.693147181	2.407247828	3.090852525	2.062322758
dcheey	D_ADDR+CH+EE+Y	NO	1	2	D_ADDR+SH+EE+Y	3.377885062	0.000000000	2.265178611	2.994519693	3.509377520
dcheey	D_ADDR+CH+EE+Y	NO	4	3	D_ADDR+EE+Y	2.263331952	1.386294361	2.334529118	3.146592771	3.786654360
dcheey	D_ADDR+CH+EE+Y	NO	13	4	D_ADDR+LOCAL_C+EE+Y	1.296697020	2.564949357	2.714444596	3.332580026	4.012821993
dcheey	D_ADDR+CH+EE+Y	NO	8	5	CH+EE+Y	1.891150125	2.079441542	1.861455019	2.931310386	4.090410802
dcheey	D_ADDR+CH+EE+Y	NO	7	6	D_ADDR+CH+SH+EE+Y	2.172316297	1.945910149	2.634661168	3.081943638	4.261141566
dcheey	D_ADDR+CH+EE+Y	NO	14	7	D_ADDR+LOCAL_C+SH+EE+Y	2.391298845	2.639057330	2.632731390	3.182451224	5.175735739
dcheey	D_ADDR+CH+EE+Y	NO	11	8	CHD+CH+EE+Y	2.632211446	2.397895273	2.613575097	3.269462929	5.177182669
dcheey	D_ADDR+CH+EE+Y	NO	12	9	CHD+EE+Y	2.708680417	2.484906650	2.436399627	3.270525305	5.336260190
dcheey	D_ADDR+CH+EE+Y	NO	19	10	CHD+LOCAL_C+EE+Y	2.708680417	2.944438979	2.714847981	3.363544654	5.805079212
dcheey	D_ADDR+CH+EE+Y	NO	24	11	CH+SH+EE+Y	2.831743354	3.178053830	2.243509589	3.105687133	6.143527102
dcheey	D_ADDR+CH+EE+Y	NO	10	12	CHD+SH+EE+Y	3.803282241	2.302585093	2.393952774	3.105717489	6.243359091
dcheey	D_ADDR+CH+EE+Y	NO	5	13	D_ADDR+CH+EE+D_ADDR+Y	4.593239365	1.609437912	2.565553661	3.027692799	6.342508439
dcheey	D_ADDR+CH+EE+Y	NO	20	14	CHD+LOCAL_C+SH+EE+Y	3.803282241	2.995732274	2.633067544	3.208992333	6.945066012
dcheey	D_ADDR+CH+EE+Y	NO	26	15	CHD+CH+SH+EE+Y	3.572804674	3.258096538	2.806600559	3.208992333	6.981291034
dcheol	D_ADDR+CH+E+O+L	NO	3	1	D_ADDR+CH+E+OL	1.452617285	1.098612289	2.539490604	3.111496384	2.692504248
dcheol	D_ADDR+CH+E+O+L	NO	2	2	CH+E+OL	2.044019370	0.693147181	2.026758489	2.597889915	2.852782761
dcheol	D_ADDR+CH+E+O+L	YES	1	3	D_ADDR+CH+E+O+L	3.279389683	0.000000000	2.670012385	2.967666479	3.420331655
dcheol	D_ADDR+CH+E+O+L	NO	12	4	D_ADDR+LOCAL_C+E+OL	2.401163427	2.484906650	3.129195889	3.260390283	5.045809731
dcheol	D_ADDR+CH+E+O+L	NO	5	5	D_ADDR+E+OL	3.400016242	1.609437912	2.908754123	3.128545705	5.160386650
dcheol	D_ADDR+CH+E+O+L	NO	17	6	CHD+CH+E+OL	2.813497899	2.833213344	2.745817872	3.412681714	5.800673732
dcheol	D_ADDR+CH+E+O+L	NO	8	7	D_ADDR+CH+SH+E+OL	3.812410511	2.079441542	2.801477281	3.162276190	6.040945889
dcheol	D_ADDR+CH+E+O+L	NO	10	8	CH+E+O+L	3.870791768	2.302585093	2.285931049	2.515689438	6.293417374
dcheol	D_ADDR+CH+E+O+L	NO	9	9	D_ADDR+CH+E+O+AL	4.034195869	2.197224577	2.674769976	3.176960015	6.377713696
dcheol	D_ADDR+CH+E+O+L	NO	16	10	D_ADDR+CH+OL	3.581258970	2.772588722	2.930151304	3.186081362	6.506753509
dcheol	D_ADDR+CH+E+O+L	NO	6	11	CHD+CH+E+O+L	4.640270297	1.791759469	2.841951775	3.225825334	6.583724194
dcheol	D_ADDR+CH+E+O+L	NO	19	12	CHD+LOCAL_C+E+OL	3.770877140	2.944438979	3.129599274	3.400589386	6.878570836
dcheol	D_ADDR+CH+E+O+L	NO	13	13	D_ADDR+LOCAL_C+E+O+L	4.227935825	2.564949357	3.161433456	3.416323393	6.957329104
dcheol	D_ADDR+CH+E+O+L	NO	14	14	D_ADDR+LOCAL_C+SH+E+OL	4.336409654	2.639057330	2.799547502	3.262783776	7.127025265
dcheol	D_ADDR+CH+E+O+L	NO	4	15	D_ADDR+CHD+OL	5.677047788	1.386294361	3.128904918	3.425578343	7.227204231
dolarshy	D_ADDR+OL+AR+SH+Y	YES	2	1	D_ADDR+OL+AR+SH+Y	1.608215587	0.693147181	3.262823326	3.467808627	2.469628566
dolarshy	D_ADDR+OL+AR+SH+Y	NO	1	2	D_ADDR+OL+AR+Y	3.076377698	0.000000000	3.050479969	3.445698648	3.238782163
dolarshy	D_ADDR+OL+AR+SH+Y	NO	7	3	OL+AR+SH+Y	2.428450685	1.945910149	3.117930093	3.595022752	4.542184655
dolarshy	D_ADDR+OL+AR+SH+Y	NO	5	4	OL+AR+Y	3.896612795	1.609437912	2.816277588	3.593933603	5.666305988
dolarshy	D_ADDR+OL+AR+SH+Y	NO	44	5	D_ADDR+OL+A_ADDR+AR+SH+Y	1.956668454	3.784189634	3.396434822	3.512100152	5.913571463
dolarshy	D_ADDR+OL+AR+SH+Y	NO	3	6	D_ADDR+OL+AR+S+Y	4.683278830	1.098612289	3.249281123	3.517541125	5.951061675
dolarshy	D_ADDR+OL+AR+SH+Y	NO	21	7	D_ADDR+OL+R+SH+Y	3.038581352	3.044522438	3.176466215	3.468731281	6.249233728
dolarshy	D_ADDR+OL+AR+SH+Y	NO	9	8	D_ADDR+S+OL+AR+SH+Y	4.301130640	2.197224577	3.485455969	3.611617518	6.675782054
dolarshy	D_ADDR+OL+AR+SH+Y	NO	12	9	CHD+OL+AR+SH+Y	4.282876169	2.484906650	3.441566382	3.588414349	6.943532337
dolarshy	D_ADDR+OL+AR+SH+Y	NO	60	10	OL+A_ADDR+AR+SH+Y	2.776903552	4.094344562	3.297959044	3.641083932	7.044724189
dolarshy	D_ADDR+OL+AR+SH+Y	NO	22	11	D_ADDR+OL+A_ADDR+R+SH+Y	3.789924252	3.091042453	3.284933832	3.513720046	7.050933052
dolarshy	D_ADDR+OL+AR+SH+Y	NO	40	12	D_ADDR+OL+A_ADDR+AR+Y	3.424830565	3.688879454	3.241750607	3.499476103	7.282240687
dolarshy	D_ADDR+OL+AR+SH+Y	NO	62	13	D_ADDR+OL+AR+SH+SH+Y	3.097615085	4.127134385	3.467029264	3.512912723	7.399248020
dolarshy	D_ADDR+OL+AR+SH+Y	NO	24	14	D_ADDR+OL+R+Y	4.127598052	3.178053830	3.040852162	3.444615221	7.467788567
dolarshy	D_ADDR+OL+AR+SH+Y	NO	23	15	D_ADDR+OL+AR+S+SH+Y	4.221393760	3.135494216	3.327085515	3.515072013	7.527941914
dyky	D_ADDR+Y+K+Y	NO	3	1	Y+K+Y	0.773743382	1.098612289	2.096496414	2.705498749	1.992405550
dyky	D_ADDR+Y+K+Y	NO	1	2	DY+K+Y	1.875132938	0.000000000	3.318883548	3.445324078	2.044238128
dyky	D_ADDR+Y+K+Y	YES	2	3	D_ADDR+Y+K+Y	1.745376471	0.693147181	2.216257303	3.140793596	2.572449924
dyky	D_ADDR+Y+K+Y	NO	6	4	CHD+Y+K+Y	2.260761767	1.791759469	2.153687045	2.952639764	4.180179407
dyky	D_ADDR+Y+K+Y	NO	5	5	D_ADDR+Y+K+Y+CH	3.681365199	1.609437912	3.266843746	3.732344571	5.465782819
dyky	D_ADDR+Y+K+Y	NO	8	6	CHD+Y+K+Y+CH	4.196750496	2.079441542	3.214701865	3.571069857	6.445836331
dyky	D_ADDR+Y+K+Y	NO	4	7	D_ADDR+K+Y+CH+Y	5.516502853	1.386294361	2.972087091	3.406243401	7.062255477
dyky	D_ADDR+Y+K+Y	NO	7	8	CHD+K+Y+CH+Y	4.981407983	1.945910149	3.016150622	3.565147085	7.091850575
dytcheey	D_ADDR+Y+T+CH+EE+Y	YES	2	1	D_ADDR+Y+T+CH+EE+Y	3.030859716	0.693147181	2.497941197	3.215763033	3.866849503
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	1	2	D_ADDR+Y+T+SH+EE+Y	4.618475078	0.000000000	2.412352561	3.090043769	4.756034986
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	3	3	D_ADDR+Y+T+EE+Y	3.555795530	1.098612289	2.400745577	3.116037679	4.792327400
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	10	4	D_ADDR+Y+T+LOCAL_C+EE+Y	2.607986613	2.302585093	2.717367459	3.293440069	5.060841894
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	17	5	Y+T+CH+EE+Y	2.106943705	2.833213344	2.465047920	2.973471649	5.076120039
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	5	6	CHD+Y+T+CH+EE+Y	3.440584616	1.609437912	2.453248156	3.095529419	5.188741968
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	9	7	DY+T+CH+EE+Y	3.244720140	2.197224577	3.213446686	3.406886630	5.607453050
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	53	8	Y+T+LOCAL_C+EE+Y	1.684070602	3.970291914	2.721045227	3.062245404	5.798944781
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	6	9	CHD+Y+T+EE+Y	3.965520430	1.791759469	2.348603695	2.978627835	5.890460688
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	26	10	Y+T+EE+Y	2.631879519	3.258096538	2.341834521	2.816743506	6.018940508
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	11	11	D_ADDR+Y+T+LOCAL_C+SH+EE+Y	3.615238203	2.397895273	2.655717197	3.181022106	6.159051958
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	19	12	D_ADDR+T+Y+EE+Y	3.089839624	2.944438979	2.869364726	3.275243227	6.187893802
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	32	13	Y+T+CH+SH+EE+Y	2.858802064	3.465735903	2.651716485	2.957558787	6.464769849
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	13	14	DY+T+EE+Y	3.769655954	2.564949357	3.239913039	3.350236664	6.499359054
dytcheey	D_ADDR+Y+T+CH+EE+Y	NO	15	15	Y+T+SH+EE+Y	3.694559066	2.708050201	2.365194512	2.829792490	6.532483943
faiis	LOCAL_CHAR_F+IIN+S	YES	2	1	LOCAL_CHAR_F+IIN+S	1.715839032	0.693147181	3.469154342	3.686256860	2.587871493
faiis	LOCAL_CHAR_F+IIN+S	NO	1	2	LOCAL_CHAR_F+A_ADDR+IIN+S	3.464274320	0.000000000	3.473534216	3.661375213	3.642647056
faiis	LOCAL_CHAR_F+IIN+S	NO	4	3	LOCAL_CHAR_F+AIIN+S	2.098449021	1.386294361	3.627950396	3.731296708	3.668724560
faiis	LOCAL_CHAR_F+IIN+S	NO	10	4	LOCAL_CHAR_F+A_ADDR+AIIN+S	2.465423931	2.302585093	3.689508223	3.731703610	4.953539320
faiis	LOCAL_CHAR_F+IIN+S	NO	8	5	LOCAL_CHAR_F+IIN+SH	2.974277875	2.079441542	4.160010413	3.832965783	5.253543822
faiis	LOCAL_CHAR_F+IIN+S	NO	7	6	LOCAL_CHAR_F+AIIN+SH	3.683961247	1.945910149	4.253215401	3.834050383	5.832053041
faiis	LOCAL_CHAR_F+IIN+S	NO	6	7	LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+S	3.897437378	1.791759469	3.446760962	3.735151971	5.868744671
faiis	LOCAL_CHAR_F+IIN+S	NO	3	8	LOCAL_CHAR_F+S+A_ADDR+IIN+S	4.685840452	1.098612289	3.559660244	3.691046971	5.965720421
faiis	LOCAL_CHAR_F+IIN+S	NO	19	9	LOCAL_CHAR_F+AIN+LOCAL_CHAR_I+S	2.995545439	2.944438979	3.663333748	3.749897966	6.125315211
faiis	LOCAL_CHAR_F+IIN+S	NO	24	10	LOCAL_CHAR_F+AIN+IIN+S	2.789991103	3.178053830	3.625022522	3.714733767	6.151538840
faiis	LOCAL_CHAR_F+IIN+S	NO	12	11	LOCAL_CHAR_F+AIN+SH	3.854876280	2.484906650	4.238199341	3.832965783	6.541562058
faiis	LOCAL_CHAR_F+IIN+S	NO	13	12	LOCAL_CHAR_F+A_ADDR+AIIN+SH	4.050936157	2.564949357	4.189720227	3.813906550	6.815976183
faiis	LOCAL_CHAR_F+IIN+S	NO	17	13	LOCAL_CHAR_F+A_ADDR+IIN+LOCAL_CHAR_I+S	3.863382322	2.833213344	3.582494457	3.748943335	6.879881611
faiis	LOCAL_CHAR_F+IIN+S	NO	9	14	LOCAL_CHAR_F+A_ADDR+IIN+SH	4.722713163	2.197224577	4.026219073	3.815206663	7.115973384
faiis	LOCAL_CHAR_F+IIN+S	NO	11	15	LOCAL_CHAR_F+A_ADDR+IIN+S+S	4.779636877	2.397895273	3.617711359	3.719639836	7.360965930
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	1	1	LOCAL_CHAR_F+SH+O+D_ADDR+Y	2.455756916	0.000000000	2.820417076	3.149606257	2.605007500
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	YES	2	2	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	2.091295220	0.693147181	3.102155616	3.503182378	2.949575851
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	17	3	LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y	2.102205380	2.833213344	3.327535121	3.708116432	5.111310013
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	4	4	LOCAL_CHAR_F+O+D_ADDR+CH+Y	3.849707422	1.386294361	3.137605621	3.509906988	5.402189599
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	3	5	LOCAL_CHAR_F+O+D_ADDR+Y	4.214169119	1.098612289	2.806609374	3.098522281	5.460409699
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	7	6	LOCAL_CHAR_F+SH+D_ADDR+O+D_ADDR+CH+Y	4.508349980	1.945910149	3.261939012	3.577517321	6.625246537
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	5	7	LOCAL_CHAR_F+SH+D_ADDR+O+D_ADDR+Y	4.872811676	1.609437912	3.043275034	3.277430082	6.640267216
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	33	8	LOCAL_CHAR_F+SH+SH+O+D_ADDR+CH+Y	3.178955773	3.496507561	3.300919275	3.549934512	6.846734680
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	18	9	LOCAL_CHAR_F+O+D_ADDR+LOCAL_C+Y	3.860617582	2.890371758	3.400548376	3.744117335	6.929605983
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	24	10	LOCAL_CHAR_F+S+SH+O+D_ADDR+CH+Y	3.667533211	3.178053830	3.223177800	3.540300292	7.014673993
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	34	11	LOCAL_CHAR_F+SH+SH+O+D_ADDR+Y	3.543417470	3.526360525	3.087823907	3.246399422	7.228133577
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	25	12	LOCAL_CHAR_F+S+SH+O+D_ADDR+Y	4.031994907	3.218875825	2.998976507	3.235560924	7.406734168
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	59	13	LOCAL_CHAR_F+SH+SH+O+D_ADDR+LOCAL_C+Y	3.189865933	4.077537444	3.498126342	3.732098115	7.448158988
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	20	14	LOCAL_CHAR_F+SH+D_ADDR+O+D_ADDR+LOCAL_C+Y	4.519260139	2.995732274	3.459146079	3.759680924	7.695463088
fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	54	15	LOCAL_CHAR_F+S+SH+O+D_ADDR+LOCAL_C+Y	3.678443370	3.988984047	3.420384867	3.722463895	7.845998636
kcheeky	K+CH+EE+K+Y	YES	2	1	K+CH+EE+K+Y	2.273129258	0.693147181	2.823723064	3.057841657	3.113315557
kcheeky	K+CH+EE+K+Y	NO	1	2	K+CH+K+EE+Y	3.114821585	0.000000000	2.223387264	2.791889827	3.240203512
kcheeky	K+CH+EE+K+Y	NO	4	3	K+EE+K+Y	2.683893358	1.386294361	2.534404395	2.887705473	4.205740466
kcheeky	K+CH+EE+K+Y	NO	3	4	K+K+EE+Y	3.211292075	1.098612289	2.493957022	2.799484543	4.442240403
kcheeky	K+CH+EE+K+Y	NO	14	5	K+CH+SH+EE+K+Y	2.885831578	2.639057330	2.959152322	3.151614214	5.677658071
kcheeky	K+CH+EE+K+Y	NO	11	6	K+LOCAL_C+K+EE+Y	3.211292075	2.397895273	2.716404418	2.946506950	5.750760132
kcheeky	K+CH+EE+K+Y	NO	37	7	K+LOCAL_C+EE+K+Y	2.184202455	3.610917913	3.096684153	3.172449455	5.951848708
kcheeky	K+CH+EE+K+Y	NO	51	8	K+CH+K+Y	2.353459404	3.931825633	2.295350619	2.695670449	6.410060563
kcheeky	K+CH+EE+K+Y	NO	13	9	K+CH+K+EE+K+Y	3.793629849	2.564949357	2.585505770	3.124976007	6.501341251
kcheeky	K+CH+EE+K+Y	NO	12	10	K+SH+EE+K+Y	4.226929628	2.484906650	2.697861920	3.082384732	6.856342444
kcheeky	K+CH+EE+K+Y	NO	5	11	K+CHD+E+K+Y	5.240948788	1.609437912	3.018270375	3.124924939	7.003966584
kcheeky	K+CH+EE+K+Y	NO	35	12	K+LOCAL_C+SH+EE+K+Y	3.302479969	3.555348061	2.972038611	3.238776284	7.013098403
kcheeky	K+CH+EE+K+Y	NO	23	13	K+CHD+K+Y	3.915536375	3.135494216	2.870095245	3.077496398	7.199720382
kcheeky	K+CH+EE+K+Y	NO	22	14	K+CH+E+K+Y	4.046389184	3.091042453	2.523948821	3.048671965	7.276747157
kcheeky	K+CH+EE+K+Y	NO	26	15	K+K+EE+K+Y	3.890100339	3.258096538	2.871333653	3.179069503	7.299456956
kchody	K+CH+O+D_ADDR+Y	NO	2	1	K+CH+O+DY	1.635124417	0.693147181	3.513252034	3.629600428	2.506842909
kchody	K+CH+O+D_ADDR+Y	YES	1	2	K+CH+O+D_ADDR+Y	3.325574487	0.000000000	2.403520875	2.727005345	3.453837643
kchody	K+CH+O+D_ADDR+Y	NO	5	3	K+O+DY	2.886278160	1.609437912	3.674475171	3.677872321	4.679524760
kchody	K+CH+O+D_ADDR+Y	NO	16	4	K+LOCAL_C+O+DY	2.049834838	2.772588722	3.931588838	3.823911740	5.016311075
kchody	K+CH+O+D_ADDR+Y	NO	12	5	K+CH+O+Y	3.100561847	2.484906650	2.676469887	3.061032322	5.728906052
kchody	K+CH+O+D_ADDR+Y	NO	11	6	K+CH+SH+O+DY	3.415325093	2.397895273	3.756206410	3.646895938	5.998297925
kchody	K+CH+O+D_ADDR+Y	NO	3	7	OK+CH+DY	4.758201380	1.098612289	3.785911974	3.608459908	6.041672965
kchody	K+CH+O+D_ADDR+Y	NO	4	8	OK+DY	4.521267448	1.386294361	3.851580753	3.805846687	6.098997495
kchody	K+CH+O+D_ADDR+Y	NO	6	9	K+O+D_ADDR+Y	4.576728231	1.791759469	2.310553153	2.728887390	6.494473714
kchody	K+CH+O+D_ADDR+Y	NO	21	10	K+CH+O+D_ADDR+DY	3.331657193	3.044522438	3.527442747	3.558261382	6.553322234
kchody	K+CH+O+D_ADDR+Y	NO	15	11	K+LOCAL_C+O+D_ADDR+Y	3.740284908	2.708050201	2.752134879	3.011654837	6.592429852
kchody	K+CH+O+D_ADDR+Y	NO	17	12	K+LOCAL_C+SH+O+DY	3.736252569	2.833213344	3.771240414	3.746509733	6.757409667
kchody	K+CH+O+D_ADDR+Y	NO	18	13	K+HO+DY	3.853869997	2.890371758	4.166898677	3.803903773	6.943511816
kchody	K+CH+O+D_ADDR+Y	NO	13	14	K+O+Y	4.351715591	2.564949357	2.628497488	2.964760458	7.056496397
kchody	K+CH+O+D_ADDR+Y	NO	33	15	K+LOCAL_C+O+Y	3.515272269	3.496507561	3.094806692	3.229651854	7.169891294
kechody	K+E+CH+O+D_ADDR+Y	NO	2	1	K+E+CH+O+DY	2.314432463	0.693147181	3.310661819	3.691272034	3.182627990
kechody	K+E+CH+O+D_ADDR+Y	NO	6	2	K+E+LOCAL_C+O+DY	2.377052718	1.791759469	3.721388371	3.723870026	4.354943647
kechody	K+E+CH+O+D_ADDR+Y	YES	1	3	K+E+CH+O+D_ADDR+Y	4.569553462	0.000000000	2.388405142	3.042785414	4.705333226
kechody	K+E+CH+O+D_ADDR+Y	NO	3	4	K+E+CH+SH+O+DY	3.992545671	1.098612289	3.547849887	3.665901121	5.271501735
kechody	K+E+CH+O+D_ADDR+Y	NO	8	5	K+E+O+DY	3.420744891	2.079441542	3.085399102	3.591786946	5.667116084
kechody	K+E+CH+O+D_ADDR+Y	NO	4	6	K+E+CH+O+Y	4.296434368	1.386294361	2.613343363	3.374205690	5.832417455
kechody	K+E+CH+O+D_ADDR+Y	NO	7	7	K+E+LOCAL_C+SH+O+DY	4.022861084	1.945910149	3.613975503	3.668648484	6.150836833
kechody	K+E+CH+O+D_ADDR+Y	NO	5	8	K+E+LOCAL_C+O+D_ADDR+Y	4.632173717	1.609437912	2.740456472	3.174643479	6.389489128
kechody	K+E+CH+O+D_ADDR+Y	NO	13	9	K+E+CH+O+D_ADDR+DY	4.127047194	2.564949357	3.351766747	3.621141418	6.866319256
kechody	K+E+CH+O+D_ADDR+Y	NO	10	10	K+E+HO+DY	4.383559761	2.302585093	3.867596148	3.690523101	6.875097835
kechody	K+E+CH+O+D_ADDR+Y	NO	18	11	K+CH+E+O+DY	4.653644371	2.890371758	3.086310535	3.292599317	7.703488875
kechody	K+E+CH+O+D_ADDR+Y	NO	17	12	K+CHD+O+DY	4.769661007	2.833213344	3.914712879	3.746774564	7.794411537
kechody	K+E+CH+O+D_ADDR+Y	NO	29	13	K+E+LOCAL_C+O+Y	4.359054622	3.367295830	3.024069915	3.384782157	7.886571754
kechody	K+E+CH+O+D_ADDR+Y	NO	11	14	K+E+O+D_ADDR+Y	5.675865890	2.397895273	2.046976766	2.858564424	8.196399693
kechody	K+E+CH+O+D_ADDR+Y	NO	19	15	K+SH+E+CH+O+DY	5.089916837	2.944438979	3.219907792	3.572402449	8.204163572
keeol	K+EE+O+L	NO	1	1	K+EE+OL	1.350441384	0.000000000	2.640895602	3.244796401	1.497583684
keeol	K+EE+O+L	NO	2	2	OL+K+EE	1.910965378	0.693147181	3.081377726	3.258828489	2.762617714
keeol	K+EE+O+L	YES	4	3	K+EE+O+L	4.438775844	1.386294361	2.963853335	3.306079363	5.981818523
keeol	K+EE+O+L	NO	5	4	OK+EE+L	4.558927925	1.609437912	2.682467610	3.134172268	6.313781835
keeol	K+EE+O+L	NO	11	5	K+SH+EE+OL	4.245441076	2.397895273	2.815746390	3.390151816	6.798483804
keeol	K+EE+O+L	NO	8	6	K+EE+O+AL	4.860632067	2.079441542	2.969562444	3.374596569	7.098677584
keeol	K+EE+O+L	NO	3	7	K+E+E+OL	6.356293868	1.098612289	2.947477842	3.299209794	7.611073347
keeol	K+EE+O+L	NO	9	8	OK+EE+AL	5.749557671	2.197224577	2.318535305	2.933762279	8.078089688
keeol	K+EE+O+L	NO	7	9	K+EE+O+D_ADDR+L	6.592198877	1.945910149	3.010528708	3.472768190	8.700191448
keeol	K+EE+O+L	NO	10	10	K+EE+O+D_ADDR+AL	6.866526067	2.302585093	2.760153835	3.313773704	9.320959349
keeol	K+EE+O+L	NO	13	11	K+SH+EE+O+L	7.333775536	2.564949357	3.055736036	3.497464171	10.062554899
keeol	K+EE+O+L	NO	14	12	K+SH+EE+O+AL	7.755631759	2.639057330	3.060493627	3.556193205	10.560106259
keeol	K+EE+O+L	NO	6	13	K+E+E+O+L	10.696814883	1.791759469	3.010001750	3.329725674	12.647067538
keeol	K+EE+O+L	NO	12	14	K+E+E+O+AL	11.118671106	2.484906650	3.014759341	3.554619109	13.767812217
keody	K+E+O+D_ADDR+Y	NO	1	1	K+E+O+DY	1.948075531	0.000000000	3.085399102	3.591786946	2.115005182
keody	K+E+O+D_ADDR+Y	YES	2	2	K+E+O+D_ADDR+Y	2.458483962	0.693147181	2.046976766	3.009611091	3.278045839
