register_replay_event_id	event_id	held_register	physical_page	statement_id	locus	surface	source_component_recipe	component_recipe	component_atom_count	surface_recipe_correction	all_atoms_on_fixed_sheet	outside_surface_registers	outside_surface_pages	outside_recipe_registers	outside_recipe_pages	register_replay_result
P1025-E0889	P1008-E0154	CELESTIAL	f72r	P1009-S054	f72r1.12	cheolor	OL+OR	OL+OR	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL	f10r|f75r|f76r|f81v	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0890	P1008-E0155	CELESTIAL	f72r	P1009-S054	f72r1.12	oteo	OT+O	OT+O	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0891	P1008-E0156	CELESTIAL	f72r	P1009-S054	f72r1.12	teeody	OT+EE+O+DY	OT+EE+O+DY	4	UNCHANGED	YES	NONE	NONE	PHARMA	f88v	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0892	P1008-E0157	CELESTIAL	f72r	P1009-S055	f72r1.12	otar	OT+AR	OT+AR	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f10r|f55v|f75r|f76r|f81v	HERBAL|BIOLOGICAL	f10r|f55v|f75r|f76r|f81v|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0893	P1008-E0158	CELESTIAL	f72r	P1009-S055	f72r1.12	chokaiin	SH+OK+AIIN	SH+OK+AIIN	3	UNCHANGED	YES	NONE	NONE	HERBAL	f56r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0894	P1008-E0159	CELESTIAL	f72r	P1009-S055	f72r1.12	okaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f17r|f55v|f56r|f75r|f76r|f77r|f81v|f88r	HERBAL|BIOLOGICAL|PHARMA	f17r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0895	P1008-E0160	CELESTIAL	f72r	P1009-S055	f72r1.12	al	AL	AL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f81v|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0896	P1008-E0161	CELESTIAL	f72r	P1009-S055	f72r1.12	alo	AL	AL	1	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0897	P1008-E0162	CELESTIAL	f72r	P1009-S055	f72r1.12	cheedy	CH+EE+D_ADDR+Y	CH+EE+D_ADDR+Y	4	UNCHANGED	YES	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f88v|f89r	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0898	P1008-E0163	CELESTIAL	f72r	P1009-S055	f72r1.12	otear	OT+AR	OT+AR	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL	f10r|f55v|f75r|f76r|f81v|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0899	P1008-E0164	CELESTIAL	f72r	P1009-S055	f72r1.12	ar	AR	AR	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f83r|f88r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f75r|f76r|f77r|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0900	P1008-E0165	CELESTIAL	f72r	P1009-S055	f72r1.12	cheky	CH+K+E+Y	CH+K+E+Y	4	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f81v|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f81v|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0901	P1008-E0166	CELESTIAL	f72r	P1009-S055	f72r1.12	chokal	OK+AL	OK+AL	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0902	P1008-E0167	CELESTIAL	f72r	P1009-S055	f72r1.12	otar	OT+AR	OT+AR	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f10r|f55v|f75r|f76r|f81v	HERBAL|BIOLOGICAL	f10r|f55v|f75r|f76r|f81v|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0903	P1008-E0168	CELESTIAL	f72r	P1009-S055	f72r1.12	al	AL	AL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f81v|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0904	P1008-E0169	CELESTIAL	f72r	P1009-S055	f72r1.12	o	O	O	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f77r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0905	P1008-E0170	CELESTIAL	f72r	P1009-S055	f72r1.12	qokar	OK+AR	OK+AR	2	UNCHANGED	YES	BIOLOGICAL|PHARMA	f75r|f76r|f77r|f81v|f82r|f89r	HERBAL|BIOLOGICAL|PHARMA	f55v|f56r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0906	P1008-E0177	CELESTIAL	f72r	P1009-S056	f72r1.18	okeeols	OK+EE+OL	OK+EE+OL	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f83r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0907	P1008-E0178	CELESTIAL	f72r	P1009-S056	f72r1.18	aroly	AR+OL	AR+OL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f77r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0908	P1008-E0179	CELESTIAL	f72r	P1009-S056	f72r1.18	okees	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	BIOLOGICAL	f76r	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0909	P1008-E0180	CELESTIAL	f72r	P1009-S056	f72r1.18	alaiin	AL+AIIN	AL+AIIN	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f76r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0910	P1008-E0181	CELESTIAL	f72r	P1009-S056	f72r1.18	okeor	OK+EE+OR	OK+E+OR	3	PASS1025_VISIBLE_SURFACE_RECIPE	YES	HERBAL|BIOLOGICAL	f18r|f76r	HERBAL|BIOLOGICAL|PHARMA	f18r|f76r|f88r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0911	P1008-E0182	CELESTIAL	f72r	P1009-S056	f72r1.18	chol	OL	OL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f56r|f76r|f77r|f88r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0912	P1008-E0183	CELESTIAL	f72r	P1009-S056	f72r1.18	o	O	O	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f77r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0913	P1008-E0184	CELESTIAL	f72r	P1009-S056	f72r1.18	oteos	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	4	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0914	P1008-E0185	CELESTIAL	f72r	P1009-S056	f72r1.18	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0915	P1008-E0186	CELESTIAL	f72r	P1009-S056	f72r1.18	chal	CH+AL	CH+AL	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f56r|f75r|f76r|f81v	HERBAL|BIOLOGICAL	f56r|f75r|f76r|f81v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0916	P1008-E0187	CELESTIAL	f72r	P1009-S056	f72r1.18	otaiin	OT+AIIN	OT+AIIN	2	UNCHANGED	YES	BIOLOGICAL	f83r	BIOLOGICAL	f77r|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0917	P1008-E0188	CELESTIAL	f72r	P1009-S056	f72r1.18	atchor	T+CH+OR	T+CH+OR	3	UNCHANGED	YES	NONE	NONE	HERBAL	f13r|f18r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0918	P1008-E0189	CELESTIAL	f72r	P1009-S056	f72r1.18	chckhy	CH+K+Y	CH+K+Y	3	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f13r|f18r|f55v|f75r|f76r|f77r|f81v|f82r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f13r|f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0919	P1008-E0195	CELESTIAL	f72r	P1009-S057	f72r2.6	oteos	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	4	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0920	P1008-E0196	CELESTIAL	f72r	P1009-S057	f72r2.6	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0921	P1008-E0197	CELESTIAL	f72r	P1009-S057	f72r2.6	okeo	OK+E+O	OK+E+O	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0922	P1008-E0198	CELESTIAL	f72r	P1009-S057	f72r2.6	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0923	P1008-E0199	CELESTIAL	f72r	P1009-S057	f72r2.6	okeey	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	BIOLOGICAL|PHARMA	f75r|f76r|f81v|f89r	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0924	P1008-E0200	CELESTIAL	f72r	P1009-S057	f72r2.6	cheo	CH+E+O+R	CH+E+O	3	PASS1025_VISIBLE_SURFACE_RECIPE	YES	BIOLOGICAL|PHARMA	f76r|f89r	BIOLOGICAL|PHARMA	f76r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0925	P1008-E0201	CELESTIAL	f72r	P1009-S057	f72r2.6	keodal	T+E+O+D_ADDR+AL	T+E+O+D_ADDR+AL	5	UNCHANGED	YES	NONE	NONE	PHARMA	f88v	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0926	P1008-E0202	CELESTIAL	f72r	P1009-S057	f72r2.6	chol	OL	OL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f56r|f76r|f77r|f88r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0927	P1008-E0203	CELESTIAL	f72r	P1009-S057	f72r2.6	okeol	OK+E+OL	OK+E+OL	3	UNCHANGED	YES	BIOLOGICAL|PHARMA	f81v|f89r	BIOLOGICAL|PHARMA	f76r|f81v|f82r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0928	P1008-E0204	CELESTIAL	f72r	P1009-S057	f72r2.6	oly	OL+Y	OL+Y	2	UNCHANGED	YES	BIOLOGICAL	f75r|f76r|f82r	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0929	P1008-E0205	CELESTIAL	f72r	P1009-S057	f72r2.6	oteeykeey	OT+E+O+K+EE+Y	OT+E+O+K+EE+Y	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0930	P1008-E0206	CELESTIAL	f72r	P1009-S057	f72r2.6	tey	T+EE+Y	T+EE+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0931	P1008-E0207	CELESTIAL	f72r	P1009-S057	f72r2.6	okalaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f17r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0932	P1008-E0208	CELESTIAL	f72r	P1009-S057	f72r2.6	okalchal	OK+CH+AL	OK+CH+AL	3	UNCHANGED	YES	NONE	NONE	HERBAL	f13r|f18r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0933	P1008-E0209	CELESTIAL	f72r	P1009-S057	f72r2.6	chey	Y	Y	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0934	P1008-E0210	CELESTIAL	f72r	P1009-S057	f72r2.6	al	AL	AL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f81v|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0935	P1008-E0211	CELESTIAL	f72r	P1009-S057	f72r2.6	o	O	O	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f77r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0936	P1008-E0212	CELESTIAL	f72r	P1009-S057	f72r2.6	keey	K+EE+Y	K+EE+Y	3	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f56r|f76r|f89r	HERBAL|BIOLOGICAL|PHARMA	f56r|f76r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0937	P1008-E0213	CELESTIAL	f72r	P1009-S057	f72r2.6	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0938	P1008-E0214	CELESTIAL	f72r	P1009-S057	f72r2.6	otar	OT+AR	OT+AR	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f10r|f55v|f75r|f76r|f81v	HERBAL|BIOLOGICAL	f10r|f55v|f75r|f76r|f81v|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0939	P1008-E0215	CELESTIAL	f72r	P1009-S057	f72r2.6	al	AL	AL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f81v|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0940	P1008-E0216	CELESTIAL	f72r	P1009-S057	f72r2.6	chotaiin	OT+AIIN	OT+AIIN	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f77r|f82r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0941	P1008-E0217	CELESTIAL	f72r	P1009-S057	f72r2.6	otchey	OT+Y	OT+Y	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f56r|f83r	HERBAL|BIOLOGICAL	f10r|f11r|f13r|f56r|f75r|f76r|f77r|f81v|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0942	P1008-E0218	CELESTIAL	f72r	P1009-S057	f72r2.6	qoeeeo	O+EE+Y	O+EE+Y	3	UNCHANGED	YES	NONE	NONE	PHARMA	f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0943	P1008-E0219	CELESTIAL	f72r	P1009-S057	f72r2.6	s	S	S	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f11r|f13r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f11r|f13r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0944	P1008-E0220	CELESTIAL	f72r	P1009-S057	f72r2.6	ckhal	CH+AL	CH+AL	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL	f56r|f75r|f76r|f81v	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0945	P1008-E0221	CELESTIAL	f72r	P1009-S057	f72r2.6	chekaiin	CH+K+EE+K+AIIN	CH+K+EE+K+AIIN	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0946	P1008-E0222	CELESTIAL	f72r	P1009-S057	f72r2.6	otaiin	OT+AIIN	OT+AIIN	2	UNCHANGED	YES	BIOLOGICAL	f83r	BIOLOGICAL	f77r|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0947	P1008-E0223	CELESTIAL	f72r	P1009-S057	f72r2.6	chy	Y	Y	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f17r|f56r|f75r|f76r|f77r|f81v|f88r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0948	P1008-E0224	CELESTIAL	f72r	P1009-S057	f72r2.6	d	D_ADDR	D_ADDR	1	UNCHANGED	YES	HERBAL|BIOLOGICAL	f11r|f13r|f17r|f56r|f77r|f82r	HERBAL|BIOLOGICAL	f11r|f13r|f17r|f56r|f77r|f82r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0949	P1008-E0225	CELESTIAL	f72r	P1009-S057	f72r2.6	r	R	R	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0950	P1008-E0226	CELESTIAL	f72r	P1009-S057	f72r2.6	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0951	P1008-E0227	CELESTIAL	f72r	P1009-S057	f72r2.6	al	AL	AL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f81v|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0952	P1008-E0228	CELESTIAL	f72r	P1009-S057	f72r2.6	y	Y	Y	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f76r|f77r|f81v|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0953	P1008-E0229	CELESTIAL	f72r	P1009-S057	f72r2.6	o	O	O	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f77r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0954	P1008-E0230	CELESTIAL	f72r	P1009-S057	f72r2.6	chekaiin	CH+K+EE+K+AIIN	CH+K+EE+K+AIIN	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0955	P1008-E0231	CELESTIAL	f72r	P1009-S057	f72r2.6	okedal	OK+AL	OK+AL	2	UNCHANGED	YES	BIOLOGICAL	f76r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0956	P1008-E0232	CELESTIAL	f72r	P1009-S057	f72r2.6	qokeodal	OK+EE+AL	OK+EE+AL	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f76r|f81v	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0957	P1008-E0233	CELESTIAL	f72r	P1009-S057	f72r2.6	saiin	S+AIIN	S+AIIN	2	UNCHANGED	YES	BIOLOGICAL|PHARMA	f75r|f76r|f77r|f81v|f83r|f88r|f88v|f89r	BIOLOGICAL|PHARMA	f75r|f76r|f77r|f81v|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0958	P1008-E0234	CELESTIAL	f72r	P1009-S057	f72r2.6	otois	OT+O	OT+O	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0959	P1008-E0235	CELESTIAL	f72r	P1009-S057	f72r2.6	otees	OT+EE+Y	OT+EE+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f77r|f82r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0960	P1008-E0253	CELESTIAL	f72r	P1009-S058	f72r2.22	oteey	OT+EE+Y	OT+EE+Y	3	UNCHANGED	YES	BIOLOGICAL	f76r|f82r	BIOLOGICAL	f75r|f76r|f77r|f82r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0961	P1008-E0254	CELESTIAL	f72r	P1009-S058	f72r2.22	tey	T+EE+Y	T+EE+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0962	P1008-E0255	CELESTIAL	f72r	P1009-S058	f72r2.22	teodal	T+E+O+D_ADDR+AL	T+E+O+D_ADDR+AL	5	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0963	P1008-E0256	CELESTIAL	f72r	P1009-S058	f72r2.22	chokaly	OK+AL	OK+AL	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0964	P1008-E0257	CELESTIAL	f72r	P1009-S058	f72r2.22	ol	OL	OL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0965	P1008-E0258	CELESTIAL	f72r	P1009-S058	f72r2.22	cheol	CH+E+O+L	CH+E+O+L	4	UNCHANGED	YES	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f83r|f88r|f89r	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0966	P1008-E0259	CELESTIAL	f72r	P1009-S058	f72r2.22	ol	OL	OL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
