fresh_event_id	physical_page	locus	kind	group_index	surface	register	owner_id	visible_owner_de	transfer_class	source_surface	edit_distance	component_recipe	portable_default_de	local_contextual_expansion_de	confidence	note
P1003-E0102	f77r	f77r.10	P	5	qotedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qotedy	0	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0103	f77r	f77r.10	P	6	qokol	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokol	0	OK+OL	SETZEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · im selben Lauf fortfahren	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0104	f77r	f77r.10	P	7	chdy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	chdy	0	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0105	f77r	f77r.10	P	8	qokain	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokain	0	OK+AIN	SETZEN · PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0106	f77r	f77r.10	P	9	chetey	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	VISIBLE_NEW_COMPOSITION	cheey	1	CH+E+T+E+Y	NEHMEN · KURZ · STELLEN · KURZ · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · kurz halten · Stufe oder Stellung setzen · kurz halten · dieser Stationsposten	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0107	f77r	f77r.10	P	10	sal	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	sal	0	S+AL	AUSWÄHLEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · zur Ziel-/Aufnahmestelle	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0108	f77r	f77r.11	P	1	qoteedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qoteedy	0	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0109	f77r	f77r.11	P	2	qokaiin	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokaiin	0	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0110	f77r	f77r.11	P	3	shedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	shedy	0	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0111	f77r	f77r.11	P	4	chol	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	chol	0	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0112	f77r	f77r.11	P	5	shedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	shedy	0	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0113	f77r	f77r.11	P	6	shcthey	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	shcthey	0	SH+CTH+E+Y	HALTEN · BEREIT · KURZ · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · anwendungsbereit · kurz halten · dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0114	f77r	f77r.11	P	7	qokeedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokeedy	0	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0115	f77r	f77r.11	P	8	oteedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	oteedy	0	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0116	f77r	f77r.11	P	9	cham	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	VISIBLE_NEW_COMPOSITION	chal	1	CH+AM_ADDR	NEHMEN · INNEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · im inneren Becken	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0117	f77r	f77r.12	P	1	solteedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	VISIBLE_NEW_COMPOSITION	solkeedy	1	OL+T+EE+DY	FORTSETZEN · STELLEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · Stufe oder Stellung setzen · länger halten · Stationszelle schließen	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0118	f77r	f77r.12	P	2	qoteedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qoteedy	0	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0119	f77r	f77r.12	P	3	qodeedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	VISIBLE_NEW_COMPOSITION	qoeedy	1	O+D_ADDR+EE+DY	AUSFÜHREN · TEIL · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationshandlung ausführen · Teilbecken oder Arbeitsanteil · länger halten · Stationszelle schließen	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0120	f77r	f77r.12	P	4	chedaiin	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	chedaiin	0	CHD+AIIN	UMSETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · nach vorgeschriebenem Maß	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0121	f77r	f77r.12	P	5	chedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	chedy	0	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0122	f77r	f77r.12	P	6	shedaiin	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	shedaiin	0	SHED+AIIN	ABSETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · nach vorgeschriebenem Maß	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0123	f77r	f77r.12	P	7	shealol	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	VISIBLE_NEW_COMPOSITION	sheal	2	SH+E+AL+OL	HALTEN · KURZ · ZIEL · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · zur Ziel-/Aufnahmestelle · im selben Lauf fortfahren	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0124	f77r	f77r.12	P	8	ched	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	ched	0	CHD	UMSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0125	f77r	f77r.13	P	1	qokeedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokeedy	0	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0126	f77r	f77r.13	P	2	qol	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qol	0	OL	FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0127	f77r	f77r.13	P	3	sheedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	sheedy	0	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0128	f77r	f77r.13	P	4	shol	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	shol	0	SH+OL	HALTEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · im selben Lauf fortfahren	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0129	f77r	f77r.13	P	5	tedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	tedy	0	T+E+DY	STELLEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stufe oder Stellung setzen · kurz halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0130	f77r	f77r.13	P	6	chedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	chedy	0	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0131	f77r	f77r.13	P	7	lsheedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	lsheedy	0	LSH+EE+D_ADDR+Y	SPÜLEN · LÄNGER · TEIL · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Becken oder Körperstelle spülen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0132	f77r	f77r.13	P	8	qokedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokedy	0	OK+E+DY	SETZEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0133	f77r	f77r.13	P	9	qolal	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	VISIBLE_NEW_COMPOSITION	qokal	1	OL+AL	FORTSETZEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · zur Ziel-/Aufnahmestelle	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0134	f77r	f77r.13	P	10	chedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	chedy	0	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0135	f77r	f77r.14	P	1	sokcheey	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	VISIBLE_NEW_COMPOSITION	qokcheey	1	S+OK+CH+EE+Y	AUSWÄHLEN · SETZEN · NEHMEN · LÄNGER · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · an der Station ansetzen · aus Becken oder Vorrat entnehmen · länger halten · dieser Stationsposten	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0136	f77r	f77r.14	P	2	sain	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	sain	0	S+AIN	AUSWÄHLEN · PORTION	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · eine Füllung oder Portion	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0137	f77r	f77r.14	P	3	sheeol	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	sheeol	0	SH+EE+OL	HALTEN · LÄNGER · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · im selben Lauf fortfahren	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0138	f77r	f77r.14	P	4	qoteedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qoteedy	0	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0139	f77r	f77r.14	P	5	qokaiin	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokaiin	0	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0140	f77r	f77r.14	P	6	shedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	shedy	0	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0141	f77r	f77r.14	P	7	qokeedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokeedy	0	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0142	f77r	f77r.14	P	8	qotedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qotedy	0	OT+E+DY	DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0143	f77r	f77r.15	P	1	qokeedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokeedy	0	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0144	f77r	f77r.15	P	2	shedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	shedy	0	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0145	f77r	f77r.15	P	3	qotol	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	VISIBLE_NEW_COMPOSITION	otol	1	OT+OL	DANACH · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · im selben Lauf fortfahren	MEDIUM_HIGH	Neue sichtbare Zusammensetzung aus bereits gelernten Wurzeln; kein neues Bedeutungswort.
P1003-E0146	f77r	f77r.15	P	4	shedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	shedy	0	SHED+DY	ABSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0147	f77r	f77r.15	P	5	qokaiin	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokaiin	0	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0148	f77r	f77r.15	P	6	sheety	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	sheety	0	SH+EE+T+Y	HALTEN · LÄNGER · STELLEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stufe oder Stellung setzen · dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0149	f77r	f77r.15	P	7	qokeed	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokeed	0	OK+EE+D_ADDR	SETZEN · LÄNGER · TEIL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Teilbecken oder Arbeitsanteil	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0150	f77r	f77r.15	P	8	y	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	y	0	Y	POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0151	f77r	f77r.15	P	9	lchedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	lchedy	0	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0152	f77r	f77r.15	P	10	lol	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	lol	0	L+OL	LEITEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0153	f77r	f77r.16	P	1	sshedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	sshedy	0	S+SH+E+DY	AUSWÄHLEN · HALTEN · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · an der Station halten · kurz halten · Stationszelle schließen	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0154	f77r	f77r.16	P	2	qotaiin	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qotaiin	0	OT+AIIN	DANACH · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0155	f77r	f77r.16	P	3	chedy	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	chedy	0	CHD+Y	UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
P1003-E0156	f77r	f77r.16	P	4	qokaiin	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	EXACT_REGISTERED_SURFACE	qokaiin	0	OK+AIIN	SETZEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß	HIGH	Bekannte sichtbare Form; kurze Wurzelbedeutung in den neuen Bildbesitzer eingesetzt.
