atom_occurrence_serial	event_serial	atom_position_in_card	atom	atomic_default_de	domain	record_unit_id	page	statement_id	visible_surface	master_card_id
318	174	2	CHD	umsetzen	BIOLOGICAL	B2	f82r	B2-S004	lched	MC127
319	175	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S004	qokeey	MC002
320	175	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S004	qokeey	MC002
321	175	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S004	qokeey	MC002
322	176	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S004	lcheckhedy	MC133
323	176	2	CKHE	trennen	BIOLOGICAL	B2	f82r	B2-S004	lcheckhedy	MC133
324	176	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S004	lcheckhedy	MC133
325	177	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S005	qokaly	MC054
326	177	2	AL	Ziel	BIOLOGICAL	B2	f82r	B2-S005	qokaly	MC054
327	177	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S005	qokaly	MC054
328	178	1	SOLK	sammeln	BIOLOGICAL	B2	f82r	B2-S005	solkaiin	MC036
329	178	2	AIIN	Sollmaß	BIOLOGICAL	B2	f82r	B2-S005	solkaiin	MC036
330	179	1	CKH	Durchlass	BIOLOGICAL	B2	f82r	B2-S005	chckhy	MC035
331	179	2	Y	Posten	BIOLOGICAL	B2	f82r	B2-S005	chckhy	MC035
332	180	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S005	qokaiin	MC120
333	180	2	AIIN	Sollmaß	BIOLOGICAL	B2	f82r	B2-S005	qokaiin	MC120
334	181	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S005	qokaiin	MC120
335	181	2	AIIN	Sollmaß	BIOLOGICAL	B2	f82r	B2-S005	qokaiin	MC120
336	182	1	CTH	bereit	BIOLOGICAL	B2	f82r	B2-S005	octheol	MC112
337	182	2	OL	weiter	BIOLOGICAL	B2	f82r	B2-S005	octheol	MC112
338	183	1	CHK	wärmen	BIOLOGICAL	B2	f82r	B2-S005	chkeey	MC166
339	183	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S005	chkeey	MC166
340	183	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S005	chkeey	MC166
341	184	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S005	ldy	MC004
342	184	2	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S005	ldy	MC004
343	185	1	OT	danach	BIOLOGICAL	B2	f82r	B2-S006	oteey	MC063
344	185	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S006	oteey	MC063
345	185	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S006	oteey	MC063
346	186	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S006	qokal	MC040
347	186	2	AL	Ziel	BIOLOGICAL	B2	f82r	B2-S006	qokal	MC040
348	187	1	CKH	Durchlass	BIOLOGICAL	B2	f82r	B2-S006	sheckhy	MC132
349	187	2	E	kurz	BIOLOGICAL	B2	f82r	B2-S006	sheckhy	MC132
350	187	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S006	sheckhy	MC132
351	188	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S006	qoky	MC026
352	188	2	Y	Posten	BIOLOGICAL	B2	f82r	B2-S006	qoky	MC026
353	189	1	SHED	absetzen	BIOLOGICAL	B2	f82r	B2-S007	dshedy	MC138
354	189	2	E	kurz	BIOLOGICAL	B2	f82r	B2-S007	dshedy	MC138
355	189	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S007	dshedy	MC138
356	190	1	OT	danach	BIOLOGICAL	B2	f82r	B2-S008	sotaiin	MC060
357	190	2	AIIN	Sollmaß	BIOLOGICAL	B2	f82r	B2-S008	sotaiin	MC060
358	191	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S008	qokar	MC044
359	191	2	AR	Quelle	BIOLOGICAL	B2	f82r	B2-S008	qokar	MC044
360	192	1	SHED	absetzen	BIOLOGICAL	B2	f82r	B2-S008	shedy	MC128
361	192	2	E	kurz	BIOLOGICAL	B2	f82r	B2-S008	shedy	MC128
362	192	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S008	shedy	MC128
363	193	1	OL	weiter	BIOLOGICAL	B2	f82r	B2-S009	solshedy	MC149
364	193	2	SHED	absetzen	BIOLOGICAL	B2	f82r	B2-S009	solshedy	MC149
365	193	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S009	solshedy	MC149
366	194	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S010	qokeey	MC002
367	194	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S010	qokeey	MC002
368	194	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S010	qokeey	MC002
369	195	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S010	qoky	MC026
370	195	2	Y	Posten	BIOLOGICAL	B2	f82r	B2-S010	qoky	MC026
371	196	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S010	ls	MC065
372	197	1	CHEEY	Ergebnis	BIOLOGICAL	B2	f82r	B2-S010	cheey	MC119
373	198	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S011	okain	MC017
374	198	2	AIN	Anteil	BIOLOGICAL	B2	f82r	B2-S011	okain	MC017
375	199	1	AR	Quelle	BIOLOGICAL	B2	f82r	B2-S011	char	MC055
376	200	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S011	okain	MC017
377	200	2	AIN	Anteil	BIOLOGICAL	B2	f82r	B2-S011	okain	MC017
378	201	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S011	qokeedy	MC082
379	201	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S011	qokeedy	MC082
380	201	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S011	qokeedy	MC082
381	202	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S012	lchy	MC008
382	202	2	Y	Posten	BIOLOGICAL	B2	f82r	B2-S012	lchy	MC008
383	203	1	CHEEY	Ergebnis	BIOLOGICAL	B2	f82r	B2-S012	cheey	MC119
384	204	1	CTH	bereit	BIOLOGICAL	B2	f82r	B2-S012	qcthey	MC073
385	204	2	E	kurz	BIOLOGICAL	B2	f82r	B2-S012	qcthey	MC073
386	204	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S012	qcthey	MC073
387	205	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S012	qokeey	MC002
388	205	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S012	qokeey	MC002
389	205	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S012	qokeey	MC002
390	206	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S012	lcheey	MC066
391	206	2	CHEEY	Ergebnis	BIOLOGICAL	B2	f82r	B2-S012	lcheey	MC066
392	207	1	AIIN	Sollmaß	BIOLOGICAL	B2	f82r	B2-S012	daiin	MC039
393	208	1	Y	Posten	BIOLOGICAL	B2	f82r	B2-S012	chey	MC123
394	209	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S012	qokeeedy	MC140
395	209	2	EEE	vollständig	BIOLOGICAL	B2	f82r	B2-S012	qokeeedy	MC140
396	209	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S012	qokeeedy	MC140
397	210	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S013	lchedy	MC155
398	210	2	CHD	umsetzen	BIOLOGICAL	B2	f82r	B2-S013	lchedy	MC155
399	210	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S013	lchedy	MC155
400	211	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S014	lar	MC029
401	211	2	AR	Quelle	BIOLOGICAL	B2	f82r	B2-S014	lar	MC029
402	212	1	CHEEY	Ergebnis	BIOLOGICAL	B2	f82r	B2-S015	tshey	MC141
403	213	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S015	qokeedy	MC082
404	213	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S015	qokeedy	MC082
405	213	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S015	qokeedy	MC082
406	214	1	AL	Ziel	BIOLOGICAL	B2	f82r	B2-S016	cheal	MC154
407	215	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S016	lchedar	MC011
408	215	2	CHD	umsetzen	BIOLOGICAL	B2	f82r	B2-S016	lchedar	MC011
409	215	3	AR	Quelle	BIOLOGICAL	B2	f82r	B2-S016	lchedar	MC011
410	216	1	PARTITION	teilen	BIOLOGICAL	B2	f82r	B2-S016	ches	MC152
411	217	1	AIIN	Sollmaß	BIOLOGICAL	B2	f82r	B2-S016	aiin	MC039
412	218	1	OT	danach	BIOLOGICAL	B2	f82r	B2-S016	oteey	MC063
413	218	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S016	oteey	MC063
414	218	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S016	oteey	MC063
415	219	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S016	qokaiin	MC120
416	219	2	AIIN	Sollmaß	BIOLOGICAL	B2	f82r	B2-S016	qokaiin	MC120
417	220	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S016	okey	MC007
418	220	2	E	kurz	BIOLOGICAL	B2	f82r	B2-S016	okey	MC007
419	220	3	Y	Posten	BIOLOGICAL	B2	f82r	B2-S016	okey	MC007
420	221	1	P	zuführen	BIOLOGICAL	B2	f82r	B2-S016	pchedy	MC070
421	221	2	CHD	umsetzen	BIOLOGICAL	B2	f82r	B2-S016	pchedy	MC070
422	221	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S016	pchedy	MC070
423	222	1	SH	halten	BIOLOGICAL	B2	f82r	B2-S017	rsheal	MC102
424	222	2	E	kurz	BIOLOGICAL	B2	f82r	B2-S017	rsheal	MC102
425	222	3	AL	Ziel	BIOLOGICAL	B2	f82r	B2-S017	rsheal	MC102
426	223	1	AL	Ziel	BIOLOGICAL	B2	f82r	B2-S017	daldy	MC079
427	223	2	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S017	daldy	MC079
428	224	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S018	qokeedy	MC082
429	224	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S018	qokeedy	MC082
430	224	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S018	qokeedy	MC082
431	225	1	WASH	waschen	BIOLOGICAL	B2	f82r	B2-S019	rshedy	MC084
432	225	2	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S019	rshedy	MC084
433	226	1	OT	danach	BIOLOGICAL	B2	f82r	B2-S020	qoteedy	MC173
434	226	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S020	qoteedy	MC173
435	226	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S020	qoteedy	MC173
436	227	1	OK	ansetzen	BIOLOGICAL	B2	f82r	B2-S021	qokeedy	MC082
437	227	2	EE	länger	BIOLOGICAL	B2	f82r	B2-S021	qokeedy	MC082
438	227	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S021	qokeedy	MC082
439	228	1	L	abführen	BIOLOGICAL	B2	f82r	B2-S022	lochedy	MC167
440	228	2	CHD	umsetzen	BIOLOGICAL	B2	f82r	B2-S022	lochedy	MC167
441	228	3	CLOSE	Schluss	BIOLOGICAL	B2	f82r	B2-S022	lochedy	MC167
442	229	1	SOLK	sammeln	BIOLOGICAL	B3	f83r	B3-S001	olkeedy	MC045
443	229	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S001	olkeedy	MC045
444	229	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S001	olkeedy	MC045
445	230	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S002	qotal	MC093
446	230	2	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S002	qotal	MC093
447	231	1	CHK	wärmen	BIOLOGICAL	B3	f83r	B3-S002	chkeedy	MC110
448	231	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S002	chkeedy	MC110
449	231	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S002	chkeedy	MC110
450	232	1	Y	Posten	BIOLOGICAL	B3	f83r	B3-S003	chey	MC123
451	233	1	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S003	daiin	MC039
452	234	1	Y	Posten	BIOLOGICAL	B3	f83r	B3-S003	chey	MC123
453	235	1	L	abführen	BIOLOGICAL	B3	f83r	B3-S003	lchedy	MC155
454	235	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S003	lchedy	MC155
455	235	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S003	lchedy	MC155
456	236	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S004	qokaiin	MC120
457	236	2	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S004	qokaiin	MC120
458	237	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S004	qotal	MC093
459	237	2	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S004	qotal	MC093
460	238	1	AR	Quelle	BIOLOGICAL	B3	f83r	B3-S004	dar	MC055
461	239	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S005	schedy	MC025
462	239	2	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S005	schedy	MC025
463	240	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S006	chedchy	MC064
464	240	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S006	chedchy	MC064
465	241	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S006	qokal	MC040
466	241	2	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S006	qokal	MC040
467	242	1	OL	weiter	BIOLOGICAL	B3	f83r	B3-S006	olchedy	MC028
468	242	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S006	olchedy	MC028
469	242	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S006	olchedy	MC028
470	243	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S007	qokaiin	MC120
471	243	2	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S007	qokaiin	MC120
472	244	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S007	chedy	MC074
473	244	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S007	chedy	MC074
474	245	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S007	qokeedy	MC082
475	245	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S007	qokeedy	MC082
476	245	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S007	qokeedy	MC082
477	246	1	L	abführen	BIOLOGICAL	B3	f83r	B3-S008	lchedy	MC155
478	246	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S008	lchedy	MC155
479	246	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S008	lchedy	MC155
480	247	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S009	qoky	MC026
481	247	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S009	qoky	MC026
482	248	1	P	zuführen	BIOLOGICAL	B3	f83r	B3-S010	pchedal	MC126
483	248	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S010	pchedal	MC126
484	248	3	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S010	pchedal	MC126
485	249	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S010	otedy	MC135
486	249	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S010	otedy	MC135
487	249	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S010	otedy	MC135
488	250	1	CTH	bereit	BIOLOGICAL	B3	f83r	B3-S011	shecthedchy	MC043
489	250	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S011	shecthedchy	MC043
490	250	3	Y	Posten	BIOLOGICAL	B3	f83r	B3-S011	shecthedchy	MC043
491	251	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S011	qoky	MC026
492	251	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S011	qoky	MC026
493	252	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S011	chedy	MC074
494	252	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S011	chedy	MC074
495	253	1	AR	Quelle	BIOLOGICAL	B3	f83r	B3-S011	chary	MC009
496	253	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S011	chary	MC009
497	254	1	OR	Ansatz	BIOLOGICAL	B3	f83r	B3-S012	sor	MC080
498	255	1	SHED	absetzen	BIOLOGICAL	B3	f83r	B3-S012	shedy	MC128
499	255	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S012	shedy	MC128
500	255	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S012	shedy	MC128
501	256	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S013	qokaiin	MC120
502	256	2	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S013	qokaiin	MC120
503	257	1	AIN	Anteil	BIOLOGICAL	B3	f83r	B3-S013	chkain	MC105
504	258	1	CTH	bereit	BIOLOGICAL	B3	f83r	B3-S013	shcthey	MC073
505	258	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S013	shcthey	MC073
506	258	3	Y	Posten	BIOLOGICAL	B3	f83r	B3-S013	shcthey	MC073
507	259	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S013	qokedy	MC083
508	259	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S013	qokedy	MC083
509	259	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S013	qokedy	MC083
510	260	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S014	okair	MC081
511	260	2	AIR	Lauf	BIOLOGICAL	B3	f83r	B3-S014	okair	MC081
512	261	1	SHED	absetzen	BIOLOGICAL	B3	f83r	B3-S014	sheedy	MC003
513	261	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S014	sheedy	MC003
514	261	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S014	sheedy	MC003
515	262	1	L	abführen	BIOLOGICAL	B3	f83r	B3-S015	lchedy	MC155
516	262	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S015	lchedy	MC155
517	262	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S015	lchedy	MC155
518	263	1	L	abführen	BIOLOGICAL	B3	f83r	B3-S016	lo	MC030
519	264	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S016	qokchedy	MC005
520	264	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S016	qokchedy	MC005
521	264	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S016	qokchedy	MC005
522	265	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S017	qokeedy	MC082
523	265	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S017	qokeedy	MC082
524	265	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S017	qokeedy	MC082
525	266	1	SHED	absetzen	BIOLOGICAL	B3	f83r	B3-S018	shedy	MC128
526	266	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S018	shedy	MC128
527	266	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S018	shedy	MC128
528	267	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S019	qokshedy	MC151
529	267	2	SHED	absetzen	BIOLOGICAL	B3	f83r	B3-S019	qokshedy	MC151
530	267	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S019	qokshedy	MC151
531	268	1	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S020	dal	MC154
532	269	1	L	abführen	BIOLOGICAL	B3	f83r	B3-S020	lchedy	MC155
533	269	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S020	lchedy	MC155
534	269	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S020	lchedy	MC155
535	270	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S021	qokaiin	MC120
536	270	2	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S021	qokaiin	MC120
537	271	1	CTH	bereit	BIOLOGICAL	B3	f83r	B3-S021	shcthy	MC161
538	271	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S021	shcthy	MC161
539	272	1	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S021	dal	MC154
540	273	1	Y	Posten	BIOLOGICAL	B3	f83r	B3-S021	sy	MC123
541	274	1	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S021	saiin	MC039
542	275	1	SHED	absetzen	BIOLOGICAL	B3	f83r	B3-S021	shedal	MC113
543	275	2	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S021	shedal	MC113
544	276	1	CTH	bereit	BIOLOGICAL	B3	f83r	B3-S021	shecthy	MC137
545	276	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S021	shecthy	MC137
546	276	3	Y	Posten	BIOLOGICAL	B3	f83r	B3-S021	shecthy	MC137
547	277	1	Y	Posten	BIOLOGICAL	B3	f83r	B3-S021	chey	MC123
548	278	1	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S021	tal	MC154
549	279	1	CTH	bereit	BIOLOGICAL	B3	f83r	B3-S021	shcthy	MC161
550	279	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S021	shcthy	MC161
551	280	1	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S021	dalchdy	MC031
552	280	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S021	dalchdy	MC031
553	280	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S021	dalchdy	MC031
554	281	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S022	qotchedy	MC057
555	281	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S022	qotchedy	MC057
556	281	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S022	qotchedy	MC057
557	282	1	L	abführen	BIOLOGICAL	B3	f83r	B3-S023	lchedy	MC155
558	282	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S023	lchedy	MC155
559	282	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S023	lchedy	MC155
560	283	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S024	tchedy	MC025
561	283	2	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S024	tchedy	MC025
562	284	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S025	qokchdy	MC088
563	284	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S025	qokchdy	MC088
564	284	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S025	qokchdy	MC088
565	285	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S026	cheedar	MC042
566	285	2	AR	Quelle	BIOLOGICAL	B3	f83r	B3-S026	cheedar	MC042
567	286	1	SHED	absetzen	BIOLOGICAL	B3	f83r	B3-S026	chldaiin	MC144
568	286	2	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S026	chldaiin	MC144
569	287	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S026	chedy	MC074
570	287	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S026	chedy	MC074
571	288	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S026	qokain	MC017
572	288	2	AIN	Anteil	BIOLOGICAL	B3	f83r	B3-S026	qokain	MC017
573	289	1	CTH	bereit	BIOLOGICAL	B3	f83r	B3-S026	checthy	MC161
574	289	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S026	checthy	MC161
575	290	1	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S026	chealror	MC146
576	290	2	OR	Ansatz	BIOLOGICAL	B3	f83r	B3-S026	chealror	MC146
577	291	1	SOLK	sammeln	BIOLOGICAL	B3	f83r	B3-S026	solkeedy	MC045
578	291	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S026	solkeedy	MC045
579	291	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S026	solkeedy	MC045
580	292	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S027	qoteedy	MC173
581	292	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S027	qoteedy	MC173
582	292	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S027	qoteedy	MC173
583	293	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S028	qokeey	MC002
584	293	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S028	qokeey	MC002
585	293	3	Y	Posten	BIOLOGICAL	B3	f83r	B3-S028	qokeey	MC002
586	294	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S028	qokedy	MC083
587	294	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S028	qokedy	MC083
588	294	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S028	qokedy	MC083
589	295	1	OL	weiter	BIOLOGICAL	B3	f83r	B3-S029	sol	MC153
590	296	1	EEE	vollständig	BIOLOGICAL	B3	f83r	B3-S029	cheeety	MC094
591	296	2	TY	Teil	BIOLOGICAL	B3	f83r	B3-S029	cheeety	MC094
592	297	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S029	qokedy	MC083
593	297	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S029	qokedy	MC083
594	297	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S029	qokedy	MC083
595	298	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S030	qoky	MC026
596	298	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S030	qoky	MC026
597	299	1	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S030	saiin	MC039
598	300	1	AIR	Lauf	BIOLOGICAL	B3	f83r	B3-S030	schedair	MC116
599	301	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S030	otchedy	MC057
600	301	2	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S030	otchedy	MC057
601	301	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S030	otchedy	MC057
602	302	1	OK	ansetzen	BIOLOGICAL	B3	f83r	B3-S031	qokeedy	MC082
603	302	2	EE	länger	BIOLOGICAL	B3	f83r	B3-S031	qokeedy	MC082
604	302	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S031	qokeedy	MC082
605	303	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S032	chedain	MC145
606	303	2	AIN	Anteil	BIOLOGICAL	B3	f83r	B3-S032	chedain	MC145
607	304	1	CHD	umsetzen	BIOLOGICAL	B3	f83r	B3-S032	chedy	MC074
608	304	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S032	chedy	MC074
609	305	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S032	qotedaiin	MC018
610	305	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S032	qotedaiin	MC018
611	305	3	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S032	qotedaiin	MC018
612	306	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S032	otaiin	MC060
613	306	2	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S032	otaiin	MC060
614	307	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S032	otedy	MC135
615	307	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S032	otedy	MC135
616	307	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S032	otedy	MC135
