case_id	occurrence_id	surface	composition	head	working_value	working_roman	page	locus	token_index	section	hand	line_position	triple_reader_token_stable	global_context_mode	global_axis	contextual_renderer_de	visible_head_surface	visible_head_gloss_de	evidence_id	evidence_source	left_surface	left_gloss_de	right_surface	right_gloss_de	decision	surface_line
G686-V0186	G626-M02281	daiin	D+A+III	d	3	III	f17v	f17v.21	7	H	1	LAST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	cpheor	OPEN	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	oal sheor sholor or shecthy cpheor daiin
G686-V0187	G626-M02290	daiin	D+A+III	d	3	III	f18r	f18r.12	3	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	cthol	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	qokchy	heiß und trocken am Anfang des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ychair cthol daiin qokchy cthy
G686-V0188	G626-M02282	daiin	D+A+III	d	3	III	f18r	f18r.2	5	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	okchal	Ansatz aus heiß-trockenem Rohstoff Klasse I am Gradanfang	dy	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	otshol qokchol chykchy okchal daiin dy chol dain
G686-V0189	G626-M02294	daiin	D+A+III	d	3	III	f18v	f18v.7	5	H	1	MIDDLE	1	DIRECT_QUALITY_GRADE	GRADE	im qo-Qualitätsrahmen: heiß, Grad III	qokol	im qo-Qualitätsrahmen: heiß, Grad III	G628-L015	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	qokol	erhitzen	qokol	erhitzen	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ychol dor chod qokol daiin qokol dar dy
G686-V0190	G626-M02295	daiin	D+A+III	d	3	III	f19r	f19r.1	8	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qoky	heiß am Anfang des Grades	dchydy	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy
G686-V0191	G626-M02304	daiin	D+A+III	d	3	III	f19r	f19r.10	1	H	1	FIRST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	<START>	OPEN	cthor	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin cthor chol ykchor chordy
G686-V0192	G626-M02305	daiin	D+A+III	d	3	III	f19r	f19r.12	3	H	1	MIDDLE	0	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf chor; absolute Einheit offen	chor	Pflanzenteil: 3 Maß/Portion oder Grad III	G628-R002	experiments/yolo/gdt628_chol_measure_frame/artifacts/OR_CARRIER_D_VALUE_PHRASES.tsv	chor	Pflanzen-/Reproduktionsteil	daiinol	drei Dosen Drogenstoff abmessen	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ykchor chor daiin daiinol
G686-V0193	G626-M02296	daiin	D+A+III	d	3	III	f19r	f19r.2	8	H	1	MIDDLE	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	chordy	Pflanzenteil fertigstellen	dyty	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	dshy chor y tchy chol dytchy chordy daiin dyty cho
G686-V0194	G626-M02298	daiin	D+A+III	d	3	III	f19r	f19r.4	2	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qokorar	heiße Drogenportion, Fraktion I	chckhy	Arzneikompositum: trocken, Gradanfang	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	qokorar daiin chckhy shy kchor
G686-V0195	G626-M02299	daiin	D+A+III	d	3	III	f19r	f19r.5	4	H	1	LAST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qoky	heiß am Anfang des Grades	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	otchy tchy qoky daiin
G686-V0196	G626-M02300	daiin	D+A+III	d	3	III	f19r	f19r.6	3	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	shy	feucht am Anfang des Grades	otytchy	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	yshor shy daiin otytchy daiin
G686-V0197	G626-M02301	daiin	D+A+III	d	3	III	f19r	f19r.6	5	H	1	LAST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	otytchy	OPEN	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	yshor shy daiin otytchy daiin
G686-V0198	G626-M02313	daiin	D+A+III	d	3	III	f19v	f19v.10	1	H	1	FIRST	1	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf chor; absolute Einheit offen	chor	Portion/Maß III; chor	G627-D008	experiments/yolo/gdt627_value_head_role_atlas/artifacts/D_PART_CONTACTS.tsv	<START>	OPEN	chor	Pflanzen-/Reproduktionsteil	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin chor daiin qokor y okchan
G686-V0199	G626-M02314	daiin	D+A+III	d	3	III	f19v	f19v.10	3	H	1	MIDDLE	1	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf chor; absolute Einheit offen	chor	Pflanzenteil: 3 Maß/Portion oder Grad III	G628-R003	experiments/yolo/gdt628_chol_measure_frame/artifacts/OR_CARRIER_D_VALUE_PHRASES.tsv	chor	Pflanzen-/Reproduktionsteil	qokor	heiße Drogenportion	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	daiin chor daiin qokor y okchan
G686-V0200	G626-M02316	daiin	D+A+III	d	3	III	f19v	f19v.11	4	H	1	MIDDLE	1	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf okchor; absolute Einheit offen	okchor	okchor-Träger: 3 Maß/Portion oder Grad III	G628-R004	experiments/yolo/gdt628_chol_measure_frame/artifacts/OR_CARRIER_D_VALUE_PHRASES.tsv	okchor	eine Portion heiß-trockene Droge im Ansatz	cthor	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	qotol dor okchor daiin cthor otam
G686-V0201	G626-M02317	daiin	D+A+III	d	3	III	f19v	f19v.12	3	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	okchodshy	OPEN	or	Drogenportion	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	otch okchodshy daiin or otaiin dais
G686-V0202	G626-M02307	daiin	D+A+III	d	3	III	f19v	f19v.3	3	H	1	MIDDLE	0	DIRECT_QUALITY_GRADE	GRADE	unmarkiert: trocken, Grad III	chol	unmarkiert: trocken, Grad III	G628-L016	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	chol	trocken; nominal trockenes Gut/Material	qotol	kaltes Material	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	otchy chol daiin qotol ytol daiiin
G686-V0203	G626-M02309	daiin	D+A+III	d	3	III	f19v	f19v.4	4	H	1	MIDDLE	0	DIRECT_QUALITY_GRADE	GRADE	im qo-Qualitätsrahmen: kalt, Grad III	qotol	im qo-Qualitätsrahmen: kalt, Grad III	G628-L017	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	qotol	kaltes Material	daiin	Grad-/Maßwert III	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ytch chcthy qotol daiin daiin
G686-V0204	G626-M02310	daiin	D+A+III	d	3	III	f19v	f19v.4	5	H	1	LAST	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	daiin	Grad-/Maßwert III	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ytch chcthy qotol daiin daiin
G686-V0205	G626-M02311	daiin	D+A+III	d	3	III	f19v	f19v.5	3	H	1	MIDDLE	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qoteey	kalt am Ende des Grades	doty	einen Ansatz abmessen, abkühlen und abschließen	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	qotchy qoteey daiin doty qot
G686-V0206	G626-M02333	daiin	D+A+III	d	3	III	f20r	f20r.12	7	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	qoteey	kalt am Ende des Grades	dar	abgemessene Fraktion I	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	shoiin cheody otchey otchy tchy qoteey daiin dar
G686-V0207	G626-M02325	daiin	D+A+III	d	3	III	f20r	f20r.6	5	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	cheey	trocken am Ende des Grades	chy	trocken am Anfang des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	choees okchor qotol cheey daiin chy choiin daiin
G686-V0208	G626-M02326	daiin	D+A+III	d	3	III	f20r	f20r.6	8	H	1	LAST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	choiin	trockene Zubereitungsform III	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	choees okchor qotol cheey daiin chy choiin daiin
G686-V0209	G626-M02327	daiin	D+A+III	d	3	III	f20r	f20r.7	3	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	lshod	OPEN	choteol	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ocho lshod daiin choteol chol dol shol otaiin
G686-V0210	G626-M02345	daiin	D+A+III	d	3	III	f20v	f20v.10	4	H	1	MIDDLE	1	DIRECT_QUALITY_GRADE	GRADE	unmarkiert: trocken, Grad III	chol	unmarkiert: trocken, Grad III	G628-L019	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	chol	trocken; nominal trockenes Gut/Material	chy	trocken am Anfang des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	shokaiin chocthy chol daiin chy chor ety
G686-V0211	G626-M02337	daiin	D+A+III	d	3	III	f20v	f20v.4	5	H	1	LAST	1	DIRECT_QUALITY_GRADE	GRADE	unmarkiert: feucht, Grad III	shol	unmarkiert: feucht, Grad III	G628-L018	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	shol	feucht; nominal feuchtes Gut/Material	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	sho or aiin shol daiin
G686-V0212	G626-M02340	daiin	D+A+III	d	3	III	f20v	f20v.7	4	H	1	MIDDLE	1	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf cthy; absolute Einheit offen	cthy	cthy, Portion/Maß III	G627-D010	experiments/yolo/gdt627_value_head_role_atlas/artifacts/D_PART_CONTACTS.tsv	cthy	CTH-Drogenmaterial	sheoy	feucht angesetzte Zubereitung am Gradanfang	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	shocthy sho cthy daiin sheoy tey s soaiin
G686-V0213	G626-M02343	daiin	D+A+III	d	3	III	f20v	f20v.8	6	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	chy	trocken am Anfang des Grades	d	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	shain choraly sho ar chy daiin d s
G686-V0214	G626-M02361	daiin	D+A+III	d	3	III	f21r	f21r.12	7	H	1	MIDDLE	1	DIRECT_QUALITY_GRADE	GRADE	unmarkiert: trocken, Grad III	chol	unmarkiert: trocken, Grad III	G628-L020	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	chol	trocken; nominal trockenes Gut/Material	chkaiin	heiß-trocken, Grad III	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ykeey chor sheey ysheol chor chol daiin chkaiin
G686-V0215	G626-M02350	daiin	D+A+III	d	3	III	f21r	f21r.2	9	H	1	LAST	1	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf cthy; absolute Einheit offen	cthy	cthy, Portion/Maß III	G627-D011	experiments/yolo/gdt627_value_head_role_atlas/artifacts/D_PART_CONTACTS.tsv	cthy	CTH-Drogenmaterial	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	saiin chcphy oky sheaiin qotchol oteos sheey cthy daiin
G686-V0216	G626-M02351	daiin	D+A+III	d	3	III	f21r	f21r.4	2	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	pchofychy	OPEN	cthain	Blatt-/Krautgut, Menge/Klasse II	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	pchofychy daiin cthain o tolosheey qocthey tolchory
G686-V0217	G626-M02353	daiin	D+A+III	d	3	III	f21r	f21r.5	2	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	ykeey	erhitze hiervon bis zur Endstufe und schließe ab	chosy	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ykeey daiin chosy qokoiin otol chol qotcheol okeoaiin
G686-V0218	G626-M02364	daiin	D+A+III	d	3	III	f21v	f21v.2	8	H	1	LAST	1	DIRECT_QUALITY_GRADE	GRADE	unmarkiert: kalt-trocken, Grad III	tchol	unmarkiert: kalt-trocken, Grad III	G628-L021	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	tchol	kalt-trockenes Drogenmaterial	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	oeeesoy qokchy chody qotchy qokchy choty tchol daiin
G686-V0219	G626-M02365	daiin	D+A+III	d	3	III	f21v	f21v.3	8	H	1	MIDDLE	1	DIRECT_QUALITY_GRADE	GRADE	im qo-Qualitätsrahmen: kalt, Grad III	qotol	im qo-Qualitätsrahmen: kalt, Grad III	G628-L022	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	qotol	kaltes Material	dal	abgemessene Rohstoffmenge I	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	qotol keeees chotchy tcho choty chor qotol daiin dal
G686-V0220	G626-M02367	daiin	D+A+III	d	3	III	f21v	f21v.4	5	H	1	MIDDLE	1	DIRECT_QUALITY_GRADE	GRADE	unmarkiert: trocken, Grad III	chol	unmarkiert: trocken, Grad III	G628-L023	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	chol	trocken; nominal trockenes Gut/Material	daiin	Grad-/Maßwert III	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	sho chodaiin choty chol daiin daiin chty chtol
G686-V0221	G626-M02368	daiin	D+A+III	d	3	III	f21v	f21v.4	6	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	daiin	Grad-/Maßwert III	chty	trocken-kalt am Gradanfang	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	sho chodaiin choty chol daiin daiin chty chtol
G686-V0222	G626-M02369	daiin	D+A+III	d	3	III	f21v	f21v.5	7	H	1	MIDDLE	1	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf cthy; absolute Einheit offen	cthy	cthy, Portion/Maß III	G627-D012	experiments/yolo/gdt627_value_head_role_atlas/artifacts/D_PART_CONTACTS.tsv	cthy	CTH-Drogenmaterial	dait	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	osho deey ctho l sho cthy daiin dait oky
G686-V0223	G626-M02371	daiin	D+A+III	d	3	III	f21v	f21v.6	6	H	1	LAST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	todaiin	OPEN	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	sho tsho chotshol chol todaiin daiin
G686-V0224	G626-M02375	daiin	D+A+III	d	3	III	f22r	f22r.1	8	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	okoly	OPEN	opchy	Trockenpulverpräparat in Grundstufe	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	pol olshy fcholy shol dpchy oty okoly daiin opchy s ocphy
G686-V0225	G626-M02392	daiin	D+A+III	d	3	III	f22r	f22r.10	3	H	1	MIDDLE	1	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf chor; absolute Einheit offen	chor	Pflanzenteil: 3 Maß/Portion oder Grad III	G628-R005	experiments/yolo/gdt628_chol_measure_frame/artifacts/OR_CARRIER_D_VALUE_PHRASES.tsv	chor	Pflanzen-/Reproduktionsteil	cthoiin	Blatt-/Krautzubereitung, Form III	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam
G686-V0226	G626-M02393	daiin	D+A+III	d	3	III	f22r	f22r.11	10	H	1	LAST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	dchchy	OPEN	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	doiin yckhody qokchy oky otoldy yty dol or dchchy daiin
G686-V0227	G626-M02395	daiin	D+A+III	d	3	III	f22r	f22r.12	6	H	1	MIDDLE	0	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	dchol	Maß trockenen Materials	ydaiin	davon drei Maße	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	odchaiin cthy okchy kchy dchol daiin ydaiin
G686-V0228	G626-M02376	daiin	D+A+III	d	3	III	f22r	f22r.2	7	H	1	MIDDLE	1	DIRECT_QUALITY_GRADE	GRADE	im qo-Qualitätsrahmen: heiß-trocken, Grad III	qokchol	im qo-Qualitätsrahmen: heiß-trocken, Grad III	G628-L024	experiments/yolo/gdt628_chol_measure_frame/artifacts/OL_QUALITY_D_VALUE_PHRASES.tsv	qokchol	heiß-trockenes Drogenmaterial	okaiin	heiß, Grad III, im Ansatzrahmen	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom
G686-V0229	G626-M02380	daiin	D+A+III	d	3	III	f22r	f22r.3	5	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	kchy	heiß und trocken am Anfang des Grades	cthol	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	qokol dykaiin o kchy daiin cthol ctholo dar shain
G686-V0230	G626-M02383	daiin	D+A+III	d	3	III	f22r	f22r.4	3	H	1	MIDDLE	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	ofchy	OPEN	cfhy	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	pchaiin ofchy daiin cfhy doroiin ypchol sy schor daiin
G686-V0231	G626-M02384	daiin	D+A+III	d	3	III	f22r	f22r.4	9	H	1	LAST	1	D_VALUE_OUTER_HEAD_OPEN	OPEN	III. Wertstufe des laufenden Postens; äußerer Kopf bestimmt Grad, Menge oder Klasse	NONE	NONE	NONE	experiments/yolo/gdt627_value_head_role_atlas/artifacts/HEAD_ROLE_ATLAS.tsv	schor	OPEN	<END>	OPEN	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	pchaiin ofchy daiin cfhy doroiin ypchol sy schor daiin
G686-V0232	G626-M02385	daiin	D+A+III	d	3	III	f22r	f22r.5	2	H	1	MIDDLE	1	BARE_OL_VALUE_AXIS_OPEN	OPEN	III. Wertstufe des OL-Trägers; Sachachse offen	ol	Qualitäts-/Materialträger, Wert III; Kern offen	G630-E039	experiments/yolo/gdt630_outer_carrier_attachment/artifacts/VALUE_EXPRESSION_OCCURRENCES.tsv	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	qokchy	heiß und trocken am Anfang des Grades	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ol daiin qokchy dar daiin chor oldor oky y choldchy
G686-V0233	G626-M02386	daiin	D+A+III	d	3	III	f22r	f22r.5	5	H	1	MIDDLE	1	DIRECT_PART_OR_MATERIAL_AMOUNT	AMOUNT	drei lokale Portionen/Maße; Kopf chor; absolute Einheit offen	chor	Portion/Maß III; chor	G627-D013	experiments/yolo/gdt627_value_head_role_atlas/artifacts/D_PART_CONTACTS.tsv	dar	abgemessene Fraktion I	chor	Pflanzen-/Reproduktionsteil	VALUE_LEVEL_FIXED__AXIS_BY_VISIBLE_OR_KEYED_HEAD	ol daiin qokchy dar daiin chor oldor oky y choldchy
