page	locus	section	language	hand	token_count	new_v50_positions	new_v51_positions	new_v52_positions	new_v53_positions	new_v54_positions	new_v55_positions	new_v56_positions	residual_unknown_positions	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	v54_target_surfaces	v55_target_surfaces	v56_target_surfaces	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	aligned_line_de	practical_translation_de	review_note	v57_semantic_revisions	v57_bound_compounds	v57_ol_decision	v57_reader_support	v58_local_dispatch	v58_patch_basis	v58_semantic_revisions	v58_target_surfaces	v59_value_dispatch	v59_patch_basis	v59_value_confidence	v59_semantic_revisions	v59_target_surfaces
f76v	f76v.10	B	B	2	10	1	0	2	0	0	0	0	0	1.000000	1	3	1|3|4	cphdor|qopchdy|dshedy	MIXED_RECORD	NONE	NONE	NONE	NONE	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	eine Portion Arzneikompositum abmessen | feuchte abgemessene Rohstoffmenge I in der Gradmitte | nimm fertig getrocknetes Pulver | weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | feucht in der Mitte des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen | Rohholzdroge I, vollständig eingeweicht und kaltgestellt | bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum | drei Portionen des eingeweichten Arzneikompositums | Qualitäts-/Wertfeld geschlossen	eine Portion Arzneikompositum abmessen · feuchte abgemessene Rohstoffmenge I, Mittelstufe · fertig getrocknetes Pulver nehmen · eine Dosis Droge bis Mittelstufe einweichen und abschließen · feucht, Mittelstufe, abgeschlossen · kalt-trocken, Mittelstufe, abgeschlossen · Rohholzdroge I, vollständig eingeweicht und kaltgestellt · bis Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum · drei Portionen des eingeweichten Arzneikompositums · Qualitäts-/Wertfeld geschlossen.	Eine Portion Arzneikompositum abmessen; dazu feuchte abgemessene Rohstoffmenge I auf Mittelstufe. Fertig getrocknetes Pulver nehmen und eine Dosis Droge bis zur Mittelstufe einweichen und abschließen. Mit dem fertigen Feuchtgut und dem kalt-trockenen Mittelstufenprodukt die Rohholzdroge I vollständig einweichen und kaltstellen; bis zur Mittelstufe eingeweichtes Arzneikompositum, drei Portionen; Wertfeld geschlossen.	cphdor preserves the learned dor measure action; lsheetal is its concrete wood/raw/cold result card. GDT686: daiin#9=AMOUNT:LEFT:shecphy	0	0	NONE	NONE	NONE	NONE	0	NONE	daiin#9=AMOUNT:LEFT:shecphy	Der vollständige Stoffkopf steht unmittelbar links und dy schließt danach das Wertfeld; die Portion ist lokal, die absolute Einheit bleibt unbenannt.	AMBER	1	daiin
f77r	f77r.38	B	B	2	9	1	1	0	0	0	0	0	0	1.000000	1	3	3|6|9	qoeedy|qol|qol	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	Pulverstoff | feucht in der Mitte des Grades, abgeschlossen | nimm den vollständig fertiggestellten Ansatz | heiß, Grad III | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | Drogenstoff zugeben | Holzdroge, kalt auf Stufe III | feucht in der Mitte des Grades, abgeschlossen | Drogenstoff zugeben	Pulverstoff · feucht, Mittelstufe, abgeschlossen · vollständig fertiggestellten Ansatz nehmen · heiß, Grad III · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holzdroge, kalt auf Stufe III · feucht, Mittelstufe, abgeschlossen · Drogenstoff zugeben.	Pulverstoff · feucht, Mittelstufe, abgeschlossen · vollständig fertiggestellten Ansatz nehmen · heiß, Grad III · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holzdroge, kalt auf Stufe III · feucht, Mittelstufe, abgeschlossen · Drogenstoff zugeben.	GDT677 closes ltaiin; Zwischen Zugebe- und Feuchtfeldern als konkret bezeichnetes Zugabegut lesbar.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f77v	f77v.7	B	B	2	11	1	0	2	0	0	0	0	0	1.000000	1	4	2|3|5|11	qolsheedy|qy|ycheedy|qolky	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	Holzdroge im Ansatz vollständig eingeweicht | vollständig eingeweichten und fertigen Drogenstoff zugeben | hiervon nehmen | getrocknete Wurzeldroge | trockne hiervon vollständig und stelle es fertig | heißer Ansatz in der Mitte des Grades, abgeschlossen | eingeweichtes Drogenholz | Trockengut, Grundform | feuchte abgemessene Rohstoffmenge I am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | leicht erhitzten Drogenstoff hinzugeben	Holzdroge im Ansatz, vollständig eingeweicht · vollständig eingeweichten und fertigen Drogenstoff zugeben · hiervon nehmen · getrocknete Wurzeldroge · hiervon vollständig trocknen und fertigstellen · heißer Ansatz, Mittelstufe, abgeschlossen · eingeweichtes Drogenholz · trocken, Grundform · feuchte abgemessene Rohstoffmenge I, Anfangsstufe · trocken, Mittelstufe, abgeschlossen · leicht erhitzten Drogenstoff zugeben.	Vollständig eingeweichte Holzdroge; den vollständig eingeweichten und fertigen Drogenstoff zugeben. Davon getrocknete Wurzeldroge nehmen und vollständig trocknen und fertigstellen. Den heißen Mittelstufenansatz mit eingeweichtem Drogenholz mischen; Trockengut in Grundform und feuchte abgemessene Rohstoffmenge I auf Anfangsstufe. Bis zur mittleren Trockenstufe führen und leicht erhitzten Drogenstoff zugeben.	ZL3b rr is rendered from the shared IT2a/RF1b rchr reading; two Wurzelteile remains the named ZL3b-only rival.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f7r	f7r.2	H	A	1	9	1	0	2	0	0	0	0	0	1.000000	1	2	1|5	dcheey|dold	MIXED_RECORD	NONE	NONE	NONE	NONE	dcheey keo r shor dold dchey kchey otchy cheody	eine Dosis vollständig trocknen und abschließen | Ansatz auf mittlerer Heizstufe | Wurzel | Blüten-/Fruchtstand; reproduktiver Teil | Drogenstoff abmessen und abschließen | abgemessene Trockendroge der Mittelstufe, abgeschlossen | heiß und trocken in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | getrockneter Ansatz	Eine Dosis vollständig trocknen und abschließen · heiße · Drogenportion · Blüten-/Fruchtstand · Drogenstoff abmessen und abschließen · abgemessene Trockendroge der Mittelstufe, abgeschlossen · heiß-trocken, Mittelstufe · kalt-trockener Ansatz, Anfangsstufe · getrockneter Ansatz.	Eine Dosis vollständig trocknen und abschließen; heiße Drogenportion; Blüten- oder Fruchtstand. Den Drogenstoff abmessen und abschließen. Danach die abgemessene Trockendroge auf Mittelstufe, heiß-trocken auf Mittelstufe, in einen kalt-trockenen Anfangsansatz überführen und als getrockneten Ansatz halten.	The practical renderer joins ZL3b keo r through both alternate readers' keor; it does not print Ansatz plus Wurzel.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f80r	f80r.17	B	B	2	13	1	0	0	0	4	0	0	0	1.000000	1	5	3|6|7|11|13	sheky|sheky|chetain|sheky|da	ACTION_SEQUENCE	solky|shkeol|chetain|da	NONE	NONE	NONE	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	Saatgutansatz, leicht erhitzt | feuchtes Arzneikompositum am Gradanfang | bis zur Mittelstufe einweichen, erhitzen und abschließen | eingeweichter Drogenstoff, bis Mittelstufe erhitzt | heiße Drogenfraktion I | bis zur Mittelstufe einweichen, erhitzen und abschließen | bis Mittelstufe trocknen, dann auf Kühlstufe II bringen | Grundansatz | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß im Zubereitungsrahmen, Grad II | bis zur Mittelstufe einweichen, erhitzen und abschließen | Rohstoffklasse I, heiß am Gradanfang | eine Teilmenge abmessen	leicht erhitzter Saatgutansatz · feuchtes Arzneikompositum, Anfangsstufe · bis Mittelstufe einweichen, erhitzen und abschließen · eingeweichter Drogenstoff, bis Mittelstufe erhitzt · heiße Drogenfraktion I · bis Mittelstufe einweichen, erhitzen und abschließen · bis Mittelstufe trocknen, dann auf Kühlstufe II bringen · Grundansatz · erste erhitzte Drogenfraktion im Ansatz · heiß, Grad II, im Zubereitungsrahmen · bis Mittelstufe einweichen, erhitzen und abschließen · Rohstoffklasse I im heißen Anfangsansatz · eine Teilmenge abmessen	Leicht erhitzten Saatgutansatz und angefeuchtetes Arzneikompositum bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichten, bis Mitte erhitzten Drogenstoff mit der ersten heißen Drogenfraktion erneut bis zur Mittelstufe einweichen, erhitzen und abschließen; danach bis zur Mittelstufe trocknen und auf Kühlstufe II bringen. Grundansatz mit erster erhitzter Drogenfraktion bei Heizstufe II: bis zur Mittelstufe einweichen, erhitzen und abschließen. Von Rohstoffklasse I im heißen Anfangsansatz eine Teilmenge abmessen.	solky retains a salt-preparation rival; source-final da is RF1b exact and IT2a day, so only the concrete part-measure core is used. GDT683: Der folgende heiße Fraktionsansatz macht ol zum Stoffkern der zweiten Arbeitsphase; okain bleibt dabei ein Heizwert und da nur eine Teilmenge. Rival: RF1b l = Pfund / Gewichtseinheit.	1	0	MAJORITY_OL_BASE_WITH_READER_RIVAL	IT2A_ONLY_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f80v	f80v.27	B	B	2	10	1	1	0	0	0	0	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	NONE	NONE	NONE	pshol kain olkar shey qokain dal oltaiin okain shal qoty	eingeweichter Pulverstoff | heiß, Grad II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | feucht in der Mitte des Grades | heiß, Grad II | abgemessene Rohstoffmenge I | Holzdrogenansatz, kalt auf Stufe III | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, feucht am Gradanfang | kalt am Anfang des Grades	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.	GDT677 closes oltaiin; Im Heiß-/Kaltregister sauberer Gegenpol zu den benachbarten Heizstufen.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f80v	f80v.35	B	B	2	12	1	0	2	0	0	0	0	0	1.000000	1	2	5|6	qol|qol	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	tol oltain olkar y qol qol kain okiin ol kain shey ldy	kalt | Holzdrogenansatz, kalt auf Stufe II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | hierzu: | Drogenstoff zugeben | Drogenstoff zugeben | heiß, Grad II | erhitzter Ansatz, Form III | Grundansatz | heiß, Grad II | feucht in der Mitte des Grades | Holzdroge, fertig aufbereitet	kalt · Holzdrogenansatz, kalt auf Stufe II · erste erhitzte Drogenfraktion im Ansatz · hierzu · Drogenstoff zugeben · Drogenstoff zugeben · heiß, Grad II · erhitzter Ansatz, Form III · Grundansatz · heiß, Grad II · feucht, Mittelstufe · Holzdroge, fertig aufbereitet.	Kalt. Holzdrogenansatz auf Kühlstufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Danach: Heizgrad II; erhitzter Ansatz in Form III; Grundansatz; Heizgrad II; mittlere Feuchtstufe; fertig aufbereitete Holzdroge.	Both cards are nominal objects and states inside the inherited two-qol action sequence. GDT683: Freies ol ist der Stoffträger im zweiten nominalen Zustandsblock; nur die beiden qol an Position 5 und 6 sind hier Befehle. Rival: erhitzter Ansatz aus dem vorhergehenden Form-III-Schritt. GDT685: tol#1=kalt; Rubrik- oder Stoffkopf offen	1	0	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	tol#1=kalt; Rubrik- oder Stoffkopf offen	Das folgende oltain benennt den Holzdrogenansatz bereits selbst; tol wird nicht doppelt zum Kaltansatz nominalisiert.	1	tol	NONE	NONE	NONE	0	NONE
f83v	f83v.12	B	B	2	11	1	0	2	0	0	0	0	0	1.000000	1	1	4	lldar	MIXED_RECORD	NONE	NONE	NONE	NONE	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	drei Portionen feuchten Arzneikompositums | Arzneikompositum: feucht, Gradanfang | zweiter Mazerationsansatz | erste Holzdrogenfraktion abmessen | trocken am Ende des Grades | Rohstoffklasse I | heiß am Ende des Grades, abgeschlossen | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | feucht am Ende des Grades, abgeschlossen | heiß, Grad II | Ansatz aus Holzrohstoff, Form I	drei Portionen feuchten Arzneikompositums · feuchtes Arzneikompositum, Anfangsstufe · zweiter Mazerationsansatz · erste Holzdrogenfraktion abmessen · trocken, Endstufe · Rohstoffklasse I · heiß, Endstufe, abgeschlossen · erste erhitzte Drogenfraktion im Ansatz · feucht, Endstufe, abgeschlossen · heiß, Grad II · Holzrohstoffansatz, Form I.	Drei Portionen feuchten Arzneikompositums auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.	qoeeo keeps learned oeeo as a nominal preparation; lldar preserves the known ldar measure action. GDT686: daiin#1=AMOUNT:RIGHT:shckhy	0	0	NONE	NONE	NONE	NONE	0	NONE	daiin#1=AMOUNT:RIGHT:shckhy	Der zeileninitiale D-Wert bindet explorativ nach rechts an den ersten Warenposten; die GDT627-Teilkontakte priorisieren hier Menge vor Grad.	AMBER	1	daiin
f85r2	f85r2.5	C	B	2	3	1	0	2	0	0	0	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	NONE	NONE	NONE	ockhdar olkar shoral	erste abgemessene Fraktion des Arzneikompositum-Ansatzes | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Blüten- oder Frucht-Rohdroge I	erste abgemessene Fraktion des Arzneikompositum-Ansatzes · erste erhitzte Drogenfraktion im Ansatz (nur ZL3b; Leser-Rivale olkor/ar) · Blüten- oder Frucht-Rohdroge I.	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Drogenfraktion im Ansatz; Blüten- oder Frucht-Rohdroge I.	The two new cards close their slots, but the middle olkar remains explicitly reader-quarantined as olkor/ar.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f86v3	f86v3.13	C	B	2	11	1	0	0	3	0	0	0	0	1.000000	1	2	3|10	tcheody|qokady	MIXED_RECORD	NONE	NONE	NONE	NONE	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	vollständig eingeweichter Ansatz | eine Portion vollständig eingeweichte Droge | abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen | heiß, Grad II | drei Portionen der ersten erhitzten Drogenfraktion im Ansatz | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | abgemessene Trockendroge, Dosis III | hierzu: | trocken in der Mitte des Grades, abgeschlossen | erhitze einen gleichen Teil und schließe ab | Trockengut, heiß auf Stufe II	vollständig eingeweichter Ansatz · Portion vollständig eingeweichte Droge · abkühlen, bis Mittelstufe trocknen, ansetzen und fertigstellen · heiß, Grad II · drei Portionen der ersten erhitzten Drogenfraktion im Ansatz · erste erhitzte Drogenfraktion im Ansatz · abgemessene Trockendroge, Dosis III · hierzu · trocken, Mittelstufe, abgeschlossen · einen gleichen Teil erhitzen und abschließen · trocken, heiß auf Stufe II.	Vollständig eingeweichter Ansatz; eine Portion vollständig eingeweichte Droge. Abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen. Heizstufe II; drei Portionen der ersten erhitzten Ansatzfraktion; drei Dosen Trockendroge. Hierzu bis zur Mittelstufe trocknen und abschließen; einen gleichen Teil erhitzen und abschließen; Trockengut auf Heizstufe II.	osheey und orsheey bilden den natürlichen Stoff-zu-Portion-Auftakt; IT2a bestätigt or sheey als getrennte Komponenten GDT686: qodaiin#5=AMOUNT:RIGHT:olkar	0	0	NONE	NONE	NONE	NONE	0	NONE	qodaiin#5=AMOUNT:RIGHT:olkar	qod bleibt global offen; dieser keyed Locusoverride bindet den Wert an den unmittelbar folgenden Fraktionskopf und stimmt damit Literal- und Praxislayer ab.	AMBER	1	qodaiin
f86v3	f86v3.18	C	B	2	7	1	0	2	0	0	0	0	0	1.000000	1	1	4	qopchol	MIXED_RECORD	NONE	NONE	NONE	NONE	pchedaiin dchedy qokchdy qopchol shol sheody solkam	drei Dosen bis Mittelstufe getrocknetes Pulver | abgemessene Trockendroge, fertig | heiß und trocken am Anfang des Grades, abgeschlossen | nimm getrockneten Pulverstoff | feucht | angefeuchteter Ansatz, abgeschlossen | ein Maß erhitzter Saatgutzubereitung	drei Dosen bis Mittelstufe getrocknetes Pulver · abgemessene Trockendroge, fertig · heiß-trocken, Anfangsstufe, abgeschlossen · getrockneten Pulverstoff nehmen · feucht · angefeuchteter Ansatz, abgeschlossen · ein Maß erhitzter Saatgutzubereitung.	Drei Dosen bis zur Mittelstufe getrocknetes Pulver; abgemessene Trockendroge, fertig. Heiß-trocken auf Anfangsstufe abschließen. Fertig getrockneten Pulverstoff nehmen: feucht; den angefeuchteten Ansatz fertigstellen. Zum Schluss ein Maß erhitzter Saatgutzubereitung.	pchedaiin is the measured powder result; IT2a's rolkam keeps a root-preparation rival for solkam. GDT685: shol#5=vorheriger Pulverstoff: feucht	0	0	NONE	NONE	shol#5=vorheriger Pulverstoff: feucht	Der unmittelbar vorherige qopchol-Befehl liefert den Pulverstoffkopf.	1	shol	NONE	NONE	NONE	0	NONE
f86v3	f86v3.19	C	B	2	10	1	0	2	0	0	0	0	0	1.000000	1	3	1|3|4	dchey|olkechy|qokam	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	dchey otain olkechy qokam chol kchdy chol tchdy dar aiindy	eine Dosis bis zur Mittelstufe trocknen und abschließen | kalt im Zubereitungsrahmen, Grad II | Holzdrogenansatz mäßig erhitzen, trocknen und abschließen | nimm ein Maß und erhitze es | trocken | heiß und trocken am Anfang des Grades, abgeschlossen | trocken | kalt und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | drei Teile, fertig abgeteilt	Eine Dosis bis Mittelstufe trocknen und abschließen · kalt, Grad II, im Zubereitungsrahmen · Holzdrogenansatz mäßig erhitzen, trocknen und abschließen · ein Maß nehmen und erhitzen · trocken · heiß-trocken, Anfangsstufe, abgeschlossen · trocken · kalt-trocken, Anfangsstufe, abgeschlossen · abgemessene Fraktion I · drei Teile, fertig abgeteilt.	Eine Dosis bis zur Mittelstufe trocknen und abschließen; kalter Ansatz auf Grad II. Den Holzdrogenansatz mäßig erhitzen, trocknen und abschließen. Ein Maß nehmen und erhitzen: trocken; heiß-trocken auf Anfangsstufe abgeschlossen. Danach erneut trocken; kalt-trocken auf Anfangsstufe abgeschlossen. Die erste abgemessene Fraktion in drei Teile fertig abteilen.	IT2a splits aiin dy and directly supports the final quantity-plus-close reading. GDT685: chol#5=erhitztes Maß: trocken | chol#7=zweite Zustandszelle: trocken	0	0	NONE	NONE	chol#5=erhitztes Maß: trocken | chol#7=zweite Zustandszelle: trocken	Die beiden chol bleiben getrennte Zustandszellen vor gegensätzlichen heiß-trocken/kalt-trocken-Abschlüssen.	2	chol|chol	NONE	NONE	NONE	0	NONE
f86v5	f86v5.2	T	B	2	12	1	1	0	0	0	0	0	0	1.000000	1	2	7|10	qopchol|ytol	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	zweite Fraktion des Drogenholzpostens | Eintrag/Bezug: kalte Zubereitung, abgeschlossen | heiße Drogenfraktion I | feucht am Anfang des Grades | heiße Drogenfraktion I | Blüten-/Fruchtstand; reproduktiver Teil | nimm getrockneten Pulverstoff | Rohstoffklasse I, kalt am Gradanfang | Grundansatz | kühle hiervon den Drogenstoff ab | ein Maß kalten Ansatzes | ein Maß kalten Ansatzes	Zweite Fraktion des Drogenholzpostens · kalte Zubereitung, abgeschlossen · heiße Drogenfraktion I · feucht, Anfangsstufe · heiße Drogenfraktion I · Blüten-/Fruchtstand · getrockneten Pulverstoff nehmen · Rohstoffklasse I, kalt, Anfangsstufe · Grundansatz · hiervon den Drogenstoff abkühlen · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes.	Zweite Fraktion des Drogenholzpostens: abgeschlossene Kaltzubereitung mit leicht angefeuchteter erster heißer Drogenfraktion, einer weiteren ersten heißen Drogenfraktion und Blüten- oder Fruchtstand. Getrockneten Pulverstoff nehmen; Rohdroge I, kalt auf Anfangsstufe, im Grundansatz. Hiervon den Drogenstoff abkühlen, wobei die Befehlsform leserunsicher ist. Zweimal je ein Maß kalten Ansatzes.	GDT677 closes losair; RF1b trennt los air und wählt zwei bereits gelernte Ganzwörter; lo+sair bleibt als sichtbarer Samenabsud-Rivale erhalten. GDT683: Grundansatz ist das Medium der kalten Rohdroge auf Anfangsstufe und der direkte Bezug des folgenden, aber in IT2a und RF1b abweichend gelesenen Abkühlbefehls. Rival: ytol in ZL3b, ytal in IT2a und yt|l in RF1b.	1	0	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f86v5	f86v5.24	T	B	2	9	1	1	0	0	0	0	0	0	1.000000	1	1	3	ykain	MIXED_RECORD	NONE	NONE	NONE	NONE	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	Drogenfraktion I im Ansatz | Menge III | erhitze hiervon auf Stufe II | Rohstoffklasse I im Ansatz, heiß am Gradanfang | fertiggestellter heiß-trockener Ansatz | Arzneikompositum: trocken, Gradanfang | kalt im Zubereitungsrahmen, Grad III | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | kalt im Zubereitungsrahmen, Grad III	Drogenfraktion I im Ansatz · Menge III · hiervon auf Stufe II erhitzen · Rohstoffklasse I im heißen Anfangsansatz · fertiggestellter heiß-trockener Ansatz · trockenes Arzneikompositum, Anfangsstufe · kalt, Grad III, im Zubereitungsrahmen · erste erhitzte Drogenfraktion im Ansatz · kalt, Grad III, im Zubereitungsrahmen.	Drogenfraktion I im Ansatz · Menge III · hiervon auf Stufe II erhitzen · Rohstoffklasse I im heißen Anfangsansatz · fertiggestellter heiß-trockener Ansatz · trockenes Arzneikompositum, Anfangsstufe · kalt, Grad III, im Zubereitungsrahmen · erste erhitzte Drogenfraktion im Ansatz · kalt, Grad III, im Zubereitungsrahmen.	GDT677 closes kchody; Nominales Zustandsregister; Ergebnislesung ist lokaler als ein neuer Imperativ.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f86v5	f86v5.4	T	B	2	11	1	0	0	0	0	5	0	0	1.000000	1	1	1	ypchesy	MIXED_RECORD	NONE	ypchesy|sheeey|sail|chepy|ltedy	NONE	NONE	ypchesy oky sheeey qoty qotaiin sail chepy ltedy dar olkar am	hiervon Samenpulver bis zur Mittelstufe trocknen | heißer Ansatz am Anfang des Grades | vollständig eingeweichtes Gut der Schlussstufe | kalt am Anfang des Grades | kalt, Grad III | Saatgut, Charge II | Trockenpulver in Grundform | bis zur Mittelstufe abgekühlte und fertige Holzdroge | abgemessene Fraktion I | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Maßeinheit I	hiervon Samenpulver bis zur Mittelstufe trocknen · heißer Ansatz, Anfangsstufe · vollständig eingeweichtes Gut der Schlussstufe · kalt, Anfangsstufe · kalt, Grad III · Saatgut, Charge II · Trockenpulver in Grundform · bis zur Mittelstufe abgekühlte und fertige Holzdroge · abgemessene Fraktion I · erste erhitzte Drogenfraktion im Ansatz · Maßeinheit I.	Trockne hiervon Samenpulver bis zur Mittelstufe. Heiß ansetzen; das bis zur Schlussstufe eingeweichte Gut zunächst auf Kälte-Anfangsstufe, dann auf Stufe III bringen. Saatgut der Charge II als Trockenpulver mit der fertig abgekühlten Holzdroge verwenden; eine Maßeinheit der ersten erhitzten Holzdrogenfraktion abmessen.	IT2a ypchery supplies a live Wurzelpulver rival; chepy is reused byte-for-byte in meaning and composition from GDT680.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
f86v6	f86v6.25	T	B	2	10	1	0	0	0	4	0	0	0	1.000000	1	3	1|4|5	yteedy|qodar|ykaiin	ACTION_SEQUENCE	qodar|okeeeey|ofchedy|araram	NONE	NONE	NONE	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	kühle hiervon vollständig ab und schließe | heiße Drogenfraktion I | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | die erste Ansatzfraktion abmessen | erhitze hiervon auf Stufe III | Drogenportion | Ansatz vollständig bis zur letzten Heizstufe geführt | fertig getrockneter Blütenansatz | heiß, Grad III | ein Maß der ersten Drogenfraktion	Hiervon vollständig abkühlen und abschließen · heiße Drogenfraktion I · erste erhitzte Drogenfraktion im Ansatz · die erste Ansatzfraktion abmessen · hiervon auf Stufe III erhitzen · Drogenportion · vollständig erhitzter Ansatz, Endstufe · fertig getrockneter Blütenansatz · heiß, Grad III · ein Maß der ersten Drogenfraktion.	Den Ansatz vollständig abkühlen und abschließen. Von der heißen Fraktion I und der ersten erhitzten Holzdrogenfraktion die erste Ansatzfraktion abmessen; hiervon drei Teile erhitzen. Eine Portion vollständig bis zur letzten Heizstufe führen und mit dem fertig getrockneten Blütenansatz verbinden; dazu drei heiße Teile und ein Maß der ersten Drogenfraktion.	IT2a joins or+okeeeey and RF1b splits qodar and araram; published fchedy controls the flower family and the practical line preserves all boundaries.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE
