locus	selected_path_id	source	segmentation	rule
f112v.8	f112v.8|P01	ocheor okar aiiin otaiin okal okar otal kedy chekaiiin	o+c+h+e+o+r o+k+a+r a+i+i+i+n o+t+a+i+i+n o+k+a+l o+k+a+r o+t+a+l k+e+d+y c+h+e+k+a+i+i+i+n	source-symbol stream
f112v.9	f112v.9|P01	soaiin ar aiin okaiin otaiin cheekain okchedy qokchdy	s+o+a+i+i+n a+r a+i+i+n o+k+a+i+i+n o+t+a+i+i+n c+h+e+e+k+a+i+n o+k+c+h+e+d+y q+o+k+c+h+d+y	source-symbol stream
f113r.1	f113r.1|P02	pchesfchy ypcheedy fchdy chetar qopchedaiin oteey oty lkchy chodain alar chedy	p+c+h+e+s+f+c+h+y y+p+c+h+e+e+d+y f+c+h+d+y c+h+e+t+a+r q+o+p+c+h+e+d+a+i+i+n o+t+e+e+y o+t+y l+k+c+h+y c+h+o+d+a+i+n a+l+a+r c+h+e+d+y	source-symbol stream
f113r.10	f113r.10|P01	pcheody qokeody cheoar chy kcheeor ety sheody sheodaiin qoteoar otam otchedy qoty	p+c+h+e+o+d+y q+o+k+e+o+d+y c+h+e+o+a+r c+h+y k+c+h+e+e+o+r e+t+y s+h+e+o+d+y s+h+e+o+d+a+i+i+n q+o+t+e+o+a+r o+t+a+m o+t+c+h+e+d+y q+o+t+y	source-symbol stream
f113r.11	f113r.11|P01	daiin cholchey okecheey chokeo l sheo qoaiin shoo keeeol keody chor chor kal laram	d+a+i+i+n c+h+o+l+c+h+e+y o+k+e+c+h+e+e+y c+h+o+k+e+o l s+h+e+o q+o+a+i+i+n s+h+o+o k+e+e+e+o+l k+e+o+d+y c+h+o+r c+h+o+r k+a+l l+a+r+a+m	source-symbol stream
f113r.12	f113r.12|P02	yshoain qoeey qoaiin shol lkeeoar chodaiin otam chosaiin	y+s+h+o+a+i+n q+o+e+e+y q+o+a+i+i+n s+h+o+l l+k+e+e+o+a+r c+h+o+d+a+i+i+n o+t+a+m c+h+o+s+a+i+i+n	source-symbol stream
f113r.13	f113r.13|P02	folchor cheody qotedy lkeches lkeeol lkcheol lkchedy kotchy lpchedy qopchedy ro	f+o+l+c+h+o+r c+h+e+o+d+y q+o+t+e+d+y l+k+e+c+h+e+s l+k+e+e+o+l l+k+c+h+e+o+l l+k+c+h+e+d+y k+o+t+c+h+y l+p+c+h+e+d+y q+o+p+c+h+e+d+y r+o	source-symbol stream
f113r.14	f113r.14|P02	ycheo lkcheo lchol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al	y+c+h+e+o l+k+c+h+e+o l+c+h+o+l o+i+i+i+n q+o+k+s+h+e+o+y q+o+k+c+h+e+o+d+y l+c+h+e+o l k+c+h+e+d+y c+h+o+k+c+h+y o+k+c+h+d+a+r a+l	source-symbol stream
f113r.15	f113r.15|P01	chol chs s aiin chaiiin	c+h+o+l c+h+s s a+i+i+n c+h+a+i+i+i+n	source-symbol stream
f113r.16	f113r.16|P01	pcheoor olkeedy qokeedy shdy qofchedy chcfhor chedy qokeeol por aiin chepchar	p+c+h+e+o+o+r o+l+k+e+e+d+y q+o+k+e+e+d+y s+h+d+y q+o+f+c+h+e+d+y c+h+c+f+h+o+r c+h+e+d+y q+o+k+e+e+o+l p+o+r a+i+i+n c+h+e+p+c+h+a+r	source-symbol stream
f113r.17	f113r.17|P02	dor shar shol qokeey qokchol chedaiin qoky chokain chotar chokar char alom	d+o+r s+h+a+r s+h+o+l q+o+k+e+e+y q+o+k+c+h+o+l c+h+e+d+a+i+i+n q+o+k+y c+h+o+k+a+i+n c+h+o+t+a+r c+h+o+k+a+r c+h+a+r a+l+o+m	source-symbol stream
f113r.18	f113r.18|P01	ycheod cheoaiin chal olkaiin chkaiin cheeey lkeeo aiiin okeedy qokcheey rchedy	y+c+h+e+o+d c+h+e+o+a+i+i+n c+h+a+l o+l+k+a+i+i+n c+h+k+a+i+i+n c+h+e+e+e+y l+k+e+e+o a+i+i+i+n o+k+e+e+d+y q+o+k+c+h+e+e+y r+c+h+e+d+y	source-symbol stream
f113r.19	f113r.19|P01	yhal cheeo rlaiin chckhey cheol	y+h+a+l c+h+e+e+o r+l+a+i+i+n c+h+c+k+h+e+y c+h+e+o+l	source-symbol stream
f113r.2	f113r.2|P02	dar okeedy oteeody qokedy otchechy okeorl al keeos ched al ar chckhhy ykol air ol	d+a+r o+k+e+e+d+y o+t+e+e+o+d+y q+o+k+e+d+y o+t+c+h+e+c+h+y o+k+e+o+r+l a+l k+e+e+o+s c+h+e+d a+l a+r c+h+c+k+h+h+y y+k+o+l a+i+r o+l	source-symbol stream
f113r.20	f113r.20|P02	kshoraiin qokeeo ar shoteol lklcheol qokar chdain cphoithy chor aiin ckhydy	k+s+h+o+r+a+i+i+n q+o+k+e+e+o a+r s+h+o+t+e+o+l l+k+l+c+h+e+o+l q+o+k+a+r c+h+d+a+i+n c+p+h+o+i+t+h+y c+h+o+r a+i+i+n c+k+h+y+d+y	source-symbol stream
f113r.21	f113r.21|P01	oiir shol shedair otchdy shokchy shaiiin shckhey lshor air okeody	o+i+i+r s+h+o+l s+h+e+d+a+i+r o+t+c+h+d+y s+h+o+k+c+h+y s+h+a+i+i+i+n s+h+c+k+h+e+y l+s+h+o+r a+i+r o+k+e+o+d+y	source-symbol stream
f113r.22	f113r.22|P02	tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy qopam	t+c+h+o+a+r s+h+e+e+o+d+a+i+i+n c+h+k+a+i+i+n o+t+c+h+o+d o+k+c+h+e+d+y q+o+k+a+i+i+n c+h+o+k+a+i+n s+h+e+o+r q+o+k+c+h+y q+o+p+a+m	source-symbol stream
f113r.23	f113r.23|P02	ykeoeshy qokaiin chol kiin chckhey lkchey qokal chocthy lkchor lkchedy lkaiin	y+k+e+o+e+s+h+y q+o+k+a+i+i+n c+h+o+l k+i+i+n c+h+c+k+h+e+y l+k+c+h+e+y q+o+k+a+l c+h+o+c+t+h+y l+k+c+h+o+r l+k+c+h+e+d+y l+k+a+i+i+n	source-symbol stream
f113r.24	f113r.24|P02	dair chor chopchey araiin or sal arody	d+a+i+r c+h+o+r c+h+o+p+c+h+e+y a+r+a+i+i+n o+r s+a+l a+r+o+d+y	source-symbol stream
f113r.25	f113r.25|P01	pchedair shotedy qopchody chfchol kchdaiin chpchshdy rair shedy qokchey sairy	p+c+h+e+d+a+i+r s+h+o+t+e+d+y q+o+p+c+h+o+d+y c+h+f+c+h+o+l k+c+h+d+a+i+i+n c+h+p+c+h+s+h+d+y r+a+i+r s+h+e+d+y q+o+k+c+h+e+y s+a+i+r+y	source-symbol stream
f113r.26	f113r.26|P01	tol cheshy lkchedy lchod chal char lkeeody oteeo loaiin okeedy	t+o+l c+h+e+s+h+y l+k+c+h+e+d+y l+c+h+o+d c+h+a+l c+h+a+r l+k+e+e+o+d+y o+t+e+e+o l+o+a+i+i+n o+k+e+e+d+y	source-symbol stream
f113r.27	f113r.27|P01	tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam	t+c+h+o+l c+h+o+l l+s+h+e+o+l s+h+o+r k+c+h+e+e+y y r+a+i+i+n s+h+e+o+l t+c+h+e+o+d+y t+c+h+e+y s+h+e+o+k+y l+p+c+h+e+d+y q+o+k+a+m	source-symbol stream
f113r.28	f113r.28|P02	sar al chal os akchy daiin cheeeo rain otiiin chol lcholkaiin cheokedy lodar	s+a+r a+l c+h+a+l o+s a+k+c+h+y d+a+i+i+n c+h+e+e+e+o r+a+i+n o+t+i+i+i+n c+h+o+l l+c+h+o+l+k+a+i+i+n c+h+e+o+k+e+d+y l+o+d+a+r	source-symbol stream
f113r.29	f113r.29|P02	ysheeoaiin alkeeol chtchol kcheody lkchedy okaiin chal taiin oteedy	y+s+h+e+e+o+a+i+i+n a+l+k+e+e+o+l c+h+t+c+h+o+l k+c+h+e+o+d+y l+k+c+h+e+d+y o+k+a+i+i+n c+h+a+l t+a+i+i+n o+t+e+e+d+y	source-symbol stream
f113r.3	f113r.3|P01	shchs oal chs aiin oteeosy	s+h+c+h+s o+a+l c+h+s a+i+i+n o+t+e+e+o+s+y	source-symbol stream
f113r.30	f113r.30|P01	folchear oteol lshedy lkshedy sheeeky otar qchar tar shkchedy qokchd opy	f+o+l+c+h+e+a+r o+t+e+o+l l+s+h+e+d+y l+k+s+h+e+d+y s+h+e+e+e+k+y o+t+a+r q+c+h+a+r t+a+r s+h+k+c+h+e+d+y q+o+k+c+h+d o+p+y	source-symbol stream
f113r.31	f113r.31|P02	ytaiin okaiin chear ckhar shal shckhy okain okhar chor chky chakain qoky	y+t+a+i+i+n o+k+a+i+i+n c+h+e+a+r c+k+h+a+r s+h+a+l s+h+c+k+h+y o+k+a+i+n o+k+h+a+r c+h+o+r c+h+k+y c+h+a+k+a+i+n q+o+k+y	source-symbol stream
f113r.32	f113r.32|P01	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal	s+h+o+d+a+i+i+n s+h+k+a+i+i+n c+h+c+t+h+a+l o+k+s+h+e+d+y o+t+a+l o+k+a+i+i+n c+p+h+o+a+l o+t+a+i+n o+k+a+i+i+n c+h+e+d+y q+o+t+a+l	source-symbol stream
f113r.33	f113r.33|P01	ykeeor chear okain chear chockhy	y+k+e+e+o+r c+h+e+a+r o+k+a+i+n c+h+e+a+r c+h+o+c+k+h+y	source-symbol stream
f113r.34	f113r.34|P01	palshsar lshdaiin otshsaiin shocfhy qopchear shkair qopchdy qoteedy rchedy ldy	p+a+l+s+h+s+a+r l+s+h+d+a+i+i+n o+t+s+h+s+a+i+i+n s+h+o+c+f+h+y q+o+p+c+h+e+a+r s+h+k+a+i+r q+o+p+c+h+d+y q+o+t+e+e+d+y r+c+h+e+d+y l+d+y	source-symbol stream
f113r.35	f113r.35|P02	yshs sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchedy qosain	y+s+h+s s+h+e+e+o l+k+e+e+o+s a+i+i+n q+o+k+e+e+e+s o+k+c+h+e+d+y q+o+t+a+i+i+n o+t+a+r o+k+a+r o+c+k+h+y r+c+h+e+d+y q+o+s+a+i+n	source-symbol stream
f113r.36	f113r.36|P01	dcheey sheody shedain	d+c+h+e+e+y s+h+e+o+d+y s+h+e+d+a+i+n	source-symbol stream
f113r.37	f113r.37|P01	tshedy qokaiin shedar sheocphy okchdy pcheody opchear opchedy lfchedy otal	t+s+h+e+d+y q+o+k+a+i+i+n s+h+e+d+a+r s+h+e+o+c+p+h+y o+k+c+h+d+y p+c+h+e+o+d+y o+p+c+h+e+a+r o+p+c+h+e+d+y l+f+c+h+e+d+y o+t+a+l	source-symbol stream
f113r.38	f113r.38|P02	daiin sheor qoteey daiin okchedy sheos aiin	d+a+i+i+n s+h+e+o+r q+o+t+e+e+y d+a+i+i+n o+k+c+h+e+d+y s+h+e+o+s a+i+i+n	source-symbol stream
f113r.39	f113r.39|P02	pcheockhy lkchey qofsheeey lkeody kcheodaiin por sheed qopoeey pokeey rair aly	p+c+h+e+o+c+k+h+y l+k+c+h+e+y q+o+f+s+h+e+e+e+y l+k+e+o+d+y k+c+h+e+o+d+a+i+i+n p+o+r s+h+e+e+d q+o+p+o+e+e+y p+o+k+e+e+y r+a+i+r a+l+y	source-symbol stream
f113r.4	f113r.4|P02	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar alog	k+c+h+e+e+o+s o+l+k+e+e+d+y s+h+o+a+i+i+n c+h+e+e+o+d+y q+o+k+c+h+e+d+y c+h+c+k+h+o+d+y q+o+k+e+d+y q+o+t+a+l+y l+k+a+r a+r a+l+o+g	source-symbol stream
f113r.40	f113r.40|P02	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qotchey taram	t+a+r+a+r c+h+e+e+y c+h+e+o+k+e+o+l c+h+c+h+e+e+y c+t+h+e+s a+i+i+n c+t+h+e+e+y c+t+h+a+r+a+d s+h+e+e q+o+t+c+h+e+y t+a+r+a+m	source-symbol stream
f113r.41	f113r.41|P02	dsheo ain okaiin cheey taiin lkeechey okain sheey qoees okeeody	d+s+h+e+o a+i+n o+k+a+i+i+n c+h+e+e+y t+a+i+i+n l+k+e+e+c+h+e+y o+k+a+i+n s+h+e+e+y q+o+e+e+s o+k+e+e+o+d+y	source-symbol stream
f113r.42	f113r.42|P02	pcheodaiin sholkeechy or alkar otchedy cheol tcheor qokchedy pchor aral	p+c+h+e+o+d+a+i+i+n s+h+o+l+k+e+e+c+h+y o+r a+l+k+a+r o+t+c+h+e+d+y c+h+e+o+l t+c+h+e+o+r q+o+k+c+h+e+d+y p+c+h+o+r a+r+a+l	source-symbol stream
f113r.43	f113r.43|P01	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	y+k+c+h+e+o+r s+h+e+e+o+d l+k+a+r a+r a+l s a+i+i+n c+h+e+e+e+y o+l c+h+e+d+y l+c+h+e+y l+k+a+r a+m c+h+e+d+a+m	source-symbol stream
f113r.44	f113r.44|P01	cheeky lkedy chedy lkaiin	c+h+e+e+k+y l+k+e+d+y c+h+e+d+y l+k+a+i+i+n	source-symbol stream
f113r.45	f113r.45|P02	tchodairos ar chey qotaiin opchey chtaiir shedy qotor sheol qotody tedy	t+c+h+o+d+a+i+r+o+s a+r c+h+e+y q+o+t+a+i+i+n o+p+c+h+e+y c+h+t+a+i+i+r s+h+e+d+y q+o+t+o+r s+h+e+o+l q+o+t+o+d+y t+e+d+y	source-symbol stream
f113r.46	f113r.46|P02	oaiin cheokeeos lkaiin chkal kar cheeody qokeeody qokeey chos ar aiin ol	o+a+i+i+n c+h+e+o+k+e+e+o+s l+k+a+i+i+n c+h+k+a+l k+a+r c+h+e+e+o+d+y q+o+k+e+e+o+d+y q+o+k+e+e+y c+h+o+s a+r a+i+i+n o+l	source-symbol stream
f113r.47	f113r.47|P01	y sheol keechey cholkeedy qokaiin chedal l kches ar okain qokaiin oram	y s+h+e+o+l k+e+e+c+h+e+y c+h+o+l+k+e+e+d+y q+o+k+a+i+i+n c+h+e+d+a+l l k+c+h+e+s a+r o+k+a+i+n q+o+k+a+i+i+n o+r+a+m	source-symbol stream
f113r.48	f113r.48|P02	tchoarorshy qokaiin shey chckhhy sheolkchy qokeol kaiin checkhy ralchs	t+c+h+o+a+r+o+r+s+h+y q+o+k+a+i+i+n s+h+e+y c+h+c+k+h+h+y s+h+e+o+l+k+c+h+y q+o+k+e+o+l k+a+i+i+n c+h+e+c+k+h+y r+a+l+c+h+s	source-symbol stream
f113r.49	f113r.49|P03	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lchoraiin otain al	s+a+i+n c+h+e+e+e+y c+h+e+o k+c+h+e+e+y q+o+k+e+e+y l+k+e+e+e+y o+k+e+e+e+y l+k+c+h+e+y l+c+h+o+r+a+i+i+n o+t+a+i+n a+l	source-symbol stream
f113r.5	f113r.5|P02	ycheeckhy osaiin cheoar qokaiin chekal otar shosaiin chckhy chdo okol chedy chedy	y+c+h+e+e+c+k+h+y o+s+a+i+i+n c+h+e+o+a+r q+o+k+a+i+i+n c+h+e+k+a+l o+t+a+r s+h+o+s+a+i+i+n c+h+c+k+h+y c+h+d+o o+k+o+l c+h+e+d+y c+h+e+d+y	source-symbol stream
f113r.50	f113r.50|P01	tchedy okeey cheeos lkaiin chey otain cheeody qokeeody okaiin oteedy	t+c+h+e+d+y o+k+e+e+y c+h+e+e+o+s l+k+a+i+i+n c+h+e+y o+t+a+i+n c+h+e+e+o+d+y q+o+k+e+e+o+d+y o+k+a+i+i+n o+t+e+e+d+y	source-symbol stream
f113r.51	f113r.51|P01	ykeeol qokaiin olkal airody okaiin okalal loary	y+k+e+e+o+l q+o+k+a+i+i+n o+l+k+a+l a+i+r+o+d+y o+k+a+i+i+n o+k+a+l+a+l l+o+a+r+y	source-symbol stream
f113r.6	f113r.6|P01	sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol	s+o+r c+h+e+o c+h+e+e+y o+t+e+e+o+s a+i+i+n o+t+a+i+n o+t+a+l c+h+e+s a+i+i+n a+l+c+h+l s+h+e+e+y k+c+h+o+l o+k+e+e+o l k+a+i+i+n o+l	source-symbol stream
f113r.7	f113r.7|P01	chos sheey qokchey sokal okeey char laiin olkain	c+h+o+s s+h+e+e+y q+o+k+c+h+e+y s+o+k+a+l o+k+e+e+y c+h+a+r l+a+i+i+n o+l+k+a+i+n	source-symbol stream
f113r.8	f113r.8|P01	pchosos cheoarkeeol qokeey lkchey qokar chos shey qopchy rchsy chykeor otal	p+c+h+o+s+o+s c+h+e+o+a+r+k+e+e+o+l q+o+k+e+e+y l+k+c+h+e+y q+o+k+a+r c+h+o+s s+h+e+y q+o+p+c+h+y r+c+h+s+y c+h+y+k+e+o+r o+t+a+l	source-symbol stream
f113r.9	f113r.9|P02	dchos aiin oteey qokaiin cho okaiin cheo daiin chky le chody chotaiin	d+c+h+o+s a+i+i+n o+t+e+e+y q+o+k+a+i+i+n c+h+o o+k+a+i+i+n c+h+e+o d+a+i+i+n c+h+k+y l+e c+h+o+d+y c+h+o+t+a+i+i+n	source-symbol stream
f113v.1	f113v.1|P02	folorarom otchey qotar air otair opchedy qokeedody cheykeeoy rol lkar chsamoky	f+o+l+o+r+a+r+o+m o+t+c+h+e+y q+o+t+a+r a+i+r o+t+a+i+r o+p+c+h+e+d+y q+o+k+e+e+d+o+d+y c+h+e+y+k+e+e+o+y r+o+l l+k+a+r c+h+s+a+m+o+k+y	source-symbol stream
f113v.10	f113v.10|P02	polaiin oteol otedy ar ar al kedy qokeedy olar aiin kchey dal otor ar opchey ro	p+o+l+a+i+i+n o+t+e+o+l o+t+e+d+y a+r a+r a+l k+e+d+y q+o+k+e+e+d+y o+l+a+r a+i+i+n k+c+h+e+y d+a+l o+t+o+r a+r o+p+c+h+e+y r+o	source-symbol stream
f113v.11	f113v.11|P01	orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram	o+r+s+h+e+o+r o+t+e+e+o c+h+e+e+y o+l+k+e+e+y o+t+a+l c+h+o+t+a+i+r o+t+a+r q+o+t+a+r o+k+a+r o+k+o l+k+e+d+a+l r+a+m	source-symbol stream
f113v.12	f113v.12|P01	solchedy otsheody arl olchey oror	s+o+l+c+h+e+d+y o+t+s+h+e+o+d+y a+r+l o+l+c+h+e+y o+r+o+r	source-symbol stream
f113v.13	f113v.13|P01	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor	p+o+r+a+i+i+n o+t+a+r a+r o+k+o+l s+h+e+d+y q+o+k+c+h+e+d+y o+t+c+h+d+y q+o+t+o+r q+o+t+e+e+d+a+r r+o+r+a+l f+c+h+e+e l+l+o+r	source-symbol stream
f113v.14	f113v.14|P02	dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal okaiin olo	d+a+r a+l s+h+e+e+y q+o+t+a+i+i+n c+h+o+r c+t+h+o+l o+k+e+s+h+o+s o+l+c+h+e+d+y q+o+k+a+i+i+n o+k+a+l o+k+a+i+i+n o+l+o	source-symbol stream
f113v.15	f113v.15|P02	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor raiin cheey qokaram	a+r a+r o+k+e+e+y o+e+k+y o+t+c+h+e+e+d+a+i+i+n o+l t+c+h+d+y p+c+h+e+o+l k+c+h+e+o+r r+a+i+i+n c+h+e+e+y q+o+k+a+r+a+m	source-symbol stream
f113v.16	f113v.16|P02	daiin chl lkeey lkaiin chdain qokain sheor okalchedy qokar olkam ar	d+a+i+i+n c+h+l l+k+e+e+y l+k+a+i+i+n c+h+d+a+i+n q+o+k+a+i+n s+h+e+o+r o+k+a+l+c+h+e+d+y q+o+k+a+r o+l+k+a+m a+r	source-symbol stream
f113v.17	f113v.17|P01	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	s+a+r+a+i+i+n s+h+e+d+y l+c+h+e+e+y o+l+k+a+r o+k+a+i+i+n c+t+h+o+r+o+r+a+i+i+n y+t+e+e+e+o+r	source-symbol stream
f113v.18	f113v.18|P01	pychdar chckhedy otshedy tcheepchey lky lkches qokody lkeshdy fchocthor opam	p+y+c+h+d+a+r c+h+c+k+h+e+d+y o+t+s+h+e+d+y t+c+h+e+e+p+c+h+e+y l+k+y l+k+c+h+e+s q+o+k+o+d+y l+k+e+s+h+d+y f+c+h+o+c+t+h+o+r o+p+a+m	source-symbol stream
f113v.19	f113v.19|P02	daiin qokeeody qokar okaiin qokaiin okar checthy okalched lchal qckham	d+a+i+i+n q+o+k+e+e+o+d+y q+o+k+a+r o+k+a+i+i+n q+o+k+a+i+i+n o+k+a+r c+h+e+c+t+h+y o+k+a+l+c+h+e+d l+c+h+a+l q+c+k+h+a+m	source-symbol stream
f113v.2	f113v.2|P02	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al araiin okal cheyor	t+e+o+a+r a+i+n q+o+t+a+r y+c+h+e+e+y o+t+a+i+i+r o+t+a+i+i+n o+k+c+h+y l+k+c+h+d+y o+t+e+o+l a+r a+l a+r+a+i+i+n o+k+a+l c+h+e+y+o+r	source-symbol stream
f113v.20	f113v.20|P02	lkaiin chckhhy chody otchar or otary olaiin	l+k+a+i+i+n c+h+c+k+h+h+y c+h+o+d+y o+t+c+h+a+r o+r o+t+a+r+y o+l+a+i+i+n	source-symbol stream
f113v.21	f113v.21|P02	polaiin otar qotain chtol tarol cheol kaiin chpkcheos okar aithchr lo	p+o+l+a+i+i+n o+t+a+r q+o+t+a+i+n c+h+t+o+l t+a+r+o+l c+h+e+o+l k+a+i+i+n c+h+p+k+c+h+e+o+s o+k+a+r a+i+t+h+c+h+r l+o	source-symbol stream
f113v.22	f113v.22|P02	okaiin okaiin cheeky raiin olal okaiin cheody okaiin okaiin otar aly	o+k+a+i+i+n o+k+a+i+i+n c+h+e+e+k+y r+a+i+i+n o+l+a+l o+k+a+i+i+n c+h+e+o+d+y o+k+a+i+i+n o+k+a+i+i+n o+t+a+r a+l+y	source-symbol stream
f113v.23	f113v.23|P02	ykaiin al kar okain qokaiin chokair okar al cheody qokar otal lkl lol	y+k+a+i+i+n a+l k+a+r o+k+a+i+n q+o+k+a+i+i+n c+h+o+k+a+i+r o+k+a+r a+l c+h+e+o+d+y q+o+k+a+r o+t+a+l l+k+l l+o+l	source-symbol stream
f113v.24	f113v.24|P01	olkeey lcheey loar cheos	o+l+k+e+e+y l+c+h+e+e+y l+o+a+r c+h+e+o+s	source-symbol stream
f113v.25	f113v.25|P01	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	t+o+k+a+r+y l+k+c+h+e+y l+k+e+e+d+y o+t+e+y p+c+h+e+o+l q+o+p+c+h+e+y c+t+h+o+l o+p+a+i+i+n o+l k+e+e+o+r o+p+s+h+e+d+y q+o+t+a+m	source-symbol stream
f113v.26	f113v.26|P01	okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty	o+k+i+i+n a+l k+e+e+c+h+y q+o+t+e+e+o+l o+t+a+r a+r o+t+c+h+e+y o+t+a+i+i+n a+l o+t+a+i+i+n o+t+o+l q+o+t+o+d+y l+o+t+y	source-symbol stream
f113v.27	f113v.27|P03	ycheeolcheeo alkeedy	y+c+h+e+e+o+l+c+h+e+e+o a+l+k+e+e+d+y	source-symbol stream
f113v.28	f113v.28|P02	paiir oteey lkaiin oshox ar ash opheey cphedy opcheody okalchdy qotol oky	p+a+i+i+r o+t+e+e+y l+k+a+i+i+n o+s+h+o+x a+r a+s+h o+p+h+e+e+y c+p+h+e+d+y o+p+c+h+e+o+d+y o+k+a+l+c+h+d+y q+o+t+o+l o+k+y	source-symbol stream
f113v.29	f113v.29|P02	ykeeol chedy qokeey olkeeey okaiin ar cthey okaiin al lor air arald	y+k+e+e+o+l c+h+e+d+y q+o+k+e+e+y o+l+k+e+e+e+y o+k+a+i+i+n a+r c+t+h+e+y o+k+a+i+i+n a+l l+o+r a+i+r a+r+a+l+d	source-symbol stream
f113v.3	f113v.3|P01	sar aiin chotar okeeodar qokain olol olam	s+a+r a+i+i+n c+h+o+t+a+r o+k+e+e+o+d+a+r q+o+k+a+i+n o+l+o+l o+l+a+m	source-symbol stream
f113v.30	f113v.30|P02	ysheey qoeey or aiiin okeeol otain ar al okaiiin aiin shody otcham	y+s+h+e+e+y q+o+e+e+y o+r a+i+i+i+n o+k+e+e+o+l o+t+a+i+n a+r a+l o+k+a+i+i+i+n a+i+i+n s+h+o+d+y o+t+c+h+a+m	source-symbol stream
f113v.31	f113v.31|P01	daiiin cheol teeoar shek lchedy okaiin chckhaiin otaiin otaiin araral	d+a+i+i+i+n c+h+e+o+l t+e+e+o+a+r s+h+e+k l+c+h+e+d+y o+k+a+i+i+n c+h+c+k+h+a+i+i+n o+t+a+i+i+n o+t+a+i+i+n a+r+a+r+a+l	source-symbol stream
f113v.32	f113v.32|P02	sheol keey qokain char ar olar aiiin okar	s+h+e+o+l k+e+e+y q+o+k+a+i+n c+h+a+r a+r o+l+a+r a+i+i+i+n o+k+a+r	source-symbol stream
f113v.33	f113v.33|P02	polsaisy oteo qokeedy qokaiin okal qofcheol qokaiin opalor lkch ofchr	p+o+l+s+a+i+s+y o+t+e+o q+o+k+e+e+d+y q+o+k+a+i+i+n o+k+a+l q+o+f+c+h+e+o+l q+o+k+a+i+i+n o+p+a+l+o+r l+k+c+h o+f+c+h+r	source-symbol stream
f113v.34	f113v.34|P02	daiin cheaiin okchey cheky qokain otecheedy qokaiin chckhey cheoram	d+a+i+i+n c+h+e+a+i+i+n o+k+c+h+e+y c+h+e+k+y q+o+k+a+i+n o+t+e+c+h+e+e+d+y q+o+k+a+i+i+n c+h+c+k+h+e+y c+h+e+o+r+a+m	source-symbol stream
f113v.35	f113v.35|P02	qokaiin air lor chedy otain	q+o+k+a+i+i+n a+i+r l+o+r c+h+e+d+y o+t+a+i+n	source-symbol stream
f113v.36	f113v.36|P02	ofaral olkaiin okar okeeedy tshedy qokeedy otcheypchedy tsho lteam	o+f+a+r+a+l o+l+k+a+i+i+n o+k+a+r o+k+e+e+e+d+y t+s+h+e+d+y q+o+k+e+e+d+y o+t+c+h+e+y+p+c+h+e+d+y t+s+h+o l+t+e+a+m	source-symbol stream
f113v.37	f113v.37|P02	qol aiin olaiin oteeey lchedy qokair ydaiin	q+o+l a+i+i+n o+l+a+i+i+n o+t+e+e+e+y l+c+h+e+d+y q+o+k+a+i+r y+d+a+i+i+n	source-symbol stream
f113v.38	f113v.38|P01	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	p+c+h+o+l+k+y o+t+a+r a+i+r+o+l o+k+e+e+d+y c+h+o+k+o+r s+h+e+e+d+y o+t+e+e+y t+e+e+a+r o+t+o+r+s+h+e+e+y q+o+t+e+a+l	source-symbol stream
f113v.39	f113v.39|P01	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	o+s+h+e+o+l c+h+e+o+l a+r a+l+o+i+i+i+n o+t+e+e+e+y o+t+a+i+n c+h+e+k+e+y q+o+k+a+i+n c+h+c+t+h+y q+o+t+a+m l+r	source-symbol stream
f113v.4	f113v.4|P02	fchoctheody keeodar oteedy rchedy qokechy otches oporaiin oteody otaiin otl aroshy	f+c+h+o+c+t+h+e+o+d+y k+e+e+o+d+a+r o+t+e+e+d+y r+c+h+e+d+y q+o+k+e+c+h+y o+t+c+h+e+s o+p+o+r+a+i+i+n o+t+e+o+d+y o+t+a+i+i+n o+t+l a+r+o+s+h+y	source-symbol stream
