trace_serial	trace_unit	atom_kind	forward_audit_order	backward_audit_order	audit_order_status	atom_id	page	physical_locus	field_or_slot	statement_id	exact_visible_identity	visible_owner	owner_action	literal_or_formal_layer	visible_copy_role	forward_copy_instruction	backward_formal_recovery	master_exemplar_content	concrete_semantics_without_master	source_token_count	close_status	error_guard	trace_pass_condition
38	B2	PROSE_EVENT	14	49	PHYSICAL_RECORD_ORDER	E180	f82r	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	PER? (DURCH/GEMÄSS?)	LOCAL_ANTICIPATION_CARRY_OR_DITTOGRAPHY_COPY	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	VISIBLE_DUPLICATE_OF_NEXT_LINE_ENTRY__DO_NOT_COUNT_AS_SECOND SOURCE TOKEN	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	NOT_RECOVERABLE	0	NONCLOSE	Do not call this a standard catchword; do not generate the device elsewhere.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
39	B2	PROSE_EVENT	15	48	PHYSICAL_RECORD_ORDER	E181	f82r	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	PER? (DURCH/GEMÄSS?)	MAIN_SOURCE_TOKEN_AFTER_LOCAL_VISIBLE_DUPLICATE	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	FORMAL_RELATION_OR_ENTRY_MARK; PER? only if supplied by the master exemplar	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	NOT_RECOVERABLE	1	NONCLOSE	Count the E180/E181 visible pair once; retain both written copies.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
40	B2	PROSE_EVENT	16	47	PHYSICAL_RECORD_ORDER	E182	f82r	f82r.4	F051	B2-S005	a8f891de626fc00028e9	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:dieselbe örtliche Einstellung]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
41	B2	PROSE_EVENT	17	46	PHYSICAL_RECORD_ORDER	E183	f82r	f82r.4	F051	B2-S005	f0db6d30cd34f4cb2a4d	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Das breite Gefäß]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
42	B2	PROSE_EVENT	18	45	PHYSICAL_RECORD_ORDER	E184	f82r	f82r.4	F051	B2-S005	04a3877f0fc81b7597c9	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Ziehe es ab und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
43	B2	PROSE_EVENT	19	44	PHYSICAL_RECORD_ORDER	E185	f82r	f82r.4	F052	B2-S006	5d5e0b288cf36864ed9d	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
44	B2	PROSE_EVENT	20	43	PHYSICAL_RECORD_ORDER	E186	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN WORT]	FORMAL_NONWORD_PROMPT	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN WORT]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	NOT_RECOVERABLE	1	NONCLOSE	Formal prompt is not spoken or promoted to a portable word.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
45	B2	PROSE_EVENT	21	42	PHYSICAL_RECORD_ORDER	E187	f82r	f82r.4	F052	B2-S006	c1913ec4ff84148da6d3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Über der örtlich bezeichneten Stelle]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
46	B2	PROSE_EVENT	22	41	PHYSICAL_RECORD_ORDER	E188	f82r	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
47	B2	PROSE_EVENT	23	40	PHYSICAL_RECORD_ORDER	E189	f82r	f82r.7	F053	B2-S007	cbb42a4fe68068325d6b	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	VISIBLE_OWNER_RESET__CLEAR_SUBSTANCE_TARGET_DIRECTION	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Gib sauberes Wasser hinzu und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
48	B2	PROSE_EVENT	24	39	PHYSICAL_RECORD_ORDER	E190	f82r	f82r.7	F054	B2-S008	54d0e228ca346110af05	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Für dieselbe Dauer wie zuvor]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
49	B2	PROSE_EVENT	25	38	PHYSICAL_RECORD_ORDER	E191	f82r	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Über der örtlich bezeichneten Stelle]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
50	B2	PROSE_EVENT	26	37	PHYSICAL_RECORD_ORDER	E192	f82r	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
51	B2	PROSE_EVENT	27	36	PHYSICAL_RECORD_ORDER	E193	f82r	f82r.7	F055	B2-S009	daa1347f456415fe8737	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Halte es warm und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
52	B2	PROSE_EVENT	28	35	PHYSICAL_RECORD_ORDER	E194	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
53	B2	PROSE_EVENT	29	34	PHYSICAL_RECORD_ORDER	E195	f82r	f82r.7	F056	B2-S010	276a7c2d74d1143446f4	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
54	B2	PROSE_EVENT	30	33	PHYSICAL_RECORD_ORDER	E196	f82r	f82r.7	F056	B2-S010	5eff216ba51fbfb21f22	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Die erste Öffnung]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
55	B2	PROSE_EVENT	31	32	PHYSICAL_RECORD_ORDER	E197	f82r	f82r.7	F056	B2-S010	b5df9126607030b95175	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
56	B2	PROSE_EVENT	32	31	PHYSICAL_RECORD_ORDER	E198	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	VISIBLE_OWNER_RESET__CLEAR_SUBSTANCE_TARGET_DIRECTION	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
57	B2	PROSE_EVENT	33	30	PHYSICAL_RECORD_ORDER	E199	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Daraus, aus demselben Ansatz]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
58	B2	PROSE_EVENT	34	29	PHYSICAL_RECORD_ORDER	E200	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
59	B2	PROSE_EVENT	35	28	PHYSICAL_RECORD_ORDER	E201	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
60	B2	PROSE_EVENT	36	27	PHYSICAL_RECORD_ORDER	E202	f82r	f82r.19	F058	B2-S012	0ab57b7166de99db3a55	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Ziehe die klare Flüssigkeit ab]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
61	B2	PROSE_EVENT	37	26	PHYSICAL_RECORD_ORDER	E203	f82r	f82r.23	F059	B2-S012	b5df9126607030b95175	B2_LOWER_GREEN_MULTI_FIGURE_POOL	VISIBLE_OWNER_RESET__CLEAR_SUBSTANCE_TARGET_DIRECTION	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
62	B2	PROSE_EVENT	38	25	PHYSICAL_RECORD_ORDER	E204	f82r	f82r.23	F059	B2-S012	6b89d6dd70635bc60fe0	B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Unter derselben Einstellung]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
63	B2	PROSE_EVENT	39	24	PHYSICAL_RECORD_ORDER	E205	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
64	B2	PROSE_EVENT	40	23	PHYSICAL_RECORD_ORDER	E206	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Der benetzte Körperbereich]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
65	B2	PROSE_EVENT	41	22	PHYSICAL_RECORD_ORDER	E207	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[FORMAL:VORGABEPARAMETER?; KEIN WORT]	FORMAL_NONWORD_PROMPT	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	[FORMAL:VORGABEPARAMETER?; KEIN WORT]	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	NOT_RECOVERABLE	1	NONCLOSE	Formal prompt is not spoken or promoted to a portable word.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
66	B2	PROSE_EVENT	42	21	PHYSICAL_RECORD_ORDER	E208	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Diese aktive Portion]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
67	B2	PROSE_EVENT	43	20	PHYSICAL_RECORD_ORDER	E209	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
68	B2	PROSE_EVENT	44	19	PHYSICAL_RECORD_ORDER	E210	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
69	B2	PROSE_EVENT	45	18	PHYSICAL_RECORD_ORDER	E211	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Schließe den unteren Ablauf]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
70	B2	PROSE_EVENT	46	17	PHYSICAL_RECORD_ORDER	E212	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	B2_LOWER_POOL_EDGE_STATIONS	VISIBLE_OWNER_RESET__CLEAR_SUBSTANCE_TARGET_DIRECTION	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Beginne die Spülung]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
71	B2	PROSE_EVENT	47	16	PHYSICAL_RECORD_ORDER	E213	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	B2_LOWER_POOL_EDGE_STATIONS	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
72	B2	PROSE_EVENT	48	15	PHYSICAL_RECORD_ORDER	E214	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	B2_LOWER_POOL_EDGE_STATIONS	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
73	B2	PROSE_EVENT	49	14	PHYSICAL_RECORD_ORDER	E215	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	B2_LOWER_POOL_EDGE_STATIONS	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Kühles Wasser]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
74	B2	PROSE_EVENT	50	13	PHYSICAL_RECORD_ORDER	E216	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	B2_LOWER_POOL_EDGE_STATIONS	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Zu gleichen Anteilen]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
