profile	all_carriers	paragraph_counts	eligible_families	all_single_column_deficits
664	ldo ldol	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
665	ldy	[6, 0, 1, 3, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 3, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 3, 1]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":3},{""count"":3,""required"":6,""observed"":4},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
666	le lee ole olee	[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
667	lf	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	LUNG,KIDNEY,BLADDER,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":5},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":5}],""OCULUS"":[{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":5}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":5}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}]}"
668	lfc lfch lfche	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
669	lfched lfchedy olf olfc olfch olfche olfched olfchedy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
670	lk	[3, 2, 1, 6, 0, 5, 1, 6, 0, 6, 2, 0, 0, 2, 0, 1, 2, 3, 1, 6, 4, 7, 3, 1, 0, 5, 1, 0, 1, 4, 0, 2, 2, 3, 3, 0, 3, 6, 4, 3, 3, 7, 2, 2, 0, 0, 3, 9, 4, 2, 2, 1, 6, 3, 8, 1, 0, 3, 1, 2, 5, 3, 6, 0, 1, 3, 0, 1, 2, 3, 3]		"{""AQUA"":[{""count"":2,""required"":13,""observed"":12},{""count"":4,""required"":6,""observed"":4}],""HEAD"":[{""count"":0,""required"":22,""observed"":14}],""STOMACH"":[{""count"":0,""required"":19,""observed"":14},{""count"":1,""required"":13,""observed"":12}],""OCULUS"":[{""count"":0,""required"":25,""observed"":14}],""LIVER"":[{""count"":0,""required"":23,""observed"":14}],""SPLEEN"":[{""count"":0,""required"":25,""observed"":14}],""SKIN"":[{""count"":0,""required"":26,""observed"":14}],""LUNG"":[{""count"":0,""required"":27,""observed"":14}],""KIDNEY"":[{""count"":0,""required"":27,""observed"":14}],""BLADDER"":[{""count"":0,""required"":29,""observed"":14}],""WOMB"":[{""count"":0,""required"":29,""observed"":14}],""NERVOUS_TISSUE"":[{""count"":0,""required"":29,""observed"":14}],""HYDROPS"":[{""count"":0,""required"":27,""observed"":14}]}"
671	lka	[0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 1, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 4, 2, 0, 3, 3, 1, 1, 0, 0, 3, 7, 1, 1, 1, 0, 3, 1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 2]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":6},{""count"":4,""required"":6,""observed"":1},{""count"":5,""required"":2,""observed"":0}]}"
672	lkai	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 3, 3, 1, 0, 0, 0, 2, 6, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 2]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":7},{""count"":3,""required"":6,""observed"":4},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
673	lkaii lkaiin	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	HEAD,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":2},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":9}]}"
674	lkain	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 3, 1, 1, 0, 0, 0, 2, 6, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 2]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":4},{""count"":3,""required"":6,""observed"":2},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
675	lkair olkair	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
676	lkal olkal	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	LUNG,KIDNEY,BLADDER,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":5},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":5}],""OCULUS"":[{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":5}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":5}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}]}"
677	lkar	[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER,WOMB,NERVOUS_TISSUE	"{""AQUA"":[{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":1}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":1}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
678	lkc lkch	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER,WOMB,NERVOUS_TISSUE	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
679	lkche tcho	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":1}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":1}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
680	lkched lkchedy oa	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
681	lkchy olkchy	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
682	lke	[3, 1, 1, 4, 0, 2, 1, 5, 0, 5, 2, 0, 0, 1, 0, 1, 0, 0, 0, 3, 3, 5, 1, 1, 0, 3, 0, 0, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 5, 1, 0, 2, 0, 2, 2, 1, 2, 0, 1, 3, 0, 1, 2, 2, 1]	HEAD,STOMACH,LIVER	"{""AQUA"":[{""count"":2,""required"":13,""observed"":11},{""count"":4,""required"":6,""observed"":1}],""OCULUS"":[{""count"":0,""required"":25,""observed"":24}],""SPLEEN"":[{""count"":0,""required"":25,""observed"":24}],""SKIN"":[{""count"":0,""required"":26,""observed"":24}],""LUNG"":[{""count"":0,""required"":27,""observed"":24}],""KIDNEY"":[{""count"":0,""required"":27,""observed"":24}],""BLADDER"":[{""count"":0,""required"":29,""observed"":24}],""WOMB"":[{""count"":0,""required"":29,""observed"":24}],""NERVOUS_TISSUE"":[{""count"":0,""required"":29,""observed"":24}],""HYDROPS"":[{""count"":0,""required"":27,""observed"":24}]}"
683	lked	[2, 1, 1, 4, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":5},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":1},{""count"":5,""required"":2,""observed"":0}]}"
684	lkedy	[2, 0, 1, 4, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	HEAD,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":5},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":1},{""count"":5,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":12}]}"
685	lkee	[1, 0, 0, 0, 0, 1, 0, 4, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1, 2, 0, 1, 0, 3, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 3, 1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 0, 1, 0, 1, 1, 1, 2, 0, 1, 2, 0, 1, 2, 1, 1]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":5},{""count"":3,""required"":6,""observed"":5},{""count"":4,""required"":6,""observed"":1},{""count"":5,""required"":2,""observed"":0}]}"
686	lkeed	[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 1]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":4},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
687	lkeedy	[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 2, 0, 0, 0, 1, 1]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":4},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
