event_id	page	record	observed_surface	recovered_card_no	recovered_component_parse	recovered_spoken_value_de	expected_card_no	expected_spoken_value_de	card_recovery	value_recovery	owner_needed_for_card_or_value	owner_needed_for_complete_local_instruction
E147	f81v	B1	lchedal	PROC088	L+CHD+AL	führen · umsetzen · bezeichnete Stelle	PROC088	führen · umsetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E148	f81v	B1	qol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E149	f81v	B1	otar	PROC089	OT+AR	danach · von dort	PROC089	danach · von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E150	f81v	B1	ytey	PROC090	T+E+Y	eintragen · kurz · dieser Posten	PROC090	eintragen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E151	f81v	B1	okchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	PROC091	ansetzen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E152	f81v	B1	qokal	PROC048	OK+AL	ansetzen · bezeichnete Stelle	PROC048	ansetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E153	f81v	B1	okeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	PROC092	ansetzen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E154	f81v	B1	qol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E155	f81v	B1	cheedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E156	f81v	B1	sal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E157	f81v	B1	teol	PROC093	E+OL	kurz · fortsetzen	PROC093	kurz · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E158	f81v	B1	dchdy	PROC094	CHD+DY	umsetzen · Schluss	PROC094	umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E159	f81v	B1	ly	PROC095	L+Y	führen · dieser Posten	PROC095	führen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E160	f81v	B1	dsheol	PROC096	SH+E+OL	halten · kurz · fortsetzen	PROC096	halten · kurz · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E161	f81v	B1	oiiin	PROC097	O+IIN	Arbeitsgang · Sollstufe	PROC097	Arbeitsgang · Sollstufe	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E162	f81v	B1	olkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	PROC098	auffangen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E163	f81v	B1	tedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E164	f81v	B1	cheky	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten	PROC083	wärmen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E165	f81v	B1	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	PROC099	halten · Durchlass · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E166	f81v	B1	chal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E167	f82r	B2	dchedy	PROC076	CHD+DY	umsetzen · Schluss	PROC076	umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E168	f82r	B2	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	PROC079	fortsetzen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E169	f82r	B2	qokain	PROC080	OK+AIN	ansetzen · Portion	PROC080	ansetzen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E170	f82r	B2	dy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E171	f82r	B2	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E172	f82r	B2	qokal	PROC048	OK+AL	ansetzen · bezeichnete Stelle	PROC048	ansetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E173	f82r	B2	lcheckhy	PROC101	L+CKH+Y	führen · Durchlass · dieser Posten	PROC101	führen · Durchlass · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E174	f82r	B2	lched	PROC102	L+CHD	führen · umsetzen	PROC102	führen · umsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E175	f82r	B2	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	PROC092	ansetzen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E176	f82r	B2	lcheckhedy	PROC103	L+CKH+E+DY	führen · Durchlass · kurz · Schluss	PROC103	führen · Durchlass · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E177	f82r	B2	qokaly	PROC104	OK+AL+Y	ansetzen · bezeichnete Stelle · dieser Posten	PROC104	ansetzen · bezeichnete Stelle · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E178	f82r	B2	solkaiin	PROC105	SOLK+AIIN	auffangen · vorgeschriebenes Maß	PROC105	auffangen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E179	f82r	B2	chckhy	PROC075	CKH+Y	Durchlass · dieser Posten	PROC075	Durchlass · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E180	f82r	B2	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E181	f82r	B2	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E182	f82r	B2	octheol	PROC106	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	PROC106	Arbeitsgang · bereit · kurz · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E183	f82r	B2	chkeey	PROC107	CHK+EE+Y	wärmen · länger · dieser Posten	PROC107	wärmen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E184	f82r	B2	ldy	PROC108	L+DY	führen · Schluss	PROC108	führen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E185	f82r	B2	oteey	PROC109	OT+EE+Y	danach · länger · dieser Posten	PROC109	danach · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E186	f82r	B2	qokal	PROC048	OK+AL	ansetzen · bezeichnete Stelle	PROC048	ansetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E187	f82r	B2	sheckhy	PROC110	SH+E+CKH+Y	halten · kurz · Durchlass · dieser Posten	PROC110	halten · kurz · Durchlass · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E188	f82r	B2	qoky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E189	f82r	B2	dshedy	PROC111	SH+E+DY	halten · kurz · Schluss	PROC111	halten · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E190	f82r	B2	sotaiin	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	PROC112	danach · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E191	f82r	B2	qokar	PROC113	OK+AR	ansetzen · von dort	PROC113	ansetzen · von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E192	f82r	B2	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E193	f82r	B2	solshedy	PROC114	OL+SH+E+DY	fortsetzen · halten · kurz · Schluss	PROC114	fortsetzen · halten · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E194	f82r	B2	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	PROC092	ansetzen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E195	f82r	B2	qoky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E196	f82r	B2	ls	PROC115	LS	weiter	PROC115	weiter	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E197	f82r	B2	cheey	PROC031	SH+EE+Y	halten · länger · dieser Posten	PROC031	halten · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E198	f82r	B2	okain	PROC080	OK+AIN	ansetzen · Portion	PROC080	ansetzen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E199	f82r	B2	char	PROC003	AR	von dort	PROC003	von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E200	f82r	B2	okain	PROC080	OK+AIN	ansetzen · Portion	PROC080	ansetzen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E201	f82r	B2	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E202	f82r	B2	lchy	PROC116	L+CH+Y	führen · abziehen · dieser Posten	PROC116	führen · abziehen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E203	f82r	B2	cheey	PROC031	SH+EE+Y	halten · länger · dieser Posten	PROC031	halten · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E204	f82r	B2	qcthey	PROC117	CTH+E+Y	bereit · kurz · dieser Posten	PROC117	bereit · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E205	f82r	B2	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	PROC092	ansetzen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E206	f82r	B2	lcheey	PROC118	L+EE+Y	führen · länger · dieser Posten	PROC118	führen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E207	f82r	B2	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E208	f82r	B2	chey	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E209	f82r	B2	qokeeedy	PROC119	OK+EEE+DY	ansetzen · vollständig · Schluss	PROC119	ansetzen · vollständig · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E210	f82r	B2	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	PROC120	führen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E211	f82r	B2	lar	PROC121	L+AR	führen · von dort	PROC121	führen · von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E212	f82r	B2	tshey	PROC122	SH+E+Y	halten · kurz · dieser Posten	PROC122	halten · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E213	f82r	B2	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E214	f82r	B2	cheal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E215	f82r	B2	lchedar	PROC123	L+CHD+AR	führen · umsetzen · von dort	PROC123	führen · umsetzen · von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E216	f82r	B2	ches	PROC124	CH+E+S	abziehen · kurz · teilen	PROC124	abziehen · kurz · teilen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E217	f82r	B2	aiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E218	f82r	B2	oteey	PROC109	OT+EE+Y	danach · länger · dieser Posten	PROC109	danach · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E219	f82r	B2	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E220	f82r	B2	okey	PROC085	OK+E+Y	ansetzen · kurz · dieser Posten	PROC085	ansetzen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E221	f82r	B2	pchedy	PROC125	P+CHD+DY	hineingeben · umsetzen · Schluss	PROC125	hineingeben · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E222	f82r	B2	rsheal	PROC126	R+SH+E+AL	abkühlen · halten · kurz · bezeichnete Stelle	PROC126	abkühlen · halten · kurz · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E223	f82r	B2	daldy	PROC127	AL+DY	bezeichnete Stelle · Schluss	PROC127	bezeichnete Stelle · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E224	f82r	B2	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E225	f82r	B2	rshedy	PROC128	R+SHED+DY	abkühlen · absetzen · Schluss	PROC128	abkühlen · absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E226	f82r	B2	qoteedy	PROC129	OT+EE+DY	danach · länger · Schluss	PROC129	danach · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E227	f82r	B2	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E228	f82r	B2	lochedy	PROC130	L+O+CHD+DY	führen · Arbeitsgang · umsetzen · Schluss	PROC130	führen · Arbeitsgang · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E229	f83r	B3	olkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	PROC098	auffangen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E230	f83r	B3	qotal	PROC131	OT+AL	danach · bezeichnete Stelle	PROC131	danach · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E231	f83r	B3	chkeedy	PROC132	CHK+EE+DY	wärmen · länger · Schluss	PROC132	wärmen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E232	f83r	B3	chey	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E233	f83r	B3	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E234	f83r	B3	chey	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E235	f83r	B3	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	PROC120	führen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E236	f83r	B3	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E237	f83r	B3	qotal	PROC131	OT+AL	danach · bezeichnete Stelle	PROC131	danach · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E238	f83r	B3	dar	PROC003	AR	von dort	PROC003	von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E239	f83r	B3	schedy	PROC076	CHD+DY	umsetzen · Schluss	PROC076	umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E240	f83r	B3	chedchy	PROC133	CHD+Y	umsetzen · dieser Posten	PROC133	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E241	f83r	B3	qokal	PROC048	OK+AL	ansetzen · bezeichnete Stelle	PROC048	ansetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E242	f83r	B3	olchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	PROC079	fortsetzen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E243	f83r	B3	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E244	f83r	B3	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E245	f83r	B3	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E246	f83r	B3	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	PROC120	führen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E247	f83r	B3	qoky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E248	f83r	B3	pchedal	PROC134	P+CHD+AL	hineingeben · umsetzen · bezeichnete Stelle	PROC134	hineingeben · umsetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E249	f83r	B3	otedy	PROC135	OT+E+DY	danach · kurz · Schluss	PROC135	danach · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E250	f83r	B3	shecthedchy	PROC136	SH+E+CTH+CHD+Y	halten · kurz · bereit · umsetzen · dieser Posten	PROC136	halten · kurz · bereit · umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E251	f83r	B3	qoky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E252	f83r	B3	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E253	f83r	B3	chary	PROC137	AR+Y	von dort · dieser Posten	PROC137	von dort · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E254	f83r	B3	sor	PROC016	OR	Ansatz	PROC016	Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E255	f83r	B3	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E256	f83r	B3	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E257	f83r	B3	chkain	PROC069	K+AIN	zuführen · Portion	PROC069	zuführen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E258	f83r	B3	shcthey	PROC117	CTH+E+Y	bereit · kurz · dieser Posten	PROC117	bereit · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E259	f83r	B3	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	PROC067	ansetzen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E260	f83r	B3	okair	PROC138	OK+AIR	ansetzen · laufender Bestand	PROC138	ansetzen · laufender Bestand	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E261	f83r	B3	sheedy	PROC139	SH+EE+DY	halten · länger · Schluss	PROC139	halten · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E262	f83r	B3	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	PROC120	führen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E263	f83r	B3	lo	PROC140	L+O	führen · Arbeitsgang	PROC140	führen · Arbeitsgang	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E264	f83r	B3	qokchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	PROC091	ansetzen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E265	f83r	B3	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E266	f83r	B3	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E267	f83r	B3	qokshedy	PROC141	OK+SH+E+DY	ansetzen · halten · kurz · Schluss	PROC141	ansetzen · halten · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E268	f83r	B3	dal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E269	f83r	B3	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	PROC120	führen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E270	f83r	B3	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E271	f83r	B3	shcthy	PROC014	CTH+Y	bereit · dieser Posten	PROC014	bereit · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E272	f83r	B3	dal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E273	f83r	B3	sy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E274	f83r	B3	saiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E275	f83r	B3	shedal	PROC142	SHED+AL	absetzen · bezeichnete Stelle	PROC142	absetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E276	f83r	B3	shecthy	PROC143	SH+E+CTH+Y	halten · kurz · bereit · dieser Posten	PROC143	halten · kurz · bereit · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E277	f83r	B3	chey	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E278	f83r	B3	tal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E279	f83r	B3	shcthy	PROC014	CTH+Y	bereit · dieser Posten	PROC014	bereit · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E280	f83r	B3	dalchdy	PROC144	AL+CHD+DY	bezeichnete Stelle · umsetzen · Schluss	PROC144	bezeichnete Stelle · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E281	f83r	B3	qotchedy	PROC145	OT+CHD+DY	danach · umsetzen · Schluss	PROC145	danach · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E282	f83r	B3	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	PROC120	führen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E283	f83r	B3	tchedy	PROC076	CHD+DY	umsetzen · Schluss	PROC076	umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E284	f83r	B3	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	PROC082	ansetzen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E285	f83r	B3	cheedar	PROC146	EE+AR	länger · von dort	PROC146	länger · von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E286	f83r	B3	chldaiin	PROC147	L+AIIN	führen · vorgeschriebenes Maß	PROC147	führen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E287	f83r	B3	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E288	f83r	B3	qokain	PROC080	OK+AIN	ansetzen · Portion	PROC080	ansetzen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
