case_id	phase	statement_id	page	record	source_instruction_de	semantic_component_sequence	invariant_command_sequence_de	selected_card_sequence	reconstructed_surface_sequence	source_surface_sequence	context_card_choices	desk_surface_choices	local_exemplar_surface_choices	exact_roundtrip
C2	OPERATE_OR_APPLY	B2-S022	f82r	B2	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.	L+O+CHD+DY	WEITERLEITEN · ARBEITSGANG · UMSETZEN; SCHLUSS	PROC130	lochedy	lochedy	0	0	0	YES
C3	PREPARE_PRODUCT	H3-S001	f11r	H3	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	T+SH+OL | SH+O+AL | CFH+Y | SH+Y+AIIN | P+Y | SH+EE+Y | T+CH+O+DY	EINTRAGEN · HALTEN · FORTSETZEN | HALTEN · ARBEITSGANG · ZIELSTELLE | AUSWRINGEN · ARBEITSPOSTEN | HALTEN · ARBEITSPOSTEN · SOLLMASS | EINFUELLEN · ARBEITSPOSTEN | HALTEN · LANG · ARBEITSPOSTEN | EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	PROC026 | PROC027 | PROC028 | PROC029 | PROC030 | PROC031 | PROC032	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy shey tchody	1	1	0	YES
C3	PREPARE_PRODUCT	H3-S002	f11r	H3	Eine zweite Bluetenportion im gleichen Ziehgang halten und eintragen.	SH+O+Y+T+Y	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	PROC033	shoyty	shoyty	0	0	0	YES
C3	PREPARE_PRODUCT	H3-S003	f11r	H3	Den vorhandenen Bluetenauszug wieder aufnehmen und eine abgemessene Portion des laufenden Postens zugeben.	RESUME_CARD | Y | K+Y | Y | AIIN	WIEDERAUFNEHMEN | ARBEITSPOSTEN | ZUDOSIEREN · ARBEITSPOSTEN | ARBEITSPOSTEN | SOLLMASS	PROC034 | PROC019 | PROC035 | PROC019 | PROC009	dchol chy kchy dy daiin	dchol chy kchy dy daiin	0	0	4	YES
C3	PREPARE_PRODUCT	H3-S004	f11r	H3	Den zweiten Ansatz fortsetzen, bis der Bluetenauszug gebrauchsfertig ist.	OT+Y | OK+OL | CTH+Y | Y	DANACH · ARBEITSPOSTEN | ANSETZEN · FORTSETZEN | BEREIT · ARBEITSPOSTEN | ARBEITSPOSTEN	PROC036 | PROC037 | PROC014 | PROC019	qotchy okchol cthy dy	qotchy okchol cthy dy	2	0	2	YES
C3	OPERATE_OR_APPLY	B3-S001	f83r	B3	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug.	SOLK+EE+DY	AUFFANGEN · LANG; SCHLUSS	PROC098	olkeedy	olkeedy	0	0	1	YES
C3	OPERATE_OR_APPLY	B3-S002	f83r	B3	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: anwärmen. Angaben: danach · Ziel. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug.	OT+AL | CHK+EE+DY	DANACH · ZIELSTELLE | WAERMEN · LANG; SCHLUSS	PROC131 | PROC132	qotal chkeedy	qotal chkeedy	0	0	1	YES
C3	OPERATE_OR_APPLY	B3-S003	f83r	B3	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug.	Y | AIIN | Y | L+CHD+DY	ARBEITSPOSTEN | SOLLMASS | ARBEITSPOSTEN | WEITERLEITEN · UMSETZEN; SCHLUSS	PROC019 | PROC009 | PROC019 | PROC120	chey daiin chey lchedy	chey daiin chey lchedy	0	0	3	YES
C3	OPERATE_OR_APPLY	B3-S004	f83r	B3	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: setze nach Maß an. Angaben: danach · Ziel | davon. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug.	OK+AIIN | OT+AL | AR	ANSETZEN · SOLLMASS | DANACH · ZIELSTELLE | VORRAT	PROC038 | PROC131 | PROC003	qokaiin qotal dar	qokaiin qotal dar	0	0	3	YES
C3	OPERATE_OR_APPLY	B3-S005	f83r	B3	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umfüllen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	CHD+DY	UMSETZEN; SCHLUSS	PROC076	schedy	schedy	1	0	1	YES
C3	OPERATE_OR_APPLY	B3-S006	f83r	B3	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umschöpfen → anlegen → führe zur nächsten Station. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	CHD+Y | OK+AL | OL+CHD+DY	UMSETZEN · ARBEITSPOSTEN | ANSETZEN · ZIELSTELLE | FORTSETZEN · UMSETZEN; SCHLUSS	PROC133 | PROC048 | PROC079	chedchy qokal olchedy	chedchy qokal olchedy	1	0	2	YES
C3	OPERATE_OR_APPLY	B3-S007	f83r	B3	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze nach Maß an → umschöpfen → einwirken lassen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	OK+AIIN | CHD+Y | OK+EE+DY	ANSETZEN · SOLLMASS | UMSETZEN · ARBEITSPOSTEN | ANSETZEN · LANG; SCHLUSS	PROC038 | PROC042 | PROC100	qokaiin chedy qokeedy	qokaiin chedy qokeedy	1	0	2	YES
C3	OPERATE_OR_APPLY	B3-S008	f83r	B3	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: abführen + überführen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	PROC120	lchedy	lchedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S009	f83r	B3	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze dies ein. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	OK+Y	ANSETZEN · ARBEITSPOSTEN	PROC008	qoky	qoky	1	1	0	YES
C3	OPERATE_OR_APPLY	B3-S010	f83r	B3	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	P+CHD+AL | OT+E+DY	EINFUELLEN · UMSETZEN · ZIELSTELLE | DANACH · KURZ; SCHLUSS	PROC134 | PROC135	pchedal otedy	pchedal otedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S011	f83r	B3	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	HALTEN · KURZ · BIS BEREIT; UMSETZEN · ARBEITSPOSTEN | ANSETZEN · ARBEITSPOSTEN | UMSETZEN · ARBEITSPOSTEN | VORRAT · ARBEITSPOSTEN	PROC136 | PROC008 | PROC042 | PROC137	shecthedchy qoky chedy chary	shecthedchy qoky chedy chary	2	1	1	YES
C3	OPERATE_OR_APPLY	B3-S012	f83r	B3	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: absetzen lassen. Angaben: Ansatz. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	OR | SHED+DY	ANSATZ | ABSETZEN; SCHLUSS	PROC016 | PROC078	sor shedy	sor shedy	0	0	2	YES
C3	OPERATE_OR_APPLY	B3-S013	f83r	B3	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	ANSETZEN · SOLLMASS | ZUDOSIEREN · PORTION | BEREIT · KURZ · ARBEITSPOSTEN | ANSETZEN · KURZ; SCHLUSS	PROC038 | PROC069 | PROC117 | PROC067	qokaiin chkain shcthey qokedy	qokaiin chkain shcthey qokedy	0	0	3	YES
C3	OPERATE_OR_APPLY	B3-S014	f83r	B3	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einleiten → ruhen lassen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	OK+AIR | SH+EE+DY	ANSETZEN · FLUESSIGKEITSLAUF | HALTEN · LANG; SCHLUSS	PROC138 | PROC139	okair sheedy	okair sheedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S015	f83r	B3	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: abführen + überführen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	PROC120	lchedy	lchedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S016	f83r	B3	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: führen → einsetzen + überführen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	L+O | OK+CHD+DY	WEITERLEITEN · ARBEITSGANG | ANSETZEN · UMSETZEN; SCHLUSS	PROC140 | PROC091	lo qokchedy	lo qokchedy	1	1	0	YES
C3	OPERATE_OR_APPLY	B3-S017	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen. Eingesetzt wird nach Mass aufgefangener Grundauszug.	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	PROC100	qokeedy	qokeedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S018	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: absetzen lassen. Eingesetzt wird nach Mass aufgefangener Grundauszug.	SHED+DY	ABSETZEN; SCHLUSS	PROC078	shedy	shedy	0	0	1	YES
C3	OPERATE_OR_APPLY	B3-S019	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen + ruhen lassen. Eingesetzt wird nach Mass aufgefangener Grundauszug.	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ; SCHLUSS	PROC141	qokshedy	qokshedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S020	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: hinleiten + umfüllen. Angaben: Ziel. Eingesetzt wird nach Mass aufgefangener Grundauszug.	AL | L+CHD+DY	ZIELSTELLE | WEITERLEITEN · UMSETZEN; SCHLUSS	PROC055 | PROC120	dal lchedy	dal lchedy	0	0	1	YES
C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies. Eingesetzt wird nach Mass aufgefangener Grundauszug.	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	ANSETZEN · SOLLMASS | BEREIT · ARBEITSPOSTEN | ZIELSTELLE | ARBEITSPOSTEN | SOLLMASS | ABSETZEN · ZIELSTELLE | HALTEN · KURZ · BEREIT · ARBEITSPOSTEN | ARBEITSPOSTEN | ZIELSTELLE | BEREIT · ARBEITSPOSTEN | ZIELSTELLE · UMSETZEN; SCHLUSS	PROC038 | PROC014 | PROC055 | PROC019 | PROC009 | PROC142 | PROC143 | PROC019 | PROC055 | PROC014 | PROC144	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	0	0	8	YES
C3	OPERATE_OR_APPLY	B3-S022	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station. Eingesetzt wird nach Mass aufgefangener Grundauszug.	OT+CHD+DY	DANACH · UMSETZEN; SCHLUSS	PROC145	qotchedy	qotchedy	1	0	1	YES
C3	OPERATE_OR_APPLY	B3-S023	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: abführen + überführen. Eingesetzt wird nach Mass aufgefangener Grundauszug.	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	PROC120	lchedy	lchedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S024	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station. Eingesetzt wird nach Mass aufgefangener Grundauszug.	CHD+DY	UMSETZEN; SCHLUSS	PROC076	tchedy	tchedy	1	0	1	YES
C3	OPERATE_OR_APPLY	B3-S025	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einsetzen + überführen. Eingesetzt wird nach Mass aufgefangener Grundauszug.	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	PROC082	qokchdy	qokchdy	1	0	0	YES
C3	OPERATE_OR_APPLY	B3-S026	f83r	B3	Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies. Eingesetzt wird nach Mass aufgefangener Grundauszug.	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	LANG · VORRAT | WEITERLEITEN · SOLLMASS | UMSETZEN · ARBEITSPOSTEN | ANSETZEN · PORTION | BEREIT · ARBEITSPOSTEN | ZIELSTELLE · KUEHLEN · ANSATZ | AUFFANGEN · LANG; SCHLUSS	PROC146 | PROC147 | PROC042 | PROC080 | PROC014 | PROC148 | PROC098	cheedar chldaiin chedy qokain checthy chealror solkeedy	cheedar chldaiin chedy qokain checthy chealror solkeedy	1	0	4	YES
C3	OPERATE_OR_APPLY	B3-S027	f83r	B3	Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.	OT+EE+DY	DANACH · LANG; SCHLUSS	PROC129	qoteedy	qoteedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S028	f83r	B3	Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.	OK+EE+Y | OK+E+DY	ANSETZEN · LANG · ARBEITSPOSTEN | ANSETZEN · KURZ; SCHLUSS	PROC092 | PROC067	qokeey qokedy	qokeey qokedy	0	0	1	YES
C3	OPERATE_OR_APPLY	B3-S029	f83r	B3	Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.	OL | EEE+T+Y | OK+E+DY	FORTSETZEN | VOLL · EINTRAGEN · ARBEITSPOSTEN | ANSETZEN · KURZ; SCHLUSS	PROC013 | PROC149 | PROC067	sol cheeety qokedy	sol cheeety qokedy	1	0	1	YES
C3	OPERATE_OR_APPLY	B3-S030	f83r	B3	Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	ANSETZEN · ARBEITSPOSTEN | SOLLMASS | UMSETZEN · FLUESSIGKEITSLAUF | DANACH · UMSETZEN; SCHLUSS	PROC008 | PROC009 | PROC150 | PROC145	qoky saiin schedair otchedy	qoky saiin schedair otchedy	2	1	2	YES
C3	OPERATE_OR_APPLY	B3-S031	f83r	B3	Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: einwirken lassen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	PROC100	qokeedy	qokeedy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S032	f83r	B3	Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	UMSETZEN · PORTION | UMSETZEN · ARBEITSPOSTEN | DANACH · KURZ · SOLLMASS | DANACH · SOLLMASS | DANACH · KURZ; SCHLUSS	PROC151 | PROC042 | PROC152 | PROC112 | PROC135	chedain chedy qotedaiin otaiin otedy	chedain chedy qotedaiin otaiin otedy	1	0	2	YES
C3	OPERATE_OR_APPLY	B3-S033	f83r	B3	Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abführen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.	L+DY	WEITERLEITEN; SCHLUSS	PROC108	ldy	ldy	0	0	0	YES
C3	OPERATE_OR_APPLY	B3-S034	f83r	B3	Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	ARBEITSGANG · ARBEITSSTUFE | BEREIT · ARBEITSPOSTEN | EINTRAGEN · ARBEITSPOSTEN | DANACH · SOLLMASS | FORTSETZEN · ZIELSTELLE · ARBEITSPOSTEN | ABSETZEN; SCHLUSS	PROC097 | PROC014 | PROC004 | PROC112 | PROC153 | PROC078	soiiin checthy chety otaiin olsaly shedy	soiiin checthy chety otaiin olsaly shedy	0	0	5	YES
C4	PREPARE_PRODUCT	H4-S001	f55v	H4	Den Pflanzenansatz nach Mass ansetzen, eine Portion und danach eine Nachportion zufuehren und den Mischgang schliessen.	OK+AIIN | AIIN | Y+K+AIN | Y+K+AN | O+DY	ANSETZEN · SOLLMASS | SOLLMASS | ARBEITSPOSTEN · ZUDOSIEREN · PORTION | ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION | ARBEITSGANG; SCHLUSS	PROC038 | PROC009 | PROC039 | PROC040 | PROC041	qokaiin chaiin ykain ykan ody	qokaiin chaiin ykain ykan ody	0	0	2	YES
C4	PREPARE_PRODUCT	H4-S002	f55v	H4	Die naechste gemessene Pflanzenmasse umsetzen und im kleinen Vorratstopf verwahren.	AIIN | CHD+Y | TALAM	SOLLMASS | UMSETZEN · ARBEITSPOSTEN | VERWAHREN	PROC009 | PROC042 | PROC043	daiin chedy talam	daiin chedy talam	1	1	1	YES
C4	PREPARE_PRODUCT	H4-S003	f55v	H4	Eine Dosis zugeben, den benoetigten Anteil entnehmen, temperieren und den Zubereitungsgang schliessen.	Y+K+AIIN | CH+E+O+AR | CHK+EE+Y | OL+DY	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS | ABNEHMEN · KURZ · ARBEITSGANG · VORRAT | WAERMEN · LANG · ARBEITSPOSTEN | FORTSETZEN; SCHLUSS	PROC044 | PROC045 | PROC046 | PROC047	ykaiin cheoar cheeky oldy	ykaiin cheoar cheeky oldy	1	0	0	YES
C4	PREPARE_PRODUCT	H4-S004	f55v	H4	Die gemessene temperierte Ansatzportion an die bezeichnete Stelle legen oder dort eintragen.	AIIN | OK+AL | OL+T+Y | OR | Y | OR+AIN	SOLLMASS | ANSETZEN · ZIELSTELLE | FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN | ANSATZ | ARBEITSPOSTEN | ANSATZ · PORTION	PROC009 | PROC048 | PROC049 | PROC016 | PROC019 | PROC050	aiin okal oltchy or y orain	aiin okal oltchy or y orain	0	0	4	YES
C4	OPERATE_OR_APPLY	B4-S001	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einwirken lassen.	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	PROC100	qokeedy	qokeedy	0	0	0	YES
C4	OPERATE_OR_APPLY	B4-S002	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.	OL+Y | OK+EE+Y | OK+E+DY	FORTSETZEN · ARBEITSPOSTEN | ANSETZEN · LANG · ARBEITSPOSTEN | ANSETZEN · KURZ; SCHLUSS	PROC154 | PROC092 | PROC067	qolchey qokeey qokedy	qolchey qokeey qokedy	0	0	1	YES
C4	OPERATE_OR_APPLY	B4-S003	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	UMSETZEN · ARBEITSPOSTEN | DANACH · ZIELSTELLE | DANACH · ARBEITSPOSTEN | ANSETZEN · LANG · ARBEITSPOSTEN | ANSETZEN · ARBEITSPOSTEN | FORTSETZEN | ABSETZEN; SCHLUSS	PROC042 | PROC131 | PROC065 | PROC092 | PROC008 | PROC013 | PROC078	chedy otal otchey qokeey qoky tol shedy	chedy otal otchey qokeey qoky tol shedy	4	1	5	YES
C4	OPERATE_OR_APPLY	B4-S004	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einsetzen + festbinden.	OK+Y+LD+DY	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	PROC155	qokylddy	qokylddy	0	0	0	YES
C4	OPERATE_OR_APPLY	B4-S005	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	AIN | CHD+Y | OK+EE+DY	PORTION | UMSETZEN · ARBEITSPOSTEN | ANSETZEN · LANG; SCHLUSS	PROC156 | PROC042 | PROC100	dain chedy qokeedy	dain chedy qokeedy	1	0	1	YES
C4	OPERATE_OR_APPLY	B4-S006	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	SH+CKH+E+DY	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	PROC099	shckhedy	shckhedy	0	0	0	YES
C4	OPERATE_OR_APPLY	B4-S007	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	SH+CKH+E+DY	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	PROC099	shckhedy	shckhedy	0	0	0	YES
C4	OPERATE_OR_APPLY	B4-S008	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	SOLLMASS | WAERMEN · LANG · ARBEITSPOSTEN | HALTEN · LANG · ARBEITSPOSTEN | ANSETZEN · KURZ; SCHLUSS	PROC009 | PROC046 | PROC157 | PROC067	saiin cheeky sheey qokedy	saiin cheeky sheey qokedy	2	0	1	YES
C4	OPERATE_OR_APPLY	B4-S009	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: absetzen lassen.	SHED+DY	ABSETZEN; SCHLUSS	PROC078	shedy	shedy	0	0	1	YES
C4	OPERATE_OR_APPLY	B4-S010	f83r	B4	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: setze nur die Angaben. Angaben: fort; Schritt schließen.	OL+DY	FORTSETZEN; SCHLUSS	PROC047	oldy	oldy	0	0	0	YES
C4	OPERATE_OR_APPLY	B4-S011	f83r	B4	Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	SOLLMASS | WAERMEN · KURZ · ARBEITSPOSTEN | ANSETZEN · LANG · FORTSETZEN | ANSETZEN · PORTION | UMSETZEN · ARBEITSPOSTEN | FORTSETZEN | WEITERLEITEN · ZUDOSIEREN · KURZ; SCHLUSS	PROC009 | PROC083 | PROC158 | PROC080 | PROC042 | PROC013 | PROC159	saiin cheky okeeol okain chdy sol lkedy	saiin cheky okeeol okain chdy sol lkedy	2	0	4	YES
C4	OPERATE_OR_APPLY	B4-S012	f83r	B4	Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: abführen + überführen.	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	PROC120	lchedy	lchedy	0	0	0	YES
