ambiguity_id	attachment_id	physical_page	statement_id	r_event_id	r_card_ordinal	r_locus	r_surface	r_component_recipe	r_active_head_before_de	previous_card_recipe	next_card_recipe	neighbourhood_de	package_pattern	r_decision	rule_id	focus_event_id	focus_card_ordinal	focus_surface	focus_component_recipe	focus_core	focus_value_de	focus_distance_cards	selected_attachment	rejected_attachment	changed_from_pass1022_default	rationale_de
SAA0262	SA03249	f82r	P1009-S498	P912-E1383	12	f82r.32	lr	L+R	HALTEN	SH+EE+Y	Y	SH+EE+Y | [L+R] | Y	RIGHT_FRAME_TO_R	HEAD	R1_HEAD_IN_RIGHT_FRAME	P912-E1384	13	chey	Y	Y	AKTIVER POSTEN	1	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SH=HALTEN@VORAUSGEHENDER_RAHMEN	NO	L öffnet den Rahmen nach rechts; R ist der erste Handlungskopf darin und erhält den unmittelbar folgenden Zusatz.
SAA0263	SA03250	f82r	P1009-S498	P912-E1385	14	f82r.32	rain	R+AIN	MARKIEREN	Y	S+AIN	Y | [R+AIN] | S+AIN	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1385	14	rain	R+AIN	AIN	ANTEIL	0	R=MARKIEREN[AIN=ANTEIL]	SH=HALTEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIN; es eröffnet MARKIEREN.
SAA0264	SA03257	f82r	P1009-S498	P912-E1390	19	f82r.33	cheor	CH+E+O+R	NEHMEN	E+Y	Y	E+Y | [CH+E+O+R] | Y	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P912-E1391	20	chey	Y	Y	AKTIVER POSTEN	1	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0283	SA03426	f83r	P1009-S539	P912-E1553	6	f83r.16	chealror	AL+R+OR	NEHMEN	CH+T+Y	D_ADDR+CH+E+O+K+E+D_ADDR+Y	CH+T+Y | [AL+R+OR] | D_ADDR+CH+E+O+K+E+D_ADDR+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1553	6	chealror	AL+R+OR	AL	ZIELORT	0	[AL=ZIELORT]→R=MARKIEREN	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung OR; es eröffnet MARKIEREN.
SAA0284	SA03427	f83r	P1009-S539	P912-E1553	6	f83r.16	chealror	AL+R+OR	NEHMEN	CH+T+Y	D_ADDR+CH+E+O+K+E+D_ADDR+Y	CH+T+Y | [AL+R+OR] | D_ADDR+CH+E+O+K+E+D_ADDR+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1553	6	chealror	AL+R+OR	OR	EINHEIT	0	R=MARKIEREN[OR=EINHEIT]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung OR; es eröffnet MARKIEREN.
SAA0296	SA03633	f83r	P1009-S589	P912-E1735	3	f83r.52	raly	R+AL+Y	GEBEN	E+K+E+Y	OL	E+K+E+Y | [R+AL+Y] | OL	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1735	3	raly	R+AL+Y	AL	ZIELORT	0	R=MARKIEREN[AL=ZIELORT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AL+Y; es eröffnet MARKIEREN.
SAA0297	SA03634	f83r	P1009-S589	P912-E1735	3	f83r.52	raly	R+AL+Y	GEBEN	E+K+E+Y	OL	E+K+E+Y | [R+AL+Y] | OL	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1735	3	raly	R+AL+Y	Y	AKTIVER POSTEN	0	R=MARKIEREN[Y=AKTIVER POSTEN]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AL+Y; es eröffnet MARKIEREN.
SAA0298	SA03659	f88r	P1009-S590	P912-E2376	9	f88r.8	ral	R+AL	NEHMEN	CH+CH+T+OL	SH+E+O+AM_ADDR	CH+CH+T+OL | [R+AL] | SH+E+O+AM_ADDR	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E2376	9	ral	R+AL	AL	ZIELORT	0	R=MARKIEREN[AL=ZIELORT]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AL; es eröffnet MARKIEREN.
SAA0309	SA03939	f88v	P1009-S605	P1003-E0523	4	f88v.22	r	R	SETZEN	OK+E+O	AIN	OK+E+O | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1003-E0524	5	ain	AIN	AIN	ANTEIL	1	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0312	SA03973	f88v	P1009-S607	P1003-E0552	3	f88v.26	cheor	CH+E+O+R	SETZEN	OK+Y	Y	OK+Y | [CH+E+O+R] | Y	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1003-E0553	4	shy	Y	Y	AKTIVER POSTEN	1	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0321	SA04296	f89r	P1009-S627	P1008-E1363	38	f89r2.26	scheor	CH+E+O+R	NEHMEN	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	Y	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL | [CH+E+O+R] | Y	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1008-E1364	39	sy	Y	Y	AKTIVER POSTEN	1	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0322	SA04297	f89r	P1009-S627	P1008-E1363	38	f89r2.26	scheor	CH+E+O+R	NEHMEN	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	Y	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL | [CH+E+O+R] | Y	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1008-E1365	40	sorcheey	OR+Y	OR	EINHEIT	2	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨GEERBT⟩[OR=EINHEIT]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0323	SA04298	f89r	P1009-S627	P1008-E1363	38	f89r2.26	scheor	CH+E+O+R	NEHMEN	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	Y	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL | [CH+E+O+R] | Y	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1008-E1365	40	sorcheey	OR+Y	Y	AKTIVER POSTEN	2	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨GEERBT⟩[Y=AKTIVER POSTEN]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0325	SA04335	f89r	P1009-S627	P1008-E1395	70	f89r2.28	r	R	WÄHLEN	O	AIN	O | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E1396	71	ain	AIN	AIN	ANTEIL	1	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0326	SA04336	f89r	P1009-S627	P1008-E1395	70	f89r2.28	r	R	WÄHLEN	O	AIN	O | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E1397	72	ar	AR	AR	AUSGANG	2	R=MARKIEREN⟨GEERBT⟩[AR=AUSGANG]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0327	SA04337	f89r	P1009-S627	P1008-E1395	70	f89r2.28	r	R	WÄHLEN	O	AIN	O | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E1398	73	ain	AIN	AIN	ANTEIL	3	R=MARKIEREN⟨GEERBT⟩[AIN=ANTEIL]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0328	SA04338	f89r	P1009-S627	P1008-E1395	70	f89r2.28	r	R	WÄHLEN	O	AIN	O | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E1400	75	daiin	AIIN	AIIN	WERT	5	R=MARKIEREN⟨GEERBT⟩[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0329	SA04339	f89r	P1009-S627	P1008-E1395	70	f89r2.28	r	R	WÄHLEN	O	AIN	O | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E1401	76	qoaiin	CARRIER_Q+O+AIIN	AIIN	WERT	6	R=MARKIEREN⟨GEERBT⟩[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
