audit_id	attachment_id	physical_page	register	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	focus_family	focus_atom_ordinal	local_head_configuration	nearest_left_core	nearest_left_value_de	nearest_left_atom_ordinal	left_distance	nearest_right_core	nearest_right_value_de	nearest_right_atom_ordinal	right_distance	existing_trace_token	existing_target_de	active_head_before_de	strict_rule_branch	strict_expected_side	strict_expected_core	strict_expected_value_de	strict_rule_verdict	strict_reason_de	safe_rule_branch	safe_decision	safe_target_core	safe_target_value_de	safe_trace_match	safe_reason_de
EDG00646	SA00646	f67r2	CELESTIAL	P1009-S041	P912-E1906	f67r2.72	qkoy	CARRIER_Q+K+O+Y	Y	AKTIVER POSTEN	ARGUMENT	4	LEFT_ONLY	K	GEBEN	2	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00647	SA00647	f67r2	CELESTIAL	P1009-S041	P912-E1907	f67r2.72	ydaiin	Y+D_ADDR+AIIN	Y	AKTIVER POSTEN	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	GEBEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00648	SA00648	f67r2	CELESTIAL	P1009-S041	P912-E1907	f67r2.72	ydaiin	Y+D_ADDR+AIIN	AIIN	WERT	ARGUMENT	3	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	WERT→GEBEN	GEBEN	GEBEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00649	SA00649	f67r2	CELESTIAL	P1009-S041	P912-E1908	f67r2.72	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	AIR	LAUF	RELATION	4	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	LAUF→EINSETZEN	EINSETZEN	NONE	L_AIR_NO_RIGHT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00650	SA00650	f67r2	CELESTIAL	P1009-S041	P912-E1909	f67r2.72	ypair	Y+P+AIR	Y	AKTIVER POSTEN	ARGUMENT	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	P	EINSETZEN	2	1	AKTIVER POSTEN→EINSETZEN	EINSETZEN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	P	EINSETZEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00651	SA00651	f67r2	CELESTIAL	P1009-S041	P912-E1909	f67r2.72	ypair	Y+P+AIR	AIR	LAUF	RELATION	3	LEFT_ONLY	P	EINSETZEN	2	1	NONE	NONE	NONE	NONE	LAUF→EINSETZEN	EINSETZEN	NONE	L_AIR_NO_RIGHT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	L_AIR_LEFT_FALLBACK_NO_RIGHT	LEFT_FALLBACK	P	EINSETZEN	MATCH	Ein rechter Kopf fehlt; der laufende linke Kopf liefert den örtlichen Rückfall ohne neue Richtung.
EDG00652	SA00652	f67r2	CELESTIAL	P1009-S041	P912-E1910	f67r2.72	ykoaiin	Y+K+O+AIIN	Y	AKTIVER POSTEN	ARGUMENT	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	K	GEBEN	2	1	AKTIVER POSTEN→GEBEN	GEBEN	EINSETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	K	GEBEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00653	SA00653	f67r2	CELESTIAL	P1009-S041	P912-E1910	f67r2.72	ykoaiin	Y+K+O+AIIN	AIIN	WERT	ARGUMENT	4	LEFT_ONLY	K	GEBEN	2	2	NONE	NONE	NONE	NONE	WERT→GEBEN	GEBEN	EINSETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00654	SA00654	f67r2	CELESTIAL	P1009-S041	P912-E1911	f67r2.72	ydoly	Y+D_ADDR+OL+Y	Y	AKTIVER POSTEN	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	GEBEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00655	SA00655	f67r2	CELESTIAL	P1009-S041	P912-E1911	f67r2.72	ydoly	Y+D_ADDR+OL+Y	Y	AKTIVER POSTEN	ARGUMENT	4	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	GEBEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00656	SA00656	f67r2	CELESTIAL	P1009-S041	P912-E1912	f67r2.72	ytalchos	Y+T+AL+CH+O+S	Y	AKTIVER POSTEN	ARGUMENT	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	T	EINSTELLEN	2	1	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	GEBEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	T	EINSTELLEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00657	SA00657	f67r2	CELESTIAL	P1009-S041	P912-E1912	f67r2.72	ytalchos	Y+T+AL+CH+O+S	AL	ZIELORT	RELATION	3	BOTH	T	EINSTELLEN	2	1	CH	NEHMEN	4	1	ZIELORT→EINSTELLEN	EINSTELLEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	T	EINSTELLEN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG00658	SA00658	f67r2	CELESTIAL	P1009-S041	P912-E1913	f67r2.72	oly	OL+Y	Y	AKTIVER POSTEN	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	EINSTELLEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00659	SA00659	f67r2	CELESTIAL	P1009-S041	P912-E1914	f67r2.72	okey	OK+E+Y	E	GRAD I	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD I→SETZEN	SETZEN	EINSTELLEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00660	SA00660	f67r2	CELESTIAL	P1009-S041	P912-E1914	f67r2.72	okey	OK+E+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	OK	SETZEN	1	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	EINSTELLEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00661	SA00661	f67r2	CELESTIAL	P1009-S041	P912-E1915	f67r2.73	sshey	S+SH+E+Y	E	GRAD I	GRADE	3	LEFT_ONLY	SH	HALTEN	2	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00662	SA00662	f67r2	CELESTIAL	P1009-S041	P912-E1915	f67r2.73	sshey	S+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	4	LEFT_ONLY	SH	HALTEN	2	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00663	SA00663	f67r2	CELESTIAL	P1009-S041	P912-E1916	f67r2.73	sy	Y	Y	AKTIVER POSTEN	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→WÄHLEN	WÄHLEN	WÄHLEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00664	SA00664	f67r2	CELESTIAL	P1009-S041	P912-E1917	f67r2.73	shees	SH+EE+S	EE	GRAD II	GRADE	2	BOTH	SH	HALTEN	1	1	S	WÄHLEN	3	1	GRAD II→HALTEN	HALTEN	WÄHLEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_EQUAL_TIE_LEFT	LEFT	SH	HALTEN	MATCH	Argument/Grad steht gleich weit; nur in diesem Gleichstand schließt der bereits offene linke Kopf.
EDG00665	SA00665	f67r2	CELESTIAL	P1009-S041	P912-E1918	f67r2.73	qeykeey	CARRIER_Q+E+Y+K+EE+Y	E	GRAD I	GRADE	2	RIGHT_ONLY	NONE	NONE	NONE	NONE	K	GEBEN	4	2	GRAD I→GEBEN	GEBEN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	K	GEBEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00666	SA00666	f67r2	CELESTIAL	P1009-S041	P912-E1918	f67r2.73	qeykeey	CARRIER_Q+E+Y+K+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	3	RIGHT_ONLY	NONE	NONE	NONE	NONE	K	GEBEN	4	1	AKTIVER POSTEN→GEBEN	GEBEN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	K	GEBEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00667	SA00667	f67r2	CELESTIAL	P1009-S041	P912-E1918	f67r2.73	qeykeey	CARRIER_Q+E+Y+K+EE+Y	EE	GRAD II	GRADE	5	LEFT_ONLY	K	GEBEN	4	1	NONE	NONE	NONE	NONE	GRAD II→GEBEN	GEBEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00668	SA00668	f67r2	CELESTIAL	P1009-S041	P912-E1918	f67r2.73	qeykeey	CARRIER_Q+E+Y+K+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	6	LEFT_ONLY	K	GEBEN	4	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00669	SA00669	f67r2	CELESTIAL	P1009-S041	P912-E1919	f67r2.73	ykchey	Y+K+CH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	K	GEBEN	2	1	AKTIVER POSTEN→GEBEN	GEBEN	GEBEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	K	GEBEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00670	SA00670	f67r2	CELESTIAL	P1009-S041	P912-E1919	f67r2.73	ykchey	Y+K+CH+E+Y	E	GRAD I	GRADE	4	LEFT_ONLY	CH	NEHMEN	3	1	NONE	NONE	NONE	NONE	GRAD I→NEHMEN	NEHMEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00671	SA00671	f67r2	CELESTIAL	P1009-S041	P912-E1919	f67r2.73	ykchey	Y+K+CH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	5	LEFT_ONLY	CH	NEHMEN	3	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00672	SA00672	f67r2	CELESTIAL	P1009-S041	P912-E1920	f67r2.73	ykchey	Y+K+CH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	K	GEBEN	2	1	AKTIVER POSTEN→GEBEN	GEBEN	GEBEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	K	GEBEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00673	SA00673	f67r2	CELESTIAL	P1009-S041	P912-E1920	f67r2.73	ykchey	Y+K+CH+E+Y	E	GRAD I	GRADE	4	LEFT_ONLY	CH	NEHMEN	3	1	NONE	NONE	NONE	NONE	GRAD I→NEHMEN	NEHMEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00674	SA00674	f67r2	CELESTIAL	P1009-S041	P912-E1920	f67r2.73	ykchey	Y+K+CH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	5	LEFT_ONLY	CH	NEHMEN	3	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00675	SA00675	f67r2	CELESTIAL	P1009-S041	P912-E1921	f67r2.73	qokeochy	OK+E+O+CH+Y	E	GRAD I	GRADE	2	BOTH	OK	SETZEN	1	1	CH	NEHMEN	4	2	GRAD I→SETZEN	SETZEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_LEFT_CLOSER	LEFT	OK	SETZEN	MATCH	Argument/Grad nimmt den näheren Kopf; links ist näher.
EDG00676	SA00676	f67r2	CELESTIAL	P1009-S041	P912-E1921	f67r2.73	qokeochy	OK+E+O+CH+Y	Y	AKTIVER POSTEN	ARGUMENT	5	LEFT_ONLY	CH	NEHMEN	4	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00677	SA00677	f67r2	CELESTIAL	P1009-S041	P912-E1922	f67r2.73	oaiin	O+AIIN	AIIN	WERT	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	WERT→SETZEN	SETZEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00678	SA00678	f67r2	CELESTIAL	P1009-S041	P912-E1924	f67r2.73	ar	AR	AR	AUSGANG	RELATION	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AUSGANG→SETZEN	SETZEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00679	SA00679	f67r2	CELESTIAL	P1009-S041	P912-E1925	f67r2.73	olar	OL+AR	AR	AUSGANG	RELATION	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AUSGANG→SETZEN	SETZEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00680	SA00680	f67r2	CELESTIAL	P1009-S041	P912-E1926	f67r2.74	yshey	Y+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	SH	HALTEN	2	1	AKTIVER POSTEN→HALTEN	HALTEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	SH	HALTEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00681	SA00681	f67r2	CELESTIAL	P1009-S041	P912-E1926	f67r2.74	yshey	Y+SH+E+Y	E	GRAD I	GRADE	3	LEFT_ONLY	SH	HALTEN	2	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00682	SA00682	f67r2	CELESTIAL	P1009-S041	P912-E1926	f67r2.74	yshey	Y+SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	4	LEFT_ONLY	SH	HALTEN	2	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00683	SA00683	f67r2	CELESTIAL	P1009-S041	P912-E1927	f67r2.74	qokeeody	OK+EE+O+D_ADDR+Y	EE	GRAD II	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD II→SETZEN	SETZEN	HALTEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00684	SA00684	f67r2	CELESTIAL	P1009-S041	P912-E1927	f67r2.74	qokeeody	OK+EE+O+D_ADDR+Y	Y	AKTIVER POSTEN	ARGUMENT	5	LEFT_ONLY	OK	SETZEN	1	4	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	HALTEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00685	SA00685	f67r2	CELESTIAL	P1009-S041	P912-E1928	f67r2.74	cheos	CH+E+O+S	E	GRAD I	GRADE	2	BOTH	CH	NEHMEN	1	1	S	WÄHLEN	4	2	GRAD I→NEHMEN	NEHMEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_LEFT_CLOSER	LEFT	CH	NEHMEN	MATCH	Argument/Grad nimmt den näheren Kopf; links ist näher.
EDG00686	SA00686	f67r2	CELESTIAL	P1009-S041	P912-E1929	f67r2.74	oeeos	O+EE+O+S	EE	GRAD II	GRADE	2	RIGHT_ONLY	NONE	NONE	NONE	NONE	S	WÄHLEN	4	2	GRAD II→WÄHLEN	WÄHLEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	S	WÄHLEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
