attachment_id	focus_core	focus_value_de	focus_family	event_id	book_event_ordinal	physical_page	register	statement_id	card_ordinal_in_statement	locus	owner_de	surface_card	component_recipe	focus_atom_ordinal	left_atom	right_atom	same_card_left_actions	nearest_left_action	same_card_right_actions	nearest_right_action	previous_card_event_id	previous_card_recipe	previous_card_actions	previous_card_last_action	inherited_action_before_card	inherited_from_event_id	inherited_from_card_ordinal	owner_only_attachment	chosen_attachment_class	chosen_action	chosen_action_value_de	chosen_action_event_id	chosen_action_card_ordinal	chosen_action_atom_ordinal	bracket_reading_de	duplicate_scope_mode	duplicate_scope_role	paired_focus_atom_ordinal	next_card_event_id	next_card_recipe	next_card_actions	ambiguity_codes	pass1023_resolution_status	pass1023_ambiguity_classes	pass1023_decisions	pass1023_selected_attachment_de	pass1023_scope_de	pass1023_rule_ids	pass1023_changed_from_pass1022	pass1023_note_de
SA00466	Y	AKTIVER POSTEN	ARGUMENT	P912-E0343	507	f56r	HERBAL	P1009-S029	3	f56r.1	stachelköpfiges Kraut in mehreren Reifestufen	chorchy	CH+OR+CH+Y	4	CH	CARD_END	CH@1|CH@3	CH=NEHMEN	NONE	NONE	P912-E0342	Y+CH+O+CH+P+Y	CH@2|CH@4|P@5	P=EINSETZEN	P=EINSETZEN	P912-E0342	2	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0343	3	3	CH=NEHMEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0344	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[Y=AKTIVER POSTEN]	CH=NEHMEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00467	Y	AKTIVER POSTEN	ARGUMENT	P912-E0344	508	f56r	HERBAL	P1009-S029	4	f56r.1	stachelköpfiges Kraut in mehreren Reifestufen	chy	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0343	CH+OR+CH+Y	CH@1|CH@3	CH=NEHMEN	CH=NEHMEN	P912-E0343	3	NO	PREVIOUS_CARD_ACTION	CH	NEHMEN	P912-E0343	3	3	CH=NEHMEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0345	OK+CH+E+Y	OK@1|CH@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	CH=NEHMEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00468	E	GRAD I	GRADE	P912-E0345	509	f56r	HERBAL	P1009-S029	5	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	chokchey	OK+CH+E+Y	3	CH	Y	OK@1|CH@2	CH=NEHMEN	NONE	NONE	P912-E0344	Y	NONE	NONE	CH=NEHMEN	P912-E0343	3	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0345	5	2	CH=NEHMEN[E=GRAD I]	SINGLE	SINGLE	NONE	P912-E0346	OL	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[E=GRAD I]	CH=NEHMEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00469	Y	AKTIVER POSTEN	ARGUMENT	P912-E0345	509	f56r	HERBAL	P1009-S029	5	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	chokchey	OK+CH+E+Y	4	E	CARD_END	OK@1|CH@2	CH=NEHMEN	NONE	NONE	P912-E0344	Y	NONE	NONE	CH=NEHMEN	P912-E0343	3	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0345	5	2	CH=NEHMEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0346	OL	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[Y=AKTIVER POSTEN]	CH=NEHMEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00470	Y	AKTIVER POSTEN	ARGUMENT	P912-E0347	511	f56r	HERBAL	P1009-S029	7	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	choly	OL+Y	2	OL	CARD_END	NONE	NONE	NONE	NONE	P912-E0346	OL	NONE	NONE	CH=NEHMEN	P912-E0345	5	NO	INHERITED_ACTION	CH	NEHMEN	P912-E0345	5	2	CH=NEHMEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0348	K+OR+CH+Y	K@1|CH@3	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	CH=NEHMEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00471	OR	EINHEIT	ARGUMENT	P912-E0348	512	f56r	HERBAL	P1009-S029	8	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	korchy	K+OR+CH+Y	2	K	CH	K@1	K=GEBEN	CH@3	CH=NEHMEN	P912-E0347	OL+Y	NONE	NONE	CH=NEHMEN	P912-E0345	5	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0348	8	1	K=GEBEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0349	CH+Y+K+E+Y	CH@1|K@3	EQUAL_DISTANCE_TWO_HEADS	RESOLVED_BY_WORKSHOP_RULE	EQUAL_DISTANCE_TWO_HEADS	EQUAL_LEFT	K=GEBEN@CURRENT_CARD_ATOM1	K@1[OR@2; CH@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.
SA00472	Y	AKTIVER POSTEN	ARGUMENT	P912-E0348	512	f56r	HERBAL	P1009-S029	8	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	korchy	K+OR+CH+Y	4	CH	CARD_END	K@1|CH@3	CH=NEHMEN	NONE	NONE	P912-E0347	OL+Y	NONE	NONE	CH=NEHMEN	P912-E0345	5	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0348	8	3	CH=NEHMEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0349	CH+Y+K+E+Y	CH@1|K@3	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[Y=AKTIVER POSTEN]	CH=NEHMEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00473	Y	AKTIVER POSTEN	ARGUMENT	P912-E0349	513	f56r	HERBAL	P1009-S029	9	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	chykey	CH+Y+K+E+Y	2	CH	K	CH@1	CH=NEHMEN	K@3	K=GEBEN	P912-E0348	K+OR+CH+Y	K@1|CH@3	CH=NEHMEN	CH=NEHMEN	P912-E0348	8	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0349	9	1	CH=NEHMEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0350	CH+OT+Y	CH@1	EQUAL_DISTANCE_TWO_HEADS	RESOLVED_BY_WORKSHOP_RULE	EQUAL_DISTANCE_TWO_HEADS	EQUAL_LEFT	CH=NEHMEN@CURRENT_CARD_ATOM1	CH@1[Y@2; K@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.
SA00474	E	GRAD I	GRADE	P912-E0349	513	f56r	HERBAL	P1009-S029	9	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	chykey	CH+Y+K+E+Y	4	K	Y	CH@1|K@3	K=GEBEN	NONE	NONE	P912-E0348	K+OR+CH+Y	K@1|CH@3	CH=NEHMEN	CH=NEHMEN	P912-E0348	8	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0349	9	3	K=GEBEN[E=GRAD I]	SINGLE	SINGLE	NONE	P912-E0350	CH+OT+Y	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[E=GRAD I]	K=GEBEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00475	Y	AKTIVER POSTEN	ARGUMENT	P912-E0349	513	f56r	HERBAL	P1009-S029	9	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	chykey	CH+Y+K+E+Y	5	E	CARD_END	CH@1|K@3	K=GEBEN	NONE	NONE	P912-E0348	K+OR+CH+Y	K@1|CH@3	CH=NEHMEN	CH=NEHMEN	P912-E0348	8	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0349	9	3	K=GEBEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0350	CH+OT+Y	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	K=GEBEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00476	Y	AKTIVER POSTEN	ARGUMENT	P912-E0350	514	f56r	HERBAL	P1009-S029	10	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	choty	CH+OT+Y	3	OT	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P912-E0349	CH+Y+K+E+Y	CH@1|K@3	K=GEBEN	K=GEBEN	P912-E0349	9	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0350	10	1	CH=NEHMEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0351	SH+OK+AIIN	SH@1|OK@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[Y=AKTIVER POSTEN]	CH=NEHMEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00477	AIIN	WERT	ARGUMENT	P912-E0351	515	f56r	HERBAL	P1009-S029	11	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	shokaiin	SH+OK+AIIN	3	OK	CARD_END	SH@1|OK@2	OK=SETZEN	NONE	NONE	P912-E0350	CH+OT+Y	CH@1	CH=NEHMEN	CH=NEHMEN	P912-E0350	10	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0351	11	2	OK=SETZEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0352	OL+Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[AIIN=WERT]	OK=SETZEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00478	Y	AKTIVER POSTEN	ARGUMENT	P912-E0352	516	f56r	HERBAL	P1009-S029	12	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	olchey	OL+Y	2	OL	CARD_END	NONE	NONE	NONE	NONE	P912-E0351	SH+OK+AIIN	SH@1|OK@2	OK=SETZEN	OK=SETZEN	P912-E0351	11	NO	PREVIOUS_CARD_ACTION	OK	SETZEN	P912-E0351	11	2	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0353	OK+OL	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00479	Y	AKTIVER POSTEN	ARGUMENT	P912-E0354	518	f56r	HERBAL	P1009-S029	14	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	chey	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0353	OK+OL	OK@1	OK=SETZEN	OK=SETZEN	P912-E0353	13	NO	PREVIOUS_CARD_ACTION	OK	SETZEN	P912-E0353	13	1	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0355	K+EE+Y	K@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00480	EE	GRAD II	GRADE	P912-E0355	519	f56r	HERBAL	P1009-S029	15	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	keey	K+EE+Y	2	K	Y	K@1	K=GEBEN	NONE	NONE	P912-E0354	Y	NONE	NONE	OK=SETZEN	P912-E0353	13	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0355	15	1	K=GEBEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P912-E0356	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[EE=GRAD II]	K=GEBEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00481	Y	AKTIVER POSTEN	ARGUMENT	P912-E0355	519	f56r	HERBAL	P1009-S029	15	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	keey	K+EE+Y	3	EE	CARD_END	K@1	K=GEBEN	NONE	NONE	P912-E0354	Y	NONE	NONE	OK=SETZEN	P912-E0353	13	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0355	15	1	K=GEBEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0356	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	K=GEBEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00482	EE	GRAD II	GRADE	P912-E0356	520	f56r	HERBAL	P1009-S029	16	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	qokeey	OK+EE+Y	2	OK	Y	OK@1	OK=SETZEN	NONE	NONE	P912-E0355	K+EE+Y	K@1	K=GEBEN	K=GEBEN	P912-E0355	15	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0356	16	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P912-E0357	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00483	Y	AKTIVER POSTEN	ARGUMENT	P912-E0356	520	f56r	HERBAL	P1009-S029	16	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	qokeey	OK+EE+Y	3	EE	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P912-E0355	K+EE+Y	K@1	K=GEBEN	K=GEBEN	P912-E0355	15	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0356	16	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0357	OK+EE+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00484	EE	GRAD II	GRADE	P912-E0357	521	f56r	HERBAL	P1009-S029	17	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	chokeey	OK+EE+Y	2	OK	Y	OK@1	OK=SETZEN	NONE	NONE	P912-E0356	OK+EE+Y	OK@1	OK=SETZEN	OK=SETZEN	P912-E0356	16	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0357	17	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P912-E0358	OK+S+Y	OK@1|S@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00485	Y	AKTIVER POSTEN	ARGUMENT	P912-E0357	521	f56r	HERBAL	P1009-S029	17	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	chokeey	OK+EE+Y	3	EE	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P912-E0356	OK+EE+Y	OK@1	OK=SETZEN	OK=SETZEN	P912-E0356	16	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0357	17	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0358	OK+S+Y	OK@1|S@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00486	Y	AKTIVER POSTEN	ARGUMENT	P912-E0358	522	f56r	HERBAL	P1009-S029	18	f56r.3	stachelköpfiges Kraut in mehreren Reifestufen	choksy	OK+S+Y	3	S	CARD_END	OK@1|S@2	S=WÄHLEN	NONE	NONE	P912-E0357	OK+EE+Y	OK@1	OK=SETZEN	OK=SETZEN	P912-E0357	17	NO	SAME_CARD_LEFT_ACTION	S	WÄHLEN	P912-E0358	18	2	S=WÄHLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0359	OT	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	S=WÄHLEN[Y=AKTIVER POSTEN]	S=WÄHLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00487	OR	EINHEIT	ARGUMENT	P912-E0360	524	f56r	HERBAL	P1009-S029	20	f56r.4	stachelköpfiges Kraut in mehreren Reifestufen	chor	CH+OR	2	CH	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P912-E0359	OT	NONE	NONE	S=WÄHLEN	P912-E0358	18	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0360	20	1	CH=NEHMEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0361	CH+OR	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00488	OR	EINHEIT	ARGUMENT	P912-E0361	525	f56r	HERBAL	P1009-S029	21	f56r.4	stachelköpfiges Kraut in mehreren Reifestufen	chor	CH+OR	2	CH	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P912-E0360	CH+OR	CH@1	CH=NEHMEN	CH=NEHMEN	P912-E0360	20	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0361	21	1	CH=NEHMEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0362	OK+OR	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00489	OR	EINHEIT	ARGUMENT	P912-E0362	526	f56r	HERBAL	P1009-S029	22	f56r.4	stachelköpfiges Kraut in mehreren Reifestufen	chokor	OK+OR	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P912-E0361	CH+OR	CH@1	CH=NEHMEN	CH=NEHMEN	P912-E0361	21	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0362	22	1	OK=SETZEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0363	CH+K+OR	CH@1|K@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[OR=EINHEIT]	OK=SETZEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00490	OR	EINHEIT	ARGUMENT	P912-E0363	527	f56r	HERBAL	P1009-S029	23	f56r.4	stachelköpfiges Kraut in mehreren Reifestufen	chkor	CH+K+OR	3	K	CARD_END	CH@1|K@2	K=GEBEN	NONE	NONE	P912-E0362	OK+OR	OK@1	OK=SETZEN	OK=SETZEN	P912-E0362	22	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0363	23	2	K=GEBEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0364	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[OR=EINHEIT]	K=GEBEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00491	Y	AKTIVER POSTEN	ARGUMENT	P912-E0364	528	f56r	HERBAL	P1009-S029	24	f56r.4	stachelköpfiges Kraut in mehreren Reifestufen	chy	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0363	CH+K+OR	CH@1|K@2	K=GEBEN	K=GEBEN	P912-E0363	23	NO	PREVIOUS_CARD_ACTION	K	GEBEN	P912-E0363	23	2	K=GEBEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0365	OK+AR	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	K=GEBEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00492	AR	AUSGANG	RELATION	P912-E0365	529	f56r	HERBAL	P1009-S029	25	f56r.4	stachelköpfiges Kraut in mehreren Reifestufen	okar	OK+AR	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P912-E0364	Y	NONE	NONE	K=GEBEN	P912-E0363	23	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0365	25	1	OK=SETZEN[AR=AUSGANG]	SINGLE	SINGLE	NONE	P912-E0366	CHD+Y	CHD@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[AR=AUSGANG]	OK=SETZEN[AR=AUSGANG]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00493	Y	AKTIVER POSTEN	ARGUMENT	P912-E0366	530	f56r	HERBAL	P1009-S029	26	f56r.4	stachelköpfiges Kraut in mehreren Reifestufen	chdy	CHD+Y	2	CHD	CARD_END	CHD@1	CHD=UMSETZEN	NONE	NONE	P912-E0365	OK+AR	OK@1	OK=SETZEN	OK=SETZEN	P912-E0365	25	NO	SAME_CARD_LEFT_ACTION	CHD	UMSETZEN	P912-E0366	26	1	CHD=UMSETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0367	HO+CH+OR	CH@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CHD=UMSETZEN[Y=AKTIVER POSTEN]	CHD=UMSETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00494	OR	EINHEIT	ARGUMENT	P912-E0367	531	f56r	HERBAL	P1009-S029	27	f56r.5	stachelköpfiges Kraut in mehreren Reifestufen	chochor	HO+CH+OR	3	CH	CARD_END	CH@2	CH=NEHMEN	NONE	NONE	P912-E0366	CHD+Y	CHD@1	CHD=UMSETZEN	CHD=UMSETZEN	P912-E0366	26	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0367	27	2	CH=NEHMEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0368	HO	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00495	AL	ZIELORT	RELATION	P912-E0369	533	f56r	HERBAL	P1009-S029	29	f56r.5	stachelköpfiges Kraut in mehreren Reifestufen	chodaly	HO+AL+Y	2	HO	Y	NONE	NONE	NONE	NONE	P912-E0368	HO	NONE	NONE	CH=NEHMEN	P912-E0367	27	NO	INHERITED_ACTION	CH	NEHMEN	P912-E0367	27	2	CH=NEHMEN⟨GEERBT⟩[AL=ZIELORT]	SINGLE	SINGLE	NONE	P912-E0370	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[AL=ZIELORT]	CH=NEHMEN⟨GEERBT⟩[AL=ZIELORT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00496	Y	AKTIVER POSTEN	ARGUMENT	P912-E0369	533	f56r	HERBAL	P1009-S029	29	f56r.5	stachelköpfiges Kraut in mehreren Reifestufen	chodaly	HO+AL+Y	3	AL	CARD_END	NONE	NONE	NONE	NONE	P912-E0368	HO	NONE	NONE	CH=NEHMEN	P912-E0367	27	NO	INHERITED_ACTION	CH	NEHMEN	P912-E0367	27	2	CH=NEHMEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0370	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	CH=NEHMEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00497	AIIN	WERT	ARGUMENT	P912-E0370	534	f56r	HERBAL	P1009-S029	30	f56r.5	stachelköpfiges Kraut in mehreren Reifestufen	daiin	AIIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0369	HO+AL+Y	NONE	NONE	CH=NEHMEN	P912-E0367	27	NO	INHERITED_ACTION	CH	NEHMEN	P912-E0367	27	2	CH=NEHMEN⟨GEERBT⟩[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0371	Y+K+CH+O	K@2|CH@3	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN⟨GEERBT⟩[AIIN=WERT]	CH=NEHMEN⟨GEERBT⟩[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
