target_ordinal	surface	final_recipe	observed_requirement_modes	anchor_recipe	anchor_start_atom	anchor_atom_count	old_anchor_event_count	old_anchor_surface_count	old_anchor_surfaces	extension_direction	left_extension_recipe	right_extension_recipe	visible_stem_status	visible_stem_surface	visible_left_extension	visible_right_extension	interface_count	old_supported_interface_count	full_arm_joint_count	repeated_invariant_visible_channel_count	anchor_context_modes	anchor_context_relation	old_supercard_event_count	old_supercard_recipe_count	old_supercard_recipes	old_supercard_context_modes	old_supercard_context_relation	structural_support_class	neutral_surface_phrase_de	known_contextual_readings_de	working_default	guard
54	folchol	LOCAL_CHAR_F+OL+OL	REQUIRES_ACTIVE_ACTION	OL+OL	2	2	2	1	olol	LEFT_EXTENSION	LOCAL_CHAR_F	NONE	NO_EXACT_OLD_SURFACE_STEM	NONE	NONE	NONE	1	1	0	0	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_DISJOINT	0	0	NONE	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	Hier; zweimal fortsetzen.	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
55	fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	SELF_CONTAINED	SH+O+D_ADDR	2	3	2	1	shod	BOTH_SIDES	LOCAL_CHAR_F	CH+Y	ALIGNED_EXACT_OLD_SURFACE_STEM	shod	f	chy	2	2	0	2	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Hier; den Posten halten und nehmen; zur Ausführung; hier.	Halte den Pflanzenposten und nimm den Pflanzenposten; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
56	kardy	K+AR+DY	REQUIRES_ACTIVE_ARGUMENT	K+AR	1	2	6	2	kar|skar	RIGHT_EXTENSION	NONE	DY	ALIGNED_EXACT_OLD_SURFACE_STEM	kar	NONE	dy	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Geben; vom Ausgang; abschließen.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
57	kcheeky	K+CH+EE+K+Y	SELF_CONTAINED	K+Y	4	2	7	2	kchy|ky	LEFT_EXTENSION	K+CH+EE	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ky	kchee	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten geben, nehmen und erneut geben; auf Grad II.	Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
58	kcheody	K+CH+E+O+D_ADDR+Y	SELF_CONTAINED	CH+E+O	2	3	6	1	cheo	BOTH_SIDES	K	D_ADDR+Y	ALIGNED_EXACT_OLD_SURFACE_STEM	cheo	k	dy	2	2	1	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
59	kchody	K+CH+O+D_ADDR+Y	SELF_CONTAINED	CH+O+D_ADDR+Y	2	4	8	1	chody	LEFT_EXTENSION	K	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	chody	k	NONE	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten geben und nehmen; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
60	kechody	K+E+CH+O+D_ADDR+Y	SELF_CONTAINED	CH+O+D_ADDR+Y	3	4	8	1	chody	LEFT_EXTENSION	K+E	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	chody	ke	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
61	keedey	K+EE+D_ADDR+E+Y	SELF_CONTAINED	E+Y	4	2	5	3	edy|ey|qey	LEFT_EXTENSION	K+EE+D_ADDR	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ey	keed	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten geben; auf Grad II; hier; auf Grad I.	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
63	keody	K+E+O+D_ADDR+Y	SELF_CONTAINED	O+D_ADDR+Y	3	3	1	1	qodchy	LEFT_EXTENSION	K+E	NONE	NO_EXACT_OLD_SURFACE_STEM	NONE	NONE	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	Den Posten geben; auf Grad I; zur Ausführung; hier.	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. || Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
64	kodalchy	K+O+D_ADDR+AL+CH+Y	SELF_CONTAINED	K+O+D_ADDR	1	3	1	1	kod	RIGHT_EXTENSION	NONE	AL+CH+Y	ALIGNED_EXACT_OLD_SURFACE_STEM	kod	NONE	alchy	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten geben und nehmen; zur Ausführung; hier; am Zielort.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
66	kody	K+O+DY	SELF_CONTAINED	O+DY	2	2	5	1	ody	LEFT_EXTENSION	K	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ody	k	NONE	1	1	1	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	2	2	CH+EE+CH+K+O+DY|CH+K+O+DY	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	Geben; zur Ausführung; abschließen.	Ordne zu; zur Ausführung; schließe den Schritt.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
68	lkeol	L+K+E+OL	REQUIRES_ACTIVE_ARGUMENT	K+E+OL	2	3	4	1	keol	LEFT_EXTENSION	L	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	keol	l	NONE	1	1	0	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Über die Verbindung; geben; auf Grad I; fortsetzen.	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung; auf Grad I; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
69	lodaiin	L+O+D_ADDR+AIIN	REQUIRES_ACTIVE_ACTION	O+D_ADDR+AIIN	2	3	6	1	odaiin	LEFT_EXTENSION	L	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	odaiin	l	NONE	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Über die Verbindung; zur Ausführung; hier; Wert.	Im laufenden Satz ordne den Kennwert zu; über die Eintragsverbindung; zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
72	ltsholy	L+T+SH+OL+Y	SELF_CONTAINED	T+SH+OL	2	3	1	1	tshol	BOTH_SIDES	L	Y	ALIGNED_EXACT_OLD_SURFACE_STEM	tshol	l	y	2	2	0	2	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
73	ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	O+LOCAL_CHAR_F+AR	1	3	1	1	ofar	RIGHT_EXTENSION	NONE	AM_ADDR	ALIGNED_EXACT_OLD_SURFACE_STEM	ofar	NONE	am	1	0	0	0	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_WITH_NEW_INTERFACE	Zur Ausführung; hier; vom Ausgang; hier.	Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
75	okedals	OK+AL+S	REQUIRES_ACTIVE_ARGUMENT	OK+AL	1	2	47	5	chokal|chykald|okal|okedal|qokal	RIGHT_EXTENSION	NONE	S	ALIGNED_EXACT_OLD_SURFACE_STEM	okedal	NONE	s	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Setzen und wählen; am Zielort.	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
76	okedam	OK+E+D_ADDR+AM_ADDR	REQUIRES_ACTIVE_ARGUMENT	OK+E+D_ADDR	1	3	3	1	qoked	RIGHT_EXTENSION	NONE	AM_ADDR	NO_EXACT_OLD_SURFACE_STEM	NONE	NONE	NONE	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	Setzen; auf Grad I; hier; hier.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
78	olsheor	OL+SH+E+OR	SELF_CONTAINED	SH+E+OR	2	3	5	1	sheor	LEFT_EXTENSION	OL	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	sheor	ol	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Fortsetzen; die Einheit halten; auf Grad I.	Halte die Arbeitseinheit; auf Grad I; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
79	otalor	OT+AL+OR	REQUIRES_ACTIVE_ACTION	OT+AL	1	2	16	3	chotal|otal|qotal	RIGHT_EXTENSION	NONE	OR	ALIGNED_EXACT_OLD_SURFACE_STEM	otal	NONE	or	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Danach; am Zielort; Einheit.	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
81	pchof	P+CH+O+LOCAL_CHAR_F	SELF_CONTAINED	O+LOCAL_CHAR_F	3	2	1	1	qof	LEFT_EXTENSION	P+CH	NONE	NO_EXACT_OLD_SURFACE_STEM	NONE	NONE	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	Einsetzen und nehmen; zur Ausführung; hier.	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
83	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	SELF_CONTAINED	O+CH+E+Y	4	4	1	1	ochey	LEFT_EXTENSION	P+O+LOCAL_CHAR_F	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ochey	pof	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten einsetzen und nehmen; zur Ausführung; hier; erneut zur Ausführung; auf Grad I.	Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
84	psheody	P+SH+E+O+D_ADDR+Y	SELF_CONTAINED	SH+E+O+D_ADDR+Y	2	5	5	2	sheody|sheshdy	LEFT_EXTENSION	P	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	sheody	p	NONE	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten einsetzen und halten; auf Grad I; zur Ausführung; hier.	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
85	pydaiin	P+Y+D_ADDR+AIIN	SELF_CONTAINED	Y+D_ADDR+AIIN	2	3	5	1	ydaiin	LEFT_EXTENSION	P	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ydaiin	p	NONE	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten und den Wert einsetzen; hier.	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
88	qoekedy	CARRIER_Q+O+E+K+E+DY	REQUIRES_ACTIVE_ARGUMENT	K+E+DY	4	3	1	1	kedy	LEFT_EXTENSION	CARRIER_Q+O+E	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	kedy	qoe	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
94	qokshd	OK+SH+D_ADDR	SELF_CONTAINED	OK+SH	1	2	1	1	qoksh	RIGHT_EXTENSION	NONE	D_ADDR	ALIGNED_EXACT_OLD_SURFACE_STEM	qoksh	NONE	d	1	1	0	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Setzen und halten; hier.	Trage ein und halte fest; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
95	qopaiin	CARRIER_Q+O+P+AIIN	SELF_CONTAINED	CARRIER_Q+O+P	1	3	1	1	qop	RIGHT_EXTENSION	NONE	AIIN	ALIGNED_EXACT_OLD_SURFACE_STEM	qop	NONE	aiin	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
96	qotchoiin	OT+CH+O+IIN	REQUIRES_ACTIVE_ARGUMENT	O+IIN	3	2	13	4	oiiiin|oiiin|oiin|oin	LEFT_EXTENSION	OT+CH	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	oiin	qotch	NONE	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Danach; nehmen; zur Ausführung; auf der bezeichneten Stufe.	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
98	qoteeod	OT+EE+O+D_ADDR	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	OT+EE+O	1	3	1	1	oteeo	RIGHT_EXTENSION	NONE	D_ADDR	DIRECTION_MISMATCH_EXACT_OLD_SURFACE_STEM	oteeo	q	d	1	1	1	0	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	1	1	OT+EE+O+D_ADDR+AIIN	REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_DISJOINT	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	Danach; auf Grad II; zur Ausführung; hier.	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
99	qoteoly	OT+E+OL+Y	REQUIRES_ACTIVE_ACTION	OT+E+OL	1	3	6	2	oteol|qoteol	RIGHT_EXTENSION	NONE	Y	ALIGNED_EXACT_OLD_SURFACE_STEM	qoteol	NONE	y	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Danach; auf Grad I; fortsetzen; Posten.	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
100	rotaiin	R+OT+AIIN	SELF_CONTAINED	OT+AIIN	2	2	20	3	chotaiin|otaiin|qotaiin	LEFT_EXTENSION	R	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	otaiin	r	NONE	1	0	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_WITH_NEW_INTERFACE	Den Wert markieren; danach.	Danach: kennzeichne den Kennwert.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
101	saiis	S+A_ADDR+IIN+S	SELF_CONTAINED	S+A_ADDR	1	2	1	1	sa	RIGHT_EXTENSION	NONE	IIN+S	ALIGNED_EXACT_OLD_SURFACE_STEM	sa	NONE	iis	1	1	1	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	1	1	S+A_ADDR+IIN+S+OL	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	Zweimal wählen; hier; auf der bezeichneten Stufe.	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
103	shckhar	SH+CH+K+AR	REQUIRES_ACTIVE_ARGUMENT	CH+K+AR	2	3	4	3	chekar|chkar|ckhar	LEFT_EXTENSION	SH	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ckhar	sh	NONE	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Halten, nehmen und geben; vom Ausgang.	Halte den laufenden Eintrag [wie zuvor] fest, entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
104	shckheody	SH+CH+K+E+O+DY	REQUIRES_ACTIVE_ARGUMENT	E+O	4	2	2	1	eo	BOTH_SIDES	SH+CH+K	DY	ALIGNED_EXACT_OLD_SURFACE_STEM	eo	shckh	dy	2	2	1	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Halten, nehmen und geben; auf Grad I; zur Ausführung; abschließen.	Halte die Eintragseinheit [wie zuvor] fest, entnimm die Eintragseinheit [wie zuvor] und ordne die Eintragseinheit [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
