clause_id	instruction_id	record	page	clause_no	anchor_card_no	action_components	member_card_nos	source_position_ids	visible_event_ids	attachment_status	reparsed_clause_de	component_values_unchanged
I050-C02	I050	B3	f83r	2	PROC076	CHD	PROC131|PROC003|PROC076	SRC_E237|SRC_E238|SRC_E239	E237|E238|E239	DIRECT_ACTION_BUNDLE	danach den laufenden Posten von dort an der bezeichneten Stelle umsetzen und den Schritt schließen	YES
I051-C01	I051	B3	f83r	1	PROC133	CHD	PROC133	SRC_E240	E240	DIRECT_ACTION_BUNDLE	den laufenden Posten umsetzen	YES
I051-C02	I051	B3	f83r	2	PROC048	OK	PROC048	SRC_E241	E241	DIRECT_ACTION_BUNDLE	den laufenden Posten an der bezeichneten Stelle ansetzen	YES
I051-C03	I051	B3	f83r	3	PROC079	CHD	PROC079	SRC_E242	E242	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter umsetzen und den Schritt schließen	YES
I052-C01	I052	B3	f83r	1	PROC038	OK	PROC038	SRC_E243	E243	DIRECT_ACTION_BUNDLE	den laufenden Posten nach vorgeschriebenem Maß ansetzen	YES
I052-C02	I052	B3	f83r	2	PROC042	CHD	PROC042	SRC_E244	E244	DIRECT_ACTION_BUNDLE	den laufenden Posten umsetzen	YES
I052-C03	I052	B3	f83r	3	PROC100	OK	PROC100	SRC_E245	E245	DIRECT_ACTION_BUNDLE	den laufenden Posten länger ansetzen und den Schritt schließen	YES
I053-C01	I053	B3	f83r	1	PROC120	L|CHD	PROC120	SRC_E246	E246	DIRECT_ACTION_BUNDLE	den laufenden Posten führen und umsetzen und den Schritt schließen	YES
I054-C01	I054	B3	f83r	1	PROC008	OK	PROC008	SRC_E247	E247	DIRECT_ACTION_BUNDLE	den laufenden Posten ansetzen	YES
I054-C02	I054	B3	f83r	2	PROC134	P|CHD	PROC134|PROC135	SRC_E248|SRC_E249	E248|E249	DIRECT_ACTION_BUNDLE	danach den laufenden Posten an der bezeichneten Stelle kurz hineingeben und umsetzen und den Schritt schließen	YES
I055-C01	I055	B3	f83r	1	PROC136	SH|CHD	PROC136	SRC_E250	E250	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz bis bereit halten und umsetzen	YES
I055-C02	I055	B3	f83r	2	PROC008	OK	PROC008	SRC_E251	E251	DIRECT_ACTION_BUNDLE	den laufenden Posten ansetzen	YES
I055-C03	I055	B3	f83r	3	PROC042	CHD	PROC042	SRC_E252	E252	DIRECT_ACTION_BUNDLE	den laufenden Posten umsetzen	YES
I055-C04	I055	B3	f83r	4	PROC078	SHED	PROC137|PROC016|PROC078	SRC_E253|SRC_E254|SRC_E255	E253|E254|E255	DIRECT_ACTION_BUNDLE	den laufenden Posten von dort absetzen und den Schritt schließen	YES
I056-C01	I056	B3	f83r	1	PROC038	OK	PROC038	SRC_E256	E256	DIRECT_ACTION_BUNDLE	den laufenden Posten nach vorgeschriebenem Maß ansetzen	YES
I056-C02	I056	B3	f83r	2	PROC069	K	PROC069	SRC_E257	E257	DIRECT_ACTION_BUNDLE	eine Portion zuführen	YES
I056-C03	I056	B3	f83r	3	PROC067	OK	PROC117|PROC067	SRC_E258|SRC_E259	E258|E259	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz bis bereit ansetzen und den Schritt schließen	YES
I057-C01	I057	B3	f83r	1	PROC138	OK	PROC138	SRC_E260	E260	DIRECT_ACTION_BUNDLE	den laufenden Posten im Lauf ansetzen	YES
I057-C02	I057	B3	f83r	2	PROC139	SH	PROC139	SRC_E261	E261	DIRECT_ACTION_BUNDLE	den laufenden Posten länger halten und den Schritt schließen	YES
I058-C01	I058	B3	f83r	1	PROC120	L|CHD	PROC120	SRC_E262	E262	DIRECT_ACTION_BUNDLE	den laufenden Posten führen und umsetzen und den Schritt schließen	YES
I059-C01	I059	B3	f83r	1	PROC140	L	PROC140	SRC_E263	E263	DIRECT_ACTION_BUNDLE	den laufenden Posten im Arbeitsgang führen	YES
I059-C02	I059	B3	f83r	2	PROC091	OK|CHD	PROC091	SRC_E264	E264	DIRECT_ACTION_BUNDLE	den laufenden Posten ansetzen und umsetzen und den Schritt schließen	YES
I060-C01	I060	B3	f83r	1	PROC100	OK	PROC100	SRC_E265	E265	DIRECT_ACTION_BUNDLE	den laufenden Posten länger ansetzen und den Schritt schließen	YES
I061-C01	I061	B3	f83r	1	PROC078	SHED	PROC078	SRC_E266	E266	DIRECT_ACTION_BUNDLE	den laufenden Posten absetzen und den Schritt schließen	YES
I062-C01	I062	B3	f83r	1	PROC141	OK|SH	PROC141	SRC_E267	E267	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz ansetzen und halten und den Schritt schließen	YES
I063-C01	I063	B3	f83r	1	PROC120	L|CHD	PROC055|PROC120	SRC_E268|SRC_E269	E268|E269	DIRECT_ACTION_BUNDLE	den laufenden Posten an der bezeichneten Stelle führen und umsetzen und den Schritt schließen	YES
I064-C01	I064	B3	f83r	1	PROC038	OK	PROC038	SRC_E270	E270	DIRECT_ACTION_BUNDLE	den laufenden Posten nach vorgeschriebenem Maß ansetzen	YES
I064-C02	I064	B3	f83r	2	PROC142	SHED	PROC014|PROC055|PROC019|PROC009|PROC142	SRC_E271|SRC_E272|SRC_E273|SRC_E274|SRC_E275	E271|E272|E273|E274|E275	DIRECT_ACTION_BUNDLE	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit absetzen	YES
I064-C03	I064	B3	f83r	3	PROC143	SH	PROC143	SRC_E276	E276	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz bis bereit halten	YES
I064-C04	I064	B3	f83r	4	PROC144	CHD	PROC019|PROC055|PROC014|PROC144	SRC_E277|SRC_E278|SRC_E279|SRC_E280	E277|E278|E279|E280	DIRECT_ACTION_BUNDLE	den laufenden Posten an der bezeichneten Stelle bis bereit umsetzen und den Schritt schließen	YES
I065-C01	I065	B3	f83r	1	PROC145	CHD	PROC145	SRC_E281	E281	DIRECT_ACTION_BUNDLE	danach den laufenden Posten umsetzen und den Schritt schließen	YES
I066-C01	I066	B3	f83r	1	PROC120	L|CHD	PROC120	SRC_E282	E282	DIRECT_ACTION_BUNDLE	den laufenden Posten führen und umsetzen und den Schritt schließen	YES
I067-C01	I067	B3	f83r	1	PROC076	CHD	PROC076	SRC_E283	E283	DIRECT_ACTION_BUNDLE	den laufenden Posten umsetzen und den Schritt schließen	YES
I068-C01	I068	B3	f83r	1	PROC082	OK|CHD	PROC082	SRC_E284	E284	DIRECT_ACTION_BUNDLE	den laufenden Posten ansetzen und umsetzen und den Schritt schließen	YES
I069-C01	I069	B3	f83r	1	PROC147	L	PROC146|PROC147	SRC_E285|SRC_E286	E285|E286	DIRECT_ACTION_BUNDLE	den laufenden Posten von dort nach vorgeschriebenem Maß länger führen	YES
I069-C02	I069	B3	f83r	2	PROC042	CHD	PROC042	SRC_E287	E287	DIRECT_ACTION_BUNDLE	den laufenden Posten umsetzen	YES
I069-C03	I069	B3	f83r	3	PROC080	OK	PROC080	SRC_E288	E288	DIRECT_ACTION_BUNDLE	eine Portion ansetzen	YES
I069-C04	I069	B3	f83r	4	PROC148	R	PROC014|PROC148	SRC_E289|SRC_E290	E289|E290	DIRECT_ACTION_BUNDLE	den laufenden Posten an der bezeichneten Stelle bis bereit abkühlen	YES
I069-C05	I069	B3	f83r	5	PROC098	SOLK	PROC098	SRC_E291	E291	DIRECT_ACTION_BUNDLE	den laufenden Posten länger auffangen und den Schritt schließen	YES
I070-C01	I070	B3	f83r	1	INHERITED_FROM_RECORD	INHERITED_ACTION	PROC129	SRC_E292	E292	ELLIPTIC_INHERITED_ACTION	danach länger einwirken lassen und den Schritt schließen	YES
I071-C01	I071	B3	f83r	1	PROC092	OK	PROC092	SRC_E293	E293	DIRECT_ACTION_BUNDLE	den laufenden Posten länger ansetzen	YES
I071-C02	I071	B3	f83r	2	PROC067	OK	PROC067	SRC_E294	E294	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz ansetzen und den Schritt schließen	YES
I072-C01	I072	B3	f83r	1	PROC149	T	PROC013|PROC149	SRC_E295|SRC_E296	E295|E296	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter vollständig eintragen	YES
I072-C02	I072	B3	f83r	2	PROC067	OK	PROC067	SRC_E297	E297	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz ansetzen und den Schritt schließen	YES
I073-C01	I073	B3	f83r	1	PROC008	OK	PROC008	SRC_E298	E298	DIRECT_ACTION_BUNDLE	den laufenden Posten ansetzen	YES
I073-C02	I073	B3	f83r	2	PROC150	CHD	PROC009|PROC150	SRC_E299|SRC_E300	E299|E300	DIRECT_ACTION_BUNDLE	den laufenden Posten nach vorgeschriebenem Maß im Lauf umsetzen	YES
I073-C03	I073	B3	f83r	3	PROC145	CHD	PROC145	SRC_E301	E301	DIRECT_ACTION_BUNDLE	danach den laufenden Posten umsetzen und den Schritt schließen	YES
I074-C01	I074	B3	f83r	1	PROC100	OK	PROC100	SRC_E302	E302	DIRECT_ACTION_BUNDLE	den laufenden Posten länger ansetzen und den Schritt schließen	YES
I075-C01	I075	B3	f83r	1	PROC151	CHD	PROC151	SRC_E303	E303	DIRECT_ACTION_BUNDLE	eine Portion umsetzen	YES
I075-C02	I075	B3	f83r	2	PROC042	CHD	PROC042|PROC152|PROC112|PROC135	SRC_E304|SRC_E305|SRC_E306|SRC_E307	E304|E305|E306|E307	DIRECT_ACTION_BUNDLE	danach den laufenden Posten nach vorgeschriebenem Maß kurz umsetzen und den Schritt schließen	YES
I076-C01	I076	B3	f83r	1	PROC108	L	PROC108	SRC_E308	E308	DIRECT_ACTION_BUNDLE	den laufenden Posten führen und den Schritt schließen	YES
I077-C01	I077	B3	f83r	1	PROC004	T	PROC097|PROC014|PROC004	SRC_E309|SRC_E310|SRC_E311	E309|E310|E311	DIRECT_ACTION_BUNDLE	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	YES
I077-C02	I077	B3	f83r	2	PROC078	SHED	PROC112|PROC153|PROC078	SRC_E312|SRC_E313|SRC_E314	E312|E313|E314	DIRECT_ACTION_BUNDLE	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle absetzen und den Schritt schließen	YES
I078-C01	I078	B4	f83r	1	PROC100	OK	PROC100	SRC_E315	E315	DIRECT_ACTION_BUNDLE	den laufenden Posten länger ansetzen und den Schritt schließen	YES
I079-C01	I079	B4	f83r	1	PROC092	OK	PROC154|PROC092	SRC_E316|SRC_E317	E316|E317	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter länger ansetzen	YES
I079-C02	I079	B4	f83r	2	PROC067	OK	PROC067	SRC_E318	E318	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz ansetzen und den Schritt schließen	YES
I080-C01	I080	B4	f83r	1	PROC042	CHD	PROC042	SRC_E319	E319	DIRECT_ACTION_BUNDLE	den laufenden Posten umsetzen	YES
I080-C02	I080	B4	f83r	2	PROC092	OK	PROC131|PROC065|PROC092	SRC_E320|SRC_E321|SRC_E322	E320|E321|E322	DIRECT_ACTION_BUNDLE	danach den laufenden Posten an der bezeichneten Stelle länger ansetzen	YES
I080-C03	I080	B4	f83r	3	PROC008	OK	PROC008	SRC_E323	E323	DIRECT_ACTION_BUNDLE	den laufenden Posten ansetzen	YES
I080-C04	I080	B4	f83r	4	PROC078	SHED	PROC013|PROC078	SRC_E324|SRC_E325	E324|E325	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter absetzen und den Schritt schließen	YES
I081-C01	I081	B4	f83r	1	PROC155	OK|LD	PROC155	SRC_E326	E326	DIRECT_ACTION_BUNDLE	den laufenden Posten ansetzen und befestigen und den Schritt schließen	YES
I082-C01	I082	B4	f83r	1	PROC042	CHD	PROC156|PROC042	SRC_E327|SRC_E328	E327|E328	DIRECT_ACTION_BUNDLE	den laufenden Posten als Portion umsetzen	YES
I082-C02	I082	B4	f83r	2	PROC100	OK	PROC100	SRC_E329	E329	DIRECT_ACTION_BUNDLE	den laufenden Posten länger ansetzen und den Schritt schließen	YES
I083-C01	I083	B4	f83r	1	PROC099	SH	PROC099	SRC_E330	E330	DIRECT_ACTION_BUNDLE	den laufenden Posten durch den Durchlass kurz halten und den Schritt schließen	YES
I084-C01	I084	B4	f83r	1	PROC099	SH	PROC099	SRC_E331	E331	DIRECT_ACTION_BUNDLE	den laufenden Posten durch den Durchlass kurz halten und den Schritt schließen	YES
I085-C01	I085	B4	f83r	1	PROC046	CHK	PROC009|PROC046	SRC_E332|SRC_E333	E332|E333	DIRECT_ACTION_BUNDLE	den laufenden Posten nach vorgeschriebenem Maß länger wärmen	YES
I085-C02	I085	B4	f83r	2	PROC157	SH	PROC157	SRC_E334	E334	DIRECT_ACTION_BUNDLE	den laufenden Posten länger halten	YES
I085-C03	I085	B4	f83r	3	PROC067	OK	PROC067	SRC_E335	E335	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz ansetzen und den Schritt schließen	YES
I086-C01	I086	B4	f83r	1	PROC078	SHED	PROC078	SRC_E336	E336	DIRECT_ACTION_BUNDLE	den laufenden Posten absetzen und den Schritt schließen	YES
I087-C01	I087	B4	f83r	1	INHERITED_FROM_RECORD	INHERITED_ACTION	PROC047	SRC_E337	E337	ELLIPTIC_INHERITED_ACTION	weiterarbeiten und den Schritt schließen	YES
I088-C01	I088	B4	f83r	1	PROC083	CHK	PROC009|PROC083	SRC_E338|SRC_E339	E338|E339	DIRECT_ACTION_BUNDLE	den laufenden Posten nach vorgeschriebenem Maß kurz wärmen	YES
I088-C02	I088	B4	f83r	2	PROC158	OK	PROC158	SRC_E340	E340	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter länger ansetzen	YES
I088-C03	I088	B4	f83r	3	PROC080	OK	PROC080	SRC_E341	E341	DIRECT_ACTION_BUNDLE	eine Portion ansetzen	YES
I088-C04	I088	B4	f83r	4	PROC042	CHD	PROC042	SRC_E342	E342	DIRECT_ACTION_BUNDLE	den laufenden Posten umsetzen	YES
I088-C05	I088	B4	f83r	5	PROC159	L|K	PROC013|PROC159	SRC_E343|SRC_E344	E343|E344	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter kurz führen und zuführen und den Schritt schließen	YES
I089-C01	I089	B4	f83r	1	PROC120	L|CHD	PROC120	SRC_E345	E345	DIRECT_ACTION_BUNDLE	den laufenden Posten führen und umsetzen und den Schritt schließen	YES
I090-C01	I090	B4	f83r	1	PROC160	OK	PROC160	SRC_E346	E346	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter ansetzen	YES
I090-C02	I090	B4	f83r	2	PROC078	SHED	PROC078	SRC_E347	E347	DIRECT_ACTION_BUNDLE	den laufenden Posten absetzen und den Schritt schließen	YES
I091-C01	I091	B4	f83r	1	INHERITED_FROM_RECORD	INHERITED_ACTION	PROC016|PROC019|PROC161|PROC162	SRC_E348|SRC_E349|SRC_E350|SRC_E351	E348|E349|E350|E351	ELLIPTIC_INHERITED_ACTION	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	YES
I092-C01	I092	B4	f83r	1	PROC080	OK	PROC080	SRC_E352	E352	DIRECT_ACTION_BUNDLE	eine Portion ansetzen	YES
I092-C02	I092	B4	f83r	2	PROC031	SH	PROC031	SRC_E353	E353	DIRECT_ACTION_BUNDLE	den laufenden Posten länger halten	YES
I092-C03	I092	B4	f83r	3	PROC069	K	PROC069	SRC_E354	E354	DIRECT_ACTION_BUNDLE	eine Portion zuführen	YES
I092-C04	I092	B4	f83r	4	PROC163	CH	PROC163	SRC_E355	E355	DIRECT_ACTION_BUNDLE	den laufenden Posten an der bezeichneten Stelle durch den Durchlass abziehen	YES
I092-C05	I092	B4	f83r	5	PROC164	SOLK	PROC164	SRC_E356	E356	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz auffangen	YES
I092-C06	I092	B4	f83r	6	PROC120	L|CHD	PROC120	SRC_E357	E357	DIRECT_ACTION_BUNDLE	den laufenden Posten führen und umsetzen und den Schritt schließen	YES
I093-C01	I093	B4	f83r	1	PROC070	K	PROC070	SRC_E358	E358	DIRECT_ACTION_BUNDLE	eine Portion weiter zuführen	YES
I093-C02	I093	B4	f83r	2	PROC165	K	PROC055|PROC165	SRC_E359|SRC_E360	E359|E360	DIRECT_ACTION_BUNDLE	den laufenden Posten von dort an der bezeichneten Stelle zuführen	YES
I093-C03	I093	B4	f83r	3	PROC078	SHED	PROC078	SRC_E361	E361	DIRECT_ACTION_BUNDLE	den laufenden Posten absetzen und den Schritt schließen	YES
I094-C01	I094	B5	f83r	1	PROC166	CHD	PROC166	SRC_E362	E362	DIRECT_ACTION_BUNDLE	danach den laufenden Posten umsetzen und den Schritt schließen	YES
I095-C01	I095	B5	f83r	1	PROC082	OK|CHD	PROC082	SRC_E363	E363	DIRECT_ACTION_BUNDLE	den laufenden Posten ansetzen und umsetzen und den Schritt schließen	YES
I096-C01	I096	B5	f83r	1	PROC142	SHED	PROC142	SRC_E364	E364	DIRECT_ACTION_BUNDLE	den laufenden Posten an der bezeichneten Stelle absetzen	YES
I096-C02	I096	B5	f83r	2	PROC167	L	PROC055|PROC013|PROC167	SRC_E365|SRC_E366|SRC_E367	E365|E366|E367	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter an der bezeichneten Stelle führen	YES
I096-C03	I096	B5	f83r	3	PROC168	CHD	PROC168	SRC_E368	E368	DIRECT_ACTION_BUNDLE	den laufenden Posten an der bezeichneten Stelle umsetzen	YES
I096-C04	I096	B5	f83r	4	PROC042	CHD	PROC009|PROC013|PROC169|PROC042	SRC_E369|SRC_E370|SRC_E371|SRC_E372	E369|E370|E371|E372	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe umsetzen	YES
I097-C01	I097	B6	f83r	1	PROC170	SOLK	PROC170	SRC_E373	E373	DIRECT_ACTION_BUNDLE	den laufenden Posten länger auffangen	YES
I097-C02	I097	B6	f83r	2	PROC171	K	PROC171	SRC_E374	E374	DIRECT_ACTION_BUNDLE	den laufenden Posten kurz zuführen	YES
I097-C03	I097	B6	f83r	3	PROC172	R	PROC172	SRC_E375	E375	DIRECT_ACTION_BUNDLE	den laufenden Posten an der bezeichneten Stelle abkühlen	YES
I097-C04	I097	B6	f83r	4	PROC173	L	PROC013|PROC009|PROC013|PROC156|PROC019|PROC173	SRC_E376|SRC_E377|SRC_E378|SRC_E379|SRC_E380|SRC_E381	E376|E377|E378|E379|E380|E381	DIRECT_ACTION_BUNDLE	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle führen	YES
