alias_ordinal	alias_id	alias_class	event_id	statement_id	physical_page	register	owner_id	inherited_root	lexical_source_kind	lexical_source_event_id	lexical_source_atom_position	lexical_source_key	source_layer	guard
870	GDT581-I0870	ACTION_ALIAS	G407-E2362	G407-S303	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:unbebilderter Textabschnitt D:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
871	GDT581-I0871	ACTION_ALIAS	G407-E2366	G407-S305	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	CHD	SAME_STATEMENT_EVENT	G407-E2365	1	G407-E2365@1:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
872	GDT581-I0872	ACTION_ALIAS	G407-E2367	G407-S305	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	CHD	SAME_STATEMENT_EVENT	G407-E2365	1	G407-E2365@1:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
873	GDT581-I0873	ACTION_ALIAS	G407-E2369	G407-S305	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	CHD	SAME_STATEMENT_EVENT	G407-E2368	1	G407-E2368@1:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
874	GDT581-I0874	ACTION_ALIAS	G407-E2374	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	CHD	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:unbebilderter Textabschnitt D:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
875	GDT581-I0875	ACTION_ALIAS	G407-E2375	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	CHD	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:unbebilderter Textabschnitt D:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
876	GDT581-I0876	ACTION_ALIAS	G407-E2376	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	CHD	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:unbebilderter Textabschnitt D:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
877	GDT581-I0877	ACTION_ALIAS	G407-E2379	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	SH	SAME_STATEMENT_EVENT	G407-E2378	1	G407-E2378@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
878	GDT581-I0878	ACTION_ALIAS	G407-E2380	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	SH	SAME_STATEMENT_EVENT	G407-E2378	1	G407-E2378@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
879	GDT581-I0879	ACTION_ALIAS	G407-E2381	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	SH	SAME_STATEMENT_EVENT	G407-E2378	1	G407-E2378@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
880	GDT581-I0880	ACTION_ALIAS	G407-E2384	G407-S309	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:unbebilderter Textabschnitt D:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
881	GDT581-I0881	ACTION_ALIAS	G407-E2388	G407-S309	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	OK	SAME_STATEMENT_EVENT	G407-E2387	1	G407-E2387@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
882	GDT581-I0882	ACTION_ALIAS	G407-E2391	G407-S310	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	OK	SAME_STATEMENT_EVENT	G407-E2390	1	G407-E2390@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
883	GDT581-I0883	ACTION_ALIAS	G407-E2394	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2393	7	G407-E2393@7:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
884	GDT581-I0884	ACTION_ALIAS	G407-E2396	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2395	1	G407-E2395@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
885	GDT581-I0885	ACTION_ALIAS	G407-E2401	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	K	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
886	GDT581-I0886	ACTION_ALIAS	G407-E2403	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD	SAME_STATEMENT_EVENT	G407-E2402	3	G407-E2402@3:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
887	GDT581-I0887	ACTION_ALIAS	G407-E2405	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2404	1	G407-E2404@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
888	GDT581-I0888	ACTION_ALIAS	G407-E2406	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2404	1	G407-E2404@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
889	GDT581-I0889	ACTION_ALIAS	G407-E2412	G407-S313	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2411	1	G407-E2411@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
890	GDT581-I0890	ACTION_ALIAS	G407-E2415	G407-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
891	GDT581-I0891	ACTION_ALIAS	G407-E2419	G407-S317	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
892	GDT581-I0892	ACTION_ALIAS	G407-E2422	G407-S319	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	T	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
893	GDT581-I0893	ACTION_ALIAS	G407-E2423	G407-S320	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	T	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
894	GDT581-I0894	ACTION_ALIAS	G407-E2430	G407-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
895	GDT581-I0895	ACTION_ALIAS	G407-E2437	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
896	GDT581-I0896	ACTION_ALIAS	G407-E2442	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2441	1	G407-E2441@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
897	GDT581-I0897	ACTION_ALIAS	G407-E2446	G407-S328	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
898	GDT581-I0898	ACTION_ALIAS	G407-E2449	G407-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
899	GDT581-I0899	ACTION_ALIAS	G407-E2454	G407-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2453	1	G407-E2453@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
900	GDT581-I0900	ACTION_ALIAS	G407-E2456	G407-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
901	GDT581-I0901	ACTION_ALIAS	G407-E2458	G407-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
902	GDT581-I0902	ACTION_ALIAS	G407-E2464	G407-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
903	GDT581-I0903	ACTION_ALIAS	G407-E2465	G407-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
904	GDT581-I0904	ACTION_ALIAS	G407-E2466	G407-S338	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
905	GDT581-I0905	ACTION_ALIAS	G407-E2469	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2468	1	G407-E2468@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
906	GDT581-I0906	ACTION_ALIAS	G407-E2473	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
907	GDT581-I0907	ACTION_ALIAS	G407-E2474	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
908	GDT581-I0908	ACTION_ALIAS	G407-E2477	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2476	2	G407-E2476@2:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
909	GDT581-I0909	ACTION_ALIAS	G407-E2478	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2476	2	G407-E2476@2:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
910	GDT581-I0910	ACTION_ALIAS	G407-E2479	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2476	2	G407-E2476@2:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
911	GDT581-I0911	ACTION_ALIAS	G407-E2482	G407-S342	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	K	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
912	GDT581-I0912	ACTION_ALIAS	G407-E2484	G407-S342	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	SAME_STATEMENT_EVENT	G407-E2483	1	G407-E2483@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
913	GDT581-I0913	ACTION_ALIAS	G407-E2486	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
914	GDT581-I0914	ACTION_ALIAS	G407-E2492	G407-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2491	1	G407-E2491@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
915	GDT581-I0915	ACTION_ALIAS	G407-E2493	G407-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2491	1	G407-E2491@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
916	GDT581-I0916	ACTION_ALIAS	G407-E2494	G407-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2491	1	G407-E2491@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
917	GDT581-I0917	ACTION_ALIAS	G407-E2497	G407-S346	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
918	GDT581-I0918	ACTION_ALIAS	G407-E2500	G407-S346	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2499	1	G407-E2499@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
919	GDT581-I0919	ACTION_ALIAS	G407-E2509	G407-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2508	1	G407-E2508@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
920	GDT581-I0920	ACTION_ALIAS	G407-E2510	G407-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2508	1	G407-E2508@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
921	GDT581-I0921	ACTION_ALIAS	G407-E2511	G407-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
922	GDT581-I0922	ACTION_ALIAS	G407-E2514	G407-S353	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	R	SAME_STATEMENT_EVENT	G407-E2513	1	G407-E2513@1:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
923	GDT581-I0923	ACTION_ALIAS	G407-E2515	G407-S353	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	R	SAME_STATEMENT_EVENT	G407-E2513	1	G407-E2513@1:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
924	GDT581-I0924	ACTION_ALIAS	G407-E2528	G407-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2527	1	G407-E2527@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
925	GDT581-I0925	ACTION_ALIAS	G407-E2529	G407-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2527	1	G407-E2527@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
926	GDT581-I0926	ACTION_ALIAS	G407-E2535	G407-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	SAME_STATEMENT_EVENT	G407-E2534	2	G407-E2534@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
927	GDT581-I0927	ACTION_ALIAS	G407-E2540	G407-S359	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2539	1	G407-E2539@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
928	GDT581-I0928	ACTION_ALIAS	G407-E2542	G407-S359	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD	SAME_STATEMENT_EVENT	G407-E2541	1	G407-E2541@1:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
929	GDT581-I0929	ACTION_ALIAS	G407-E2543	G407-S359	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD	SAME_STATEMENT_EVENT	G407-E2541	1	G407-E2541@1:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
930	GDT581-I0930	ACTION_ALIAS	G407-E2554	G407-S364	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
931	GDT581-I0931	ACTION_ALIAS	G407-E2555	G407-S365	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
932	GDT581-I0932	ACTION_ALIAS	G407-E2556	G407-S365	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
933	GDT581-I0933	ACTION_ALIAS	G407-E2560	G407-S366	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2559	1	G407-E2559@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
934	GDT581-I0934	ACTION_ALIAS	G407-E2565	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
935	GDT581-I0935	ACTION_ALIAS	G407-E2569	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2568	1	G407-E2568@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
936	GDT581-I0936	ACTION_ALIAS	G407-E2572	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	K	SAME_STATEMENT_EVENT	G407-E2571	2	G407-E2571@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
937	GDT581-I0937	ACTION_ALIAS	G407-E2576	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2575	1	G407-E2575@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
938	GDT581-I0938	ACTION_ALIAS	G407-E2577	G407-S369	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
939	GDT581-I0939	ACTION_ALIAS	G407-E2578	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
940	GDT581-I0940	ACTION_ALIAS	G407-E2579	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
941	GDT581-I0941	ACTION_ALIAS	G407-E2580	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
942	GDT581-I0942	ACTION_ALIAS	G407-E2582	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	SAME_STATEMENT_EVENT	G407-E2581	1	G407-E2581@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
943	GDT581-I0943	ACTION_ALIAS	G407-E2583	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	SAME_STATEMENT_EVENT	G407-E2581	1	G407-E2581@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
944	GDT581-I0944	ACTION_ALIAS	G407-E2587	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	R	SAME_STATEMENT_EVENT	G407-E2586	2	G407-E2586@2:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
945	GDT581-I0945	ACTION_ALIAS	G407-E2589	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD	SAME_STATEMENT_EVENT	G407-E2588	1	G407-E2588@1:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
