voice_repair_ordinal	voice_repair_id	focus_host_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	focus_root	focus_family	focus_final_position	focus_machine_link	attachment_geometry	selected_head_link	selected_head_root	effective_grammar_host_kind	effective_grammar_host_key	voice_head_link	audible_first_action_root	audible_first_imperative	selector_trigger_class	voice_repair_class	source_clause_de	event_repair_id	explicit_head_block_de	guard
34	GDT581-V034	G407-A01145	G407-E1155	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	ydal	Y+AL	AL	RELATION	2	G407-A01145:G407-E1155@2:AL#1	INHERITED_ACTION	G407-E1153@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E1153@1:CH	G407-E1153@1:CH	R	markiere	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang markiere den Positionsposten; zur Zielposition.	GDT581-EV028	Bezug auf das fortgeführte Aufnehmen [G407-E1153@1:CH]: zur Zielposition [G407-A01145:G407-E1155@2:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
35	GDT581-V035	G407-A01190	G407-E1192	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	otar	OT+AR	AR	RELATION	2	G407-A01190:G407-E1192@2:AR#1	BOUNDED_NEXT_CARD_ACTION	G407-E1193@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E1193@1:OK	G407-E1193@1:OK	T	stelle	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: stelle dieselbe Positionseinheit ein; von der Ausgangsposition.	GDT581-EV029	Bezug auf das folgende Setzen [G407-E1193@1:OK]: von der Ausgangsposition [G407-A01190:G407-E1192@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
36	GDT581-V036	G407-A01284	G407-E1276	G407-S068	f72r	CELESTIAL	Tierkreis-Ringgruppe E	dalchdy	AL+CHD+DY	AL	RELATION	1	G407-A01284:G407-E1276@1:AL#1	PREVIOUS_CARD_ACTION	G407-E1275@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E1275@1:OK	G407-E1275@1:OK	CHD	bearbeite	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Bearbeite denselben Positionsposten; zur Zielposition; schließe den Schritt.	GDT581-EV030	Bezug auf das vorangehende Setzen [G407-E1275@1:OK]: zur Zielposition [G407-A01284:G407-E1276@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
37	GDT581-V037	G407-A01377	G407-E1349	G407-S076	f72r	CELESTIAL	Tierkreis-Ringgruppe H	otey	OT+E+Y	E	GRADE	2	G407-A01377:G407-E1349@2:E#1	OWNER_ONLY	OWNER:Tierkreis-Ringgruppe H	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1349:OT>G<END	CONTROL:G407-E1349:OT>G<END	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: bearbeite den Positionsposten; auf Grad I.	GDT581-EV031	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1349:OT>G<END]: auf Grad I [G407-A01377:G407-E1349@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
38	GDT581-V038	G407-A01378	G407-E1349	G407-S076	f72r	CELESTIAL	Tierkreis-Ringgruppe H	otey	OT+E+Y	Y	ARGUMENT	3	G407-A01378:G407-E1349@3:Y#1	OWNER_ONLY	OWNER:Tierkreis-Ringgruppe H	OWNER	OWNER_CONTEXT	OWNER:Tierkreis-Ringgruppe H	OWNER:Tierkreis-Ringgruppe H	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: bearbeite den Positionsposten; auf Grad I.	GDT581-EV031	Bezug auf den Besitzerrahmen [OWNER:Tierkreis-Ringgruppe H]: den Positionsposten [G407-A01378:G407-E1349@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
39	GDT581-V039	G407-A01382	G407-E1353	G407-S077	f72r	CELESTIAL	Tierkreis-Ringgruppe H	oteodar	OT+E+O+D_ADDR+AR	E	GRADE	2	G407-A01382:G407-E1353@2:E#1	BOUNDED_NEXT_CARD_ACTION	G407-E1354@2:K	K	CONTROL_ENVELOPE	CONTROL:G407-E1353:OT>G<END	CONTROL:G407-E1353:OT>G<END	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: halte denselben Positionsposten; auf Grad I und als Ausführung; an der D-Stelle; von der Ausgangsposition.	GDT581-EV032	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1353:OT>G<END]: auf Grad I [G407-A01382:G407-E1353@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
40	GDT581-V040	G407-A01383	G407-E1353	G407-S077	f72r	CELESTIAL	Tierkreis-Ringgruppe H	oteodar	OT+E+O+D_ADDR+AR	AR	RELATION	5	G407-A01383:G407-E1353@5:AR#1	BOUNDED_NEXT_CARD_ACTION	G407-E1354@2:K	K	PRIMARY_ACTION	ACTION:G407-E1354@2:K	G407-E1354@2:K	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte denselben Positionsposten; auf Grad I und als Ausführung; an der D-Stelle; von der Ausgangsposition.	GDT581-EV032	Bezug auf das folgende Zuordnen [G407-E1354@2:K]: von der Ausgangsposition [G407-A01383:G407-E1353@5:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
41	GDT581-V041	G407-A01587	G407-E1521	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dor	D_ADDR+OR	OR	ARGUMENT	2	G407-A01587:G407-E1521@2:OR#1	BOUNDED_NEXT_CARD_ACTION	G407-E1522@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E1522@1:CH	G407-E1522@1:CH	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte die Stationseinheit; an der D-Stelle.	GDT581-EV033	Bezug auf das folgende Entnehmen [G407-E1522@1:CH]: die Stationseinheit [G407-A01587:G407-E1521@2:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
42	GDT581-V042	G407-A01652	G407-E1586	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otain	OT+AIN	AIN	ARGUMENT	2	G407-A01652:G407-E1586@2:AIN#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsanteil.	GDT581-EV034	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: den Stationsanteil [G407-A01652:G407-E1586@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
43	GDT581-V043	G407-A01653	G407-E1587	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	char	AR	AR	RELATION	1	G407-A01653:G407-E1587@1:AR#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsanteil; von der Ausgangsstation.	GDT581-EV035	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01653:G407-E1587@1:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
44	GDT581-V044	G407-A01720	G407-E1641	G407-S120	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shy	Y	Y	ARGUMENT	1	G407-A01720:G407-E1641@1:Y#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten im Stationsgang an.	GDT581-EV036	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: den Stationsposten [G407-A01720:G407-E1641@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
45	GDT581-V045	G407-A01736	G407-E1660	G407-S124	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dar	D_ADDR+AR	AR	RELATION	2	G407-A01736:G407-E1660@2:AR#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation; an der D-Stelle.	GDT581-EV037	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01736:G407-E1660@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
46	GDT581-V046	G407-A01737	G407-E1661	G407-S124	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otar	OT+AR	AR	RELATION	2	G407-A01737:G407-E1661@2:AR#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	GDT581-EV038	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01737:G407-E1661@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
47	GDT581-V047	G407-A01738	G407-E1663	G407-S125	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	Y	ARGUMENT	1	G407-A01738:G407-E1663@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E1664@1:R	R	PRIMARY_ACTION	ACTION:G407-E1664@1:R	G407-E1664@1:R	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten im Stationsgang an.	GDT581-EV039	Bezug auf das folgende Markieren [G407-E1664@1:R]: den Stationsposten [G407-A01738:G407-E1663@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
48	GDT581-V048	G407-A01749	G407-E1676	G407-S129	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	AIN	ARGUMENT	1	G407-A01749:G407-E1676@1:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E1677@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E1677@1:CH	G407-E1677@1:CH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsanteil.	GDT581-EV040	Bezug auf das folgende Entnehmen [G407-E1677@1:CH]: den Stationsanteil [G407-A01749:G407-E1676@1:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
49	GDT581-V049	G407-A01780	G407-E1707	G407-S133	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chey	Y	Y	ARGUMENT	1	G407-A01780:G407-E1707@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E1708@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E1708@1:OK	G407-E1708@1:OK	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten.	GDT581-EV041	Bezug auf das folgende Ansetzen [G407-E1708@1:OK]: den Stationsposten [G407-A01780:G407-E1707@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
50	GDT581-V050	G407-A01783	G407-E1710	G407-S134	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	daldy	AL+DY	AL	RELATION	1	G407-A01783:G407-E1710@1:AL#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; zur Zielstation; schließe den Schritt.	GDT581-EV042	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: zur Zielstation [G407-A01783:G407-E1710@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
51	GDT581-V051	G407-A01792	G407-E1720	G407-S139	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ldy	L+DY	L	RELATION	1	G407-A01792:G407-E1720@1:L#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Halte denselben Stationsanteil; über die sichtbare Verbindung; schließe den Schritt.	GDT581-EV043	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: über die sichtbare Verbindung [G407-A01792:G407-E1720@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
52	GDT581-V052	G407-A01797	G407-E1725	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	l	L	L	RELATION	1	G407-A01797:G407-E1725@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E1726@1:CHD	CHD	PRIMARY_ACTION	ACTION:G407-E1726@1:CHD	G407-E1726@1:CHD	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsposten; über die sichtbare Verbindung.	GDT581-EV044	Bezug auf das folgende Bearbeiten [G407-E1726@1:CHD]: über die sichtbare Verbindung [G407-A01797:G407-E1725@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
53	GDT581-V053	G407-A01803	G407-E1730	G407-S143	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	darom	D_ADDR+AR+O+AM_ADDR	AR	RELATION	2	G407-A01803:G407-E1730@2:AR#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	T	stelle	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang stelle denselben Stationsanteil ein; von der Ausgangsstation; als Ausführung; an der D-Stelle und an der AM-Stelle.	GDT581-EV045	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01803:G407-E1730@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
54	GDT581-V054	G407-A01829	G407-E1757	G407-S151	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	Y	ARGUMENT	1	G407-A01829:G407-E1757@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E1758@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E1758@1:SH	G407-E1758@1:SH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten im Stationsgang an.	GDT581-EV046	Bezug auf das folgende Halten [G407-E1758@1:SH]: den Stationsposten [G407-A01829:G407-E1757@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
55	GDT581-V055	G407-A01835	G407-E1762	G407-S154	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lol	L+OL	L	RELATION	1	G407-A01835:G407-E1762@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E1763@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E1763@1:OK	G407-E1763@1:OK	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	GDT581-EV047	Bezug auf das folgende Ansetzen [G407-E1763@1:OK]: über die sichtbare Verbindung [G407-A01835:G407-E1762@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
56	GDT581-V056	G407-A01841	G407-E1768	G407-S159	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ldy	L+DY	L	RELATION	1	G407-A01841:G407-E1768@1:L#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	GDT581-EV048	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: über die sichtbare Verbindung [G407-A01841:G407-E1768@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
57	GDT581-V057	G407-A01849	G407-E1775	G407-S165	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dar	D_ADDR+AR	AR	RELATION	2	G407-A01849:G407-E1775@2:AR#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	K	führe	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang führe denselben Stationsposten zu; von der Ausgangsstation; an der D-Stelle.	GDT581-EV049	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01849:G407-E1775@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
58	GDT581-V058	G407-A01853	G407-E1779	G407-S167	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dal	AL	AL	RELATION	1	G407-A01853:G407-E1779@1:AL#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	GDT581-EV050	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: zur Zielstation [G407-A01853:G407-E1779@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
59	GDT581-V059	G407-A01858	G407-E1784	G407-S171	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	oteedy	OT+EE+DY	EE	GRADE	2	G407-A01858:G407-E1784@2:EE#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1784:OT>G<DY	CONTROL:G407-E1784:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	GDT581-EV051	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1784:OT>G<DY]: auf Grad II [G407-A01858:G407-E1784@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
60	GDT581-V060	G407-A01862	G407-E1788	G407-S173	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sy	Y	Y	ARGUMENT	1	G407-A01862:G407-E1788@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E1789@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E1789@1:SH	G407-E1789@1:SH	K	führe	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang führe den Stationsposten zu.	GDT581-EV052	Bezug auf das folgende Halten [G407-E1789@1:SH]: den Stationsposten [G407-A01862:G407-E1788@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
61	GDT581-V061	G407-A01866	G407-E1792	G407-S176	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoteey	OT+EE+Y	EE	GRADE	2	G407-A01866:G407-E1792@2:EE#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1792:OT>G<END	CONTROL:G407-E1792:OT>G<END	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	GDT581-EV053	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1792:OT>G<END]: auf Grad II [G407-A01866:G407-E1792@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
62	GDT581-V062	G407-A01867	G407-E1792	G407-S176	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoteey	OT+EE+Y	Y	ARGUMENT	3	G407-A01867:G407-E1792@3:Y#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	GDT581-EV053	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: den Stationsposten [G407-A01867:G407-E1792@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
63	GDT581-V063	G407-A01868	G407-E1793	G407-S176	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoteedy	OT+EE+DY	EE	GRADE	2	G407-A01868:G407-E1793@2:EE#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1793:OT>G<DY	CONTROL:G407-E1793:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	GDT581-EV054	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1793:OT>G<DY]: auf Grad II [G407-A01868:G407-E1793@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
64	GDT581-V064	G407-A01869	G407-E1794	G407-S177	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dor	D_ADDR+OR	OR	ARGUMENT	2	G407-A01869:G407-E1794@2:OR#1	BOUNDED_NEXT_CARD_ACTION	G407-E1795@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E1795@2:SH	G407-E1795@2:SH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze die Stationseinheit im Stationsgang an; an der D-Stelle.	GDT581-EV055	Bezug auf das folgende Halten [G407-E1795@2:SH]: die Stationseinheit [G407-A01869:G407-E1794@2:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
