local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard
139	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2042	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2042	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	dchor	D_ADDR+CH+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
140	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2043	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2043	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	char	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
141	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2044	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2044	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	yka	Y+K+A_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
142	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2045	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2045	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	chol	OL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
143	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2046	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2046	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykar	Y+K+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
144	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2047	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2047	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	dal	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
145	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2048	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2048	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykady	Y+K+A_ADDR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
146	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2049	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2049	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	iokeeor	OK+EE+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
147	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2050	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2050	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	cheey	SH+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
148	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2051	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2051	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	choly	OL+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
149	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2052	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2052	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykeeal	Y+K+EE+AL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
150	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2053	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2053	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	cheo	CHEO	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
151	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2054	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2054	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	oaram	O+AR+AM_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
152	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2055	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2055	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ockhy	O+CKH+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
153	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2056	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2056	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	sheey	SH+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
154	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2057	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2057	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	aiin	AIIN	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
155	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2058	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2058	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	y	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
156	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2059	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2059	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	daiial	DA+IIN+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
157	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2060	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2060	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	cheody	CHEO+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
158	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2061	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2061	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	cheal	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
159	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2062	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2062	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	yetey	Y+E+T+E+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
160	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2063	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2063	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	chear	CH+E+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
161	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2064	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2064	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	y	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
162	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2065	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2065	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	dy	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
163	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2066	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2066	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykey	Y+K+E+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
164	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2067	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2067	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ch	CH	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
165	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2068	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2068	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	y	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
166	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2069	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2069	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	dy	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
167	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2070	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2070	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	chol	OL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
168	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2071	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2071	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykar	Y+K+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
169	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2072	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2072	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ol	OL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
170	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2073	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2073	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	y	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
171	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2074	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2074	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykeeody	Y+K+EE+O+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
172	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2075	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2075	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	chey	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
173	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2076	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	dal	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
174	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2077	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2077	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ody	O+DY	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
175	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2078	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2078	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	airchy	AIR+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
176	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2079	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2079	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	choky	OK+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
177	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2080	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2080	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ychey	Y+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
178	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2081	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2081	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	chey	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
179	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2082	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2082	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	doair	D_ADDR+O+AIR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
180	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2083	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2083	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	otaldal	OT+AL+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
181	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2084	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2084	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	dair	D_ADDR+AIR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
182	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2085	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2085	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	chdy	CHD+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
183	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2086	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2086	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	otoar	OT+O+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
184	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2087	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2087	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
185	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2088	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2088	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	chy	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
186	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2089	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2089	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	qoteor	OT+E+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
187	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2090	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2090	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	cho	HO	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
