focus_host_ordinal	focus_host_id	source_layer	source_attachment_id	statement_id	event_id	physical_page	register	owner_id	surface	source_recipe	final_recipe	focus_root	focus_value_de	focus_family	focus_occurrence_rank	focus_source_position	focus_final_position	selector_rule	attachment_geometry	primary_governor_kind	primary_governor_event_id	primary_governor_atom_position	primary_governor_root	primary_governor_occurrence_rank	effective_grammar_host_kind	effective_grammar_host_key	grade_host_mode	grade_carrier_envelope	prose_realization_scope	coordinate_reconciled	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	guard
215	G407-A00215	GDT407_5051_ATTACHMENT_EDITION	G407-A00215	G407-S008	G407-E0226	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chty	CH+T+Y	CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0226	2	T	1	PRIMARY_ACTION	ACTION:G407-E0226@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
216	G407-A00216	GDT407_5051_ATTACHMENT_EDITION	G407-A00216	G407-S008	G407-E0228	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chair	CH+AIR	CH+AIR	AIR	LAUF	RELATION	1	2	2	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0228	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0228@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
217	G407-A00217	GDT407_5051_ATTACHMENT_EDITION	G407-A00217	G407-S008	G407-E0229	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otytchol	OT+Y+T+CH+OL	OT+Y+T+CH+OL	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0229	3	T	1	PRIMARY_ACTION	ACTION:G407-E0229@3:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
218	G407-A00218	GDT407_5051_ATTACHMENT_EDITION	G407-A00218	G407-S008	G407-E0230	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	oky	OK+Y	OK+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0230	1	OK	1	PRIMARY_ACTION	ACTION:G407-E0230@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
219	G407-A00219	GDT407_5051_ATTACHMENT_EDITION	G407-A00219	G407-S008	G407-E0231	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0230	1	OK	1	PRIMARY_ACTION	ACTION:G407-E0230@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
220	G407-A00220	GDT407_5051_ATTACHMENT_EDITION	G407-A00220	G407-S008	G407-E0232	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	etyd	E+T+Y	E+T+Y	E	GRAD I	GRADE	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0232	2	T	1	PRIMARY_ACTION	ACTION:G407-E0232@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
221	G407-A00221	GDT407_5051_ATTACHMENT_EDITION	G407-A00221	G407-S008	G407-E0232	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	etyd	E+T+Y	E+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0232	2	T	1	PRIMARY_ACTION	ACTION:G407-E0232@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
222	G407-A00222	GDT407_5051_ATTACHMENT_EDITION	G407-A00222	G407-S008	G407-E0233	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	OT+OR	OR	EINHEIT	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0232	2	T	1	PRIMARY_ACTION	ACTION:G407-E0232@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
223	G407-A00223	GDT407_5051_ATTACHMENT_EDITION	G407-A00223	G407-S008	G407-E0235	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	tchy	T+Y	T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0235	1	T	1	PRIMARY_ACTION	ACTION:G407-E0235@1:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
224	G407-A00224	GDT407_5051_ATTACHMENT_EDITION	G407-A00224	G407-S008	G407-E0236	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0235	1	T	1	PRIMARY_ACTION	ACTION:G407-E0235@1:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
225	G407-A00225	GDT407_5051_ATTACHMENT_EDITION	G407-A00225	G407-S008	G407-E0237	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chocthy	CH+O+CH+T+Y	CH+O+CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0237	4	T	1	PRIMARY_ACTION	ACTION:G407-E0237@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
226	G407-A00226	GDT407_5051_ATTACHMENT_EDITION	G407-A00226	G407-S008	G407-E0238	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotchy	OT+Y	OT+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0237	4	T	1	PRIMARY_ACTION	ACTION:G407-E0237@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
227	G407-A00227	GDT407_5051_ATTACHMENT_EDITION	G407-A00227	G407-S008	G407-E0240	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	or	OR	OR	OR	EINHEIT	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0237	4	T	1	PRIMARY_ACTION	ACTION:G407-E0237@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
228	G407-A00228	GDT407_5051_ATTACHMENT_EDITION	G407-A00228	G407-S008	G407-E0241	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0241	2	T	1	PRIMARY_ACTION	ACTION:G407-E0241@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
229	G407-A00229	GDT407_5051_ATTACHMENT_EDITION	G407-A00229	G407-S008	G407-E0241	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	2	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0241	2	T	1	PRIMARY_ACTION	ACTION:G407-E0241@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
230	G407-A00230	GDT407_5051_ATTACHMENT_EDITION	G407-A00230	G407-S008	G407-E0242	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	dy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0241	2	T	1	PRIMARY_ACTION	ACTION:G407-E0241@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
231	G407-A00231	GDT407_5051_ATTACHMENT_EDITION	G407-A00231	G407-S008	G407-E0243	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	dy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0241	2	T	1	PRIMARY_ACTION	ACTION:G407-E0241@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
232	G407-A00232	GDT407_5051_ATTACHMENT_EDITION	G407-A00232	G407-S008	G407-E0244	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	sor	S+OR	S+OR	OR	EINHEIT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0244	1	S	1	PRIMARY_ACTION	ACTION:G407-E0244@1:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
233	G407-A00233	GDT407_5051_ATTACHMENT_EDITION	G407-A00233	G407-S008	G407-E0245	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chaiin	CH+AIIN	CH+AIIN	AIIN	WERT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0245	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0245@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
234	G407-A00234	GDT407_5051_ATTACHMENT_EDITION	G407-A00234	G407-S008	G407-E0246	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chcthy	CH+CH+T+Y	CH+CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0246	3	T	1	PRIMARY_ACTION	ACTION:G407-E0246@3:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
235	G407-A00235	GDT407_5051_ATTACHMENT_EDITION	G407-A00235	G407-S008	G407-E0248	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	ckhy	CH+K+Y	CH+K+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0248	2	K	1	PRIMARY_ACTION	ACTION:G407-E0248@2:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
236	G407-A00236	GDT407_5051_ATTACHMENT_EDITION	G407-A00236	G407-S008	G407-E0249	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	or	OR	OR	OR	EINHEIT	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0248	2	K	1	PRIMARY_ACTION	ACTION:G407-E0248@2:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
237	G407-A00237	GDT407_5051_ATTACHMENT_EDITION	G407-A00237	G407-S008	G407-E0250	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	aiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0248	2	K	1	PRIMARY_ACTION	ACTION:G407-E0248@2:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
238	G407-A00238	GDT407_5051_ATTACHMENT_EDITION	G407-A00238	G407-S008	G407-E0251	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chtchor	CH+T+CH+OR	CH+T+CH+OR	OR	EINHEIT	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0251	3	CH	2	PRIMARY_ACTION	ACTION:G407-E0251@3:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
239	G407-A00239	GDT407_5051_ATTACHMENT_EDITION	G407-A00239	G407-S009	G407-E0254	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qokchy	OK+Y	OK+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0254	1	OK	1	PRIMARY_ACTION	ACTION:G407-E0254@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
240	G407-A00240	GDT407_5051_ATTACHMENT_EDITION	G407-A00240	G407-S009	G407-E0257	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthy	CH+T+Y	CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0257	2	T	1	PRIMARY_ACTION	ACTION:G407-E0257@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
241	G407-A00241	GDT407_5051_ATTACHMENT_EDITION	G407-A00241	G407-S009	G407-E0258	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	ycheor	Y+CH+E+O+R	Y+CH+E+O+R	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0258	2	CH	1	PRIMARY_ACTION	ACTION:G407-E0258@2:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
242	G407-A00242	GDT407_5051_ATTACHMENT_EDITION	G407-A00242	G407-S009	G407-E0258	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	ycheor	Y+CH+E+O+R	Y+CH+E+O+R	E	GRAD I	GRADE	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0258	2	CH	1	PRIMARY_ACTION	ACTION:G407-E0258@2:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
243	G407-A00243	GDT407_5051_ATTACHMENT_EDITION	G407-A00243	G407-S009	G407-E0259	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthy	CH+T+Y	CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0259	2	T	1	PRIMARY_ACTION	ACTION:G407-E0259@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
244	G407-A00244	GDT407_5051_ATTACHMENT_EDITION	G407-A00244	G407-S009	G407-E0260	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chor	CH+OR	CH+OR	OR	EINHEIT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0260	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0260@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
245	G407-A00245	GDT407_5051_ATTACHMENT_EDITION	G407-A00245	G407-S009	G407-E0261	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthaiin	CH+T+AIIN	CH+T+AIIN	AIIN	WERT	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0261	2	T	1	PRIMARY_ACTION	ACTION:G407-E0261@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
246	G407-A00246	GDT407_5051_ATTACHMENT_EDITION	G407-A00246	G407-S009	G407-E0262	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qoctholy	CARRIER_Q+O+CH+T+OL+Y	CARRIER_Q+O+CH+T+OL+Y	Y	AKTIVER POSTEN	ARGUMENT	1	6	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0262	4	T	1	PRIMARY_ACTION	ACTION:G407-E0262@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
247	G407-A00247	GDT407_5051_ATTACHMENT_EDITION	G407-A00247	G407-S009	G407-E0263	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	dy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0262	4	T	1	PRIMARY_ACTION	ACTION:G407-E0262@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
248	G407-A00248	GDT407_5051_ATTACHMENT_EDITION	G407-A00248	G407-S009	G407-E0264	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0262	4	T	1	PRIMARY_ACTION	ACTION:G407-E0262@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
249	G407-A00249	GDT407_5051_ATTACHMENT_EDITION	G407-A00249	G407-S009	G407-E0265	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	taiin	T+AIIN	T+AIIN	AIIN	WERT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0265	1	T	1	PRIMARY_ACTION	ACTION:G407-E0265@1:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
250	G407-A00250	GDT407_5051_ATTACHMENT_EDITION	G407-A00250	G407-S009	G407-E0266	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	shy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0265	1	T	1	PRIMARY_ACTION	ACTION:G407-E0265@1:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
251	G407-A00251	GDT407_5051_ATTACHMENT_EDITION	G407-A00251	G407-S009	G407-E0267	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	dchy	D_ADDR+Y	D_ADDR+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0265	1	T	1	PRIMARY_ACTION	ACTION:G407-E0265@1:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
252	G407-A00252	GDT407_5051_ATTACHMENT_EDITION	G407-A00252	G407-S009	G407-E0269	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	y	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0268	1	OK	1	PRIMARY_ACTION	ACTION:G407-E0268@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
253	G407-A00253	GDT407_5051_ATTACHMENT_EDITION	G407-A00253	G407-S009	G407-E0270	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	kchaiin	K+CH+AIIN	K+CH+AIIN	AIIN	WERT	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0270	2	CH	1	PRIMARY_ACTION	ACTION:G407-E0270@2:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
254	G407-A00254	GDT407_5051_ATTACHMENT_EDITION	G407-A00254	G407-S009	G407-E0271	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0271	2	T	1	PRIMARY_ACTION	ACTION:G407-E0271@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
255	G407-A00255	GDT407_5051_ATTACHMENT_EDITION	G407-A00255	G407-S009	G407-E0271	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	2	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0271	2	T	1	PRIMARY_ACTION	ACTION:G407-E0271@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
256	G407-A00256	GDT407_5051_ATTACHMENT_EDITION	G407-A00256	G407-S009	G407-E0272	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0271	2	T	1	PRIMARY_ACTION	ACTION:G407-E0271@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
257	G407-A00257	GDT407_5051_ATTACHMENT_EDITION	G407-A00257	G407-S009	G407-E0274	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	dain	AIN	AIN	AIN	ANTEIL	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0273	2	T	1	PRIMARY_ACTION	ACTION:G407-E0273@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
258	G407-A00258	GDT407_5051_ATTACHMENT_EDITION	G407-A00258	G407-S009	G407-E0275	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	dair	D_ADDR+AIR	D_ADDR+AIR	AIR	LAUF	RELATION	1	2	2	L_AIR_RIGHT_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0273	2	T	1	PRIMARY_ACTION	ACTION:G407-E0273@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
