event_repair_ordinal	event_repair_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	audible_first_action_root	selected_repair_focus_count	represented_event_focus_count	represented_non_grade_modifier_count	explicit_focus_head_block_count	explicit_modifier_head_block_count	explicit_head_block_count	bare_local_action_block_count	visible_action_count	selector_trigger_classes	voice_repair_classes	repair_focus_ids	represented_focus_ids	visible_action_links	source_gdt580_clause_de	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	guard
32	GDT581-EV032	G407-E1353	G407-S077	f72r	CELESTIAL	Tierkreis-Ringgruppe H	oteodar	OT+E+O+D_ADDR+AR	SH	2	2	2	2	2	4	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A01382|G407-A01383	G407-A01382|G407-A01383	NONE	Danach im laufenden Gang: halte denselben Positionsposten; auf Grad I und als Ausführung; an der D-Stelle; von der Ausgangsposition.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1353:OT>G<END]: auf Grad I [G407-A01382:G407-E1353@2:E#1]. Bezug auf den Steuerungsrahmen [CONTROL:G407-E1353:STATE_CARD]: als Ausführung [RUNNING:G407-E1353@3:O]. Bezug auf den Steuerungsrahmen [CONTROL:G407-E1353:STATE_CARD]: an der D-Stelle [RUNNING:G407-E1353@4:D_ADDR]. Bezug auf das folgende Zuordnen [G407-E1354@2:K]: von der Ausgangsposition [G407-A01383:G407-E1353@5:AR#1]. Strukturspur: OT@1→CONTROL:G407-E1353@1:OT.	Danach im laufenden Gang: halte denselben Positionsposten; auf Grad I und als Ausführung; an der D-Stelle; von der Ausgangsposition.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
33	GDT581-EV033	G407-E1521	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dor	D_ADDR+OR	SH	1	1	1	1	1	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01587	G407-A01587	NONE	Im laufenden Gang halte die Stationseinheit; an der D-Stelle.	Bezug auf das folgende Entnehmen [G407-E1522@1:CH]: an der D-Stelle [RUNNING:G407-E1521@1:D_ADDR]. Bezug auf das folgende Entnehmen [G407-E1522@1:CH]: die Stationseinheit [G407-A01587:G407-E1521@2:OR#1].	Im laufenden Gang halte die Stationseinheit; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
34	GDT581-EV034	G407-E1586	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otain	OT+AIN	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01652	G407-A01652	NONE	Danach im laufenden Gang: halte den Stationsanteil.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: den Stationsanteil [G407-A01652:G407-E1586@2:AIN#1]. Strukturspur: OT@1→CONTROL:G407-E1586@1:OT.	Danach im laufenden Gang: halte den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
35	GDT581-EV035	G407-E1587	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	char	AR	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01653	G407-A01653	NONE	Im laufenden Gang halte denselben Stationsanteil; von der Ausgangsstation.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01653:G407-E1587@1:AR#1].	Im laufenden Gang halte denselben Stationsanteil; von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
36	GDT581-EV036	G407-E1641	G407-S120	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shy	Y	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01720	G407-A01720	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: den Stationsposten [G407-A01720:G407-E1641@1:Y#1].	Im laufenden Gang setze den Stationsposten im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
37	GDT581-EV037	G407-E1660	G407-S124	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dar	D_ADDR+AR	OK	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01736	G407-A01736	NONE	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation; an der D-Stelle.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: an der D-Stelle [RUNNING:G407-E1660@1:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01736:G407-E1660@2:AR#1].	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
38	GDT581-EV038	G407-E1661	G407-S124	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otar	OT+AR	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01737	G407-A01737	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01737:G407-E1661@2:AR#1]. Strukturspur: OT@1→CONTROL:G407-E1661@1:OT.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
39	GDT581-EV039	G407-E1663	G407-S125	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01738	G407-A01738	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Bezug auf das folgende Markieren [G407-E1664@1:R]: den Stationsposten [G407-A01738:G407-E1663@1:Y#1].	Im laufenden Gang setze den Stationsposten im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
40	GDT581-EV040	G407-E1676	G407-S129	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01749	G407-A01749	NONE	Im laufenden Gang bearbeite den Stationsanteil.	Bezug auf das folgende Entnehmen [G407-E1677@1:CH]: den Stationsanteil [G407-A01749:G407-E1676@1:AIN#1].	Im laufenden Gang bearbeite den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
41	GDT581-EV041	G407-E1707	G407-S133	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chey	Y	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01780	G407-A01780	NONE	Im laufenden Gang halte den Stationsposten.	Bezug auf das folgende Ansetzen [G407-E1708@1:OK]: den Stationsposten [G407-A01780:G407-E1707@1:Y#1].	Im laufenden Gang halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
42	GDT581-EV042	G407-E1710	G407-S134	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	daldy	AL+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01783	G407-A01783	NONE	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; zur Zielstation; schließe den Schritt.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: zur Zielstation [G407-A01783:G407-E1710@1:AL#1]. Strukturspur: DY@2→CONTROL:G407-E1710@2:DY.	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; zur Zielstation; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
43	GDT581-EV043	G407-E1720	G407-S139	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ldy	L+DY	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01792	G407-A01792	NONE	Im laufenden Gang: Halte denselben Stationsanteil; über die sichtbare Verbindung; schließe den Schritt.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: über die sichtbare Verbindung [G407-A01792:G407-E1720@1:L#1]. Strukturspur: DY@2→CONTROL:G407-E1720@2:DY.	Im laufenden Gang: Halte denselben Stationsanteil; über die sichtbare Verbindung; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
44	GDT581-EV044	G407-E1725	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	l	L	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01797	G407-A01797	NONE	Im laufenden Gang halte denselben Stationsposten; über die sichtbare Verbindung.	Bezug auf das folgende Bearbeiten [G407-E1726@1:CHD]: über die sichtbare Verbindung [G407-A01797:G407-E1725@1:L#1].	Im laufenden Gang halte denselben Stationsposten; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
45	GDT581-EV045	G407-E1730	G407-S143	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	darom	D_ADDR+AR+O+AM_ADDR	T	1	1	3	1	3	4	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01803	G407-A01803	NONE	Im laufenden Gang stelle denselben Stationsanteil ein; von der Ausgangsstation; als Ausführung; an der D-Stelle und an der AM-Stelle.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: an der D-Stelle [RUNNING:G407-E1730@1:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01803:G407-E1730@2:AR#1]. Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: als Ausführung [RUNNING:G407-E1730@3:O]. Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: an der AM-Stelle [RUNNING:G407-E1730@4:AM_ADDR].	Im laufenden Gang stelle denselben Stationsanteil ein; von der Ausgangsstation; als Ausführung; an der D-Stelle und an der AM-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
46	GDT581-EV046	G407-E1757	G407-S151	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01829	G407-A01829	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Bezug auf das folgende Halten [G407-E1758@1:SH]: den Stationsposten [G407-A01829:G407-E1757@1:Y#1].	Im laufenden Gang setze den Stationsposten im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
47	GDT581-EV047	G407-E1762	G407-S154	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lol	L+OL	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01835	G407-A01835	NONE	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	Bezug auf das folgende Ansetzen [G407-E1763@1:OK]: über die sichtbare Verbindung [G407-A01835:G407-E1762@1:L#1]. Strukturspur: OL@2→CONTROL:G407-E1762@2:OL.	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
48	GDT581-EV048	G407-E1768	G407-S159	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ldy	L+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01841	G407-A01841	NONE	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: über die sichtbare Verbindung [G407-A01841:G407-E1768@1:L#1]. Strukturspur: DY@2→CONTROL:G407-E1768@2:DY.	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
49	GDT581-EV049	G407-E1775	G407-S165	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dar	D_ADDR+AR	K	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01849	G407-A01849	NONE	Im laufenden Gang führe denselben Stationsposten zu; von der Ausgangsstation; an der D-Stelle.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: an der D-Stelle [RUNNING:G407-E1775@1:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01849:G407-E1775@2:AR#1].	Im laufenden Gang führe denselben Stationsposten zu; von der Ausgangsstation; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
50	GDT581-EV050	G407-E1779	G407-S167	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dal	AL	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01853	G407-A01853	NONE	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: zur Zielstation [G407-A01853:G407-E1779@1:AL#1].	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
51	GDT581-EV051	G407-E1784	G407-S171	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	oteedy	OT+EE+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A01858	G407-A01858	NONE	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1784:OT>G<DY]: auf Grad II [G407-A01858:G407-E1784@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E1784@1:OT; DY@3→CONTROL:G407-E1784@3:DY.	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
52	GDT581-EV052	G407-E1788	G407-S173	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sy	Y	K	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01862	G407-A01862	NONE	Im laufenden Gang führe den Stationsposten zu.	Bezug auf das folgende Halten [G407-E1789@1:SH]: den Stationsposten [G407-A01862:G407-E1788@1:Y#1].	Im laufenden Gang führe den Stationsposten zu.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
53	GDT581-EV053	G407-E1792	G407-S176	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoteey	OT+EE+Y	OK	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A01866|G407-A01867	G407-A01866|G407-A01867	NONE	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1792:OT>G<END]: auf Grad II [G407-A01866:G407-E1792@2:EE#1]. Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: den Stationsposten [G407-A01867:G407-E1792@3:Y#1]. Strukturspur: OT@1→CONTROL:G407-E1792@1:OT.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
54	GDT581-EV054	G407-E1793	G407-S176	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoteedy	OT+EE+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A01868	G407-A01868	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1793:OT>G<DY]: auf Grad II [G407-A01868:G407-E1793@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E1793@1:OT; DY@3→CONTROL:G407-E1793@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
55	GDT581-EV055	G407-E1794	G407-S177	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dor	D_ADDR+OR	OK	1	1	1	1	1	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01869	G407-A01869	NONE	Im laufenden Gang setze die Stationseinheit im Stationsgang an; an der D-Stelle.	Bezug auf das folgende Halten [G407-E1795@2:SH]: an der D-Stelle [RUNNING:G407-E1794@1:D_ADDR]. Bezug auf das folgende Halten [G407-E1795@2:SH]: die Stationseinheit [G407-A01869:G407-E1794@2:OR#1].	Im laufenden Gang setze die Stationseinheit im Stationsgang an; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
56	GDT581-EV056	G407-E1806	G407-S182	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A01880	G407-A01880	NONE	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1806:OT>G<DY]: auf Grad I [G407-A01880:G407-E1806@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E1806@1:OT; DY@3→CONTROL:G407-E1806@3:DY.	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
57	GDT581-EV057	G407-E1808	G407-S184	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otar	OT+AR	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01881	G407-A01881	NONE	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; von der Ausgangsstation.	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01881:G407-E1808@2:AR#1]. Strukturspur: OT@1→CONTROL:G407-E1808@1:OT.	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
58	GDT581-EV058	G407-E1810	G407-S184	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olaiin	OL+AIIN	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01882	G407-A01882	NONE	Weiter im laufenden Gang: setze den Stationswert im Stationsgang an.	Bezug auf das folgende Entnehmen [G407-E1811@1:CH]: den Stationswert [G407-A01882:G407-E1810@2:AIIN#1]. Strukturspur: OL@1→CONTROL:G407-E1810@1:OL.	Weiter im laufenden Gang: setze den Stationswert im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
59	GDT581-EV059	G407-E1821	G407-S187	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qotedy	OT+E+DY	S	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A01893	G407-A01893	NONE	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1821:OT>G<DY]: auf Grad I [G407-A01893:G407-E1821@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E1821@1:OT; DY@3→CONTROL:G407-E1821@3:DY.	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
60	GDT581-EV060	G407-E1822	G407-S188	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otedy	OT+E+DY	S	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A01894	G407-A01894	NONE	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1822:OT>G<DY]: auf Grad I [G407-A01894:G407-E1822@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E1822@1:OT; DY@3→CONTROL:G407-E1822@3:DY.	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
61	GDT581-EV061	G407-E1828	G407-S191	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01901	G407-A01901	NONE	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Bezug auf das folgende Halten [G407-E1829@1:SH]: den Stationsanteil [G407-A01901:G407-E1828@1:AIN#1].	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
62	GDT581-EV062	G407-E1846	G407-S194	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	SH	2	2	2	2	2	4	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01917|G407-A01918	G407-A01917|G407-A01918	NONE	Danach im laufenden Gang: halte den Stationsposten; an der D-Stelle; dieselbe Stellenangabe nochmals; von der Ausgangsstation.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1846:STATE_CARD]: an der D-Stelle [RUNNING:G407-E1846@2:D_ADDR]. Bezug auf den Steuerungsrahmen [CONTROL:G407-E1846:STATE_CARD]: an der D-Stelle [RUNNING:G407-E1846@3:D_ADDR]. Bezug auf das folgende Entnehmen [G407-E1847@1:CH]: den Stationsposten [G407-A01917:G407-E1846@4:Y#1]. Bezug auf das folgende Entnehmen [G407-E1847@1:CH]: von der Ausgangsstation [G407-A01918:G407-E1846@5:AR#1]. Strukturspur: OT@1→CONTROL:G407-E1846@1:OT.	Danach im laufenden Gang: halte den Stationsposten; an der D-Stelle; dieselbe Stellenangabe nochmals; von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
