local_component_ordinal	slot_id	source_event_id	local_card_host_key	source_partition	physical_page	register	locus	owner_de	record_governor_key	surface	component_recipe	component_position	component_root	local_component_subtype	boundary_class	fill_status	primary_governor_kind	primary_governor_key	guard
243	LOCAL_COMPONENT:P912-E1979@4	P912-E1979	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1979	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.17	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	cphocthy	CPH+O+CTH+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1979	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
244	LOCAL_COMPONENT:P912-E1980@1	P912-E1980	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1980	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.18	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ytchody	Y+T+CH+O+D_ADDR+Y	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1980@2:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
245	LOCAL_COMPONENT:P912-E1980@2	P912-E1980	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1980	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.18	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ytchody	Y+T+CH+O+D_ADDR+Y	2	T	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1980@2:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
246	LOCAL_COMPONENT:P912-E1980@3	P912-E1980	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1980	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.18	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ytchody	Y+T+CH+O+D_ADDR+Y	3	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1980@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
247	LOCAL_COMPONENT:P912-E1980@4	P912-E1980	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1980	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.18	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ytchody	Y+T+CH+O+D_ADDR+Y	4	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1980@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
248	LOCAL_COMPONENT:P912-E1980@5	P912-E1980	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1980	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.18	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ytchody	Y+T+CH+O+D_ADDR+Y	5	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1980@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
249	LOCAL_COMPONENT:P912-E1980@6	P912-E1980	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1980	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.18	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ytchody	Y+T+CH+O+D_ADDR+Y	6	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1980@3:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
250	LOCAL_COMPONENT:P912-E1981@1	P912-E1981	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1981	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.19	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otys	OT+Y+S	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1981@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
251	LOCAL_COMPONENT:P912-E1981@2	P912-E1981	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1981	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.19	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otys	OT+Y+S	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1981@3:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
252	LOCAL_COMPONENT:P912-E1981@3	P912-E1981	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1981	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.19	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otys	OT+Y+S	3	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1981@3:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
253	LOCAL_COMPONENT:P912-E1982@1	P912-E1982	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1982	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.20	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	olor	OL+OR	1	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1982@1:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
254	LOCAL_COMPONENT:P912-E1982@2	P912-E1982	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1982	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.20	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	olor	OL+OR	2	OR	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1982	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
255	LOCAL_COMPONENT:P912-E1983@1	P912-E1983	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1983	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.21	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ockhy	O+CKH+Y	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1983	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
256	LOCAL_COMPONENT:P912-E1983@2	P912-E1983	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1983	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.21	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ockhy	O+CKH+Y	2	CKH	CONTROL	LOCAL_MACRO_OR_SIGN_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1983@2:CKH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
257	LOCAL_COMPONENT:P912-E1983@3	P912-E1983	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1983	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.21	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ockhy	O+CKH+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1983	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
258	LOCAL_COMPONENT:P912-E1984@1	P912-E1984	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1984	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.22	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ofcheor	O+LOCAL_CHAR_F+CHEO+R	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1984@4:R	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
259	LOCAL_COMPONENT:P912-E1984@2	P912-E1984	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1984	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.22	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ofcheor	O+LOCAL_CHAR_F+CHEO+R	2	LOCAL_CHAR_F	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1984@4:R	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
260	LOCAL_COMPONENT:P912-E1984@3	P912-E1984	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1984	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.22	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ofcheor	O+LOCAL_CHAR_F+CHEO+R	3	CHEO	CONTROL	LOCAL_MACRO_OR_SIGN_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1984@3:CHEO	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
261	LOCAL_COMPONENT:P912-E1984@4	P912-E1984	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1984	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.22	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ofcheor	O+LOCAL_CHAR_F+CHEO+R	4	R	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1984@4:R	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
262	LOCAL_COMPONENT:P912-E1985@1	P912-E1985	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1985	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.23	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otchdy	OT+CHD+DY	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1985@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
263	LOCAL_COMPONENT:P912-E1985@2	P912-E1985	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1985	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.23	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otchdy	OT+CHD+DY	2	CHD	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1985@2:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
264	LOCAL_COMPONENT:P912-E1985@3	P912-E1985	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1985	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.23	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otchdy	OT+CHD+DY	3	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1985@3:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
265	LOCAL_COMPONENT:P912-E1986@1	P912-E1986	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1986	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.24	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otykchs	OT+Y+K+CH+S	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1986@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
266	LOCAL_COMPONENT:P912-E1986@2	P912-E1986	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1986	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.24	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otykchs	OT+Y+K+CH+S	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1986@3:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
267	LOCAL_COMPONENT:P912-E1986@3	P912-E1986	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1986	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.24	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otykchs	OT+Y+K+CH+S	3	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1986@3:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
268	LOCAL_COMPONENT:P912-E1986@4	P912-E1986	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1986	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.24	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otykchs	OT+Y+K+CH+S	4	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1986@4:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
269	LOCAL_COMPONENT:P912-E1986@5	P912-E1986	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1986	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.24	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otykchs	OT+Y+K+CH+S	5	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1986@5:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
270	LOCAL_COMPONENT:P912-E1987@1	P912-E1987	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1987	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.25	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otol	OT+OL	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1987@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
271	LOCAL_COMPONENT:P912-E1987@2	P912-E1987	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1987	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.25	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otol	OT+OL	2	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1987@2:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
272	LOCAL_COMPONENT:P912-E1988@1	P912-E1988	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1988	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.26	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otor	OT+OR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1988@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
273	LOCAL_COMPONENT:P912-E1988@2	P912-E1988	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1988	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.26	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otor	OT+OR	2	OR	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1988	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
274	LOCAL_COMPONENT:P912-E1989@1	P912-E1989	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1989	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.27	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oiinar	O+IIN+AR	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1989	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
275	LOCAL_COMPONENT:P912-E1989@2	P912-E1989	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1989	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.27	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oiinar	O+IIN+AR	2	IIN	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1989	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
276	LOCAL_COMPONENT:P912-E1989@3	P912-E1989	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1989	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.27	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oiinar	O+IIN+AR	3	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1989	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
277	LOCAL_COMPONENT:P912-E1990@1	P912-E1990	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1990	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.28	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okoldy	OK+OL+DY	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1990@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
278	LOCAL_COMPONENT:P912-E1990@2	P912-E1990	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1990	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.28	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okoldy	OK+OL+DY	2	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1990@2:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
279	LOCAL_COMPONENT:P912-E1990@3	P912-E1990	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1990	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.28	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okoldy	OK+OL+DY	3	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1990@3:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
280	LOCAL_COMPONENT:P912-E1991@1	P912-E1991	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1991	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.29	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ykchdy	Y+K+CHD+Y	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1991@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
281	LOCAL_COMPONENT:P912-E1991@2	P912-E1991	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1991	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.29	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ykchdy	Y+K+CHD+Y	2	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1991@2:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
282	LOCAL_COMPONENT:P912-E1991@3	P912-E1991	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1991	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.29	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ykchdy	Y+K+CHD+Y	3	CHD	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1991@3:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
283	LOCAL_COMPONENT:P912-E1991@4	P912-E1991	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1991	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.29	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ykchdy	Y+K+CHD+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1991@3:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
284	LOCAL_COMPONENT:P912-E1992@1	P912-E1992	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.30	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oeeody	O+EE+O+D_ADDR+Y	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
285	LOCAL_COMPONENT:P912-E1992@2	P912-E1992	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.30	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oeeody	O+EE+O+D_ADDR+Y	2	EE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
286	LOCAL_COMPONENT:P912-E1992@3	P912-E1992	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.30	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oeeody	O+EE+O+D_ADDR+Y	3	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
287	LOCAL_COMPONENT:P912-E1992@4	P912-E1992	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.30	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oeeody	O+EE+O+D_ADDR+Y	4	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
288	LOCAL_COMPONENT:P912-E1992@5	P912-E1992	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.30	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oeeody	O+EE+O+D_ADDR+Y	5	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1992	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
289	LOCAL_COMPONENT:P912-E1993@1	P912-E1993	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1993	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.31	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ocphy	O+CPH+Y	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1993	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
290	LOCAL_COMPONENT:P912-E1993@2	P912-E1993	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1993	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.31	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ocphy	O+CPH+Y	2	CPH	CONTROL	LOCAL_MACRO_OR_SIGN_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1993@2:CPH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
