complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard
3153	RUNNING:G407-E1188@4	RUNNING_ATOM	G407-E1188	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	chetey	E	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1188@3:T	PRIMARY_GOVERNOR	G407-A01184	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3154	RUNNING:G407-E1188@5	RUNNING_ATOM	G407-E1188	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	chetey	Y	5	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1188@3:T	PRIMARY_GOVERNOR	G407-A01185	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3155	RUNNING:G407-E1189@1	RUNNING_ATOM	G407-E1189	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheolor	OL	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1189@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3156	RUNNING:G407-E1189@2	RUNNING_ATOM	G407-E1189	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheolor	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1189:OL>G<END	PRIMARY_GOVERNOR	G407-A01186	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3157	RUNNING:G407-E1189@3	RUNNING_ATOM	G407-E1189	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheolor	OR	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1188@3:T	PRIMARY_GOVERNOR	G407-A01187	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3158	RUNNING:G407-E1190@1	RUNNING_ATOM	G407-E1190	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	oteo	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1190@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3159	RUNNING:G407-E1190@2	RUNNING_ATOM	G407-E1190	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	oteo	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1190:OT>G<END	PRIMARY_GOVERNOR	G407-A01188	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3160	RUNNING:G407-E1190@3	RUNNING_ATOM	G407-E1190	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	oteo	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1190:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3161	RUNNING:G407-E1191@1	RUNNING_ATOM	G407-E1191	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	teeody	T	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1191@1:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3162	RUNNING:G407-E1191@2	RUNNING_ATOM	G407-E1191	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	teeody	EE	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1191@1:T	PRIMARY_GOVERNOR	G407-A01189	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3163	RUNNING:G407-E1191@3	RUNNING_ATOM	G407-E1191	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	teeody	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1191@1:T	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3164	RUNNING:G407-E1191@4	RUNNING_ATOM	G407-E1191	G407-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	teeody	DY	4	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1191@4:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3165	RUNNING:G407-E1192@1	RUNNING_ATOM	G407-E1192	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	otar	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1192@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3166	RUNNING:G407-E1192@2	RUNNING_ATOM	G407-E1192	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	otar	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1193@1:OK	PRIMARY_GOVERNOR	G407-A01190	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3167	RUNNING:G407-E1193@1	RUNNING_ATOM	G407-E1193	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	chokaiin	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1193@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3168	RUNNING:G407-E1193@2	RUNNING_ATOM	G407-E1193	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	chokaiin	AIIN	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1193@1:OK	PRIMARY_GOVERNOR	G407-A01191	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3169	RUNNING:G407-E1194@1	RUNNING_ATOM	G407-E1194	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	okaiin	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1194@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3170	RUNNING:G407-E1194@2	RUNNING_ATOM	G407-E1194	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	okaiin	AIIN	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1194@1:OK	PRIMARY_GOVERNOR	G407-A01192	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3171	RUNNING:G407-E1195@1	RUNNING_ATOM	G407-E1195	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	al	AL	1	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1194@1:OK	PRIMARY_GOVERNOR	G407-A01193	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3172	RUNNING:G407-E1196@1	RUNNING_ATOM	G407-E1196	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	alo	AL	1	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1194@1:OK	PRIMARY_GOVERNOR	G407-A01194	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3173	RUNNING:G407-E1196@2	RUNNING_ATOM	G407-E1196	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	alo	O	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E1194@1:OK	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3174	RUNNING:G407-E1197@1	RUNNING_ATOM	G407-E1197	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheedy	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1197@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3175	RUNNING:G407-E1197@2	RUNNING_ATOM	G407-E1197	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheedy	EE	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1197@1:CH	PRIMARY_GOVERNOR	G407-A01195	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3176	RUNNING:G407-E1197@3	RUNNING_ATOM	G407-E1197	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheedy	D_ADDR	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1197@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3177	RUNNING:G407-E1197@4	RUNNING_ATOM	G407-E1197	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheedy	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1197@1:CH	PRIMARY_GOVERNOR	G407-A01196	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3178	RUNNING:G407-E1198@1	RUNNING_ATOM	G407-E1198	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	otear	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1198@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3179	RUNNING:G407-E1198@2	RUNNING_ATOM	G407-E1198	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	otear	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1198:OT>G<END	PRIMARY_GOVERNOR	G407-A01197	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3180	RUNNING:G407-E1198@3	RUNNING_ATOM	G407-E1198	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	otear	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1197@1:CH	PRIMARY_GOVERNOR	G407-A01198	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3181	RUNNING:G407-E1199@1	RUNNING_ATOM	G407-E1199	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	ar	AR	1	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1197@1:CH	PRIMARY_GOVERNOR	G407-A01199	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3182	RUNNING:G407-E1200@1	RUNNING_ATOM	G407-E1200	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheky	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1200@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3183	RUNNING:G407-E1200@2	RUNNING_ATOM	G407-E1200	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheky	K	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1200@2:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3184	RUNNING:G407-E1200@3	RUNNING_ATOM	G407-E1200	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheky	E	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1200@2:K	PRIMARY_GOVERNOR	G407-A01200	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3185	RUNNING:G407-E1200@4	RUNNING_ATOM	G407-E1200	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	cheky	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1200@2:K	PRIMARY_GOVERNOR	G407-A01201	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3186	RUNNING:G407-E1201@1	RUNNING_ATOM	G407-E1201	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	chokal	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1201@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3187	RUNNING:G407-E1201@2	RUNNING_ATOM	G407-E1201	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	chokal	AL	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1201@1:OK	PRIMARY_GOVERNOR	G407-A01202	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3188	RUNNING:G407-E1202@1	RUNNING_ATOM	G407-E1202	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	otar	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1202@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3189	RUNNING:G407-E1202@2	RUNNING_ATOM	G407-E1202	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	otar	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1201@1:OK	PRIMARY_GOVERNOR	G407-A01203	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3190	RUNNING:G407-E1203@1	RUNNING_ATOM	G407-E1203	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	al	AL	1	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1201@1:OK	PRIMARY_GOVERNOR	G407-A01204	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3191	RUNNING:G407-E1204@1	RUNNING_ATOM	G407-E1204	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	o	O	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	INHERITED_ACTION_ALIAS	G407-E1201@1:OK	PRIMARY_GOVERNOR	GDT581-I0461	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3192	RUNNING:G407-E1205@1	RUNNING_ATOM	G407-E1205	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	qokar	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1205@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3193	RUNNING:G407-E1205@2	RUNNING_ATOM	G407-E1205	G407-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe B	RUNNING_STATEMENT	qokar	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1205@1:OK	PRIMARY_GOVERNOR	G407-A01205	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3194	RUNNING:G407-E1206@1	RUNNING_ATOM	G407-E1206	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okeeols	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1206@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3195	RUNNING:G407-E1206@2	RUNNING_ATOM	G407-E1206	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okeeols	EE	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	VISIBLE_ACTION_CHAIN	ACTION_CHAIN:G407-E1206:OK	PRIMARY_GOVERNOR	G407-A01206	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3196	RUNNING:G407-E1206@3	RUNNING_ATOM	G407-E1206	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okeeols	OL	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1206@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3197	RUNNING:G407-E1206@4	RUNNING_ATOM	G407-E1206	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okeeols	S	4	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1206@4:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3198	RUNNING:G407-E1207@1	RUNNING_ATOM	G407-E1207	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	aroly	AR	1	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1206@4:S	PRIMARY_GOVERNOR	G407-A01207	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3199	RUNNING:G407-E1207@2	RUNNING_ATOM	G407-E1207	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	aroly	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1207@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3200	RUNNING:G407-E1207@3	RUNNING_ATOM	G407-E1207	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	aroly	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1206@4:S	PRIMARY_GOVERNOR	G407-A01208	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3201	RUNNING:G407-E1208@1	RUNNING_ATOM	G407-E1208	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okees	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1208@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3202	RUNNING:G407-E1208@2	RUNNING_ATOM	G407-E1208	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okees	EE	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1208@1:OK	PRIMARY_GOVERNOR	G407-A01209	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3203	RUNNING:G407-E1208@3	RUNNING_ATOM	G407-E1208	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okees	S	3	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1208@3:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3204	RUNNING:G407-E1209@1	RUNNING_ATOM	G407-E1209	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	alaiin	AL	1	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1208@3:S	PRIMARY_GOVERNOR	G407-A01210	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3205	RUNNING:G407-E1209@2	RUNNING_ATOM	G407-E1209	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	alaiin	AIIN	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1208@3:S	PRIMARY_GOVERNOR	G407-A01211	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3206	RUNNING:G407-E1210@1	RUNNING_ATOM	G407-E1210	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okeor	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1210@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3207	RUNNING:G407-E1210@2	RUNNING_ATOM	G407-E1210	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okeor	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1210@1:OK	PRIMARY_GOVERNOR	G407-A01212	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3208	RUNNING:G407-E1210@3	RUNNING_ATOM	G407-E1210	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	okeor	OR	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1210@1:OK	PRIMARY_GOVERNOR	G407-A01213	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3209	RUNNING:G407-E1211@1	RUNNING_ATOM	G407-E1211	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	chol	OL	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1211@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3210	RUNNING:G407-E1212@1	RUNNING_ATOM	G407-E1212	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	o	O	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	INHERITED_ACTION_ALIAS	G407-E1210@1:OK	PRIMARY_GOVERNOR	GDT581-I0465	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3211	RUNNING:G407-E1213@1	RUNNING_ATOM	G407-E1213	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	oteos	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1213@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3212	RUNNING:G407-E1213@2	RUNNING_ATOM	G407-E1213	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	oteos	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1213:OT>G<END	PRIMARY_GOVERNOR	G407-A01214	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3213	RUNNING:G407-E1213@3	RUNNING_ATOM	G407-E1213	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	oteos	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1213:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3214	RUNNING:G407-E1213@4	RUNNING_ATOM	G407-E1213	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	oteos	S_ADDR	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1213:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3215	RUNNING:G407-E1214@1	RUNNING_ATOM	G407-E1214	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	aiin	AIIN	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1210@1:OK	PRIMARY_GOVERNOR	G407-A01215	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3216	RUNNING:G407-E1215@1	RUNNING_ATOM	G407-E1215	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	chal	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1215@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
3217	RUNNING:G407-E1215@2	RUNNING_ATOM	G407-E1215	G407-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe C	RUNNING_STATEMENT	chal	AL	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1215@1:CH	PRIMARY_GOVERNOR	G407-A01216	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
