occurrence_id	template_id	clause_id	physical_page	register	action_position	action_pair	first_instruction	second_instruction	crosses_instruction_boundary	first_event_span	second_event_span	spoken_template_de
P927-O0122	ZWEISTUFIG_ANSETZEN	P915-C016	f56r	HERBAL	17	OK>OK	P917-I0225	P917-I0226	YES	P912-E0356..P912-E0356	P912-E0357..P912-E0357	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0123	ZWEISTUFIG_ANSETZEN	P915-C016	f56r	HERBAL	18	OK>OK	P917-I0226	P917-I0227	YES	P912-E0357..P912-E0357	P912-E0358..P912-E0358	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0124	ZWEIMAL_ENTNEHMEN	P915-C016	f56r	HERBAL	21	CH>CH	P917-I0228	P917-I0229	YES	P912-E0359..P912-E0360	P912-E0361..P912-E0361	zweimal nacheinander entnehmen
P927-O0125	ENTNEHMEN_DANN_ANSETZEN	P915-C016	f56r	HERBAL	22	CH>OK	P917-I0229	P917-I0230	YES	P912-E0361..P912-E0361	P912-E0362..P912-E0362	einen Anteil entnehmen und ansetzen
P927-O0126	ANSETZEN_DANN_UMSETZEN	P915-C016	f56r	HERBAL	25	OK>CHD	P917-I0232	P917-I0233	YES	P912-E0364..P912-E0365	P912-E0366..P912-E0366	ansetzen und zur nächsten Stelle umsetzen
P927-O0127	ENTNEHMEN_DANN_ZUGEBEN	P915-C016	f56r	HERBAL	27	CH>K	P917-I0234	P917-I0235	YES	P912-E0367..P912-E0367	P912-E0368..P912-E0371	entnehmen und zugeben
P927-O0128	ZUGEBEN_DANN_ENTNEHMEN	P915-C016	f56r	HERBAL	28	K>CH	P917-I0235	P917-I0235	NO	P912-E0368..P912-E0371	P912-E0368..P912-E0371	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0129	ENTNEHMEN_DANN_AUSFUEHREN	P915-C016	f56r	HERBAL	29	CH>O	P917-I0235	P917-I0235	NO	P912-E0368..P912-E0371	P912-E0368..P912-E0371	entnehmen und den Gang ausführen
P927-O0130	ENTNEHMEN_DANN_ZUGEBEN	P915-C016	f56r	HERBAL	31	CH>K	P917-I0236	P917-I0237	YES	P912-E0372..P912-E0373	P912-E0374..P912-E0374	entnehmen und zugeben
P927-O0131	HALTEN_DANN_AUSFUEHREN	P915-C016	f56r	HERBAL	33	SH>O	P917-I0238	P917-I0238	NO	P912-E0375..P912-E0377	P912-E0375..P912-E0377	halten, dann den Gang ausführen
P927-O0132	AUSFUEHREN_DANN_ZUGEBEN	P915-C016	f56r	HERBAL	34	O>K	P917-I0238	P917-I0239	YES	P912-E0375..P912-E0377	P912-E0378..P912-E0378	den Gang ausführen und danach zugeben
P927-O0133	ZUGEBEN_DANN_ENTNEHMEN	P915-C016	f56r	HERBAL	35	K>CH	P917-I0239	P917-I0240	YES	P912-E0378..P912-E0378	P912-E0379..P912-E0379	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0134	ENTNEHMEN_DANN_ANSETZEN	P915-C016	f56r	HERBAL	36	CH>OK	P917-I0240	P917-I0241	YES	P912-E0379..P912-E0379	P912-E0380..P912-E0380	einen Anteil entnehmen und ansetzen
P927-O0135	ZWEISTUFIG_ANSETZEN	P915-C016	f56r	HERBAL	37	OK>OK	P917-I0241	P917-I0242	YES	P912-E0380..P912-E0380	P912-E0381..P912-E0384	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0136	ANSETZEN_DANN_ENTNEHMEN	P915-C016	f56r	HERBAL	38	OK>CH	P917-I0242	P917-I0243	YES	P912-E0381..P912-E0384	P912-E0385..P912-E0385	ansetzen, dann einen Anteil entnehmen
P927-O0137	ENTNEHMEN_DANN_AUSFUEHREN	P915-C016	f56r	HERBAL	39	CH>O	P917-I0243	P917-I0243	NO	P912-E0385..P912-E0385	P912-E0385..P912-E0385	entnehmen und den Gang ausführen
P927-O0138	EINSTELLEN_DANN_ANSETZEN	P915-C017	f56r	HERBAL	1	T>OK	P917-I0244	P917-I0244	NO	P912-E0386..P912-E0386	P912-E0386..P912-E0386	einstellen und danach ansetzen
P927-O0139	ANSETZEN_DANN_ZUGEBEN	P915-C017	f56r	HERBAL	2	OK>K	P917-I0244	P917-I0245	YES	P912-E0386..P912-E0386	P912-E0387..P912-E0387	ansetzen und zugeben
P927-O0140	ZWEIMAL_ENTNEHMEN	P915-C017	f56r	HERBAL	5	CH>CH	P917-I0247	P917-I0247	NO	P912-E0389..P912-E0389	P912-E0389..P912-E0389	zweimal nacheinander entnehmen
P927-O0141	ZWEIMAL_ENTNEHMEN	P915-C017	f56r	HERBAL	9	CH>CH	P917-I0250	P917-I0251	YES	P912-E0392..P912-E0392	P912-E0393..P912-E0393	zweimal nacheinander entnehmen
P927-O0142	ENTNEHMEN_DANN_ANSETZEN	P915-C017	f56r	HERBAL	10	CH>OK	P917-I0251	P917-I0252	YES	P912-E0393..P912-E0393	P912-E0394..P912-E0394	einen Anteil entnehmen und ansetzen
P927-O0143	ANSETZEN_DANN_ZUGEBEN	P915-C017	f56r	HERBAL	14	OK>K	P917-I0255	P917-I0256	YES	P912-E0399..P912-E0399	P912-E0400..P912-E0401	ansetzen und zugeben
P927-O0144	ZUGEBEN_DANN_ENTNEHMEN	P915-C017	f56r	HERBAL	15	K>CH	P917-I0256	P917-I0256	NO	P912-E0400..P912-E0401	P912-E0400..P912-E0401	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0145	ENTNEHMEN_DANN_AUSFUEHREN	P915-C017	f56r	HERBAL	18	CH>O	P917-I0258	P917-I0258	NO	P912-E0404..P912-E0404	P912-E0404..P912-E0404	entnehmen und den Gang ausführen
P927-O0146	AUSFUEHREN_DANN_AUSWAEHLEN	P915-C017	f56r	HERBAL	19	O>S	P917-I0258	P917-I0258	NO	P912-E0404..P912-E0404	P912-E0404..P912-E0404	ausführen, dann den nächsten Posten auswählen
P927-O0147	AUSWAEHLEN_DANN_ANSETZEN	P915-C017	f56r	HERBAL	20	S>OK	P917-I0258	P917-I0259	YES	P912-E0404..P912-E0404	P912-E0405..P912-E0405	auswählen und ansetzen
P927-O0148	HALTEN_DANN_ZUGEBEN	P915-C017	f56r	HERBAL	22	SH>K	P917-I0260	P917-I0261	YES	P912-E0406..P912-E0406	P912-E0407..P912-E0408	halten und anschließend zugeben
P927-O0149	ZUGEBEN_DANN_ENTNEHMEN	P915-C017	f56r	HERBAL	23	K>CH	P917-I0261	P917-I0261	NO	P912-E0407..P912-E0408	P912-E0407..P912-E0408	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0150	ENTNEHMEN_DANN_ANSETZEN	P915-C017	f56r	HERBAL	24	CH>OK	P917-I0261	P917-I0262	YES	P912-E0407..P912-E0408	P912-E0409..P912-E0409	einen Anteil entnehmen und ansetzen
P927-O0151	ZWEISTUFIG_ANSETZEN	P915-C017	f56r	HERBAL	25	OK>OK	P917-I0262	P917-I0262	NO	P912-E0409..P912-E0409	P912-E0409..P912-E0409	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0152	ANSETZEN_DANN_ENTNEHMEN	P915-C017	f56r	HERBAL	26	OK>CH	P917-I0262	P917-I0262	NO	P912-E0409..P912-E0409	P912-E0409..P912-E0409	ansetzen, dann einen Anteil entnehmen
P927-O0153	ENTNEHMEN_DANN_ANSETZEN	P915-C017	f56r	HERBAL	27	CH>OK	P917-I0262	P917-I0263	YES	P912-E0409..P912-E0409	P912-E0410..P912-E0410	einen Anteil entnehmen und ansetzen
P927-O0154	ZWEISTUFIG_ANSETZEN	P915-C017	f56r	HERBAL	28	OK>OK	P917-I0263	P917-I0264	YES	P912-E0410..P912-E0410	P912-E0411..P912-E0411	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0155	ANSETZEN_DANN_ZUGEBEN	P915-C017	f56r	HERBAL	29	OK>K	P917-I0264	P917-I0265	YES	P912-E0411..P912-E0411	P912-E0412..P912-E0412	ansetzen und zugeben
P927-O0156	ZUGEBEN_DANN_ENTNEHMEN	P915-C017	f56r	HERBAL	30	K>CH	P917-I0265	P917-I0265	NO	P912-E0412..P912-E0412	P912-E0412..P912-E0412	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0157	ENTNEHMEN_DANN_AUSWAEHLEN	P915-C017	f56r	HERBAL	31	CH>S	P917-I0265	P917-I0266	YES	P912-E0412..P912-E0412	P912-E0413..P912-E0413	entnehmen, dann den nächsten Posten auswählen
P927-O0158	ENTNEHMEN_DANN_AUSFUEHREN	P915-C017	f56r	HERBAL	35	CH>O	P917-I0268	P917-I0268	NO	P912-E0416..P912-E0417	P912-E0416..P912-E0417	entnehmen und den Gang ausführen
P927-O0159	ENTNEHMEN_DANN_AUSFUEHREN	P915-C017	f56r	HERBAL	39	CH>O	P917-I0271	P917-I0271	NO	P912-E0421..P912-E0422	P912-E0421..P912-E0422	entnehmen und den Gang ausführen
P927-O0160	AUSFUEHREN_BIS_BEREIT	P915-C017	f56r	HERBAL	40	O>CTH	P917-I0271	P917-I0272	YES	P912-E0421..P912-E0422	P912-E0423..P912-E0423	den Gang bis zum Bereitschaftspunkt ausführen
P927-O0161	ZUGEBEN_DANN_ENTNEHMEN	P915-C017	f56r	HERBAL	44	K>CH	P917-I0274	P917-I0274	NO	P912-E0425..P912-E0426	P912-E0425..P912-E0426	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0162	ENTNEHMEN_DANN_ANSETZEN	P915-C017	f56r	HERBAL	45	CH>OK	P917-I0274	P917-I0275	YES	P912-E0425..P912-E0426	P912-E0427..P912-E0427	einen Anteil entnehmen und ansetzen
P927-O0163	ZWEISTUFIG_ANSETZEN	P915-C017	f56r	HERBAL	46	OK>OK	P917-I0275	P917-I0276	YES	P912-E0427..P912-E0427	P912-E0428..P912-E0428	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0164	ANSETZEN_DANN_ENTNEHMEN	P915-C017	f56r	HERBAL	47	OK>CH	P917-I0276	P917-I0276	NO	P912-E0428..P912-E0428	P912-E0428..P912-E0428	ansetzen, dann einen Anteil entnehmen
P927-O0165	ENTNEHMEN_DANN_AUSWAEHLEN	P915-C017	f56r	HERBAL	48	CH>S	P917-I0276	P917-I0277	YES	P912-E0428..P912-E0428	P912-E0429..P912-E0429	entnehmen, dann den nächsten Posten auswählen
P927-O0166	HALTEN_DANN_AUSFUEHREN	P915-C017	f56r	HERBAL	51	SH>O	P917-I0278	P917-I0278	NO	P912-E0430..P912-E0433	P912-E0430..P912-E0433	halten, dann den Gang ausführen
P927-O0167	AUSFUEHREN_DANN_NEU_ANSETZEN	P915-C017	f56r	HERBAL	52	O>OK	P917-I0278	P917-I0279	YES	P912-E0430..P912-E0433	P912-E0434..P912-E0434	ausführen und einen neuen Zug ansetzen
P927-O0168	ANSETZEN_DANN_ENTNEHMEN	P915-C017	f56r	HERBAL	53	OK>CH	P917-I0279	P917-I0279	NO	P912-E0434..P912-E0434	P912-E0434..P912-E0434	ansetzen, dann einen Anteil entnehmen
P927-O0169	ENTNEHMEN_DANN_ZUGEBEN	P915-C017	f56r	HERBAL	54	CH>K	P917-I0279	P917-I0280	YES	P912-E0434..P912-E0434	P912-E0435..P912-E0435	entnehmen und zugeben
P927-O0170	ZUGEBEN_DANN_ENTNEHMEN	P915-C017	f56r	HERBAL	55	K>CH	P917-I0280	P917-I0280	NO	P912-E0435..P912-E0435	P912-E0435..P912-E0435	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0171	ENTNEHMEN_DANN_AUSFUEHREN	P915-C017	f56r	HERBAL	56	CH>O	P917-I0280	P917-I0280	NO	P912-E0435..P912-E0435	P912-E0435..P912-E0435	entnehmen und den Gang ausführen
P927-O0172	AUSFUEHREN_DANN_AUSWAEHLEN	P915-C017	f56r	HERBAL	57	O>S	P917-I0280	P917-I0281	YES	P912-E0435..P912-E0435	P912-E0436..P912-E0436	ausführen, dann den nächsten Posten auswählen
P927-O0173	AUSFUEHREN_DANN_ZUGEBEN	P915-C017	f56r	HERBAL	59	O>K	P917-I0281	P917-I0282	YES	P912-E0436..P912-E0436	P912-E0437..P912-E0438	den Gang ausführen und danach zugeben
P927-O0174	ZUGEBEN_DANN_ANSETZEN	P915-C018	f75r	BIOLOGICAL	3	K>OK	P917-I0284	P917-I0285	YES	P912-E0440..P912-E0440	P912-E0441..P912-E0441	zugeben und neu ansetzen
P927-O0175	ZWEISTUFIG_ANSETZEN	P915-C018	f75r	BIOLOGICAL	4	OK>OK	P917-I0285	P917-I0286	YES	P912-E0441..P912-E0441	P912-E0442..P912-E0442	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0176	ANSETZEN_DANN_ZUGEBEN	P915-C018	f75r	BIOLOGICAL	5	OK>K	P917-I0286	P917-I0287	YES	P912-E0442..P912-E0442	P912-E0443..P912-E0443	ansetzen und zugeben
P927-O0177	ANSETZEN_DANN_ENTNEHMEN	P915-C021	f75r	BIOLOGICAL	2	OK>CH	P917-I0296	P917-I0297	YES	P912-E0455..P912-E0455	P912-E0456..P912-E0456	ansetzen, dann einen Anteil entnehmen
P927-O0178	ENTNEHMEN_DANN_ZUGEBEN	P915-C021	f75r	BIOLOGICAL	3	CH>K	P917-I0297	P917-I0298	YES	P912-E0456..P912-E0456	P912-E0457..P912-E0459	entnehmen und zugeben
P927-O0179	HALTEN_DANN_ZUGEBEN	P915-C021	f75r	BIOLOGICAL	5	SH>K	P917-I0299	P917-I0299	NO	P912-E0460..P912-E0460	P912-E0460..P912-E0460	halten und anschließend zugeben
P927-O0180	AUSFUEHREN_DANN_ZUGEBEN	P915-C021	f75r	BIOLOGICAL	10	O>K	P917-I0302	P917-I0303	YES	P912-E0463..P912-E0465	P912-E0466..P912-E0466	den Gang ausführen und danach zugeben
P927-O0181	HALTEN_DANN_ZUGEBEN	P915-C021	f75r	BIOLOGICAL	12	SH>K	P917-I0304	P917-I0305	YES	P912-E0467..P912-E0467	P912-E0468..P912-E0468	halten und anschließend zugeben
P927-O0182	HALTEN_DANN_WEITERANSETZEN	P915-C021	f75r	BIOLOGICAL	14	SH>OK	P917-I0306	P917-I0307	YES	P912-E0469..P912-E0470	P912-E0471..P912-E0471	halten, dann erneut ansetzen
P927-O0183	HALTEN_DANN_WEITERANSETZEN	P915-C021	f75r	BIOLOGICAL	16	SH>OK	P917-I0308	P917-I0309	YES	P912-E0472..P912-E0472	P912-E0473..P912-E0473	halten, dann erneut ansetzen
P927-O0184	HALTEN_DANN_ZUGEBEN	P915-C022	f75r	BIOLOGICAL	1	SH>K	P917-I0310	P917-I0311	YES	P912-E0474..P912-E0474	P912-E0475..P912-E0475	halten und anschließend zugeben
P927-O0185	ZWEISTUFIG_ANSETZEN	P915-C023	f75r	BIOLOGICAL	1	OK>OK	P917-I0314	P917-I0315	YES	P912-E0482..P912-E0482	P912-E0483..P912-E0483	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0186	ZWEISTUFIG_ANSETZEN	P915-C023	f75r	BIOLOGICAL	6	OK>OK	P917-I0318	P917-I0319	YES	P912-E0486..P912-E0487	P912-E0488..P912-E0488	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0187	ANSETZEN_DANN_ENTNEHMEN	P915-C023	f75r	BIOLOGICAL	7	OK>CH	P917-I0319	P917-I0320	YES	P912-E0488..P912-E0488	P912-E0489..P912-E0489	ansetzen, dann einen Anteil entnehmen
P927-O0188	UMSETZEN_DANN_NEU_ANSETZEN	P915-C026	f75r	BIOLOGICAL	2	CHD>OK	P917-I0326	P917-I0327	YES	P912-E0495..P912-E0495	P912-E0496..P912-E0496	umsetzen und an der neuen Stelle ansetzen
P927-O0189	ANSETZEN_DANN_UMSETZEN	P915-C026	f75r	BIOLOGICAL	3	OK>CHD	P917-I0327	P917-I0328	YES	P912-E0496..P912-E0496	P912-E0497..P912-E0499	ansetzen und zur nächsten Stelle umsetzen
P927-O0190	UMSETZEN_DANN_NEU_ANSETZEN	P915-C026	f75r	BIOLOGICAL	4	CHD>OK	P917-I0328	P917-I0329	YES	P912-E0497..P912-E0499	P912-E0500..P912-E0500	umsetzen und an der neuen Stelle ansetzen
P927-O0191	AUSWAEHLEN_DANN_ANSETZEN	P915-C026	f75r	BIOLOGICAL	6	S>OK	P917-I0330	P917-I0331	YES	P912-E0501..P912-E0501	P912-E0502..P912-E0503	auswählen und ansetzen
P927-O0192	HALTEN_DANN_WEITERANSETZEN	P915-C027	f75r	BIOLOGICAL	1	SH>OK	P917-I0332	P917-I0333	YES	P912-E0504..P912-E0504	P912-E0505..P912-E0505	halten, dann erneut ansetzen
P927-O0193	ANSETZEN_DANN_UMSETZEN	P915-C029	f75r	BIOLOGICAL	1	OK>CHD	P917-I0336	P917-I0336	NO	P912-E0509..P912-E0509	P912-E0509..P912-E0509	ansetzen und zur nächsten Stelle umsetzen
P927-O0194	AUSFUEHREN_DANN_NEU_ANSETZEN	P915-C030	f75r	BIOLOGICAL	3	O>OK	P917-I0338	P917-I0339	YES	P912-E0511..P912-E0511	P912-E0512..P912-E0512	ausführen und einen neuen Zug ansetzen
P927-O0195	ANSETZEN_DANN_ENTNEHMEN	P915-C031	f75r	BIOLOGICAL	1	OK>CH	P917-I0340	P917-I0341	YES	P912-E0513..P912-E0513	P912-E0514..P912-E0514	ansetzen, dann einen Anteil entnehmen
P927-O0196	ENTNEHMEN_DANN_ANSETZEN	P915-C031	f75r	BIOLOGICAL	2	CH>OK	P917-I0341	P917-I0342	YES	P912-E0514..P912-E0514	P912-E0515..P912-E0515	einen Anteil entnehmen und ansetzen
P927-O0197	ANSETZEN_DANN_UMSETZEN	P915-C031	f75r	BIOLOGICAL	3	OK>CHD	P917-I0342	P917-I0343	YES	P912-E0515..P912-E0515	P912-E0516..P912-E0516	ansetzen und zur nächsten Stelle umsetzen
P927-O0198	HALTEN_DANN_WEITERANSETZEN	P915-C032	f75r	BIOLOGICAL	4	SH>OK	P917-I0347	P917-I0348	YES	P912-E0521..P912-E0521	P912-E0522..P912-E0522	halten, dann erneut ansetzen
P927-O0199	ZWEISTUFIG_ANSETZEN	P915-C035	f75r	BIOLOGICAL	1	OK>OK	P917-I0352	P917-I0353	YES	P912-E0529..P912-E0529	P912-E0530..P912-E0531	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0200	ZWEISTUFIG_ANSETZEN	P915-C036	f75r	BIOLOGICAL	1	OK>OK	P917-I0354	P917-I0355	YES	P912-E0532..P912-E0533	P912-E0534..P912-E0534	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0201	HALTEN_DANN_WEITERANSETZEN	P915-C037	f75r	BIOLOGICAL	3	SH>OK	P917-I0358	P917-I0359	YES	P912-E0538..P912-E0538	P912-E0539..P912-E0539	halten, dann erneut ansetzen
P927-O0202	HALTEN_DANN_WEITERANSETZEN	P915-C045	f75r	BIOLOGICAL	3	SH>OK	P917-I0375	P917-I0376	YES	P912-E0558..P912-E0559	P912-E0560..P912-E0560	halten, dann erneut ansetzen
P927-O0203	ZWEISTUFIG_ANSETZEN	P915-C046	f75r	BIOLOGICAL	1	OK>OK	P917-I0378	P917-I0379	YES	P912-E0563..P912-E0563	P912-E0564..P912-E0565	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0204	AUSWAEHLEN_DANN_ANSETZEN	P915-C046	f75r	BIOLOGICAL	3	S>OK	P917-I0380	P917-I0381	YES	P912-E0566..P912-E0568	P912-E0569..P912-E0569	auswählen und ansetzen
P927-O0205	ANSETZEN_DANN_UMSETZEN	P915-C047	f75r	BIOLOGICAL	1	OK>CHD	P917-I0386	P917-I0386	NO	P912-E0576..P912-E0576	P912-E0576..P912-E0576	ansetzen und zur nächsten Stelle umsetzen
P927-O0206	HALTEN_DANN_WEITERANSETZEN	P915-C050	f75r	BIOLOGICAL	2	SH>OK	P917-I0392	P917-I0392	NO	P912-E0582..P912-E0582	P912-E0582..P912-E0582	halten, dann erneut ansetzen
P927-O0207	ZWEISTUFIG_ANSETZEN	P915-C050	f75r	BIOLOGICAL	3	OK>OK	P917-I0392	P917-I0393	YES	P912-E0582..P912-E0582	P912-E0583..P912-E0584	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0208	ANSETZEN_DANN_UMSETZEN	P915-C051	f75r	BIOLOGICAL	1	OK>CHD	P917-I0394	P917-I0395	YES	P912-E0585..P912-E0585	P912-E0586..P912-E0586	ansetzen und zur nächsten Stelle umsetzen
P927-O0209	HALTEN_DANN_ZUGEBEN	P915-C051	f75r	BIOLOGICAL	8	SH>K	P917-I0399	P917-I0400	YES	P912-E0590..P912-E0591	P912-E0592..P912-E0593	halten und anschließend zugeben
P927-O0210	AUSWAEHLEN_DANN_ANSETZEN	P915-C054	f75r	BIOLOGICAL	1	S>OK	P917-I0405	P917-I0406	YES	P912-E0600..P912-E0603	P912-E0604..P912-E0605	auswählen und ansetzen
P927-O0211	HALTEN_DANN_WEITERANSETZEN	P915-C055	f75r	BIOLOGICAL	1	SH>OK	P917-I0407	P917-I0408	YES	P912-E0606..P912-E0607	P912-E0608..P912-E0608	halten, dann erneut ansetzen
P927-O0212	HALTEN_DANN_WEITERANSETZEN	P915-C055	f75r	BIOLOGICAL	3	SH>OK	P917-I0409	P917-I0410	YES	P912-E0609..P912-E0609	P912-E0610..P912-E0611	halten, dann erneut ansetzen
P927-O0213	HALTEN_DANN_AUSFUEHREN	P915-C055	f75r	BIOLOGICAL	6	SH>O	P917-I0412	P917-I0413	YES	P912-E0614..P912-E0614	P912-E0615..P912-E0618	halten, dann den Gang ausführen
P927-O0214	HALTEN_DANN_WEITERANSETZEN	P915-C055	f75r	BIOLOGICAL	8	SH>OK	P917-I0414	P917-I0415	YES	P912-E0619..P912-E0620	P912-E0621..P912-E0621	halten, dann erneut ansetzen
P927-O0215	ANSETZEN_DANN_AUSFUEHREN	P915-C055	f75r	BIOLOGICAL	9	OK>O	P917-I0415	P917-I0416	YES	P912-E0621..P912-E0621	P912-E0622..P912-E0622	ansetzen und den Gang ausführen
P927-O0216	AUSFUEHREN_DANN_NEU_ANSETZEN	P915-C055	f75r	BIOLOGICAL	10	O>OK	P917-I0416	P917-I0416	NO	P912-E0622..P912-E0622	P912-E0622..P912-E0622	ausführen und einen neuen Zug ansetzen
P927-O0217	HALTEN_DANN_AUSFUEHREN	P915-C055	f75r	BIOLOGICAL	12	SH>O	P917-I0417	P917-I0418	YES	P912-E0623..P912-E0626	P912-E0627..P912-E0630	halten, dann den Gang ausführen
P927-O0218	HALTEN_DANN_WEITERANSETZEN	P915-C055	f75r	BIOLOGICAL	14	SH>OK	P917-I0419	P917-I0420	YES	P912-E0631..P912-E0631	P912-E0632..P912-E0632	halten, dann erneut ansetzen
P927-O0219	ANSETZEN_DANN_UMSETZEN	P915-C055	f75r	BIOLOGICAL	15	OK>CHD	P917-I0420	P917-I0421	YES	P912-E0632..P912-E0632	P912-E0633..P912-E0633	ansetzen und zur nächsten Stelle umsetzen
P927-O0220	HALTEN_DANN_ZUGEBEN	P915-C055	f75r	BIOLOGICAL	17	SH>K	P917-I0422	P917-I0423	YES	P912-E0634..P912-E0635	P912-E0636..P912-E0636	halten und anschließend zugeben
P927-O0221	HALTEN_DANN_WEITERANSETZEN	P915-C055	f75r	BIOLOGICAL	23	SH>OK	P917-I0427	P917-I0428	YES	P912-E0640..P912-E0640	P912-E0641..P912-E0641	halten, dann erneut ansetzen
P927-O0222	ZWEISTUFIG_ANSETZEN	P915-C055	f75r	BIOLOGICAL	24	OK>OK	P917-I0428	P917-I0429	YES	P912-E0641..P912-E0641	P912-E0642..P912-E0642	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0223	UMSETZEN_DANN_NEU_ANSETZEN	P915-C055	f75r	BIOLOGICAL	28	CHD>OK	P917-I0431	P917-I0431	NO	P912-E0644..P912-E0645	P912-E0644..P912-E0645	umsetzen und an der neuen Stelle ansetzen
P927-O0224	ZWEISTUFIG_ANSETZEN	P915-C055	f75r	BIOLOGICAL	29	OK>OK	P917-I0431	P917-I0432	YES	P912-E0644..P912-E0645	P912-E0646..P912-E0646	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0225	HALTEN_DANN_WEITERANSETZEN	P915-C055	f75r	BIOLOGICAL	36	SH>OK	P917-I0438	P917-I0439	YES	P912-E0654..P912-E0654	P912-E0655..P912-E0655	halten, dann erneut ansetzen
P927-O0226	AUSFUEHREN_DANN_ZUGEBEN	P915-C065	f75r	BIOLOGICAL	2	O>K	P917-I0459	P917-I0460	YES	P912-E0693..P912-E0694	P912-E0695..P912-E0695	den Gang ausführen und danach zugeben
P927-O0227	ZUGEBEN_DANN_ANSETZEN	P915-C065	f75r	BIOLOGICAL	3	K>OK	P917-I0460	P917-I0461	YES	P912-E0695..P912-E0695	P912-E0696..P912-E0697	zugeben und neu ansetzen
P927-O0228	ZWEISTUFIG_ANSETZEN	P915-C065	f75r	BIOLOGICAL	4	OK>OK	P917-I0461	P917-I0462	YES	P912-E0696..P912-E0697	P912-E0698..P912-E0700	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0229	ZWEISTUFIG_ANSETZEN	P915-C066	f75r	BIOLOGICAL	4	OK>OK	P917-I0466	P917-I0467	YES	P912-E0706..P912-E0706	P912-E0707..P912-E0707	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0230	ANSETZEN_DANN_UMSETZEN	P915-C066	f75r	BIOLOGICAL	7	OK>CHD	P917-I0469	P917-I0470	YES	P912-E0709..P912-E0709	P912-E0710..P912-E0711	ansetzen und zur nächsten Stelle umsetzen
P927-O0231	AUSFUEHREN_DANN_ZUGEBEN	P915-C066	f75r	BIOLOGICAL	9	O>K	P917-I0471	P917-I0472	YES	P912-E0712..P912-E0712	P912-E0713..P912-E0713	den Gang ausführen und danach zugeben
P927-O0232	ANSETZEN_DANN_AUSFUEHREN	P915-C067	f75r	BIOLOGICAL	1	OK>O	P917-I0474	P917-I0475	YES	P912-E0715..P912-E0715	P912-E0716..P912-E0716	ansetzen und den Gang ausführen
P927-O0233	ZWEISTUFIG_ANSETZEN	P915-C068	f75r	BIOLOGICAL	1	OK>OK	P917-I0477	P917-I0478	YES	P912-E0718..P912-E0718	P912-E0719..P912-E0720	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0234	ZWEISTUFIG_ANSETZEN	P915-C069	f75r	BIOLOGICAL	1	OK>OK	P917-I0480	P917-I0481	YES	P912-E0722..P912-E0723	P912-E0724..P912-E0724	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0235	ANSETZEN_DANN_ENTNEHMEN	P915-C072	f75r	BIOLOGICAL	1	OK>CH	P917-I0485	P917-I0486	YES	P912-E0729..P912-E0729	P912-E0730..P912-E0731	ansetzen, dann einen Anteil entnehmen
P927-O0236	ENTNEHMEN_DANN_AUSWAEHLEN	P915-C072	f75r	BIOLOGICAL	2	CH>S	P917-I0486	P917-I0486	NO	P912-E0730..P912-E0731	P912-E0730..P912-E0731	entnehmen, dann den nächsten Posten auswählen
P927-O0237	UMSETZEN_DANN_NEU_ANSETZEN	P915-C077	f75r	BIOLOGICAL	2	CHD>OK	P917-I0493	P917-I0494	YES	P912-E0740..P912-E0741	P912-E0742..P912-E0742	umsetzen und an der neuen Stelle ansetzen
P927-O0238	ANSETZEN_DANN_ENTNEHMEN	P915-C077	f75r	BIOLOGICAL	3	OK>CH	P917-I0494	P917-I0495	YES	P912-E0742..P912-E0742	P912-E0743..P912-E0743	ansetzen, dann einen Anteil entnehmen
P927-O0239	AUSFUEHREN_DANN_AUSWAEHLEN	P915-C079	f75r	BIOLOGICAL	1	O>S	P917-I0497	P917-I0498	YES	P912-E0745..P912-E0745	P912-E0746..P912-E0746	ausführen, dann den nächsten Posten auswählen
