binding_serial	binding_id	unit_id	section	page	source_artifact	source_row_id	opaque_identity	local_image_owner	inherited_literal_or_formal_layer	inherited_selected_occurrence_context	inherited_source_status	purpose_A_unit_role	purpose_B_unit_role	binding_status	codebook_attestation_status	cross_unit_inference_status	source_semantic_ceiling	v76_semantic_ceiling
153	V76R2:B:E153	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E153	0275fbf14e07935b0a45	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Die Charge für den vorgesehenen Gebrauch temperieren.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
154	V76R2:B:E154	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E154	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
155	V76R2:B:E155	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E155	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
156	V76R2:B:E156	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E156	dd0ecaf5e27d81befffc	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
157	V76R2:B:E157	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E157	a06244ef1f2b37ca44c1	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:a06244ef1f2b37ca44c1] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Die erste Öffnung.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
158	V76R2:B:E158	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E158	d225b7a7b95da7aee437	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d225b7a7b95da7aee437] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Seihe es klar und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
159	V76R2:B:E159	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E159	b38d70daefd663d74625	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b38d70daefd663d74625] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Fülle danach das Gefäß.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
160	V76R2:B:E160	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E160	74c76d589d44120f647b	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:74c76d589d44120f647b] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Wende es an der markierten Stelle an.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
161	V76R2:B:E161	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E161	2c82523794dcb7d2b343	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2c82523794dcb7d2b343] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Bis es klar ist.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
162	V76R2:B:E162	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E162	3b70942557b3a40e8030	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:3b70942557b3a40e8030] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	Lasse die Flüssigkeit sich setzen und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
163	V76R2:B:E163	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E163	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
164	V76R2:B:E164	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E164	d904bf7b044dd3922781	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d904bf7b044dd3922781] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Bei sanfter Wärme.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
165	V76R2:B:E165	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E165	d68bc8de3bcee09db23c	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d68bc8de3bcee09db23c] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	Seihe es einmal durch ein Tuch und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
166	V76R2:B:E166	B1	BIO	f81v	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E166	dd0ecaf5e27d81befffc	B1_SHARED_TWO_ROW_POOL	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	One shared therapeutic bathing field with a local regimen, not a chronological two-row sequence.	One illustrated bath/hydraulic installation sheet with local operating annotations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
167	V76R2:B:E167	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E167	259b2b3b0bf859882e2c	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:259b2b3b0bf859882e2c] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
168	V76R2:B:E168	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E168	28ffbc88b97772a75f1e	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:28ffbc88b97772a75f1e] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
169	V76R2:B:E169	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E169	1645e612504fcef59ced	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Gib einen abgemessenen Anteil in das Gefäß.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
170	V76R2:B:E170	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E170	b921a237be883a820352	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Diese aktive Portion.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
171	V76R2:B:E171	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E171	7d25241b0e56c836372a	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
172	V76R2:B:E172	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E172	308e8ea2d5d190c498e8	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
173	V76R2:B:E173	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E173	f329f2051370174e9a38	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:f329f2051370174e9a38] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Die zweite Öffnung.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
174	V76R2:B:E174	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E174	ba8142680851f24c9ff2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:ba8142680851f24c9ff2] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Und gehe zum nächsten Becken weiter.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
175	V76R2:B:E175	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E175	0275fbf14e07935b0a45	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Die Charge für den vorgesehenen Gebrauch temperieren.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
176	V76R2:B:E176	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E176	c1db6b0a28d5cbb5d3d2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:c1db6b0a28d5cbb5d3d2] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Seihe es klar und beende den Schritt.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
177	V76R2:B:E177	B2	BIO	f82r	V74_SELECTED_281_EVENT_INTERLINEAR.tsv	E177	4a7a6326ac95a8809302	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:4a7a6326ac95a8809302] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Fahre am zweiten Lauf fort.	UNKNOWN_EXEMPLAR_WHOLE_CARD	A local atlas of separate therapeutic bathing/application stations.	A modelbook of separate bathhouse, vessel, and conduit installations.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
