event_id	page	record	statement_id	observed_surface	card_no	gloss_free_mechanical_reading_de	context_requirement	complete
E186	f82r	B2	B2-S006	qokal	PROC048	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E187	f82r	B2	B2-S006	sheckhy	PROC110	halten · kurz · Durchlass · dieser Posten [Rahmen: zurückhalten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E188	f82r	B2	B2-S006	qoky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E189	f82r	B2	B2-S007	dshedy	PROC111	halten · kurz · Schluss [Rahmen: ruhen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E190	f82r	B2	B2-S008	sotaiin	PROC112	danach · vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E191	f82r	B2	B2-S008	qokar	PROC113	ansetzen · von dort [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E192	f82r	B2	B2-S008	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E193	f82r	B2	B2-S009	solshedy	PROC114	fortsetzen · halten · kurz · Schluss [Rahmen: ruhen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E194	f82r	B2	B2-S010	qokeey	PROC092	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E195	f82r	B2	B2-S010	qoky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E196	f82r	B2	B2-S010	ls	PROC115	weiter	PORTABLE_WORDING_AVAILABLE	COMPLETE
E197	f82r	B2	B2-S010	cheey	PROC031	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E198	f82r	B2	B2-S011	okain	PROC080	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E199	f82r	B2	B2-S011	char	PROC003	von dort	PORTABLE_WORDING_AVAILABLE	COMPLETE
E200	f82r	B2	B2-S011	okain	PROC080	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E201	f82r	B2	B2-S011	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E202	f82r	B2	B2-S012	lchy	PROC116	führen · abziehen · dieser Posten [Rahmen: abnehmen, führen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E203	f82r	B2	B2-S012	cheey	PROC031	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E204	f82r	B2	B2-S012	qcthey	PROC117	bereit · kurz · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E205	f82r	B2	B2-S012	qokeey	PROC092	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E206	f82r	B2	B2-S012	lcheey	PROC118	führen · länger · dieser Posten [Rahmen: führen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E207	f82r	B2	B2-S012	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E208	f82r	B2	B2-S012	chey	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E209	f82r	B2	B2-S012	qokeeedy	PROC119	ansetzen · vollständig · Schluss [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E210	f82r	B2	B2-S013	lchedy	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E211	f82r	B2	B2-S014	lar	PROC121	führen · von dort [Rahmen: ableiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E212	f82r	B2	B2-S015	tshey	PROC122	halten · kurz · dieser Posten [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E213	f82r	B2	B2-S015	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E214	f82r	B2	B2-S016	cheal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E215	f82r	B2	B2-S016	lchedar	PROC123	führen · umsetzen · von dort [Rahmen: umfüllen, ableiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E216	f82r	B2	B2-S016	ches	PROC124	abziehen · kurz · teilen [Rahmen: abnehmen, abteilen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E217	f82r	B2	B2-S016	aiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E218	f82r	B2	B2-S016	oteey	PROC109	danach · länger · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E219	f82r	B2	B2-S016	qokaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E220	f82r	B2	B2-S016	okey	PROC085	ansetzen · kurz · dieser Posten [Rahmen: wirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E221	f82r	B2	B2-S016	pchedy	PROC125	hineingeben · umsetzen · Schluss [Rahmen: überführen, einfüllen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E222	f82r	B2	B2-S017	rsheal	PROC126	abkühlen · halten · kurz · bezeichnete Stelle [Rahmen: abkühlen lassen, ruhen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E223	f82r	B2	B2-S017	daldy	PROC127	bezeichnete Stelle · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E224	f82r	B2	B2-S018	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E225	f82r	B2	B2-S019	rshedy	PROC128	abkühlen · absetzen · Schluss [Rahmen: auskühlen lassen, absetzen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E226	f82r	B2	B2-S020	qoteedy	PROC129	danach · länger · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E227	f82r	B2	B2-S021	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E228	f82r	B2	B2-S022	lochedy	PROC130	führen · Arbeitsgang · umsetzen · Schluss [Rahmen: überführen, abführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E229	f83r	B3	B3-S001	olkeedy	PROC098	auffangen · länger · Schluss [Rahmen: auffangen und stehen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E230	f83r	B3	B3-S002	qotal	PROC131	danach · bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E231	f83r	B3	B3-S002	chkeedy	PROC132	wärmen · länger · Schluss [Rahmen: anwärmen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E232	f83r	B3	B3-S003	chey	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E233	f83r	B3	B3-S003	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E234	f83r	B3	B3-S003	chey	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E235	f83r	B3	B3-S003	lchedy	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E236	f83r	B3	B3-S004	qokaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E237	f83r	B3	B3-S004	qotal	PROC131	danach · bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E238	f83r	B3	B3-S004	dar	PROC003	von dort	PORTABLE_WORDING_AVAILABLE	COMPLETE
E239	f83r	B3	B3-S005	schedy	PROC076	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E240	f83r	B3	B3-S006	chedchy	PROC133	umsetzen · dieser Posten [Rahmen: umsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E241	f83r	B3	B3-S006	qokal	PROC048	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E242	f83r	B3	B3-S006	olchedy	PROC079	fortsetzen · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E243	f83r	B3	B3-S007	qokaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E244	f83r	B3	B3-S007	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E245	f83r	B3	B3-S007	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E246	f83r	B3	B3-S008	lchedy	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E247	f83r	B3	B3-S009	qoky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E248	f83r	B3	B3-S010	pchedal	PROC134	hineingeben · umsetzen · bezeichnete Stelle [Rahmen: umfüllen, einfüllen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E249	f83r	B3	B3-S010	otedy	PROC135	danach · kurz · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E250	f83r	B3	B3-S011	shecthedchy	PROC136	halten · kurz · bereit · umsetzen · dieser Posten [Rahmen: umsetzen, halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E251	f83r	B3	B3-S011	qoky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E252	f83r	B3	B3-S011	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E253	f83r	B3	B3-S011	chary	PROC137	von dort · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E254	f83r	B3	B3-S012	sor	PROC016	Ansatz	PORTABLE_WORDING_AVAILABLE	COMPLETE
E255	f83r	B3	B3-S012	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E256	f83r	B3	B3-S013	qokaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E257	f83r	B3	B3-S013	chkain	PROC069	zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E258	f83r	B3	B3-S013	shcthey	PROC117	bereit · kurz · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E259	f83r	B3	B3-S013	qokedy	PROC067	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E260	f83r	B3	B3-S014	okair	PROC138	ansetzen · laufender Bestand [Rahmen: einleiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E261	f83r	B3	B3-S014	sheedy	PROC139	halten · länger · Schluss [Rahmen: ruhen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E262	f83r	B3	B3-S015	lchedy	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E263	f83r	B3	B3-S016	lo	PROC140	führen · Arbeitsgang [Rahmen: führen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E264	f83r	B3	B3-S016	qokchedy	PROC091	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E265	f83r	B3	B3-S017	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E266	f83r	B3	B3-S018	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E267	f83r	B3	B3-S019	qokshedy	PROC141	ansetzen · halten · kurz · Schluss [Rahmen: einwirken lassen, ruhen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E268	f83r	B3	B3-S020	dal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E269	f83r	B3	B3-S020	lchedy	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E270	f83r	B3	B3-S021	qokaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E271	f83r	B3	B3-S021	shcthy	PROC014	bereit · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E272	f83r	B3	B3-S021	dal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E273	f83r	B3	B3-S021	sy	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E274	f83r	B3	B3-S021	saiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E275	f83r	B3	B3-S021	shedal	PROC142	absetzen · bezeichnete Stelle [Rahmen: ablagern]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E276	f83r	B3	B3-S021	shecthy	PROC143	halten · kurz · bereit · dieser Posten [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E277	f83r	B3	B3-S021	chey	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E278	f83r	B3	B3-S021	tal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E279	f83r	B3	B3-S021	shcthy	PROC014	bereit · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E280	f83r	B3	B3-S021	dalchdy	PROC144	bezeichnete Stelle · umsetzen · Schluss [Rahmen: umfüllen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E281	f83r	B3	B3-S022	qotchedy	PROC145	danach · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E282	f83r	B3	B3-S023	lchedy	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E283	f83r	B3	B3-S024	tchedy	PROC076	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E284	f83r	B3	B3-S025	qokchdy	PROC082	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E285	f83r	B3	B3-S026	cheedar	PROC146	länger · von dort	PORTABLE_WORDING_AVAILABLE	COMPLETE
E286	f83r	B3	B3-S026	chldaiin	PROC147	führen · vorgeschriebenes Maß [Rahmen: ableiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E287	f83r	B3	B3-S026	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E288	f83r	B3	B3-S026	qokain	PROC080	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E289	f83r	B3	B3-S026	checthy	PROC014	bereit · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E290	f83r	B3	B3-S026	chealror	PROC148	bezeichnete Stelle · abkühlen · Ansatz [Rahmen: abkühlen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E291	f83r	B3	B3-S026	solkeedy	PROC098	auffangen · länger · Schluss [Rahmen: auffangen und stehen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E292	f83r	B3	B3-S027	qoteedy	PROC129	danach · länger · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E293	f83r	B3	B3-S028	qokeey	PROC092	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E294	f83r	B3	B3-S028	qokedy	PROC067	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E295	f83r	B3	B3-S029	sol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E296	f83r	B3	B3-S029	cheeety	PROC149	vollständig · eintragen · dieser Posten [Rahmen: eintragen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E297	f83r	B3	B3-S029	qokedy	PROC067	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E298	f83r	B3	B3-S030	qoky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E299	f83r	B3	B3-S030	saiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E300	f83r	B3	B3-S030	schedair	PROC150	umsetzen · laufender Bestand [Rahmen: durchleiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E301	f83r	B3	B3-S030	otchedy	PROC145	danach · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E302	f83r	B3	B3-S031	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E303	f83r	B3	B3-S032	chedain	PROC151	umsetzen · Portion [Rahmen: abmessen und umsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E304	f83r	B3	B3-S032	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E305	f83r	B3	B3-S032	qotedaiin	PROC152	danach · kurz · vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E306	f83r	B3	B3-S032	otaiin	PROC112	danach · vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E307	f83r	B3	B3-S032	otedy	PROC135	danach · kurz · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E308	f83r	B3	B3-S033	ldy	PROC108	führen · Schluss [Rahmen: abführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E309	f83r	B3	B3-S034	soiiin	PROC097	Arbeitsgang · Sollstufe	PORTABLE_WORDING_AVAILABLE	COMPLETE
E310	f83r	B3	B3-S034	checthy	PROC014	bereit · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E311	f83r	B3	B3-S034	chety	PROC004	eintragen · dieser Posten [Rahmen: eintragen, übertragen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E312	f83r	B3	B3-S034	otaiin	PROC112	danach · vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E313	f83r	B3	B3-S034	olsaly	PROC153	fortsetzen · bezeichnete Stelle · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E314	f83r	B3	B3-S034	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E315	f83r	B4	B4-S001	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E316	f83r	B4	B4-S002	qolchey	PROC154	fortsetzen · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E317	f83r	B4	B4-S002	qokeey	PROC092	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E318	f83r	B4	B4-S002	qokedy	PROC067	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E319	f83r	B4	B4-S003	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E320	f83r	B4	B4-S003	otal	PROC131	danach · bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E321	f83r	B4	B4-S003	otchey	PROC065	danach · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E322	f83r	B4	B4-S003	qokeey	PROC092	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E323	f83r	B4	B4-S003	qoky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E324	f83r	B4	B4-S003	tol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E325	f83r	B4	B4-S003	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E326	f83r	B4	B4-S004	qokylddy	PROC155	ansetzen · dieser Posten · befestigen · Schluss [Rahmen: festbinden, einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E327	f83r	B4	B4-S005	dain	PROC156	Portion	PORTABLE_WORDING_AVAILABLE	COMPLETE
E328	f83r	B4	B4-S005	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E329	f83r	B4	B4-S005	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E330	f83r	B4	B4-S006	shckhedy	PROC099	halten · Durchlass · kurz · Schluss [Rahmen: zurückhalten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E331	f83r	B4	B4-S007	shckhedy	PROC099	halten · Durchlass · kurz · Schluss [Rahmen: zurückhalten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E332	f83r	B4	B4-S008	saiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E333	f83r	B4	B4-S008	cheeky	PROC046	wärmen · länger · dieser Posten [Rahmen: temperieren, warm halten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E334	f83r	B4	B4-S008	sheey	PROC157	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E335	f83r	B4	B4-S008	qokedy	PROC067	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E336	f83r	B4	B4-S009	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E337	f83r	B4	B4-S010	oldy	PROC047	fortsetzen · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E338	f83r	B4	B4-S011	saiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E339	f83r	B4	B4-S011	cheky	PROC083	wärmen · kurz · dieser Posten [Rahmen: warm halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E340	f83r	B4	B4-S011	okeeol	PROC158	ansetzen · länger · fortsetzen [Rahmen: wirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E341	f83r	B4	B4-S011	okain	PROC080	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E342	f83r	B4	B4-S011	chdy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E343	f83r	B4	B4-S011	sol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E344	f83r	B4	B4-S011	lkedy	PROC159	führen · zuführen · kurz · Schluss [Rahmen: zugeben, abführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E345	f83r	B4	B4-S012	lchedy	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E346	f83r	B4	B4-S013	qokol	PROC160	ansetzen · fortsetzen [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E347	f83r	B4	B4-S013	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E348	f83r	B4	B4-S014	or	PROC016	Ansatz	PORTABLE_WORDING_AVAILABLE	COMPLETE
E349	f83r	B4	B4-S014	chey	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E350	f83r	B4	B4-S014	qockhey	PROC161	Arbeitsgang · Durchlass · kurz · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E351	f83r	B4	B4-S014	dairydy	PROC162	laufender Bestand · dieser Posten · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E352	f83r	B4	B4-S015	qokain	PROC080	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E353	f83r	B4	B4-S015	shey	PROC031	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E354	f83r	B4	B4-S015	kain	PROC069	zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E355	f83r	B4	B4-S015	chckhal	PROC163	abziehen · Durchlass · bezeichnete Stelle [Rahmen: ablaufen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E356	f83r	B4	B4-S015	solkey	PROC164	auffangen · kurz · dieser Posten [Rahmen: auffangen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E357	f83r	B4	B4-S015	lchedy	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E358	f83r	B4	B4-S016	qolkain	PROC070	fortsetzen · zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E359	f83r	B4	B4-S016	dal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
