target_surface	prior_role_axes	reference_surface	reference_axes	reference_gloss_de	outside_occurrences_reader_exact	outside_occurrences_all_readings	reference_occurrences_reader_exact	section_similarity	line_position_similarity	left_axis_context_similarity	right_axis_context_similarity	closure_proximity_similarity	left_exact_whole_similarity	right_exact_whole_similarity	hybrid_distribution_similarity	section_removed_local_similarity	all_reading_hybrid_similarity	expected_axis_overlap	contains_all_prior_axes	same_dimension_rival_overlap	literal_identity_credit	confirmed_lexeme	component_export_credit	reference_rank	reference_rank_percentile	section_removed_rank_percentile	top_five_reference	gdt749_score_id
kchdy	HOT	cheeky	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	10	14	22	0.649177	0.937523	0.868691	0.832868	0.937523	0.065166	0.065166	0.677625	0.728354	0.678984	HOT	1	NONE	0	0	0	12	0.750000	0.771739	0	G749-S0195
kchdy	HOT	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	10	14	49	0.479579	0.978021	0.847137	0.900433	0.969367	0.100678	0.101013	0.668504	0.759161	0.677075	HOT	1	NONE	0	0	0	13	0.728261	0.967391	0	G749-S0196
kchdy	HOT	oteos	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	Kaltansatz-Charge auf mittlerer Stufe	10	14	4	0.925464	0.891968	0.797624	0.658200	0.891968	0.000000	0.000000	0.667776	0.647952	0.669437	NONE	0	COLD	0	0	0	14	0.706522	0.184783	0	G749-S0197
kchdy	HOT	otaly	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	10	14	11	0.400549	0.843661	0.940964	0.926161	0.947331	0.227516	0.174376	0.667704	0.771812	0.644276	NONE	0	NONE	0	0	0	15	0.684783	0.989130	0	G749-S0198
kchdy	HOT	chcth	DRY|MATERIAL	getrocknete Pflanzendroge	10	14	2	0.891968	0.819811	0.587921	0.853207	0.891968	0.000000	0.195007	0.666681	0.650082	0.654008	NONE	0	NONE	0	0	0	16	0.663043	0.206522	0	G749-S0199
kchdy	HOT	cheeol	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	10	14	6	0.752062	0.891968	0.799103	0.865742	0.891968	0.000000	0.000000	0.666539	0.689756	0.692735	NONE	0	NONE	0	0	0	17	0.641304	0.467391	0	G749-S0200
kchdy	HOT	chal	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	10	14	35	0.591932	0.942959	0.773944	0.893709	0.951290	0.000000	0.128854	0.663125	0.725266	0.662285	NONE	0	NONE	0	0	0	18	0.619565	0.750000	0	G749-S0201
kchdy	HOT	alchey	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I, trocken in der Gradmitte	10	14	2	0.624804	0.819811	0.782928	0.948101	0.891968	0.195007	0.000000	0.659632	0.708062	0.723254	NONE	0	NONE	0	0	0	19	0.597826	0.532609	0	G749-S0202
kchdy	HOT	chekar	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	10	14	6	0.856213	0.891968	0.746036	0.770753	0.856213	0.000000	0.000000	0.659389	0.652994	0.654731	HOT	1	NONE	0	0	0	20	0.576087	0.250000	0	G749-S0203
kchdy	HOT	cheey	DRY|END_STAGE	trocken am Ende des Grades	10	14	137	0.516535	0.958572	0.845378	0.906633	0.915908	0.031528	0.076404	0.657703	0.736092	0.670204	NONE	0	NONE	0	0	0	21	0.554348	0.836957	0	G749-S0204
kchdy	HOT	chl	DRY|PROCESS	trocknen	10	14	24	0.620934	0.935924	0.830805	0.881982	0.857725	0.000000	0.061907	0.657098	0.707478	0.657326	NONE	0	NONE	0	0	0	22	0.532609	0.510870	0	G749-S0205
kchdy	HOT	alol	MATERIAL	Drogenstoff aus Rohdroge I	10	14	7	0.773894	0.946547	0.707091	0.721304	0.891968	0.000000	0.118686	0.653674	0.665251	0.651256	NONE	0	NONE	0	0	0	23	0.510870	0.293478	0	G749-S0206
kchdy	HOT	chkar	HOT|DRY|PART	erste heiß getrocknete Fraktion	10	14	7	0.655208	0.891968	0.772842	0.878194	0.827861	0.000000	0.000000	0.637266	0.674173	0.667511	HOT	1	NONE	0	0	0	24	0.489130	0.380435	0	G749-S0207
kchdy	HOT	sheedy	MOIST|END_STAGE	feucht am Ende des Grades	10	14	41	0.408203	0.938793	0.870876	0.888927	0.888927	0.067899	0.000000	0.626877	0.724294	0.625679	NONE	0	NONE	0	0	0	25	0.467391	0.706522	0	G749-S0208
kchdy	HOT	cheeor	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	10	14	11	0.653548	0.891968	0.681477	0.857685	0.809017	0.000000	0.095298	0.626302	0.657559	0.638351	NONE	0	NONE	0	0	0	26	0.445652	0.271739	0	G749-S0209
kchdy	HOT	dchey	DRY|AMOUNT|MIDDLE_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	10	14	13	0.907170	0.688782	0.646889	0.628923	0.891968	0.216681	0.000000	0.624473	0.592981	0.608109	NONE	0	NONE	0	0	0	27	0.423913	0.141304	0	G749-S0210
kchdy	HOT	chtal	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	10	14	5	0.568050	0.891968	0.815137	0.847877	0.827404	0.000000	0.000000	0.621696	0.676477	0.615160	NONE	0	COLD	0	0	0	28	0.402174	0.445652	0	G749-S0211
kchdy	HOT	qockhey	PREPARATION|MIDDLE_STAGE	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	10	14	12	0.657891	0.891968	0.724378	0.820075	0.816421	0.000000	0.000000	0.619376	0.650569	0.610590	NONE	0	NONE	0	0	0	29	0.380435	0.228261	0	G749-S0212
kchdy	HOT	sheeo	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	10	14	5	0.568050	0.937744	0.657858	0.728213	0.937744	0.137744	0.000000	0.611724	0.666086	0.615153	NONE	0	NONE	0	0	0	30	0.358696	0.315217	0	G749-S0213
kchdy	HOT	qochy	DRY|MATERIAL	nimm leicht getrocknete Droge	10	14	1	0.891968	0.891968	0.195007	0.948101	0.891968	0.000000	0.000000	0.611042	0.585409	0.577119	NONE	0	NONE	0	0	0	31	0.336957	0.119565	0	G749-S0214
kchdy	HOT	cheedy	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	10	14	39	0.365808	0.926850	0.813021	0.918338	0.897536	0.000000	0.045860	0.610765	0.715735	0.626594	NONE	0	NONE	0	0	0	32	0.315217	0.663043	0	G749-S0215
kchdy	HOT	qokeeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	10	14	10	0.355170	0.947877	0.890960	0.790960	0.891968	0.100000	0.000000	0.608838	0.714353	0.676835	HOT	1	NONE	0	0	0	33	0.293478	0.619565	0	G749-S0216
kchdy	HOT	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	10	14	5	0.758063	0.587430	0.570358	0.847877	0.937744	0.226466	0.000000	0.607695	0.611329	0.544178	NONE	0	NONE	0	0	0	34	0.271739	0.163043	0	G749-S0217
kchdy	HOT	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	10	14	6	0.447803	0.891968	0.853599	0.865742	0.728955	0.000000	0.000000	0.594845	0.668053	0.598492	HOT	1	NONE	0	0	0	35	0.250000	0.336957	0	G749-S0218
kchdy	HOT	qolchey	DRY|MATERIAL|MIDDLE_STAGE	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	10	14	8	0.287837	0.947784	0.777518	0.820075	0.947784	0.111496	0.000000	0.589711	0.709782	0.561019	NONE	0	NONE	0	0	0	36	0.228261	0.554348	0	G749-S0219
kchdy	HOT	chedar	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	10	14	16	0.227521	0.891968	0.845139	0.887373	0.914389	0.078100	0.000000	0.582958	0.715584	0.610750	NONE	0	NONE	0	0	0	37	0.206522	0.641304	0	G749-S0220
kchdy	HOT	keeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	10	14	2	0.241723	0.891968	0.830805	0.948101	0.891968	0.000000	0.000000	0.582721	0.712569	0.701100	HOT	1	NONE	0	0	0	38	0.173913	0.586957	0	G749-S0221
kchdy	HOT	sheeal	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	10	14	1	0.241723	0.891968	0.830805	0.948101	0.891968	0.000000	0.000000	0.582721	0.712569	0.572269	NONE	0	NONE	0	0	0	39	0.173913	0.586957	0	G749-S0222
kchdy	HOT	sheeod	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	10	14	1	0.891968	0.891968	0.000000	0.948101	0.891968	0.000000	0.000000	0.579841	0.546408	0.656789	NONE	0	NONE	0	0	0	40	0.141304	0.054348	0	G749-S0223
kchdy	HOT	choar	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	10	14	2	0.241723	0.891968	0.639349	0.948101	0.891968	0.000000	0.000000	0.552088	0.674277	0.546049	NONE	0	NONE	0	0	0	41	0.119565	0.402174	0	G749-S0224
kchdy	HOT	oteeo	COLD|PREPARATION|PASS	zweiter Kaltansatz	10	14	5	0.241723	0.891968	0.775945	0.847877	0.827404	0.000000	0.000000	0.550160	0.668639	0.554759	NONE	0	COLD	0	0	0	42	0.097826	0.358696	0	G749-S0225
kchdy	HOT	cheeal	DRY|MATERIAL|END_STAGE	Rohstoffklasse I, trocken am Gradende	10	14	2	0.819811	0.891968	0.830805	0.000000	0.891968	0.000000	0.000000	0.546642	0.522948	0.600282	NONE	0	NONE	0	0	0	43	0.076087	0.010870	0	G749-S0226
kchdy	HOT	otaldy	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	kalten Rohstoff-I-Ansatz fertigstellen	10	14	3	0.495256	0.664115	0.851899	0.214141	0.891968	0.168859	0.214141	0.521212	0.562725	0.571205	NONE	0	COLD	0	0	0	44	0.054348	0.076087	0	G749-S0227
kchdy	HOT	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	10	14	19	0.514447	0.539239	0.525440	0.677432	0.845457	0.229958	0.000000	0.506078	0.540509	0.489838	NONE	0	NONE	0	0	0	45	0.032609	0.032609	0	G749-S0228
kchdy	HOT	alam	AMOUNT|MATERIAL	ein Maß Rohdroge I	10	14	6	0.241723	0.549789	0.762480	0.562717	0.891968	0.000000	0.229244	0.478303	0.576315	0.440327	NONE	0	NONE	0	0	0	46	0.010870	0.097826	0	G749-S0229
lkeey	HOT	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	32	36	49	0.899926	0.984176	0.946167	0.954456	0.933090	0.108382	0.298526	0.794215	0.804269	0.789580	HOT	1	NONE	0	0	0	1	0.989130	0.989130	1	G749-S0230
lkeey	HOT	cheey	DRY|END_STAGE	trocken am Ende des Grades	32	36	137	0.858711	0.997597	0.898560	0.974584	0.961038	0.087153	0.246093	0.779710	0.799680	0.783645	NONE	0	NONE	0	0	0	2	0.967391	0.945652	1	G749-S0231
lkeey	HOT	chedar	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	32	36	16	0.944325	0.968023	0.890332	0.953230	0.905473	0.105545	0.172180	0.775148	0.771184	0.785703	NONE	0	NONE	0	0	0	3	0.945652	0.836957	1	G749-S0232
lkeey	HOT	chal	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	32	36	35	0.919210	0.943463	0.904486	0.911575	0.937444	0.089602	0.193875	0.766207	0.767741	0.776995	NONE	0	NONE	0	0	0	4	0.923913	0.793478	1	G749-S0233
lkeey	HOT	qokchey	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	32	36	24	0.899612	0.961873	0.915087	0.948766	0.955045	0.056401	0.071840	0.759468	0.768978	0.760899	HOT	1	NONE	0	0	0	5	0.902174	0.815217	1	G749-S0234
lkeey	HOT	chl	DRY|PROCESS	trocknen	32	36	24	0.917649	0.983754	0.802205	0.925703	0.931982	0.086490	0.071840	0.745066	0.744562	0.741776	NONE	0	NONE	0	0	0	6	0.880435	0.663043	0	G749-S0235
lkeey	HOT	sheol	MOIST|MATERIAL	feuchtes Material	32	36	71	0.694361	0.996520	0.927074	0.966207	0.968333	0.036155	0.237541	0.744810	0.798996	0.750626	NONE	0	NONE	0	0	0	7	0.858696	0.923913	0	G749-S0236
lkeey	HOT	chckhy	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	32	36	115	0.715642	0.978979	0.913859	0.964331	0.958809	0.081573	0.189738	0.742464	0.790327	0.746745	NONE	0	NONE	0	0	0	8	0.836957	0.902174	0	G749-S0237
lkeey	HOT	cheedy	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	32	36	39	0.754695	0.983919	0.867883	0.953205	0.951351	0.084737	0.169474	0.739323	0.776693	0.748501	NONE	0	NONE	0	0	0	9	0.815217	0.858696	0	G749-S0238
lkeey	HOT	keeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	32	36	2	0.934492	0.968023	0.802205	0.899242	0.968023	0.000000	0.000000	0.730176	0.727498	0.739147	HOT	1	NONE	0	0	0	10	0.782609	0.500000	0	G749-S0239
lkeey	HOT	sheeal	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	32	36	1	0.934492	0.968023	0.802205	0.899242	0.968023	0.000000	0.000000	0.730176	0.727498	0.707529	NONE	0	NONE	0	0	0	11	0.782609	0.500000	0	G749-S0240
lkeey	HOT	oteeo	COLD|PREPARATION|PASS	zweiter Kaltansatz	32	36	5	0.934492	0.968023	0.911467	0.864735	0.741811	0.066063	0.066063	0.728204	0.710420	0.740822	NONE	0	COLD	0	0	0	12	0.750000	0.402174	0	G749-S0241
lkeey	HOT	cheeky	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	32	36	22	0.658427	0.983365	0.931270	0.905996	0.983365	0.140508	0.112194	0.726261	0.786070	0.724405	HOT	1	NONE	0	0	0	13	0.728261	0.880435	0	G749-S0242
lkeey	HOT	qokeeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	32	36	10	0.780472	0.970440	0.816264	0.867269	0.968023	0.182032	0.103931	0.725489	0.752996	0.749780	HOT	1	NONE	0	0	0	14	0.706522	0.728261	0	G749-S0243
lkeey	HOT	sheedy	MOIST|END_STAGE	feucht am Ende des Grades	32	36	41	0.733873	0.982943	0.878777	0.953864	0.932807	0.038619	0.112099	0.724277	0.764750	0.730074	NONE	0	NONE	0	0	0	15	0.684783	0.750000	0	G749-S0244
lkeey	HOT	chkar	HOT|DRY|PART	erste heiß getrocknete Fraktion	32	36	7	0.909303	0.968023	0.832380	0.875201	0.896023	0.000000	0.059105	0.723390	0.720236	0.728059	HOT	1	NONE	0	0	0	16	0.663043	0.467391	0	G749-S0245
lkeey	HOT	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	32	36	24	0.719069	0.941053	0.884261	0.904215	0.983754	0.098189	0.142891	0.722697	0.766765	0.730663	NONE	0	COLD	0	0	0	17	0.641304	0.771739	0	G749-S0246
lkeey	HOT	choar	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	32	36	2	0.934492	0.968023	0.739330	0.899242	0.968023	0.000000	0.000000	0.720116	0.714923	0.717415	NONE	0	NONE	0	0	0	18	0.619565	0.423913	0	G749-S0247
lkeey	HOT	chol	DRY	trocken	32	36	303	0.553160	0.996305	0.923838	0.956764	0.981983	0.114657	0.183940	0.718635	0.801638	0.719229	NONE	0	NONE	0	0	0	19	0.597826	0.967391	0	G749-S0248
lkeey	HOT	ykeedy	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	32	36	19	0.740408	0.935569	0.813977	0.945393	0.911880	0.107092	0.172835	0.716690	0.749357	0.722607	HOT	1	NONE	0	0	0	20	0.576087	0.706522	0	G749-S0249
lkeey	HOT	ykeey	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	32	36	41	0.718338	0.921830	0.836369	0.892453	0.971838	0.123047	0.100994	0.706797	0.746902	0.712304	HOT	1	NONE	0	0	0	21	0.554348	0.684783	0	G749-S0250
lkeey	HOT	qotchey	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	32	36	18	0.736763	0.966773	0.868444	0.914920	0.912728	0.054046	0.040915	0.706398	0.742069	0.701927	NONE	0	COLD	0	0	0	22	0.532609	0.619565	0	G749-S0251
lkeey	HOT	chtal	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	32	36	5	0.926762	0.968023	0.833046	0.885636	0.741811	0.000000	0.000000	0.704242	0.685703	0.714665	NONE	0	COLD	0	0	0	23	0.510870	0.250000	0	G749-S0252
lkeey	HOT	sheeo	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	32	36	5	0.822831	0.930884	0.664096	0.875936	0.930884	0.066063	0.132126	0.691438	0.700179	0.737868	NONE	0	NONE	0	0	0	24	0.489130	0.315217	0	G749-S0253
lkeey	HOT	otaly	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	32	36	11	0.807097	0.830095	0.834542	0.795495	0.923138	0.064073	0.179020	0.690127	0.700963	0.700634	NONE	0	NONE	0	0	0	25	0.467391	0.336957	0	G749-S0254
lkeey	HOT	alol	MATERIAL	Drogenstoff aus Rohdroge I	32	36	7	0.818274	0.955129	0.791436	0.737482	0.968023	0.059105	0.059105	0.689086	0.702235	0.700235	NONE	0	NONE	0	0	0	26	0.445652	0.380435	0	G749-S0255
lkeey	HOT	qockhey	PREPARATION|MIDDLE_STAGE	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	32	36	12	0.639529	0.968023	0.867408	0.855923	0.883205	0.192111	0.000000	0.683718	0.734123	0.693136	NONE	0	NONE	0	0	0	27	0.423913	0.597826	0	G749-S0256
lkeey	HOT	chty	COLD|DRY|BEGIN_STAGE	trocken-kalt am Gradanfang	32	36	12	0.575350	0.945475	0.881914	0.864286	0.883205	0.096863	0.182541	0.679663	0.742916	0.688698	NONE	0	COLD	0	0	0	28	0.402174	0.641304	0	G749-S0257
lkeey	HOT	cheeor	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	32	36	11	0.552938	0.968023	0.837630	0.923195	0.938987	0.000000	0.000000	0.659882	0.733567	0.660002	NONE	0	NONE	0	0	0	29	0.380435	0.554348	0	G749-S0258
lkeey	HOT	cheeol	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	32	36	6	0.568774	0.968023	0.837879	0.877874	0.968023	0.000000	0.000000	0.659322	0.730360	0.718246	NONE	0	NONE	0	0	0	30	0.358696	0.532609	0	G749-S0259
lkeey	HOT	oteos	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	Kaltansatz-Charge auf mittlerer Stufe	32	36	4	0.588808	0.968023	0.855126	0.759584	0.968023	0.070771	0.000000	0.654238	0.717228	0.650010	NONE	0	COLD	0	0	0	31	0.336957	0.445652	0	G749-S0260
lkeey	HOT	chekar	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	32	36	6	0.581087	0.968023	0.849019	0.840998	0.847782	0.000000	0.000000	0.643238	0.701164	0.664857	HOT	1	NONE	0	0	0	32	0.315217	0.358696	0	G749-S0261
lkeey	HOT	qolchey	DRY|MATERIAL|MIDDLE_STAGE	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	32	36	8	0.413324	0.961873	0.807398	0.875022	0.961873	0.056401	0.070771	0.633894	0.733950	0.627093	NONE	0	NONE	0	0	0	33	0.293478	0.576087	0	G749-S0262
lkeey	HOT	chtol	COLD|DRY|MATERIAL	getrocknetes und abgekühltes Drogenmaterial	32	36	4	0.588808	0.906991	0.781885	0.744541	0.968023	0.000000	0.070771	0.630348	0.687365	0.641697	NONE	0	COLD	0	0	0	34	0.271739	0.271739	0	G749-S0263
lkeey	HOT	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	32	36	6	0.524096	0.968023	0.785612	0.904353	0.785512	0.000000	0.000000	0.624359	0.688700	0.651122	HOT	1	NONE	0	0	0	35	0.250000	0.293478	0	G749-S0264
lkeey	HOT	chckhd	DRY|PREPARATION|CLOSE|END_STAGE	trockenes Arzneikompositum, abgeschlossen	32	36	2	0.791683	0.755688	0.758769	0.714887	0.669955	0.000000	0.085732	0.603999	0.588433	0.654167	NONE	0	NONE	0	0	0	36	0.228261	0.163043	0	G749-S0265
lkeey	HOT	cheeal	DRY|MATERIAL|END_STAGE	Rohstoffklasse I, trocken am Gradende	32	36	2	0.791683	0.968023	0.802205	0.190557	0.968023	0.000000	0.000000	0.588225	0.585762	0.663422	NONE	0	NONE	0	0	0	37	0.206522	0.141304	0	G749-S0266
lkeey	HOT	alam	AMOUNT|MATERIAL	ein Maß Rohdroge I	32	36	6	0.934492	0.434958	0.814035	0.419214	0.968023	0.062269	0.096975	0.585899	0.543170	0.581400	NONE	0	NONE	0	0	0	38	0.184783	0.054348	0	G749-S0267
lkeey	HOT	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	32	36	5	0.851025	0.477621	0.431805	0.879330	0.930884	0.096072	0.066063	0.584325	0.560141	0.578245	NONE	0	NONE	0	0	0	39	0.163043	0.076087	0	G749-S0268
lkeey	HOT	alchey	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I, trocken in der Gradmitte	32	36	2	0.283083	0.755688	0.656218	0.899242	0.968023	0.085732	0.141541	0.565290	0.678561	0.675510	NONE	0	NONE	0	0	0	40	0.141304	0.228261	0	G749-S0269
lkeey	HOT	dchey	DRY|AMOUNT|MIDDLE_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	32	36	13	0.473153	0.595100	0.540776	0.805965	0.968023	0.162052	0.000000	0.537693	0.598178	0.522245	NONE	0	NONE	0	0	0	41	0.119565	0.184783	0	G749-S0270
lkeey	HOT	chcth	DRY|MATERIAL	getrocknete Pflanzendroge	32	36	2	0.171465	0.755688	0.694495	0.714887	0.968023	0.141541	0.085732	0.519594	0.649346	0.532658	NONE	0	NONE	0	0	0	42	0.097826	0.206522	0	G749-S0271
lkeey	HOT	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	32	36	19	0.483725	0.423081	0.386081	0.844193	0.968733	0.097206	0.039953	0.491246	0.538134	0.478462	NONE	0	NONE	0	0	0	43	0.076087	0.032609	0	G749-S0272
lkeey	HOT	qochy	DRY|MATERIAL	nimm leicht getrocknete Droge	32	36	1	0.171465	0.968023	0.074774	0.899242	0.968023	0.000000	0.000000	0.461182	0.582012	0.432092	NONE	0	NONE	0	0	0	44	0.043478	0.108696	0	G749-S0273
lkeey	HOT	sheeod	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	32	36	1	0.171465	0.968023	0.074774	0.899242	0.968023	0.000000	0.000000	0.461182	0.582012	0.670190	NONE	0	NONE	0	0	0	45	0.043478	0.108696	0	G749-S0274
lkeey	HOT	otaldy	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	kalten Rohstoff-I-Ansatz fertigstellen	32	36	3	0.249078	0.604444	0.738356	0.235633	0.968023	0.076927	0.092047	0.435425	0.526188	0.593394	NONE	0	COLD	0	0	0	46	0.010870	0.010870	0	G749-S0275
okal	HOT	chckhy	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	99	119	115	0.977931	0.987264	0.954564	0.966386	0.993056	0.346266	0.261686	0.840862	0.841049	0.843521	NONE	0	NONE	0	0	0	1	0.989130	0.989130	1	G749-S0276
okal	HOT	cheey	DRY|END_STAGE	trocken am Ende des Grades	99	119	137	0.935660	0.982325	0.969898	0.958961	0.992100	0.259685	0.210013	0.818943	0.827627	0.829403	NONE	0	NONE	0	0	0	2	0.967391	0.967391	1	G749-S0277
okal	HOT	chal	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	99	119	35	0.951496	0.982726	0.929229	0.930210	0.968188	0.220750	0.245783	0.807882	0.808724	0.817731	NONE	0	NONE	0	0	0	3	0.945652	0.880435	1	G749-S0278
okal	HOT	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	99	119	49	0.918751	0.993666	0.949571	0.941577	0.978481	0.265870	0.162374	0.805563	0.815483	0.823868	HOT	1	NONE	0	0	0	4	0.923913	0.902174	1	G749-S0279
okal	HOT	sheol	MOIST|MATERIAL	feuchtes Material	99	119	71	0.900579	0.982553	0.954930	0.940731	0.989846	0.189611	0.236090	0.801982	0.816182	0.810839	NONE	0	NONE	0	0	0	5	0.902174	0.923913	1	G749-S0280
okal	HOT	chol	DRY	trocken	99	119	303	0.849332	0.958590	0.941954	0.942766	0.984240	0.257547	0.327652	0.801425	0.824030	0.814327	NONE	0	NONE	0	0	0	6	0.880435	0.945652	0	G749-S0281
okal	HOT	chl	DRY|PROCESS	trocknen	99	119	24	0.958570	0.979478	0.908316	0.926762	0.961836	0.218743	0.134285	0.792766	0.790581	0.792076	NONE	0	NONE	0	0	0	7	0.858696	0.836957	0	G749-S0282
okal	HOT	cheeky	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	99	119	22	0.914564	0.934538	0.944045	0.896943	0.973121	0.220067	0.142950	0.780073	0.786031	0.781575	HOT	1	NONE	0	0	0	8	0.836957	0.793478	0	G749-S0283
okal	HOT	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	99	119	24	0.896018	0.946611	0.900092	0.961454	0.941100	0.128791	0.238107	0.778130	0.786541	0.799252	NONE	0	COLD	0	0	0	9	0.815217	0.815217	0	G749-S0284
okal	HOT	chty	COLD|DRY|BEGIN_STAGE	trocken-kalt am Gradanfang	99	119	12	0.919828	0.983596	0.926278	0.917980	0.906638	0.075465	0.171716	0.769937	0.771616	0.765729	NONE	0	COLD	0	0	0	10	0.793478	0.750000	0	G749-S0285
okal	HOT	cheedy	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	99	119	39	0.830458	0.970821	0.935301	0.915455	0.972280	0.229333	0.114576	0.768608	0.793162	0.784977	NONE	0	NONE	0	0	0	11	0.771739	0.858696	0	G749-S0286
okal	HOT	ykeedy	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	99	119	19	0.902616	0.904130	0.837613	0.921265	0.940304	0.171366	0.156185	0.752196	0.753417	0.785692	HOT	1	NONE	0	0	0	12	0.750000	0.684783	0	G749-S0287
okal	HOT	sheedy	MOIST|END_STAGE	feucht am Ende des Grades	99	119	41	0.843563	0.933437	0.941711	0.909855	0.972690	0.117384	0.075224	0.750297	0.770799	0.764452	NONE	0	NONE	0	0	0	13	0.728261	0.728261	0	G749-S0288
okal	HOT	alol	MATERIAL	Drogenstoff aus Rohdroge I	99	119	7	0.890502	0.987199	0.875366	0.799235	0.942086	0.139526	0.183473	0.749339	0.753077	0.744662	NONE	0	NONE	0	0	0	14	0.706522	0.663043	0	G749-S0289
