statement_id	record_unit_id	page	loci	event_count	template_id	template_name_de	coverage_class	open_event_count	core16_open_events	productive_open_events	local_word_events	headword_sequence_de	slot_tagged_sequence_de	context_expansions_de	fluent_workshop_sentence_de	physical_line_note
B2-S017	B2	f82r	f82r.27	2	P01_ARGUMENT	Argument vor Programm	LOCAL_GLOSSARY_NEEDED	1	0	0	1	Warmwasser → Nebenöffnung [SCHLUSS]	[MEDIUM] Warmwasser | [PROGRAM] Nebenöffnung [SCHLUSS]	NONE	Lass Warmwasser ein und schließe die Nebenöffnung	CONTINUES_ACROSS_LINE
B2-S018	B2	f82r	f82r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	länger ansetzen [SCHLUSS]	[PROGRAM] länger ansetzen [SCHLUSS]	NONE	Setze länger an und schließe	CONTINUES_ACROSS_LINE
B2-S019	B2	f82r	f82r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	waschen [SCHLUSS]	[PROGRAM] waschen [SCHLUSS]	waschen→Waschung; Schluss	Führe die Waschung aus und schließe	CONTINUES_ACROSS_LINE
B2-S020	B2	f82r	f82r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	lange Folge [SCHLUSS]	[PROGRAM] lange Folge [SCHLUSS]	NONE	Nimm die lange Folge und schließe	CONTINUES_ACROSS_LINE
B2-S021	B2	f82r	f82r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	länger ansetzen [SCHLUSS]	[PROGRAM] länger ansetzen [SCHLUSS]	NONE	Setze länger an und schließe	CONTINUES_ACROSS_LINE
B2-S022	B2	f82r	f82r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	Rest abführen [SCHLUSS]	[PROGRAM] Rest abführen [SCHLUSS]	NONE	Führe den Rest ab und schließe	CONTINUES_ACROSS_LINE
B3-S001	B3	f83r	f83r.3	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	länger sammeln [SCHLUSS]	[PROGRAM] länger sammeln [SCHLUSS]	NONE	Sammle länger und schließe	CONTINUES_ACROSS_LINE
B3-S002	B3	f83r	f83r.3	2	P01_ARGUMENT	Argument vor Programm	PRODUCTIVE_EXTENDED	1	0	1	0	danach dorthin → länger wärmen [SCHLUSS]	[TARGET] danach dorthin | [PROGRAM] länger wärmen [SCHLUSS]	NONE	Führe danach dorthin, wärme länger und schließe	CONTINUES_ACROSS_LINE
B3-S003	B3	f83r	f83r.3	4	P01_ARGUMENT	Argument vor Programm	CORE_16_ONLY	3	3	3	0	dieser Posten → Sollmaß → dieser Posten → abführen [SCHLUSS]	[OWNER_ITEM] dieser Posten | [QUANTITY] Sollmaß | [OWNER_ITEM] dieser Posten | [PROGRAM] abführen [SCHLUSS]	NONE	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	CONTINUES_ACROSS_LINE
B3-S004	B3	f83r	f83r.3	3	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	3	2	3	0	auf Sollmaß einstellen → danach dorthin → daraus	[QUANTITY+OPERATION] auf Sollmaß einstellen | [TARGET] danach dorthin | [SOURCE] daraus	NONE	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	CONTINUES_ACROSS_LINE
B3-S005	B3	f83r	f83r.6	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze die entnommene Sollmaßportion um und schließe	CONTINUES_ACROSS_LINE
B3-S006	B3	f83r	f83r.6	3	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	2	1	2	0	umsetzen → dort ansetzen → fortsetzen [SCHLUSS]	[OWNER_ITEM+OPERATION] umsetzen | [TARGET+OPERATION] dort ansetzen | [PROGRAM] fortsetzen [SCHLUSS]	NONE	Setze dorthin um, führe weiter und schließe	CONTINUES_ACROSS_LINE
B3-S007	B3	f83r	f83r.6	3	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	2	2	2	0	auf Sollmaß einstellen → umsetzen → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] auf Sollmaß einstellen | [OWNER_ITEM+OPERATION] umsetzen | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	Stelle das Sollmaß ein, setze um, setze länger an und schließe	CONTINUES_ACROSS_LINE
B3-S008	B3	f83r	f83r.6	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	abführen [SCHLUSS]	[PROGRAM] abführen [SCHLUSS]	NONE	Führe ab und schließe	CONTINUES_ACROSS_LINE
B3-S009	B3	f83r	f83r.6	1	P02_ACTION	Handlungskette	CORE_16_ONLY	1	1	1	0	Posten ansetzen	[OWNER_ITEM+OPERATION] Posten ansetzen	NONE	Setze den Posten an	CONTINUES_ACROSS_LINE
B3-S010	B3	f83r	f83r.8	2	P01_ARGUMENT	Argument vor Programm	PRODUCTIVE_EXTENDED	1	0	1	0	Einlass → kurze Folge [SCHLUSS]	[TARGET] Einlass | [PROGRAM] kurze Folge [SCHLUSS]	NONE	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	CONTINUES_ACROSS_LINE
B3-S011	B3	f83r	f83r.8	4	P02_ACTION	Handlungskette	LOCAL_GLOSSARY_NEEDED	4	2	2	2	aufstreichen → Posten ansetzen → umsetzen → abkühlen	[OPERATION] aufstreichen | [OWNER_ITEM+OPERATION] Posten ansetzen | [OWNER_ITEM+OPERATION] umsetzen | [OPERATION] abkühlen	NONE	Streiche den Posten auf, setze ihn an, setze um und lass abkühlen	CONTINUES_ACROSS_LINE
B3-S012	B3	f83r	f83r.11	2	P01_ARGUMENT	Argument vor Programm	CORE_16_ONLY	1	1	1	0	Ansatz → absetzen [SCHLUSS]	[PREPARATION] Ansatz | [PROGRAM] absetzen [SCHLUSS]	NONE	Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	CONTINUES_ACROSS_LINE
B3-S013	B3	f83r	f83r.11	4	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	3	1	3	0	auf Sollmaß einstellen → eine Portion → kurz bereithalten → kurz ansetzen [SCHLUSS]	[QUANTITY+OPERATION] auf Sollmaß einstellen | [QUANTITY] eine Portion | [OWNER_ITEM+STATE_GRADE] kurz bereithalten | [PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	CONTINUES_ACROSS_LINE
B3-S014	B3	f83r	f83r.11	2	P06_TRANSFER	Lokaler Übergang	PRODUCTIVE_EXTENDED	1	0	1	0	Wasser einlassen → länger absetzen [SCHLUSS]	[MEDIUM+OPERATION+FLOW_TRANSFER] Wasser einlassen | [PROGRAM] länger absetzen [SCHLUSS]	NONE	Lass Wasser ein, lass länger absetzen und schließe	CONTINUES_ACROSS_LINE
B3-S015	B3	f83r	f83r.11	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	abführen [SCHLUSS]	[PROGRAM] abführen [SCHLUSS]	NONE	Führe ab und schließe	CONTINUES_ACROSS_LINE
B3-S016	B3	f83r	f83r.11|f83r.14	2	P02_ACTION	Handlungskette	LOCAL_GLOSSARY_NEEDED	1	0	0	1	Ablauf → umsetzen [SCHLUSS]	[OPERATION] Ablauf | [PROGRAM] umsetzen [SCHLUSS]	Ablauf→Bodenablauf	Schließe den Bodenablauf, setze den Posten um und schließe	CONTINUES_ACROSS_LINE
B3-S017	B3	f83r	f83r.14	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	länger ansetzen [SCHLUSS]	[PROGRAM] länger ansetzen [SCHLUSS]	NONE	Setze länger an und schließe	CONTINUES_ACROSS_LINE
B3-S018	B3	f83r	f83r.14	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	Lass absetzen und schließe	CONTINUES_ACROSS_LINE
B3-S019	B3	f83r	f83r.14	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	Lass absetzen und schließe	CONTINUES_ACROSS_LINE
B3-S020	B3	f83r	f83r.14	2	P01_ARGUMENT	Argument vor Programm	CORE_16_ONLY	1	1	1	0	dorthin → abführen [SCHLUSS]	[TARGET] dorthin | [PROGRAM] abführen [SCHLUSS]	NONE	Führe dorthin, führe ab und schließe	CONTINUES_ACROSS_LINE
B3-S021	B3	f83r	f83r.14|f83r.15	11	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	10	8	9	1	auf Sollmaß einstellen → bereit → dorthin → dieser Posten → Sollmaß → dort absetzen → warm → dieser Posten → dorthin → bereit → dorthin umsetzen [SCHLUSS]	[QUANTITY+OPERATION] auf Sollmaß einstellen | [STATE_GRADE] bereit | [TARGET] dorthin | [OWNER_ITEM] dieser Posten | [QUANTITY] Sollmaß | [TARGET+STATE_GRADE] dort absetzen | [STATE_GRADE] warm | [OWNER_ITEM] dieser Posten | [TARGET] dorthin | [STATE_GRADE] bereit | [PROGRAM] dorthin umsetzen [SCHLUSS]	warm→handwarm	Stelle das Sollmaß ein, halte bereit, führe dorthin, lass den Posten absetzen, bis er handwarm ist, führe ihn erneut dorthin, stelle bereit, setze dort um und schließe	CONTINUES_ACROSS_LINE
B3-S022	B3	f83r	f83r.15	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	Folgeumsetzung [SCHLUSS]	[PROGRAM] Folgeumsetzung [SCHLUSS]	NONE	Führe die Folgeumsetzung aus und schließe	CONTINUES_ACROSS_LINE
B3-S023	B3	f83r	f83r.15	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	abführen [SCHLUSS]	[PROGRAM] abführen [SCHLUSS]	NONE	Führe ab und schließe	CONTINUES_ACROSS_LINE
B3-S024	B3	f83r	f83r.16	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze um und schließe	CONTINUES_ACROSS_LINE
B3-S025	B3	f83r	f83r.16	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze um und schließe	CONTINUES_ACROSS_LINE
B3-S026	B3	f83r	f83r.16|f83r.20	7	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	6	3	4	2	Becken → Absetzmaß → umsetzen → eine Portion zugeben → bereit → klar → länger sammeln [SCHLUSS]	[OPERATION] Becken | [QUANTITY+STATE_GRADE] Absetzmaß | [OWNER_ITEM+OPERATION] umsetzen | [QUANTITY+OPERATION] eine Portion zugeben | [STATE_GRADE] bereit | [STATE_GRADE] klar | [PROGRAM] länger sammeln [SCHLUSS]	Becken→Sammelbecken	Stelle das Sammelbecken bereit, warte bis zum Absetzmaß, setze um, gib eine Portion zu, halte bereit, warte, bis der Posten klar ist, sammle länger und schließe	CONTINUES_ACROSS_LINE
B3-S027	B3	f83r	f83r.20	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	lange Folge [SCHLUSS]	[PROGRAM] lange Folge [SCHLUSS]	NONE	Nimm die lange Folge und schließe	CONTINUES_ACROSS_LINE
B3-S028	B3	f83r	f83r.20	2	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	1	1	1	0	länger ansetzen → kurz ansetzen [SCHLUSS]	[OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Setze länger, dann kurz an und schließe	CONTINUES_ACROSS_LINE
B3-S029	B3	f83r	f83r.20	3	P02_ACTION	Handlungskette	LOCAL_GLOSSARY_NEEDED	2	1	1	1	fortsetzen → Spülung → kurz ansetzen [SCHLUSS]	[ORDER+OPERATION] fortsetzen | [OPERATION] Spülung | [PROGRAM] kurz ansetzen [SCHLUSS]	Spülung→erste Spülung	Führe nach der ersten Spülung weiter, setze kurz an und schließe	CONTINUES_ACROSS_LINE
B3-S030	B3	f83r	f83r.20|f83r.22	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	PRODUCTIVE_EXTENDED	3	2	3	0	Posten ansetzen → Sollmaß → Wasser weiterleiten → Folgeumsetzung [SCHLUSS]	[OWNER_ITEM+OPERATION] Posten ansetzen | [QUANTITY] Sollmaß | [MEDIUM+OPERATION+FLOW_TRANSFER] Wasser weiterleiten | [PROGRAM] Folgeumsetzung [SCHLUSS]	NONE	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	CONTINUES_ACROSS_LINE
B3-S031	B3	f83r	f83r.22	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	länger ansetzen [SCHLUSS]	[PROGRAM] länger ansetzen [SCHLUSS]	NONE	Setze länger an und schließe	CONTINUES_ACROSS_LINE
B3-S032	B3	f83r	f83r.22	5	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	4	1	3	1	Portion umsetzen → umsetzen → Wanne → Folgemaß → kurze Folge [SCHLUSS]	[QUANTITY+OPERATION] Portion umsetzen | [OWNER_ITEM+OPERATION] umsetzen | [OPERATION] Wanne | [QUANTITY+ORDER] Folgemaß | [PROGRAM] kurze Folge [SCHLUSS]	NONE	Setze eine Portion um, führe sie in die Wanne, stelle das Folgemaß ein, nimm die kurze Folge und schließe	CONTINUES_ACROSS_LINE
B3-S033	B3	f83r	f83r.22	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	abziehen [SCHLUSS]	[PROGRAM] abziehen [SCHLUSS]	NONE	Ziehe ab und schließe	CONTINUES_ACROSS_LINE
B3-S034	B3	f83r	f83r.24	6	P08_FULL_REGISTER	Vollständige Werkstattphrase	RECURRENT_WORD_DECK_NEEDED	5	1	4	0	Sollstufe → bereit → zerkleinern → Folgemaß → untere Zielstelle → absetzen [SCHLUSS]	[QUANTITY+STATE_GRADE] Sollstufe | [STATE_GRADE] bereit | [OPERATION] zerkleinern | [QUANTITY+ORDER] Folgemaß | [TARGET] untere Zielstelle | [PROGRAM] absetzen [SCHLUSS]	NONE	Bringe auf Sollstufe, halte bereit, bearbeite gleichmäßig, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe	CONTINUES_ACROSS_LINE
B4-S001	B4	f83r	f83r.25	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	länger ansetzen [SCHLUSS]	[PROGRAM] länger ansetzen [SCHLUSS]	NONE	Setze länger an und schließe	CONTINUES_ACROSS_LINE
B4-S002	B4	f83r	f83r.25	3	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	2	1	1	1	Becken → länger ansetzen → kurz ansetzen [SCHLUSS]	[TARGET] Becken | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Bereite das Becken vor, setze länger und dann kurz an und schließe	CONTINUES_ACROSS_LINE
B4-S003	B4	f83r	f83r.25|f83r.26	7	P08_FULL_REGISTER	Vollständige Werkstattphrase	PRODUCTIVE_EXTENDED	6	4	6	0	umsetzen → danach dorthin → Folgeposten → länger ansetzen → Posten ansetzen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM+OPERATION] umsetzen | [TARGET] danach dorthin | [OWNER_ITEM+ORDER] Folgeposten | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [OWNER_ITEM+OPERATION] Posten ansetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	CONTINUES_ACROSS_LINE
B4-S004	B4	f83r	f83r.26	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	befestigen [SCHLUSS]	[PROGRAM] befestigen [SCHLUSS]	NONE	Befestige den Posten und schließe	CONTINUES_ACROSS_LINE
B4-S005	B4	f83r	f83r.27	3	P02_ACTION	Handlungskette	RECURRENT_WORD_DECK_NEEDED	2	1	1	0	Tuch → umsetzen → länger ansetzen [SCHLUSS]	[OPERATION] Tuch | [OWNER_ITEM+OPERATION] umsetzen | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	Lege das Tuch ein, setze um, setze länger an und schließe	CONTINUES_ACROSS_LINE
B4-S006	B4	f83r	f83r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	seihen [SCHLUSS]	[PROGRAM] seihen [SCHLUSS]	NONE	Seih und schließe	CONTINUES_ACROSS_LINE
B4-S007	B4	f83r	f83r.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	seihen [SCHLUSS]	[PROGRAM] seihen [SCHLUSS]	NONE	Seih und schließe	CONTINUES_ACROSS_LINE
B4-S008	B4	f83r	f83r.28	4	P04_MEASURE_ACTION	Bemessene Handlung	LOCAL_GLOSSARY_NEEDED	3	1	2	1	Sollmaß → länger wärmen → Ablauf → kurz ansetzen [SCHLUSS]	[QUANTITY] Sollmaß | [OPERATION+STATE_GRADE] länger wärmen | [OPERATION] Ablauf | [PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Stelle das Sollmaß ein, wärme länger, öffne den Ablauf, setze kurz an und schließe	CONTINUES_ACROSS_LINE
B4-S009	B4	f83r	f83r.28	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	Lass absetzen und schließe	CONTINUES_ACROSS_LINE
B4-S010	B4	f83r	f83r.28	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	Führe weiter und schließe	CONTINUES_ACROSS_LINE
B4-S011	B4	f83r	f83r.35|f83r.37	7	P08_FULL_REGISTER	Vollständige Werkstattphrase	PRODUCTIVE_EXTENDED	6	4	6	0	Sollmaß → kurz wärmen → länger fortführen → eine Portion zugeben → umsetzen → fortsetzen → nachwaschen [SCHLUSS]	[QUANTITY] Sollmaß | [OPERATION+STATE_GRADE] kurz wärmen | [OPERATION+STATE_GRADE+ORDER] länger fortführen | [QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM+OPERATION] umsetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] nachwaschen [SCHLUSS]	NONE	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	CONTINUES_ACROSS_LINE
B4-S012	B4	f83r	f83r.37	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	abführen [SCHLUSS]	[PROGRAM] abführen [SCHLUSS]	NONE	Führe ab und schließe	CONTINUES_ACROSS_LINE
B4-S013	B4	f83r	f83r.37	2	P02_ACTION	Handlungskette	PRODUCTIVE_EXTENDED	1	0	1	0	Fortsetzung einsetzen → absetzen [SCHLUSS]	[ORDER+OPERATION] Fortsetzung einsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Setze die Fortsetzung ein, lass absetzen und schließe	CONTINUES_ACROSS_LINE
B4-S014	B4	f83r	f83r.38	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	2	2	1	Ansatz → dieser Posten → Überlauf → Wasserlauf schließen [SCHLUSS]	[PREPARATION] Ansatz | [OWNER_ITEM] dieser Posten | [OPERATION] Überlauf | [PROGRAM] Wasserlauf schließen [SCHLUSS]	NONE	Führe den Ansatz am Überlauf, schließe den Wasserlauf und beende den Schritt	CONTINUES_ACROSS_LINE
B4-S015	B4	f83r	f83r.39|f83r.41	6	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	5	2	3	1	eine Portion zugeben → Klarlauf → eine Portion → Zeit → kurz sammeln → abführen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [PREPARATION+STATE_GRADE] Klarlauf | [QUANTITY] eine Portion | [OPERATION] Zeit | [TARGET+STATE_GRADE] kurz sammeln | [PROGRAM] abführen [SCHLUSS]	Klarlauf→Klarflüssigkeit | Zeit→Haltezeit	Gib eine Portion zu, nimm die Klarflüssigkeit, halte eine Portion für die Haltezeit, sammle kurz, führe ab und schließe	CONTINUES_ACROSS_LINE
B4-S016	B4	f83r	f83r.41|f83r.44	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	3	1	2	1	weitere Portion → dorthin → ausgießen → absetzen [SCHLUSS]	[ORDER+QUANTITY] weitere Portion | [TARGET] dorthin | [MEDIUM+FLOW_TRANSFER] ausgießen | [PROGRAM] absetzen [SCHLUSS]	ausgießen→warm ausgießen	Gib eine weitere Portion dorthin, gieße sie warm aus, lass absetzen und schließe	CONTINUES_ACROSS_LINE
B5-S001	B5	f83r	f83r.47	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	Folgeumsetzung [SCHLUSS]	[PROGRAM] Folgeumsetzung [SCHLUSS]	NONE	Führe die Folgeumsetzung aus und schließe	CONTINUES_ACROSS_LINE
B5-S002	B5	f83r	f83r.47	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze um und schließe	CONTINUES_ACROSS_LINE
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	9	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	9	5	8	1	dort absetzen → dorthin → fortsetzen → warm → dort umsetzen → Sollmaß → fortsetzen → Öffnungsstufe → umsetzen	[TARGET+STATE_GRADE] dort absetzen | [TARGET] dorthin | [ORDER+OPERATION] fortsetzen | [STATE_GRADE] warm | [TARGET+OPERATION] dort umsetzen | [QUANTITY] Sollmaß | [ORDER+OPERATION] fortsetzen | [QUANTITY+STATE_GRADE] Öffnungsstufe | [OWNER_ITEM+OPERATION] umsetzen	NONE	Lass dort absetzen, führe dorthin weiter, halte warm, setze nach Sollmaß um, stelle die Öffnung auf Zielstufe und setze erneut um	CONTINUES_ACROSS_LINE
B6-S001	B6	f83r	f83r.52|f83r.54	9	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	9	4	6	2	länger sammeln → roh → Arm → fortsetzen → Sollmaß → fortsetzen → Tuch → dieser Posten → Endziel	[TARGET+STATE_GRADE] länger sammeln | [STATE_GRADE] roh | [OPERATION] Arm | [ORDER+OPERATION] fortsetzen | [QUANTITY] Sollmaß | [ORDER+OPERATION] fortsetzen | [OPERATION] Tuch | [OWNER_ITEM] dieser Posten | [TARGET] Endziel	Arm→Seitenarm	Sammle den rohen Posten länger, öffne den Seitenarm, führe nach Sollmaß weiter, lege das Tuch ein und führe den Posten zum Endziel	CONTINUES_ACROSS_LINE
