entry	kind	working_meaning_de	composition	context_rule	status
sheol	TARGET_SURFACE_DEFAULT	feuchtes Material	sh+e+ol	OL_QUALITY_TRANSFER; Rivale: feucht gebundene OL-Form	NEW_V11_TARGET_DEFAULT
shey	TARGET_SURFACE_DEFAULT	feucht, attributiv gebunden	sh+e+y	PRODUCTIVE_QUALITY; Rivale: Feuchteform I	NEW_V11_TARGET_DEFAULT
sho	TARGET_SURFACE_DEFAULT	feuchter Ansatz	sh+o	INHERITED_PREPARATION_SHELL; Rivale: feuchte o-Rahmenform	NEW_V11_TARGET_DEFAULT
shokaiin	TARGET_SURFACE_DEFAULT	feucht-heißer Ansatz, Grad III	sh+o+k+a+III	COMPOSED_PREPARATION_VALUE; Rivale: shoka-Gut, Stufe III	NEW_V11_TARGET_DEFAULT
sol	TARGET_SURFACE_DEFAULT	Salzsubstanz	s+ol	SAL_HEAD_HYPOTHESIS; Rivale: Samenmaterial	NEW_V11_TARGET_DEFAULT
p@GDT635_INITIAL_HEAD	SCOPED_INITIAL_MATERIA_HEAD	Pulver/Pulverform	p+vollständiger Rest	nur tokeninitial; nicht Einzeichen-p, internes oder terminales p; sh ausgeschlossen	NEW_V12_SCOPED_PRIMARY_HEAD
s@GDT635_INITIAL_HEAD	SCOPED_INITIAL_MATERIA_HEAD	Samen/Saatgut	s+vollständiger Rest	nur tokeninitial; nicht Einzeichen-s, internes oder terminales s; sh ausgeschlossen	NEW_V12_SCOPED_PRIMARY_HEAD
r@GDT635_INITIAL_HEAD	SCOPED_INITIAL_MATERIA_HEAD	Wurzel/Wurzeldroge	r+vollständiger Rest	nur tokeninitial; nicht Einzeichen-r, internes oder terminales r; sh ausgeschlossen	NEW_V12_SCOPED_PRIMARY_HEAD
l@GDT635_INITIAL_HEAD	SCOPED_INITIAL_MATERIA_HEAD	Drogenholz/holziger Pflanzenteil	l+vollständiger Rest	nur tokeninitial; nicht Einzeichen-l, internes oder terminales l; sh ausgeschlossen	NEW_V12_SCOPED_PRIMARY_HEAD
paiin@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Pulver, Typ/Charge III	p+aiin	tokeninitiale Ganzform; 7 Vorkommen; Rivale: potio oder pilula	NEW_V12_ATTESTED_CONCRETE_DEFAULT
saiin@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Samen/Saatgut, Typ/Charge III	s+aiin	tokeninitiale Ganzform; 109 Vorkommen; Rivale: sal; danach succus oder species	NEW_V12_ATTESTED_CONCRETE_DEFAULT
raiin@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Wurzel, Typ/Charge III	r+aiin	tokeninitiale Ganzform; 62 Vorkommen; Rivale: resina	NEW_V12_ATTESTED_CONCRETE_DEFAULT
laiin@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Drogenholz, Typ/Charge III	l+aiin	tokeninitiale Ganzform; 13 Vorkommen; Rivale: liquor oder Auszug	NEW_V12_ATTESTED_CONCRETE_DEFAULT
pchedy@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	getrocknetes Pulver	p+chedy	tokeninitiale Ganzform; 35 Vorkommen; Rivale: potio oder pilula	NEW_V12_ATTESTED_CONCRETE_DEFAULT
schedy@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	getrocknete Samen/Saat	s+chedy	tokeninitiale Ganzform; 7 Vorkommen; Rivale: sal; danach succus oder species	NEW_V12_ATTESTED_CONCRETE_DEFAULT
rchedy@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	getrocknete Wurzel	r+chedy	tokeninitiale Ganzform; 10 Vorkommen; Rivale: resina	NEW_V12_ATTESTED_CONCRETE_DEFAULT
lchedy@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	getrocknetes Drogenholz	l+chedy	tokeninitiale Ganzform; 116 Vorkommen; Rivale: liquor oder Auszug	NEW_V12_ATTESTED_CONCRETE_DEFAULT
pshedy@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	angefeuchtetes Pulver/Paste	p+shedy	tokeninitiale Ganzform; 3 Vorkommen; Rivale: potio oder pilula	NEW_V12_ATTESTED_CONCRETE_DEFAULT
sshedy@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	eingeweichte Samen/Saat	s+shedy	tokeninitiale Ganzform; 6 Vorkommen; Rivale: sal; danach succus oder species	NEW_V12_ATTESTED_CONCRETE_DEFAULT
rshedy@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	eingeweichte Wurzel	r+shedy	tokeninitiale Ganzform; 5 Vorkommen; Rivale: resina	NEW_V12_ATTESTED_CONCRETE_DEFAULT
lshedy@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	eingeweichtes Drogenholz	l+shedy	tokeninitiale Ganzform; 38 Vorkommen; Rivale: liquor oder Auszug	NEW_V12_ATTESTED_CONCRETE_DEFAULT
pol@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Pulverstoff	p+ol	tokeninitiale Ganzform; 16 Vorkommen; Rivale: potio oder pilula	NEW_V12_ATTESTED_CONCRETE_DEFAULT
sol@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Samenmaterial/Saatgut	s+ol	tokeninitiale Ganzform; 57 Vorkommen; Rivale: sal; danach succus oder species	NEW_V12_ATTESTED_CONCRETE_DEFAULT
rol@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Wurzelstoff	r+ol	tokeninitiale Ganzform; 20 Vorkommen; Rivale: resina	NEW_V12_ATTESTED_CONCRETE_DEFAULT
lol@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Holzstoff	l+ol	tokeninitiale Ganzform; 35 Vorkommen; Rivale: liquor oder Auszug	NEW_V12_ATTESTED_CONCRETE_DEFAULT
por@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Pulverportion	p+or	tokeninitiale Ganzform; 7 Vorkommen; Rivale: potio oder pilula	NEW_V12_ATTESTED_CONCRETE_DEFAULT
sor@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Samenportion	s+or	tokeninitiale Ganzform; 43 Vorkommen; Rivale: sal; danach succus oder species	NEW_V12_ATTESTED_CONCRETE_DEFAULT
ror@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Wurzelportion	r+or	tokeninitiale Ganzform; 12 Vorkommen; Rivale: resina	NEW_V12_ATTESTED_CONCRETE_DEFAULT
lor@GDT635_HEAD_FORM	SCOPED_CONCRETE_HEAD_FORM	Holzportion	l+or	tokeninitiale Ganzform; 38 Vorkommen; Rivale: liquor oder Auszug	NEW_V12_ATTESTED_CONCRETE_DEFAULT
ar@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Fraktionsklasse I	a+R[0 minims]	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_MEDIUM
chey@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Trockenform I	ch+e+y	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
al@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Rohstoffform I	a+L[0 minims]	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_MEDIUM
y@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	unmarkierte Grundform	y	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_MEDIUM
air@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Fraktionsklasse II	a+i+R	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_MEDIUM
chdy@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	getrocknete Kurz-/Kompaktform	ch+d+y	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
oiin@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Zubereitungsform III	o+iin	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_MEDIUM
shey@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Feucht-/Einweichform I	sh+e+y	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
am@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	a+m	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_STRUCTURAL_DEFAULT
cheey@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Trockenform II	ch+ee+y	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
chy@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Trocken-Grundform	ch+y	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
olchedy@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	getrockneter Zubereitungsstoff	ol+ch+e+d+y	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
chol@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	trockener Stoff/Trockengut	ch+ol	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
odaiin@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Zubereitungsdosis III	o+d+a+III	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
oraiin@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Portion III	o+r+a+III	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
ody@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	aufbereitete/fertige Grundform	o+d+y	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
cheo@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	trockene Zubereitung/Trockenansatz	ch+e+o	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
oaiin@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Zubereitungscharge III	o+a+III	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_HIGH
oral@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Rohstoff-/Zutatenportion	or+al	only the remainder inside an attested complete initial p/s/r/l+body form; bare body is not globalized	NEW_V13_WORKING_MEDIUM
par@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulverfraktion I	p+ar	complete token-initial form; 6 occurrences; bare ar remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
sar@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samenfraktion I	s+ar	complete token-initial form; 62 occurrences; bare ar remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rar@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzelfraktion I	r+ar	complete token-initial form; 14 occurrences; bare ar remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lar@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Holzfraktion I	l+ar	complete token-initial form; 8 occurrences; bare ar remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pchey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulver, trocken gebunden, Form I	p+chey	complete token-initial form; 8 occurrences; bare chey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
schey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgut, trocken gebunden, Form I	s+chey	complete token-initial form; 5 occurrences; bare chey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rchey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldroge, trocken gebunden, Form I	r+chey	complete token-initial form; 8 occurrences; bare chey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lchey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholz, trocken gebunden, Form I	l+chey	complete token-initial form; 46 occurrences; bare chey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pal@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulverrohstoff I	p+al	complete token-initial form; 2 occurrences; bare al remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
sal@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Saat-Rohstoff I	s+al	complete token-initial form; 37 occurrences; bare al remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
ral@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzelrohstoff I	r+al	complete token-initial form; 16 occurrences; bare al remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lal@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Holzrohstoff I	l+al	complete token-initial form; 6 occurrences; bare al remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
py@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulver in Grundform	p+y	complete token-initial form; 3 occurrences; bare y remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
sy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Saatgut in Grundform	s+y	complete token-initial form; 28 occurrences; bare y remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
ry@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	rohe Wurzel	r+y	complete token-initial form; 10 occurrences; bare y remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
ly@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	rohes Drogenholz	l+y	complete token-initial form; 12 occurrences; bare y remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pair@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulverfraktion II	p+air	complete token-initial form; 4 occurrences; bare air remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
sair@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samenfraktion II	s+air	complete token-initial form; 22 occurrences; bare air remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rair@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzelfraktion II	r+air	complete token-initial form; 4 occurrences; bare air remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lair@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Holzfraktion II	l+air	complete token-initial form; 1 occurrences; bare air remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pchdy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulver, getrocknete Kurz-/Kompaktform	p+chdy	complete token-initial form; 10 occurrences; bare chdy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
schdy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgut, getrocknete Kurz-/Kompaktform	s+chdy	complete token-initial form; 2 occurrences; bare chdy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rchdy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform	r+chdy	complete token-initial form; 1 occurrences; bare chdy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lchdy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholz, getrocknete Kurz-/Kompaktform	l+chdy	complete token-initial form; 18 occurrences; bare chdy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
poiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulverzubereitung, Form III	p+oiin	complete token-initial form; 2 occurrences; bare oiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
soiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgutzubereitung, Form III	s+oiin	complete token-initial form; 15 occurrences; bare oiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
roiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldrogezubereitung, Form III	r+oiin	complete token-initial form; 4 occurrences; bare oiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
loiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholzzubereitung, Form III	l+oiin	complete token-initial form; 4 occurrences; bare oiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pshey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	angefeuchtetes Pulver, Form I	p+shey	complete token-initial form; 1 occurrences; bare shey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
sshey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	eingeweichte Saat, Form I	s+shey	complete token-initial form; 5 occurrences; bare shey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rshey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	eingeweichte Wurzel, Form I	r+shey	complete token-initial form; 2 occurrences; bare shey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lshey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	eingeweichtes Drogenholz, Form I	l+shey	complete token-initial form; 17 occurrences; bare shey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pam@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulver: Maß-/Einheitsform I	p+am	complete token-initial form; 1 occurrences; bare am remains separate; only line-final use additionally closes the entry	NEW_V13_ATTESTED_CONCRETE_DEFAULT
sam@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgut: Maß-/Einheitsform I	s+am	complete token-initial form; 7 occurrences; bare am remains separate; only line-final use additionally closes the entry	NEW_V13_ATTESTED_CONCRETE_DEFAULT
ram@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldroge: Maß-/Einheitsform I	r+am	complete token-initial form; 11 occurrences; bare am remains separate; only line-final use additionally closes the entry	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lam@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholz: Maß-/Einheitsform I	l+am	complete token-initial form; 5 occurrences; bare am remains separate; only line-final use additionally closes the entry	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pcheey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulver, trocken gebunden, Form II	p+cheey	complete token-initial form; 3 occurrences; bare cheey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
scheey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgut, trocken gebunden, Form II	s+cheey	complete token-initial form; 1 occurrences; bare cheey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rcheey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldroge, trocken gebunden, Form II	r+cheey	complete token-initial form; 5 occurrences; bare cheey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lcheey@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholz, trocken gebunden, Form II	l+cheey	complete token-initial form; 13 occurrences; bare cheey remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pchy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulver, trockene Grundform	p+chy	complete token-initial form; 2 occurrences; bare chy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
schy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgut, trockene Grundform	s+chy	complete token-initial form; 2 occurrences; bare chy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rchy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldroge, trockene Grundform	r+chy	complete token-initial form; 3 occurrences; bare chy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lchy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholz, trockene Grundform	l+chy	complete token-initial form; 8 occurrences; bare chy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
polchedy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	getrockneter Pulverstoff/-ansatz	p+olchedy	complete token-initial form; 7 occurrences; bare olchedy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
solchedy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	getrockneter Samen/Saatgutstoff/-ansatz	s+olchedy	complete token-initial form; 6 occurrences; bare olchedy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rolchedy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	getrockneter Wurzel/Wurzeldrogestoff/-ansatz	r+olchedy	complete token-initial form; 1 occurrences; bare olchedy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lolchedy@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	getrockneter Drogenholzstoff/-ansatz	l+olchedy	complete token-initial form; 1 occurrences; bare olchedy remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pchol@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	trockener Pulverstoff/Trockengut	p+chol	complete token-initial form; 5 occurrences; bare chol remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
schol@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	trockener Samen/Saatgutstoff/Trockengut	s+chol	complete token-initial form; 3 occurrences; bare chol remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rchol@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	trockener Wurzel/Wurzeldrogestoff/Trockengut	r+chol	complete token-initial form; 1 occurrences; bare chol remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lchol@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	trockener Drogenholzstoff/Trockengut	l+chol	complete token-initial form; 3 occurrences; bare chol remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
podaiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulverzubereitung, Dosis III	p+odaiin	complete token-initial form; 4 occurrences; bare odaiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
sodaiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgutzubereitung, Dosis III	s+odaiin	complete token-initial form; 3 occurrences; bare odaiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rodaiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldrogezubereitung, Dosis III	r+odaiin	complete token-initial form; 2 occurrences; bare odaiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lodaiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholzzubereitung, Dosis III	l+odaiin	complete token-initial form; 3 occurrences; bare odaiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
poraiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulverportion III	p+oraiin	complete token-initial form; 2 occurrences; bare oraiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
soraiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samenportion III	s+oraiin	complete token-initial form; 8 occurrences; bare oraiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
roraiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzelportion III	r+oraiin	complete token-initial form; 1 occurrences; bare oraiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
loraiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Holzportion III	l+oraiin	complete token-initial form; 1 occurrences; bare oraiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pody@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulver, fertig aufbereitet	p+ody	complete token-initial form; 2 occurrences; bare ody remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
sody@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgut, fertig aufbereitet	s+ody	complete token-initial form; 4 occurrences; bare ody remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rody@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldroge, fertig aufbereitet	r+ody	complete token-initial form; 2 occurrences; bare ody remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lody@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholz, fertig aufbereitet	l+ody	complete token-initial form; 3 occurrences; bare ody remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
pcheo@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	trockene Pulverzubereitung/Trockenansatz	p+cheo	complete token-initial form; 3 occurrences; bare cheo remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
scheo@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	trockene Samen/Saatgutzubereitung/Trockenansatz	s+cheo	complete token-initial form; 2 occurrences; bare cheo remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
rcheo@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz	r+cheo	complete token-initial form; 1 occurrences; bare cheo remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
lcheo@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	trockene Drogenholzzubereitung/Trockenansatz	l+cheo	complete token-initial form; 3 occurrences; bare cheo remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
poaiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulverzubereitung, Charge III	p+oaiin	complete token-initial form; 1 occurrences; bare oaiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
soaiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen/Saatgutzubereitung, Charge III	s+oaiin	complete token-initial form; 3 occurrences; bare oaiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
roaiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel/Wurzeldrogezubereitung, Charge III	r+oaiin	complete token-initial form; 1 occurrences; bare oaiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
