page	locus	target_surfaces	zl3b_line	v31_tokenwise_de	v32_tokenwise_de	complete_v32
f111v	f111v.15	al	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	Samenfraktion I | feucht in der Mitte des Grades | [l:?] | kalt im Zubereitungsrahmen, Grad II | heiß, Grad III | [al:?] | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Ansatz aus kaltem Rohstoff, Form I | getrocknetes Drogenholz | heiß, Grad II | [chtal:?] | kalt im Zubereitungsrahmen, Grad II | [l:?] | [s:?]	Samenfraktion I | feucht in der Mitte des Grades | [l:?] | kalt im Zubereitungsrahmen, Grad II | heiß, Grad III | Rohstoffklasse I | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Ansatz aus kaltem Rohstoff, Form I | getrocknetes Drogenholz | heiß, Grad II | [chtal:?] | kalt im Zubereitungsrahmen, Grad II | [l:?] | [s:?]	False
f111v	f111v.16	al	qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin am	heiß, Grad II | feuchtes Material | heiß, Grad II | Arzneikompositum: feucht, Gradmitte | getrocknetes Drogenholz | heiße Drogenfraktion I im Ansatz | [al:?] | [qotal:?] | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | [far:?] | Menge III | [am:?]	heiß, Grad II | feuchtes Material | heiß, Grad II | Arzneikompositum: feucht, Gradmitte | getrocknetes Drogenholz | heiße Drogenfraktion I im Ansatz | Rohstoffklasse I | [qotal:?] | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | [far:?] | Menge III | [am:?]	False
f111v	f111v.22	al	saiin ychear olsheey chetain chedy qokain okain al chan okalchey lkeeey	Samen/Saatgut, Typ/Charge III | [ychear:?] | [olsheey:?] | [chetain:?] | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad II | heiß im Zubereitungsrahmen, Grad II | [al:?] | trocken, Grad I | [okalchey:?] | [lkeeey:?]	Samen/Saatgut, Typ/Charge III | [ychear:?] | [olsheey:?] | [chetain:?] | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad II | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I | trocken, Grad I | [okalchey:?] | [lkeeey:?]	False
f111v	f111v.3	shedal	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim	Grad-/Maßwert II | trocken in der Mitte des Grades, abgeschlossen | [shedal:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | Grad-/Maßwert II | [chcthar:?] | kalte Drogenfraktion I im Ansatz | kalt im qo-Rahmen, Grad II | [otaim:?]	Grad-/Maßwert II | trocken in der Mitte des Grades, abgeschlossen | feuchte abgemessene Rohstoffmenge I in der Gradmitte | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | Grad-/Maßwert II | [chcthar:?] | kalte Drogenfraktion I im Ansatz | kalt im qo-Rahmen, Grad II | [otaim:?]	False
f111v	f111v.48	al	psalar cheey qekal cheykaiin tain chal al skaiin okchedy opchdal opchy	[psalar:?] | trocken am Ende des Grades | [qekal:?] | [cheykaiin:?] | kalt, Grad II | [chal:?] | [al:?] | [skaiin:?] | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | [opchdal:?] | [opchy:?]	[psalar:?] | trocken am Ende des Grades | [qekal:?] | [cheykaiin:?] | kalt, Grad II | [chal:?] | Rohstoffklasse I | [skaiin:?] | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | [opchdal:?] | [opchy:?]	False
f111v	f111v.7	al	qokeechey qokaiin oteaiin fcheeo l kain okeey l lcheedy otal kain chedain al	[qokeechey:?] | heiß, Grad III | [oteaiin:?] | [fcheeo:?] | [l:?] | heiß, Grad II | heißer Ansatz am Ende des Grades | [l:?] | [lcheedy:?] | Ansatz aus kaltem Rohstoff, Form I | heiß, Grad II | [chedain:?] | [al:?]	[qokeechey:?] | heiß, Grad III | [oteaiin:?] | [fcheeo:?] | [l:?] | heiß, Grad II | heißer Ansatz am Ende des Grades | [l:?] | [lcheedy:?] | Ansatz aus kaltem Rohstoff, Form I | heiß, Grad II | [chedain:?] | Rohstoffklasse I	False
f111v	f111v.9	shedal	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	eingeweichtes Drogenholz, Form I | [shedal:?] | [okear:?] | [l:?] | heiß in der Mitte des Grades, abgeschlossen | [cheolkeey:?] | [lkey:?] | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | heiß in der Mitte des Grades | heiß, Grad II | [am:?]	eingeweichtes Drogenholz, Form I | feuchte abgemessene Rohstoffmenge I in der Gradmitte | [okear:?] | [l:?] | heiß in der Mitte des Grades, abgeschlossen | [cheolkeey:?] | [lkey:?] | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | heiß in der Mitte des Grades | heiß, Grad II | [am:?]	False
f112r	f112r.10	al	dair al chedy qodain dam	abgemessene Fraktion II | [al:?] | trocken in der Mitte des Grades, abgeschlossen | [qodain:?] | [dam:?]	abgemessene Fraktion II | Rohstoffklasse I | trocken in der Mitte des Grades, abgeschlossen | [qodain:?] | [dam:?]	False
f112r	f112r.14	al	soarar al chey otaiin okeedy qokeey	[soarar:?] | [al:?] | trocken in der Mitte des Grades | kalt im Zubereitungsrahmen, Grad III | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades	[soarar:?] | Rohstoffklasse I | trocken in der Mitte des Grades | kalt im Zubereitungsrahmen, Grad III | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades	False
f112r	f112r.18	al	saiin al key chey dalchd aiin okal chody chedy cham	Samen/Saatgut, Typ/Charge III | [al:?] | heiß in der Mitte des Grades | trocken in der Mitte des Grades | [dalchd:?] | Menge III | Ansatz aus heißem Rohstoff, Form I | [chody:?] | trocken in der Mitte des Grades, abgeschlossen | [cham:?]	Samen/Saatgut, Typ/Charge III | Rohstoffklasse I | heiß in der Mitte des Grades | trocken in der Mitte des Grades | [dalchd:?] | Menge III | Ansatz aus heißem Rohstoff, Form I | [chody:?] | trocken in der Mitte des Grades, abgeschlossen | [cham:?]	False
f112r	f112r.20	dal	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	[qoaiin:?] | Drogenportion | Menge III | trockener Drogenstoff | [keody:?] | [qol:?] | heißer Drogenstoff | [okeeey:?] | [dal:?] | Menge III | [ody:?]	[qoaiin:?] | Drogenportion | Menge III | trockener Drogenstoff | [keody:?] | [qol:?] | heißer Drogenstoff | [okeeey:?] | abgemessene Rohstoffmenge I | Menge III | [ody:?]	False
f112r	f112r.21	al	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy	Samenmaterial/Saatgut | heiß am Ende des Grades, abgeschlossen | Wurzel, Typ/Charge III | [chcthey:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [qeey:?] | Wurzelfraktion II | [al:?] | Saatgut in Grundform	Samenmaterial/Saatgut | heiß am Ende des Grades, abgeschlossen | Wurzel, Typ/Charge III | [chcthey:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [qeey:?] | Wurzelfraktion II | Rohstoffklasse I | Saatgut in Grundform	False
f112r	f112r.29	al	sar aiin olshedy chokeey sal okaiin oteey qokeey olor al chealy	Samenfraktion I | Menge III | [olshedy:?] | heiß-trockener Ansatz am Gradende | Saat-Rohstoff I | heiß, Grad III, im Ansatzrahmen | kalter Ansatz am Ende des Grades | heiß am Ende des Grades | Zutat | [al:?] | [chealy:?]	Samenfraktion I | Menge III | [olshedy:?] | heiß-trockener Ansatz am Gradende | Saat-Rohstoff I | heiß, Grad III, im Ansatzrahmen | kalter Ansatz am Ende des Grades | heiß am Ende des Grades | Zutat | Rohstoffklasse I | [chealy:?]	False
f112r	f112r.31	al	pair al keolor okaiin otain oteey lchedy okeeor oteor karainy	Pulverfraktion II | [al:?] | [keolor:?] | heiß, Grad III, im Ansatzrahmen | kalt im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | getrocknetes Drogenholz | [okeeor:?] | [oteor:?] | [karainy:?]	Pulverfraktion II | Rohstoffklasse I | [keolor:?] | heiß, Grad III, im Ansatzrahmen | kalt im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | getrocknetes Drogenholz | [okeeor:?] | [oteor:?] | [karainy:?]	False
f112r	f112r.32	al	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	Samenportion | Drogenfraktion I | [al:?] | Drogenfraktion I | [s:?] | [alkeeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht in der Mitte des Grades, abgeschlossen | [okeechy:?] | [qoiiin:?] | kalter Ansatz am Ende des Grades | [ched:?] | [alam:?]	Samenportion | Drogenfraktion I | Rohstoffklasse I | Drogenfraktion I | [s:?] | [alkeeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht in der Mitte des Grades, abgeschlossen | [okeechy:?] | [qoiiin:?] | kalter Ansatz am Ende des Grades | [ched:?] | [alam:?]	False
f112r	f112r.33	shdal	sarol okcheey cphedy shckhey okeeor chedy shdal	[sarol:?] | heiß-trockener Ansatz am Ende des Grades | [cphedy:?] | Arzneikompositum: feucht, Gradmitte | [okeeor:?] | trocken in der Mitte des Grades, abgeschlossen | [shdal:?]	[sarol:?] | heiß-trockener Ansatz am Ende des Grades | [cphedy:?] | Arzneikompositum: feucht, Gradmitte | [okeeor:?] | trocken in der Mitte des Grades, abgeschlossen | feuchte abgemessene Rohstoffmenge I am Gradanfang	False
f112r	f112r.40	oral	sain okal lkeedy okar okchedy qokal keedy chkey oty oral	[sain:?] | Ansatz aus heißem Rohstoff, Form I | [lkeedy:?] | heiße Drogenfraktion I im Ansatz | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiße Substanz | heiß am Ende des Grades, abgeschlossen | [chkey:?] | kalter Ansatz am Anfang des Grades | Ansatz aus Wurzelrohstoff, Form I	[sain:?] | Ansatz aus heißem Rohstoff, Form I | [lkeedy:?] | heiße Drogenfraktion I im Ansatz | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiße Substanz | heiß am Ende des Grades, abgeschlossen | [chkey:?] | kalter Ansatz am Anfang des Grades | Rohstoffportion, Klasse I	False
f112r	f112r.6	chedal	chedal oteedy okeey qokeedy olkeedy oteeyoram	[chedal:?] | kalter Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiß am Ende des Grades, abgeschlossen | [olkeedy:?] | [oteeyoram:?]	trockene abgemessene Rohstoffmenge I in der Gradmitte | kalter Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiß am Ende des Grades, abgeschlossen | [olkeedy:?] | [oteeyoram:?]	False
f112v	f112v.12	al	daiin al olkeedain oteey sheeol qokeedy qochaiin oteey qoty	Grad-/Maßwert III | [al:?] | [olkeedain:?] | kalter Ansatz am Ende des Grades | [sheeol:?] | heiß am Ende des Grades, abgeschlossen | [qochaiin:?] | kalter Ansatz am Ende des Grades | kalt am Anfang des Grades	Grad-/Maßwert III | Rohstoffklasse I | [olkeedain:?] | kalter Ansatz am Ende des Grades | [sheeol:?] | heiß am Ende des Grades, abgeschlossen | [qochaiin:?] | kalter Ansatz am Ende des Grades | kalt am Anfang des Grades	False
f112v	f112v.13	chedal	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	[dcheoty:?] | [oy:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | [chedal:?] | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | [otam:?]	[dcheoty:?] | [oy:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | trockene abgemessene Rohstoffmenge I in der Gradmitte | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | [otam:?]	False
f112v	f112v.16	chdaly	saiin okeey sheey qoteedy qokey chedy qokeey qokeey chdaly	Samen/Saatgut, Typ/Charge III | heißer Ansatz am Ende des Grades | feucht am Ende des Grades | kalt am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heiß am Ende des Grades | trockener Rohdrogenposten, Grundform	Samen/Saatgut, Typ/Charge III | heißer Ansatz am Ende des Grades | feucht am Ende des Grades | kalt am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heiß am Ende des Grades | trockene abgemessene Rohstoffmenge I am Gradanfang, Grundform	True
f112v	f112v.19	al	s arain ain al qoeeey qoteo ar aiiinol chalor	[s:?] | [arain:?] | Menge-/Klassenwert II | [al:?] | [qoeeey:?] | [qoteo:?] | Drogenfraktion I | [aiiinol:?] | [chalor:?]	[s:?] | [arain:?] | Menge-/Klassenwert II | Rohstoffklasse I | [qoeeey:?] | [qoteo:?] | Drogenfraktion I | [aiiinol:?] | [chalor:?]	False
f112v	f112v.2	oral	oar oral okeeshy qokeey okain qokal okeol oty oraiin	Drogenfraktion I im Ansatz | Ansatz aus Wurzelrohstoff, Form I | [okeeshy:?] | heiß am Ende des Grades | heiß im Zubereitungsrahmen, Grad II | heiße Substanz | [okeol:?] | kalter Ansatz am Anfang des Grades | Portion III	Drogenfraktion I im Ansatz | Rohstoffportion, Klasse I | [okeeshy:?] | heiß am Ende des Grades | heiß im Zubereitungsrahmen, Grad II | heiße Substanz | [okeol:?] | kalter Ansatz am Anfang des Grades | Portion III	False
f112v	f112v.27	al	pchodain aiin teeedy qoeey okeedy qokeear al okedal olkeedy qotedy	[pchodain:?] | Menge III | [teeedy:?] | [qoeey:?] | heißer Ansatz am Ende des Grades, abgeschlossen | [qokeear:?] | [al:?] | [okedal:?] | [olkeedy:?] | kalt in der Mitte des Grades, abgeschlossen	[pchodain:?] | Menge III | [teeedy:?] | [qoeey:?] | heißer Ansatz am Ende des Grades, abgeschlossen | [qokeear:?] | Rohstoffklasse I | [okedal:?] | [olkeedy:?] | kalt in der Mitte des Grades, abgeschlossen	False
f112v	f112v.29	chedal	sheey qoeekain ol kain alor chedal sheody	feucht am Ende des Grades | [qoeekain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad II | [alor:?] | [chedal:?] | [sheody:?]	feucht am Ende des Grades | [qoeekain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad II | [alor:?] | trockene abgemessene Rohstoffmenge I in der Gradmitte | [sheody:?]	False
f112v	f112v.38	al	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	[sa:?] | Drogenfraktion I | Zubereitungsform III | heiß-trockener Ansatz in der Mitte des Grades | [al:?] | trocken in der Mitte des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | kalt im Zubereitungsrahmen, Grad III | [chedar:?] | [lkain:?] | trocken angesetzte Zubereitung | Grad-/Maßwert II	[sa:?] | Drogenfraktion I | Zubereitungsform III | heiß-trockener Ansatz in der Mitte des Grades | Rohstoffklasse I | trocken in der Mitte des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | kalt im Zubereitungsrahmen, Grad III | [chedar:?] | [lkain:?] | trocken angesetzte Zubereitung | Grad-/Maßwert II	False
f112v	f112v.43	al	ooeeor oeeal olkeol al chol chl olchedy ykeedy chtal kar opchy famam	[ooeeor:?] | [oeeal:?] | [olkeol:?] | [al:?] | trocken; nominal trockenes Gut/Material | [chl:?] | [olchedy:?] | [ykeedy:?] | [chtal:?] | heiße Drogenfraktion I | [opchy:?] | [famam:?]	[ooeeor:?] | [oeeal:?] | [olkeol:?] | Rohstoffklasse I | trocken; nominal trockenes Gut/Material | [chl:?] | [olchedy:?] | [ykeedy:?] | [chtal:?] | heiße Drogenfraktion I | [opchy:?] | [famam:?]	False
f112v	f112v.45	al	ycheey chokeey okasal tchdy oteol chcthy alaiin char al kamdam	[ycheey:?] | heiß-trockener Ansatz am Gradende | [okasal:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [oteol:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [alaiin:?] | [char:?] | [al:?] | [kamdam:?]	[ycheey:?] | heiß-trockener Ansatz am Gradende | [okasal:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [oteol:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [alaiin:?] | [char:?] | Rohstoffklasse I | [kamdam:?]	False
f112v	f112v.46	chdal|daldy	ykeey lor chaiin cheky chokain char am chey kain chdal okaiin daldy	[ykeey:?] | Holzportion | trocken, Grad III | [cheky:?] | [chokain:?] | [char:?] | [am:?] | trocken in der Mitte des Grades | heiß, Grad II | [chdal:?] | heiß, Grad III, im Ansatzrahmen | [daldy:?]	[ykeey:?] | Holzportion | trocken, Grad III | [cheky:?] | [chokain:?] | [char:?] | [am:?] | trocken in der Mitte des Grades | heiß, Grad II | trockene abgemessene Rohstoffmenge I am Gradanfang | heiß, Grad III, im Ansatzrahmen | abgemessene Rohstoffmenge I, abgeschlossen	False
f113r	f113r.14	al	ycheo lkchey l chol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al	[ycheo:?] | [lkchey:?] | [l:?] | trocken; nominal trockenes Gut/Material | [oiiin:?] | [qoksheoy:?] | [qokcheody:?] | trockene Drogenholzzubereitung/Trockenansatz | [l:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | Trockenansatz: heiß-trockene Grundform | [okchdar:?] | [al:?]	[ycheo:?] | [lkchey:?] | [l:?] | trocken; nominal trockenes Gut/Material | [oiiin:?] | [qoksheoy:?] | [qokcheody:?] | trockene Drogenholzzubereitung/Trockenansatz | [l:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | Trockenansatz: heiß-trockene Grundform | [okchdar:?] | Rohstoffklasse I	False
f113r	f113r.2	al	dar okeedy oteeody qokedy otchechy okeorl al keeos ched al ar chy ykolairol	abgemessene Fraktion I | heißer Ansatz am Ende des Grades, abgeschlossen | [oteeody:?] | heiß in der Mitte des Grades, abgeschlossen | [otchechy:?] | [okeorl:?] | [al:?] | [keeos:?] | [ched:?] | [al:?] | Drogenfraktion I | trocken am Anfang des Grades | [ykolairol:?]	abgemessene Fraktion I | heißer Ansatz am Ende des Grades, abgeschlossen | [oteeody:?] | heiß in der Mitte des Grades, abgeschlossen | [otchechy:?] | [okeorl:?] | Rohstoffklasse I | [keeos:?] | [ched:?] | Rohstoffklasse I | Drogenfraktion I | trocken am Anfang des Grades | [ykolairol:?]	False
f113r	f113r.28	al	sar al chal os akchy daiin cheeeo rain otain chol lcholkaiin cheokedy lodas	Samenfraktion I | [al:?] | [chal:?] | [os:?] | [akchy:?] | Grad-/Maßwert III | [cheeeo:?] | [rain:?] | kalt im Zubereitungsrahmen, Grad II | trocken; nominal trockenes Gut/Material | [lcholkaiin:?] | trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen | [lodas:?]	Samenfraktion I | Rohstoffklasse I | [chal:?] | [os:?] | [akchy:?] | Grad-/Maßwert III | [cheeeo:?] | [rain:?] | kalt im Zubereitungsrahmen, Grad II | trocken; nominal trockenes Gut/Material | [lcholkaiin:?] | trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen | [lodas:?]	False
f113r	f113r.39	aly	pcheockhy l kchey qofsheeey lkeody kcheodaiin por shed qopoeey pokeey rair aly	[pcheockhy:?] | [l:?] | heiß und trocken in der Mitte des Grades | [qofsheeey:?] | [lkeody:?] | [kcheodaiin:?] | Pulverportion | [shed:?] | [qopoeey:?] | [pokeey:?] | Wurzelfraktion II | [aly:?]	[pcheockhy:?] | [l:?] | heiß und trocken in der Mitte des Grades | [qofsheeey:?] | [lkeody:?] | [kcheodaiin:?] | Pulverportion | [shed:?] | [qopoeey:?] | [pokeey:?] | Wurzelfraktion II | Rohstoffklasse I, Grundform	False
f113r	f113r.4	al	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar al om	[kcheeos:?] | [olkeedy:?] | [shoaiin:?] | [cheeody:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chckhody:?] | heiß in der Mitte des Grades, abgeschlossen | [qotaly:?] | heiße Holzfraktion I | Drogenfraktion I | [al:?] | [om:?]	[kcheeos:?] | [olkeedy:?] | [shoaiin:?] | [cheeody:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chckhody:?] | heiß in der Mitte des Grades, abgeschlossen | [qotaly:?] | heiße Holzfraktion I | Drogenfraktion I | Rohstoffklasse I | [om:?]	False
f113r	f113r.43	al	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	[ykcheor:?] | [sheeod:?] | heiße Holzfraktion I | Drogenfraktion I | [al:?] | [s:?] | Menge III | [cheeey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | heiße Holzfraktion I | [am:?] | [chedam:?]	[ykcheor:?] | [sheeod:?] | heiße Holzfraktion I | Drogenfraktion I | Rohstoffklasse I | [s:?] | Menge III | [cheeey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | heiße Holzfraktion I | [am:?] | [chedam:?]	False
f113r	f113r.47	chedal	y sheol keechey cholkeedy qokaiin chedal l kches ar okain qokaiin oram	[y:?] | feuchtes Material | [keechey:?] | [cholkeedy:?] | heiß, Grad III | [chedal:?] | [l:?] | [kches:?] | Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III | [oram:?]	[y:?] | feuchtes Material | [keechey:?] | [cholkeedy:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | [l:?] | [kches:?] | Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III | [oram:?]	False
f113r	f113r.49	al	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al	[sain:?] | [cheeey:?] | trocken angesetzte Zubereitung | heiß und trocken am Ende des Grades | heiß am Ende des Grades | [lkeeey:?] | [okeeey:?] | [lkchey:?] | [lcho:?] | [r:?] | Menge III | kalt im Zubereitungsrahmen, Grad II | [al:?]	[sain:?] | [cheeey:?] | trocken angesetzte Zubereitung | heiß und trocken am Ende des Grades | heiß am Ende des Grades | [lkeeey:?] | [okeeey:?] | [lkchey:?] | [lcho:?] | [r:?] | Menge III | kalt im Zubereitungsrahmen, Grad II | Rohstoffklasse I	False
f113v	f113v.10	dal	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	[polaiin:?] | [oteol:?] | [otedyar:?] | [aral:?] | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [olar:?] | Menge III | heiß und trocken in der Mitte des Grades | [dal:?] | kalte Drogenportion im Ansatz | Drogenfraktion I | [opchey:?] | [ro:?]	[polaiin:?] | [oteol:?] | [otedyar:?] | [aral:?] | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [olar:?] | Menge III | heiß und trocken in der Mitte des Grades | abgemessene Rohstoffmenge I | kalte Drogenportion im Ansatz | Drogenfraktion I | [opchey:?] | [ro:?]	False
f113v	f113v.14	al	dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal o kaiin olo	abgemessene Fraktion I | [al:?] | feucht am Ende des Grades | kalt, Grad III | Pflanzen-/Reproduktionsteil | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [okeshos:?] | [olchedy:?] | heiß, Grad III | Ansatz aus heißem Rohstoff, Form I | [o:?] | heiß, Grad III | [olo:?]	abgemessene Fraktion I | Rohstoffklasse I | feucht am Ende des Grades | kalt, Grad III | Pflanzen-/Reproduktionsteil | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [okeshos:?] | [olchedy:?] | heiß, Grad III | Ansatz aus heißem Rohstoff, Form I | [o:?] | heiß, Grad III | [olo:?]	False
f113v	f113v.2	al	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor	[teoar:?] | Menge-/Klassenwert II | kalte Drogenfraktion I | [ycheey:?] | [otaiir:?] | kalt im Zubereitungsrahmen, Grad III | heiß-trockener Ansatz am Anfang des Grades | [lkchdy:?] | [oteol:?] | Drogenfraktion I | [al:?] | Drogenfraktion I | Menge III | Ansatz aus heißem Rohstoff, Form I | [cheyor:?]	[teoar:?] | Menge-/Klassenwert II | kalte Drogenfraktion I | [ycheey:?] | [otaiir:?] | kalt im Zubereitungsrahmen, Grad III | heiß-trockener Ansatz am Anfang des Grades | [lkchdy:?] | [oteol:?] | Drogenfraktion I | Rohstoffklasse I | Drogenfraktion I | Menge III | Ansatz aus heißem Rohstoff, Form I | [cheyor:?]	False
f113v	f113v.22	aly	okaiin okaiin cheeky raiin olal okaiin cheody okaiin okaiin otar aly	heiß, Grad III, im Ansatzrahmen | heiß, Grad III, im Ansatzrahmen | [cheeky:?] | Wurzel, Typ/Charge III | Ansatz aus Holzrohstoff, Form I | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | heiß, Grad III, im Ansatzrahmen | heiß, Grad III, im Ansatzrahmen | kalte Drogenfraktion I im Ansatz | [aly:?]	heiß, Grad III, im Ansatzrahmen | heiß, Grad III, im Ansatzrahmen | [cheeky:?] | Wurzel, Typ/Charge III | Ansatz aus Holzrohstoff, Form I | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | heiß, Grad III, im Ansatzrahmen | heiß, Grad III, im Ansatzrahmen | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I, Grundform	False
f113v	f113v.23	al	ykaiin al kar okain qokaiin chakair okar al cheody qokor otal lkl lol	[ykaiin:?] | [al:?] | heiße Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III | [chakair:?] | heiße Drogenfraktion I im Ansatz | [al:?] | getrockneter Ansatz | heiße Drogenportion | Ansatz aus kaltem Rohstoff, Form I | [lkl:?] | Holzstoff	[ykaiin:?] | Rohstoffklasse I | heiße Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III | [chakair:?] | heiße Drogenfraktion I im Ansatz | Rohstoffklasse I | getrockneter Ansatz | heiße Drogenportion | Ansatz aus kaltem Rohstoff, Form I | [lkl:?] | Holzstoff	False
f113v	f113v.26	al	okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty	[okiin:?] | [al:?] | [keechy:?] | [qoteeol:?] | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | kalt-trockener Ansatz in der Mitte des Grades | kalt im Zubereitungsrahmen, Grad III | [al:?] | kalt im Zubereitungsrahmen, Grad III | kaltes Zubereitungsgut | [qotody:?] | [loty:?]	[okiin:?] | Rohstoffklasse I | [keechy:?] | [qoteeol:?] | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | kalt-trockener Ansatz in der Mitte des Grades | kalt im Zubereitungsrahmen, Grad III | Rohstoffklasse I | kalt im Zubereitungsrahmen, Grad III | kaltes Zubereitungsgut | [qotody:?] | [loty:?]	False
