surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	working_meaning_de	decision
shedal	f111r	f111r.36	polal shedal pchedy qofchedy pykeor cheefy qopchey opchedal lfchedy pchal	polal shedal pchedy qofchedy pykeor cheefy qopchey opchedal lfchedy pchal	polal she al pche y qofchedy pyke r cheefy qopchey opchedal lfchedypchal	READER_VARIANT	feuchte abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedal	f111v	f111v.9	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	lshey shedal okear lkedy cheolkeey lkey okeey qokeey qokey qokain am	lshey she al okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	READER_VARIANT	feuchte abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedal	f77v	f77v.12	lchedy shedal qokedy okal chedy qokal shedy chedy qol chdy lam	lchedy shedal qokedy okal chedy qokal shedy chedy qol chdy lam	lchedy e al qokedy okal chedy qokal shedy chedy qol ch y lam	READER_VARIANT	feuchte abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedal	f83v	f83v.11	pchedar shedal qokar shedal okchdy qokedy okail shedy qoky lsheg	pchedas shedas qokar shedal okchdy qokedy okail shedy qoky lsheg	pchedar shedal qokar she al okchdy qoke y okail shedy qoky lsheg	READER_VARIANT	feuchte abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ail	f105v	f105v.9	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ain ookam	lcheey qoeees y daiin okairy otchedy ockhe otchey daiin or r ail l okam	READER_VARIANT	Rohstoffklasse II	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ail	f108r	f108r.13	ykeey raiin ar ail odaiin	ykeey raiin ar ail odaiin	ykeey raiin ar ailo aiin	READER_VARIANT	Rohstoffklasse II	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daiil	f78r	f78r.27	daiin chckhal daiil aldy	daiin chckhal daiil aldy	doiin chckhal aiil ol y	READER_VARIANT	abgemessene Rohstoffmenge III	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aly	f58r	f58r.17	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olar aly	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olaraly	ysholshy qotoly daiin ykal alchdy qoky dal ytcho y s olar aly	READER_VARIANT	Rohstoffklasse I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aly	f66r	f66r.65	dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry	dar shedy okar chedy kcheody chxar daly fchdar cheor aly sy	dor shedy okar shed kcheo y chxar daly fchdar cheoraly sy	READER_VARIANT	Rohstoffklasse I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aly	f66r	f66r.68	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor	sair ol daiin daiin dal dol cheody dair aly dairal dolar shy dos	sair ol daiin jaiin al dol cheody dairaly dairal dolarshydor	READER_VARIANT	Rohstoffklasse I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aly	f80v	f80v.15	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol dal	qotaiin chty lchedy saly tol chey qoteedy otal dain ol dal	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol al	READER_VARIANT	Rohstoffklasse I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aly	f82v	f82v.17	or ain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	orain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	orain she y qok char okai qokeedy rcheey qotedy chte y rchesaly	READER_VARIANT	Rohstoffklasse I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aly	f82v	f82v.21	dain chey qokeeey qoky okaiin okain olkain otain okar aly	dain chey qokeeey qoky okaiin okain olkain otain okaraly	ain chey qokeeey qoky okaiin okain olkain otain okar aly	READER_VARIANT	Rohstoffklasse I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aldy	f107r	f107r.19	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin al y	READER_VARIANT	Rohstoffklasse I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aldy	f107v	f107v.33	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy	orain chol qodaiin odain aiin okain chkaly raiin ykaiin aldy	orain chol qodaiin odain aiin okain chkaly raiin y kaiin al y	READER_VARIANT	Rohstoffklasse I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aldy	f35r	f35r.11	sheaiin chol cthaiin l chaiin lchal dal dair aldy n	shcheaiin chol cthaiin lchaiin lchal dal dair aldy n	shcheaiin chol cthaiin lchaiin lchal dal dairaldy n	READER_VARIANT	Rohstoffklasse I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aldy	f78r	f78r.27	daiin chckhal daiil aldy	daiin chckhal daiil aldy	doiin chckhal aiil ol y	READER_VARIANT	Rohstoffklasse I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
aldy	f86v3	f86v3.16	dcheody skeeody qokshey cheodain ykched sar aldy	dcheody skeeody qokshey chodain ykched raraldy	dcheody skeeo y qokshey cheo ain ykched saral y	READER_VARIANT	Rohstoffklasse I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daly	f16r	f16r.10	toror daly dal opchy fchol ypcho okal	toror dalydal opchy fchol ypchocfy okal	toror dalydal opchyfchol ypcho okal	READER_VARIANT	abgemessene Rohstoffmenge I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daly	f34r	f34r.13	ykeo lor ochey oly okaly kechdy qokchdy chor ar aiiin daly	ykeo lor ochey oly okaly kechdy qokchdy chor ar aiiin daly	ykeo lor ochey oly okaly kech y qokchdy chor ar aiiin aly	READER_VARIANT	abgemessene Rohstoffmenge I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daly	f58v	f58v.24	qokal daiin qokal cham qokalcheal okor air ain ar als okam daly	qokal daiin qokal cham qokalcheol okorair ainarals okom daly	qokal daiin qokal cham qokalche l okorair ain ar als okam aly	READER_VARIANT	abgemessene Rohstoffmenge I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daly	f58v	f58v.3	todal qotain shoy qokeol okey qokalchal daly ar aim	todal qotain sho ckheey qokeol okey qokalchal daly ar aim	todal qotain shoy qokeol okey qokalchal aly ar aim	READER_VARIANT	abgemessene Rohstoffmenge I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daly	f66r	f66r.70	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly	todeeey keody chd keody shedy shekeefy chdy sheol shol ke y aly	READER_VARIANT	abgemessene Rohstoffmenge I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daly	f81r	f81r.20	qopchedy qol chedy qokeey odaiin rain daly	qopchedy qol chedy qokeey odaiin rain daly	qopchedy qol chedy qokeey odaiin rain aly	READER_VARIANT	abgemessene Rohstoffmenge I, Grundform	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f103r	f103r.1	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy	pchedal shdy yteechypchy otey ylshey qoteey qotal shedy yshdal dain okol dal dy	pchedal dy ytechypchy otey alshey qoteey qotal shedy yshdal ain okal dal y	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f112v	f112v.46	ykeey lor chaiin cheky chokain char am chey kain chdal okaiin daldy	ykeey lor chaiin cheky chokain charam chey kain chdal okaiin daldy	ykeey lor chaiin cheky chokain charam chey kain chdal okaiin al y	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f38v	f38v.7	daiin qol chy dain or daiin dain daldy	daiin qol chy dain or daiin dais daldy	daiin qol chy dain r or aiin dain dal y	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f48r	f48r.6	alshey lkeedy ytchedy qokedy lotal qotol otal ched o key ykeey daldy	alshey lkeedy ytchedy qokedy lotal qotol otal ched okey ykeey dalmy	alshey lkee y ytchedy qokedy lotal qotol otal ched o key ykeey al y	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f58r	f58r.20	ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim	ysheockhy oleeey oleesey olaiin olkeal daldy otalar ar arodaim	ysheockhy oleeey oleesey laiin olkeal al y otalar ar arodaim	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f66v	f66v.2	teodal tchedy dshey okshedy okeedy dcheeky daldy qotal sy	teodal tchedy dshey okshedy okeedy dcheeky daldy qotal sy	teodal tchedy dshey okshedy okee y cheeky aldy qotal sy	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f75r	f75r.31	dshedy qokey chckhy qokar shedy chey qoked qokedy daldy	dshedy qokey chckhy qokar shedy chey qoked qokedy daldy	dshedy qokey chckhy qokar shedy chey qoke qoked dal y	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f75v	f75v.22	daldy	dal dy	daldy	ALL_THREE_SPLIT_NORMALIZED	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f81v	f81v.6	qokain okaiin ol chedy cheol lky l s aiin okain daldy	qokain okaiin ol chedy cheol lky ls aiin okain daldy	qokain okaiin ol chedy cheol lky l s aiin okain dal y	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f82r	f82r.27	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	pche y rsheal dal y qokeedy rshedy qotee y qokeedy loche y	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f85r1	f85r1.13	rsheodar qocthy kar okaiin ykeeeody qotal ol s aiin ol daldy shody	rsheodor qoctho kar okaiin ykeeeody qotal ol s aiin ol daldy shody	reodar qocth kar okaiin ykeeeody qotal ol s aiin ol al y shody	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f89v1	f89v1.13	tosheo fcheody shekey or shos oiir cphey qokeody cheody daldy	tosheo fcheody shekey orshos oiir cphey qokeody cheody dal dy	tosheo fcheody shekey or shos oiir cphey qokeody cheody dal dy	ALL_THREE_SPLIT_NORMALIZED	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
daldy	f89v1	f89v1.15	dcheo daiin cthol daiin daldy okeor ytey keor cheyty ochy	dcheocy daiin cthol daiin daldy okeor ytey keor cheyty ochy	dcheo daiin cthol aiin dal y okeor ytey keor cheyty ochy	READER_VARIANT	abgemessene Rohstoffmenge I, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedal	f104r	f104r.8	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	olsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okor otar	olsheedy lkeedy lkeody qokaiin che al qokar odar qokal okar otar odr	READER_VARIANT	trockene abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedal	f112v	f112v.13	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	dcheoty oy otche y che y daiin che al chedy qokaiin otam	READER_VARIANT	trockene abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedal	f112v	f112v.29	sheey qoeekain ol kain alor chedal sheody	sheey qoeekain ol kain alor chedol sheody	sheey qoeekain olkain alor chedal eody	READER_VARIANT	trockene abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedal	f113r	f113r.47	y sheol keechey cholkeedy qokaiin chedal l kches ar okain qokaiin oram	y sheol keechey cholkeedy qokaiin chedal lkches ar okain qokaiin oriim	y sheol keechey cholkee y qokaiin che al l kches ar kain qokaiin oram	READER_VARIANT	trockene abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedal	f43v	f43v.14	dykeedain chedy okeedy chedal olkey cheky choal chedy oteorom	dykeedain chedy okeedy chedal olkey cheky choal chedy oteorom	dykee ain che y okee y che al olkey cheky choalche y oteorom	READER_VARIANT	trockene abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedal	f58v	f58v.12	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy	oreeey cheekey cheal qokey che al y tolair opchey poaly cfhy	READER_VARIANT	trockene abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedal	f76v	f76v.15	tchedy lsheedy chedal chedy checthey	tchedy lsheedy chedal chedy checthey	tchedy lsheedy che al che y checthey	READER_VARIANT	trockene abgemessene Rohstoffmenge I in der Gradmitte	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shdal	f86v6	f86v6.4	dshor shdy shor ol aiin olkeedy shdal oteor chdar l karchees olkar dalam	dshor shdy shor ol aiin olkeedy shdal oteor chdar lkarchees olkar dalam	dshor shdy shor ol aiin olkeedy sh al ote r chdar lkarchees olkar dalam	READER_VARIANT	feuchte abgemessene Rohstoffmenge I am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
odal	f17v	f17v.1	pchodol chor pchy opydaiin odal dy	pchodol chor fchy opydaiin odaldy	pchodol chor fchy opydaiin odaldy	READER_VARIANT	abgemessene Rohstoffmenge I im Ansatz	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
odal	f87v	f87v.11	kchor ol cheeol qok odal lseeey keodam	kchor ol cheeol qokodal lseeey keodam	kchor ol cheeol qokodal lseee keodam	READER_VARIANT	abgemessene Rohstoffmenge I im Ansatz	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
odal	f96r	f96r.3	toaiin odal chos ckheody keody chodol oty	toaiin ctheodal chos ckheody keody chodol oty	toaiin o al chos ckheody keod chodol oty	READER_VARIANT	abgemessene Rohstoffmenge I im Ansatz	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qodal	f53v	f53v.10	ychocthy qodal shodaiin	ychocthy qodal shodaiin	ychocthy qo al sho aiin	READER_VARIANT	abgemessene Rohstoffmenge I im Ansatz	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
oral	f112r	f112r.40	sain okal lkeedy okar okchedy qokal keedy chkey oty oral	sain okal lkeedy okar okchedy qokal keedy chkey oto aral	sain okal lkeedy okar okchedy qokal keedy chkey oto aral	READER_VARIANT	Rohstoffportion, Klasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
oral	f112v	f112v.2	oar oral okeeshy qokeey okain qokal okeol oty oraiin	oar osal okeeshy qokeey okain qokal okeol oty oraiin	oar sal okeeshy qokeey okain qokal okeol ot oraiin	READER_VARIANT	Rohstoffportion, Klasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
oral	f79r	f79r.19	sol cheey chol sain oral shey qokain sheyky shoty oly	sol cheey chol sain or al shey qokain sheyky shoky oly	sol cheey chol sain or al shey qokain sheyky shoky oly	ALL_THREE_SPLIT_NORMALIZED	Rohstoffportion, Klasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
oral	f79v	f79v.33	por ar or yteey teey okar oshey qoky chey okeey ldy oral	por ar or yteey teey otar oshey qoky chey okeey ldy orol	por ar or yteey teey okar oshey qoky chey keey ldy orol	READER_VARIANT	Rohstoffportion, Klasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sodal	f116r	f116r.50	sodal ch al chcthy chckhy qol ain ary	sodal chal chcthy chckhy qol ain ary	s dal chal chcthy chckhy qol ain ary	READER_VARIANT	abgemessene Saat-Rohstoffmenge I im Ansatz	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
